R_IN	R_OUT	NE	NE_LOW	NE_HIGH
2.2568905353546143	14.430688858032227	0.04885737597942352	0.03781341388821602	0.05808100476861
14.430688858032227	21.47774887084961	0.03419179469347	0.02984233759343624	0.03836431726813316
21.47774887084961	28.30608367919922	0.029050689190626144	0.02608921378850937	0.03191134333610535
28.30608367919922	34.24443435668945	0.026578769087791443	0.024215156212449074	0.028880855068564415
34.24443435668945	38.875511169433594	0.02535499632358551	0.023411361500620842	0.02728351205587387
38.875511169433594	44.27171325683594	0.024472981691360474	0.022939862683415413	0.02603081427514553
44.27171325683594	49.52851104736328	0.023364141583442688	0.022166606038808823	0.024560775607824326
49.52851104736328	54.443172454833984	0.022264862433075905	0.02129492163658142	0.02327032759785652
54.443172454833984	59.417335510253906	0.021076535806059837	0.020283401012420654	0.021915936842560768
59.417335510253906	64.744140625	0.019481847062706947	0.018890758976340294	0.02011009305715561
64.744140625	70.40355682373047	0.017896119505167007	0.01738981157541275	0.018409181386232376
70.40355682373047	75.75273132324219	0.016493214294314384	0.01605948619544506	0.016917696222662926
75.75273132324219	81.19569396972656	0.015333189629018307	0.014964859932661057	0.01571107655763626
81.19569396972656	87.17578887939453	0.014200556091964245	0.013863107189536095	0.014547651633620262
87.17578887939453	93.41028594970703	0.013074608519673347	0.012778984382748604	0.013375638984143734
93.41028594970703	99.81320190429688	0.012017641216516495	0.01174432784318924	0.01229246985167265
99.81320190429688	106.67078399658203	0.010993077419698238	0.01074122916907072	0.011239012703299522
106.67078399658203	113.55115509033203	0.010095439851284027	0.0098695307970047	0.010317628271877766
113.55115509033203	121.0975112915039	0.009335455484688282	0.009124529547989368	0.009535353630781174
121.0975112915039	128.6053924560547	0.008679388090968132	0.008492136374115944	0.008868339471518993
128.6053924560547	136.5705108642578	0.008074500598013401	0.00790704507380724	0.008243140764534473
136.5705108642578	144.85475158691406	0.007473473437130451	0.007321817800402641	0.00764045212417841
144.85475158691406	153.99729919433594	0.006807495839893818	0.0066740973852574825	0.006945943925529718
153.99729919433594	163.423095703125	0.00616041524335742	0.006036308594048023	0.0062786852940917015
163.423095703125	173.61111450195312	0.005589911248534918	0.005481025669723749	0.0056984093971550465
173.61111450195312	184.11907958984375	0.005100786220282316	0.005000716540962458	0.005196627229452133
184.11907958984375	195.55979919433594	0.004663432948291302	0.00457456149160862	0.004751546774059534
195.55979919433594	207.43382263183594	0.00427681440487504	0.004195841494947672	0.004356962628662586
207.43382263183594	219.9884796142578	0.00394304096698761	0.0038668971974402666	0.004015331622213125
219.9884796142578	233.8282470703125	0.0036574816331267357	0.0035906715784221888	0.0037230730522423983
233.8282470703125	248.04776000976562	0.0033988989889621735	0.003339206101372838	0.0034599557984620333
248.04776000976562	263.47747802734375	0.003136328887194395	0.0030836262740194798	0.0031929307151585817
263.47747802734375	280.0712890625	0.0028496035374701023	0.002803963143378496	0.002898532897233963
280.0712890625	298.04730224609375	0.0025617133360356092	0.002519683912396431	0.002602593507617712
298.04730224609375	317.4004211425781	0.00229475274682045	0.0022581988014280796	0.002330515766516328
317.4004211425781	338.91241455078125	0.0020656909327954054	0.0020330133847892284	0.0020960180554538965
338.91241455078125	362.21038818359375	0.0018700659275054932	0.001842554658651352	0.001897440291941166
362.21038818359375	386.9635925292969	0.0016837366856634617	0.0016596553614363074	0.0017102588899433613
386.9635925292969	415.00213623046875	0.001493349322117865	0.0014721634797751904	0.0015145502984523773
415.00213623046875	445.8133544921875	0.0013189655728638172	0.0013003163039684296	0.0013371150707826018
445.8133544921875	480.835693359375	0.0011623040772974491	0.001145305228419602	0.0011785657843574882
480.835693359375	519.4244384765625	0.0010243190918117762	0.0010097940685227513	0.0010393282864242792
519.4244384765625	562.6785278320312	0.00089465786004439	0.0008813121821731329	0.0009084715275093913
562.6785278320312	611.1895141601562	0.0007723928429186344	0.0007603892008773983	0.0007850038819015026
611.1895141601562	667.866455078125	0.0006559003959409893	0.0006447283085435629	0.0006670518196187913
667.866455078125	730.69482421875	0.0005498015671037138	0.0005395935731939971	0.0005603358149528503
730.69482421875	805.5062255859375	0.0004534618346951902	0.00044374336721375585	0.00046290329191833735
805.5062255859375	897.4179077148438	0.00036593026015907526	0.0003567500680219382	0.00037496237200684845
897.4179077148438	990.3548583984375	0.0002994586538989097	0.0002899887040257454	0.0003078858135268092
990.3548583984375	1084.5367431640625	0.00025477222516201437	0.00024626433150842786	0.00026288634398952127
1084.5367431640625	1179.7589111328125	0.00022172545141074806	0.00021341824322007596	0.000230542485951446
1179.7589111328125	1269.30615234375	0.00019369757501408458	0.00018541784083936363	0.00020272644178476185
1269.30615234375	1358.8895263671875	0.00016773250536061823	0.000159847317263484	0.00017603840387891978
1358.8895263671875	1440.510498046875	0.00014532552449963987	0.0001376530999550596	0.0001531441230326891
1440.510498046875	1521.81005859375	0.000126431041280739	0.00011915159848285839	0.0001338711881544441
