spectral_branch,spatial_fwhm_arcsec,spectral_fwhm_channels,observed_peak_snr,paired_noise_realizations,peak_selection_fraction,fraction_retaining_at_least_half_true_flux,true_flux_fraction_retained_mean,true_flux_fraction_retained_q025,true_flux_fraction_retained_median,true_flux_fraction_retained_q975,measured_selected_flux_over_true_mean,measured_selected_flux_over_true_q025,measured_selected_flux_over_true_median,measured_selected_flux_over_true_q975
independent_channels,30.0,1.0,1.0,128,0.0,0.0,5.798250270438698e-07,0.0,1.3048463602196118e-113,5.633369968398371e-12,0.5090385552203739,0.0,0.32862852915586505,1.8370222061768724
independent_channels,30.0,1.0,2.0,128,0.0,0.0,5.798250270438698e-07,0.0,1.3048463602196118e-113,5.633369968398371e-12,0.25451956752270044,0.0,0.16431426457793252,0.9185111030884362
independent_channels,30.0,1.0,3.0,128,0.0078125,0.0,0.00042260598956440584,0.0,7.481771293427315e-105,0.008362518521935973,0.1708244851552856,0.0,0.109542843051955,0.6188266530207126
independent_channels,30.0,1.0,5.0,128,0.0078125,0.0,0.0012714346031975359,0.0,6.863339614374045e-95,0.014784033112721784,0.1047073863830057,0.0,0.07506782984295843,0.39026861359738935
independent_channels,30.0,3.0,1.0,128,0.0,0.0,0.00032559525810918786,0.0,1.8346285125702176e-36,9.332096269206778e-05,0.18087246149084246,0.0,0.11715173875301124,0.6471802337835345
independent_channels,30.0,3.0,2.0,128,0.046875,0.0,0.0071796292243011635,0.0,1.995219943317717e-29,0.07791932597859803,0.10474756949173875,0.0,0.07929922437008882,0.35192977615253873
independent_channels,30.0,3.0,3.0,128,0.3515625,0.0,0.0550812196585109,0.0,0.033848400600299984,0.22256956836702363,0.14055932816216266,0.0,0.11292281264277183,0.44499793994691206
independent_channels,30.0,3.0,5.0,128,0.953125,0.0,0.25813786715917975,0.050192408402419716,0.27385653955928385,0.4002906967798929,0.33927368594823254,0.06624275181423318,0.3474236705413615,0.5929643936101536
independent_channels,30.0,6.0,1.0,128,0.0,0.0,0.0005896384297144258,0.0,2.8707395448611986e-27,0.005636228544737091,0.09171146738379554,0.0,0.059541709857374725,0.3235901168917751
independent_channels,30.0,6.0,2.0,128,0.1875,0.0,0.016481303621461996,0.0,1.4298705261235038e-06,0.06997894175408764,0.0748649891946525,0.0,0.06244396659348615,0.21261470036439947
independent_channels,30.0,6.0,3.0,128,0.6953125,0.0,0.09263930109009721,8.471509897199842e-50,0.10005720666905951,0.20149791373839976,0.15673079205067317,0.006199455212467304,0.15357668176672903,0.3501190407847889
independent_channels,30.0,6.0,5.0,128,1.0,0.0,0.3096705496044714,0.18587279846931065,0.31905383048548014,0.3961564704232417,0.37408979678978327,0.1984651864283247,0.3771576470492045,0.5312548116195741
independent_channels,90.0,1.0,1.0,128,0.0,0.0,7.691082436354601e-05,0.0,1.5112992814573143e-66,0.00013132815301484217,0.10219350334894513,0.0,0.06650539102077338,0.36739509773994056
independent_channels,90.0,1.0,2.0,128,0.0,0.0,0.0002953191622984375,0.0,1.4805659403511203e-49,0.003176718057861049,0.0521197934172757,0.0,0.033800991625914004,0.18369754886997028
independent_channels,90.0,1.0,3.0,128,0.0078125,0.0,0.0006976074740422943,0.0,4.741676999190123e-47,0.009376995582901029,0.03608246193438682,0.0,0.025969685966375222,0.13231754507389046
independent_channels,90.0,1.0,5.0,128,0.0078125,0.0,0.0019022778382134582,0.0,3.891059165308588e-27,0.013995086023761186,0.024542103123526105,0.0,0.018101513362378197,0.09633700167685313
independent_channels,90.0,3.0,1.0,128,0.0,0.0,0.0004184685611464486,0.0,8.044839681004266e-16,0.004744896728737819,0.03761922077045017,0.0,0.029634071925016704,0.12943275505739762
independent_channels,90.0,3.0,2.0,128,0.046875,0.0,0.007939280702546354,0.0,0.0004435589503443085,0.0487547817897357,0.034382874216604256,0.0,0.024066326252183398,0.119556982524926
independent_channels,90.0,3.0,3.0,128,0.3515625,0.0,0.05217608937012523,0.0024099905749420643,0.045706644060853854,0.1430969684850156,0.08894252359350575,0.007664585332603628,0.07841567139736796,0.2381586428362017
independent_channels,90.0,3.0,5.0,128,0.953125,0.0,0.25239303573480093,0.1502603802884567,0.25191936943851523,0.35059501280925726,0.3025513025952714,0.163362331230097,0.29959454653016193,0.450589545088335
independent_channels,90.0,6.0,1.0,128,0.0,0.0,0.0005822824264962459,0.0,9.496347341002766e-11,0.004287533188129592,0.020207950123972404,0.0,0.016162926056441512,0.06854557701764252
independent_channels,90.0,6.0,2.0,128,0.1875,0.0,0.016513432542359437,1.0576975489185926e-12,0.010624553771751435,0.05496647188872164,0.03929269348134112,0.0022303264409229574,0.02929561074067507,0.11349653658877992
independent_channels,90.0,6.0,3.0,128,0.6953125,0.0,0.08836390143161288,0.027568527608011272,0.09048138222681645,0.14874079409408797,0.12756507968046377,0.035252539294359654,0.12664093933480308,0.2362786178304236
independent_channels,90.0,6.0,5.0,128,1.0,0.0,0.31121222048299946,0.2430642798633562,0.3126590366694382,0.36372449353777636,0.3609467173235992,0.2584469194159522,0.3596139907604,0.44996248576586734
independent_channels,180.0,1.0,1.0,128,0.0,0.0,0.00012058242779241379,0.0,4.377657896232352e-63,0.0010133520037880212,0.028197157353424318,0.0,0.018132372616380996,0.0993412452923134
independent_channels,180.0,1.0,2.0,128,0.0,0.0,0.0003361450156940003,0.0,1.319447275967278e-26,0.002952489524846283,0.015258378366155893,0.0,0.011372257749177273,0.05110774827925499
independent_channels,180.0,1.0,3.0,128,0.0078125,0.0,0.000732581314957287,0.0,1.9595939403846673e-16,0.005253414400123924,0.011607067419122652,0.0,0.008481098615620696,0.039533469363097186
independent_channels,180.0,1.0,5.0,128,0.0078125,0.0,0.001582167229898174,0.0,0.00015462732903991932,0.007335439854852074,0.009303430023190392,0.0,0.007206009086052741,0.03141623765386925
independent_channels,180.0,3.0,1.0,128,0.0,0.0,0.0003952683579894257,0.0,7.575566034645346e-08,0.002188234980338359,0.011445397391153727,0.0,0.008891438566505556,0.03692413166469017
independent_channels,180.0,3.0,2.0,128,0.046875,0.0,0.007931194371108577,5.852094428663975e-12,0.00587985647018903,0.02923321606653559,0.021579920106968572,0.0011266863742896494,0.01689977359091859,0.06748261194661304
independent_channels,180.0,3.0,3.0,128,0.3515625,0.0,0.04964550193886232,0.014067333688235565,0.048556740328928094,0.09429841780215786,0.07769667260633276,0.029426432343635452,0.07456223621389002,0.14329814275250896
independent_channels,180.0,3.0,5.0,128,0.953125,0.0,0.25146036427032387,0.18218791802406278,0.2509490979711547,0.30597523827502243,0.29733640544911155,0.2078250268624866,0.29707893488007153,0.38244216057861996
independent_channels,180.0,6.0,1.0,128,0.0,0.0,0.0006894689390797931,0.0,0.00017050832960883509,0.0037347413878608057,0.007736927094393043,0.0,0.006286317367593648,0.02140792838428432
independent_channels,180.0,6.0,2.0,128,0.1875,0.0,0.01604441963645911,0.0032158957518236622,0.01464881841467534,0.03692800557103647,0.032495766536079884,0.008662148864265857,0.02887261163105969,0.07030670719987983
independent_channels,180.0,6.0,3.0,128,0.6953125,0.0,0.08824914405647226,0.04623559754106917,0.090371445812377,0.12746485400678137,0.12391123627044036,0.06668410738286266,0.12473662379786835,0.18337632023558983
independent_channels,180.0,6.0,5.0,128,1.0,0.0,0.312137210831823,0.26670220514747,0.313824225033037,0.35633608096204067,0.35958228489626765,0.2929441728895004,0.3624848787022954,0.4199156639534519
hanning_channels,30.0,1.0,1.0,128,0.03125,0.0,0.0074420473062584555,3.305751950288458e-19,2.7575082760906603e-07,0.11502645506482473,25.162340543064712,15.322734447803628,25.00320308962118,35.30378844095479
hanning_channels,30.0,1.0,2.0,128,0.0703125,0.0,0.018723338880389837,3.305751950288458e-19,1.6882513988026195e-06,0.22524017349316605,12.621809836993453,7.661367328725873,12.501689901364585,17.651907225289943
hanning_channels,30.0,1.0,3.0,128,0.1640625,0.0,0.04473197411547489,3.305751950288458e-19,9.756224224354566e-05,0.326672057644174,8.474155702290844,5.251577217260012,8.385968681369068,11.767946820068332
hanning_channels,30.0,1.0,5.0,128,0.5859375,0.0234375,0.1565458973524601,4.30886488806591e-18,0.13547814124500257,0.4679973114329733,5.2554639718955345,3.274046965011788,5.20521787482774,7.333210460549332
hanning_channels,30.0,3.0,1.0,128,0.0546875,0.0,0.01062888575177932,1.854541603910474e-14,1.2654954800713273e-05,0.11786181534780213,14.499605892841654,8.814231091893395,14.382853142250573,20.335044361391258
