spectral_branch,replicate,spatial_fwhm_arcsec,spectral_fwhm_channels,observed_peak_snr,peak_selected,selected_voxel_fraction,known_source_flux,true_flux_fraction_retained,measured_selected_flux_over_true
independent_channels,0,30.0,1.0,1.0,False,2.0345052083333332e-05,63.7352978774065,1.7844732878428123e-38,0.32166285297475217
independent_channels,0,30.0,1.0,2.0,False,2.0345052083333332e-05,127.470595754813,1.7844732878428123e-38,0.16083142648737608
independent_channels,0,30.0,1.0,3.0,False,2.0345052083333332e-05,191.20589363221953,1.7844732878428118e-38,0.10722095099158405
independent_channels,0,30.0,1.0,5.0,False,2.712673611111111e-05,318.6764893870325,0.00394272786456527,0.08613229108202079
independent_channels,0,30.0,3.0,1.0,False,2.0345052083333332e-05,180.91275259382348,1.0200097581619028e-21,0.11332135217947135
independent_channels,0,30.0,3.0,2.0,False,2.0345052083333332e-05,361.82550518764697,1.0200097581619028e-21,0.05666067608973568
independent_channels,0,30.0,3.0,3.0,False,2.712673611111111e-05,542.7382577814703,0.00848912230494676,0.05133867245999498
independent_channels,0,30.0,3.0,5.0,True,0.00025544343171296296,904.5637629691173,0.27852900602457764,0.35434758220084145
independent_channels,0,30.0,6.0,1.0,False,2.0345052083333332e-05,361.8255051876382,7.314430853795546e-20,0.05666067608973705
independent_channels,0,30.0,6.0,2.0,False,2.0345052083333332e-05,723.6510103752764,7.314430853795546e-20,0.028330338044868526
independent_channels,0,30.0,6.0,3.0,False,9.26830150462963e-05,1085.4765155629143,0.05480906670658794,0.09452335779859664
independent_channels,0,30.0,6.0,5.0,True,0.0006374782986111111,1809.1275259381905,0.3888691349483833,0.4779456697475253
independent_channels,0,90.0,1.0,1.0,False,2.712673611111111e-05,318.6845938836407,0.0024988713892715197,0.08468634443654274
independent_channels,0,90.0,1.0,2.0,False,2.712673611111111e-05,637.3691877672813,0.0024988713892715197,0.04359260791290713
independent_channels,0,90.0,1.0,3.0,False,3.390842013888889e-05,956.0537816509219,0.005290832628366303,0.037416368206690115
independent_channels,0,90.0,1.0,5.0,False,4.0690104166666664e-05,1593.4229694182034,0.007707930710021212,0.030091032865349154
independent_channels,0,90.0,3.0,1.0,False,2.712673611111111e-05,904.586767596672,0.0016790594354518296,0.030633585865215474
