spectral_branch,spatial_fwhm_arcsec,spectral_fwhm_channels,observed_peak_snr,paired_noise_realizations,peak_selection_fraction,fraction_retaining_at_least_half_true_flux,true_flux_fraction_retained_mean,true_flux_fraction_retained_q025,true_flux_fraction_retained_median,true_flux_fraction_retained_q975,measured_selected_flux_over_true_mean,measured_selected_flux_over_true_q025,measured_selected_flux_over_true_median,measured_selected_flux_over_true_q975
decimated_hanning_channels,90.0,1.0,1.0,128,0.0,0.0,0.0004013576486970085,4.4505172398815785e-98,1.6038245714312619e-12,0.003678557558589771,0.40754957915671064,0.09853840275043124,0.36067911994106494,0.8802909558588325
decimated_hanning_channels,90.0,1.0,2.0,128,0.0,0.0,0.0014498075954346272,9.116660884687699e-93,5.334861899328719e-11,0.006614070895781192,0.20835675958488853,0.053412743478638544,0.18291254327602902,0.44879679496128094
decimated_hanning_channels,90.0,1.0,3.0,128,0.0078125,0.0,0.004051210187420358,8.828018629441256e-92,2.178224035669771e-09,0.033758977262722714,0.14683257941134706,0.042362597098468666,0.13030320913367793,0.2991978707566315
decimated_hanning_channels,90.0,1.0,5.0,128,0.0390625,0.0,0.01186857379785707,2.597594153163528e-56,0.0030593061371853923,0.08024888122312292,0.10412215671895061,0.032118064498820605,0.09782274438284218,0.2231954418155285
decimated_hanning_channels,90.0,3.0,1.0,128,0.0078125,0.0,0.0008929525247665837,8.450356532314135e-20,2.2285228638468412e-08,0.008410534302575825,0.17821065600468827,0.04217174813316987,0.15914671038982703,0.37674055442443494
decimated_hanning_channels,90.0,3.0,2.0,128,0.1171875,0.0,0.01451591970379558,2.791277585085935e-14,0.006118299023794774,0.06103070874914601,0.11932394878604391,0.03139831206467415,0.10891960001644446,0.30135274670206413
decimated_hanning_channels,90.0,3.0,3.0,128,0.3984375,0.0,0.06743486626574877,0.0007435427200223164,0.06148149854382623,0.1661060832283307,0.16561708000086747,0.04027063398745664,0.1530451487129191,0.3491137736583102
decimated_hanning_channels,90.0,3.0,5.0,128,0.96875,0.0,0.27864586421678667,0.14418194767642456,0.28364289654310176,0.38980791678012694,0.37415604611926645,0.18367920062162532,0.3736527033303598,0.5549025899336313
decimated_hanning_channels,90.0,6.0,1.0,128,0.0078125,0.0,0.0016905603755858454,4.294527719267488e-13,1.7407408226681433e-05,0.010798270222125263,0.0969422469255583,0.025697066067692224,0.09043026802906037,0.20140952075196614
decimated_hanning_channels,90.0,6.0,2.0,128,0.25,0.0,0.02485922296325986,1.7879737022712614e-07,0.020411397363395554,0.07595115981699753,0.0955610268599896,0.024750243745508858,0.08799258743375837,0.21246802867592823
decimated_hanning_channels,90.0,6.0,3.0,128,0.671875,0.0,0.10826524601140602,0.029807232115198548,0.10722362500990226,0.18658875896071858,0.18929651084888205,0.06433222784845706,0.1844207818771986,0.34316766699210355
decimated_hanning_channels,90.0,6.0,5.0,128,0.9921875,0.0,0.3315339031299619,0.2537629545569988,0.3342746835614274,0.404453516595567,0.4115625273888489,0.28386545959291193,0.4183615899500151,0.5394837285993542
decimated_hanning_channels,180.0,1.0,1.0,128,0.0,0.0,0.0005209502421332174,2.1856136697544297e-92,3.3625578730968554e-06,0.004047054890679687,0.1133628099500746,0.03290603013662118,0.09877850631318132,0.2432658899256098
decimated_hanning_channels,180.0,1.0,2.0,128,0.0,0.0,0.0016197373914759276,1.517866498958906e-91,0.00011682336842516351,0.009027861088313513,0.06145102075989139,0.017237273737314648,0.05364419588448667,0.12689602801069694
decimated_hanning_channels,180.0,1.0,3.0,128,0.0078125,0.0,0.003755205433949868,3.032020009775762e-56,0.0014224805034702412,0.016137645880852588,0.047422739023129865,0.014641952400223056,0.04297183960246399,0.10008512165304612
decimated_hanning_channels,180.0,1.0,5.0,128,0.0390625,0.0,0.01160466930452844,3.039440868766078e-08,0.009137454178268545,0.03301580386616688,0.04459806299833971,0.013769131633154552,0.042426365116998925,0.0928276991152131
decimated_hanning_channels,180.0,3.0,1.0,128,0.0078125,0.0,0.0013432791470790687,1.9610126228870196e-11,0.00027018628912434616,0.008035804261256885,0.05365904906726223,0.01664847474111244,0.04607666238424467,0.11909726203868208
decimated_hanning_channels,180.0,3.0,2.0,128,0.1171875,0.0,0.014228349115441014,0.00026362496184336365,0.011949447970289817,0.038908259941854206,0.05569084743683361,0.019650207823143927,0.050794229395258954,0.12017798049101179
decimated_hanning_channels,180.0,3.0,3.0,128,0.3984375,0.0,0.0673214170158658,0.023127718816049452,0.06551769266421432,0.1155918346614945,0.12166793880215979,0.0483418882982646,0.1178529162120317,0.20563389390552628
decimated_hanning_channels,180.0,3.0,5.0,128,0.96875,0.0,0.27088582795753346,0.2115719910585148,0.27296769916507013,0.32065646410271686,0.33717015325922806,0.2534420896077583,0.3372959725294742,0.41263123514273875
decimated_hanning_channels,180.0,6.0,1.0,128,0.0078125,0.0,0.00207612894969868,1.9967639257980206e-06,0.0010783963355437145,0.008868590240258564,0.033133127963373164,0.009605604969138003,0.02962788873886443,0.06629461704437993
decimated_hanning_channels,180.0,6.0,2.0,128,0.25,0.0,0.024709752058058875,0.005927691321274212,0.02402324291827662,0.05290784863157485,0.06181958866924661,0.021111174050510603,0.05841432587003674,0.11881978482355884
decimated_hanning_channels,180.0,6.0,3.0,128,0.671875,0.0,0.10629707688372635,0.05952570462440543,0.10730553911528731,0.14938883961145158,0.1624481639721934,0.09208579140863266,0.16315969696973356,0.22878917060217577
decimated_hanning_channels,180.0,6.0,5.0,128,0.9921875,0.0,0.32524036913783916,0.28871658858000143,0.32527180005991757,0.3656915733388177,0.3880429077311697,0.3320398151523076,0.3835846639415974,0.4493828707425579
