spectral_branch,spatial_fwhm_arcsec,spectral_fwhm_channels,observed_peak_snr,paired_noise_realizations,peak_selection_fraction,fraction_retaining_at_least_half_true_flux,true_flux_fraction_retained_mean,true_flux_fraction_retained_q025,true_flux_fraction_retained_median,true_flux_fraction_retained_q975,measured_selected_flux_over_true_mean,measured_selected_flux_over_true_q025,measured_selected_flux_over_true_median,measured_selected_flux_over_true_q975
decimated_hanning_channels,30.0,1.0,1.0,128,0.0,0.0,0.0007024977455172322,8.120867959510414e-129,2.126309122373677e-26,5.956573045693202e-05,2.0242964230292246,0.49270454376578093,1.8034414631854876,4.401566273802547
decimated_hanning_channels,30.0,1.0,2.0,128,0.0,0.0,0.001571318354881401,8.120867959510414e-129,2.126309122373677e-26,0.001313109144660912,1.015930489367383,0.24635227188289047,0.9080230296519481,2.2007831369012734
decimated_hanning_channels,30.0,1.0,3.0,128,0.0078125,0.0,0.004482529115442016,4.101385609256562e-124,1.329467684307654e-25,0.05617528269974671,0.685587775092835,0.16423484792192697,0.6138372245279455,1.4960272876511806
decimated_hanning_channels,30.0,1.0,5.0,128,0.0390625,0.0,0.013799306704355233,1.689134822010342e-115,2.8529491998281244e-23,0.18799240071029183,0.42937583532961004,0.11497968819326077,0.37187124650890613,1.014296111007736
decimated_hanning_channels,30.0,3.0,1.0,128,0.0078125,0.0,0.0009783204475561625,6.400701934195587e-38,1.0302166457899258e-19,0.0032450713726859823,0.8696187250078316,0.21086410316951704,0.7772203942740045,1.8837502852577246
decimated_hanning_channels,30.0,3.0,2.0,128,0.1171875,0.0,0.013832241358302508,8.060068035419012e-36,2.7077874491325834e-15,0.1037641336719843,0.4611456266245093,0.10543205158475852,0.40610069209171845,1.0502073785259018
decimated_hanning_channels,30.0,3.0,3.0,128,0.3984375,0.0,0.07121572258494724,4.3774598582674865e-34,0.02453319421654297,0.2626981284494935,0.40016978657051117,0.09939312867153571,0.3578060192469101,0.9569097733571909
decimated_hanning_channels,30.0,3.0,5.0,128,0.96875,0.0,0.2731390723480518,0.07258797698483481,0.2819647031003772,0.4301186315761812,0.5046855703543331,0.1583495353168606,0.49103161455804634,0.8880545579458797
decimated_hanning_channels,30.0,6.0,1.0,128,0.0078125,0.0,0.0015246170785351962,1.8694802613171396e-29,8.97848396860209e-12,0.012834651392568588,0.4513849934794475,0.11756637784306159,0.39972110263974336,0.9688007245109559
decimated_hanning_channels,30.0,6.0,2.0,128,0.25,0.0,0.024606082216303934,2.4567791947036606e-28,0.002316751260006801,0.12499255542329814,0.2709850878326936,0.07194133608325448,0.2347055729581835,0.6156285774579608
decimated_hanning_channels,30.0,6.0,3.0,128,0.671875,0.0,0.10533594294099949,1.663143988182252e-10,0.10558478986665841,0.25478751858010124,0.30318677408201766,0.07792835028500145,0.2919765366816388,0.6219823760215258
decimated_hanning_channels,30.0,6.0,5.0,128,0.9921875,0.0,0.3319295047649994,0.20870626235273648,0.338219239800856,0.43873092941913955,0.482758060937642,0.2793766993264958,0.4815039404565497,0.7186694637896427
