spectral_branch,spatial_fwhm_arcsec,spectral_fwhm_channels,observed_peak_snr,peak_selected,selected_voxel_fraction,known_source_flux,true_flux_fraction_retained,measured_selected_flux_over_true
independent_channels,30.0,1.0,1.0,False,0.0,63.7352978774065,0.0,0.0
independent_channels,30.0,1.0,2.0,False,0.0,127.470595754813,0.0,0.0
independent_channels,30.0,1.0,3.0,False,0.0,191.20589363221953,0.0,0.0
independent_channels,30.0,1.0,5.0,False,0.0,318.6764893870325,0.0,0.0
independent_channels,30.0,3.0,1.0,False,0.0,180.91275259382348,0.0,0.0
independent_channels,30.0,3.0,2.0,False,0.0,361.82550518764697,0.0,0.0
independent_channels,30.0,3.0,3.0,True,3.390842013888889e-05,542.7382577814703,0.06531197096629504,0.06531197096629504
independent_channels,30.0,3.0,5.0,True,0.00025092230902777775,904.5637629691173,0.37161278882829724,0.37161278882829724
independent_channels,30.0,6.0,1.0,False,0.0,361.8255051876382,0.0,0.0
independent_channels,30.0,6.0,2.0,False,0.0,723.6510103752764,0.0,0.0
independent_channels,30.0,6.0,3.0,True,0.00016502097800925926,1085.4765155629143,0.15839656163282298,0.15839656163282298
independent_channels,30.0,6.0,5.0,True,0.0005312319155092593,1809.1275259381905,0.38775620771591857,0.38775620771591857
independent_channels,90.0,1.0,1.0,False,0.0,318.6845938836407,0.0,0.0
independent_channels,90.0,1.0,2.0,False,0.0,637.3691877672813,0.0,0.0
independent_channels,90.0,1.0,3.0,False,0.0,956.0537816509219,0.0,0.0
independent_channels,90.0,1.0,5.0,False,0.0,1593.4229694182034,0.0,0.0
independent_channels,90.0,3.0,1.0,False,0.0,904.586767596672,0.0,0.0
independent_channels,90.0,3.0,2.0,False,0.0,1809.173535193344,0.0,0.0
independent_channels,90.0,3.0,3.0,True,0.00016954210069444444,2713.760302790016,0.06531654396300254,0.06531654396300254
independent_channels,90.0,3.0,5.0,True,0.0012003580729166667,4522.93383798336,0.3595245157639708,0.3595245157639708
independent_channels,90.0,6.0,1.0,False,0.0,1809.1735351932998,0.0,0.0
independent_channels,90.0,6.0,2.0,False,0.0,3618.3470703865996,0.0,0.0
independent_channels,90.0,6.0,3.0,True,0.0007708514178240741,5427.520605579901,0.14897156437088052,0.14897156437088052
independent_channels,90.0,6.0,5.0,True,0.00274658203125,9045.8676759665,0.3967560524732701,0.3967560524732701
independent_channels,180.0,1.0,1.0,False,0.0,1178.5957513721262,0.0,0.0
independent_channels,180.0,1.0,2.0,False,0.0,2357.1915027442524,0.0,0.0
