spectral_branch,spatial_fwhm_arcsec,spectral_fwhm_channels,observed_peak_snr,peak_selected,selected_voxel_fraction,known_source_flux,true_flux_fraction_retained,measured_selected_flux_over_true
independent_channels,180.0,1.0,3.0,False,0.0,3535.787254116379,0.0,0.0
independent_channels,180.0,1.0,5.0,False,0.0,5892.97875686063,0.0,0.0
independent_channels,180.0,3.0,1.0,False,0.0,3345.4460664206326,0.0,0.0
independent_channels,180.0,3.0,2.0,False,0.0,6690.892132841265,0.0,0.0
independent_channels,180.0,3.0,3.0,True,0.0006849500868055555,10036.3381992619,0.07108925644062716,0.07108925644062716
independent_channels,180.0,3.0,5.0,True,0.004347059461805556,16727.230332103165,0.35397380438466314,0.35397380438466314
independent_channels,180.0,6.0,1.0,False,0.0,6690.892132841103,0.0,0.0
independent_channels,180.0,6.0,2.0,False,0.0,13381.784265682207,0.0,0.0
independent_channels,180.0,6.0,3.0,True,0.002823441116898148,20072.676398523312,0.14768226294190048,0.14768226294190048
independent_channels,180.0,6.0,5.0,True,0.009935167100694444,33454.460664205515,0.3907620901608829,0.3907620901608829
hanning_channels,30.0,1.0,1.0,False,0.0,119.97232541629461,0.0,0.0
hanning_channels,30.0,1.0,2.0,False,0.0,239.94465083258922,0.0,0.0
hanning_channels,30.0,1.0,3.0,False,0.0,359.9169762488838,0.0,0.0
hanning_channels,30.0,1.0,5.0,True,0.00014241536458333334,599.861627081473,0.30257163329204734,0.30257163329204734
hanning_channels,30.0,3.0,1.0,False,0.0,208.56091784149538,0.0,0.0
hanning_channels,30.0,3.0,2.0,False,0.0,417.12183568299076,0.0,0.0
hanning_channels,30.0,3.0,3.0,True,6.103515625e-05,625.6827535244862,0.10393941594122455,0.10393941594122455
hanning_channels,30.0,3.0,5.0,True,0.00025092230902777775,1042.8045892074772,0.3382667368823336,0.3382667368823336
hanning_channels,30.0,6.0,1.0,False,0.0,375.7518626514509,0.0,0.0
hanning_channels,30.0,6.0,2.0,False,0.0,751.5037253029018,0.0,0.0
hanning_channels,30.0,6.0,3.0,True,0.00018310546875,1127.2555879543524,0.16777812872384965,0.16777812872384965
hanning_channels,30.0,6.0,5.0,True,0.0005312319155092593,1878.759313257254,0.3783180029594292,0.3783180029594292
hanning_channels,90.0,1.0,1.0,False,0.0,599.8768826045,0.0,0.0
hanning_channels,90.0,1.0,2.0,False,0.0,1199.753765209,0.0,0.0
hanning_channels,90.0,1.0,3.0,False,0.0,1799.6306478135,0.0,0.0
hanning_channels,90.0,1.0,5.0,True,0.00054931640625,2999.3844130225,0.24156296688768242,0.24156296688768242
hanning_channels,90.0,3.0,1.0,False,0.0,1042.831109539342,0.0,0.0
hanning_channels,90.0,3.0,2.0,False,0.0,2085.662219078684,0.0,0.0
hanning_channels,90.0,3.0,3.0,True,0.00030517578125,3128.493328618025,0.10345939179188433,0.10345939179188433
hanning_channels,90.0,3.0,5.0,True,0.001308865017361111,5214.155547696709,0.3478203934547781,0.3478203934547781
hanning_channels,90.0,6.0,1.0,False,0.0,1878.8070933696526,0.0,0.0
hanning_channels,90.0,6.0,2.0,False,0.0,3757.6141867393053,0.0,0.0
hanning_channels,90.0,6.0,3.0,True,0.0008251048900462963,5636.421280108957,0.152970398927895,0.152970398927895
hanning_channels,90.0,6.0,5.0,True,0.00274658203125,9394.035466848261,0.38703865297421963,0.38703865297421963
hanning_channels,180.0,1.0,1.0,False,0.0,2218.5331790534137,0.0,0.0
hanning_channels,180.0,1.0,2.0,False,0.0,4437.0663581068275,0.0,0.0
hanning_channels,180.0,1.0,3.0,False,0.0,6655.599537160241,0.0,0.0
hanning_channels,180.0,1.0,5.0,True,0.001987033420138889,11092.665895267068,0.2372506244870772,0.2372506244870772
hanning_channels,180.0,3.0,1.0,False,0.0,3856.7170760394965,0.0,0.0
hanning_channels,180.0,3.0,2.0,False,0.0,7713.434152078993,0.0,0.0
hanning_channels,180.0,3.0,3.0,True,0.001254611545138889,11570.15122811849,0.11397706168113164,0.11397706168113164
hanning_channels,180.0,3.0,5.0,True,0.004916720920138889,19283.585380197484,0.3516416023725423,0.3516416023725423
hanning_channels,180.0,6.0,1.0,False,0.0,6948.418908200501,0.0,0.0
hanning_channels,180.0,6.0,2.0,False,0.0,13896.837816401003,0.0,0.0
hanning_channels,180.0,6.0,3.0,True,0.0029500325520833335,20845.256724601502,0.14855441814792614,0.14855441814792614
hanning_channels,180.0,6.0,5.0,True,0.010333025896990741,34742.09454100251,0.3914625794527963,0.3914625794527963
decimated_hanning_channels,30.0,1.0,1.0,False,0.0,80.40577312997021,0.0,0.0
decimated_hanning_channels,30.0,1.0,2.0,False,0.0,160.81154625994043,0.0,0.0
decimated_hanning_channels,30.0,1.0,3.0,False,0.0,241.21731938991067,0.0,0.0
decimated_hanning_channels,30.0,1.0,5.0,False,0.0,402.02886564985107,0.0,0.0
decimated_hanning_channels,30.0,3.0,1.0,False,0.0,187.87593132572542,0.0,0.0
decimated_hanning_channels,30.0,3.0,2.0,False,0.0,375.75186265145084,0.0,0.0
decimated_hanning_channels,30.0,3.0,3.0,True,6.103515625e-05,563.6277939771762,0.1114582164709574,0.1114582164709574
decimated_hanning_channels,30.0,3.0,5.0,True,0.00025092230902777775,939.3796566286271,0.3627363771764461,0.3627363771764461
decimated_hanning_channels,30.0,6.0,1.0,False,0.0,365.30870770247213,0.0,0.0
decimated_hanning_channels,30.0,6.0,2.0,False,0.0,730.6174154049443,0.0,0.0
decimated_hanning_channels,30.0,6.0,3.0,True,0.00016502097800925926,1095.9261231074165,0.15713087255173022,0.15713087255173022
decimated_hanning_channels,30.0,6.0,5.0,True,0.0005312319155092593,1826.5435385123612,0.3853557583833415,0.3853557583833415
decimated_hanning_channels,90.0,1.0,1.0,False,0.0,402.03908994215544,0.0,0.0
decimated_hanning_channels,90.0,1.0,2.0,False,0.0,804.0781798843109,0.0,0.0
decimated_hanning_channels,90.0,1.0,3.0,False,0.0,1206.117269826466,0.0,0.0
decimated_hanning_channels,90.0,1.0,5.0,False,0.0,2010.1954497107768,0.0,0.0
decimated_hanning_channels,90.0,3.0,1.0,False,0.0,939.4035466848262,0.0,0.0
decimated_hanning_channels,90.0,3.0,2.0,False,0.0,1878.8070933696524,0.0,0.0
decimated_hanning_channels,90.0,3.0,3.0,True,0.00025092230902777775,2818.2106400544785,0.09248586048107348,0.09248586048107348
decimated_hanning_channels,90.0,3.0,5.0,True,0.0012003580729166667,4697.017733424131,0.3509368468333196,0.3509368468333196
decimated_hanning_channels,90.0,6.0,1.0,False,0.0,1826.589990686918,0.0,0.0
decimated_hanning_channels,90.0,6.0,2.0,False,0.0,3653.179981373836,0.0,0.0
decimated_hanning_channels,90.0,6.0,3.0,True,0.0007889359085648148,5479.769972060755,0.15071677529029892,0.15071677529029892
decimated_hanning_channels,90.0,6.0,5.0,True,0.00274658203125,9132.94995343459,0.39428396298554247,0.39428396298554247
decimated_hanning_channels,180.0,1.0,1.0,False,0.0,1486.866865815143,0.0,0.0
decimated_hanning_channels,180.0,1.0,2.0,False,0.0,2973.733731630286,0.0,0.0
decimated_hanning_channels,180.0,1.0,3.0,False,0.0,4460.600597445429,0.0,0.0
decimated_hanning_channels,180.0,1.0,5.0,False,0.0,7434.334329075715,0.0,0.0
decimated_hanning_channels,180.0,3.0,1.0,False,0.0,3474.20945410025,0.0,0.0
decimated_hanning_channels,180.0,3.0,2.0,False,0.0,6948.4189082005,0.0,0.0
decimated_hanning_channels,180.0,3.0,3.0,True,0.0008748372395833334,10422.628362300753,0.0874581993284045,0.0874581993284045
decimated_hanning_channels,180.0,3.0,5.0,True,0.004509819878472222,17371.047270501254,0.35484588420258534,0.35484588420258534
decimated_hanning_channels,180.0,6.0,1.0,False,0.0,6755.303657096448,0.0,0.0
decimated_hanning_channels,180.0,6.0,2.0,False,0.0,13510.607314192896,0.0,0.0
decimated_hanning_channels,180.0,6.0,3.0,True,0.00285961009837963,20265.91097128934,0.1480981563023074,0.1480981563023074
decimated_hanning_channels,180.0,6.0,5.0,True,0.009935167100694444,33776.518285482234,0.3883127376299797,0.3883127376299797
