spectral_branch,spatial_fwhm_arcsec,spectral_fwhm_channels,observed_peak_snr,paired_noise_realizations,peak_selection_fraction,fraction_retaining_at_least_half_true_flux,true_flux_fraction_retained_mean,true_flux_fraction_retained_q025,true_flux_fraction_retained_median,true_flux_fraction_retained_q975,measured_selected_flux_over_true_mean,measured_selected_flux_over_true_q025,measured_selected_flux_over_true_median,measured_selected_flux_over_true_q975
hanning_channels,30.0,1.0,1.0,128,0.03125,0.0,0.0074420473062584555,3.305751950288458e-19,2.7575082760906603e-07,0.11502645506482473,25.162340543064712,15.322734447803628,25.00320308962118,35.30378844095479
hanning_channels,30.0,1.0,2.0,128,0.0703125,0.0,0.018723338880389837,3.305751950288458e-19,1.6882513988026195e-06,0.22524017349316605,12.621809836993453,7.661367328725873,12.501689901364585,17.651907225289943
hanning_channels,30.0,1.0,3.0,128,0.1640625,0.0,0.04473197411547489,3.305751950288458e-19,9.756224224354566e-05,0.326672057644174,8.474155702290844,5.251577217260012,8.385968681369068,11.767946820068332
hanning_channels,30.0,1.0,5.0,128,0.5859375,0.0234375,0.1565458973524601,4.30886488806591e-18,0.13547814124500257,0.4679973114329733,5.2554639718955345,3.274046965011788,5.20521787482774,7.333210460549332
hanning_channels,30.0,3.0,1.0,128,0.0546875,0.0,0.01062888575177932,1.854541603910474e-14,1.2654954800713273e-05,0.11786181534780213,14.499605892841654,8.814231091893395,14.382853142250573,20.335044361391258
hanning_channels,30.0,3.0,2.0,128,0.2109375,0.0,0.03895334402793603,1.854541603910474e-14,0.001045508128893994,0.2698709323325679,7.324093464894686,4.544688867937588,7.265350035768636,10.167805748502685
hanning_channels,30.0,3.0,3.0,128,0.5234375,0.0,0.10882473576056478,1.1405661899301366e-12,0.08250526355508225,0.36251836525165276,5.009265245588626,3.132726982565691,4.984840752513772,6.878889215372168
hanning_channels,30.0,3.0,5.0,128,0.9609375,0.0234375,0.315203385768524,0.07227786289386788,0.3166622903608466,0.49821665477523425,3.2945667776900893,2.1648712011107656,3.2863561091732585,4.496442750171764
hanning_channels,30.0,6.0,1.0,128,0.0703125,0.0,0.011984664942407883,1.1413047166024668e-10,0.00023837627953333007,0.08899610542010192,8.07433812926973,4.92850005175808,8.033020625340672,11.302211834388912
hanning_channels,30.0,6.0,2.0,128,0.328125,0.0,0.05225720748553272,1.2966174646184519e-08,0.023358257718908877,0.212243446773564,4.132007866201765,2.6011368121773213,4.142926362126756,5.651986178214373
hanning_channels,30.0,6.0,3.0,128,0.765625,0.0,0.1440462003741202,2.2801883655040017e-05,0.13702532840917958,0.31044039289806347,2.9097098180266077,1.864845619498306,2.8633468251134824,3.994801512820899
