group	role	outer_fold	richness_stratum	mass_stratum	concentration_stratum	members	log10_mass	log10_r_rms	log10_r50	log10_r90	log10_richness	log10_distance	log10_virial_velocity	log10_acceleration_amplitude	log10_tidal_amplitude	shape_axis_ratio	radial_concentration	signed_log_center_acceleration_norm	signed_log_tidal_trace_norm	log10_tidal_frobenius_norm	signed_log_tidal_determinant_norm	tidal_eigenvalue_anisotropy	log10_third_derivative_norm	acceleration_shape_alignment	tidal_shape_alignment	third_x_tidal_anisotropy	radial_field_slope_inner	radial_field_slope_outer	radial_field_curvature	radial_slope_transition	r_rms_kpc	epsilon_kpc	total_mass_msun
250	reserved_confirmation		8_11	high_mass	high_concentration	9	1.213495771265e+01	2.914376559935e+00	2.898013000644e+00	2.927764324497e+00	9.542425094393e-01	2.365581572755e+00	1.927070753701e+00	9.397649474674e-01	-1.974611612468e+00	3.985435808791e-01	9.337888333547e-01	3.601373886477e-02	3.359987103235e-01	2.192919998579e-01	-2.281109159249e-01	9.999999999995e-01	5.408444519871e-01	-3.126493874803e-02	9.636198602024e-01	5.408444519869e-01	1.264512018303e+00	-3.546585604681e+00	-2.313648893971e+00	-4.811097622984e+00	8.210631478584e+02	4.105315739292e+01	1.364450273295e+12
252	exploration	1	8_11	low_mass	low_concentration	10	1.159034644103e+01	2.536250021750e+00	2.305719160089e+00	2.806757167140e+00	1.000000000000e+00	2.104145550554e+00	1.843828386986e+00	1.151406752223e+00	-1.384843269527e+00	6.556908251040e-01	3.154728526899e-01	2.902005868544e-01	8.396687122789e-01	6.918825347069e-01	8.050512847910e-01	6.197754975640e-01	1.744490903728e+00	7.956272356674e-01	2.171584807432e-01	1.081192717854e+00	1.603174602244e+00	-1.411471726369e+00	-1.449738436108e+00	-3.014646328613e+00	3.437557899009e+02	2.000000000000e+01	3.893556139977e+11
261	exploration	0	20_plus	high_mass	low_concentration	38	1.185893567221e+01	2.787726373650e+00	2.614068238969e+00	3.007066753311e+00	1.579783596617e+00	1.674375550858e+00	1.852384826622e+00	9.170432795936e-01	-1.870683094057e+00	3.962532894291e-01	4.045772756952e-01	3.251496333676e-01	7.845102076847e-01	6.763273720442e-01	4.288099478870e-01	8.601304797004e-01	1.670415583003e+00	9.694442389218e-01	4.493718763231e-01	1.436775356707e+00	7.584400491384e-01	-1.778570266318e+00	-1.220044066931e+00	-2.537010315456e+00	6.133754274634e+02	3.066877137317e+01	7.226627547091e+11
264	reserved_confirmation		12_19	high_mass	low_concentration	16	1.199338102816e+01	2.555591391394e+00	2.069601237182e+00	2.813034265419e+00	1.204119982656e+00	2.083292690815e+00	2.035674995729e+00	1.515758600063e+00	-1.039832791332e+00	5.423969955370e-01	1.805373118976e-01	7.635745892728e-01	1.585479210282e+00	1.897811193759e+00	-3.383987670395e+00	1.000000000000e+00	3.225386287819e+00	-8.688779824881e-01	7.371450224952e-01	3.225386287819e+00	-1.949869148016e+00	-1.738615488810e+00	1.015915355023e-01	2.112536592066e-01	3.594110219819e+02	2.000000000000e+01	9.848748065063e+11
266	exploration	4	12_19	high_mass	high_concentration	18	1.207951913017e+01	2.985022958918e+00	2.883322733778e+00	3.149499105014e+00	1.255272505103e+00	2.160811406480e+00	1.864028262968e+00	7.430335670190e-01	-2.241989391899e+00	4.552195149630e-01	5.417808232280e-01	5.287246071371e-01	1.040075799253e+00	1.274666066801e+00	-2.108790134536e+00	1.000000000000e+00	2.539280139363e+00	-6.630049963761e-02	2.683818034254e-01	2.539280139363e+00	9.075737880527e-01	-1.495382660326e+00	-1.155577783849e+00	-2.402956448378e+00	9.661019504857e+02	4.830509752429e+01	1.200933971593e+12
267	reserved_confirmation		12_19	low_mass	low_concentration	15	1.173225300028e+01	2.414616433787e+00	1.505292517456e+00	2.725749798184e+00	1.176091259056e+00	1.762453482364e+00	1.975598460591e+00	1.536580487395e+00	-8.780359463918e-01	3.179249059971e-01	6.019254682411e-02	1.397132555343e+00	-2.876777576383e+00	2.744265382004e+00	5.109704696916e+00	2.988831783311e-01	4.311217965495e+00	-7.393490650870e-01	7.557188153571e-01	1.288550528005e+00	-1.837534748102e+00	-1.099830244242e+00	3.547608764534e-01	7.377045038599e-01	2.597864132048e+02	2.000000000000e+01	5.398250085150e+11
270	reserved_confirmation		8_11	low_mass	low_concentration	10	1.132721142988e+01	2.670328081782e+00	2.559011541922e+00	2.881573732502e+00	1.000000000000e+00	1.815473383682e+00	1.645221851393e+00	6.201156210053e-01	-2.050212460776e+00	2.548104408926e-01	4.758146498800e-01	5.094908099294e-01	1.054131019254e+00	1.138500385048e+00	-1.626232987655e+00	9.999999999999e-01	2.347112666964e+00	-2.457807386267e-01	8.350015774360e-01	2.347112666963e+00	-8.324414799045e-01	-1.557457508773e+00	-3.486590098043e-01	-7.250160288680e-01	4.680886188521e+02	2.340443094260e+01	2.124278383990e+11
273	exploration	4	12_19	high_mass	high_concentration	12	1.216162124770e+01	2.798297066815e+00	2.729766785733e+00	2.935538483196e+00	1.079181246048e+00	2.299205232779e+00	1.998442267784e+00	1.198587468753e+00	-1.599709598063e+00	6.971162300989e-01	6.226275057283e-01	2.239691402914e-02	7.979707255318e-01	9.258110497147e-01	-1.353910462658e+00	9.999999999999e-01	1.908772042680e+00	-9.596850728698e-01	3.338422545830e-01	1.908772042680e+00	1.521688295890e+00	-1.412668034187e+00	-1.411127108535e+00	-2.934356330078e+00	6.284881112729e+02	3.142440556364e+01	1.450845769440e+12
274	reserved_confirmation		12_19	high_mass	high_concentration	14	1.184565520996e+01	2.229538306624e+00	2.245215448959e+00	2.333063061090e+00	1.146128035678e+00	1.989634124864e+00	2.124838629010e+00	2.020138951395e+00	-2.093993552294e-01	4.873197475344e-01	8.168689489842e-01	3.470361196888e-01	7.341788669495e-01	6.656177409635e-01	-2.882835806316e-01	9.999999999998e-01	1.898411878606e+00	-9.585353502139e-01	9.354474119231e-01	1.898411878606e+00	-2.714708438711e-01	-2.077040183322e+00	-8.682953106690e-01	-1.805569339451e+00	1.696439228832e+02	2.000000000000e+01	7.008986281573e+11
276	exploration	3	12_19	low_mass	high_concentration	17	1.176368232479e+01	2.865118900711e+00	2.817742552857e+00	3.029374695183e+00	1.230448921378e+00	1.956573162408e+00	1.766061889383e+00	6.670048780554e-01	-2.198114022655e+00	1.805717794599e-01	6.142820962996e-01	2.120848466275e-01	7.467339413326e-01	6.562020882656e-01	8.944974593977e-02	9.779628759846e-01	1.140600289708e+00	9.961082584792e-01	6.536041801979e-01	1.115464739672e+00	4.348239122241e-01	-2.477528062852e+00	-1.400545250588e+00	-2.912351975076e+00	7.330251925769e+02	3.665125962884e+01	5.803397586632e+11
277	exploration	4	8_11	low_mass	low_concentration	9	1.160748601138e+01	2.604576290137e+00	2.537116882852e+00	2.890689092349e+00	9.542425094393e-01	1.910311795500e+00	1.818235037966e+00	1.031893785794e+00	-1.572682504343e+00	4.905799770648e-01	4.430245473329e-01	5.696265883150e-01	9.182198249152e-01	1.175594841337e+00	-1.938107231539e+00	9.999999999999e-01	2.130100668597e+00	-9.761824752004e-01	-9.978263404549e-01	2.130100668597e+00	2.842484091229e-01	-2.254999603140e+00	-1.221120171626e+00	-2.539248012263e+00	4.023243239057e+02	2.011621619528e+01	4.050288989506e+11
280	exploration	2	12_19	low_mass	high_concentration	13	1.159922122607e+01	2.445193495677e+00	2.352728770769e+00	2.639163977387e+00	1.113943352307e+00	1.667359546183e+00	1.893794042540e+00	1.342394589403e+00	-1.102798906275e+00	6.813781612554e-01	5.170883978083e-01	9.401285736813e-01	1.452721555146e+00	1.950487262469e+00	-3.557176370134e+00	1.000000000000e+00	3.190721071146e+00	9.061039014052e-01	8.569473714962e-01	3.190721071146e+00	-1.421849714299e+00	-1.492863814031e+00	-3.415056317203e-02	-7.101409973168e-02	2.787362774358e+02	2.000000000000e+01	3.973939271482e+11
283	reserved_confirmation		8_11	high_mass	low_concentration	10	1.191026146968e+01	2.570407018649e+00	2.367602543558e+00	2.731729324096e+00	1.000000000000e+00	2.249966649534e+00	1.986707402862e+00	1.403007787076e+00	-1.167399231573e+00	4.892339730994e-01	4.323875887375e-01	1.269849415533e-01	6.134855053672e-01	7.670318002267e-01	-1.123064085520e+00	9.999999999999e-01	1.173002493705e+00	8.367020954489e-01	8.692320019163e-01	1.173002493705e+00	1.858547204682e+00	-2.586821703381e+00	-2.137770559528e+00	-4.445368908063e+00	3.718835933003e+02	2.000000000000e+01	8.133200331581e+11
284	exploration	0	12_19	high_mass	low_concentration	12	1.204966312212e+01	2.806104288872e+00	2.645631402320e+00	3.113709320657e+00	1.079181246048e+00	2.220145461172e+00	1.938559593966e+00	1.071014899060e+00	-1.735089389812e+00	3.609164658927e-01	3.403471213203e-01	1.907257628651e-01	8.576567589555e-01	1.024537670099e+00	-1.576666636528e+00	9.999999999999e-01	1.974348796758e+00	-5.419892885368e-01	8.340606206337e-01	1.974348796758e+00	7.053738137078e-01	-1.695357383612e+00	-1.154507664293e+00	-2.400731197320e+00	6.398884760151e+02	3.199442380076e+01	1.121148453282e+12
290	reserved_confirmation		12_19	high_mass	high_concentration	14	1.203816815847e+01	2.801102111587e+00	2.793084024126e+00	3.023751401413e+00	1.146128035678e+00	2.264473757895e+00	1.935313200784e+00	1.069524289981e+00	-1.731577821605e+00	4.415256170738e-01	5.879394783352e-01	3.901569674883e-01	8.378977977520e-01	8.499467666953e-01	-9.413712900351e-01	9.999999999999e-01	1.757913537543e+00	2.329078777662e-01	7.351085741722e-01	1.757913537543e+00	5.759553071516e-02	-2.538174496723e+00	-1.248301515291e+00	-2.595770027438e+00	6.325605619228e+02	3.162802809614e+01	1.091863023077e+12
291	reserved_confirmation		8_11	high_mass	low_concentration	8	1.185004623918e+01	2.624146654778e+00	1.857109687670e+00	2.855522797916e+00	9.030899869919e-01	2.191407095722e+00	1.929729969545e+00	1.235313284312e+00	-1.388833370466e+00	3.050461088817e-01	1.003660632499e-01	1.560243379955e+00	-1.987708878030e+00	2.786544486324e+00	-5.261183098724e+00	1.000000000000e+00	4.408457046779e+00	6.638566168433e-01	-8.403883697827e-01	4.408457046779e+00	-2.113475312053e+00	-1.009195920952e+00	5.310461337656e-01	1.104279391101e+00	4.208687254913e+02	2.104343627456e+01	7.080211631354e+11
293	exploration	1	12_19	high_mass	low_concentration	17	1.210706597469e+01	2.725831669669e+00	2.581840065539e+00	2.955929478554e+00	1.230448921378e+00	2.213897053511e+00	2.007397329855e+00	1.288962990041e+00	-1.436868679628e+00	7.619491722056e-01	4.225816037542e-01	4.246700455052e-01	9.492890385500e-01	1.061133159630e+00	-1.557134549691e+00	9.999999999999e-01	2.045326421343e+00	2.569255104866e-01	2.833680565390e-01	2.045326421343e+00	-3.402980544507e-01	-1.906846347077e+00	-7.533504843616e-01	-1.566548292626e+00	5.319020567779e+02	2.659510283889e+01	1.279575672730e+12
300	reserved_confirmation		12_19	high_mass	high_concentration	13	1.213753507909e+01	2.978763107391e+00	2.954791182255e+00	3.140177939077e+00	1.113943352307e+00	2.295852870644e+00	1.896166163191e+00	8.135692189910e-01	-2.165193888400e+00	4.086450446710e-01	6.525491723532e-01	1.254672484559e-01	9.667455858295e-01	1.270729136156e+00	-2.148645916153e+00	1.000000000000e+00	2.084311898950e+00	7.917141218876e-01	9.968477832318e-01	2.084311898950e+00	-3.435926525674e-01	-2.493730705652e+00	-1.033997835471e+00	-2.150138053085e+00	9.522765884115e+02	4.761382942057e+01	1.372571822698e+12
305	exploration	1	8_11	high_mass	low_concentration	10	1.193918170580e+01	2.913050896066e+00	2.724681899830e+00	3.056562767680e+00	1.000000000000e+00	2.253594130294e+00	1.829845582211e+00	7.466402683567e-01	-2.166410627709e+00	3.884232469957e-01	4.657138268537e-01	3.819369138383e-01	6.573080913744e-01	6.640802151959e-01	-7.299327218621e-01	9.999999999998e-01	1.349068823758e+00	8.448086735257e-01	8.561998327367e-01	1.349068823757e+00	1.426078835526e+00	-1.995796847022e+00	-1.645574359250e+00	-3.421875682548e+00	8.185607117087e+02	4.092803558543e+01	8.693240723737e+11
317	exploration	3	8_11	low_mass	low_concentration	10	1.175443002511e+01	2.602407155631e+00	2.399374693889e+00	2.802878762696e+00	1.000000000000e+00	2.158121150337e+00	1.892791612083e+00	1.183176068534e+00	-1.419231087097e+00	5.970017094782e-01	3.949079995279e-01	5.104828316351e-01	8.576363419635e-01	1.035151842749e+00	-1.607827124260e+00	9.999999999999e-01	1.967409303504e+00	-8.148206136234e-01	-8.444326170250e-01	1.967409303504e+00	-9.606471403435e-02	-1.545688846109e+00	-6.971218488326e-01	-1.449624132075e+00	4.003198779742e+02	2.001599389871e+01	5.681068490258e+11
334	exploration	2	12_19	low_mass	high_concentration	13	1.159606701702e+01	2.554511508188e+00	2.546631046915e+00	2.686312566026e+00	1.113943352307e+00	1.894766899762e+00	1.837557931758e+00	1.120604355329e+00	-1.433907152859e+00	6.780399933548e-01	7.249674050629e-01	6.434209048205e-01	1.365312229114e+00	1.544658159488e+00	-2.566973551549e+00	1.000000000000e+00	3.002056557215e+00	-9.761446154010e-01	-4.075189142062e-01	3.002056557215e+00	-1.746949200837e+00	-2.641729102837e+00	-4.302981757676e-01	-8.947799020001e-01	3.585184483809e+02	2.000000000000e+01	3.945181764177e+11
345	reserved_confirmation		8_11	low_mass	high_concentration	8	1.178619607807e+01	2.548240244829e+00	2.478630317615e+00	2.737726556437e+00	9.030899869919e-01	2.144823193990e+00	1.935758093964e+00	1.323275943099e+00	-1.224964301730e+00	4.866265289519e-01	5.506856520017e-01	2.668336757962e-01	4.925624191500e-01	4.382604895680e-01	-4.047593335003e-01	9.999999999997e-01	1.107788577226e+00	9.998759477653e-01	9.510833464156e-01	1.107788577226e+00	1.069242768240e+00	-2.600557426587e+00	-1.764800847377e+00	-3.669800194827e+00	3.533785991769e+02	2.000000000000e+01	6.112179192214e+11
369	reserved_confirmation		8_11	low_mass	low_concentration	9	1.163158773670e+01	2.688883391802e+00	2.468272382931e+00	2.952347061255e+00	9.542425094393e-01	1.997866726239e+00	1.788132349793e+00	8.873813077848e-01	-1.801502084017e+00	2.328650806654e-01	3.280388809292e-01	9.548056366513e-01	1.638913400854e+00	2.088326550013e+00	-3.819923882474e+00	1.000000000000e+00	3.431853658147e+00	1.693127313984e-01	1.432119769448e-01	3.431853658147e+00	1.092976824503e-01	-1.523300285444e+00	-7.851136640155e-01	-1.632597967894e+00	4.885211736510e+02	2.442605868255e+01	4.281419045997e+11
373	exploration	3	12_19	high_mass	low_concentration	18	1.213190425767e+01	2.926182017187e+00	2.795246975428e+00	3.132116852256e+00	1.255272505103e+00	2.186403333118e+00	1.919641297584e+00	9.131005779806e-01	-2.013081439206e+00	3.073821011641e-01	4.603944961681e-01	6.638091345243e-01	1.343705116449e+00	1.258037472035e+00	1.769321355222e+00	6.921262002306e-01	2.432851736773e+00	-4.343539558959e-01	-5.032633686801e-01	1.683840428297e+00	-6.719016763933e-01	-1.905943365480e+00	-5.934486083651e-01	-1.234041689086e+00	8.436882819233e+02	4.218441409617e+01	1.354890687173e+12
375	exploration	4	12_19	high_mass	low_concentration	15	1.200243622550e+01	2.660142332059e+00	2.469903065454e+00	2.984615838421e+00	1.176091259056e+00	2.126372640744e+00	1.987927124063e+00	1.315711916067e+00	-1.344430415992e+00	4.606439311046e-01	3.056942198413e-01	7.862096898399e-01	-2.417231384406e+00	2.314007616457e+00	4.102493036237e+00	5.028796692899e-01	4.111012063678e+00	-8.038003524276e-01	4.245606835308e-01	2.067344387029e+00	2.877300788172e-02	-2.130930630923e+00	-1.038597909831e+00	-2.159703638805e+00	4.572380164442e+02	2.286190082221e+01	1.005625379873e+12
382	exploration	2	8_11	low_mass	high_concentration	10	1.162270996006e+01	2.538707797852e+00	2.518691344268e+00	2.750526655355e+00	1.000000000000e+00	2.122192465540e+00	1.858781258448e+00	1.178854719044e+00	-1.359853078808e+00	4.688558046727e-01	5.863604762552e-01	7.612409824599e-01	1.262865168190e+00	1.614796532580e+00	-2.844712848951e+00	1.000000000000e+00	2.819968456129e+00	-3.533856193703e-01	-5.566390463460e-01	2.819968456129e+00	-1.371940107165e+00	-2.024724576212e+00	-3.139229720878e-01	-6.527844690470e-01	3.457067010699e+02	2.000000000000e+01	4.194787450488e+11
390	reserved_confirmation		8_11	low_mass	high_concentration	11	1.178450095719e+01	2.806884222717e+00	2.693774435473e+00	2.986278003444e+00	1.041392685158e+00	2.071824167628e+00	1.805588544580e+00	8.042928664425e-01	-2.002591356274e+00	2.466903392138e-01	5.099134083348e-01	1.671990012339e-01	7.397098568732e-01	9.410305829041e-01	-1.462719251149e+00	9.999999999999e-01	1.112893268655e+00	9.840043942961e-01	6.233886075045e-01	1.112893268655e+00	-4.912243993079e-02	-1.918685163719e+00	-8.990696234135e-01	-1.869562723788e+00	6.410386612008e+02	3.205193306004e+01	6.088368876406e+11
403	exploration	0	8_11	low_mass	high_concentration	10	1.175046127996e+01	2.850920292642e+00	2.755993716220e+00	3.005008624532e+00	1.000000000000e+00	2.169250258851e+00	1.766550671002e+00	6.821810493616e-01	-2.168739243281e+00	3.280208202385e-01	5.636183077983e-01	6.169194198704e-01	1.182975358594e+00	1.539266301012e+00	-2.697857251056e+00	1.000000000000e+00	2.728591425739e+00	8.489727153069e-01	8.981691948932e-01	2.728591425739e+00	-1.197469742403e+00	-1.844969273230e+00	-3.113814540341e-01	-6.474995308271e-01	7.094475489960e+02	3.547237744980e+01	5.629389256669e+11
404	exploration	0	12_19	high_mass	high_concentration	15	1.200483921008e+01	2.752370515847e+00	2.709074072606e+00	2.903437397158e+00	1.176091259056e+00	2.142684378684e+00	1.943014524462e+00	1.133658533077e+00	-1.618711982770e+00	5.275624323448e-01	6.391998662748e-01	5.064776692704e-01	9.056596383966e-01	1.182939596618e+00	-1.965065634731e+00	1.000000000000e+00	2.139814285198e+00	5.243775693274e-01	3.918976171448e-01	2.139814285198e+00	-7.294865922140e-01	-2.013460771596e+00	-6.174610604079e-01	-1.283974179382e+00	5.654191532074e+02	2.827095766037e+01	1.011205004025e+12
433	exploration	0	8_11	low_mass	high_concentration	8	1.162686531911e+01	2.394334684338e+00	2.332745067524e+00	2.451097597153e+00	9.030899869919e-01	2.157003196833e+00	1.933045494728e+00	1.471756305118e+00	-9.225783792207e-01	6.030894033210e-01	7.614606590358e-01	9.303508363559e-02	4.942878187393e-01	3.404398126377e-01	-6.023409804741e-02	9.999999999996e-01	1.066838361180e+00	9.261496237734e-01	-2.106787257616e-01	1.066838361180e+00	1.646944726499e+00	-2.288933561112e+00	-1.892757362359e+00	-3.935878287611e+00	2.479331991948e+02	2.000000000000e+01	4.235116087114e+11
439	exploration	2	8_11	high_mass	high_concentration	9	1.185615069495e+01	2.812291147765e+00	2.719212804203e+00	2.986670533532e+00	9.542425094393e-01	2.049312183459e+00	1.838709950935e+00	8.651287541043e-01	-1.947162393661e+00	1.377170201601e-01	5.401846893635e-01	4.845340537142e-01	9.147409166401e-01	1.184220223611e+00	-1.962582269774e+00	1.000000000000e+00	2.324712982558e+00	7.482259939773e-01	6.988817114374e-01	2.324712982558e+00	-3.844126211117e-01	-2.210350433420e+00	-8.780904755961e-01	-1.825937812308e+00	6.490694189994e+02	3.245347094997e+01	7.180434004484e+11
441	exploration	0	8_11	low_mass	low_concentration	8	1.156999457770e+01	2.630097275603e+00	2.476679967648e+00	2.895247583066e+00	9.030899869919e-01	1.961739663234e+00	1.786728828393e+00	9.433603811831e-01	-1.686736894420e+00	3.154145252025e-01	3.814454023249e-01	3.593749393088e-01	7.325845186626e-01	9.502521713421e-01	-1.492370877979e+00	9.999999999999e-01	1.809657635345e+00	-2.920097074274e-02	5.297659478860e-01	1.809657635345e+00	7.431414158611e-01	-1.441691194359e+00	-1.050682390646e+00	-2.184832610220e+00	4.266750770676e+02	2.133375385338e+01	3.715305903963e+11
444	reserved_confirmation		20_plus	high_mass	low_concentration	21	1.238087909987e+01	3.051467231057e+00	2.806223650006e+00	3.173117753863e+00	1.322219294734e+00	2.365043836156e+00	1.981486111752e+00	9.115049924461e-01	-2.139962238611e+00	3.303844617761e-01	4.296411754990e-01	2.037199618134e-01	1.436011467655e+00	1.672228899818e+00	-2.881140093303e+00	1.000000000000e+00	2.584774495862e+00	7.933497749891e-01	1.849953498573e-01	2.584774495862e+00	-1.144011493840e+00	-1.934385644049e+00	-3.800896223176e-01	-7.903741502086e-01	1.125815519217e+03	5.629077596085e+01	2.403693559838e+12
447	exploration	0	12_19	low_mass	high_concentration	15	1.167789776679e+01	2.703519796629e+00	2.704833672598e+00	2.947523851972e+00	1.176091259056e+00	1.794488046659e+00	1.803969162425e+00	9.044185282206e-01	-1.799101268408e+00	2.613318898843e-01	5.718864683302e-01	1.423491672600e-01	9.613742275281e-01	1.229749769880e+00	-2.048567242768e+00	1.000000000000e+00	2.136541347818e+00	7.218366020906e-01	9.675042346360e-01	2.136541347818e+00	1.223364106686e+00	-2.437424451485e+00	-1.760467166205e+00	-3.660788558171e+00	5.052656761540e+02	2.526328380770e+01	4.763188478339e+11
453	exploration	3	8_11	low_mass	low_concentration	8	1.174924812190e+01	2.716552109942e+00	2.537116790977e+00	2.966757641219e+00	9.030899869919e-01	2.225870252276e+00	1.833128183322e+00	9.497042567017e-01	-1.766847853240e+00	3.612545122192e-01	3.718426057336e-01	1.530496932543e-01	6.342875933143e-01	8.157847898350e-01	-1.228769244621e+00	9.999999999999e-01	1.341519344654e+00	-3.403197479680e-01	5.776151848361e-01	1.341519344654e+00	1.599834560441e+00	-1.273512978882e+00	-1.381788081911e+00	-2.873347539323e+00	5.206574774817e+02	2.603287387409e+01	5.613686065443e+11
458	exploration	2	8_11	low_mass	high_concentration	8	1.171363058864e+01	2.648427240428e+00	2.529637434427e+00	2.834308780070e+00	9.030899869919e-01	2.158754386632e+00	1.849381851449e+00	1.050336462469e+00	-1.598090777958e+00	6.695325522699e-01	4.958252669301e-01	2.825767350124e-01	7.552185139391e-01	9.853756772621e-01	-1.565126547810e+00	9.999999999999e-01	1.554368576034e+00	-3.778990884731e-01	-6.254803593414e-01	1.554368576034e+00	1.213080506876e+00	-1.918318098859e+00	-1.505884413180e+00	-3.131398605735e+00	4.450688920096e+02	2.225344460048e+01	5.171667422084e+11
464	reserved_confirmation		8_11	low_mass	high_concentration	8	1.174724272106e+01	2.786809372099e+00	2.664204868192e+00	2.977705158707e+00	9.030899869919e-01	2.121813003321e+00	1.796996851826e+00	8.071843315543e-01	-1.979625040544e+00	3.096701064410e-01	4.858472059369e-01	3.824322906193e-01	7.612599557067e-01	8.944676510311e-01	-1.309043861288e+00	9.999999999999e-01	1.755653351997e+00	9.458648885670e-01	9.984135883321e-01	1.755653351996e+00	2.412184552923e-01	-2.166314289843e+00	-1.157778517395e+00	-2.407532745135e+00	6.120816674836e+02	3.060408337418e+01	5.587824030919e+11
482	exploration	1	8_11	low_mass	high_concentration	9	1.173727056531e+01	2.586567935043e+00	2.447916218444e+00	2.744434139492e+00	9.542425094393e-01	2.240738185894e+00	1.892131492479e+00	1.197695049915e+00	-1.388872885128e+00	7.514348807196e-01	5.052217966650e-01	4.754457730707e-01	1.136443934355e+00	1.426567144401e+00	-2.442483683045e+00	1.000000000000e+00	2.587545135934e+00	8.062954361792e-01	5.004532019957e-01	2.587545135934e+00	-2.820281876592e-01	-2.272322175318e+00	-9.571290886357e-01	-1.990293987659e+00	3.859827846999e+02	2.000000000000e+01	5.460979739866e+11
487	exploration	2	8_11	low_mass	low_concentration	8	1.146370188694e+01	2.418339195671e+00	2.143006171836e+00	2.588472044337e+00	9.030899869919e-01	1.938276635228e+00	1.839461522977e+00	1.260583850283e+00	-1.157755345388e+00	3.121391091246e-01	3.585371215435e-01	8.177755533008e-01	1.430676465554e+00	1.790917281867e+00	-3.196757211752e+00	1.000000000000e+00	2.922024923129e+00	4.161659543718e-01	2.177294846754e-01	2.922024923129e+00	-1.820358928918e+00	-1.524484786292e+00	1.422853860975e-01	2.958741426252e-01	2.620228678324e+02	2.000000000000e+01	2.908719798085e+11
506	reserved_confirmation		12_19	low_mass	high_concentration	14	1.167294245637e+01	2.596644471912e+00	2.451522156002e+00	2.752589696339e+00	1.146128035678e+00	1.814590024269e+00	1.854929169574e+00	1.113213867236e+00	-1.483430604676e+00	5.062428356430e-01	4.999567769656e-01	2.553319497609e-01	4.697044849391e-01	4.767505606148e-01	-5.554125892060e-01	9.999999999997e-01	1.146564077944e+00	9.788471783161e-01	9.974541736451e-01	1.146564077943e+00	9.801906784518e-01	-1.825523726172e+00	-1.349263419234e+00	-2.805714404624e+00	3.950430920822e+02	2.000000000000e+01	4.709149264595e+11
524	exploration	3	8_11	low_mass	low_concentration	10	1.158061946462e+01	2.472630452203e+00	2.366099146299e+00	2.729096587457e+00	1.000000000000e+00	1.981676255844e+00	1.870774683551e+00	1.268918914899e+00	-1.203711537303e+00	5.575384631575e-01	4.335134326200e-01	4.006248688287e-01	8.325598146738e-01	1.136639609047e+00	-1.892013278890e+00	9.999999999999e-01	2.097363196697e+00	9.574051182930e-01	9.999776835347e-01	2.097363196697e+00	8.342991624406e-01	-1.611105651597e+00	-1.175991132726e+00	-2.445404814038e+00	2.969138471317e+02	2.000000000000e+01	3.807320740043e+11
525	reserved_confirmation		12_19	high_mass	high_concentration	14	1.194142168859e+01	2.798722361924e+00	2.708505923010e+00	2.974720935715e+00	1.146128035678e+00	2.112887354334e+00	1.888129840679e+00	9.775373194348e-01	-1.821185042489e+00	4.371728143989e-01	5.417326202776e-01	6.097561744755e-01	1.014365267383e+00	1.295866437389e+00	-2.183887387440e+00	1.000000000000e+00	2.289731271763e+00	3.949541263986e-02	1.019458240178e-01	2.289731271763e+00	-9.960099188234e-01	-2.109687580776e+00	-5.355657466825e-01	-1.113677661952e+00	6.291038774183e+02	3.145519387092e+01	8.738194124238e+11
527	exploration	0	8_11	low_mass	low_concentration	8	1.156858071892e+01	2.397193872551e+00	2.275042372243e+00	2.622572707643e+00	9.030899869919e-01	2.060535961313e+00	1.902473600527e+00	1.407753328502e+00	-9.894405440495e-01	5.799117681314e-01	4.492309448649e-01	8.635947733231e-01	1.178036384446e+00	1.904202226203e+00	-3.493944033118e+00	1.000000000000e+00	3.336624314884e+00	-9.947543886154e-01	-4.438774994822e-01	3.336624314884e+00	-1.351018769385e+00	-1.613020783055e+00	-1.259963352749e-01	-2.620020136701e-01	2.495708582701e+02	2.000000000000e+01	3.703230280474e+11
535	exploration	3	20_plus	high_mass	low_concentration	22	1.197722095683e+01	2.587129194335e+00	2.386148491653e+00	2.845929142423e+00	1.342422680822e+00	1.882524537955e+00	2.011826058594e+00	1.436522922853e+00	-1.150606271482e+00	9.044652837302e-01	3.469120211592e-01	4.647749106966e-01	1.007473983927e+00	1.140851143304e+00	-1.736953023051e+00	9.999999999999e-01	2.370953709592e+00	-9.182552282470e-01	-1.744894624302e-02	2.370953709592e+00	3.065688738649e-01	-1.299218654960e+00	-7.722205681857e-01	-1.605787528825e+00	3.864819309668e+02	2.000000000000e+01	9.489011147471e+11
544	reserved_confirmation		8_11	high_mass	high_concentration	10	1.210256446594e+01	2.738147952606e+00	2.667305661808e+00	2.953257271962e+00	1.000000000000e+00	2.273626206273e+00	1.998988434014e+00	1.259828915422e+00	-1.478319037184e+00	7.458020479578e-01	5.176645078172e-01	3.152850889132e-01	5.564036157986e-01	4.693885931668e-01	-2.923433142381e-01	9.999999999997e-01	1.269619988275e+00	1.333916824310e-01	1.528729697216e-01	1.269619988274e+00	1.306693402668e+00	-2.230278494645e+00	-1.700923938672e+00	-3.536971897313e+00	5.472023484634e+02	2.736011742317e+01	1.266381233067e+12
