case,comparison,aperture,profile_L1,centroid_km_s,reference_L1_mjy_beam,passed
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,2,0.0003670068511099601,0.0006322597055614665,17.737340590522695,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,3,0.00011734205852172974,0.0006174065656239236,22.610325344910564,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,4,0.0006699622996485403,0.00540843007215841,7.822039868522774,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,5,0.00025624529681918983,0.0001227227210662818,9.428413196789217,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,6,0.0006372586422942131,0.0005729987628608768,5.91749205318779,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,7,0.0010005772388099448,0.0004250761840296491,5.529096787223903,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,8,0.0008713777949038914,0.004407430979373572,4.3234268978931345,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,9,0.0007344980117519633,0.0019160349941333976,8.516351618950578,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,10,0.0001886558322437486,0.00018521125763726332,21.213833762797805,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,11,0.0005302606792782712,0.0016796286041369513,4.875017138702603,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,12,0.0006962945627136755,0.004095367384074677,8.00215608229092,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,13,0.00021884619915309739,0.00044551841939721726,12.63517431528237,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,vertical,14,0.00010817474656440471,0.00025366126187975624,8.710653304025769,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,0,0.002539565420682395,0.004631951469605156,3.981937575436141,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,1,0.0016322306709299049,0.002844725074339749,6.577465977278959,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,2,0.0037091369115672245,0.012755826895045175,17.7285107855547,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,3,0.000936790678500137,0.0023417306649875513,22.600613139732793,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,4,0.002061358621840864,0.008227778730869773,7.819650706394013,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,5,0.00244048107878824,0.007285085463223595,9.424478413907638,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,6,0.0030602824072957307,0.002693418848720097,5.915417538805167,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,7,0.002025024369613543,0.0007704262669285811,5.530083639953142,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,8,0.0037241314810625963,0.01536516535844612,4.322896787073674,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,9,0.003908646133027926,0.013652666535820757,8.531992479183005,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,10,0.0013846794273529375,0.004981698028451831,21.200823948333685,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,11,0.0015152082782394038,0.0027684972981631972,4.8787876605416685,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,12,0.002001333106827189,0.0007813317036422518,8.00444866614453,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,13,0.00037771410293330833,0.0009385759126701032,12.64043660431249,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,joint,14,0.0003585325627768264,5.363874840469407e-05,8.710526876440522,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,0,0.00033219017309397264,0.00025137377024719854,3.981937575436141,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,1,0.0011168242542024859,0.006495753133371807,6.577465977278959,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,2,0.0003521015779248368,0.0006251826595615739,17.7285107855547,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,3,0.00011670719948822819,0.0005864119873564277,22.600613139732793,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,4,0.000648447213567803,0.005287065574890448,7.819650706394013,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,5,0.00024297946599565224,9.958188474712415e-05,9.424478413907638,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,6,0.0006019987592585842,0.00048038512733827865,5.915417538805167,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,7,0.0009620199221909786,0.00044712764544740935,5.530083639953142,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,8,0.0008209061004323383,0.0040214475985465015,4.322896787073674,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,9,0.0007137285811203523,0.0017847015528715815,8.531992479183005,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,10,0.00018038642030040496,0.00014217186270570892,21.200823948333685,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,11,0.0005089283439654072,0.0017034173038723566,4.8787876605416685,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,12,0.0006638496532867543,0.0039447192000992,8.00444866614453,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,13,0.00021161056008358315,0.00045780407952378255,12.64043660431249,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_planar_vertical,14,0.00010660106415669129,0.00024311265599408216,8.710526876440522,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,0,0.0028617855868029946,0.004974057485526373,3.981937575436141,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,1,0.0023409466197871123,0.009502481466967083,6.577465977278959,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,2,0.003494544291389075,0.013388086600606641,17.7285107855547,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,3,0.0009499777630423947,0.002959137230611475,22.600613139732793,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,4,0.0017786479942780576,0.0028193486587113625,7.819650706394013,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,5,0.002315705278636384,0.007162362742157313,9.424478413907638,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,6,0.0027488538812153376,0.0021204200858592204,5.915417538805167,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,7,0.0018899386822290659,0.000345350082898932,5.530083639953142,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,8,0.0032455440496788777,0.010957734379072548,4.322896787073674,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,9,0.0035002656444368643,0.011736631541687359,8.531992479183005,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,10,0.001300369363545284,0.0047964867708145675,21.200823948333685,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,11,0.0012809212124840564,0.001088868694026246,4.8787876605416685,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,12,0.0018369300631488577,0.004876699087716929,8.00444866614453,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,13,0.00042217458240099124,0.0013840943320673205,12.64043660431249,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig3,fine_vertical_planar,14,0.0002936015842767171,0.0003073000102844503,8.710526876440522,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,0,0.002756046284214454,0.004880753013445371,3.9832554639731335,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,1,0.0014687469301388977,0.009338081664154174,6.584778259278382,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,2,0.001066834544803815,0.013336957190794863,17.724746657038782,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,3,0.0004310641426234979,0.0029332506895727306,22.603037599245955,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,4,0.00039021735507118523,0.0029315746611118243,7.815794200363685,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,5,0.0007650433233751391,0.007188834648147235,9.422608708604386,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,6,0.00036522045167600706,0.0022377428587989634,5.9170507069098495,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,7,0.00023935137769918606,0.0003007907504866125,5.534368283601832,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,8,0.0009099926937333451,0.011344060286944568,4.320076732272715,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,9,0.0019923662049339858,0.011868699852868758,8.530016446546263,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,10,0.0006762975164866303,0.0048356112752827585,21.202234911020003,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,11,0.0007982599107266108,0.001051448142952438,4.8778720456721425,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,12,0.0004815648306011245,0.0047147060286363285,8.001775216536632,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,13,0.00040849516792946735,0.0014148552552200044,12.642974070999252,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,planar,14,3.1202475680183675e-05,0.00030220264159908083,8.71099833035921,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,0,0.00037477520184225996,0.0003424896405022082,3.970789297433579,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,1,0.0011598754533405,0.006656673800883084,6.56786532551146,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,2,0.00024924216362199345,0.0006321342004440567,17.73728198661832,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,3,0.00010909181286850714,0.0006176511176079202,22.6103207847639,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,4,0.0005925372742243413,0.0054075704954996695,7.8220398665313455,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,5,0.0002196412625334048,0.00012310018009742407,9.428413000604923,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,6,0.00028644186422920374,0.0005733871005898505,5.917492053187797,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,7,0.0008047948965583827,0.0004246687918545433,5.529096787222307,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,8,0.0007050300648242254,0.004406560519296221,4.323426897718507,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,9,0.00033475156589482925,0.001916309478769307,8.516351618950573,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,10,7.483853341269332e-05,0.00018522053132130623,21.21383358402053,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,11,0.00021100283216946976,0.0016806798383512955,4.875016295244385,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,12,0.00042717116054331503,0.0040964789613369135,8.002156023466757,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,13,0.00020938944022079483,0.00044543078750791665,12.635164544379421,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,vertical,14,6.169556579892301e-05,0.00025352225465269385,8.710646401548772,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,0,0.00242933086800245,0.004629009545269014,3.981932717898509,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,1,0.0004965187102263165,0.0028433985702420728,6.5774607700939285,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,2,0.001018003356322595,0.012711925416446945,17.72845264844273,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,3,0.0005387769972273645,0.002346642268207688,22.600608586821142,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,4,0.0005827796001598656,0.008217801060780516,7.8196507044066,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,5,0.0007209867073109875,0.0072887695191425905,9.424478217450483,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,6,0.0006372385065260854,0.0027184547282794735,5.9154175388051655,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,7,0.0006261995971778623,0.0007476180066774418,5.530083639951544,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,8,0.0012035851170177567,0.01536473208804523,4.322896786899303,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,9,0.0023199642341694567,0.013653504890188017,8.53199247918301,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,10,0.0007299335318964543,0.004977787616077478,21.200823769633196,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,11,0.000980712007052288,0.002756124173103558,4.87878681829694,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,12,0.0006370114646009613,0.0007689478765726676,8.004448607325669,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,13,0.00021901655806048472,0.0009570693542357844,12.640426826258107,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,14,7.621027316092275e-05,5.9218482476808276e-05,8.710519976812524,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,0,0.00033218992248694495,0.0002517434681763575,3.981932717898509,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,1,0.0011125104370070978,0.006494683093912101,6.5774607700939285,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,2,0.00023804023881038056,0.0006250317743479172,17.72845264844273,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,3,0.00010774988603359356,0.0005866084213650424,22.600608586821142,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,4,0.0005683166399460665,0.005286226399668692,7.8196507044066,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,5,0.00019876621263617181,9.993487099535514e-05,9.424478217450483,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,6,0.00027608669953888985,0.00048071186948051015,5.9154175388051655,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,7,0.0007747882182716644,0.0004468272561908293,5.530083639951544,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,8,0.0006523821010205562,0.0040206718011006615,4.322896786899303,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,9,0.0003280674595352977,0.0017848050373192592,8.53199247918301,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,10,7.361548723177338e-05,0.00014217634079471964,21.200823769633196,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,11,0.00019124563298544972,0.00170467603015112,4.87878681829694,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,12,0.0004091620345456929,0.003945758152063661,8.004448607325669,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,13,0.00020151607663150152,0.00045778590098422,12.640426826258107,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,14,5.491905995204458e-05,0.00024298415912227256,8.710519976812524,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,0,0.0027984978617393713,0.004971499185771222,3.981932717898509,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,1,0.0015111432931612693,0.009500072371125157,6.5774607700939285,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,2,0.001070713677141647,0.013344059616891002,17.72845264844273,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,3,0.0004297316997216186,0.0029642933858156084,22.600608586821142,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,4,0.00039753379611195044,0.002810230565280847,7.8196507044066,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,5,0.0007713668235119517,0.0071656693390451665,9.424478217450483,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,6,0.0003565171452703401,0.002145067627689623,5.9154175388051655,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,7,0.0002464030997238039,0.0003229492148228985,5.530083639951544,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,8,0.0008844116589492467,0.010958171568749009,4.322896786899303,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,9,0.0019858348647980996,0.01173719541141871,8.53199247918301,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,10,0.0006738772059137263,0.004792567084756172,21.200823769633196,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,11,0.0007844981499936337,0.0010754443347522624,4.87878681829694,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,12,0.0004879870141104999,0.004865426837909581,8.004448607325669,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,13,0.00041632168323773536,0.001402500141743701,12.640426826258107,True
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,14,2.8438291307533073e-05,0.0003127407371295021,8.710519976812524,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,planar,0,0.002829281527685861,0.0048731315886740845,3.983260335576949,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,planar,1,0.002418066713875187,0.009346132237403992,6.584783506868623,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,planar,2,0.0034119078407537098,0.013378454950874641,17.72480480121293,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,planar,3,0.001144148324094278,0.002925701318062579,22.603042148151363,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,planar,4,0.001829918655709816,0.0029477538631539346,7.815794202344781,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,planar,5,0.0021358985127896564,0.007194298473088168,9.422608904722608,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,planar,6,0.002543812523498547,0.0022092848676629195,5.917050706909847,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,planar,7,0.0022086323795165075,0.00031038072449973697,5.534368283603578,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,planar,8,0.003474018468278006,0.011366976536926643,4.32007673245113,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,planar,9,0.0037619968323703503,0.011868160291211183,8.530016446546263,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,planar,10,0.0013267151094911948,0.00483022854444215,21.20223508983442,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,planar,11,0.0013152710525200513,0.0010487046683920198,4.8778728887441565,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,planar,12,0.0017897094326280317,0.00472038189622026,8.001775275390122,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,planar,13,0.00042261169985974,0.001414350181853763,12.642983856197553,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,planar,14,0.0002724077890957769,0.00029500169885210425,8.711005252585293,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,vertical,0,0.000374775512759136,0.0003427007403189464,3.970794157343019,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,vertical,1,0.0011638216867549773,0.006656759289562331,6.567870501567522,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,vertical,2,0.0003725478471977794,0.0006322137556864504,17.737340590522656,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,vertical,3,0.00011533380872099058,0.0006178073631346592,22.610325344910596,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,vertical,4,0.0006715696567709394,0.0054068558539484,7.822039868522773,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,vertical,5,0.0002589440468445847,0.00012306733536604497,9.428413196789226,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,vertical,6,0.0006605213852393713,0.0005731017339645206,5.917492053187791,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,vertical,7,0.0010085077265565754,0.00042487948890723715,5.529096787223903,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,vertical,8,0.0008574686080949285,0.004407392892805007,4.323426897893132,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,vertical,9,0.0007380508914174553,0.001916059849577323,8.51635161895058,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,vertical,10,0.00017325766969165398,0.00018533903557482745,21.213833762797783,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,vertical,11,0.00056495390945776,0.0016800738581252972,4.8750171387025985,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,vertical,12,0.000679922926139359,0.004095449779690341,8.002156082290911,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,vertical,13,0.000211752973460516,0.0004457792504197755,12.635174315282386,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,vertical,14,0.0001287985967083935,0.00025365198910520803,8.71065330402578,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,joint,0,0.0026422756010358018,0.004621177503551621,3.9819375754361386,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,joint,1,0.00171268861798148,0.002851275807650211,6.577465977278967,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,joint,2,0.0036435863419763278,0.01275331996313156,17.728510785554665,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,joint,3,0.001175990488849064,0.002338916334558405,22.600613139732836,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,joint,4,0.0019543685108379095,0.00823337341820718,7.819650706394013,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,joint,5,0.002341285253716083,0.007294240702627519,9.424478413907648,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,joint,6,0.0027774403058584522,0.002689873997710146,5.915417538805162,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,joint,7,0.0023754377131234854,0.0007574248274977435,5.5300836399531486,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,joint,8,0.003863301299473419,0.015388294997858765,4.32289678707367,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,joint,9,0.004075191334138015,0.013652833038401369,8.531992479183003,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,joint,10,0.001363964159567486,0.004972521962130827,21.20082394833365,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,joint,11,0.001618467298421325,0.0027526402901330016,4.878787660541663,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,joint,12,0.0019540540699327226,0.0007756397966502959,8.00444866614452,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,joint,13,0.000395223873078379,0.0009562557705606878,12.640436604312491,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,joint,14,0.00038597545268032063,5.189406580541345e-05,8.710526876440538,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,fine_planar_vertical,0,0.0003327067088674927,0.0002519540851224633,3.9819375754361386,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,fine_planar_vertical,1,0.0011162070428840766,0.006494856429753781,6.577465977278967,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,fine_planar_vertical,2,0.00035744966373887547,0.0006251349877430812,17.728510785554665,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,fine_planar_vertical,3,0.00011375357266869473,0.0005867849835041739,22.600613139732836,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,fine_planar_vertical,4,0.0006501487865078985,0.005285619555053245,7.819650706394013,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,fine_planar_vertical,5,0.00024126523632052625,9.99422295393515e-05,9.424478413907648,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,fine_planar_vertical,6,0.0006238961202327347,0.0004805891300472265,5.915417538805162,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,fine_planar_vertical,7,0.0009698862586776957,0.00044704410299800657,5.5300836399531486,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,fine_planar_vertical,8,0.0008062916754627458,0.004021318460932122,4.32289678707367,True
h0p1_newton_p5_boxcar_independent_s1_sys0_sig3,fine_planar_vertical,9,0.0007152153525137778,0.0017846727471901858,8.531992479183003,True
