mode,band,q,descriptive_flag
0,DC,0.9481788563033398,True
1,low,1.1021979146488128,True
2,low,1.0778605567686896,True
3,low,0.9493007540178474,True
24,low,1.011843023350504,True
25,low,0.9120051445642281,True
26,low,1.100415836905555,True
48,low,1.060055894307037,True
49,low,1.1062622835727272,True
50,low,0.9361693846071226,True
72,low,1.0817749950985849,True
4,middle,1.102517517987008,True
5,middle,0.891659908146545,True
6,middle,0.979898631998507,True
7,middle,0.9856986633519023,True
8,middle,1.0488267682689214,True
27,middle,0.9995556033657693,True
28,middle,1.0746206158405662,True
29,middle,1.0640392110204804,True
30,middle,0.974239404721787,True
31,middle,1.0222323146338308,True
51,middle,1.0947162646333244,True
52,middle,0.9790073395833994,True
53,middle,0.9989382099420122,True
54,middle,1.0218980065038261,True
55,middle,1.011749841367201,True
73,middle,1.05151436322192,True
74,middle,1.0317748664523807,True
75,middle,0.9912273812976031,True
76,middle,1.0137534242300734,True
77,middle,1.0804865481096375,True
78,middle,0.9788865092533885,True
79,middle,1.149085537757256,True
96,middle,0.9812663948854272,True
97,middle,1.0709820838991533,True
98,middle,1.1172190577276295,True
99,middle,0.9646722596168809,True
100,middle,0.9352689949507477,True
101,middle,0.9526285032932635,True
102,middle,1.0349074352466299,True
120,middle,1.0323990652203454,True
121,middle,1.0528367775763257,True
122,middle,1.1344721583575113,True
123,middle,1.0170220385571271,True
124,middle,1.0517768845468205,True
125,middle,1.0123130071218995,True
126,middle,1.0540873320199315,True
144,middle,1.0269173875633988,True
145,middle,0.9141579979262234,True
146,middle,1.057137179555479,True
147,middle,0.9412396897355693,True
148,middle,0.9855107566391837,True
149,middle,0.9839024019174695,True
168,middle,1.0636303945672398,True
169,middle,1.1192888202942197,True
170,middle,1.0587566235097992,True
171,middle,0.977972785581048,True
192,middle,0.9256303966921126,True
9,high,0.9803187748622116,True
10,high,1.0203238496578348,True
11,high,1.0555727237165042,True
12,high,1.059033966029889,True
13,high,1.0440983037355802,True
14,high,1.0671491631365815,True
15,high,1.0034676562806721,True
16,high,1.0530458367554894,True
17,high,0.9520948278929665,True
18,high,1.0323794988311294,True
19,high,0.9411681961209906,True
20,high,1.005854313071119,True
21,high,0.9467236353310022,True
22,high,0.99803741939284,True
23,high,0.9490907551428643,True
32,high,0.9669716624857974,True
33,high,1.0310763271788137,True
34,high,1.1221128011650328,True
35,high,1.0225467861712425,True
36,high,1.1240770227514363,True
37,high,1.1334732571645658,True
38,high,0.9696367981528685,True
39,high,1.1500727644624964,True
40,high,0.9572148909032736,True
41,high,1.0315829820718794,True
42,high,0.9215742027332303,True
43,high,1.023572313408049,True
44,high,0.9092708419358932,True
45,high,1.0260143543809421,True
46,high,0.909098591826658,True
47,high,1.0264568850013596,True
56,high,1.1251817116799645,True
57,high,1.0782709544993763,True
58,high,0.9661769473347701,True
59,high,1.0449781800636981,True
60,high,1.0240814503132878,True
61,high,0.9875822372620569,True
62,high,1.0296844180918157,True
63,high,1.0330377766077883,True
64,high,1.06053243413086,True
65,high,1.0389864993890516,True
66,high,1.0316372201201274,True
67,high,1.0092156041420324,True
68,high,1.0150927726786567,True
69,high,1.003771691190905,True
70,high,1.009887515234122,True
71,high,1.0020817757720875,True
80,high,1.0694408594695113,True
81,high,1.0738198681774358,True
82,high,0.8778922682669786,True
83,high,1.0351892313605084,True
84,high,0.911729576466649,True
85,high,1.085181470493708,True
86,high,1.0286325453774465,True
87,high,1.0107395326965483,True
88,high,1.0369142869083785,True
89,high,1.0388376471561607,True
90,high,0.9805762869919151,True
91,high,1.005815130924091,True
92,high,1.002415946784807,True
93,high,1.0088501521414708,True
94,high,1.007504527022726,True
95,high,1.0112163401194907,True
103,high,1.144078589355446,True
104,high,1.0640932970513388,True
105,high,1.0752297546688956,True
106,high,1.092773735020889,True
107,high,1.0052783898394695,True
108,high,0.9632477854022865,True
109,high,1.126495171008995,True
110,high,0.9233498406500775,True
111,high,1.153328471635549,True
112,high,0.9591251638205142,True
113,high,0.964984089790719,True
114,high,0.9741778198772464,True
115,high,0.9907178859999013,True
116,high,0.9870833966355091,True
117,high,1.0037322819044323,True
118,high,0.9922572774243756,True
119,high,1.0084300202061935,True
127,high,1.0529898852990494,True
128,high,1.1170431434961694,True
129,high,1.1177674442699688,True
130,high,0.9276062505358849,True
131,high,1.0082888425307701,True
132,high,1.1309234215816542,True
133,high,1.0730519027142897,True
134,high,1.0446152762732284,True
135,high,1.1570566083074727,True
136,high,1.125523287054703,True
137,high,1.0229191312314918,True
138,high,1.131073691391961,True
139,high,1.069315138816815,True
140,high,1.1269013036024615,True
141,high,1.0792866222035455,True
142,high,1.1256344958147961,True
143,high,1.0822000608220366,True
150,high,1.075024642944886,True
151,high,1.071653576383409,True
152,high,1.0516041564798122,True
153,high,1.0228436302100752,True
154,high,1.026513975048515,True
155,high,0.9981564107456727,True
156,high,0.9704127597927362,True
157,high,0.9764914060772502,True
158,high,1.0371233439948233,True
159,high,0.9313855109363486,True
160,high,1.1182620397144543,True
161,high,1.1667695807600567,True
162,high,1.1030610528515905,True
163,high,1.1090128752784818,True
164,high,1.1022527360298688,True
165,high,1.0907726483725537,True
166,high,1.1021706510663423,True
167,high,1.0842616775458647,True
172,high,1.0035038841702406,True
173,high,0.9357310328950261,True
174,high,1.1045465933902188,True
175,high,1.0700333619118068,True
176,high,1.1039322516329089,True
177,high,1.0323793709935483,True
178,high,1.0221569407230813,True
179,high,1.0260661448210442,True
180,high,1.163211453293758,True
181,high,0.9943273006968588,True
182,high,1.0271252270212754,True
183,high,1.1333830207193276,True
184,high,1.016746732018217,True
185,high,1.0915833504138772,True
186,high,0.9888560156874581,True
187,high,1.1126406725253062,True
188,high,0.9909744153654128,True
189,high,1.115433491174594,True
190,high,0.9925435140171202,True
191,high,1.1162259991960568,True
193,high,0.9033112614407443,True
194,high,1.1179747510090787,True
195,high,0.9369519524503723,True
196,high,0.8482033241375533,True
197,high,0.9747664294271341,True
198,high,1.0393390170138574,True
199,high,1.041075879908932,True
200,high,1.0185795799342867,True
201,high,0.9669130222027363,True
202,high,1.1721827048718723,True
203,high,0.9785430562137774,True
204,high,1.1051149756148901,True
205,high,1.1733456814587944,True
206,high,0.9806103165651004,True
207,high,1.1040170370885214,True
208,high,0.9574329199930423,True
209,high,1.1152192197257187,True
210,high,1.0135783452359177,True
211,high,1.1243624415088487,True
212,high,1.0178436514988034,True
213,high,1.1249687965591155,True
214,high,1.0201207806332775,True
215,high,1.1249724040526503,True
216,high,1.1054579123354051,True
217,high,1.08298847074744,True
218,high,1.079490129676255,True
219,high,1.1088959092012929,True
220,high,1.1049377739361559,True
221,high,1.0537241909431283,True
222,high,0.9510881598524092,True
223,high,0.9860012864004416,True
224,high,1.0006008469124843,True
225,high,1.0376815142101177,True
226,high,0.9865901550815762,True
227,high,1.0453335171065588,True
228,high,1.1151805421932712,True
229,high,1.0384981694486963,True
230,high,1.07777317787191,True
231,high,1.0968698698808546,True
232,high,1.0423394085714384,True
233,high,1.0755534383251673,True
234,high,1.0662542691891628,True
235,high,1.0754497140158368,True
236,high,1.061071806230352,True
237,high,1.0769577436642206,True
238,high,1.0584306485968011,True
239,high,1.0778234822095787,True
240,high,1.047561797668711,True
241,high,1.0862270038850896,True
242,high,1.1021091952839859,True
243,high,1.1118985880508403,True
244,high,1.0981802374454388,True
245,high,1.053660819419771,True
246,high,1.0103678092577988,True
247,high,1.0156250453483224,True
248,high,0.9924040980318861,True
249,high,1.003070347159222,True
250,high,1.094954700060363,True
251,high,0.9732525201885672,True
252,high,1.0046524918525632,True
253,high,0.9928759311594365,True
254,high,1.109600866754327,True
255,high,1.0520249887872348,True
256,high,1.1118055478901938,True
257,high,1.0139066995267085,True
258,high,1.089221329025422,True
259,high,1.0288327876899703,True
260,high,1.0847893651761458,True
261,high,1.030760604408174,True
262,high,1.083397814536636,True
263,high,1.0312091962468446,True
264,high,1.1487583234428338,True
265,high,1.092941801819166,True
266,high,0.9360789325502759,True
267,high,1.0830805860061294,True
268,high,0.9077413596367604,True
269,high,1.1069828100904517,True
270,high,0.9510995411346715,True
271,high,1.139327470616464,True
272,high,1.0504368546588603,True
273,high,1.0409391071469898,True
274,high,0.9897235608429035,True
275,high,1.0472790349955958,True
276,high,0.946340875573076,True
277,high,0.9644858457470803,True
278,high,1.0031045852181142,True
279,high,0.9879592498797121,True
280,high,0.9563562547473483,True
281,high,0.9786886326677373,True
282,high,0.9783187354986216,True
283,high,0.9951422198773836,True
284,high,0.9771810109683045,True
285,high,0.9997909377684431,True
286,high,0.9769468528778708,True
287,high,1.0016502443826634,True
288,high,1.0104305248933727,True
289,high,0.948634912461571,True
290,high,1.1330817074906223,True
291,high,0.9617729159730091,True
292,high,1.0650482467003548,True
293,high,0.9257806309638945,True
294,high,1.0609206352446798,True
295,high,1.0168659378632197,True
296,high,1.0854488111357745,True
297,high,1.0907123652993933,True
298,high,1.022288935047607,True
299,high,0.9426990316212258,True
300,high,1.012252781444624,True
301,high,0.8712355044762389,True
302,high,0.995365877455403,True
303,high,0.9544386283037279,True
304,high,0.978932401695257,True
305,high,0.8742915963001965,True
306,high,0.9698909677513305,True
307,high,0.8877972768136178,True
308,high,0.9699111418242874,True
309,high,0.8901842672955882,True
310,high,0.9696352003215767,True
311,high,0.8910218877627758,True
312,high,1.1326720593849078,True
313,high,1.107826671910038,True
314,high,1.012480696047024,True
315,high,1.0151545313709973,True
316,high,1.0858894135160986,True
317,high,1.0562013869406688,True
318,high,1.0673742846026613,True
319,high,1.038055508823482,True
320,high,1.1439028763885322,True
321,high,1.113228973996936,True
322,high,0.8787761451754753,True
323,high,1.034626733217414,True
324,high,1.0525664356530149,True
325,high,1.0653145486554907,True
326,high,1.0480203848785565,True
327,high,1.038640602916962,True
328,high,1.086290363174534,True
329,high,1.0377014500252981,True
330,high,1.0788730276245888,True
331,high,1.035685322107527,True
332,high,1.0790713221720496,True
333,high,1.0373846767537134,True
334,high,1.0790926047341383,True
335,high,1.0382356983141028,True
336,high,1.0729854219490607,True
337,high,1.0552571164413689,True
338,high,1.0769443356044195,True
339,high,1.0754218378566165,True
340,high,1.0452343235001211,True
341,high,1.0860323385317703,True
342,high,1.102192623921902,True
343,high,0.9542368317881882,True
344,high,1.0690742934929955,True
345,high,1.0129695750013572,True
346,high,1.0276732759888856,True
347,high,0.8174920955853355,True
348,high,0.9532182168365575,True
349,high,1.070085230370986,True
350,high,1.0276037693138587,True
351,high,0.9613284062697455,True
352,high,1.1063865344699815,True
