mode,band,q,descriptive_flag
353,high,1.0027650949888631,True
354,high,1.0718010591106666,True
355,high,1.0145023338429087,True
356,high,1.0754041554982503,True
357,high,1.0187639285062096,True
358,high,1.0769553255906024,True
359,high,1.020517468754202,True
360,high,1.063786924467459,True
361,high,1.1399179615856527,True
362,high,1.0965122116921397,True
363,high,1.0193332586930393,True
364,high,1.0670411067244046,True
365,high,0.921476304198821,True
366,high,1.0207824636130698,True
367,high,0.9632927652383834,True
368,high,0.9282914970287786,True
369,high,1.0810001470528698,True
370,high,0.9554104201405446,True
371,high,1.051850287759217,True
372,high,0.9630971009633716,True
373,high,1.0103477637260028,True
374,high,1.028435484027636,True
375,high,0.9794285653637989,True
376,high,0.9513384375921164,True
377,high,1.0443073003049241,True
378,high,0.953119468051437,True
379,high,1.021234706018973,True
380,high,0.9542088867800786,True
381,high,1.0187387584455674,True
382,high,0.9546758221427988,True
383,high,1.0182202546616983,True
384,high,1.0200658102916398,True
385,high,1.010257700679051,True
386,high,1.1285878706809684,True
387,high,0.9591640435279183,True
388,high,0.8755396832098993,True
389,high,1.0506778449972567,True
390,high,0.9698492898996047,True
391,high,1.048841006388991,True
392,high,1.1347164044832017,True
393,high,1.046338244041096,True
394,high,1.0313925343111239,True
395,high,0.8088739681518287,True
396,high,1.0497268437921052,True
397,high,0.951502808964707,True
398,high,1.0878497011438517,True
399,high,0.9362086536270332,True
400,high,1.1214410228433351,True
401,high,0.8754992166837409,True
402,high,1.1539259864770293,True
403,high,0.8741657628345414,True
404,high,1.1524384445351394,True
405,high,0.8769332274718745,True
406,high,1.152171092082051,True
407,high,0.8782099658716207,True
408,high,1.0956529778552377,True
409,high,1.0633124116401556,True
410,high,1.1364736156519535,True
411,high,1.0337051067631404,True
412,high,0.9848040971682998,True
413,high,1.0421130258958735,True
414,high,1.0725350347953255,True
415,high,1.0406073421489335,True
416,high,0.9889269699530716,True
417,high,1.0060529112724674,True
418,high,0.9486428343076203,True
419,high,0.9980539044087217,True
420,high,1.0238662871578132,True
421,high,1.0609610441613038,True
422,high,1.050193242222342,True
423,high,1.0154028296281887,True
424,high,0.9901008832258277,True
425,high,1.0065860896711356,True
426,high,0.9954576284941729,True
427,high,1.0054859015701683,True
428,high,0.9915269325073481,True
429,high,1.00568938054825,True
430,high,0.9900474872955264,True
431,high,1.0059052428023554,True
432,high,1.077642840301773,True
433,high,1.0603753870499846,True
434,high,1.0680725200965868,True
435,high,0.9715629899120175,True
436,high,0.9051063499860711,True
437,high,1.0087965690736527,True
438,high,0.9578488483788115,True
439,high,0.9861458064068125,True
440,high,1.090729455342118,True
441,high,1.0941647978275573,True
442,high,1.019804247454141,True
443,high,0.8048921987628762,True
444,high,1.0118567268610346,True
445,high,1.0126110921789013,True
446,high,0.9946479181662311,True
447,high,0.97144162923525,True
448,high,1.0923936493928648,True
449,high,0.8970761361513477,True
450,high,1.0686712411523434,True
451,high,0.8803955861984617,True
452,high,1.0692648402785623,True
453,high,0.8802113722578288,True
454,high,1.0693304112045547,True
455,high,0.8805039149867038,True
456,high,1.093209442472448,True
457,high,1.090079331054521,True
458,high,1.1214919535155345,True
459,high,1.0116429333441177,True
460,high,1.0398636447282814,True
461,high,1.0567056970162712,True
462,high,1.1328869998282731,True
463,high,1.059691925299242,True
464,high,0.9990044669613426,True
465,high,1.0112766330082041,True
466,high,0.967538960731548,True
467,high,1.0154383147605983,True
468,high,1.0237325655606768,True
469,high,1.0825885881248252,True
470,high,1.0882169453782795,True
471,high,1.0541118107740173,True
472,high,1.017853506750304,True
473,high,1.0308053829713453,True
474,high,1.0304637112127528,True
475,high,1.0333935567691332,True
476,high,1.0307070838680745,True
477,high,1.0336877340660537,True
478,high,1.0308700773965578,True
479,high,1.0337362570651196,True
480,high,1.0855944128560173,True
481,high,1.066615073628923,True
482,high,1.0475165024083113,True
483,high,0.9847900852765638,True
484,high,0.9205587077422833,True
485,high,1.045641398788832,True
486,high,0.9702938836351149,True
487,high,0.9811467659426404,True
488,high,1.0814485898288873,True
489,high,1.0970303425646941,True
490,high,1.0253495970703055,True
491,high,0.8071556184157771,True
492,high,1.0085080670440174,True
493,high,1.0123256665365936,True
494,high,0.9898774138295904,True
495,high,0.9818606188239651,True
496,high,1.0928800305642272,True
497,high,0.8991913189115319,True
498,high,1.0718608861134553,True
499,high,0.8822927335886679,True
500,high,1.0728263972361467,True
501,high,0.8822724199055745,True
502,high,1.0730254188005008,True
503,high,0.8824902159288462,True
504,high,1.0879136352121601,True
505,high,1.0919360121766601,True
506,high,1.1148045448006167,True
507,high,1.0095880754956166,True
508,high,1.0454232342504362,True
509,high,1.0683599106891193,True
510,high,1.1348865429366601,True
511,high,1.067259444439342,True
512,high,0.9969987390300101,True
513,high,1.0137705955862413,True
514,high,0.9728676128173199,True
515,high,1.0188409823907156,True
516,high,1.0218272201164897,True
517,high,1.0848632509126075,True
518,high,1.093480711286163,True
519,high,1.0617242750333489,True
520,high,1.0195169846503613,True
521,high,1.0319586404076388,True
522,high,1.0325244404340959,True
523,high,1.0366847636121186,True
524,high,1.0335163742330897,True
525,high,1.0370828874314537,True
526,high,1.033864874198166,True
527,high,1.0376470204779027,True
528,high,1.0873318767937006,True
529,high,1.069159928978623,True
530,high,1.0415478937877205,True
531,high,0.9898052093937046,True
532,high,0.9281134829180038,True
533,high,1.055758057782141,True
534,high,0.9740918784153624,True
535,high,0.9790185150414593,True
536,high,1.0778087040601412,True
537,high,1.0968650155089206,True
538,high,1.028154538067164,True
539,high,0.8087432719456744,True
540,high,1.0070993165618605,True
541,high,1.0118138383938247,True
542,high,0.9881639642288119,True
543,high,0.9864981254717503,True
544,high,1.092539375674908,True
545,high,0.9011831562945977,True
546,high,1.0726196136852484,True
547,high,0.8842879536126919,True
548,high,1.0737461373857835,True
549,high,0.8843037397938511,True
550,high,1.0739942004534198,True
551,high,0.8844877553620434,True
552,high,1.0855788069861307,True
553,high,1.0915221750782615,True
554,high,1.1123097661827308,True
555,high,1.0091767027277312,True
556,high,1.047296791253629,True
557,high,1.0730101346884144,True
558,high,1.134658810236216,True
559,high,1.0703366012034172,True
560,high,0.9960313297551138,True
561,high,1.014909950825221,True
562,high,0.9749344948295691,True
563,high,1.0199922834182251,True
564,high,1.0211774374956006,True
565,high,1.085564420874116,True
566,high,1.0951344789187112,True
567,high,1.0645495665238411,True
568,high,1.0198401543771827,True
569,high,1.0319275574530264,True
570,high,1.0328725844337656,True
571,high,1.0376546258394361,True
572,high,1.0341989572343844,True
573,high,1.0382034567671905,True
574,high,1.034104813489562,True
575,high,1.038150986771521,True
