side,q,trace_ratio
1,1.0316458294938444,1.051395324341921
2,1.030266530858607,1.0504729898579623
4,1.034444567896989,1.0529875562592645
8,1.0165464210617527,1.0300404317797334
12,0.9897742517164938,1.0106547778229953
24,0.9481788563033349,0.9317164069721847
