mode_a,mode_b,product
0,24,-0.029406202011531397
0,1,0.007508509672185932
1,25,0.020519904462367233
1,2,-0.016380332606620206
2,26,-0.02218423185158237
2,3,0.03711845250652996
3,27,0.02043864879193414
3,4,0.0030845996136116497
4,28,0.01811215449567425
4,5,0.043128410866300926
5,29,-0.007096068453914019
5,6,-0.005115537826852181
6,30,-0.024158730639292136
6,7,-0.004879621701874768
7,31,-0.008385369119095801
7,8,-0.028181114048960256
8,32,0.015591008956107193
8,9,0.013785310566810243
9,33,-0.045852833049005406
9,10,0.043859350083517365
10,34,-0.017066322142842278
10,11,0.02858290471262476
11,35,0.00831941952570047
11,12,-0.02529385132096363
12,36,-0.005294601114848067
12,13,0.026807849070960427
13,37,0.010811520603052887
13,14,-0.008500114838569986
14,38,0.027938886076251602
14,15,0.03366541988257408
15,39,0.03805449022125313
15,16,0.0012262181880803866
16,40,-0.0028749960999106807
16,17,0.00035392078880886005
17,41,-0.016076228068720656
17,18,0.02408500730992669
18,42,0.045465621361639535
18,19,0.024065352542094333
19,43,0.001592904055331414
19,20,0.028196337503920407
20,44,0.052131230235558476
20,21,0.030552755916958784
21,45,-0.0010343102840373042
21,22,0.03117972313439998
22,46,0.052778480022831364
22,23,0.03218881076533124
23,47,-0.002548907814275032
24,48,-0.019780974447350334
24,25,-0.022976265685552087
25,49,0.02100847054294451
25,26,0.003480865509624709
26,50,0.03650165698305835
26,27,-0.04281119804351966
27,51,0.021503472892421827
27,28,0.02648260516366916
28,52,0.015249233337111019
28,29,0.018795943127024813
29,53,0.03214780477530317
29,30,0.01618940816076352
30,54,0.06844262030931557
30,31,-0.02787904120649552
31,55,0.014208090282323288
31,32,6.800576792278006e-05
32,56,0.04181804529074348
32,33,-0.04014575813145199
33,57,-0.02790385257485767
33,34,-0.019146688684503668
34,58,-0.012868485244393815
34,35,0.0007112952961129374
35,59,0.0069659774066628145
35,36,-0.009988958705797725
36,60,0.055729498141540545
36,37,-0.022045698615212595
37,61,0.020359226830189734
37,38,0.0032472923547323335
38,62,0.0061620105733086305
38,39,-0.023154628430879794
39,63,-0.024950625413375043
39,40,-0.040496550413847296
40,64,-0.03099404330964262
40,41,0.009683542519665411
41,65,0.022555156181813134
41,42,-0.006222558141739611
42,66,0.01010143503870443
42,43,-0.0037696371571040413
43,67,0.016091977096929524
43,44,-0.00894728237697174
44,68,0.011805510768804851
44,45,-0.010641059700012905
45,69,0.012490110077090001
45,46,-0.013250597538501375
46,70,0.012348006190947136
46,47,-0.013906997714697928
47,71,0.011407049872994351
48,72,0.01370250101124528
48,49,0.020481339486605
49,73,0.003960200588187405
49,50,0.01591267506741372
50,74,-0.0014494153631810275
50,51,-0.004770781175143798
51,75,-0.031332384467497164
51,52,0.015904497121689717
52,76,0.053073009947974654
52,53,0.016658425062933503
53,77,0.004475395138859484
53,54,0.010329683274398418
54,78,0.02432685729595365
54,55,0.021018493195836742
55,79,-0.026587180501963275
55,56,0.010371461983070795
56,80,-0.029652428721776595
56,57,-0.013405674621351334
57,81,0.02516493091581354
57,58,-0.014146539798131531
58,82,-0.03204508056487874
58,59,-0.02238213707908644
59,83,0.005243985990911577
59,60,-0.004729106774615206
60,84,-0.027530280286934324
60,61,0.03490239212467685
61,85,0.025449338534971108
61,62,-0.02465027890253561
62,86,-0.015428042650008437
62,63,-0.01363518466575349
63,87,0.023485805876771876
63,64,-0.005448847101811589
64,88,0.028001935589661953
64,65,0.011675423673213283
65,89,-0.024088309176487355
65,66,-0.009157470057010961
66,90,-0.0025199648512135337
66,67,-0.0016837371598460904
67,91,-0.02785886310986128
67,68,-0.0002683178375510723
68,92,0.003615947980685527
68,69,0.0028517747896665622
69,93,-0.02221353135521113
69,70,0.003608620041167823
70,94,0.006200620542661979
70,71,0.00481467576517917
71,95,-0.01963351372437211
72,96,-0.01434420333312749
72,73,0.05877311597705373
73,97,-0.04837666232091723
73,74,0.028172127881455334
74,98,-0.006697253243080124
74,75,0.004714619040319489
75,99,-0.012812745965968488
75,76,-0.0084361283500308
76,100,-0.004478055680624074
76,77,-0.034323411834369
77,101,0.015960273637880384
77,78,0.009314067087874219
78,102,-0.0205568017468409
78,79,0.036153598676887874
79,103,-0.013177467765341594
79,80,-0.04005328163468291
80,104,0.04163803322161152
80,81,0.028795904171067175
81,105,0.06492918592832723
81,82,-0.03756281742608759
82,106,-0.03874646969296309
82,83,0.011650133871891375
83,107,0.049639006450510795
83,84,0.03646183801772025
84,108,-0.06485337940685898
84,85,-0.015572709380868235
85,109,0.007802042976371492
85,86,-0.013589901376239562
86,110,0.02402499308921991
86,87,0.06647483253744996
87,111,0.0029266005891028426
87,88,0.016225771066787513
88,112,0.02381169959494792
88,89,-0.004525938979647321
89,113,-0.03272737617436172
89,90,0.014690094575336597
90,114,0.021277817034390814
90,91,0.0221439616240062
91,115,-0.015199987434392893
91,92,0.019551058221150153
92,116,0.02135746925905777
92,93,0.0206647366374905
93,117,-0.010580351540316987
93,94,0.020014615578216054
94,118,0.02018110770285873
94,95,0.020314706301026976
95,119,-0.009011536078613682
96,120,-0.03791116306100698
96,97,-0.026465986035291066
97,121,0.013106909880297335
97,98,0.04430399985216032
