axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	log_baryonic_speed_km_s	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	phase_space_proxy	minimum_item34_role_separation_arcsec	mass_bin	sersic_bin	sample_cell	role	outer_fold	source_map_read	velocity_response_read
5.579850000000e-01	1.878056000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.684104156494e+01	1.673526000000e+00	0.000000000000e+00	7.148000000000e-01	4.081897000000e+00	2.091632000000e+00	3.476079000000e-01	-2.708427000000e+00	3.896125576847e-01	1.228242988281e+00	-1.163733080638e+01	9.465290628445e+00	-3.283149179217e-01	8.686065513076e+00	12-129608	-4.148226477696e+00	7495-1902	2.050447692871e+02	3.180730000000e-02	2.246670000000e+00	6.729144000000e-03	1.123794000000e-02	1.691387000000e+01	5.633489153565e+02	2.919379999998e+09	2.452520000000e+00	1.854619212724e+00	6.765117165010e-11	4.724592389963e+07	7.674364346088e+00	8.110506707916e+00	1.502024927040e+03	0	1	m0-n1	exploration	1	False	False
4.116910000000e-01	1.545363000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.697889900208e+01	1.360181000000e+00	0.000000000000e+00	6.625000000000e-01	2.421671000000e+01	3.591339000000e+00	4.591488000000e+00	2.182688000000e+00	6.708754946159e-01	1.037774590859e+00	-1.074520751358e+01	9.413974994400e+00	-5.094225651585e-01	8.072224005168e+00	12-192149	-3.700674255276e+00	7495-3702	2.050079803467e+02	2.754600000000e-02	1.196800000000e+00	4.664096000000e-02	8.000445000000e-02	1.090874000000e+01	8.262084332591e+02	2.594030000000e+09	4.686790000000e+00	1.688329927236e+00	1.646015098730e-11	6.015336144190e+06	6.779259901250e+00	7.714270119542e+00	1.567260785060e+03	0	0	m0-n0	exploration	1	False	False
5.704550000000e-01	1.506714000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.075122261047e+01	1.339648000000e+00	0.000000000000e+00	5.229000000000e-01	1.786351000000e+01	3.870860000000e+00	4.352872000000e+00	2.837482000000e+00	9.526791340513e-01	7.779698945768e-01	-1.068721695963e+01	9.679288863783e+00	-8.377920762748e-01	7.773930595680e+00	1-113375	-3.410625730814e+00	7815-9101	3.166396484375e+02	2.821500000000e-02	6.874960000000e-01	9.819105000000e-02	1.633698000000e-01	5.997495000000e+00	3.511599529551e+03	4.778470000000e+09	8.967659999999e+00	1.680085042210e+00	8.282098763785e-12	1.581841088963e+06	6.199162852327e+00	7.158907725697e+00	3.784752066500e+03	1	0	m1-n0	exploration	1	False	False
3.759660000000e-01	1.943439000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.526861572266e+01	1.714405000000e+00	0.000000000000e+00	8.487000000000e-01	4.106988000000e+00	2.691265000000e+00	1.332809000000e+00	-2.019129000000e+00	7.496513029910e-01	1.180015422959e+00	-1.160936871389e+01	9.969858369035e+00	-2.467796173285e-01	8.470555763053e+00	1-561039	-3.860452230031e+00	7957-6102	2.582710876465e+02	2.565660000000e-02	1.219810000000e+00	2.293452000000e-02	3.190245000000e-02	1.513615000000e+01	2.382897529587e+03	9.329500000003e+09	5.618900000000e+00	1.926883710366e+00	4.118751333236e-11	1.255497495650e+07	7.098815850760e+00	7.318164719662e+00	4.006515955149e+03	1	0	m1-n0	exploration	0	False	False
4.787510000000e-01	1.362062000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.509315872192e+01	1.233359000000e+00	0.000000000000e+00	4.012000000000e-01	4.943211000000e+01	4.346167000000e+00	6.344102000000e+00	4.877340000000e+00	8.285026457351e-01	1.172053002193e+00	-1.013547072529e+01	9.506515855808e+00	-2.434563888348e-01	7.849510564338e+00	1-595044	-3.510503959302e+00	7957-6104	2.582204284668e+02	2.549190000000e-02	1.224800000000e+00	2.349877000000e-01	4.346816000000e-01	1.486117000000e+01	1.903417505164e+03	3.210079999996e+09	6.737560000000e+00	1.655786782380e+00	9.856446610448e-12	2.505643668198e+06	6.398919309300e+00	7.431558962159e+00	3.445945869354e+03	0	0	m0-n0	exploration	1	False	False
7.626040000000e-01	1.443014000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.544551467896e+01	1.287009000000e+00	0.000000000000e+00	5.281000000000e-01	2.423617000000e+01	3.971132000000e+00	5.467740000000e+00	4.003093000000e+00	8.626131311669e-01	9.860855444482e-01	-1.055702591880e+01	9.817948595861e+00	-4.248941705507e-01	8.092722333528e+00	1-547185	-3.615054601180e+00	7957-9102	2.581035766602e+02	2.565410000000e-02	1.954700000000e+00	1.823571000000e-01	3.491503000000e-01	9.684686000000e+00	3.169323383171e+03	6.575799999993e+09	7.288080000000e+00	1.794447909691e+00	1.725568256869e-11	4.055277640112e+06	6.608020593058e+00	7.224676863985e+00	4.199591658893e+03	1	1	m1-n1	exploration	1	False	False
3.753550000000e-01	1.544086000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.278657913208e+01	1.354706000000e+00	0.000000000000e+00	6.249000000000e-01	2.395213000000e+01	3.787471000000e+00	3.777081000000e+00	2.558373000000e+00	5.531666994960e-01	1.081615867938e+00	-1.076343803609e+01	9.610642067109e+00	-4.236521987835e-01	8.504308668117e+00	1-177763	-3.975570984311e+00	7960-6103	2.582262268066e+02	3.796070000000e-02	1.031180000000e+00	7.034027000000e-02	1.107611000000e-01	1.206746000000e+01	1.404848365389e+03	4.079829999996e+09	3.574100000000e+00	1.845517861150e+00	4.451624024888e-11	2.133307004470e+07	7.329053359319e+00	7.792499775867e+00	5.278039593638e+03	1	0	m1-n0	exploration	0	False	False
5.970740000000e-01	2.021704000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.018426179886e+00	1.786947000000e+00	0.000000000000e+00	7.842000000000e-01	2.534427000000e+00	2.333531000000e+00	-5.368589000000e-01	-4.789097000000e+00	6.761510885327e-01	7.456755924774e-01	-1.170386052004e+01	1.013806890586e+01	-6.847774102973e-01	8.785766728790e+00	1-179223	-4.054807820129e+00	7963-6103	3.145772399902e+02	4.701560000000e-02	1.795840000000e+00	2.717743000000e-02	4.184716000000e-02	5.567697000000e+00	3.890286049426e+02	1.374260000015e+10	4.744070000000e+00	2.047739086008e+00	8.510920587104e-11	3.072748610521e+07	7.487527030959e+00	7.344309772937e+00	4.822831825275e+02	1	1	m1-n1	exploration	0	False	False
5.615600000000e-01	1.943238000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.190620326996e+01	1.749991000000e+00	0.000000000000e+00	7.460000000000e-01	3.203522000000e+00	2.419176000000e+00	-1.612426000000e-01	-2.993223000000e+00	4.891087364697e-01	1.570708920728e+00	-1.178736000069e+01	9.921510641648e+00	9.557520091716e-02	8.943293168708e+00	1-114334	-4.227092216119e+00	7975-1902	3.242597045898e+02	2.224730000000e-02	2.230410000000e+00	1.361917000000e-02	4.307023000000e-02	3.721422000000e+01	2.746988456496e+03	8.346620000002e+09	3.083960000000e+00	2.032981129933e+00	1.223215507221e-10	6.793535089564e+07	7.832095822936e+00	7.733152433137e+00	3.442650707048e+03	1	1	m1-n1	reserved_confirmation		False	False
3.553210000000e-01	1.543725000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.219425773621e+01	1.357034000000e+00	0.000000000000e+00	6.401000000000e-01	3.177490000000e+01	4.105646000000e+00	5.260149000000e+00	3.955151000000e+00	8.777651426436e-01	1.169109601624e+00	-1.066498792507e+01	9.822396939340e+00	-4.717416646891e-01	8.066866654053e+00	1-114500	-3.594550755705e+00	7975-9102	3.245486755371e+02	2.208490000000e-02	1.009520000000e+00	1.436842000000e-01	2.472883000000e-01	1.476079000000e+01	2.745395187558e+03	6.643499999993e+09	7.546840000000e+00	1.789096075692e+00	1.625834981170e-11	3.689885603928e+06	6.567012902107e+00	7.199724675030e+00	4.786177441539e+03	1	0	m1-n0	exploration	2	False	False
3.796740000000e-01	1.696565000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.717349624634e+01	1.457688000000e+00	0.000000000000e+00	6.732000000000e-01	9.209421000000e+00	3.454848000000e+00	3.702478000000e+00	1.493657000000e+00	8.434676199287e-01	9.298198243493e-01	-1.122435586852e+01	9.780087500203e+00	-6.128617457333e-01	8.093152260346e+00	1-23914	-3.624842320209e+00	7990-9101	2.597554931641e+02	2.800840000000e-02	9.831970000000e-01	3.595271000000e-02	6.494063000000e-02	8.507850000000e+00	9.626784065388e+02	6.026809999997e+09	6.973770000000e+00	1.785090117481e+00	1.727277317026e-11	4.242247780437e+06	6.627596031114e+00	7.272325678671e+00	5.200135798969e+03	1	0	m1-n0	exploration	3	False	False
6.449720000000e-01	1.407425000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	6.372801971436e+01	1.276842000000e+00	0.000000000000e+00	4.644000000000e-01	2.610518000000e+01	4.188198000000e+00	5.999819000000e+00	3.717290000000e+00	5.269398944220e-01	1.188834868453e+00	-1.066703869667e+01	9.022238609448e+00	-1.993948769237e-01	7.968358820603e+00	1-22438	-3.720709463091e+00	7992-1901	2.551095428467e+02	1.638300000000e-02	1.156910000000e+00	2.265687000000e-02	3.867795000000e-02	1.544667000000e+01	2.628073425016e+03	1.052540000001e+09	3.364650000000e+00	1.564429534857e+00	1.295891466628e-11	6.596754422302e+06	6.819330316880e+00	8.126041712309e+00	4.421424087634e+03	0	0	m0-n0	exploration	0	False	False
6.110110000000e-01	1.301292000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-9.990980029106e-01	1.205843000000e+00	0.000000000000e+00	4.515000000000e-01	7.208786000000e+01	4.120719000000e+00	6.013837000000e+00	4.697215000000e+00	4.204772491577e-01	1.330468158225e+00	-1.019262663956e+01	9.143994761917e+00	-4.301050150367e-02	8.303040263602e+00	1-36874	-3.941281507222e+00	8079-1902	4.254776763916e+01	2.128960000000e-02	2.394790000000e+00	8.940630000000e-02	1.553048000000e-01	2.140268000000e+01	1.626246501455e+03	1.393139999999e+09	2.633160000000e+00	1.678538933724e+00	2.800593477819e-11	1.821689709848e+07	7.260474405141e+00	8.224857603971e+00	3.304142087972e+03	0	1	m0-n1	reserved_confirmation		False	False
6.132960000000e-01	1.278577000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.794760346413e-01	1.166155000000e+00	0.000000000000e+00	2.434000000000e-01	7.084209000000e+01	4.814911000000e+00	6.982129000000e+00	5.642198000000e+00	5.988747320340e-01	1.367638027599e+00	-9.843211076259e+00	9.388369443046e+00	-8.283659924052e-02	8.190619978978e+00	1-37974	-3.795872623472e+00	8080-3703	4.908840560913e+01	2.902280000000e-02	1.284820000000e+00	3.508798000000e-01	6.210354000000e-01	2.331514000000e+01	5.728093345434e+02	2.445510000000e+09	3.970770000000e+00	1.711527532850e+00	2.161871062909e-11	9.325167419068e+06	6.969656637642e+00	7.835074039092e+00	3.043030052490e+03	0	0	m0-n0	exploration	0	False	False
5.291550000000e-01	1.412176000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.236322283745e-01	1.275328000000e+00	0.000000000000e+00	5.046000000000e-01	3.579235000000e+01	3.965601000000e+00	5.512573000000e+00	4.018544000000e+00	6.434803125284e-01	1.125319879866e+00	-1.049866007544e+01	9.468415275934e+00	-3.493495488019e-01	8.181454650877e+00	1-109356	-3.768987169174e+00	8081-3703	5.007384109497e+01	2.417820000000e-02	1.104940000000e+00	9.327284000000e-02	1.542588000000e-01	1.334504000000e+01	5.101103232299e+02	2.940459999999e+09	4.400280000000e+00	1.729247659047e+00	2.116725103279e-11	8.239212974762e+06	6.915885729046e+00	7.728142751906e+00	5.415533321882e+02	0	0	m0-n0	exploration	3	False	False
3.574160000000e-01	1.678294000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-5.389612913132e-01	1.473486000000e+00	0.000000000000e+00	7.883000000000e-01	1.747693000000e+01	3.415811000000e+00	4.196979000000e+00	2.033556000000e+00	9.622386014069e-01	1.032218526001e+00	-1.098685743104e+01	9.935544043267e+00	-4.890586758988e-01	8.011066840453e+00	1-38042	-3.524414119523e+00	8082-12703	4.951165008545e+01	2.104600000000e-02	1.460710000000e+00	8.885597000000e-02	1.488414000000e-01	1.077007000000e+01	2.031139544737e+02	8.620730000010e+09	9.167239999999e+00	1.803432898274e+00	1.429804468193e-11	2.671404355660e+06	6.426739629744e+00	7.016440934922e+00	2.940529087613e+03	1	1	m1-n1	exploration	0	False	False
4.533300000000e-01	1.479342000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	9.398918747902e-01	1.305989000000e+00	0.000000000000e+00	5.969000000000e-01	2.329024000000e+01	4.216877000000e+00	5.480689000000e+00	3.531116000000e+00	4.725663124740e-01	1.284017224065e+00	-1.074458176575e+01	9.433206405407e+00	-3.926062112624e-01	8.488073780459e+00	1-38214	-4.007753733993e+00	8083-3703	5.082709884644e+01	3.646220000000e-02	5.243690000000e-01	4.882302000000e-02	1.538048000000e-01	1.923168000000e+01	1.880888474577e+03	2.711479999997e+09	2.968700000000e+00	1.797100223810e+00	4.288284496528e-11	2.474109168487e+07	7.393418858683e+00	8.002118187251e+00	3.203509120067e+03	0	0	m0-n0	exploration	3	False	False
4.478270000000e-01	1.629536000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.465180397034e+01	1.404565000000e+00	0.000000000000e+00	7.869000000000e-01	1.287505000000e+01	3.110371000000e+00	3.367170000000e+00	8.383607000000e-01	7.452684624779e-01	9.612098759197e-01	-1.103258530360e+01	1.018871479767e+01	-5.066862730756e-01	8.698177872712e+00	1-40058	-3.976454705117e+00	8091-1902	1.429028129578e+01	4.942430000000e-02	2.432100000000e+00	1.432615000000e-01	2.210181000000e-01	9.145551000000e+00	1.630971916525e+03	1.544240000007e+10	5.562480000000e+00	2.038503344940e+00	6.956450227879e-11	2.142006581642e+07	7.330820800934e+00	7.215310766114e+00	4.636409141419e+04	1	1	m1-n1	reserved_confirmation		False	False
8.053020000000e-01	1.459954000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.987998962402e+01	1.290811000000e+00	0.000000000000e+00	4.390000000000e-01	2.482713000000e+01	3.947344000000e+00	6.082117000000e+00	3.689570000000e+00	6.938719825773e-01	7.840703363350e-01	-1.053816020807e+01	9.384414350896e+00	-9.444710679566e-01	7.996670385741e+00	1-43229	-3.651399201582e+00	8135-3702	1.140847930908e+02	4.148700000000e-02	8.884720000000e-01	7.018659000000e-02	1.453328000000e-01	6.082335000000e+00	2.225293678368e+03	2.423340000002e+09	4.941650000000e+00	1.662051361503e+00	1.383184759980e-11	4.794129861577e+06	6.680709793862e+00	7.694555709352e+00	1.155433735238e+03	0	0	m0-n0	exploration	1	False	False
7.828530000000e-01	1.419117000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.423381805420e+01	1.251262000000e+00	0.000000000000e+00	4.396000000000e-01	2.332570000000e+01	4.088811000000e+00	6.083489000000e+00	4.167310000000e+00	8.444038551807e-01	7.661626095136e-01	-1.054406625634e+01	9.747142135296e+00	-8.915344289134e-01	8.058334424934e+00	1-338829	-3.606965284877e+00	8138-12701	1.156334381104e+02	4.477280000000e-02	1.720570000000e+00	1.596158000000e-01	3.192081000000e-01	5.836636000000e+00	6.800413451043e+01	5.586530000005e+09	6.988819999999e+00	1.768149317402e+00	1.594205247781e-11	3.906986948575e+06	6.591841960451e+00	7.287394008247e+00	2.587135614913e+03	1	1	m1-n1	exploration	4	False	False
5.185910000000e-01	1.330536000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.312275314331e+01	1.232037000000e+00	0.000000000000e+00	3.666000000000e-01	4.064215000000e+01	4.228543000000e+00	6.250708000000e+00	4.567826000000e+00	9.083809902112e-01	1.022581357772e+00	-1.021716442616e+01	9.077197061303e+00	-4.855834851938e-01	7.260435080881e+00	1-71167	-3.176027045335e+00	8139-6103	1.141901626587e+02	1.619470000000e-02	8.332020000000e-01	7.244904000000e-02	1.175366000000e-01	1.053371000000e+01	1.692335282573e+03	1.194530000000e+09	8.098060000001e+00	1.401188212890e+00	2.538895877098e-12	5.369891136570e+05	5.729965481367e+00	7.526400842697e+00	5.825691427206e+03	0	0	m0-n0	exploration	3	False	False
5.157920000000e-01	1.605972000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.275124359131e+01	1.397950000000e+00	0.000000000000e+00	6.687000000000e-01	1.251372000000e+01	3.197941000000e+00	4.374101000000e+00	1.237553000000e+00	7.498869787989e-01	9.073157302115e-01	-1.098805207914e+01	9.892837279021e+00	-7.241991018076e-01	8.393063321424e+00	1-43823	-3.821588171312e+00	8143-12702	1.189067001343e+02	4.491680000000e-02	1.543470000000e+00	8.031288000000e-02	1.584240000000e-01	8.078221000000e+00	2.702597785190e+03	7.813349999991e+09	5.621950000000e+00	1.888255327455e+00	3.445665629979e-11	1.049754471745e+07	7.021087733322e+00	7.356321750957e+00	4.018875832634e+03	1	1	m1-n1	exploration	2	False	False
7.714860000000e-01	1.450155000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.128037261963e+01	1.269541000000e+00	0.000000000000e+00	4.954000000000e-01	2.151522000000e+01	3.762131000000e+00	4.883702000000e+00	3.351538000000e+00	6.820032980706e-01	8.161353324722e-01	-1.053768543044e+01	9.386374099085e+00	-8.258945253970e-01	8.022367502944e+00	1-44009	-3.670182102437e+00	8143-6102	1.189469451904e+02	4.105990000000e-02	1.715310000000e+00	7.058114000000e-02	1.641764000000e-01	6.548402000000e+00	1.347897968945e+03	2.434299999997e+09	4.808430000000e+00	1.668965577851e+00	1.467497305181e-11	5.227277975550e+06	6.718275595571e+00	7.711378862017e+00	2.164271650968e+03	0	1	m0-n1	exploration	0	False	False
6.744230000000e-01	1.482914000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.171957778931e+01	1.308612000000e+00	0.000000000000e+00	9.041000000000e-01	4.503052000000e+01	4.230420000000e+00	6.007802000000e+00	4.110352000000e+00	3.468788955926e-01	1.210011488481e+00	-1.053009297436e+01	9.075408256974e+00	-2.696852056710e-01	8.381650465789e+00	1-389685	-4.017385785098e+00	8150-12701	1.467014312744e+02	2.199390000000e-02	1.227660000000e+00	3.510066000000e-02	7.787443000000e-02	1.621853000000e+01	2.289858354100e+03	1.189620000001e+09	2.222690000000e+00	1.681044858035e+00	3.356296153870e-11	2.586324184565e+07	7.412682960894e+00	8.369548386790e+00	7.126692650313e+03	0	0	m0-n0	reserved_confirmation		False	False
3.211060000000e-01	1.389548000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-1.046903252602e+00	1.260918000000e+00	0.000000000000e+00	4.718000000000e-01	3.146731000000e+01	4.150808000000e+00	6.229319000000e+00	4.389185000000e+00	7.830484349562e-01	7.949591016958e-01	-1.048241446124e+01	9.323344932300e+00	-8.658477646256e-01	7.757248062388e+00	1-38775	-3.487099813716e+00	8156-9102	5.638915252686e+01	3.652990000000e-02	7.956940000000e-01	6.933148000000e-02	1.399550000000e-01	6.236761000000e+00	5.213829540561e+02	2.105449999999e+09	6.068040000001e+00	1.586928426016e+00	7.969991750175e-12	2.249629602205e+06	6.352111018129e+00	7.591325740081e+00	9.877031752834e+03	0	0	m0-n0	reserved_confirmation		False	False
7.109310000000e-01	1.407774000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-5.491842269897e+00	1.239722000000e+00	0.000000000000e+00	3.884000000000e-01	4.363483000000e+01	4.533579000000e+00	6.297762000000e+00	5.028422000000e+00	2.849921335681e-01	1.232789835027e+00	-1.037298558776e+01	9.210826638678e+00	-3.411086888540e-01	8.640842371542e+00	1-52677	-4.177925118987e+00	8158-1901	6.085933303833e+01	3.835750000000e-02	2.046000000000e+00	6.884003000000e-02	1.275049000000e-01	1.709188000000e+01	2.792196409423e+03	1.624899999999e+09	1.927490000000e+00	1.779697429899e+00	6.096101382360e-11	5.417034838538e+07	7.733761628671e+00	8.394669338975e+00	1.624059950385e+03	0	1	m0-n1	exploration	4	False	False
6.049750000000e-01	1.453872000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-6.686452388763e+00	1.284389000000e+00	0.000000000000e+00	4.733000000000e-01	2.741492000000e+01	4.236166000000e+00	5.303176000000e+00	3.919303000000e+00	6.826846746975e-01	7.055523278052e-01	-1.043755883190e+01	9.251204926401e+00	-8.405468089915e-01	7.885835577006e+00	1-52637	-3.601575451154e+00	8158-9101	6.184803390503e+01	3.803130000000e-02	1.426640000000e+00	6.510976000000e-02	1.479831000000e-01	5.076359000000e+00	2.822862244829e+03	1.783219999998e+09	4.815980000000e+00	1.601040303196e+00	1.071631291514e-11	3.811204854702e+06	6.581062293006e+00	7.777941383419e+00	6.138325047393e+03	0	1	m0-n1	exploration	3	False	False
5.664900000000e-01	1.374357000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.802217483521e+01	1.238399000000e+00	0.000000000000e+00	4.843000000000e-01	5.731565000000e+01	3.865756000000e+00	6.371335000000e+00	4.447775000000e+00	4.278284111420e-01	1.145560911250e+00	-1.035890986439e+01	8.939285069822e+00	-3.926007416322e-01	8.083628247538e+00	1-378549	-3.827899918198e+00	8239-1901	1.156690673828e+02	2.135700000000e-02	1.265050000000e+00	3.805180000000e-02	7.859654000000e-02	1.398173000000e+01	2.349631798836e+03	8.695309999994e+08	2.678110000000e+00	1.572508506684e+00	1.689810704811e-11	1.080715118715e+07	7.033711227094e+00	8.316185707042e+00	4.608871982747e+03	0	0	m0-n0	exploration	1	False	False
7.066380000000e-01	1.308505000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.241677474976e+01	1.173892000000e+00	0.000000000000e+00	3.114000000000e-01	6.086934000000e+01	4.471516000000e+00	6.335459000000e+00	4.815337000000e+00	6.318788601843e-01	1.192031920845e+00	-9.926701362145e+00	9.540081593379e+00	-3.207481282630e-01	8.276323873010e+00	1-46577	-3.822222506413e+00	8243-9101	1.281783905029e+02	4.329830000000e-02	1.100700000000e+00	4.105634000000e-01	7.338685000000e-01	1.556080000000e+01	5.525771286130e+02	3.468020000002e+09	4.284290000000e+00	1.770881543941e+00	2.633502181672e-11	1.052825520074e+07	7.022356403524e+00	7.709711771700e+00	5.120469428211e+03	1	0	m1-n0	exploration	4	False	False
4.725030000000e-01	1.893290000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.295460128784e+01	1.596641000000e+00	0.000000000000e+00	8.581000000000e-01	4.750581000000e+00	2.976034000000e+00	2.552799000000e+00	-7.517007000000e-01	5.796544319468e-01	1.179722373349e+00	-1.150851315083e+01	1.012772986203e+01	-4.097630109314e-01	8.968420998134e+00	1-558247	-4.194383283094e+00	8247-6104	1.380273284912e+02	4.912800000000e-02	2.017980000000e+00	4.161182000000e-02	6.921831000000e-02	1.512594000000e+01	6.861421162179e+02	1.341930000007e+10	3.798870000000e+00	2.090817892386e+00	1.296077011472e-10	5.843566045156e+07	7.766677956887e+00	7.494224279730e+00	3.545278345537e+03	1	1	m1-n1	exploration	4	False	False
6.999090000000e-01	1.633237000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.375490188599e+01	1.432816000000e+00	0.000000000000e+00	7.280000000000e-01	1.135363000000e+01	3.231119000000e+00	3.126193000000e+00	6.278434000000e-01	8.742562042962e-01	1.054311548019e+00	-1.116716043195e+01	1.045008737281e+01	-3.219862236649e-01	8.701574964223e+00	1-611836	-3.913659379963e+00	8254-3704	1.640821685791e+02	3.598330000000e-02	1.793280000000e+00	1.918346000000e-01	2.639542000000e-01	1.133213000000e+01	1.752718299544e+03	2.818949999968e+10	7.486110000000e+00	2.104695761601e+00	7.011077594952e-11	1.604095241938e+07	7.205230150619e+00	6.891142865816e+00	2.538761876898e+03	1	1	m1-n1	exploration	2	False	False
3.260980000000e-01	1.653997000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.426096725464e+01	1.434182000000e+00	0.000000000000e+00	8.276000000000e-01	2.040485000000e+01	3.426816000000e+00	4.255381000000e+00	2.324144000000e+00	9.363835351484e-01	8.940307416479e-01	-1.088709222579e+01	9.730511766435e+00	-7.030420886456e-01	7.857744696138e+00	1-256150	-3.460680580495e+00	8255-12704	1.651177368164e+02	2.518930000000e-02	7.291940000000e-01	6.972998000000e-02	1.186273000000e-01	7.834851000000e+00	5.958271589083e+02	5.376649999999e+09	8.637409999999e+00	1.713844292987e+00	1.004510557546e-11	1.991923024821e+06	6.299272551687e+00	7.157739672726e+00	1.195620849210e+03	1	0	m1-n0	reserved_confirmation		False	False
7.043670000000e-01	1.460647000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.485090255737e+01	1.336652000000e+00	0.000000000000e+00	5.647000000000e-01	2.912745000000e+01	3.699321000000e+00	4.360381000000e+00	2.345634000000e+00	4.595327060475e-01	1.399914160621e+00	-1.064919862943e+01	9.313650018823e+00	-8.258246105629e-02	8.394584606728e+00	1-277213	-3.967525950340e+00	8258-1901	1.666207580566e+02	2.103200000000e-02	9.245460000000e-01	4.617973000000e-02	7.688015000000e-02	2.511390000000e+01	1.002638736482e+03	2.058969999999e+09	2.880930000000e+00	1.743838833732e+00	3.457756578008e-11	2.055716829739e+07	7.312963291378e+00	8.081446790183e+00	2.982788847140e+03	0	0	m0-n0	reserved_confirmation		False	False
7.718330000000e-01	1.686476000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.356666564941e+01	1.528618000000e+00	0.000000000000e+00	7.018000000000e-01	6.835112000000e+00	2.727235000000e+00	2.076108000000e+00	-4.862785000000e-01	3.334089823439e-01	1.525391067429e+00	-1.141279275830e+01	9.588185399751e+00	7.462557234566e-02	8.921367435063e+00	1-256381	-4.293979226359e+00	8258-1902	1.679737091064e+02	2.482350000000e-02	2.334920000000e+00	1.497589000000e-02	4.869745000000e-02	3.352672000000e+01	2.146629663245e+02	3.874230000003e+09	2.154810000000e+00	1.944168386048e+00	1.162993385056e-10	9.244210865551e+07	7.965869843417e+00	8.133364685274e+00	2.010359963286e+03	1	1	m1-n1	exploration	3	False	False
3.455680000000e-01	1.574573000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.464225769043e+01	1.400313000000e+00	0.000000000000e+00	5.652000000000e-01	1.561886000000e+01	3.527800000000e+00	4.229782000000e+00	2.137256000000e+00	9.949744769093e-01	1.013293626478e+00	-1.089021402631e+01	9.709557416271e+00	-5.605371952424e-01	7.719608462452e+00	1-257825	-3.362316992772e+00	8259-12702	1.785063171387e+02	2.406670000000e-02	9.346840000000e-01	6.596953000000e-02	1.403169000000e-01	1.031083000000e+01	1.431354391403e+03	5.123390000001e+09	9.884950000001e+00	1.674071647025e+00	7.308332064494e-12	1.266325569657e+06	6.102545376241e+00	7.080330435166e+00	2.768111939974e+03	1	0	m1-n0	exploration	4	False	False
