axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	half_light_radius_kpc	halpha_ew	hbeta	hdelta_a	hgamma_a	internal_acceleration_m_s2	log_baryonic_speed_km_s	log_half_light_radius	log_mean_stellar_density	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_bin	mass_size_crossing_proxy	mean_stellar_density_msun_kpc3	minimum_item34_role_separation_arcsec	minimum_predecessor_separation_arcsec	outer_fold	phase_space_proxy	plateifu	ra	redshift	role	sample_cell	sersic_bin	sersic_index	sfr_1re	sfr_tot	snr_med_g	source_map_read	stellar_mass_msun	velocity_response_read	annulus	annulus_index	source_pixels	weighted_radius_re	flux_m1	flux_m2	flux_m3	source_nonaxisymmetry	flux_asymmetry	centroid_offset_re	radial_concentration	radius_kpc	enclosed_stellar_mass_msun	enclosed_stellar_mass_fraction	log_baryonic_speed_km_s	log_acceleration	omega_Gyr_inverse	log_omega_Gyr_inverse	mode_frequency_ratio	age_gyr_proxy	vertical_to_orbital_frequency
3.208990000000e-01	1.554982000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.262896728516e+01	1.396976000000e+00	0.000000000000e+00	6.194000000000e-01	1.839020000002e+01	1.543920000000e+01	3.515192000000e+00	4.018789000000e+00	2.051317000000e+00	3.025011623681e-12	1.467543714036e+00	1.264586452372e+00	5.449842176639e+00	7.049218628404e-01	-1.090190137159e+01	9.865690143057e+00	-7.884421793510e-01	7.336517238314e+00	12-84731	1	-3.035965392971e+00	2.817358912138e+05	1.412950441033e+03	5.977546593155e+02	1	6.597846108579e+00	7443-12704	2.324610595703e+02	1.873850000000e-02	exploration	m1-n0	0	9.311240000000e-01	9.200020000000e-02	1.049019000000e-01	5.068995000000e+00	False	7.339899999996e+09	False	outer	1	1075	1.054963000973e+00	8.804540952434e-02	5.146546493056e-01	3.739660344223e-02	5.234691090591e-01	7.178387672232e-02	5.179907229618e-02	3.477412980526e-01	1.940098058052e+01	3.884639790471e+09	5.292496887522e-01	1.467543714036e+00	-1.184208679811e+01	1.546939948528e+00	1.894734549215e-01	1.920873191398e+00	2.484880000000e+00	2.522509106478e+00
4.116910000000e-01	1.545363000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.697889900208e+01	1.360181000000e+00	0.000000000000e+00	6.625000000000e-01	4.686790000000e+00	2.421671000000e+01	3.591339000000e+00	4.591488000000e+00	2.182688000000e+00	1.646015098730e-11	1.515094164460e+00	6.708754946159e-01	6.779259901250e+00	1.037774590859e+00	-1.074520751358e+01	9.413974994400e+00	-5.094225651585e-01	8.072224005168e+00	12-192149	0	-3.700674255276e+00	6.015336144190e+06	1.567260785060e+03	8.262084332591e+02	1	7.714270119542e+00	7495-3702	2.050079803467e+02	2.754600000000e-02	exploration	m0-n0	0	1.196800000000e+00	4.664096000000e-02	8.000445000000e-02	1.090874000000e+01	False	2.594030000000e+09	False	inner	0	69	5.348138100923e-01	6.022664107537e-02	3.206153191675e-02	9.869306156576e-03	6.893905517254e-02	4.844403654893e-02	1.102218602554e-01	2.206788884201e-01	2.506560017002e+00	6.247497370954e+08	2.408413692576e-01	1.515094164460e+00	-1.085824032411e+01	1.335886246076e+01	1.125769478495e+00	1.507061692023e+00	2.300905000000e+00	1.349725899401e+00
4.116910000000e-01	1.545363000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.697889900208e+01	1.360181000000e+00	0.000000000000e+00	6.625000000000e-01	4.686790000000e+00	2.421671000000e+01	3.591339000000e+00	4.591488000000e+00	2.182688000000e+00	1.646015098730e-11	1.535883309030e+00	6.708754946159e-01	6.779259901250e+00	1.037774590859e+00	-1.074520751358e+01	9.413974994400e+00	-5.094225651585e-01	8.072224005168e+00	12-192149	0	-3.700674255276e+00	6.015336144190e+06	1.567260785060e+03	8.262084332591e+02	1	7.714270119542e+00	7495-3702	2.050079803467e+02	2.754600000000e-02	exploration	m0-n0	0	1.196800000000e+00	4.664096000000e-02	8.000445000000e-02	1.090874000000e+01	False	2.594030000000e+09	False	outer	1	187	1.133697955908e+00	1.593435088697e-01	5.083694573682e-02	4.851807938545e-02	1.741515228127e-01	4.844403654893e-02	1.102218602554e-01	2.206788884201e-01	5.313404242771e+00	1.457401195974e+09	5.618289672726e-01	1.535883309030e+00	-1.114295678537e+01	6.610950002340e+00	8.202638726670e-01	1.571603952392e+00	2.300905000000e+00	2.727414765419e+00
5.704550000000e-01	1.506714000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.075122261047e+01	1.339648000000e+00	0.000000000000e+00	5.229000000000e-01	8.967659999999e+00	1.786351000000e+01	3.870860000000e+00	4.352872000000e+00	2.837482000000e+00	8.282098763785e-12	1.466371721529e+00	9.526791340513e-01	6.199162852327e+00	7.779698945768e-01	-1.068721695963e+01	9.679288863783e+00	-8.377920762748e-01	7.773930595680e+00	1-113375	1	-3.410625730814e+00	1.581841088963e+06	3.784752066500e+03	3.511599529551e+03	1	7.158907725697e+00	7815-9101	3.166396484375e+02	2.821500000000e-02	exploration	m1-n0	0	6.874960000000e-01	9.819105000000e-02	1.633698000000e-01	5.997495000000e+00	False	4.778470000000e+09	False	inner	0	346	5.371007786507e-01	3.028039897179e-02	1.221903004983e-02	1.151605612345e-02	3.462407841211e-02	7.185310123213e-02	4.232391511315e-02	2.101426381578e-01	4.816537168674e+00	9.592195120180e+08	2.007377909703e-01	1.466371721529e+00	-1.123934201820e+01	6.214271554128e+00	7.933902273358e-01	1.652611787195e+00	2.198240000000e+00	1.487908785738e+00
5.704550000000e-01	1.506714000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.075122261047e+01	1.339648000000e+00	0.000000000000e+00	5.229000000000e-01	8.967659999999e+00	1.786351000000e+01	3.870860000000e+00	4.352872000000e+00	2.837482000000e+00	8.282098763785e-12	1.533448371740e+00	9.526791340513e-01	6.199162852327e+00	7.779698945768e-01	-1.068721695963e+01	9.679288863783e+00	-8.377920762748e-01	7.773930595680e+00	1-113375	1	-3.410625730814e+00	1.581841088963e+06	3.784752066500e+03	3.511599529551e+03	1	7.158907725697e+00	7815-9101	3.166396484375e+02	2.821500000000e-02	exploration	m1-n0	0	6.874960000000e-01	9.819105000000e-02	1.633698000000e-01	5.997495000000e+00	False	4.778470000000e+09	False	outer	1	886	1.104315102682e+00	5.879422058724e-02	1.977245758151e-02	2.713739113077e-02	6.770633981141e-02	7.185310123213e-02	4.232391511315e-02	2.101426381578e-01	9.903122373715e+00	2.686015623669e+09	5.621078763012e-01	1.533448371740e+00	-1.141822594744e+01	3.527196443264e+00	5.474296478869e-01	1.700514562341e+00	2.198240000000e+00	2.621421684638e+00
3.759660000000e-01	1.943439000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.526861572266e+01	1.714405000000e+00	0.000000000000e+00	8.487000000000e-01	5.618900000000e+00	4.106988000000e+00	2.691265000000e+00	1.332809000000e+00	-2.019129000000e+00	4.118751333236e-11	1.753169525301e+00	7.496513029910e-01	7.098815850760e+00	1.180015422959e+00	-1.160936871389e+01	9.969858369035e+00	-2.467796173285e-01	8.470555763053e+00	1-561039	1	-3.860452230031e+00	1.255497495650e+07	4.006515955149e+03	2.382897529587e+03	0	7.318164719662e+00	7957-6102	2.582710876465e+02	2.565660000000e-02	exploration	m1-n0	0	1.219810000000e+00	2.293452000000e-02	3.190245000000e-02	1.513615000000e+01	False	9.329500000003e+09	False	inner	0	89	5.214057719553e-01	1.414553326635e-02	6.761770532827e-02	2.050613296890e-02	7.206074988916e-02	1.184444206645e-01	2.466954071208e-02	2.495713416191e-01	2.929726892039e+00	2.185776907615e+09	2.342866078154e-01	1.753169525301e+00	-1.044983863211e+01	1.977405827288e+01	1.296095809660e+00	2.062194571115e+00	4.072025000000e+00	1.317338016346e+00
3.759660000000e-01	1.943439000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.526861572266e+01	1.714405000000e+00	0.000000000000e+00	8.487000000000e-01	5.618900000000e+00	4.106988000000e+00	2.691265000000e+00	1.332809000000e+00	-2.019129000000e+00	4.118751333236e-11	1.774282207696e+00	7.496513029910e-01	7.098815850760e+00	1.180015422959e+00	-1.160936871389e+01	9.969858369035e+00	-2.467796173285e-01	8.470555763053e+00	1-561039	1	-3.860452230031e+00	1.255497495650e+07	4.006515955149e+03	2.382897529587e+03	0	7.318164719662e+00	7957-6102	2.582710876465e+02	2.565660000000e-02	exploration	m1-n0	0	1.219810000000e+00	2.293452000000e-02	3.190245000000e-02	1.513615000000e+01	False	9.329500000003e+09	False	outer	1	243	1.131500627391e+00	4.051077060337e-02	1.151821115950e-01	1.056709458825e-02	1.225549054685e-01	1.184444206645e-01	2.466954071208e-02	2.495713416191e-01	6.357788875247e+00	5.227694051908e+09	5.603402167218e-01	1.774282207696e+00	-1.074409223192e+01	9.565981297637e+00	9.807295274516e-01	1.819898471094e+00	4.072025000000e+00	2.723099480317e+00
4.787510000000e-01	1.362062000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.509315872192e+01	1.233359000000e+00	0.000000000000e+00	4.012000000000e-01	6.737560000000e+00	4.943211000000e+01	4.346167000000e+00	6.344102000000e+00	4.877340000000e+00	9.856446610448e-12	1.484097125877e+00	8.285026457351e-01	6.398919309300e+00	1.172053002193e+00	-1.013547072529e+01	9.506515855808e+00	-2.434563888348e-01	7.849510564338e+00	1-595044	0	-3.510503959302e+00	2.505643668198e+06	3.445945869354e+03	1.903417505164e+03	1	7.431558962159e+00	7957-6104	2.582204284668e+02	2.549190000000e-02	exploration	m0-n0	0	1.224800000000e+00	2.349877000000e-01	4.346816000000e-01	1.486117000000e+01	False	3.210079999996e+09	False	inner	0	166	5.338786472195e-01	4.279830092050e-02	2.410994876084e-02	1.443447886458e-02	5.119900751991e-02	1.162781063571e-01	1.178973814159e-01	2.380792171328e-01	3.597039418360e+00	7.772828654462e+08	2.421381602474e-01	1.484097125877e+00	-1.107710149055e+01	8.667729522207e+00	9.379053506351e-01	1.651304762418e+00	1.666795000000e+00	1.342577650608e+00
4.787510000000e-01	1.362062000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.509315872192e+01	1.233359000000e+00	0.000000000000e+00	4.012000000000e-01	6.737560000000e+00	4.943211000000e+01	4.346167000000e+00	6.344102000000e+00	4.877340000000e+00	9.856446610448e-12	1.502961773890e+00	8.285026457351e-01	6.398919309300e+00	1.172053002193e+00	-1.013547072529e+01	9.506515855808e+00	-2.434563888348e-01	7.849510564338e+00	1-595044	0	-3.510503959302e+00	2.505643668198e+06	3.445945869354e+03	1.903417505164e+03	1	7.431558962159e+00	7957-6104	2.582204284668e+02	2.549190000000e-02	exploration	m0-n0	0	1.224800000000e+00	2.349877000000e-01	4.346816000000e-01	1.486117000000e+01	False	3.210079999996e+09	False	outer	1	435	1.139069230416e+00	1.742986901336e-01	5.034576181945e-02	5.792854240234e-02	1.904480116471e-01	1.162781063571e-01	1.178973814159e-01	2.380792171328e-01	7.674547284079e+00	1.808905833387e+09	5.635080226627e-01	1.502961773890e+00	-1.136847976363e+01	4.242896418926e+00	6.276624295423e-01	1.588176683350e+00	1.666795000000e+00	2.742725437775e+00
7.626040000000e-01	1.443014000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.544551467896e+01	1.287009000000e+00	0.000000000000e+00	5.281000000000e-01	7.288080000000e+00	2.423617000000e+01	3.971132000000e+00	5.467740000000e+00	4.003093000000e+00	1.725568256869e-11	1.653519040883e+00	8.626131311669e-01	6.608020593058e+00	9.860855444482e-01	-1.055702591880e+01	9.817948595861e+00	-4.248941705507e-01	8.092722333528e+00	1-547185	1	-3.615054601180e+00	4.055277640112e+06	4.199591658893e+03	3.169323383171e+03	1	7.224676863985e+00	7957-9102	2.581035766602e+02	2.565410000000e-02	exploration	m1-n1	1	1.954700000000e+00	1.823571000000e-01	3.491503000000e-01	9.684686000000e+00	False	6.575799999993e+09	False	inner	0	299	4.998169609991e-01	6.773417090623e-03	3.608129227340e-02	2.688956435846e-02	4.550590623853e-02	1.058983460983e-01	2.095518521211e-02	2.987915427659e-01	3.642705997118e+00	1.717520177288e+09	2.611880192966e-01	1.653519040883e+00	-1.074373658419e+01	1.264294771716e+01	1.101848341988e+00	2.288427224117e+00	1.935045000000e+00	1.170973492232e+00
7.626040000000e-01	1.443014000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.544551467896e+01	1.287009000000e+00	0.000000000000e+00	5.281000000000e-01	7.288080000000e+00	2.423617000000e+01	3.971132000000e+00	5.467740000000e+00	4.003093000000e+00	1.725568256869e-11	1.637383175884e+00	8.626131311669e-01	6.608020593058e+00	9.860855444482e-01	-1.055702591880e+01	9.817948595861e+00	-4.248941705507e-01	8.092722333528e+00	1-547185	1	-3.615054601180e+00	4.055277640112e+06	4.199591658893e+03	3.169323383171e+03	1	7.224676863985e+00	7957-9102	2.581035766602e+02	2.565410000000e-02	exploration	m1-n1	1	1.954700000000e+00	1.823571000000e-01	3.491503000000e-01	9.684686000000e+00	False	6.575799999993e+09	False	outer	1	824	1.128140254316e+00	3.665909237025e-02	5.975993128599e-02	4.924729386160e-02	8.567633508389e-02	1.058983460983e-01	2.095518521211e-02	2.987915427659e-01	8.221976424672e+00	3.599003129145e+09	5.473103088824e-01	1.637383175884e+00	-1.112956042062e+01	5.397098826945e+00	7.321603705580e-01	2.086418066344e+00	1.935045000000e+00	2.743058282824e+00
5.970740000000e-01	2.021704000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.018426179886e+00	1.786947000000e+00	0.000000000000e+00	7.842000000000e-01	4.744070000000e+00	2.534427000000e+00	2.333531000000e+00	-5.368589000000e-01	-4.789097000000e+00	8.510920587104e-11	1.901408338098e+00	6.761510885327e-01	7.487527030959e+00	7.456755924774e-01	-1.170386052004e+01	1.013806890586e+01	-6.847774102973e-01	8.785766728790e+00	1-179223	1	-4.054807820129e+00	3.072748610521e+07	4.822831825275e+02	3.890286049426e+02	0	7.344309772937e+00	7963-6103	3.145772399902e+02	4.701560000000e-02	exploration	m1-n1	1	1.795840000000e+00	2.717743000000e-02	4.184716000000e-02	5.567697000000e+00	False	1.374260000015e+10	False	inner	0	101	5.126134733137e-01	5.691835078744e-03	1.054615385343e-02	6.096317801591e-03	1.344557318978e-02	1.042458264452e-01	8.898253973245e-03	2.655783578097e-01	2.431874200343e+00	3.590851348210e+09	2.612934487049e-01	1.901408338098e+00	-1.007247497437e+01	3.351356702975e+01	1.525220654600e+00	2.018110377352e+00	4.434735000000e+00	1.215984307252e+00
5.970740000000e-01	2.021704000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.018426179886e+00	1.786947000000e+00	0.000000000000e+00	7.842000000000e-01	4.744070000000e+00	2.534427000000e+00	2.333531000000e+00	-5.368589000000e-01	-4.789097000000e+00	8.510920587104e-11	1.891487076480e+00	6.761510885327e-01	7.487527030959e+00	7.456755924774e-01	-1.170386052004e+01	1.013806890586e+01	-6.847774102973e-01	8.785766728790e+00	1-179223	1	-4.054807820129e+00	3.072748610521e+07	4.822831825275e+02	3.890286049426e+02	0	7.344309772937e+00	7963-6103	3.145772399902e+02	4.701560000000e-02	exploration	m1-n1	1	1.795840000000e+00	2.717743000000e-02	4.184716000000e-02	5.567697000000e+00	False	1.374260000015e+10	False	outer	1	275	1.127101699857e+00	1.314790874833e-02	3.332351184190e-02	9.329755887365e-03	3.701848579899e-02	1.042458264452e-01	8.898253973245e-03	2.655783578097e-01	5.347049361239e+00	7.542720093666e+09	5.488568461270e-01	1.891487076480e+00	-1.043449058557e+01	1.489794288689e+01	1.173126305020e+00	1.931575764133e+00	4.434735000000e+00	2.735409304333e+00
3.553210000000e-01	1.543725000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.219425773621e+01	1.357034000000e+00	0.000000000000e+00	6.401000000000e-01	7.546840000000e+00	3.177490000000e+01	4.105646000000e+00	5.260149000000e+00	3.955151000000e+00	1.625834981170e-11	1.602166628234e+00	8.777651426436e-01	6.567012902107e+00	1.169109601624e+00	-1.066498792507e+01	9.822396939340e+00	-4.717416646891e-01	8.066866654053e+00	1-114500	1	-3.594550755705e+00	3.689885603928e+06	4.786177441539e+03	2.745395187558e+03	2	7.199724675030e+00	7975-9102	3.245486755371e+02	2.208490000000e-02	exploration	m1-n0	0	1.009520000000e+00	1.436842000000e-01	2.472883000000e-01	1.476079000000e+01	False	6.643499999993e+09	False	inner	0	154	5.282279279924e-01	5.201742602210e-02	2.766763266779e-02	1.119401033239e-02	5.997179649407e-02	1.351078391944e-01	8.996424867010e-03	2.245379481005e-01	3.986451656090e+00	1.483745461464e+09	2.233379184866e-01	1.602166628234e+00	-1.088560379050e+01	1.026439953512e+01	1.011333548328e+00	1.550794081311e+00	2.285170000000e+00	1.375808575417e+00
3.553210000000e-01	1.543725000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.219425773621e+01	1.357034000000e+00	0.000000000000e+00	6.401000000000e-01	7.546840000000e+00	3.177490000000e+01	4.105646000000e+00	5.260149000000e+00	3.955151000000e+00	1.625834981170e-11	1.638533560235e+00	8.777651426436e-01	6.567012902107e+00	1.169109601624e+00	-1.066498792507e+01	9.822396939340e+00	-4.717416646891e-01	8.066866654053e+00	1-114500	1	-3.594550755705e+00	3.689885603928e+06	4.786177441539e+03	2.745395187558e+03	2	7.199724675030e+00	7975-9102	3.245486755371e+02	2.208490000000e-02	exploration	m1-n0	0	1.009520000000e+00	1.436842000000e-01	2.472883000000e-01	1.476079000000e+01	False	6.643499999993e+09	False	outer	1	411	1.134542002793e+00	2.344399859779e-02	4.294954492183e-02	6.344060307877e-02	8.011862828484e-02	1.351078391944e-01	8.996424867010e-03	2.245379481005e-01	8.562206968356e+00	3.767840303296e+09	5.671468809062e-01	1.638533560235e+00	-1.114486914628e+01	5.196384283206e+00	7.157012605505e-01	2.308059208836e+00	2.285170000000e+00	2.717629823408e+00
3.796740000000e-01	1.696565000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.717349624634e+01	1.457688000000e+00	0.000000000000e+00	6.732000000000e-01	6.973770000000e+00	9.209421000000e+00	3.454848000000e+00	3.702478000000e+00	1.493657000000e+00	1.727277317026e-11	1.594617555003e+00	8.434676199287e-01	6.627596031114e+00	9.298198243493e-01	-1.122435586852e+01	9.780087500203e+00	-6.128617457333e-01	8.093152260346e+00	1-23914	1	-3.624842320209e+00	4.242247780437e+06	5.200135798969e+03	9.626784065388e+02	3	7.272325678671e+00	7990-9101	2.597554931641e+02	2.800840000000e-02	exploration	m1-n0	0	9.831970000000e-01	3.595271000000e-02	6.494063000000e-02	8.507850000000e+00	False	6.026809999997e+09	False	inner	0	134	5.203095191408e-01	1.833273560669e-02	4.694750459573e-02	9.298143611610e-03	5.125049128753e-02	1.111935031838e-01	8.741337780915e-03	2.177084359641e-01	3.628518915299e+00	1.304380046644e+09	2.164295948677e-01	1.594617555003e+00	-1.085984482660e+01	1.108259813130e+01	1.044641585466e+00	1.878857766379e+00	2.788440000000e+00	1.366285752090e+00
3.796740000000e-01	1.696565000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.717349624634e+01	1.457688000000e+00	0.000000000000e+00	6.732000000000e-01	6.973770000000e+00	9.209421000000e+00	3.454848000000e+00	3.702478000000e+00	1.493657000000e+00	1.727277317026e-11	1.634969177011e+00	8.434676199287e-01	6.627596031114e+00	9.298198243493e-01	-1.122435586852e+01	9.780087500203e+00	-6.128617457333e-01	8.093152260346e+00	1-23914	1	-3.624842320209e+00	4.242247780437e+06	5.200135798969e+03	9.626784065388e+02	3	7.272325678671e+00	7990-9101	2.597554931641e+02	2.800840000000e-02	exploration	m1-n0	0	9.831970000000e-01	3.595271000000e-02	6.494063000000e-02	8.507850000000e+00	False	6.026809999997e+09	False	outer	1	375	1.113560671023e+00	1.021182224509e-02	5.949912952804e-02	3.095813738750e-02	6.784418912967e-02	1.111935031838e-01	8.741337780915e-03	2.177084359641e-01	7.765716000757e+00	3.361704250718e+09	5.577916427960e-01	1.634969177011e+00	-1.110959369516e+01	5.682521595893e+00	7.545410948958e-01	2.206084263952e+00	2.788440000000e+00	2.664661395020e+00
6.449720000000e-01	1.407425000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	6.372801971436e+01	1.276842000000e+00	0.000000000000e+00	4.644000000000e-01	3.364650000000e+00	2.610518000000e+01	4.188198000000e+00	5.999819000000e+00	3.717290000000e+00	1.295891466628e-11	1.387915530520e+00	5.269398944220e-01	6.819330316880e+00	1.188834868453e+00	-1.066703869667e+01	9.022238609448e+00	-1.993948769237e-01	7.968358820603e+00	1-22438	0	-3.720709463091e+00	6.596754422302e+06	4.421424087634e+03	2.628073425016e+03	0	8.126041712309e+00	7992-1901	2.551095428467e+02	1.638300000000e-02	exploration	m0-n0	0	1.156910000000e+00	2.265687000000e-02	3.867795000000e-02	1.544667000000e+01	False	1.052540000001e+09	False	inner	0	56	5.293280818540e-01	5.277994352610e-02	6.557814301917e-02	9.523268913372e-03	8.471663314401e-02	9.410634931121e-02	1.043078112669e-01	2.266771204533e-01	1.781003730610e+00	2.471357281990e+08	2.347993693339e-01	1.387915530520e+00	-1.096418431335e+01	1.402827022957e+01	1.147004123197e+00	1.661743696275e+00	1.884210000000e+00	1.346003361822e+00
6.449720000000e-01	1.407425000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	6.372801971436e+01	1.276842000000e+00	0.000000000000e+00	4.644000000000e-01	3.364650000000e+00	2.610518000000e+01	4.188198000000e+00	5.999819000000e+00	3.717290000000e+00	1.295891466628e-11	1.412762124666e+00	5.269398944220e-01	6.819330316880e+00	1.188834868453e+00	-1.066703869667e+01	9.022238609448e+00	-1.993948769237e-01	7.968358820603e+00	1-22438	0	-3.720709463091e+00	6.596754422302e+06	4.421424087634e+03	2.628073425016e+03	0	8.126041712309e+00	7992-1901	2.551095428467e+02	1.638300000000e-02	exploration	m0-n0	0	1.156910000000e+00	2.265687000000e-02	3.867795000000e-02	1.544667000000e+01	False	1.052540000001e+09	False	outer	1	143	1.111487341777e+00	1.546663689987e-01	2.116875405397e-02	2.843722618208e-02	1.586772752488e-01	9.410634931121e-02	1.043078112669e-01	2.266771204533e-01	3.739765884511e+00	5.818463444669e+08	5.528021210275e-01	1.412762124666e+00	-1.123667071139e+01	7.074098961843e+00	8.496711310062e-01	1.382054677055e+00	1.884210000000e+00	2.669187834577e+00
6.132960000000e-01	1.278577000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.794760346413e-01	1.166155000000e+00	0.000000000000e+00	2.434000000000e-01	3.970770000000e+00	7.084209000000e+01	4.814911000000e+00	6.982129000000e+00	5.642198000000e+00	2.161871062909e-11	1.543829269745e+00	5.988747320340e-01	6.969656637642e+00	1.367638027599e+00	-9.843211076259e+00	9.388369443046e+00	-8.283659924052e-02	8.190619978978e+00	1-37974	0	-3.795872623472e+00	9.325167419068e+06	3.043030052490e+03	5.728093345434e+02	0	7.835074039092e+00	8080-3703	4.908840560913e+01	2.902280000000e-02	exploration	m0-n0	0	1.284820000000e+00	3.508798000000e-01	6.210354000000e-01	2.331514000000e+01	False	2.445510000000e+09	False	inner	0	68	5.384277332628e-01	5.759617461717e-02	1.254790589945e-02	8.172533437246e-03	5.951100382094e-02	1.665821445744e-01	8.144425456477e-02	2.176250349479e-01	2.137972690408e+00	6.082755193574e+08	2.487315608431e-01	1.543829269745e+00	-1.073169415914e+01	1.673325919251e+01	1.223580538181e+00	1.368925203929e+00	1.330775000000e+00	1.341630398788e+00
6.132960000000e-01	1.278577000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.794760346413e-01	1.166155000000e+00	0.000000000000e+00	2.434000000000e-01	3.970770000000e+00	7.084209000000e+01	4.814911000000e+00	6.982129000000e+00	5.642198000000e+00	2.161871062909e-11	1.559042269499e+00	5.988747320340e-01	6.969656637642e+00	1.367638027599e+00	-9.843211076259e+00	9.388369443046e+00	-8.283659924052e-02	8.190619978978e+00	1-37974	0	-3.795872623472e+00	9.325167419068e+06	3.043030052490e+03	5.728093345434e+02	0	7.835074039092e+00	8080-3703	4.908840560913e+01	2.902280000000e-02	exploration	m0-n0	0	1.284820000000e+00	3.508798000000e-01	6.210354000000e-01	2.331514000000e+01	False	2.445510000000e+09	False	outer	1	194	1.105512868841e+00	1.140424155427e-01	2.930512442436e-02	3.586466068437e-02	1.230883290420e-01	1.665821445744e-01	8.144425456477e-02	2.176250349479e-01	4.389737334210e+00	1.339561690128e+09	5.477637344062e-01	1.559042269499e+00	-1.101370454065e+01	8.440285881884e+00	9.263571569126e-01	1.563769907550e+00	1.330775000000e+00	2.659844644795e+00
5.291550000000e-01	1.412176000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.236322283745e-01	1.275328000000e+00	0.000000000000e+00	5.046000000000e-01	4.400280000000e+00	3.579235000000e+01	3.965601000000e+00	5.512573000000e+00	4.018544000000e+00	2.116725103279e-11	1.551249782911e+00	6.434803125284e-01	6.915885729046e+00	1.125319879866e+00	-1.049866007544e+01	9.468415275934e+00	-3.493495488019e-01	8.181454650877e+00	1-109356	0	-3.768987169174e+00	8.239212974762e+06	5.415533321882e+02	5.101103232299e+02	3	7.728142751906e+00	8081-3703	5.007384109497e+01	2.417820000000e-02	exploration	m0-n0	0	1.104940000000e+00	9.327284000000e-02	1.542588000000e-01	1.334504000000e+01	False	2.940459999999e+09	False	inner	0	74	5.416271921516e-01	9.207756193091e-02	2.685772640092e-02	1.171412388044e-02	9.662730244012e-02	2.571232730851e-01	1.565490835075e-01	2.412604478942e-01	2.383311301081e+00	7.016491177177e+08	2.386188275705e-01	1.551249782911e+00	-1.076403175171e+01	1.526941618500e+01	1.183822432441e+00	1.384892463811e+00	1.876640000000e+00	1.381992039498e+00
5.291550000000e-01	1.412176000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.236322283745e-01	1.275328000000e+00	0.000000000000e+00	5.046000000000e-01	4.400280000000e+00	3.579235000000e+01	3.965601000000e+00	5.512573000000e+00	4.018544000000e+00	2.116725103279e-11	1.577990727117e+00	6.434803125284e-01	6.915885729046e+00	1.125319879866e+00	-1.049866007544e+01	9.468415275934e+00	-3.493495488019e-01	8.181454650877e+00	1-109356	0	-3.768987169174e+00	8.239212974762e+06	5.415533321882e+02	5.101103232299e+02	3	7.728142751906e+00	8081-3703	5.007384109497e+01	2.417820000000e-02	exploration	m0-n0	0	1.104940000000e+00	9.327284000000e-02	1.542588000000e-01	1.334504000000e+01	False	2.940459999999e+09	False	outer	1	204	1.113077541909e+00	2.227654855486e-01	2.449694198298e-02	2.186870845460e-02	2.251728272410e-01	2.571232730851e-01	1.565490835075e-01	2.412604478942e-01	4.897852846110e+00	1.630898120902e+09	5.546404715257e-01	1.577990727117e+00	-1.102337482378e+01	7.902025306084e+00	8.977384161674e-01	1.253535729495e+00	1.876640000000e+00	2.670481401672e+00
