galaxy,dx_p1_pixel,dy_p1_pixel,zero_shift_validation_rms_percent,corrected_validation_rms_percent,reversed_validation_rms_percent,split_shift_difference_p1_pixels,first_relative_pass,reverse_relative_pass,prior_absolute_footprint_pass,first_maximum_quadrant_relative_rms_percent
NGC2903,-3.035507342756987,-1.1709489188916855,21.515317844465322,0.7238065980709346,0.7967238579191716,0.05385113453121962,True,True,True,0.958473443538131
NGC2976,-0.452944685177955,-1.6613290185976672,75.97348948030695,4.261875026410399,3.5568627463048825,0.11350602101429216,True,True,True,4.679866993105025
NGC3198,-1.7752774872707366,-1.536706190906347,26.923948139583594,1.488812208783355,1.7130037183389364,0.10063316924513876,True,True,True,1.9531981961767986
NGC3521,-3.5194259779451453,-2.009737807881067,16.268253109337948,0.5799528898359658,0.8210780585057538,0.07546249183779177,True,True,True,1.2873246750330907
NGC4214,-1.7409857487108134,-1.5543394219969606,26.89233202745856,4.40205287336254,2.8628081717866385,0.1514995382239836,True,True,False,9.110044245641754
