family_id,best_coefficient,delta_2_log_likelihood,target_free_null_max_threshold,exceeds_target_free_threshold,interpretation_status
PHASE_INVERSE_FREQUENCY,-0.5,2.829506918018751,0.9425235803207102,True,EXPLORATORY_SHAPE_EXCESS_GR_CONTROL_PASSED
PHASE_CUBIC_FREQUENCY,0.5,3.7305545804281905,2.354275413703874,True,EXPLORATORY_SHAPE_EXCESS_GR_CONTROL_PASSED
ATTENUATION_LINEAR_FREQUENCY,0.30000000000000004,10.380868065329196,3.1393653139638786,True,EXPLORATORY_SHAPE_EXCESS_GR_CONTROL_PASSED
