name,survey,indicator,ra,dec,z_helio,z_cmb,z_hd,mu,sigma_mu,sigma_mu_column,dl_mpc,is_calibrator,n_lightcurves,pantheon_row,cap,r_end_mpch,D_comov_indep_mpc,I_q_VoidFinder,I_q_VIDE,I_q_REVOLVER,I_q_ZOBOV_ellipsoid,I_q_SDSS_VoidFinder,I_T_VoidFinder,I_T_VIDE,I_T_REVOLVER,I_T_ZOBOV_ellipsoid,I_q_den,I_T_den,I_g,path_covered_frac,mean_delta_los,odd_parity_voids
PGC21943,Cosmicflows-4,CF4group,117.5703,27.8569,0.027699162465254546,0.02831959168232311,0.02831959168232311,35.07,0.47,0.47,103.3,0,1,-1,NGC,84.32897245978612,100.51579661912244,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.1980859279715355,-1.1768884775900494e-08,5.88033009525341e-06,0.6166326765667303,0.3517249013119741,0
PGC21976,Cosmicflows-4,CF4group,117.7335,23.896,0.007088237022960731,0.007745358290501091,0.007745358290501091,32.735,0.5,0.5,35.2,0,1,-1,NGC,23.17744784820442,34.9522501663352,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PGC22037,Cosmicflows-4,CF4group,117.8781,23.2843,0.04521794874506149,0.04588174129450582,0.04588174129450582,36.381,0.162,0.162,188.9,0,1,-1,NGC,136.0465586455223,180.72785702427169,0.0,0.0,0.0,0.8591609596649334,31.761182071635687,0.0,0.0,0.0,0.0,16.197883212908053,-1.381192670845818e-07,1.4860162256602633e-05,0.7203416313921254,0.10997746302813524,0
PGC22040,Cosmicflows-4,CF4group,118.1009,27.4336,0.026661778129188296,0.027295549910064783,0.027295549910064783,35.815,0.4,0.4,145.5,0,1,-1,NGC,81.29961975798072,141.72145403633724,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.154189363004116,-1.1121354810587832e-08,5.3077520101976556e-06,0.6150090264732362,0.3256040051318438,0
PGC22120,Cosmicflows-4,CF4group,118.4952,28.0502,0.059737993809037056,0.06037176558991354,0.06037176558991354,37.197,0.194,0.194,275.0,0,1,-1,NGC,178.38077446925666,259.4981038771311,0.0,0.0,0.0,0.8827156578434483,,0.0,0.0,0.0,0.0,24.714263322836807,-2.3593113767159616e-07,2.581166534384479e-05,0.7848379424102597,0.0436518065525193,0
PGC22139,Cosmicflows-4,CF4group,118.614,28.1247,0.022535590271587153,0.023169362052463643,0.023169362052463643,34.455,0.44,0.44,77.8,0,1,-1,NGC,69.07813566671193,76.08537124789582,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.8207725120419487,-7.613298207787782e-09,3.2357983893789464e-06,0.43429081735419073,0.307240161853412,0
PGC22149,Cosmicflows-4,CF4group,118.6279,25.8159,0.06046849917752101,0.06112228480410938,0.06112228480410938,36.92,0.45,0.45,242.1,0,1,-1,NGC,180.5651748035332,228.2953243663231,0.0,0.0,0.0,0.9595432688832091,,0.0,0.0,0.0,0.0,30.025117617423835,-3.2724358248443e-07,2.7350170368775444e-05,0.7974959742745603,0.03634477041238358,0
PGC22188,Cosmicflows-4,CF4group,118.846,26.746,0.015780917343824575,0.01643136732946097,0.01643136732946097,33.725,0.4,0.4,55.6,0,1,-1,NGC,49.06818056343875,54.73621235707891,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.07636049759624217,-3.0716549045980515e-10,1.1518193858756462e-06,0.3260768957861417,0.4929933405548011,0
PGC22194,Cosmicflows-4,CF4group,118.8856,27.7361,0.07402120836542192,0.07466165142820237,0.07466165142820237,38.01,0.52,0.52,399.9,0,1,-1,NGC,219.83042475100862,372.3390161062249,0.0,0.0,0.0,14.973824388968325,,0.0,0.0,0.0,-5.6366743261798454e-08,26.23620053723328,-2.673843199106861e-07,3.42910563276486e-05,0.8188129564134599,0.18507659025171336,0
PGC22222,Cosmicflows-4,CF4group,119.0394,27.4282,0.02662842171966848,0.027275536064352894,0.027275536064352894,34.905,0.49,0.49,95.7,0,1,-1,NGC,81.2403991480969,93.21775822229465,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.8246417916165041,-7.46346591948087e-09,4.329004764641253e-06,0.5169841660112507,0.35488591851177265,0
PGC22263,Cosmicflows-4,CF4group,119.2104,28.3758,0.02163496721455214,0.022275410277332593,0.022275410277332593,35.115,0.44,0.44,105.4,0,1,-1,NGC,66.42709164982716,103.16796447107619,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.6743867852567013,-6.1602228031692616e-09,2.5093056460559755e-06,0.3612983709495649,0.36087236056391586,0
PGC22324,Cosmicflows-4,CF4group,119.3973,10.6485,0.046168606416376226,0.04693913947628396,0.04693913947628396,36.211,0.2,0.2,174.7,0,1,-1,NGC,139.1461827140323,166.9902909803711,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.797974589333469,-7.022917957406742e-08,1.174049650684098e-05,0.7042952820445365,-0.024469993464896225,0
PGC22326,Cosmicflows-4,CF4group,119.5205,26.5706,0.015217194022939697,0.01587765093143204,0.01587765093143204,34.185,0.55,0.55,68.7,0,1,-1,NGC,47.420909232225995,67.6702486960122,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.08146027813139292,-3.115589080117881e-10,8.616056033029318e-07,0.2952284177310959,0.442918580447317,0
PGC22343,Cosmicflows-4,CF4group,119.552,25.0428,0.015724211447640888,0.016398010919941156,0.016398010919941156,34.895,0.41,0.41,95.3,0,1,-1,NGC,48.968959752690054,93.82468087885348,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.154915404277978e-07,0.2042109950977805,0.5750098889023476,0
PGC22359,Cosmicflows-4,CF4group,119.6639,7.9875,0.03293945440081752,0.033726665665485156,0.033726665665485156,35.45,0.263,0.263,123.0,0,1,-1,NGC,100.29932785177314,119.07764726766996,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.07027196708032,-6.217545770167537e-08,7.961453064210393e-06,0.6181497057649916,-0.1047493037319503,0
PGC22374,Cosmicflows-4,CF4group,119.762,24.1605,0.015974384519039504,0.016658190914195715,0.016658190914195715,34.205,0.41,0.41,69.3,0,1,-1,NGC,49.74283987267487,68.2103811434247,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.570382087304649e-07,0.24124075003992554,0.5427945983724388,0
PGC22383,Cosmicflows-4,CF4group,119.8218,24.452,0.01943677982719632,0.02012058622235253,0.02012058622235253,34.645,0.42,0.42,84.9,0,1,-1,NGC,60.032179882868455,83.28128009506516,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.11277269843797093,-9.33910795172403e-10,2.0689559772611588e-06,0.3331546520386719,0.3955186480061672,0
PGC22397,Cosmicflows-4,CF4group,119.7093,27.0993,0.022212033099244945,0.022869154366785306,0.022869154366785306,35.08,0.45,0.45,103.8,0,1,-1,NGC,68.18798751047815,101.544490417794,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.7718935896683933,-6.677202525833018e-09,2.595237488623951e-06,0.3812988320854123,0.3134168889876991,0
PGC22416,Cosmicflows-4,CF4group,119.9774,24.0112,0.04702586614103548,0.047716343818095655,0.047716343818095655,36.81,0.45,0.45,230.1,0,1,-1,NGC,141.4234213198279,219.76534433486984,0.0,0.0,0.0,0.8592127548656947,,0.0,0.0,0.0,0.0,13.589896258093578,-1.0069320840536989e-07,1.3882838273217944e-05,0.6363868103322556,0.11677114270189484,0
PGC22448,Cosmicflows-4,CF4group,120.1163,7.8157,0.013552709187900918,0.01434659173447252,0.01434659173447252,34.215,0.46,0.46,69.7,0,1,-1,NGC,42.86382445522214,68.76800719702722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21972007894328038,-1.9127783819145293e-10,3.211794599764999e-07,0.09331878456572665,-0.03613294703010335,0
PGC22511,Cosmicflows-4,CF4group,120.4145,10.7326,0.016194536821870283,0.01698174808653792,0.01698174808653792,34.435,0.46,0.46,77.1,0,1,-1,NGC,50.70509424023714,75.8712994473763,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.524319713293359e-07,0.15777507408026042,0.06009608887949698,0
PGC22542,Cosmicflows-4,CF4group,120.534,7.673,0.03336641644267115,0.0341703059120987,0.0341703059120987,35.645,0.41,0.41,134.6,0,1,-1,NGC,101.60779574413564,130.25389431887666,0.0,0.0,0.0,0.0,19.65554570427161,0.0,0.0,0.0,0.0,12.033714382848153,-7.566875440413857e-08,8.61351762899306e-06,0.629872929840561,-0.08119099427300171,0
PGC22555,Cosmicflows-4,CF4group,120.5592,9.3083,0.014756875571566247,0.01555075811813785,0.01555075811813785,34.212,0.073,0.073,69.6,0,1,-1,NGC,46.44821806205618,68.58785752084457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.672337234410707e-07,0.12917610729401555,0.05625854729681958,0
PGC22610,Cosmicflows-4,CF4group,120.8402,8.2061,0.05155566655382638,0.05235955602325393,0.05235955602325393,36.233,0.278,0.278,176.4,0,1,-1,NGC,155.00994445229838,167.75146158272406,0.0,0.0,0.0,0.02259319510025648,29.75025803757562,0.0,0.0,0.0,0.0,18.488911755088772,-1.2300196305766738e-07,1.5347580185563798e-05,0.7612414830347382,-0.04317317652570442,0
PGC22621,Cosmicflows-4,CF4group,121.0935,10.2916,0.034353766164457684,0.03515098435198127,0.03515098435198127,35.549,0.248,0.248,128.8,0,1,-1,NGC,104.49919116315377,124.52219367616377,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.203815891769478,-5.931411673911707e-08,8.156135411237962e-06,0.6124449317514554,-0.10948649855567336,0
PGC22630,Cosmicflows-4,CF4group,120.9591,10.5484,0.015360626583874902,0.016154509130446505,0.016154509130446505,33.415,0.41,0.41,48.2,0,1,-1,NGC,48.2445996677403,47.47081848364188,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.123493435997108e-07,0.1243662511726057,0.07044750407839956,0
PGC22646,Cosmicflows-4,CF4group,121.0258,9.8144,0.03412694257972294,0.034927496408198505,0.034927496408198505,35.815,0.53,0.53,145.5,0,1,-1,NGC,103.8403897615427,140.69839398733498,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.002389902820207,-6.419726192622131e-08,8.271753210704544e-06,0.616330506337356,-0.10655745472288208,0
PGC22655,Cosmicflows-4,CF4group,121.0627,8.732,0.015690855038121072,0.016498080148500602,0.016498080148500602,33.735,0.53,0.53,55.8,0,1,-1,NGC,49.26661740483746,54.93797617967693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2651315280318209,1.595770080489023e-10,1.2248170619573082e-06,0.24357263867727455,0.011969542530286897,0
PGC22722,Cosmicflows-4,CF4group,121.4195,10.7075,0.03419365539876257,0.034994209227238136,0.034994209227238136,35.345,0.44,0.44,117.2,0,1,-1,NGC,104.03705443464644,113.32500386961883,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.343121246371117,-5.677253440412532e-08,7.92581253916374e-06,0.595941516577124,-0.11512343914917221,0
PGC22728,Cosmicflows-4,CF4group,121.4405,7.5907,0.053266850362192905,0.054084082395428376,0.054084082395428376,36.946,0.271,0.271,245.0,0,1,-1,NGC,160.048110217153,232.60961827076437,0.0,0.0,0.0,2.8838553812901466,35.30846427512098,0.0,0.0,0.0,3.5851304108456645e-08,21.05239603419639,-1.4161117949081144e-07,1.7042104361551604e-05,0.7872632787044059,-0.06126794417925703,0
PGC22733,Cosmicflows-4,CF4group,121.4619,12.4799,0.03655528919276548,0.037345836098385106,0.037345836098385106,35.855,0.46,0.46,148.3,0,1,-1,NGC,110.9653806113934,143.07003354880482,0.0,0.0,0.0,0.0,32.95272611396928,0.0,0.0,0.0,0.0,11.672444250389383,-4.000184137603388e-08,7.521180721920922e-06,0.5226855410258002,-0.06433900138237432,0
PGC22747,Cosmicflows-4,CF4group,121.5468,12.5434,0.03618836868804752,0.036982251234619117,0.036982251234619117,35.777,0.322,0.322,143.0,0,1,-1,NGC,109.89471434159755,138.00579539515294,0.0,0.0,0.0,0.0,32.80075603480118,0.0,0.0,0.0,0.0,11.362456919275752,-3.999281168751629e-08,7.048651874297187e-06,0.49137941095279614,-0.06809804712258952,0
PGC22778,Cosmicflows-4,CF4group,121.7443,8.0038,0.015350619661018958,0.01617118733520641,0.01617118733520641,34.305,0.43,0.43,72.6,0,1,-1,NGC,48.29421608556108,71.5023939456874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63079727916555,-6.458876327210583e-10,1.2925853850835667e-06,0.2898897867023396,-0.015157173290311013,0
PGC22796,Cosmicflows-4,CF4group,121.822,8.8691,0.02960714908978798,0.03042438112302345,0.03042438112302345,35.555,0.39,0.39,129.1,0,1,-1,NGC,90.55069084165589,125.38762975191976,0.0,0.0,0.0,0.0,23.923106712065206,0.0,0.0,0.0,0.0,13.461909681446247,-8.247834820426205e-08,6.494855840175517e-06,0.5742639787357483,-0.24061864219407514,0
PGC22807,Cosmicflows-4,CF4group,121.8534,6.8632,0.01493700018297325,0.015764239139064665,0.015764239139064665,34.115,0.42,0.42,66.5,0,1,-1,NGC,47.083462239678724,65.52130820731864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7258196938579361,-5.144652713775839e-10,1.6880905883476098e-06,0.38229983828230096,-0.014606341039324781,0
PGC22841,Cosmicflows-4,CF4group,122.1954,8.8143,0.05249298166133319,0.05331688497647263,0.05331688497647263,37.307,0.223,0.223,289.3,0,1,-1,NGC,157.807293885395,274.8711915811043,0.0,0.0,0.0,1.8878551897896614,44.74755723711653,0.0,0.0,0.0,3.2559255977217086e-08,20.32469878516629,-1.3256543303105507e-07,1.5893787338438334e-05,0.7730948107417679,-0.06641082829132929,0
PGC22846,Cosmicflows-4,CF4group,122.1441,11.1421,0.03304285927032894,0.03385342002166045,0.03385342002166045,35.4,0.46,0.46,120.2,0,1,-1,NGC,100.67320477587734,116.35528857428152,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.288870302632555,-5.499448186686391e-08,7.32973204916779e-06,0.5761215223963704,-0.17720751086400105,0
PGC22905,Cosmicflows-4,CF4group,122.469,5.2793,0.05243961140610149,0.05328352856695281,0.05328352856695281,37.484,0.322,0.322,313.9,0,1,-1,NGC,157.7098476691299,298.25939331627495,0.0,0.0,0.0,3.821423531790444,,0.0,0.0,0.0,7.928587005116394e-08,30.34739694375824,-1.6159396750660103e-07,1.9496629172136876e-05,0.8242985578981455,-0.12416286344598097,0
PGC22950,Cosmicflows-4,CF4group,122.6801,5.1806,0.030210900102096632,0.03105815290389994,0.03105815290389994,35.136,0.279,0.279,106.5,0,1,-1,NGC,92.42285945961265,103.37689107098902,0.0,0.0,0.0,2.127183354691354,,0.0,0.0,0.0,3.907653549291526e-08,13.993965641076635,-1.1447741068158536e-07,8.580852694838269e-06,0.6924693779677635,-0.10149293480736502,0
PGC22965,Cosmicflows-4,CF4group,122.8627,8.9411,0.019556862901467655,0.020390773139463036,0.020390773139463036,34.625,0.41,0.41,84.1,0,1,-1,NGC,60.834383462055314,82.48681663587371,0.0,0.0,0.0,0.0,4.5028108212146805,0.0,0.0,0.0,0.0,3.6509865646893136,-8.236605116100079e-09,2.852558124991793e-06,0.39451373769522463,-0.13492281329521597,0
PGC23018,Cosmicflows-4,CF4group,123.1982,9.3866,0.02946038088790079,0.03029429112589617,0.03029429112589617,34.545,0.45,0.45,81.1,0,1,-1,NGC,90.16633206962963,78.77913662889283,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.113389691952207,-8.551935027994709e-08,6.683643195756261e-06,0.5767119367775075,-0.2576033915358123,0
PGC23147,Cosmicflows-4,CF4group,123.8711,8.3451,0.029954055748794055,0.030804644191549345,0.030804644191549345,35.415,0.4,0.4,121.1,0,1,-1,NGC,91.67406140617828,117.57806022906355,0.0,0.0,0.0,1.4832028063969318,,0.0,0.0,0.0,2.824542187557647e-08,14.776881064914075,-1.0210697275201672e-07,7.883667926925884e-06,0.6326762348078008,-0.20452680571594115,0
PGC23316,Cosmicflows-4,CF4group,124.791,3.7135,0.030174208051624837,0.03105815290389994,0.03105815290389994,36.8,0.48,0.48,229.1,0,1,-1,NGC,92.42285945961265,222.38957082151992,0.0,0.0,0.0,4.283718999790054,25.937342609269827,0.0,0.0,0.0,1.235101490490785e-07,15.412595903749203,-1.43987420966993e-07,9.252358170916707e-06,0.6924693779677635,-0.09655253129304107,0
PGC23447,Cosmicflows-4,CF4group,125.3666,3.1693,0.008952860315118402,0.009846812090249448,0.009846812090249448,33.615,0.4,0.4,52.8,0,1,-1,NGC,29.45119778593743,52.33148353780313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30872280535590707,-1.1953001978303485e-09,1.396103465524666e-07,0.06790895278816043,-0.15436140267795354,0
PGC23485,Cosmicflows-4,CF4group,125.6199,-1.0456,0.014967020951541083,0.01587765093143204,0.01587765093143204,32.905,0.39,0.39,38.1,0,1,-1,NGC,47.420909232225995,37.538165490619484,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.135846282513211,-4.062039314902661e-09,1.998022023326362e-06,0.37957939422569476,0.022964315577611357,0
PGC23495,Cosmicflows-4,CF4group,125.5729,4.2715,0.013876266360243125,0.014770218135374174,0.014770218135374174,33.409,0.252,0.252,48.1,0,1,-1,NGC,44.125052263111854,47.44168652125195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0162877551460094,-2.7478754688313014e-09,1.5319158272948084e-06,0.36260580281229166,-0.0293151666650382,0
PGC23528,Cosmicflows-4,CF4group,125.7537,4.2917,0.02937031858219729,0.030264270357328336,0.030264270357328336,35.899,0.202,0.202,151.3,0,1,-1,NGC,90.07763043190033,146.98306068159513,0.0,0.0,0.0,3.180245385894068,28.372715120568543,0.0,0.0,0.0,8.347362511025702e-08,15.929361457710712,-1.4902509069126892e-07,9.121626355448232e-06,0.6882951927434712,-0.13676039208642735,0
PGC23584,Cosmicflows-4,CF4group,125.8876,-2.0694,0.03331638182839143,0.034233683090186345,0.034233683090186345,36.029,0.378,0.378,160.6,0,1,-1,NGC,101.79469654354352,155.42190448565995,13.656087764214448,0.0,0.0,7.875538329297626,,-1.5144482938452025e-07,0.0,0.0,1.3166117269365573e-07,11.88734080562433,-1.0598186254257849e-07,1.0812675854405389e-05,0.7073060036010953,0.07046800660175474,0
PGC23616,Cosmicflows-4,CF4group,126.0677,-0.6099,0.016327962459949545,0.01724192808079248,0.01724192808079248,33.825,0.276,0.276,58.2,0,1,-1,NGC,51.47875721035554,57.26497956341873,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.1353017007330282,-4.201301859369949e-09,2.9692337847321825e-06,0.4662117211169217,0.040984482421671894,0
PGC23663,Cosmicflows-4,CF4group,126.5548,4.5953,0.028372961937554814,0.029276920635541808,0.029276920635541808,34.565,0.71,0.71,81.8,0,1,-1,NGC,87.15960927246536,79.54312591599144,6.4676690643419406,0.0,0.0,0.9999784230164295,29.708354084784602,-7.968633899928485e-08,0.0,0.0,3.469583732459457e-08,16.003510586174123,-1.489287846451964e-07,8.955926845668992e-06,0.6883922553213491,-0.17772081689153016,0
PGC23669,Cosmicflows-4,CF4group,126.5796,2.9256,0.03095141239343653,0.03186204237332749,0.03186204237332749,34.355,0.44,0.44,74.3,0,1,-1,NGC,94.79672539938753,72.06935177236586,11.745416026930371,0.0,0.0,8.20882114472407,27.243955042240167,-1.551874718253277e-07,0.0,0.0,1.692074118828508e-07,15.95248847524884,-1.6004757107396528e-07,1.0103968575762905e-05,0.6962265808437558,-0.0600660219312924,0
PGC23694,Cosmicflows-4,CF4group,126.7239,0.0267,0.055528414927636376,0.056452387471335255,0.056452387471335255,36.3,0.51,0.51,182.0,0,1,-1,NGC,166.96001066096787,172.42548606564736,17.99286248454566,5.123969532540514,5.123969532540514,34.1132494827382,31.5626101274258,-7.812016669039764e-08,4.1536011066675604e-08,4.1536011066675604e-08,1.4678693509830313e-07,16.956056105171932,-1.90322026689853e-07,3.205584873900735e-05,0.8265452275289165,0.2941993772957548,0
PGC23734,Cosmicflows-4,CF4group,126.9522,4.6556,0.029470387810756737,0.03038101779064769,0.03038101779064769,34.035,0.62,0.62,64.1,0,1,-1,NGC,90.42257396893467,62.26502554999497,8.141423406169245,0.0,0.0,3.511376371052151,30.16150146959751,-1.021829118843268e-07,0.0,0.0,8.487881960989856e-08,15.962631677237303,-1.4814708936582394e-07,9.415260251164464e-06,0.685669488034045,-0.14187745576473812,0
PGC23749,Cosmicflows-4,CF4group,126.9804,-1.5461,0.03837988479349938,0.03931052861910222,0.03931052861910222,34.85,0.67,0.67,93.3,0,1,-1,NGC,116.74760355125214,89.85150941994065,16.46295108909868,0.0,0.0,8.401015037050868,,-1.9706671929451993e-07,0.0,0.0,1.4399182721329448e-07,13.124897162061416,-1.2351908489150847e-07,1.4607669384215015e-05,0.7537627953225442,0.24528658226971586,0
PGC23816,Cosmicflows-4,CF4group,127.33,2.6447,0.01372949815835594,0.01465347070205482,0.01465347070205482,33.745,0.44,0.44,56.1,0,1,-1,NGC,43.77749536791082,55.34020673356844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.054640095952644,-3.866467750664038e-09,1.617936323225172e-06,0.36548459123881494,-0.01737167038731268,0
PGC23894,Cosmicflows-4,CF4group,127.837,-4.1737,0.03182868596380767,0.03277600799417042,0.03277600799417042,35.556,0.117,0.117,129.2,0,1,-1,NGC,97.49451262388011,125.21458431766433,16.921814238204853,0.0,0.0,8.105055879976874,,-1.6095892227311343e-07,0.0,0.0,1.253968916307202e-07,10.516656044633045,-8.762036112614353e-08,9.703522204632772e-06,0.6769611768266237,0.05673839483557153,0
PGC23904,Cosmicflows-4,CF4group,127.8715,-3.1621,0.03296947516938535,0.033916797199748105,0.033916797199748105,35.476,0.424,0.424,124.5,0,1,-1,NGC,100.86013455119414,120.52631078917855,17.961908838210086,0.0,0.0,8.415634385521031,,-1.7536571723725214e-07,0.0,0.0,1.360601144830635e-07,11.972943508801432,-1.051741471370274e-07,1.0487387303120581e-05,0.7138598448275375,0.08395600396611541,0
PGC23918,Cosmicflows-4,CF4group,127.887,-1.1978,0.030914720342964733,0.03185537109142352,0.03185537109142352,35.489,0.099,0.099,125.3,0,1,-1,NGC,94.77702909116095,121.54254617522116,18.151089587850997,0.0,0.0,6.556668101705483,,-2.0191687235203447e-07,0.0,0.0,1.2216831106135491e-07,13.755267331480097,-1.326504343302262e-07,1.0201035707412563e-05,0.6963712687862175,-0.014016032470281402,0
PGC23994,Cosmicflows-4,CF4group,128.6031,-2.2005,0.038009628647829426,0.038963621960096145,0.038963621960096145,36.112,0.385,0.385,166.9,0,1,-1,NGC,115.72703927138149,160.7884892333932,31.19444014523765,0.0,7.208266965685823,8.751666095535313,,-3.1193556188376587e-07,0.0,2.644789632084742e-08,1.4300809332629472e-07,12.954965973568312,-1.1862336360504624e-07,1.4107171938574197e-05,0.7604100178666008,0.2661573961823319,0
PGC23995,Cosmicflows-4,CF4group,128.3359,-3.5068,0.023266095640071108,0.02422008895233782,0.02422008895233782,35.135,0.45,0.45,106.4,0,1,-1,NGC,72.19263601747292,103.98077338177114,14.299201960621502,0.0,0.0,0.0,,-1.2520202378429424e-07,0.0,0.0,0.0,8.384321943997639,-6.630112993762935e-08,7.033236159695884e-06,0.6094804460298499,-0.1268263491195106,0
PGC24024,Cosmicflows-4,CF4group,128.3954,-4.6776,0.015867644008576095,0.016821637320842808,0.016821637320842808,34.445,0.43,0.43,77.4,0,1,-1,NGC,50.22894583934203,76.19102789275036,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.8559115902121839,-3.790519791797252e-09,2.23234840934579e-06,0.35835910348533384,0.07458218103826043,0
PGC24071,Cosmicflows-4,CF4group,128.639,-2.5469,0.01476021121251823,0.015714204524784944,0.015714204524784944,34.473,0.4,0.4,78.5,0,1,-1,NGC,46.93458272545102,77.35817696892333,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.2030077367528993,-5.667578270832088e-09,2.0116809586531313e-06,0.3835125179506329,0.017805025748063006,0
PGC24101,Cosmicflows-4,CF4group,128.7689,-2.9657,0.031882056219039376,0.03283938517225807,0.03283938517225807,35.6,0.52,0.52,131.8,0,1,-1,NGC,97.6815408461514,127.72777586901132,20.664681204358807,0.0,0.0,8.64908835726942,,-1.6236529899897605e-07,0.0,0.0,1.4050380193850556e-07,12.331907072585409,-1.0858143208143932e-07,1.0468611517305005e-05,0.716614412443085,0.05579795276701024,0
PGC24129,Cosmicflows-4,CF4group,128.9181,-1.8223,0.030674554194422065,0.03163188314764076,0.03163188314764076,35.307,0.453,0.453,115.2,0,1,-1,NGC,94.11716593228313,111.77146028412493,19.62255158061307,0.0,0.0,6.0429744349169425,,-1.9014232591639195e-07,0.0,0.0,1.1958856354668565e-07,13.250805064739694,-1.2278292059131494e-07,1.0290852056587548e-05,0.7012535847869314,-0.012578491804686374,0
PGC24152,Cosmicflows-4,CF4group,129.0117,1.7571,0.013299200475550324,0.014249858146865056,0.014249858146865056,33.533,0.31,0.31,50.9,0,1,-1,NGC,42.57579163294581,50.231955158073916,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.1071607650772888,-4.825477219121169e-09,1.4065205781271931e-06,0.32882535974190985,-0.040046379534472175,0
PGC24156,Cosmicflows-4,CF4group,128.9732,0.7072,0.013462646882197418,0.014413304553512151,0.014413304553512151,34.029,0.153,0.153,63.9,0,1,-1,NGC,43.06246000671116,63.051164437664355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1533150877584246,-5.241709659764198e-09,1.6991485803287646e-06,0.371553320398009,-0.011216887120137672,0
PGC24173,Cosmicflows-4,CF4group,129.1836,-7.1061,0.03733582917552916,0.038303165051603805,0.038303165051603805,36.122,0.359,0.359,167.6,0,1,-1,NGC,113.78356115042419,161.56773465851253,14.940980610130914,0.0,0.0,5.561680283940348,,-9.429415416201886e-08,0.0,0.0,5.068311830330714e-08,7.724320517239209,-4.866277972849957e-08,9.949708769759567e-06,0.667934798591217,0.09939980042025832,0
PGC24221,Cosmicflows-4,CF4group,129.2227,-3.3093,0.04013776757519364,0.0411017678103163,0.0411017678103163,35.75,0.254,0.254,141.3,0,1,-1,NGC,122.01447917062289,135.84738907174153,37.42317383096554,3.1194310885829566,13.40133641204119,8.63690010186069,,-3.340176108386835e-07,1.6579141371765888e-07,2.3430658513578815e-07,1.3666124144356589e-07,12.096140248942273,-1.0362852631143579e-07,1.5010093171314975e-05,0.7704003708326457,0.38072136434319664,0
PGC24330,Cosmicflows-4,CF4group,129.7714,-1.9812,0.03925048708196655,0.040221158598993174,0.040221158598993174,35.974,0.342,0.342,156.6,0,1,-1,NGC,119.42575701065243,150.68551994592312,42.293428451548124,0.8627787474848105,11.746119682691045,8.920942015314125,,-3.1876724553363256e-07,7.135683097235605e-08,1.3887071228944864e-07,1.3995684098978337e-07,12.949267102227758,-1.1734752397560014e-07,1.6250066174496064e-05,0.7703530821395075,0.28143502427912787,0
PGC24374,Cosmicflows-4,CF4group,130.0613,5.6353,0.006421108832564427,0.007371766503879161,0.007371766503879161,32.575,0.39,0.39,32.7,0,1,-1,NGC,22.061456534045245,32.491369381085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
