name,survey,indicator,ra,dec,z_helio,z_cmb,z_hd,mu,sigma_mu,sigma_mu_column,dl_mpc,is_calibrator,n_lightcurves,pantheon_row,r_end_mpch,I_q_SDSS_VoidFinder,expI_q_SDSS,sdI_q_SDSS,dI_q_SDSS
PGC1811357,Cosmicflows-4,CF4group,162.8031,27.5497,0.013712819953596031,0.014726854802998414,0.014726854802998414,34.415,0.63,0.63,76.4,0,1,-1,43.995961965970515,27.62598958075534,18.368442680712132,11.107399198140174,9.25754690004321
PGC1811422,Cosmicflows-4,CF4group,119.1844,27.5518,0.09614317915896337,0.09679029350364779,0.09679029350364779,38.04,0.48,0.48,405.5,0,1,-1,283.4262851083532,122.68096930123049,164.1704559691339,32.614011251272345,-41.48948666790342
PGC1811497,Cosmicflows-4,CF4group,172.3006,27.5538,0.07333740197026571,0.07435477246062008,0.07435477246062008,37.504,0.231,0.231,316.8,0,1,-1,218.94342245014317,97.77463502308869,124.46523032307226,28.40675340849648,-26.69059529998357
PGC1812041,Cosmicflows-4,CF4group,209.6984,27.5725,0.07526873808146302,0.0760125860137549,0.0760125860137549,37.5,0.54,0.54,316.2,0,1,-1,223.73352150372796,111.39513216057958,127.2954143325409,28.609945310613746,-15.900282171961322
PGC1812052,Cosmicflows-4,CF4group,157.5776,27.573,0.047229340239106354,0.04823003252470081,0.04823003252470081,36.76,0.5,0.5,224.9,0,1,-1,142.92806798810673,115.18535328276457,75.63801919603883,22.448009720808606,39.54733408672574
PGC1812177,Cosmicflows-4,CF4group,239.1225,27.5768,0.08650317680773678,0.0867867062886552,0.0867867062886552,37.672,0.205,0.205,342.3,0,1,-1,254.76603672489745,118.7135835402485,145.3956425317347,30.308542196325263,-26.6820589914862
PGC1812203,Cosmicflows-4,CF4group,188.8299,27.578,0.09523254917907241,0.09617987120943516,0.09617987120943516,38.293,0.242,0.242,455.6,0,1,-1,281.68165371291803,119.66512870015352,163.0181247066011,32.346680466507934,-43.35299600644758
PGC1812332,Cosmicflows-4,CF4group,121.3649,27.5821,0.06849405130798855,0.06917118642124079,0.06917118642124079,37.14,0.52,0.52,267.9,0,1,-1,203.93995204154163,119.57080111809302,115.60057396378838,27.770319034889454,3.970227154304638
PGC1812521,Cosmicflows-4,CF4group,230.3352,27.5888,0.06977493743354946,0.07021190639825903,0.07021190639825903,36.963,0.265,0.265,246.9,0,1,-1,206.95538803863016,153.4311818704909,117.38221535472148,27.898231249043512,36.04896651576941
PGC1813031,Cosmicflows-4,CF4group,173.1589,27.6062,0.0744781911758434,0.07549222602524577,0.07549222602524577,37.67,0.53,0.53,342.0,0,1,-1,222.2304232942599,99.63611040856748,126.40732319506978,28.546185171035358,-26.771212786502304
PGC1813183,Cosmicflows-4,CF4group,238.486,27.6114,0.07720340983361229,0.07749694623738666,0.07749694623738666,37.52,0.54,0.54,319.2,0,1,-1,228.01902335854885,132.39304917885826,129.76340342416736,28.833453057477996,2.6296457546908982
PGC1813245,Cosmicflows-4,CF4group,133.4041,27.6137,0.08264717586724614,0.08347441482333756,0.08347441482333756,38.08,0.375,0.375,413.0,0,1,-1,245.24385831763084,160.7444413401112,139.5750501607491,29.80214890219258,21.169391179362094
PGC1813341,Cosmicflows-4,CF4group,182.7322,27.6172,0.06903442514220955,0.0700184392230441,0.0700184392230441,37.66,0.5,0.5,340.4,0,1,-1,206.3949461511353,80.95850916627043,117.05108364941,27.874457783845322,-36.09257448313957
PGC1813588,Cosmicflows-4,CF4group,183.8465,27.6262,0.035594624598594804,0.03657196739752539,0.03657196739752539,35.92,0.48,0.48,152.8,0,1,-1,108.68630206283079,28.02042742700108,53.98444692945077,17.722430206408692,-25.964019502449688
PGC1813631,Cosmicflows-4,CF4group,166.5065,27.6274,0.0739911875968541,0.07500855808720845,0.07500855808720845,38.22,0.5,0.5,440.6,0,1,-1,220.8329567713564,98.6157557312407,125.5816435248489,28.4869058371933,-26.965887793608204
PGC1813693,Cosmicflows-4,CF4group,245.2383,27.6292,0.04915734070935167,0.04932745839790273,0.04932745839790273,37.0,0.46,0.46,251.2,0,1,-1,146.14125739097912,85.97659939567549,77.66463641805716,22.89922665149931,8.311962977618336
PGC1813728,Cosmicflows-4,CF4group,196.3036,27.6305,0.0356313166490666,0.03651859714229369,0.03651859714229369,36.09,0.5,0.5,165.2,0,1,-1,108.5290923606132,47.44855703298383,53.884745835053124,17.701152405922798,-6.436188802069296
PGC1814049,Cosmicflows-4,CF4group,201.3489,27.643,0.0952525630247843,0.09609314454468365,0.09609314454468365,38.3,0.53,0.53,457.1,0,1,-1,281.4337379619908,172.9309692876126,162.85437603681606,32.30869220582189,10.076593250796549
PGC1814066,Cosmicflows-4,CF4group,177.0994,27.6436,0.08855793163415739,0.08956195956070383,0.08956195956070383,37.68,0.48,0.48,343.6,0,1,-1,262.7319076428147,147.35229857793087,150.5959639057093,30.707862008290967,-3.2436653277784444
PGC1814090,Cosmicflows-4,CF4group,229.5353,27.6444,0.08261381945772632,0.08306413098624382,0.08306413098624382,37.9,0.55,0.55,380.2,0,1,-1,244.06325105356922,149.5186944129266,138.90255016657602,29.73575352867213,10.616144246350586
PGC1814154,Cosmicflows-4,CF4group,127.1053,27.6471,0.09167675592426011,0.09243061077940794,0.09243061077940794,37.86,0.53,0.53,373.3,0,1,-1,270.9539384845409,177.54156108054298,155.963512936354,31.12002281826713,21.578048144188983
PGC1814227,Cosmicflows-4,CF4group,208.1816,27.6502,0.0749651947548327,0.07572572089188448,0.07572572089188448,37.92,0.47,0.47,383.7,0,1,-1,222.90493954367773,97.3451079074638,126.80585464126199,28.57479757303269,-29.46074673379819
PGC1814436,Cosmicflows-4,CF4group,114.0038,27.6572,0.07805399827636758,0.07862439287915643,0.07862439287915643,37.63,0.53,0.53,335.7,0,1,-1,231.27191857802097,41.58179361060721,131.61632444433354,29.01639043190742,-90.03453083372634
PGC1814490,Cosmicflows-4,CF4group,238.2386,27.6632,0.08024217874086746,0.08053905078559381,0.08053905078559381,37.94,0.44,0.44,387.3,0,1,-1,236.7917912374484,136.59092701122012,134.76056592437521,29.326818817505487,1.8303610868449027
PGC1814509,Cosmicflows-4,CF4group,160.1896,27.6607,0.03406356540163529,0.035070928969133705,0.035070928969133705,36.535,0.5,0.5,202.8,0,1,-1,104.2632108872243,84.60768149187255,51.17935904614571,17.123779803552353,33.42832244572684
PGC1814527,Cosmicflows-4,CF4group,150.6272,27.6616,0.0707055812591523,0.07167291713522693,0.07167291713522693,37.39,0.52,0.52,300.6,0,1,-1,211.18592146572354,167.25767361069603,119.8817853892747,28.077686856204384,47.375888221421334
PGC1814632,Cosmicflows-4,CF4group,175.3045,27.665,0.023125998720087883,0.024136697928538283,0.024136697928538283,34.39,0.47,0.47,75.5,0,1,-1,71.94551131061542,40.40414512006005,32.959908446101444,12.55755085627912,7.444236673958606
PGC1814689,Cosmicflows-4,CF4group,219.211,27.6669,0.08926508751597748,0.08987550981019009,0.08987550981019009,37.99,0.53,0.53,396.3,0,1,-1,263.6311848588119,127.8749751855481,151.18303474525302,30.752941725561975,-23.30805955970493
PGC1814954,Cosmicflows-4,CF4group,149.5707,27.6766,0.08517559170884813,0.08613625630301881,0.08613625630301881,38.87,0.46,0.46,594.3,0,1,-1,252.89739591660864,191.5662512755874,144.17574669915618,30.21486941353902,47.390504576431226
PGC1814983,Cosmicflows-4,CF4group,180.7538,27.6777,0.04991786684640346,0.05090855220914197,0.05090855220914197,36.245,0.368,0.368,177.4,0,1,-1,150.76751970514613,58.55633749205,80.6179342692324,23.492796262789835,-22.06159677718241
PGC1815155,Cosmicflows-4,CF4group,178.3811,27.6843,0.04819667611518099,0.049197368400775446,0.049197368400775446,36.77,0.46,0.46,225.9,0,1,-1,145.76045392971608,62.95826785675423,77.42445672242204,22.845751755548914,-14.466188865667803
PGC1815698,Cosmicflows-4,CF4group,226.8717,27.7031,0.08026552822753133,0.0807592030884246,0.0807592030884246,37.46,0.54,0.54,310.5,0,1,-1,237.42613536933618,133.23352761393423,135.12190236366717,29.36249326815413,-1.8883747497329466
PGC1815991,Cosmicflows-4,CF4group,137.7942,27.7136,0.04571495924690674,0.046585561535373916,0.046585561535373916,36.355,0.325,0.325,186.6,0,1,-1,138.1098957771628,80.28093573531874,72.59911001358599,21.771410677310612,7.68182572173275
PGC1816033,Cosmicflows-4,CF4group,170.7343,27.7149,0.05553842185049232,0.056555792340846685,0.056555792340846685,37.28,0.46,0.46,285.8,0,1,-1,167.26161184361342,74.41763682035952,91.78244885874764,24.603833542003617,-17.364812038388123
PGC1816120,Cosmicflows-4,CF4group,203.2405,27.7176,0.02864982013656928,0.029467052169804754,0.029467052169804754,34.66,0.5,0.5,85.5,0,1,-1,87.7216345721591,48.43821953103314,41.85279295369553,14.686656082958399,6.585426577337614
PGC1816138,Cosmicflows-4,CF4group,189.8396,27.7183,0.06590559392925088,0.06684624467770968,0.06684624467770968,36.21,0.54,0.54,174.6,0,1,-1,197.1978222194613,96.3352517351064,111.45101945466827,27.325426513943317,-15.115767719561873
PGC1816207,Cosmicflows-4,CF4group,130.4864,27.7209,0.09370482562306488,0.09449870816963649,0.09449870816963649,37.74,0.55,0.55,353.2,0,1,-1,276.87392524908813,144.89585878526566,159.8426139224116,31.609989709633606,-14.946755137145942
PGC1816801,Cosmicflows-4,CF4group,239.4482,27.7414,0.08811762702849583,0.0883944852275103,0.0883944852275103,37.82,0.5,0.5,366.4,0,1,-1,259.3822618725106,110.57415278859443,148.40923069423133,30.539948175273537,-37.83507790563689
PGC1816825,Cosmicflows-4,CF4group,180.5467,27.742,0.02775253272048625,0.028743218083224765,0.028743218083224765,35.31,0.47,0.47,115.3,0,1,-1,85.58171650576178,28.484224117424247,40.69853462856979,14.3624689161964,-12.214310511145541
PGC1816985,Cosmicflows-4,CF4group,239.2982,27.7486,0.08748719088857132,0.08776738472853778,0.08776738472853778,37.625,0.325,0.325,335.0,0,1,-1,257.58219512368606,115.53601442090084,147.23410173658803,30.44971293005389,-31.69808731568719
PGC1817433,Cosmicflows-4,CF4group,183.4913,27.7665,0.07022191332111498,0.07119925612004556,0.07119925612004556,38.04,0.49,0.49,405.5,0,1,-1,209.81472099967434,69.02967372940401,119.0716247664199,28.019521706013574,-50.04195103701589
PGC1817564,Cosmicflows-4,CF4group,122.5675,27.7717,0.03704896405365875,0.03774277737167091,0.03774277737167091,36.27,0.47,0.47,179.5,0,1,-1,112.13405515672244,53.32728452403224,56.17098345884458,18.18907190486394,-2.8436989348123447
PGC1817643,Cosmicflows-4,CF4group,131.1903,27.7745,0.08305745970433986,0.08385801353281543,0.08385801353281543,38.0,0.44,0.44,398.1,0,1,-1,246.3474542898505,138.3522507547687,140.20368282080395,29.864213289751156,-1.851432066035244
PGC1817837,Cosmicflows-4,CF4group,181.2031,27.7822,0.07806400519922353,0.07905135492101006,0.07905135492101006,37.42,0.53,0.53,304.8,0,1,-1,232.5032972206107,115.86008118720665,132.31774493798486,29.085641102650015,-16.45766375077821
PGC1817862,Cosmicflows-4,CF4group,228.7429,27.7832,0.08942519828167259,0.08988551673304604,0.08988551673304604,37.87,0.54,0.54,375.0,0,1,-1,263.6598828113192,143.19290901233404,151.2017694921942,30.754380320427135,-8.008860479860147
PGC1817963,Cosmicflows-4,CF4group,193.7497,27.7866,0.08402145993946253,0.08492875427840149,0.08492875427840149,37.44,0.56,0.56,307.6,0,1,-1,249.42678171681186,162.05536805238677,141.95773578975167,30.03738950247535,20.097632262635102
PGC1817968,Cosmicflows-4,CF4group,124.5007,27.7874,0.05667253977416604,0.057389702578842065,0.057389702578842065,36.87,0.52,0.52,236.6,0,1,-1,169.69331037681093,89.23750153555994,93.42841600403055,24.767632052373948,-4.190914468470609
PGC1818050,Cosmicflows-4,CF4group,199.1346,27.7898,0.07338076530264147,0.07424136066825271,0.07424136066825271,37.69,0.51,0.51,345.1,0,1,-1,218.6155823331542,124.18078974238142,124.27152913936288,28.392846711324637,-0.09073939698146205
PGC1818149,Cosmicflows-4,CF4group,131.4443,27.794,0.08274057381390162,0.08354446328332917,0.08354446328332917,37.44,0.45,0.45,307.6,0,1,-1,245.44540068178335,139.97384450395,139.6898531463346,29.81348330691415,0.28399135761540606
PGC1818152,Cosmicflows-4,CF4group,198.5811,27.7937,0.049807790694988065,0.05067172170155128,0.05067172170155128,37.44,0.47,0.47,307.6,0,1,-1,150.0747875577504,82.40425499480463,80.14903800617657,23.44613402555936,2.2552169886280637
PGC1818449,Cosmicflows-4,CF4group,188.7781,27.8047,0.09536597481715167,0.09631329684751443,0.09631329684751443,38.23,0.55,0.55,442.6,0,1,-1,282.06304085087385,114.24210521721187,163.27003139780493,32.40512061790928,-49.027926180593056
PGC1818971,Cosmicflows-4,CF4group,169.1451,27.8242,0.07801730622589578,0.07903467671625015,0.07903467671625015,37.69,0.53,0.53,345.1,0,1,-1,232.45520150526613,105.78377015913576,132.29034855539976,29.08293628024019,-26.506578396264004
PGC1819045,Cosmicflows-4,CF4group,210.5568,27.8271,0.0723100245570554,0.07304052992553936,0.07304052992553936,37.56,0.48,0.48,325.1,0,1,-1,215.1431775948173,108.77359047235257,122.21989215755777,28.245550274275878,-13.4463016852052
PGC1819065,Cosmicflows-4,CF4group,241.2836,27.828,0.024140033569490266,0.024383535358984916,0.024383535358984916,34.605,0.55,0.55,83.4,0,1,-1,72.6769714456249,45.54121079707746,33.44625279997281,12.605885484378373,12.09495799710465
PGC1819069,Cosmicflows-4,CF4group,119.6338,27.8282,0.06731990569289105,0.06797035567852745,0.06797035567852745,37.82,0.48,0.48,366.4,0,1,-1,200.45863385061642,98.00868963653579,113.54367055414902,27.622644496810718,-15.534980917613225
PGC1819090,Cosmicflows-4,CF4group,238.7124,27.8287,0.08917502521027397,0.08946522597309636,0.08946522597309636,37.89,0.54,0.54,378.4,0,1,-1,262.4544418200851,129.67401147438716,150.41482722105093,30.693952970434218,-20.74081574666377
PGC1819243,Cosmicflows-4,CF4group,118.0193,27.835,0.07428472400062847,0.07491182449960099,0.07491182449960099,37.95,0.52,0.52,389.0,0,1,-1,220.5534223092886,83.32466207912083,125.41648327329885,28.475048224559515,-42.091821194178024
PGC1819253,Cosmicflows-4,CF4group,244.1908,27.835,0.06411435473803681,0.06430448627229976,0.06430448627229976,36.67,0.54,0.54,215.8,0,1,-1,189.8179019999572,88.19934766183559,106.65339673899408,26.59389915161832,-18.454049077158487
PGC1819280,Cosmicflows-4,CF4group,170.6148,27.8362,0.056906034640804744,0.05792006949020712,0.05792006949020712,36.16,0.52,0.52,170.6,0,1,-1,171.2393436943197,75.34848934787092,94.47489442698952,24.8717724097964,-19.126405079118598
PGC1819649,Cosmicflows-4,CF4group,207.862,27.8499,0.07573239217378845,0.07649625395179221,0.07649625395179221,38.08,0.48,0.48,413.0,0,1,-1,225.13027594766228,89.34103388156771,128.11790904502445,28.67099474539528,-38.77687516345674
PGC1819820,Cosmicflows-4,CF4group,158.9518,27.8561,0.08755723934856294,0.08855793163415739,0.08855793163415739,38.78,0.5,0.5,570.2,0,1,-1,259.85133310212365,165.78793647023562,148.71545221933624,30.56346216855032,17.07248425089938
PGC1819988,Cosmicflows-4,CF4group,137.4494,27.8623,0.02037743057565511,0.021241361582218322,0.021241361582218322,35.205,0.48,0.48,109.9,0,1,-1,63.359156332301,37.1896607917758,27.250881987695294,11.990167543448798,9.938778804080506
PGC1820101,Cosmicflows-4,CF4group,238.0151,27.8665,0.0802521856637234,0.08055239334940174,0.08055239334940174,37.452,0.191,0.191,309.3,0,1,-1,236.83023835556705,140.3045124043799,134.7824662527044,29.32898101898093,5.522046151675482
PGC1820117,Cosmicflows-4,CF4group,123.2161,27.8672,0.07543552012906209,0.0761360047289782,0.0761360047289782,38.19,0.5,0.5,434.5,0,1,-1,224.08996730687858,143.42092352941867,127.50601691111683,28.625065436509615,15.914906618301842
PGC1820402,Cosmicflows-4,CF4group,197.2429,27.8774,0.08479199299937025,0.0856692665697414,0.0856692665697414,37.48,0.53,0.53,313.3,0,1,-1,251.55542378062324,153.15400560203506,143.29967345444086,30.147597916608333,9.854332147594192
PGC1820723,Cosmicflows-4,CF4group,173.9663,27.8898,0.052936621907946735,0.053947321116397134,0.053947321116397134,36.72,0.51,0.51,220.8,0,1,-1,159.64872305419215,75.5357929473717,86.62943969374919,24.091031553476487,-11.093646746377487
PGC1820852,Cosmicflows-4,CF4group,116.572,27.895,0.07544552705191804,0.07605261370517867,0.07605261370517867,37.881,0.258,0.258,376.9,0,1,-1,223.84912799658917,75.68911106619709,127.36371931826801,28.614849239095975,-51.674608252070925
PGC1821019,Cosmicflows-4,CF4group,146.3714,27.9017,0.0512454519452921,0.05218276705279891,0.05218276705279891,36.6,0.52,0.52,208.9,0,1,-1,154.49321500321813,109.43163315454038,83.13978143500665,23.743758021242467,26.291851719533724
PGC1821040,Cosmicflows-4,CF4group,210.2293,27.9007,0.07548221910238984,0.07621606011182576,0.07621606011182576,37.69,0.53,0.53,345.1,0,1,-1,224.32116345353242,108.12050228894512,127.64261693336914,28.634872579175198,-19.522114644424022
PGC1821130,Cosmicflows-4,CF4group,237.5234,27.9059,0.07674642702319083,0.07705664163172511,0.07705664163172511,37.73,0.47,0.47,351.6,0,1,-1,226.7481554777651,151.0080058165603,129.03948898755652,28.76198157817379,21.96851682900379
PGC1821178,Cosmicflows-4,CF4group,130.3076,27.9078,0.05719623540362714,0.057983446668294775,0.057983446668294775,37.092,0.364,0.364,262.1,0,1,-1,171.4240623886731,97.89853506184632,94.59992674406111,24.884215007659403,3.2986083177852095
PGC1821276,Cosmicflows-4,CF4group,228.4488,27.9111,0.08807092805516809,0.08853458214749352,0.08853458214749352,37.8,0.48,0.48,363.1,0,1,-1,259.7843253292005,142.35816204342558,148.67170785574493,30.56010314709998,-6.313545812319347
PGC1821676,Cosmicflows-4,CF4group,141.9558,27.9265,0.04749952715621685,0.04840348585420385,0.04840348585420385,35.857,0.375,0.375,148.4,0,1,-1,143.43604400280108,84.08800013217568,75.95840894300846,22.519343012898386,8.129591189167215
PGC1821987,Cosmicflows-4,CF4group,125.0862,27.9385,0.09079948235388897,0.09152331644046896,0.09152331644046896,38.44,0.54,0.54,487.5,0,1,-1,268.35479322417365,174.77635019302463,154.26672537968508,30.98973069988659,20.509624813339542
PGC1822099,Cosmicflows-4,CF4group,137.3646,27.9428,0.04591843334497761,0.046782364351540824,0.046782364351540824,36.14,0.51,0.51,169.0,0,1,-1,138.68671936758744,83.42321999241592,72.96292318357092,21.852411993258166,10.460296808845001
PGC1822565,Cosmicflows-4,CF4group,253.2287,27.9626,0.08018880848563575,0.08020882233134764,0.08020882233134764,37.13,0.54,0.54,266.7,0,1,-1,235.84014157630065,117.1125567507055,134.2184852417823,29.27329963577935,-17.10592849107681
PGC1822599,Cosmicflows-4,CF4group,236.5784,27.9629,0.08665328065057594,0.08698017346387013,0.08698017346387013,37.42,0.5,0.5,304.8,0,1,-1,255.3217174727918,158.67606251539024,145.75840493400779,30.336397823669543,12.917657581382457
PGC1822655,Cosmicflows-4,CF4group,164.2436,27.9655,0.0790246697933942,0.0800353690018446,0.0800353690018446,38.06,0.52,0.52,409.3,0,1,-1,235.34022102975268,134.04272395417578,133.93371944804673,29.245184942240694,0.10900450612905388
PGC1823041,Cosmicflows-4,CF4group,135.0903,27.9802,0.026088047885447472,0.026928629405346818,0.026928629405346818,35.485,0.42,0.42,125.0,0,1,-1,80.21381711193148,41.60025267942606,37.803123509303326,13.549258296932354,3.797129170122737
PGC1823109,Cosmicflows-4,CF4group,241.0326,27.983,0.08690678936292653,0.08715362679337317,0.08715362679337317,38.295,0.336,0.336,456.0,0,1,-1,255.81986714696143,127.15752295172194,146.08360960085673,30.36136948543383,-18.92608664913479
PGC1823544,Cosmicflows-4,CF4group,231.5685,27.9991,0.07774044802688132,0.07815406750492702,0.07815406750492702,37.91,0.52,0.52,381.9,0,1,-1,229.9151683484483,154.19730977181,130.8434895234785,28.94008907326888,23.353820248331516
PGC1823853,Cosmicflows-4,CF4group,153.7968,28.0116,0.08718364756194101,0.08816432600182357,0.08816432600182357,37.54,0.56,0.56,322.1,0,1,-1,258.72166632092006,183.7492833174974,147.9779772629509,30.50683329126843,35.7713060545465
PGC1824010,Cosmicflows-4,CF4group,151.3027,28.0164,0.08449845659559588,0.08546579247167052,0.08546579247167052,37.52,0.53,0.53,319.2,0,1,-1,250.97060698896118,198.39111906737176,142.91789030820647,30.118281733395317,55.473228759165295
PGC1824123,Cosmicflows-4,CF4group,229.2714,28.0207,0.07546220525667795,0.07591251678519545,0.07591251678519545,37.18,0.53,0.53,272.9,0,1,-1,223.44449499213576,143.47683455204464,127.12464579471524,28.597685053363158,16.3521887573294
PGC1824142,Cosmicflows-4,CF4group,119.5463,28.0212,0.08833777933132661,0.08898489367601102,0.08898489367601102,37.81,0.53,0.53,364.8,0,1,-1,261.0764764299093,118.29498912885563,149.5152566725236,30.624877173679515,-31.220267543667973
PGC1824160,Cosmicflows-4,CF4group,253.3504,28.0217,0.08074252488366469,0.0807592030884246,0.0807592030884246,36.84,0.55,0.55,233.3,0,1,-1,237.42613536933618,118.12651439160501,135.12190236366717,29.36249326815413,-16.99538797206216
PGC1824168,Cosmicflows-4,CF4group,114.3846,28.0218,0.07755031649261837,0.0781240467363592,0.0781240467363592,37.25,0.54,0.54,281.8,0,1,-1,229.8285562478353,50.17131638633492,130.7941533564646,28.935218153915216,-80.62283697012967
PGC1824196,Cosmicflows-4,CF4group,225.5038,28.0229,0.09707048734361423,0.0975808404092674,0.0975808404092674,38.11,0.53,0.53,418.8,0,1,-1,285.68490851488656,148.90162288251582,165.6622796107619,32.96010130177566,-16.76065672824609
PGC1824266,Cosmicflows-4,CF4group,157.9825,28.0259,0.0015143809921996103,0.002511737636842085,0.002511737636842085,30.06,0.1,0.1,10.3,0,1,-1,7.525529531008362,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
PGC1824359,Cosmicflows-4,CF4group,115.5956,28.0293,0.06638259058538425,0.06697299903388497,0.06697299903388497,36.58,0.53,0.53,207.0,0,1,-1,197.56560259071142,42.898990327716206,111.69011031351326,27.36188238296267,-68.79111998579705
PGC1824703,Cosmicflows-4,CF4group,139.4411,28.0425,0.0751086273157679,0.07598923652709103,0.07598923652709103,38.37,0.5,0.5,472.1,0,1,-1,223.66608330666102,146.53890500470254,127.25556912165254,28.60708464001297,19.28333588305
PGC1825106,Cosmicflows-4,CF4group,118.4627,28.0564,0.045851720525937986,0.04648549230681447,0.04648549230681447,36.3,0.49,0.49,182.0,0,1,-1,137.81657410840626,45.92078221983287,72.4141066817059,21.730220542996374,-26.49332446187303
PGC1825124,Cosmicflows-4,CF4group,230.001,28.0571,0.08165982614545961,0.0820967951101692,0.0820967951101692,38.73,0.53,0.53,557.2,0,1,-1,241.27872616400632,151.38707002952356,137.3164232393508,29.579156516484115,14.07064679017276
PGC1825499,Cosmicflows-4,CF4group,218.3143,28.0712,0.0958296289094771,0.09645005812654567,0.09645005812654567,38.66,0.54,0.54,539.5,0,1,-1,282.45393543658724,117.22695224233658,163.5282177703825,32.465017600522536,-46.30126552804592
PGC1825762,Cosmicflows-4,CF4group,199.7288,28.0803,0.09113304644908712,0.09198363489184241,0.09198363489184241,37.84,0.49,0.49,369.8,0,1,-1,269.6736288264465,166.94518399928214,155.1276945118652,31.05584238938544,11.817489487416935
PGC1825868,Cosmicflows-4,CF4group,134.0563,28.0843,0.08213682280159297,0.08296406175768438,0.08296406175768438,37.28,0.55,0.55,285.8,0,1,-1,243.77526052844408,167.0956453293591,138.73850439761955,29.71955742428747,28.357140931739536
PGC1825879,Cosmicflows-4,CF4group,230.2566,28.0844,0.08139964615120505,0.08183327947496265,0.08183327947496265,37.32,0.49,0.49,291.1,0,1,-1,240.51994486190566,154.0562217811863,136.88420463730202,29.53648392797235,17.17201714388429
PGC1825913,Cosmicflows-4,CF4group,252.1227,28.0861,0.043093145458649264,0.04313317315007304,0.04313317315007304,36.32,0.49,0.49,183.7,0,1,-1,127.98191090159648,73.20099056184348,66.21120503829407,20.349173243827963,6.989785523549415
PGC1825919,Cosmicflows-4,CF4group,199.4376,28.0857,0.09120309490907874,0.09205701899278601,0.09205701899278601,37.39,0.56,0.56,300.6,0,1,-1,269.8838491225738,166.01260457006597,155.26493162133622,31.066380487477403,10.747672948729758
PGC1826310,Cosmicflows-4,CF4group,128.7961,28.1008,0.07735684931740344,0.0781240467363592,0.0781240467363592,38.07,0.52,0.52,411.1,0,1,-1,229.8285562478353,141.3171809753984,130.7941533564646,28.935218153915216,10.52302761893381
PGC1826462,Cosmicflows-4,CF4group,230.4606,28.1051,0.045351374383140755,0.04578167206594637,0.04578167206594637,36.63,0.49,0.49,211.8,0,1,-1,135.7531348606096,103.77036261217539,71.11265787435114,21.440458998524324,32.65770473782425
PGC1826511,Cosmicflows-4,CF4group,207.0571,28.1062,0.07279369249509272,0.07356422555500046,0.07356422555500046,37.2,0.45,0.45,275.4,0,1,-1,216.65779167471192,89.87022561144347,123.11478733644259,28.30979890722159,-33.244561724999116
PGC1826599,Cosmicflows-4,CF4group,260.0632,28.1097,0.09302769050981263,0.09291761435839724,0.09291761435839724,38.48,0.54,0.54,496.6,0,1,-1,272.34856749400547,85.1480287846276,156.87396191568288,31.189933942808292,-71.72593313105529
PGC1826690,Cosmicflows-4,CF4group,207.38,28.1133,0.06869418976510744,0.06946138718406318,0.06946138718406318,37.83,0.51,0.51,368.1,0,1,-1,204.78095411873323,81.33862470037019,116.09747196196575,27.805993623209552,-34.75884726159556
PGC1826720,Cosmicflows-4,CF4group,139.8445,28.1145,0.062333122469678676,0.06321706732195378,0.06321706732195378,36.97,0.51,0.51,247.7,0,1,-1,186.65773106174424,111.41558093987393,104.59899676885419,26.280650303098604,6.816584171019741
PGC1826770,Cosmicflows-4,CF4group,178.0197,28.1162,0.028656491418473245,0.029653848063115718,0.029653848063115718,35.565,0.54,0.54,129.7,0,1,-1,88.27374912111964,37.08226736089125,42.15060006349466,14.77029874861285,-5.068332702603406
PGC1826976,Cosmicflows-4,CF4group,139.7484,28.1244,0.08004537592470055,0.08092932077697565,0.08092932077697565,37.746,0.343,0.343,354.2,0,1,-1,237.91626162385822,157.72776538244125,135.40108911216828,29.39005714712707,22.32667627027297
PGC1826986,Cosmicflows-4,CF4group,239.3672,28.1245,0.08910164110933037,0.08937849930834485,0.08937849930834485,37.79,0.48,0.48,361.4,0,1,-1,262.2056676573278,110.97073181476043,150.2524211754082,30.68148221200519,-39.28168936064776
PGC1826987,Cosmicflows-4,CF4group,252.7833,28.1245,0.07688985958412603,0.07691654471174189,0.07691654471174189,37.02,0.48,0.48,253.5,0,1,-1,226.34372878087157,124.52124979192826,128.80911860141418,28.739237298666726,-4.2878688094859285
PGC1827064,Cosmicflows-4,CF4group,190.1887,28.1267,0.055881992868546414,0.05681263669414926,0.05681263669414926,37.4,0.46,0.46,302.0,0,1,-1,168.01068291400895,82.88905647716092,92.28947978981117,24.654290752803906,-9.400423312650247
PGC1827175,Cosmicflows-4,CF4group,188.5379,28.1304,0.03975750450666774,0.04070149089607852,0.04070149089607852,37.1,0.49,0.49,263.0,0,1,-1,120.83792632643375,52.81279594551102,61.69090664981467,19.367111374385587,-8.878110704303651
PGC1827252,Cosmicflows-4,CF4group,114.8423,28.134,0.0783208495525261,0.07889791543721891,0.07889791543721891,37.82,0.48,0.48,366.4,0,1,-1,232.06080132310885,59.640445294736125,132.06568949368085,29.0607558751148,-72.42524419894472
PGC1827343,Cosmicflows-4,CF4group,182.5891,28.1372,0.07097576817626279,0.07195311097519339,0.07195311097519339,37.87,0.5,0.5,375.0,0,1,-1,211.9968994963814,80.22871846852217,120.3609439679852,28.112087850167413,-40.13222549946302
