case,sigma,aperture,relative_L1_vs_baseline,peak_absolute_change_mjy_beam
missing_zero__newton_p10_boxcar_hanning_full_s-1,10,6,2.389064942184889e-05,2.474195190438344e-05
missing_zero__newton_p10_boxcar_hanning_full_s-1,10,7,0.0005075186629713286,0.0005252821864626389
missing_zero__newton_p10_boxcar_hanning_full_s-1,10,8,0.000537855596693506,0.0003365659445107583
missing_zero__newton_p10_boxcar_hanning_full_s-1,10,9,0.00010150521982110206,0.00015343041812254654
missing_zero__newton_p10_boxcar_hanning_full_s-1,10,10,0.00019332555396304834,0.0005906035641412011
missing_zero__newton_p10_boxcar_hanning_full_s-1,10,11,0.000546264734291373,0.00032843905106949567
missing_zero__newton_p10_boxcar_hanning_full_s-1,10,12,0.0003877086482280995,0.00039910989308955536
missing_zero__newton_p10_boxcar_hanning_full_s-1,10,13,0.0006423412232481505,0.0011260060730602373
missing_zero__newton_p10_boxcar_hanning_full_s-1,10,14,0.0015664639404246216,0.0018900873694397413
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,3,0,0.006710896705727736,0.008877799759771543
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,3,1,0.002288041397913208,0.004620272167194295
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,3,2,0.0026872186212610356,0.0196020768373959
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,3,3,0.0011702460905102974,0.010305249449097609
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,3,4,0.0006260299319457999,0.0010605771126388497
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,3,5,0.0007136641600109288,0.0018786498699414622
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,3,6,0.00013831011764710012,0.00035678383469850417
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,3,7,0.000997894463025736,0.0021688081771071843
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,3,8,0.0012402590976944197,0.001954779730217182
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,3,9,0.0001799062577721528,0.0005349080066268108
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,3,10,0.0005250630310236114,0.0036424461939859043
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,3,11,0.000909085978369565,0.0016338650052604153
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,3,12,0.0008918885945832326,0.00165821930239618
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,3,13,0.0017988396164447355,0.0074972711555609806
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,3,14,0.004359896213953774,0.011318457749659672
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,10,0,0.0025028873142523837,0.001413392857827822
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,10,1,0.0014129560841665148,0.0012578909760563306
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,10,2,0.001063330924521156,0.00289218268531366
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,10,3,0.00052123972512974,0.001820982225337442
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,10,4,0.000335063606880555,0.00035229253694679663
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,10,5,0.0003802585943002001,0.0004923273223906843
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,10,6,2.6409799599153346e-05,2.7870346303915383e-05
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,10,7,0.0005241133644216224,0.000563823799765939
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,10,8,0.0005605332391423392,0.00037136981698548954
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,10,9,0.00010476448768038574,0.00016408743610130117
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,10,10,0.00020351056648723747,0.0006629397079658261
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,10,11,0.0005670150367071826,0.00035067338212801946
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,10,12,0.0004053294127773639,0.00042924662531507174
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,10,13,0.0006770587166687528,0.001217944166222118
missing_zero__newton_p10_boxcar_hanning_decimated_s-1,10,14,0.0016513898036614664,0.0020451016310293335
missing_zero__newton_p10_boxcar_independent_s1,3,0,0.007238923048633222,0.010325929385423205
missing_zero__newton_p10_boxcar_independent_s1,3,1,0.0023828974306951615,0.004400082659384408
missing_zero__newton_p10_boxcar_independent_s1,3,2,0.002450663781541961,0.019914861981057186
missing_zero__newton_p10_boxcar_independent_s1,3,3,0.0011009280382015358,0.010503425020812251
missing_zero__newton_p10_boxcar_independent_s1,3,4,0.0006265625581193851,0.001277441065337337
missing_zero__newton_p10_boxcar_independent_s1,3,5,0.00077626316392207,0.001939088741204742
missing_zero__newton_p10_boxcar_independent_s1,3,6,0.0001508196535364068,0.00035469053140713136
missing_zero__newton_p10_boxcar_independent_s1,3,7,0.0009826524544890051,0.0023554421506321033
missing_zero__newton_p10_boxcar_independent_s1,3,8,0.001153156546021755,0.001965707484500423
missing_zero__newton_p10_boxcar_independent_s1,3,9,0.00018451158843603392,0.0005281621521815438
missing_zero__newton_p10_boxcar_independent_s1,3,10,0.0005541645592501893,0.003926305620339576
missing_zero__newton_p10_boxcar_independent_s1,3,11,0.0010353463668738303,0.0018127466942814419
missing_zero__newton_p10_boxcar_independent_s1,3,12,0.0009733833135110927,0.0019334656761769153
missing_zero__newton_p10_boxcar_independent_s1,3,13,0.0018057247997043434,0.00897022253399582
missing_zero__newton_p10_boxcar_independent_s1,3,14,0.004442717748683275,0.014098471329062612
missing_zero__newton_p10_boxcar_independent_s1,10,0,0.0025225853038675088,0.0014611428873128607
missing_zero__newton_p10_boxcar_independent_s1,10,1,0.0014103457926957464,0.001276315451189891
missing_zero__newton_p10_boxcar_independent_s1,10,2,0.0010678544411023734,0.0029490024690033145
missing_zero__newton_p10_boxcar_independent_s1,10,3,0.0005249502758191736,0.0018323617008140225
missing_zero__newton_p10_boxcar_independent_s1,10,4,0.00033911095615189973,0.00036335119856223397
missing_zero__newton_p10_boxcar_independent_s1,10,5,0.000384984926536,0.0004947001265603879
missing_zero__newton_p10_boxcar_independent_s1,10,6,2.7218773541609682e-05,2.7717829106377323e-05
missing_zero__newton_p10_boxcar_independent_s1,10,7,0.0005343632716104323,0.0005786013877978613
missing_zero__newton_p10_boxcar_independent_s1,10,8,0.000569957703419802,0.00037786564613612184
missing_zero__newton_p10_boxcar_independent_s1,10,9,0.00010662111385335722,0.00016845950748611838
missing_zero__newton_p10_boxcar_independent_s1,10,10,0.00020662735451252329,0.0006560746389836503
missing_zero__newton_p10_boxcar_independent_s1,10,11,0.0005693100582496755,0.00035365255613761803
missing_zero__newton_p10_boxcar_independent_s1,10,12,0.0004090678729393211,0.00044546378578258494
missing_zero__newton_p10_boxcar_independent_s1,10,13,0.0006774167415061791,0.0012808121990051102
missing_zero__newton_p10_boxcar_independent_s1,10,14,0.0016586169244909158,0.0020981754512814366
missing_zero__newton_p10_boxcar_hanning_full_s1,3,0,0.004842659752604155,0.004856828741030328
missing_zero__newton_p10_boxcar_hanning_full_s1,3,1,0.0021266317897352654,0.0028566642041853996
missing_zero__newton_p10_boxcar_hanning_full_s1,3,2,0.001876460460473267,0.010211408679830836
missing_zero__newton_p10_boxcar_hanning_full_s1,3,3,0.0009091310290027308,0.005625739806500718
missing_zero__newton_p10_boxcar_hanning_full_s1,3,4,0.0005209076165529619,0.0009001774283914354
missing_zero__newton_p10_boxcar_hanning_full_s1,3,5,0.0006195913203049824,0.0013569618954396567
missing_zero__newton_p10_boxcar_hanning_full_s1,3,6,8.50361767102948e-05,0.00014102255552761456
missing_zero__newton_p10_boxcar_hanning_full_s1,3,7,0.0008411252971665534,0.0013978893565143036
missing_zero__newton_p10_boxcar_hanning_full_s1,3,8,0.0008918607526894978,0.0010772353989861871
missing_zero__newton_p10_boxcar_hanning_full_s1,3,9,0.00016569582637783505,0.00036975665978400407
missing_zero__newton_p10_boxcar_hanning_full_s1,3,10,0.00038320651270906615,0.0021637762702313434
missing_zero__newton_p10_boxcar_hanning_full_s1,3,11,0.0007850581731050949,0.0008396322275039392
missing_zero__newton_p10_boxcar_hanning_full_s1,3,12,0.000686284234382126,0.0012618870089042833
missing_zero__newton_p10_boxcar_hanning_full_s1,3,13,0.001263366221976899,0.004318078022476968
missing_zero__newton_p10_boxcar_hanning_full_s1,3,14,0.0031094673206754813,0.007177275107618675
missing_zero__newton_p10_boxcar_hanning_full_s1,10,0,0.002372738849348429,0.001326389734779887
missing_zero__newton_p10_boxcar_hanning_full_s1,10,1,0.001342913766455984,0.001148938658380172
missing_zero__newton_p10_boxcar_hanning_full_s1,10,2,0.0010080298091838776,0.0026116460499703287
missing_zero__newton_p10_boxcar_hanning_full_s1,10,3,0.0004957971929752327,0.0016204415009513085
missing_zero__newton_p10_boxcar_hanning_full_s1,10,4,0.00032324226597884844,0.00033419564142467273
missing_zero__newton_p10_boxcar_hanning_full_s1,10,5,0.00036639497314885775,0.00044871413348113176
missing_zero__newton_p10_boxcar_hanning_full_s1,10,6,2.4313285969567216e-05,2.4001362076364607e-05
missing_zero__newton_p10_boxcar_hanning_full_s1,10,7,0.0005076883078453959,0.0005305101450964189
missing_zero__newton_p10_boxcar_hanning_full_s1,10,8,0.000542393522712481,0.0003398466205933315
missing_zero__newton_p10_boxcar_hanning_full_s1,10,9,0.00010138553104818689,0.0001551306412471698
missing_zero__newton_p10_boxcar_hanning_full_s1,10,10,0.00019479519593002938,0.0006005548168284136
missing_zero__newton_p10_boxcar_hanning_full_s1,10,11,0.0005455828734473072,0.00032998294107650095
missing_zero__newton_p10_boxcar_hanning_full_s1,10,12,0.00038878768358138375,0.00040610573195831723
missing_zero__newton_p10_boxcar_hanning_full_s1,10,13,0.0006381044490581354,0.001119860841707343
missing_zero__newton_p10_boxcar_hanning_full_s1,10,14,0.001561571428530752,0.0018623293890237536
missing_zero__newton_p10_boxcar_hanning_decimated_s1,3,0,0.006756827618815224,0.008937305314080435
missing_zero__newton_p10_boxcar_hanning_decimated_s1,3,1,0.0023197005304616785,0.004073007412668028
missing_zero__newton_p10_boxcar_hanning_decimated_s1,3,2,0.002357064963045365,0.01839697621183012
missing_zero__newton_p10_boxcar_hanning_decimated_s1,3,3,0.0010846447612311298,0.009715242038662808
missing_zero__newton_p10_boxcar_hanning_decimated_s1,3,4,0.0006089635017032185,0.0012303214760267522
missing_zero__newton_p10_boxcar_hanning_decimated_s1,3,5,0.000745895161249928,0.0017756983845309549
missing_zero__newton_p10_boxcar_hanning_decimated_s1,3,6,0.00014083328723626864,0.0003106802898711347
missing_zero__newton_p10_boxcar_hanning_decimated_s1,3,7,0.0009426950443425256,0.0021785677045553786
missing_zero__newton_p10_boxcar_hanning_decimated_s1,3,8,0.0011026259539224943,0.001852609137137362
missing_zero__newton_p10_boxcar_hanning_decimated_s1,3,9,0.00018225198501720924,0.0004904031322321423
missing_zero__newton_p10_boxcar_hanning_decimated_s1,3,10,0.0005238554364002181,0.0034480773945499976
missing_zero__newton_p10_boxcar_hanning_decimated_s1,3,11,0.0009779187596739606,0.0015990662227867158
missing_zero__newton_p10_boxcar_hanning_decimated_s1,3,12,0.0009068510567783307,0.0017420754245196512
missing_zero__newton_p10_boxcar_hanning_decimated_s1,3,13,0.0017048226772152844,0.007993806824251326
missing_zero__newton_p10_boxcar_hanning_decimated_s1,3,14,0.004204532111560976,0.012583010454921606
missing_zero__newton_p10_boxcar_hanning_decimated_s1,10,0,0.002502717646628041,0.0014437239878013486
missing_zero__newton_p10_boxcar_hanning_decimated_s1,10,1,0.0014015264671683378,0.001259547323626098
missing_zero__newton_p10_boxcar_hanning_decimated_s1,10,2,0.0010599517176800022,0.0029043071859429226
missing_zero__newton_p10_boxcar_hanning_decimated_s1,10,3,0.0005211021389909685,0.0018041641654700236
missing_zero__newton_p10_boxcar_hanning_decimated_s1,10,4,0.00033703406112712035,0.00035956732522146595
missing_zero__newton_p10_boxcar_hanning_decimated_s1,10,5,0.00038254391409980285,0.0004886799842336309
missing_zero__newton_p10_boxcar_hanning_decimated_s1,10,6,2.682445106065459e-05,2.7211743923727383e-05
missing_zero__newton_p10_boxcar_hanning_decimated_s1,10,7,0.0005308642812908663,0.0005722428490878562
missing_zero__newton_p10_boxcar_hanning_decimated_s1,10,8,0.0005663438321090343,0.00037282939300137263
missing_zero__newton_p10_boxcar_hanning_decimated_s1,10,9,0.00010593501524856543,0.00016670683492547855
missing_zero__newton_p10_boxcar_hanning_decimated_s1,10,10,0.00020506070866117007,0.000648906487769052
missing_zero__newton_p10_boxcar_hanning_decimated_s1,10,11,0.000566220812553847,0.00035061561547200526
missing_zero__newton_p10_boxcar_hanning_decimated_s1,10,12,0.0004063977765931498,0.0004403443585304645
missing_zero__newton_p10_boxcar_hanning_decimated_s1,10,13,0.0006722106383406129,0.0012592594752025565
missing_zero__newton_p10_boxcar_hanning_decimated_s1,10,14,0.00164576043499726,0.002061461596226666
missing_zero__newton_p15_boxcar_independent_s-1,3,0,0.00619651155272484,0.010630517518492866
missing_zero__newton_p15_boxcar_independent_s-1,3,1,0.002545406203855299,0.004301251395075645
missing_zero__newton_p15_boxcar_independent_s-1,3,2,0.003195952890508677,0.02256364810780731
missing_zero__newton_p15_boxcar_independent_s-1,3,3,0.0011367559347390242,0.011184018353612935
missing_zero__newton_p15_boxcar_independent_s-1,3,4,0.000650222162703129,0.0014558989305983872
missing_zero__newton_p15_boxcar_independent_s-1,3,5,0.0007736688966434,0.001813794018960202
missing_zero__newton_p15_boxcar_independent_s-1,3,6,0.00016024583970968676,0.00042166197106330294
missing_zero__newton_p15_boxcar_independent_s-1,3,7,0.0009475822683940638,0.002353953067018244
missing_zero__newton_p15_boxcar_independent_s-1,3,8,0.001472334847125167,0.0021836459563375765
missing_zero__newton_p15_boxcar_independent_s-1,3,9,0.00017953273840590607,0.0005823017829043042
missing_zero__newton_p15_boxcar_independent_s-1,3,10,0.0005324638551928424,0.004060560307925343
missing_zero__newton_p15_boxcar_independent_s-1,3,11,0.0010197062010307953,0.0016927011030463124
missing_zero__newton_p15_boxcar_independent_s-1,3,12,0.0008468632974605652,0.002500090001155142
missing_zero__newton_p15_boxcar_independent_s-1,3,13,0.0019702047694437437,0.010292094336805668
missing_zero__newton_p15_boxcar_independent_s-1,3,14,0.003897254578030498,0.014978002101869503
missing_zero__newton_p15_boxcar_independent_s-1,10,0,0.0024918799020272513,0.0015257801737486587
missing_zero__newton_p15_boxcar_independent_s-1,10,1,0.0014516073786157593,0.001329476627200732
missing_zero__newton_p15_boxcar_independent_s-1,10,2,0.0011660125651994904,0.0030940628993281205
missing_zero__newton_p15_boxcar_independent_s-1,10,3,0.0005338295652787821,0.001862058221720364
missing_zero__newton_p15_boxcar_independent_s-1,10,4,0.0003522725007093741,0.00038084074661892675
missing_zero__newton_p15_boxcar_independent_s-1,10,5,0.00039075909512840913,0.0004965563284495822
missing_zero__newton_p15_boxcar_independent_s-1,10,6,2.7124091068816835e-05,2.785596046839256e-05
missing_zero__newton_p15_boxcar_independent_s-1,10,7,0.0005258614374454462,0.0005717125123276823
missing_zero__newton_p15_boxcar_independent_s-1,10,8,0.0005667004904513649,0.000371338896474005
missing_zero__newton_p15_boxcar_independent_s-1,10,9,0.0001075713406861345,0.00016595915477901624
missing_zero__newton_p15_boxcar_independent_s-1,10,10,0.00019741853221755002,0.0006544536925026101
missing_zero__newton_p15_boxcar_independent_s-1,10,11,0.0005761846978581934,0.00034558204749901567
missing_zero__newton_p15_boxcar_independent_s-1,10,12,0.0004266004646595589,0.0004733630451612125
missing_zero__newton_p15_boxcar_independent_s-1,10,13,0.0007310168134322831,0.0014019706260208764
missing_zero__newton_p15_boxcar_independent_s-1,10,14,0.0016583303231001059,0.0022354002318460964
missing_zero__newton_p15_boxcar_hanning_full_s-1,3,0,0.004525036671240529,0.005139146709704501
missing_zero__newton_p15_boxcar_hanning_full_s-1,3,1,0.0022401144003474606,0.003147334567641824
missing_zero__newton_p15_boxcar_hanning_full_s-1,3,2,0.0022068038574114077,0.010945295823424406
missing_zero__newton_p15_boxcar_hanning_full_s-1,3,3,0.0009151631200591465,0.005739511278829212
missing_zero__newton_p15_boxcar_hanning_full_s-1,3,4,0.0005380113803167676,0.0009651807682569125
missing_zero__newton_p15_boxcar_hanning_full_s-1,3,5,0.0006185059891066543,0.0012785734310707397
missing_zero__newton_p15_boxcar_hanning_full_s-1,3,6,8.127516263908647e-05,0.0001542986440337124
missing_zero__newton_p15_boxcar_hanning_full_s-1,3,7,0.000837159633626216,0.0014092155189792122
missing_zero__newton_p15_boxcar_hanning_full_s-1,3,8,0.0009994105094570881,0.0010570278519993481
missing_zero__newton_p15_boxcar_hanning_full_s-1,3,9,0.0001675006666382625,0.0003821460542114963
missing_zero__newton_p15_boxcar_hanning_full_s-1,3,10,0.0003639048506499904,0.0018837990394124926
missing_zero__newton_p15_boxcar_hanning_full_s-1,3,11,0.0008155059305658226,0.0009429517705316082
missing_zero__newton_p15_boxcar_hanning_full_s-1,3,12,0.0006987472271692578,0.0013219443258443153
missing_zero__newton_p15_boxcar_hanning_full_s-1,3,13,0.0013645218502736421,0.004715087364812298
missing_zero__newton_p15_boxcar_hanning_full_s-1,3,14,0.002943063108387876,0.007523707819725001
missing_zero__newton_p15_boxcar_hanning_full_s-1,10,0,0.0023500009540433184,0.0013559598884044233
missing_zero__newton_p15_boxcar_hanning_full_s-1,10,1,0.0013817104506404162,0.0011942991355788912
missing_zero__newton_p15_boxcar_hanning_full_s-1,10,2,0.0010973251935040501,0.0027838471809251697
missing_zero__newton_p15_boxcar_hanning_full_s-1,10,3,0.000504388052503687,0.0016489461657052118
missing_zero__newton_p15_boxcar_hanning_full_s-1,10,4,0.00033596710854699426,0.00034895007828406044
missing_zero__newton_p15_boxcar_hanning_full_s-1,10,5,0.00037234858417354525,0.0004510782981835826
missing_zero__newton_p15_boxcar_hanning_full_s-1,10,6,2.416058944666567e-05,2.4215253496828737e-05
missing_zero__newton_p15_boxcar_hanning_full_s-1,10,7,0.0004992532223255635,0.0005251018984120392
missing_zero__newton_p15_boxcar_hanning_full_s-1,10,8,0.0005376267116317784,0.0003291015958350463
missing_zero__newton_p15_boxcar_hanning_full_s-1,10,9,0.00010359194419215573,0.00015407679936074725
missing_zero__newton_p15_boxcar_hanning_full_s-1,10,10,0.00018636294375006654,0.0005754843181091651
missing_zero__newton_p15_boxcar_hanning_full_s-1,10,11,0.0005531828305050053,0.0003229329330269315
missing_zero__newton_p15_boxcar_hanning_full_s-1,10,12,0.00040589604277769354,0.0004204971663070989
missing_zero__newton_p15_boxcar_hanning_full_s-1,10,13,0.0006889410409343647,0.0012576187571531339
missing_zero__newton_p15_boxcar_hanning_full_s-1,10,14,0.001566230527340431,0.001979809754725892
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,3,0,0.005908423698895379,0.009660202001054552
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,3,1,0.00251265364642196,0.0041568855829717255
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,3,2,0.00301460998755005,0.0201187958791067
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,3,3,0.0010911111712814479,0.010270931524372529
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,3,4,0.0006310700225340638,0.001391093109405217
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,3,5,0.0007418921313545589,0.0016154433634487653
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,3,6,0.0001404253900469851,0.00036303874098631006
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,3,7,0.000936320461082129,0.0021839751172177957
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,3,8,0.0013735335369315818,0.001890236272163337
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,3,9,0.0001806321421437046,0.000534917846747307
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,3,10,0.0005003323286654566,0.003559018046051854
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,3,11,0.0009613246320389046,0.0015944400599235964
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,3,12,0.0008245056349957792,0.0023032637448940907
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,3,13,0.0018516916452708048,0.009132937348124592
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,3,14,0.0037374822957723505,0.013752109724499917
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,10,0,0.002473116362696563,0.0015033733219338985
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,10,1,0.0014424503471801575,0.0013116848342860088
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,10,2,0.0011569085645615268,0.003053560617843898
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,10,3,0.0005299451511071488,0.0018337389039340124
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,10,4,0.0003501395295419175,0.0003766822222618371
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,10,5,0.00038834451976982196,0.0004906049576638427
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,10,6,2.672124888872104e-05,2.7363438884431268e-05
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,10,7,0.0005223686350854019,0.0005655589263875438
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,10,8,0.0005628633603061965,0.0003656714129935956
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,10,9,0.00010705756862363971,0.0001644101111961671
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,10,10,0.00019595552694609333,0.0006438489215296883
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,10,11,0.0005731880729216171,0.0003421747280352161
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,10,12,0.0004238747816147567,0.00046633360645875754
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,10,13,0.0007254453822437709,0.0013830561022938337
missing_zero__newton_p15_boxcar_hanning_decimated_s-1,10,14,0.0016461640481911237,0.0022015632034486643
missing_zero__newton_p15_boxcar_independent_s1,3,0,0.005843029535607907,0.009677422319104956
missing_zero__newton_p15_boxcar_independent_s1,3,1,0.00253437498097186,0.005041434422637381
missing_zero__newton_p15_boxcar_independent_s1,3,2,0.0034351946981927757,0.022134076311497886
missing_zero__newton_p15_boxcar_independent_s1,3,3,0.0012328779348334358,0.009462478492880955
missing_zero__newton_p15_boxcar_independent_s1,3,4,0.0005948504375308026,0.0016344935115344406
missing_zero__newton_p15_boxcar_independent_s1,3,5,0.000769724921678783,0.0016073129906555295
missing_zero__newton_p15_boxcar_independent_s1,3,6,0.00015581619075903295,0.00035440838313505196
missing_zero__newton_p15_boxcar_independent_s1,3,7,0.001036477730594554,0.002283265952575997
missing_zero__newton_p15_boxcar_independent_s1,3,8,0.0014089737235497986,0.0022512530335829783
missing_zero__newton_p15_boxcar_independent_s1,3,9,0.0001863586509675734,0.0005369384448952186
missing_zero__newton_p15_boxcar_independent_s1,3,10,0.0005297245653839074,0.0036799793981145967
missing_zero__newton_p15_boxcar_independent_s1,3,11,0.0009770862837236332,0.001946612586873897
missing_zero__newton_p15_boxcar_independent_s1,3,12,0.0009720403924145178,0.0022143202570295006
missing_zero__newton_p15_boxcar_independent_s1,3,13,0.0021095920332103056,0.010003896099354037
missing_zero__newton_p15_boxcar_independent_s1,3,14,0.00445379119390923,0.016127812932375196
missing_zero__newton_p15_boxcar_independent_s1,10,0,0.0024875235732702192,0.0015242532170112733
missing_zero__newton_p15_boxcar_independent_s1,10,1,0.0014686357191144618,0.0013350725938454655
missing_zero__newton_p15_boxcar_independent_s1,10,2,0.0011709084630582428,0.003004591889995245
missing_zero__newton_p15_boxcar_independent_s1,10,3,0.0005414483727160405,0.0018250980192235922
missing_zero__newton_p15_boxcar_independent_s1,10,4,0.0003517946017301937,0.0003840444728271386
missing_zero__newton_p15_boxcar_independent_s1,10,5,0.0003908839047447309,0.0004880280870934728
missing_zero__newton_p15_boxcar_independent_s1,10,6,2.7425845475897846e-05,2.7138749335575696e-05
missing_zero__newton_p15_boxcar_independent_s1,10,7,0.0005305284571155564,0.0005769711689888046
missing_zero__newton_p15_boxcar_independent_s1,10,8,0.0005641558271450018,0.0003788015761358454
missing_zero__newton_p15_boxcar_independent_s1,10,9,0.00010803241479569674,0.00016925146453150575
missing_zero__newton_p15_boxcar_independent_s1,10,10,0.00019940085417047333,0.0006338698043402147
missing_zero__newton_p15_boxcar_independent_s1,10,11,0.0005795108484834364,0.0003512299272296904
missing_zero__newton_p15_boxcar_independent_s1,10,12,0.0004317035736084387,0.00046135616084153064
missing_zero__newton_p15_boxcar_independent_s1,10,13,0.000736955931112098,0.001374848048151689
missing_zero__newton_p15_boxcar_independent_s1,10,14,0.0016859940317793924,0.00222322569563993
missing_zero__newton_p15_boxcar_hanning_full_s1,3,0,0.004474363793883419,0.005234574244852408
missing_zero__newton_p15_boxcar_hanning_full_s1,3,1,0.002289614867074566,0.0033135556866213944
missing_zero__newton_p15_boxcar_hanning_full_s1,3,2,0.0022690362662247904,0.010419817686895705
missing_zero__newton_p15_boxcar_hanning_full_s1,3,3,0.0009605451607040663,0.005739835503299595
missing_zero__newton_p15_boxcar_hanning_full_s1,3,4,0.0005261450347816422,0.0009419676204345251
missing_zero__newton_p15_boxcar_hanning_full_s1,3,5,0.0006243957579586424,0.001295108994498806
missing_zero__newton_p15_boxcar_hanning_full_s1,3,6,8.742975697320097e-05,0.00014211135378427997
missing_zero__newton_p15_boxcar_hanning_full_s1,3,7,0.0008076653006207984,0.0013192524125649197
missing_zero__newton_p15_boxcar_hanning_full_s1,3,8,0.0009718864060095786,0.0009875531887626465
missing_zero__newton_p15_boxcar_hanning_full_s1,3,9,0.00016862528857357757,0.00037451591097004133
missing_zero__newton_p15_boxcar_hanning_full_s1,3,10,0.00036547010161789727,0.002049413054536098
missing_zero__newton_p15_boxcar_hanning_full_s1,3,11,0.0007980125086131505,0.0009256495893303907
missing_zero__newton_p15_boxcar_hanning_full_s1,3,12,0.0007217457991990785,0.001306674829035126
missing_zero__newton_p15_boxcar_hanning_full_s1,3,13,0.0014089393497532159,0.0045615094827786695
missing_zero__newton_p15_boxcar_hanning_full_s1,3,14,0.0031296026249938917,0.007512625214509683
missing_zero__newton_p15_boxcar_hanning_full_s1,10,0,0.0023454880221545726,0.0013416681119107765
missing_zero__newton_p15_boxcar_hanning_full_s1,10,1,0.001396388961691323,0.0012076759276764548
missing_zero__newton_p15_boxcar_hanning_full_s1,10,2,0.0011011054053613836,0.0027347593883100263
missing_zero__newton_p15_boxcar_hanning_full_s1,10,3,0.0005109340128497541,0.0016040944173600913
missing_zero__newton_p15_boxcar_hanning_full_s1,10,4,0.0003357247453010508,0.00034949182843690973
missing_zero__newton_p15_boxcar_hanning_full_s1,10,5,0.0003723167641159587,0.0004469298079667894
missing_zero__newton_p15_boxcar_hanning_full_s1,10,6,2.4490461397187856e-05,2.3533757291138713e-05
missing_zero__newton_p15_boxcar_hanning_full_s1,10,7,0.0005049296615876891,0.000527287385628239
missing_zero__newton_p15_boxcar_hanning_full_s1,10,8,0.0005387142469206154,0.0003375021150315294
missing_zero__newton_p15_boxcar_hanning_full_s1,10,9,0.00010268660463494136,0.0001562230139211529
missing_zero__newton_p15_boxcar_hanning_full_s1,10,10,0.00018819980661147507,0.0005759902727522359
missing_zero__newton_p15_boxcar_hanning_full_s1,10,11,0.0005562072197426967,0.000325887023199134
missing_zero__newton_p15_boxcar_hanning_full_s1,10,12,0.00041036640502416764,0.00041553894486912046
missing_zero__newton_p15_boxcar_hanning_full_s1,10,13,0.000693740438065028,0.0012465317817507149
missing_zero__newton_p15_boxcar_hanning_full_s1,10,14,0.00158907566131389,0.001988680021252076
missing_zero__newton_p15_boxcar_hanning_decimated_s1,3,0,0.005639442223868545,0.008969000546240946
