case,sigma,aperture,relative_L1_vs_baseline,peak_absolute_change_mjy_beam
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,10,0,0.2724445565693827,0.21713321703534594
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,10,1,0.100163851104781,0.1357303656572133
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,10,2,0.20285662405074226,0.7425411471478585
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,10,3,0.20743644614191747,0.9528363370732675
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,10,4,0.08189026878900689,0.08734982032767047
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,10,5,0.2343841705352707,0.39753242147480294
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,10,6,0.029482404291648345,0.028460693530740433
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,10,7,0.17720989117293412,0.19042070768446795
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,10,8,0.11103703948574771,0.1040435012499028
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,10,9,0.10638997925245171,0.16620775135076649
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,10,10,0.23954344404077854,0.9667379286789544
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,10,11,0.48602994164463315,0.48096002030489426
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,10,12,0.17151149266052945,0.19623530695939195
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,10,13,0.13183458919852234,0.2940738579813631
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,10,14,0.09859817734796651,0.15136018368604676
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,3,0,0.3310795411009723,0.7358978593722842
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,3,1,0.15535817646479944,0.505066360096698
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,3,2,0.4825066977564915,3.0319145422119584
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,3,3,0.453808972566246,3.2904312921708527
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,3,4,0.15727429372181326,0.27426687843708264
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,3,5,0.42444846544614356,1.3194872898291203
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,3,6,0.07835122466561412,0.19188629116756917
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,3,7,0.24442369245176432,0.4108024604321716
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,3,8,0.30809762842570054,0.473537246374082
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,3,9,0.23867983905456763,0.7197351909959036
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,3,10,0.48457119887889105,3.4231887251927597
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,3,11,0.7690796213402552,1.3214141711728662
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,3,12,0.36030878467832356,0.7779562868566934
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,3,13,0.3485034210350806,1.367303683813153
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,3,14,0.2512526430281345,0.9352163272810285
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,10,0,0.27266384746563915,0.2304933017818458
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,10,1,0.1017858251164616,0.14511093392332808
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,10,2,0.2111561795788367,0.8068937109319854
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,10,3,0.2157251801194528,1.0330536452468109
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,10,4,0.0849259041314258,0.09221399322397028
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,10,5,0.2422325393833207,0.4225969813295355
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,10,6,0.030959850229330597,0.03156989388981879
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,10,7,0.18042201676128167,0.201928466853743
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,10,8,0.11369010170581459,0.11231541166421855
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,10,9,0.11173508526100233,0.17875867565132175
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,10,10,0.2496999789214881,1.0490181315824443
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,10,11,0.4950624125405844,0.5121723759611606
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,10,12,0.17966714647655227,0.2106513273489652
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,10,13,0.13886340617458157,0.31624385209207495
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,10,14,0.10331625063234792,0.1666126692049701
common30__newton_plus_log_p15_boxcar_independent_s1,3,0,0.3170171864129459,0.8216562423987657
common30__newton_plus_log_p15_boxcar_independent_s1,3,1,0.1591476377570153,0.5559663725302282
common30__newton_plus_log_p15_boxcar_independent_s1,3,2,0.5025907653651727,4.016545315827957
common30__newton_plus_log_p15_boxcar_independent_s1,3,3,0.47173407257436417,4.428516507753368
common30__newton_plus_log_p15_boxcar_independent_s1,3,4,0.16243042045187922,0.3672070924251929
common30__newton_plus_log_p15_boxcar_independent_s1,3,5,0.42570910346012386,1.387395560679218
common30__newton_plus_log_p15_boxcar_independent_s1,3,6,0.07243085987435563,0.20264194916476264
common30__newton_plus_log_p15_boxcar_independent_s1,3,7,0.24906976501467798,0.4040681716500969
common30__newton_plus_log_p15_boxcar_independent_s1,3,8,0.3415604940029068,0.5004284093742863
common30__newton_plus_log_p15_boxcar_independent_s1,3,9,0.2579376917624912,0.666864286770462
common30__newton_plus_log_p15_boxcar_independent_s1,3,10,0.5169106282676688,3.3277575208781984
common30__newton_plus_log_p15_boxcar_independent_s1,3,11,0.7414729260195806,1.529078136730071
common30__newton_plus_log_p15_boxcar_independent_s1,3,12,0.3683971027885825,0.7606399874131047
common30__newton_plus_log_p15_boxcar_independent_s1,3,13,0.3773525780419353,1.569969341095753
common30__newton_plus_log_p15_boxcar_independent_s1,3,14,0.2849051167176642,0.985794601864368
common30__newton_plus_log_p15_boxcar_independent_s1,10,0,0.272662196191472,0.23053325983273998
common30__newton_plus_log_p15_boxcar_independent_s1,10,1,0.10184009235242227,0.1452054649921588
common30__newton_plus_log_p15_boxcar_independent_s1,10,2,0.21109535586972142,0.8175296297532841
common30__newton_plus_log_p15_boxcar_independent_s1,10,3,0.21543813260588854,1.047291727748826
common30__newton_plus_log_p15_boxcar_independent_s1,10,4,0.08439474090770364,0.09450872561434209
common30__newton_plus_log_p15_boxcar_independent_s1,10,5,0.2412544694070963,0.43651470453153296
common30__newton_plus_log_p15_boxcar_independent_s1,10,6,0.0315530707897314,0.03183361639594051
common30__newton_plus_log_p15_boxcar_independent_s1,10,7,0.18067433310109138,0.20150384896130513
common30__newton_plus_log_p15_boxcar_independent_s1,10,8,0.11430645133204485,0.11083498359524424
common30__newton_plus_log_p15_boxcar_independent_s1,10,9,0.111414153800235,0.17851443204954665
common30__newton_plus_log_p15_boxcar_independent_s1,10,10,0.2510909534035375,1.0526271786563277
common30__newton_plus_log_p15_boxcar_independent_s1,10,11,0.49572027126479445,0.5150772901447558
common30__newton_plus_log_p15_boxcar_independent_s1,10,12,0.17850139663418219,0.22022221449819146
common30__newton_plus_log_p15_boxcar_independent_s1,10,13,0.13780918513911014,0.3251566009177165
common30__newton_plus_log_p15_boxcar_independent_s1,10,14,0.10273742769217083,0.16775624090390218
common30__newton_plus_log_p15_boxcar_hanning_full_s1,3,0,0.29713045738709026,0.49391892144169236
common30__newton_plus_log_p15_boxcar_hanning_full_s1,3,1,0.13656816774965264,0.3383983928127232
common30__newton_plus_log_p15_boxcar_hanning_full_s1,3,2,0.3394913376754349,1.9757284808236797
common30__newton_plus_log_p15_boxcar_hanning_full_s1,3,3,0.33282478438206375,2.3503626950342653
common30__newton_plus_log_p15_boxcar_hanning_full_s1,3,4,0.1247416699777425,0.18602420650785909
common30__newton_plus_log_p15_boxcar_hanning_full_s1,3,5,0.37298485202007803,0.9814319214400948
common30__newton_plus_log_p15_boxcar_hanning_full_s1,3,6,0.05643505418833604,0.10621982624228932
common30__newton_plus_log_p15_boxcar_hanning_full_s1,3,7,0.2244155716053938,0.36537238789444837
common30__newton_plus_log_p15_boxcar_hanning_full_s1,3,8,0.19069307636663554,0.30883106777905467
common30__newton_plus_log_p15_boxcar_hanning_full_s1,3,9,0.19628263935868293,0.49190886416202373
common30__newton_plus_log_p15_boxcar_hanning_full_s1,3,10,0.4036613833088284,2.5527922937622334
common30__newton_plus_log_p15_boxcar_hanning_full_s1,3,11,0.6631354582507573,0.9902630442815723
common30__newton_plus_log_p15_boxcar_hanning_full_s1,3,12,0.29495720088155636,0.564078380342203
common30__newton_plus_log_p15_boxcar_hanning_full_s1,3,13,0.2603985058310797,0.9199473045249884
common30__newton_plus_log_p15_boxcar_hanning_full_s1,3,14,0.19319189865437766,0.44081446734518526
common30__newton_plus_log_p15_boxcar_hanning_full_s1,10,0,0.27245957048851976,0.21539521758449953
common30__newton_plus_log_p15_boxcar_hanning_full_s1,10,1,0.10031932237616853,0.13439853054261564
common30__newton_plus_log_p15_boxcar_hanning_full_s1,10,2,0.20083656827738167,0.7457744264423396
common30__newton_plus_log_p15_boxcar_hanning_full_s1,10,3,0.20552528144417398,0.9575372398112827
common30__newton_plus_log_p15_boxcar_hanning_full_s1,10,4,0.08106811767085324,0.08872206492082635
common30__newton_plus_log_p15_boxcar_hanning_full_s1,10,5,0.23318144296367366,0.4046628322478021
common30__newton_plus_log_p15_boxcar_hanning_full_s1,10,6,0.029751079273534934,0.028506603241823747
common30__newton_plus_log_p15_boxcar_hanning_full_s1,10,7,0.17752415948315833,0.18832720495838995
common30__newton_plus_log_p15_boxcar_hanning_full_s1,10,8,0.11077042122250656,0.10207052833515196
common30__newton_plus_log_p15_boxcar_hanning_full_s1,10,9,0.10698141328262817,0.16270091607228654
common30__newton_plus_log_p15_boxcar_hanning_full_s1,10,10,0.24023488648560043,0.9554381629329045
common30__newton_plus_log_p15_boxcar_hanning_full_s1,10,11,0.48375946163260286,0.4803329386778006
common30__newton_plus_log_p15_boxcar_hanning_full_s1,10,12,0.1693164027834737,0.19620413597648934
common30__newton_plus_log_p15_boxcar_hanning_full_s1,10,13,0.13110323942299626,0.289627000502537
common30__newton_plus_log_p15_boxcar_hanning_full_s1,10,14,0.09773923459820143,0.1494042271187701
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,3,0,0.31861146266086365,0.7562485091890989
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,3,1,0.1572513255149589,0.5137703314693911
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,3,2,0.4704327633696536,3.5793092755348646
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,3,3,0.4456847185383247,3.9977406819532746
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,3,4,0.1554064089893852,0.32832536175134874
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,3,5,0.41946907350006185,1.322596047359996
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,3,6,0.06940619834723893,0.1864646272488446
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,3,7,0.2439337117142552,0.40119648050330037
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,3,8,0.3103695802181219,0.4719601437794214
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,3,9,0.24766001358460776,0.6471402182824995
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,3,10,0.49942043331954405,3.2243189244424224
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,3,11,0.7152712353190437,1.4358782547542244
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,3,12,0.3567160157436336,0.7082512011523296
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,3,13,0.3544982063102572,1.3797756299370754
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,3,14,0.2666486877249481,0.8667171140984968
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,10,0,0.27264518959624234,0.2285151568306807
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,10,1,0.10165733564062363,0.14375954019059134
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,10,2,0.20975313941858248,0.8079491181574343
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,10,3,0.21410649509547586,1.035319809512385
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,10,4,0.08396099437393197,0.09376692056391578
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,10,5,0.24021925562427685,0.43233884924704125
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,10,6,0.03131513442502123,0.03139331937128376
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,10,7,0.18028472130131956,0.19976246970188438
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,10,8,0.11386106892852815,0.10966583917980666
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,10,9,0.11084115824007698,0.17606201995162674
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,10,10,0.24967971374227518,1.0396320460903103
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,10,11,0.49421859562408815,0.5104830202206843
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,10,12,0.17729325141518126,0.2170197232787704
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,10,13,0.13673670525965523,0.32037516168374514
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,10,14,0.10208347608670507,0.1652948616398835
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,3,0,0.3017086866664077,0.6631876481009333
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,3,1,0.22695085624490932,0.588325859984145
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,3,2,0.6951186305113309,5.333058187144835
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,3,3,0.5011672430317047,4.6511738901816155
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,3,4,0.22479089078280803,0.4657028056464801
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,3,5,0.5456632460596553,1.564661096474191
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,3,6,0.08131065598973186,0.22150784345231656
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,3,7,0.2897407798928866,0.5095715302740094
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,3,8,0.2689835758958703,0.711802593684156
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,3,9,0.2238186533229053,0.8384906001817263
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,3,10,0.5689854820125178,4.270202966005361
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,3,11,0.8664529445671323,1.6628211969384201
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,3,12,0.47821326066345776,1.281240943548146
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,3,13,0.6615473057522137,3.0025742096225856
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,3,14,0.29838311851602917,0.8989176532404888
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,10,0,0.27217104438642725,0.22523217280129526
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,10,1,0.11450306771029466,0.16882470092853108
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,10,2,0.3019078770465753,1.0482572711966107
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,10,3,0.2375426802538322,1.0877405109451006
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,10,4,0.13990780536095515,0.16105627838290704
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,10,5,0.29077965087094426,0.5168837528223906
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,10,6,0.029966248524321372,0.031088036357437954
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,10,7,0.18872440610030233,0.21129933690418023
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,10,8,0.12154025824817803,0.11892932000387535
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,10,9,0.11292087345677644,0.18428976154610432
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,10,10,0.26551038946405725,1.0787612805611708
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,10,11,0.5322959725212312,0.5457777178061627
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,10,12,0.24688055130408612,0.3023920367770818
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,10,13,0.2421243898635466,0.5233821314761149
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,10,14,0.10839569937230459,0.17363485118143718
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,0,0.2803031697983957,0.45056160938298606
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,1,0.16577707924636648,0.3794786198277631
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,2,0.5397408097804575,3.1817676049879746
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,3,0.395728622730228,2.9776864887252885
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,4,0.20510107684037343,0.3321029233527222
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,5,0.4426717768805571,1.1402697650604483
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,6,0.05492273411298324,0.10340725072319823
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,7,0.2514250442343533,0.417577659190409
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,8,0.21312924713530465,0.3576155392785417
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,9,0.18718773785713924,0.4950781260720447
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,10,0.4517155030659522,2.9203017486487473
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,11,0.7520554097180874,1.1221628852941805
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,12,0.4020445924781054,0.814361078623755
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,13,0.4588778539590857,1.462095253155147
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,3,14,0.20654429560490098,0.4869405786338671
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,0,0.27216793988472404,0.21105378020867327
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,1,0.11173545821249549,0.1554081152966933
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,2,0.28473112917386983,0.961652945471829
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,3,0.228581669319748,0.9852674318280781
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,4,0.1335913754330374,0.14623924991005366
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,5,0.27749464697354514,0.4703596891527042
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,6,0.02828019464241895,0.02765417498727385
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,7,0.18492032759902519,0.19839688934318744
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,8,0.11673823993778806,0.1079286053227243
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,9,0.10697444903536067,0.16807034761132766
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,10,0.2556507121157332,0.9989378809667429
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,11,0.5179524992163183,0.5086462640686439
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,12,0.2341235382787653,0.2721123810120313
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,13,0.227800216545866,0.461991010055957
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,10,14,0.10280730795762838,0.15411520235036202
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,0,0.29656752306113815,0.628520290541666
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,1,0.21054051466263074,0.5456568990113415
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,2,0.6731477132154337,5.013299957639534
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,3,0.48639895278078193,4.398514718092227
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,4,0.22264151298719229,0.44111604719767644
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,5,0.5290895586861539,1.4721590826766895
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,6,0.07665624657227427,0.19877707585223314
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,7,0.2835513621032414,0.49873120484064826
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,8,0.2634512761330595,0.6453113716485996
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,9,0.21897429460365153,0.7811299767798041
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,10,0.5503124408119344,4.0615578869442315
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,11,0.8496221550038796,1.5769666281544996
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,12,0.4666194631353286,1.210336142632461
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,13,0.6232432055436578,2.662802837038007
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,3,14,0.2809220291473148,0.7932490991369048
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,0,0.2721697829299165,0.22334717401526905
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,1,0.11415884210899911,0.1670351111153625
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,2,0.29963737783923083,1.036888519769385
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,3,0.23638983482034207,1.0739565584824673
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,4,0.13908360578519227,0.1591067117392022
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,5,0.28904561708279686,0.5106976929474618
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,6,0.029742985828828106,0.03063094420814705
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,7,0.18794853254630653,0.20960921291431378
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,8,0.12092307049770869,0.117443176415168
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,9,0.11213836477165509,0.18214609659888636
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,10,0.2642415467934283,1.0683443772701393
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,11,0.5304780006738027,0.5408833236870925
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,12,0.24520384498154676,0.29839962476126725
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,13,0.24022604725021024,0.5151353144119912
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,10,14,0.10754090693600292,0.1710107879576317
common30_stars_h0.4__newton_p5_boxcar_independent_s1,3,0,0.29594904070775285,0.7188933328919775
common30_stars_h0.4__newton_p5_boxcar_independent_s1,3,1,0.21837636747259534,0.6738239360577265
common30_stars_h0.4__newton_p5_boxcar_independent_s1,3,2,0.761426752562079,4.441803185436141
common30_stars_h0.4__newton_p5_boxcar_independent_s1,3,3,0.5272850242037469,3.924091248429136
common30_stars_h0.4__newton_p5_boxcar_independent_s1,3,4,0.22522213805665878,0.4746549321677621
common30_stars_h0.4__newton_p5_boxcar_independent_s1,3,5,0.5605096541073689,1.5631076050840722
common30_stars_h0.4__newton_p5_boxcar_independent_s1,3,6,0.07047052406242606,0.20645406288225554
common30_stars_h0.4__newton_p5_boxcar_independent_s1,3,7,0.2880870557337611,0.4882146448138045
common30_stars_h0.4__newton_p5_boxcar_independent_s1,3,8,0.315066699959188,0.700894993483345
common30_stars_h0.4__newton_p5_boxcar_independent_s1,3,9,0.24476850423509078,0.7836231205808364
common30_stars_h0.4__newton_p5_boxcar_independent_s1,3,10,0.5417382373959518,4.514284905747685
common30_stars_h0.4__newton_p5_boxcar_independent_s1,3,11,0.9133846016834128,1.630455560391896
common30_stars_h0.4__newton_p5_boxcar_independent_s1,3,12,0.5087967681757594,1.242488161167742
common30_stars_h0.4__newton_p5_boxcar_independent_s1,3,13,0.616857485754715,3.1353014651756554
common30_stars_h0.4__newton_p5_boxcar_independent_s1,3,14,0.29167633479835287,0.7790363739075601
common30_stars_h0.4__newton_p5_boxcar_independent_s1,10,0,0.2721709989961308,0.2256264547024538
common30_stars_h0.4__newton_p5_boxcar_independent_s1,10,1,0.11382040529702829,0.16960734883599926
common30_stars_h0.4__newton_p5_boxcar_independent_s1,10,2,0.29798563744747186,1.03983638438689
common30_stars_h0.4__newton_p5_boxcar_independent_s1,10,3,0.23868883783494152,1.1119852055850954
common30_stars_h0.4__newton_p5_boxcar_independent_s1,10,4,0.13839001427782935,0.15853666701059765
common30_stars_h0.4__newton_p5_boxcar_independent_s1,10,5,0.28966280196814104,0.510492467366211
common30_stars_h0.4__newton_p5_boxcar_independent_s1,10,6,0.03025142021991279,0.03070813324097199
common30_stars_h0.4__newton_p5_boxcar_independent_s1,10,7,0.18980405881198517,0.21530657670649633
common30_stars_h0.4__newton_p5_boxcar_independent_s1,10,8,0.12080509094651737,0.12007659496734813
common30_stars_h0.4__newton_p5_boxcar_independent_s1,10,9,0.11199604550722808,0.18109852434758178
common30_stars_h0.4__newton_p5_boxcar_independent_s1,10,10,0.26650576212573285,1.105659235112598
common30_stars_h0.4__newton_p5_boxcar_independent_s1,10,11,0.5312992575585608,0.5370257970176324
common30_stars_h0.4__newton_p5_boxcar_independent_s1,10,12,0.24838682992503577,0.2993678756518975
common30_stars_h0.4__newton_p5_boxcar_independent_s1,10,13,0.23996908169267314,0.5328092994198421
common30_stars_h0.4__newton_p5_boxcar_independent_s1,10,14,0.11012798544394374,0.16861456117630125
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,3,0,0.27844408807507265,0.46063277694758864
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,3,1,0.16902273972978613,0.4087657804220537
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,3,2,0.5516902107023216,3.1068947615660183
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,3,3,0.3947229249276439,2.8712914834848684
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,3,4,0.20017809385541926,0.34138039413988586
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,3,5,0.45803306570874935,1.204280615651507
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,3,6,0.05570193843573747,0.1072553065944335
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,3,7,0.2534611591293439,0.40130654917652375
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,3,8,0.2148863719081456,0.3512055012945585
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,3,9,0.19339682969830732,0.5058862929573529
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,3,10,0.44525087923835427,2.9002099969847865
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,3,11,0.7587028908894996,1.1595039203271884
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,3,12,0.41446692002953717,0.8390038622885753
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,3,13,0.44249821655980315,1.4989051146563472
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,3,14,0.20721861591482668,0.5218120799901795
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,10,0,0.27216718281970387,0.21133834019572129
