case,sigma,comparison,aperture,profile_L1,centroid_km_s,passed
missing_zero__newton_p15_boxcar_hanning_decimated_s1,10,fine_vertical_planar,0,0.0027959661035766004,0.006068989053616747,True
missing_zero__newton_p15_boxcar_hanning_decimated_s1,10,fine_vertical_planar,1,0.0014634456175324569,0.008828642092765904,True
missing_zero__newton_p15_boxcar_hanning_decimated_s1,10,fine_vertical_planar,2,0.0008937111994270482,0.009686927415017976,True
missing_zero__newton_p15_boxcar_hanning_decimated_s1,10,fine_vertical_planar,3,0.00042884581693998806,0.002444913990466091,True
missing_zero__newton_p15_boxcar_hanning_decimated_s1,10,fine_vertical_planar,4,0.0005662742158952862,0.005276927600625925,True
missing_zero__newton_p15_boxcar_hanning_decimated_s1,10,fine_vertical_planar,5,0.0006542418170877675,0.00405694692944536,True
missing_zero__newton_p15_boxcar_hanning_decimated_s1,10,fine_vertical_planar,6,0.00036717635927982007,0.0024962660856930885,True
missing_zero__newton_p15_boxcar_hanning_decimated_s1,10,fine_vertical_planar,7,0.000221682102548084,0.001047822484725458,True
missing_zero__newton_p15_boxcar_hanning_decimated_s1,10,fine_vertical_planar,8,0.0007910384138336773,0.009953988111497836,True
missing_zero__newton_p15_boxcar_hanning_decimated_s1,10,fine_vertical_planar,9,0.001986172801456909,0.011898943286270836,True
missing_zero__newton_p15_boxcar_hanning_decimated_s1,10,fine_vertical_planar,10,0.0006746485934303057,0.004623330291614991,True
missing_zero__newton_p15_boxcar_hanning_decimated_s1,10,fine_vertical_planar,11,0.0008463765048854217,0.005322000069213573,True
missing_zero__newton_p15_boxcar_hanning_decimated_s1,10,fine_vertical_planar,12,0.0004265076497739511,0.005009919159611798,True
missing_zero__newton_p15_boxcar_hanning_decimated_s1,10,fine_vertical_planar,13,0.0004199296838355163,0.003443589497145183,True
missing_zero__newton_p15_boxcar_hanning_decimated_s1,10,fine_vertical_planar,14,0.00017105836933112097,0.002197695291421553,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,planar,0,0.002760834337693503,0.002518318049091306,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,planar,1,0.002382515321505027,0.010346815942774867,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,planar,2,0.001891244471473313,0.006343239521356736,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,planar,3,0.0013501834979047775,0.0031614519251164097,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,planar,4,0.0021911523950473443,0.003887487788439614,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,planar,5,0.0027476222503527575,0.005987979303704094,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,planar,6,0.003209180799428568,0.0028557062199677796,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,planar,7,0.0030114288198872367,0.0009211375683513268,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,planar,8,0.003439146112773672,0.012270273100849494,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,planar,9,0.004054848340518552,0.01274322175969722,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,planar,10,0.0012640387226905087,0.005184700556597477,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,planar,11,0.0014216832534925624,0.0011764857689655628,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,planar,12,0.0020096987084558967,0.006557409488692656,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,planar,13,0.0006726587804908821,0.0028251561263346048,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,planar,14,0.0003230357448812112,0.0010243154895235307,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,vertical,0,0.0003747259368276056,0.0005651591835018621,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,vertical,1,0.0011641215674046362,0.006542810854980985,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,vertical,2,0.00036698611219248233,0.0006353232774714002,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,vertical,3,0.00011598352616693713,0.0006179291178511903,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,vertical,4,0.0006704058168716344,0.005812923311445672,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,vertical,5,0.00025558810503526456,0.00014464363670185776,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,vertical,6,0.0006377638953733402,0.0006991999643679581,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,vertical,7,0.0009760268124857411,0.0003889943364114856,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,vertical,8,0.0008584741385759486,0.004683853836194629,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,vertical,9,0.0008062654033305243,0.0021319979950167323,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,vertical,10,0.00020225956060489482,0.0001657875375826734,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,vertical,11,0.0005874453919629981,0.001511545385625368,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,vertical,12,0.0007107423263415328,0.004342826192640814,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,vertical,13,0.00021877272593608202,0.00040052698155790267,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,vertical,14,0.00014441001785479998,0.00046971087746072726,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,joint,0,0.00248567706719772,0.0020577482041730377,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,joint,1,0.001796074808884156,0.003995241761401758,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,joint,2,0.0020743216627440676,0.00571213656287739,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,joint,3,0.001333848905308685,0.002576487466988908,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,joint,4,0.002238895561714944,0.009565775000751842,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,joint,5,0.0029603978984105417,0.006105921080695964,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,joint,6,0.0034550866816395976,0.003451950848757601,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,joint,7,0.003283387116171249,0.0013382747530208405,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,joint,8,0.0034029944455918576,0.016538267039909016,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,joint,9,0.00430714077921115,0.014724151771442706,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,joint,10,0.0013914742930716748,0.005303740171015647,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,joint,11,0.0016612159690541257,0.0027170203997073372,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,joint,12,0.002142031560309398,0.0023701421792523547,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,joint,13,0.0007043195454532164,0.00242240070105737,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,joint,14,0.0003844092040913671,0.0005748346434160112,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_planar_vertical,0,0.00033209013967485377,0.00046056984491826825,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_planar_vertical,1,0.0011164664807328875,0.00635157418137311,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_planar_vertical,2,0.000352109181444581,0.0006311029584793459,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_planar_vertical,3,0.00011525778169323369,0.0005849644581275015,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_planar_vertical,4,0.000649032985252151,0.0056782872123122274,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_planar_vertical,5,0.00024030662406301307,0.00011794177699187003,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_planar_vertical,6,0.0006020107965112401,0.0005962446287898215,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_planar_vertical,7,0.0009392221671285537,0.00041713718466951377,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_planar_vertical,8,0.0008140515596192673,0.004267993939059522,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_planar_vertical,9,0.0007793473959443308,0.0019809300117454853,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_planar_vertical,10,0.00019586670595739858,0.00011903961441817046,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_planar_vertical,11,0.0005608590649648713,0.0015405346307417744,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_planar_vertical,12,0.0006778283841062497,0.004187267309440301,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_planar_vertical,13,0.00021174230516809615,0.00040275542527723474,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_planar_vertical,14,0.00013755011208498011,0.0004494808461075195,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_vertical_planar,0,0.002801507581506963,0.0026229073876749,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_vertical_planar,1,0.0024256968411794744,0.010538052616382743,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_vertical_planar,2,0.0018874265380161705,0.00634745984034879,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_vertical_planar,3,0.0013487999760945122,0.0031944165848400985,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_vertical_planar,4,0.0021956194757463523,0.003752851689306169,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_vertical_planar,5,0.0027402922664402527,0.005961277443994106,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_vertical_planar,6,0.003200720041659311,0.002752750884389643,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_vertical_planar,7,0.0030238023895306364,0.0009492804166093549,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_vertical_planar,8,0.003444884210683289,0.011854413203714387,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_vertical_planar,9,0.004038659418820715,0.012592153776425974,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_vertical_planar,10,0.0012568470762088842,0.005137952633432974,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_vertical_planar,11,0.0014542728315233256,0.0012054750140819692,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_vertical_planar,12,0.0020075049520920183,0.006712968371893169,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_vertical_planar,13,0.0006617305684158226,0.0028229276826152727,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,3,fine_vertical_planar,14,0.00032230003429889974,0.0010445455208767385,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,planar,0,0.0027534908054520297,0.002519382841384754,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,planar,1,0.0014965613823886346,0.010348359098607318,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,planar,2,0.0006291806723605185,0.006323346951710107,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,planar,3,0.0004301741612118717,0.0031685127076883646,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,planar,4,0.0004587724734517287,0.003879225785574647,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,planar,5,0.0007528792899147066,0.0059802146541940715,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,planar,6,0.00041661888847751937,0.002887594260337356,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,planar,7,0.0002531886714680626,0.0009379048488433739,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,planar,8,0.0009785665997307327,0.012288409718912874,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,planar,9,0.002039129256625398,0.012743880521346895,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,planar,10,0.0007153148166705799,0.005172152863366364,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,planar,11,0.0008050630207518092,0.0011722627799315433,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,planar,12,0.0005676540966076446,0.006553398791794507,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,planar,13,0.000409418039386196,0.00283509678516225,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,planar,14,8.396302825545185e-05,0.001028690366098317,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,vertical,0,0.0003747224609301074,0.0005653583958533659,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,vertical,1,0.0011581843642302176,0.0065455822782283235,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,vertical,2,0.0002515995133629641,0.0006353941234706895,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,vertical,3,0.00010926502862705437,0.0006180277956673308,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,vertical,4,0.0006009745054013617,0.005814109692423131,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,vertical,5,0.00021888998338456765,0.00014478550833985082,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,vertical,6,0.0002868367718837813,0.0006995099204807342,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,vertical,7,0.0008056467789123671,0.00038945872881512855,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,vertical,8,0.0007059403244762457,0.004684439794370832,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,vertical,9,0.0003517480482257952,0.002132080692634375,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,vertical,10,7.487287320374565e-05,0.00016590023784601726,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,vertical,11,0.00022385082733357051,0.0015129443595114367,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,vertical,12,0.0004404112146077288,0.00434369175913929,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,vertical,13,0.00020982504800452797,0.00040034648202436074,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,vertical,14,6.253250708782773e-05,0.0004694150556758814,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,joint,0,0.0024295191381418033,0.0020586447948716113,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,joint,1,0.0005341248934787296,0.003993899888143915,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,joint,2,0.000517218847426847,0.0056921614062304116,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,joint,3,0.0005380100688120997,0.0025834690789920955,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,joint,4,0.0006761718151128473,0.009558547249959304,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,joint,5,0.0007179409293358879,0.006098259432647524,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,joint,6,0.0006417549198005272,0.0034840508578563023,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,joint,7,0.0006211012021499049,0.0013552479079805835,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,joint,8,0.0013157844623919936,0.016556686516604913,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,joint,9,0.002381775214421994,0.01472486065980938,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,joint,10,0.0007569135389670636,0.005291300360354967,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,joint,11,0.0009768478423172566,0.0027143453896272263,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,joint,12,0.0006370353102268749,0.0023653518397992457,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,joint,13,0.00027458905392669015,0.002432461819530829,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,joint,14,0.0001021530386172853,0.0005795144699689558,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_planar_vertical,0,0.00033208666816457677,0.00046073804651314276,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_planar_vertical,1,0.0011108549684430882,0.0063544592104634035,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_planar_vertical,2,0.0002403705628049613,0.0006311855454796955,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_planar_vertical,3,0.00010791203552912225,0.000585043628696269,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_planar_vertical,4,0.0005772638455291553,0.005679321464384657,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_planar_vertical,5,0.00019804964724854147,0.00011804477845345218,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_planar_vertical,6,0.000276458111040914,0.0005964565975189462,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_planar_vertical,7,0.0007756271306114624,0.0004173430591372096,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_planar_vertical,8,0.0006531969358449784,0.004268276797692039,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_planar_vertical,9,0.0003431657213244748,0.0019809801384624848,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_planar_vertical,10,7.372820300304025e-05,0.00011914749698860305,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_planar_vertical,11,0.00020385302292955896,0.001542082609695683,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_planar_vertical,12,0.0004216547864478001,0.004188046951995261,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_planar_vertical,13,0.00020190371787766613,0.000402634965631421,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_planar_vertical,14,5.5794126557862844e-05,0.00044917589612936126,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_vertical_planar,0,0.002795986132529253,0.0026240031907249772,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_vertical_planar,1,0.001539233584978164,0.010539482166372238,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_vertical_planar,2,0.0006374513570532086,0.006327555529701101,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_vertical_planar,3,0.00042884142282185783,0.0032014968746594263,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_vertical_planar,4,0.0004681092191785263,0.0037444375575361732,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_vertical_planar,5,0.0007630280027453082,0.005953473924307673,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_vertical_planar,6,0.00040748506459716656,0.002784540937375568,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_vertical_planar,7,0.0002679922752269997,0.0009657891791654549,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_vertical_planar,8,0.0009476869070166559,0.011872246722234081,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_vertical_planar,9,0.0020307251350912027,0.012592779967175005,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_vertical_planar,10,0.0007126926293116259,0.00512540012250895,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_vertical_planar,11,0.0007984916591827342,0.0012014010301157896,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_vertical_planar,12,0.0005803230071217657,0.0067090435989385355,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_vertical_planar,13,0.00041730550139245786,0.0028328083015551897,True
missing_zero__newton_plus_log_p5_boxcar_independent_s-1,10,fine_vertical_planar,14,8.349664199782841e-05,0.0010489295256448372,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,planar,0,0.00275455285392205,0.002518318049091306,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,planar,1,0.0019692748798820826,0.010346815942774867,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,planar,2,0.001053590488973692,0.006343239521370947,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,planar,3,0.0006898083118554348,0.0031614519251093043,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,planar,4,0.0011556248567359062,0.003887487788439614,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,planar,5,0.0017910866096788817,0.0059879793037111995,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,planar,6,0.0014063561690126803,0.002855706219969001,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,planar,7,0.0012913029505627967,0.0009211375683548795,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,planar,8,0.0020693206637641846,0.012270273100853046,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,planar,9,0.0029180583467958428,0.012743221759698997,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,planar,10,0.0010615807996830048,0.005184700556604582,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,planar,11,0.00105778534188469,0.0011764857689726682,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,planar,12,0.0012749273762699643,0.00655740948867134,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,planar,13,0.0005148130813044715,0.0028251561263630265,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,planar,14,0.00018285890716296046,0.0010243154895519524,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,vertical,0,0.00037472572799870143,0.0005651591835089675,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,vertical,1,0.0011594726424190218,0.006542810854995196,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,vertical,2,0.00032752767062424704,0.0006353232774429785,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,vertical,3,0.00011166902686287311,0.0006179291178582957,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,vertical,4,0.0006539159348656383,0.005812923311452778,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,vertical,5,0.00023046238016972262,0.00014464363669475233,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,vertical,6,0.0005052986524411138,0.0006991999643691793,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,vertical,7,0.0008056468840818064,0.0003889943364079329,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,vertical,8,0.0007376860336655398,0.004683853836198182,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,vertical,9,0.0005757296984632383,0.0021319979950167323,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,vertical,10,0.00011554450581209035,0.00016578753759688425,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,vertical,11,0.0004632030558092281,0.001511545385625368,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,vertical,12,0.0005966717905220838,0.004342826192633709,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,vertical,13,0.00021083517383076972,0.00040052698157211353,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,vertical,14,6.253510766406635e-05,0.00046971087746072726,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,joint,0,0.002470251177373603,0.0020577482041659323,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,joint,1,0.0010898726834027061,0.003995241761401758,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,joint,2,0.001163104556015633,0.00571213656287739,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,joint,3,0.0007274502101043132,0.002576487466988908,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,joint,4,0.0012875850947819444,0.009565775000751842,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,joint,5,0.0018904946348376856,0.006105921080674648,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,joint,6,0.0016892966558964102,0.0034519508487586004,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,joint,7,0.0015246989578020992,0.0013382747530101824,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,joint,8,0.0024074790854087943,0.016538267039905463,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,joint,9,0.0031783609764460597,0.014724151771446259,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,joint,10,0.0010583280635339872,0.0053037401710014365,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,joint,11,0.0011909053687566855,0.0027170203997286535,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,joint,12,0.0010752519283721588,0.0023701421792310384,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,joint,13,0.0005183835444132764,0.0024224007010644755,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,joint,14,0.00021900312096590654,0.0005748346434018003,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,0,0.00033208993028335294,0.00046056984492537367,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,1,0.0011120136052475524,0.00635157418137311,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,2,0.00031399395913936866,0.0006311029584935568,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,3,0.00011020746921759311,0.0005849644581203961,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,4,0.0006306744287127109,0.0056782872123122274,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,5,0.00020875771719754764,0.00011794177696344832,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,6,0.0004789531568086079,0.0005962446287895995,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,7,0.0007756272308144255,0.0004171371846553029,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,8,0.0006878040481445934,0.004267993939052417,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,9,0.0005565190792568965,0.0019809300117472617,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,10,0.00011202205970433438,0.00011903961439685418,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,11,0.000433782355371153,0.0015405346307559853,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,12,0.0005691271773198245,0.004187267309440301,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,13,0.00020286699129498743,0.000402755425298551,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_planar_vertical,14,5.5796609661282307e-05,0.00044948084615015205,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,0,0.0027962089440099563,0.0026229073876749,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,1,0.0020087270024373265,0.010538052616396953,True
missing_zero__newton_plus_log_p5_boxcar_hanning_full_s-1,3,fine_vertical_planar,2,0.001051620949679552,0.006347459840320369,True
