case,source,invalid_groups,global_steady_valid,max_unknown_envelope_multiplier2
common30__newton_plus_log_p5_boxcar_hanning_decimated_s1,p0p03125_z48,124811,False,0.03238393972154292
common30__newton_plus_log_p10_boxcar_independent_s-1,p0p0625_z24,32911,False,0.023681414185901386
common30__newton_plus_log_p10_boxcar_independent_s-1,p0p0625_z48,32911,False,0.021540388016285997
common30__newton_plus_log_p10_boxcar_independent_s-1,p0p03125_z24,124811,False,0.01785109658065292
common30__newton_plus_log_p10_boxcar_independent_s-1,p0p03125_z48,124811,False,0.016220218238058224
common30__newton_plus_log_p10_boxcar_hanning_full_s-1,p0p0625_z24,32911,False,0.023640171736953455
common30__newton_plus_log_p10_boxcar_hanning_full_s-1,p0p0625_z48,32911,False,0.021502874278883897
common30__newton_plus_log_p10_boxcar_hanning_full_s-1,p0p03125_z24,124811,False,0.01782000794153649
common30__newton_plus_log_p10_boxcar_hanning_full_s-1,p0p03125_z48,124811,False,0.01619196986077146
common30__newton_plus_log_p10_boxcar_hanning_decimated_s-1,p0p0625_z24,32911,False,0.04728034347390691
common30__newton_plus_log_p10_boxcar_hanning_decimated_s-1,p0p0625_z48,32911,False,0.043005748557767794
common30__newton_plus_log_p10_boxcar_hanning_decimated_s-1,p0p03125_z24,124811,False,0.03564001588307298
common30__newton_plus_log_p10_boxcar_hanning_decimated_s-1,p0p03125_z48,124811,False,0.03238393972154292
common30__newton_plus_log_p10_boxcar_independent_s1,p0p0625_z24,32911,False,0.023681414185901386
common30__newton_plus_log_p10_boxcar_independent_s1,p0p0625_z48,32911,False,0.021540388016285997
common30__newton_plus_log_p10_boxcar_independent_s1,p0p03125_z24,124811,False,0.01785109658065292
common30__newton_plus_log_p10_boxcar_independent_s1,p0p03125_z48,124811,False,0.016220218238058224
common30__newton_plus_log_p10_boxcar_hanning_full_s1,p0p0625_z24,32911,False,0.023640171736953455
common30__newton_plus_log_p10_boxcar_hanning_full_s1,p0p0625_z48,32911,False,0.021502874278883897
common30__newton_plus_log_p10_boxcar_hanning_full_s1,p0p03125_z24,124811,False,0.01782000794153649
common30__newton_plus_log_p10_boxcar_hanning_full_s1,p0p03125_z48,124811,False,0.01619196986077146
common30__newton_plus_log_p10_boxcar_hanning_decimated_s1,p0p0625_z24,32911,False,0.04728034347390691
common30__newton_plus_log_p10_boxcar_hanning_decimated_s1,p0p0625_z48,32911,False,0.043005748557767794
common30__newton_plus_log_p10_boxcar_hanning_decimated_s1,p0p03125_z24,124811,False,0.03564001588307298
common30__newton_plus_log_p10_boxcar_hanning_decimated_s1,p0p03125_z48,124811,False,0.03238393972154292
common30__newton_plus_log_p15_boxcar_independent_s-1,p0p0625_z24,35963,False,0.02368144901045335
common30__newton_plus_log_p15_boxcar_independent_s-1,p0p0625_z48,35963,False,0.02154041513611392
common30__newton_plus_log_p15_boxcar_independent_s-1,p0p03125_z24,137095,False,0.017851131681348078
common30__newton_plus_log_p15_boxcar_independent_s-1,p0p03125_z48,137095,False,0.016220245931289092
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,p0p0625_z24,35963,False,0.0236402065008566
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,p0p0625_z48,35963,False,0.021502901351481186
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,p0p03125_z24,137095,False,0.017820042981101913
common30__newton_plus_log_p15_boxcar_hanning_full_s-1,p0p03125_z48,137095,False,0.016191997505773086
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,p0p0625_z24,35963,False,0.0472804130017132
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,p0p0625_z48,35963,False,0.04300580270296237
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,p0p03125_z24,137095,False,0.035640085962203825
common30__newton_plus_log_p15_boxcar_hanning_decimated_s-1,p0p03125_z48,137095,False,0.03238399501154617
common30__newton_plus_log_p15_boxcar_independent_s1,p0p0625_z24,35963,False,0.02368144901045335
common30__newton_plus_log_p15_boxcar_independent_s1,p0p0625_z48,35963,False,0.02154041513611392
common30__newton_plus_log_p15_boxcar_independent_s1,p0p03125_z24,137095,False,0.017851131681348078
common30__newton_plus_log_p15_boxcar_independent_s1,p0p03125_z48,137095,False,0.016220245931289092
common30__newton_plus_log_p15_boxcar_hanning_full_s1,p0p0625_z24,35963,False,0.0236402065008566
common30__newton_plus_log_p15_boxcar_hanning_full_s1,p0p0625_z48,35963,False,0.021502901351481186
common30__newton_plus_log_p15_boxcar_hanning_full_s1,p0p03125_z24,137095,False,0.017820042981101913
common30__newton_plus_log_p15_boxcar_hanning_full_s1,p0p03125_z48,137095,False,0.016191997505773086
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,p0p0625_z24,35963,False,0.0472804130017132
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,p0p0625_z48,35963,False,0.04300580270296237
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,p0p03125_z24,137095,False,0.035640085962203825
common30__newton_plus_log_p15_boxcar_hanning_decimated_s1,p0p03125_z48,137095,False,0.03238399501154617
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,p0p0625_z24,32911,False,0.023681414185901386
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,p0p0625_z48,32911,False,0.021540388016285997
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,p0p03125_z24,124811,False,0.01785109658065292
common30_stars_h0.4__newton_p5_boxcar_independent_s-1,p0p03125_z48,124811,False,0.016220218238058224
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,p0p0625_z24,32911,False,0.023640171736953455
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,p0p0625_z48,32911,False,0.021502874278883897
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,p0p03125_z24,124811,False,0.01782000794153649
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s-1,p0p03125_z48,124811,False,0.01619196986077146
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,p0p0625_z24,32911,False,0.04728034347390691
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,p0p0625_z48,32911,False,0.043005748557767794
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,p0p03125_z24,124811,False,0.03564001588307298
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s-1,p0p03125_z48,124811,False,0.03238393972154292
common30_stars_h0.4__newton_p5_boxcar_independent_s1,p0p0625_z24,32911,False,0.023681414185901386
common30_stars_h0.4__newton_p5_boxcar_independent_s1,p0p0625_z48,32911,False,0.021540388016285997
common30_stars_h0.4__newton_p5_boxcar_independent_s1,p0p03125_z24,124811,False,0.01785109658065292
common30_stars_h0.4__newton_p5_boxcar_independent_s1,p0p03125_z48,124811,False,0.016220218238058224
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,p0p0625_z24,32911,False,0.023640171736953455
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,p0p0625_z48,32911,False,0.021502874278883897
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,p0p03125_z24,124811,False,0.01782000794153649
common30_stars_h0.4__newton_p5_boxcar_hanning_full_s1,p0p03125_z48,124811,False,0.01619196986077146
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s1,p0p0625_z24,32911,False,0.04728034347390691
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s1,p0p0625_z48,32911,False,0.043005748557767794
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s1,p0p03125_z24,124811,False,0.03564001588307298
common30_stars_h0.4__newton_p5_boxcar_hanning_decimated_s1,p0p03125_z48,124811,False,0.03238393972154292
common30_stars_h0.4__newton_p10_boxcar_independent_s-1,p0p0625_z24,34343,False,0.023681417564193993
common30_stars_h0.4__newton_p10_boxcar_independent_s-1,p0p0625_z48,34343,False,0.021540392006013393
common30_stars_h0.4__newton_p10_boxcar_independent_s-1,p0p03125_z24,130585,False,0.01785110022618095
common30_stars_h0.4__newton_p10_boxcar_independent_s-1,p0p03125_z48,130585,False,0.016220222784314627
common30_stars_h0.4__newton_p10_boxcar_hanning_full_s-1,p0p0625_z24,34343,False,0.023640175109362584
common30_stars_h0.4__newton_p10_boxcar_hanning_full_s-1,p0p0625_z48,34343,False,0.02150287826166297
common30_stars_h0.4__newton_p10_boxcar_hanning_full_s-1,p0p03125_z24,130585,False,0.01782001158071564
common30_stars_h0.4__newton_p10_boxcar_hanning_full_s-1,p0p03125_z48,130585,False,0.016191974399110316
common30_stars_h0.4__newton_p10_boxcar_hanning_decimated_s-1,p0p0625_z24,34343,False,0.04728035021872517
common30_stars_h0.4__newton_p10_boxcar_hanning_decimated_s-1,p0p0625_z48,34343,False,0.04300575652332594
common30_stars_h0.4__newton_p10_boxcar_hanning_decimated_s-1,p0p03125_z24,130585,False,0.03564002316143128
common30_stars_h0.4__newton_p10_boxcar_hanning_decimated_s-1,p0p03125_z48,130585,False,0.03238394879822063
common30_stars_h0.4__newton_p10_boxcar_independent_s1,p0p0625_z24,34343,False,0.023681417564193993
common30_stars_h0.4__newton_p10_boxcar_independent_s1,p0p0625_z48,34343,False,0.021540392006013393
common30_stars_h0.4__newton_p10_boxcar_independent_s1,p0p03125_z24,130585,False,0.01785110022618095
common30_stars_h0.4__newton_p10_boxcar_independent_s1,p0p03125_z48,130585,False,0.016220222784314627
common30_stars_h0.4__newton_p10_boxcar_hanning_full_s1,p0p0625_z24,34343,False,0.023640175109362584
common30_stars_h0.4__newton_p10_boxcar_hanning_full_s1,p0p0625_z48,34343,False,0.02150287826166297
common30_stars_h0.4__newton_p10_boxcar_hanning_full_s1,p0p03125_z24,130585,False,0.01782001158071564
common30_stars_h0.4__newton_p10_boxcar_hanning_full_s1,p0p03125_z48,130585,False,0.016191974399110316
common30_stars_h0.4__newton_p10_boxcar_hanning_decimated_s1,p0p0625_z24,34343,False,0.04728035021872517
common30_stars_h0.4__newton_p10_boxcar_hanning_decimated_s1,p0p0625_z48,34343,False,0.04300575652332594
common30_stars_h0.4__newton_p10_boxcar_hanning_decimated_s1,p0p03125_z24,130585,False,0.03564002316143128
common30_stars_h0.4__newton_p10_boxcar_hanning_decimated_s1,p0p03125_z48,130585,False,0.03238394879822063
common30_stars_h0.4__newton_p15_boxcar_independent_s-1,p0p0625_z24,38151,False,0.02368155734947935
common30_stars_h0.4__newton_p15_boxcar_independent_s-1,p0p0625_z48,38151,False,0.021540510664410352
common30_stars_h0.4__newton_p15_boxcar_independent_s-1,p0p03125_z24,145709,False,0.017851225459512295
common30_stars_h0.4__newton_p15_boxcar_independent_s-1,p0p03125_z48,145709,False,0.016220322646746225
common30_stars_h0.4__newton_p15_boxcar_hanning_full_s-1,p0p0625_z24,38151,False,0.023640314651204395
common30_stars_h0.4__newton_p15_boxcar_hanning_full_s-1,p0p0625_z48,38151,False,0.021502996713409984
common30_stars_h0.4__newton_p15_boxcar_hanning_full_s-1,p0p03125_z24,145709,False,0.017820136595946442
common30_stars_h0.4__newton_p15_boxcar_hanning_full_s-1,p0p03125_z48,145709,False,0.01619207408762615
common30_stars_h0.4__newton_p15_boxcar_hanning_decimated_s-1,p0p0625_z24,38151,False,0.04728062930240879
common30_stars_h0.4__newton_p15_boxcar_hanning_decimated_s-1,p0p0625_z48,38151,False,0.04300599342681997
common30_stars_h0.4__newton_p15_boxcar_hanning_decimated_s-1,p0p03125_z24,145709,False,0.035640273191892884
common30_stars_h0.4__newton_p15_boxcar_hanning_decimated_s-1,p0p03125_z48,145709,False,0.0323841481752523
common30_stars_h0.4__newton_p15_boxcar_independent_s1,p0p0625_z24,38151,False,0.02368155734947935
common30_stars_h0.4__newton_p15_boxcar_independent_s1,p0p0625_z48,38151,False,0.021540510664410352
common30_stars_h0.4__newton_p15_boxcar_independent_s1,p0p03125_z24,145709,False,0.017851225459512295
common30_stars_h0.4__newton_p15_boxcar_independent_s1,p0p03125_z48,145709,False,0.016220322646746225
common30_stars_h0.4__newton_p15_boxcar_hanning_full_s1,p0p0625_z24,38151,False,0.023640314651204395
common30_stars_h0.4__newton_p15_boxcar_hanning_full_s1,p0p0625_z48,38151,False,0.021502996713409984
common30_stars_h0.4__newton_p15_boxcar_hanning_full_s1,p0p03125_z24,145709,False,0.017820136595946442
common30_stars_h0.4__newton_p15_boxcar_hanning_full_s1,p0p03125_z48,145709,False,0.01619207408762615
common30_stars_h0.4__newton_p15_boxcar_hanning_decimated_s1,p0p0625_z24,38151,False,0.04728062930240879
common30_stars_h0.4__newton_p15_boxcar_hanning_decimated_s1,p0p0625_z48,38151,False,0.04300599342681997
common30_stars_h0.4__newton_p15_boxcar_hanning_decimated_s1,p0p03125_z24,145709,False,0.035640273191892884
common30_stars_h0.4__newton_p15_boxcar_hanning_decimated_s1,p0p03125_z48,145709,False,0.0323841481752523
common30_stars_h0.4__newton_plus_log_p5_boxcar_independent_s-1,p0p0625_z24,32911,False,0.023681414185901386
common30_stars_h0.4__newton_plus_log_p5_boxcar_independent_s-1,p0p0625_z48,32911,False,0.021540388016285997
common30_stars_h0.4__newton_plus_log_p5_boxcar_independent_s-1,p0p03125_z24,124811,False,0.01785109658065292
common30_stars_h0.4__newton_plus_log_p5_boxcar_independent_s-1,p0p03125_z48,124811,False,0.016220218238058224
common30_stars_h0.4__newton_plus_log_p5_boxcar_hanning_full_s-1,p0p0625_z24,32911,False,0.023640171736953455
common30_stars_h0.4__newton_plus_log_p5_boxcar_hanning_full_s-1,p0p0625_z48,32911,False,0.021502874278883897
common30_stars_h0.4__newton_plus_log_p5_boxcar_hanning_full_s-1,p0p03125_z24,124811,False,0.01782000794153649
common30_stars_h0.4__newton_plus_log_p5_boxcar_hanning_full_s-1,p0p03125_z48,124811,False,0.01619196986077146
common30_stars_h0.4__newton_plus_log_p5_boxcar_hanning_decimated_s-1,p0p0625_z24,32911,False,0.04728034347390691
common30_stars_h0.4__newton_plus_log_p5_boxcar_hanning_decimated_s-1,p0p0625_z48,32911,False,0.043005748557767794
common30_stars_h0.4__newton_plus_log_p5_boxcar_hanning_decimated_s-1,p0p03125_z24,124811,False,0.03564001588307298
common30_stars_h0.4__newton_plus_log_p5_boxcar_hanning_decimated_s-1,p0p03125_z48,124811,False,0.03238393972154292
common30_stars_h0.4__newton_plus_log_p5_boxcar_independent_s1,p0p0625_z24,32911,False,0.023681414185901386
common30_stars_h0.4__newton_plus_log_p5_boxcar_independent_s1,p0p0625_z48,32911,False,0.021540388016285997
common30_stars_h0.4__newton_plus_log_p5_boxcar_independent_s1,p0p03125_z24,124811,False,0.01785109658065292
common30_stars_h0.4__newton_plus_log_p5_boxcar_independent_s1,p0p03125_z48,124811,False,0.016220218238058224
common30_stars_h0.4__newton_plus_log_p5_boxcar_hanning_full_s1,p0p0625_z24,32911,False,0.023640171736953455
common30_stars_h0.4__newton_plus_log_p5_boxcar_hanning_full_s1,p0p0625_z48,32911,False,0.021502874278883897
common30_stars_h0.4__newton_plus_log_p5_boxcar_hanning_full_s1,p0p03125_z24,124811,False,0.01782000794153649
common30_stars_h0.4__newton_plus_log_p5_boxcar_hanning_full_s1,p0p03125_z48,124811,False,0.01619196986077146
common30_stars_h0.4__newton_plus_log_p5_boxcar_hanning_decimated_s1,p0p0625_z24,32911,False,0.04728034347390691
common30_stars_h0.4__newton_plus_log_p5_boxcar_hanning_decimated_s1,p0p0625_z48,32911,False,0.043005748557767794
common30_stars_h0.4__newton_plus_log_p5_boxcar_hanning_decimated_s1,p0p03125_z24,124811,False,0.03564001588307298
common30_stars_h0.4__newton_plus_log_p5_boxcar_hanning_decimated_s1,p0p03125_z48,124811,False,0.03238393972154292
common30_stars_h0.4__newton_plus_log_p10_boxcar_independent_s-1,p0p0625_z24,32911,False,0.023681414185901386
common30_stars_h0.4__newton_plus_log_p10_boxcar_independent_s-1,p0p0625_z48,32911,False,0.021540388016285997
common30_stars_h0.4__newton_plus_log_p10_boxcar_independent_s-1,p0p03125_z24,124811,False,0.01785109658065292
common30_stars_h0.4__newton_plus_log_p10_boxcar_independent_s-1,p0p03125_z48,124811,False,0.016220218238058224
common30_stars_h0.4__newton_plus_log_p10_boxcar_hanning_full_s-1,p0p0625_z24,32911,False,0.023640171736953455
common30_stars_h0.4__newton_plus_log_p10_boxcar_hanning_full_s-1,p0p0625_z48,32911,False,0.021502874278883897
common30_stars_h0.4__newton_plus_log_p10_boxcar_hanning_full_s-1,p0p03125_z24,124811,False,0.01782000794153649
common30_stars_h0.4__newton_plus_log_p10_boxcar_hanning_full_s-1,p0p03125_z48,124811,False,0.01619196986077146
common30_stars_h0.4__newton_plus_log_p10_boxcar_hanning_decimated_s-1,p0p0625_z24,32911,False,0.04728034347390691
common30_stars_h0.4__newton_plus_log_p10_boxcar_hanning_decimated_s-1,p0p0625_z48,32911,False,0.043005748557767794
common30_stars_h0.4__newton_plus_log_p10_boxcar_hanning_decimated_s-1,p0p03125_z24,124811,False,0.03564001588307298
common30_stars_h0.4__newton_plus_log_p10_boxcar_hanning_decimated_s-1,p0p03125_z48,124811,False,0.03238393972154292
common30_stars_h0.4__newton_plus_log_p10_boxcar_independent_s1,p0p0625_z24,32911,False,0.023681414185901386
common30_stars_h0.4__newton_plus_log_p10_boxcar_independent_s1,p0p0625_z48,32911,False,0.021540388016285997
common30_stars_h0.4__newton_plus_log_p10_boxcar_independent_s1,p0p03125_z24,124811,False,0.01785109658065292
common30_stars_h0.4__newton_plus_log_p10_boxcar_independent_s1,p0p03125_z48,124811,False,0.016220218238058224
common30_stars_h0.4__newton_plus_log_p10_boxcar_hanning_full_s1,p0p0625_z24,32911,False,0.023640171736953455
common30_stars_h0.4__newton_plus_log_p10_boxcar_hanning_full_s1,p0p0625_z48,32911,False,0.021502874278883897
common30_stars_h0.4__newton_plus_log_p10_boxcar_hanning_full_s1,p0p03125_z24,124811,False,0.01782000794153649
common30_stars_h0.4__newton_plus_log_p10_boxcar_hanning_full_s1,p0p03125_z48,124811,False,0.01619196986077146
common30_stars_h0.4__newton_plus_log_p10_boxcar_hanning_decimated_s1,p0p0625_z24,32911,False,0.04728034347390691
common30_stars_h0.4__newton_plus_log_p10_boxcar_hanning_decimated_s1,p0p0625_z48,32911,False,0.043005748557767794
common30_stars_h0.4__newton_plus_log_p10_boxcar_hanning_decimated_s1,p0p03125_z24,124811,False,0.03564001588307298
common30_stars_h0.4__newton_plus_log_p10_boxcar_hanning_decimated_s1,p0p03125_z48,124811,False,0.03238393972154292
common30_stars_h0.4__newton_plus_log_p15_boxcar_independent_s-1,p0p0625_z24,36123,False,0.02368144901045335
common30_stars_h0.4__newton_plus_log_p15_boxcar_independent_s-1,p0p0625_z48,36123,False,0.02154041513611392
common30_stars_h0.4__newton_plus_log_p15_boxcar_independent_s-1,p0p03125_z24,137674,False,0.01785113168141992
