case,source,invalid_groups,global_steady_valid,max_unknown_envelope_multiplier2
common30__newton_p5_boxcar_independent_s-1,p0p0625_z24,32911,False,0.023681414185901386
common30__newton_p5_boxcar_independent_s-1,p0p0625_z48,32911,False,0.021540388016285997
common30__newton_p5_boxcar_independent_s-1,p0p03125_z24,124811,False,0.01785109658065292
common30__newton_p5_boxcar_independent_s-1,p0p03125_z48,124811,False,0.016220218238058224
common30__newton_p5_boxcar_hanning_full_s-1,p0p0625_z24,32911,False,0.023640171736953455
common30__newton_p5_boxcar_hanning_full_s-1,p0p0625_z48,32911,False,0.021502874278883897
common30__newton_p5_boxcar_hanning_full_s-1,p0p03125_z24,124811,False,0.01782000794153649
common30__newton_p5_boxcar_hanning_full_s-1,p0p03125_z48,124811,False,0.01619196986077146
common30__newton_p5_boxcar_hanning_decimated_s-1,p0p0625_z24,32911,False,0.04728034347390691
common30__newton_p5_boxcar_hanning_decimated_s-1,p0p0625_z48,32911,False,0.043005748557767794
common30__newton_p5_boxcar_hanning_decimated_s-1,p0p03125_z24,124811,False,0.03564001588307298
common30__newton_p5_boxcar_hanning_decimated_s-1,p0p03125_z48,124811,False,0.03238393972154292
common30__newton_p5_boxcar_independent_s1,p0p0625_z24,32911,False,0.023681414185901386
common30__newton_p5_boxcar_independent_s1,p0p0625_z48,32911,False,0.021540388016285997
common30__newton_p5_boxcar_independent_s1,p0p03125_z24,124811,False,0.01785109658065292
common30__newton_p5_boxcar_independent_s1,p0p03125_z48,124811,False,0.016220218238058224
common30__newton_p5_boxcar_hanning_full_s1,p0p0625_z24,32911,False,0.023640171736953455
common30__newton_p5_boxcar_hanning_full_s1,p0p0625_z48,32911,False,0.021502874278883897
common30__newton_p5_boxcar_hanning_full_s1,p0p03125_z24,124811,False,0.01782000794153649
common30__newton_p5_boxcar_hanning_full_s1,p0p03125_z48,124811,False,0.01619196986077146
common30__newton_p5_boxcar_hanning_decimated_s1,p0p0625_z24,32911,False,0.04728034347390691
common30__newton_p5_boxcar_hanning_decimated_s1,p0p0625_z48,32911,False,0.043005748557767794
common30__newton_p5_boxcar_hanning_decimated_s1,p0p03125_z24,124811,False,0.03564001588307298
common30__newton_p5_boxcar_hanning_decimated_s1,p0p03125_z48,124811,False,0.03238393972154292
common30__newton_p10_boxcar_independent_s-1,p0p0625_z24,34171,False,0.023681417564193993
common30__newton_p10_boxcar_independent_s-1,p0p0625_z48,34171,False,0.021540392006013393
common30__newton_p10_boxcar_independent_s-1,p0p03125_z24,129919,False,0.017851098792998562
common30__newton_p10_boxcar_independent_s-1,p0p03125_z48,129919,False,0.016220221426561925
common30__newton_p10_boxcar_hanning_full_s-1,p0p0625_z24,34171,False,0.023640175109362584
common30__newton_p10_boxcar_hanning_full_s-1,p0p0625_z48,34171,False,0.02150287826166297
common30__newton_p10_boxcar_hanning_full_s-1,p0p03125_z24,129919,False,0.017820010150029215
common30__newton_p10_boxcar_hanning_full_s-1,p0p03125_z48,129919,False,0.016191973043722212
common30__newton_p10_boxcar_hanning_decimated_s-1,p0p0625_z24,34171,False,0.04728035021872517
common30__newton_p10_boxcar_hanning_decimated_s-1,p0p0625_z48,34171,False,0.04300575652332594
common30__newton_p10_boxcar_hanning_decimated_s-1,p0p03125_z24,129919,False,0.03564002030005843
common30__newton_p10_boxcar_hanning_decimated_s-1,p0p03125_z48,129919,False,0.032383946087444423
common30__newton_p10_boxcar_independent_s1,p0p0625_z24,34171,False,0.023681417564193993
common30__newton_p10_boxcar_independent_s1,p0p0625_z48,34171,False,0.021540392006013393
common30__newton_p10_boxcar_independent_s1,p0p03125_z24,129919,False,0.017851098792998562
common30__newton_p10_boxcar_independent_s1,p0p03125_z48,129919,False,0.016220221426561925
common30__newton_p10_boxcar_hanning_full_s1,p0p0625_z24,34171,False,0.023640175109362584
common30__newton_p10_boxcar_hanning_full_s1,p0p0625_z48,34171,False,0.02150287826166297
common30__newton_p10_boxcar_hanning_full_s1,p0p03125_z24,129919,False,0.017820010150029215
common30__newton_p10_boxcar_hanning_full_s1,p0p03125_z48,129919,False,0.016191973043722212
common30__newton_p10_boxcar_hanning_decimated_s1,p0p0625_z24,34171,False,0.04728035021872517
common30__newton_p10_boxcar_hanning_decimated_s1,p0p0625_z48,34171,False,0.04300575652332594
common30__newton_p10_boxcar_hanning_decimated_s1,p0p03125_z24,129919,False,0.03564002030005843
common30__newton_p10_boxcar_hanning_decimated_s1,p0p03125_z48,129919,False,0.032383946087444423
common30__newton_p15_boxcar_independent_s-1,p0p0625_z24,37902,False,0.023681528198950755
common30__newton_p15_boxcar_independent_s-1,p0p0625_z48,37902,False,0.02154047577950234
common30__newton_p15_boxcar_independent_s-1,p0p03125_z24,144877,False,0.017851219955773587
common30__newton_p15_boxcar_independent_s-1,p0p03125_z48,144877,False,0.016220315047296055
common30__newton_p15_boxcar_hanning_full_s-1,p0p0625_z24,37902,False,0.023640285551443003
common30__newton_p15_boxcar_hanning_full_s-1,p0p0625_z48,37902,False,0.021502961889255906
common30__newton_p15_boxcar_hanning_full_s-1,p0p03125_z24,144877,False,0.01782013110179279
common30__newton_p15_boxcar_hanning_full_s-1,p0p03125_z48,144877,False,0.016192066501410828
common30__newton_p15_boxcar_hanning_decimated_s-1,p0p0625_z24,37902,False,0.047280571102886006
common30__newton_p15_boxcar_hanning_decimated_s-1,p0p0625_z48,37902,False,0.04300592377851181
common30__newton_p15_boxcar_hanning_decimated_s-1,p0p03125_z24,144877,False,0.03564026220358558
common30__newton_p15_boxcar_hanning_decimated_s-1,p0p03125_z48,144877,False,0.032384133002821655
common30__newton_p15_boxcar_independent_s1,p0p0625_z24,37902,False,0.023681528198950755
common30__newton_p15_boxcar_independent_s1,p0p0625_z48,37902,False,0.02154047577950234
common30__newton_p15_boxcar_independent_s1,p0p03125_z24,144877,False,0.017851219955773587
common30__newton_p15_boxcar_independent_s1,p0p03125_z48,144877,False,0.016220315047296055
common30__newton_p15_boxcar_hanning_full_s1,p0p0625_z24,37902,False,0.023640285551443003
common30__newton_p15_boxcar_hanning_full_s1,p0p0625_z48,37902,False,0.021502961889255906
common30__newton_p15_boxcar_hanning_full_s1,p0p03125_z24,144877,False,0.01782013110179279
common30__newton_p15_boxcar_hanning_full_s1,p0p03125_z48,144877,False,0.016192066501410828
common30__newton_p15_boxcar_hanning_decimated_s1,p0p0625_z24,37902,False,0.047280571102886006
common30__newton_p15_boxcar_hanning_decimated_s1,p0p0625_z48,37902,False,0.04300592377851181
common30__newton_p15_boxcar_hanning_decimated_s1,p0p03125_z24,144877,False,0.03564026220358558
common30__newton_p15_boxcar_hanning_decimated_s1,p0p03125_z48,144877,False,0.032384133002821655
common30__newton_plus_log_p5_boxcar_independent_s-1,p0p0625_z24,32911,False,0.023681414185901386
common30__newton_plus_log_p5_boxcar_independent_s-1,p0p0625_z48,32911,False,0.021540388016285997
common30__newton_plus_log_p5_boxcar_independent_s-1,p0p03125_z24,124811,False,0.01785109658065292
common30__newton_plus_log_p5_boxcar_independent_s-1,p0p03125_z48,124811,False,0.016220218238058224
common30__newton_plus_log_p5_boxcar_hanning_full_s-1,p0p0625_z24,32911,False,0.023640171736953455
common30__newton_plus_log_p5_boxcar_hanning_full_s-1,p0p0625_z48,32911,False,0.021502874278883897
common30__newton_plus_log_p5_boxcar_hanning_full_s-1,p0p03125_z24,124811,False,0.01782000794153649
common30__newton_plus_log_p5_boxcar_hanning_full_s-1,p0p03125_z48,124811,False,0.01619196986077146
common30__newton_plus_log_p5_boxcar_hanning_decimated_s-1,p0p0625_z24,32911,False,0.04728034347390691
common30__newton_plus_log_p5_boxcar_hanning_decimated_s-1,p0p0625_z48,32911,False,0.043005748557767794
common30__newton_plus_log_p5_boxcar_hanning_decimated_s-1,p0p03125_z24,124811,False,0.03564001588307298
common30__newton_plus_log_p5_boxcar_hanning_decimated_s-1,p0p03125_z48,124811,False,0.03238393972154292
common30__newton_plus_log_p5_boxcar_independent_s1,p0p0625_z24,32911,False,0.023681414185901386
common30__newton_plus_log_p5_boxcar_independent_s1,p0p0625_z48,32911,False,0.021540388016285997
common30__newton_plus_log_p5_boxcar_independent_s1,p0p03125_z24,124811,False,0.01785109658065292
common30__newton_plus_log_p5_boxcar_independent_s1,p0p03125_z48,124811,False,0.016220218238058224
common30__newton_plus_log_p5_boxcar_hanning_full_s1,p0p0625_z24,32911,False,0.023640171736953455
common30__newton_plus_log_p5_boxcar_hanning_full_s1,p0p0625_z48,32911,False,0.021502874278883897
common30__newton_plus_log_p5_boxcar_hanning_full_s1,p0p03125_z24,124811,False,0.01782000794153649
common30__newton_plus_log_p5_boxcar_hanning_full_s1,p0p03125_z48,124811,False,0.01619196986077146
common30__newton_plus_log_p5_boxcar_hanning_decimated_s1,p0p0625_z24,32911,False,0.04728034347390691
common30__newton_plus_log_p5_boxcar_hanning_decimated_s1,p0p0625_z48,32911,False,0.043005748557767794
common30__newton_plus_log_p5_boxcar_hanning_decimated_s1,p0p03125_z24,124811,False,0.03564001588307298
