cluster,i_rad,j_az,z,kT,R_mpc,pa_deg,n_src,g_t,g_x,g_err,n_phot,sb,hardness,hardness_asym,sb_asym,xray_covered
1eRASS J030220.9-042324,0,0,0.362,3.19,,,6,,,,36,48.09884027676361,0.3611111111111111,-0.0595509893455099,-0.17188051579723407,1
1eRASS J030220.9-042324,0,1,0.362,3.19,,,4,,,,92,122.91925848506256,0.3695652173913043,-0.05109688306531668,0.2356048107810338,1
1eRASS J030220.9-042324,0,2,0.362,3.19,,,6,,,,48,64.13178703568481,0.4166666666666667,-0.003995433789954317,-0.04694177918893416,1
1eRASS J030220.9-042324,0,3,0.362,3.19,,,6,,,,42,56.11531365622421,0.5238095238095238,0.10314742335290283,-0.104933726166621,1
1eRASS J030220.9-042324,0,4,0.362,3.19,,,4,,,,73,97.53375945010399,0.4246575342465753,0.003995433789954317,0.13513984355593456,1
1eRASS J030220.9-042324,0,5,0.362,3.19,,,4,,,,52,69.47610262199187,0.6153846153846154,0.19472251492799442,-0.01217967292972233,1
1eRASS J030220.9-042324,0,6,0.362,3.19,,,3,,,,57,76.15649710487571,0.43859649122807015,0.01793439077144915,0.02769183910797013,1
1eRASS J030220.9-042324,0,7,0.362,3.19,,,5,,,,55,73.48433931172218,0.38181818181818183,-0.03884391863843917,0.012179672929722551,1
1eRASS J030220.9-042324,1,0,0.362,3.19,,,4,,,,105,44.64842915838614,0.5904761904761905,0.008913308913308993,0.02998583463804083,1
1eRASS J030220.9-042324,1,1,0.362,3.19,,,4,,,,118,50.17632991132919,0.4830508474576271,-0.09851203410525439,0.08067854287422804,1
1eRASS J030220.9-042324,1,2,0.362,3.19,,,14,,,,117,49.75110677648742,0.5726495726495726,-0.008913308913308882,0.07698239731426448,1
1eRASS J030220.9-042324,1,3,0.362,3.19,,,5,,,,97,41.246644079651965,0.6185567010309279,0.03699381946804636,-0.004431730165652459,1
1eRASS J030220.9-042324,1,4,0.362,3.19,,,5,,,,93,39.545751540284876,0.6451612903225806,0.06359840875969913,-0.0227205158779622,1
1eRASS J030220.9-042324,1,5,0.362,3.19,,,8,,,,99,42.09709034933551,0.5151515151515151,-0.06641136641136636,0.004431730165652681,1
1eRASS J030220.9-042324,1,6,0.362,3.19,,,12,,,,75,31.891735113132963,0.6533333333333333,0.07177045177045183,-0.11614220104019712,1
1eRASS J030220.9-042324,1,7,0.362,3.19,,,11,,,,66,28.064726899557005,0.5151515151515151,-0.06641136641136636,-0.17165952889002867,1
1eRASS J030220.9-042324,2,0,0.362,3.19,1.2428155764208366,22.905554289786544,32,0.08382990773004201,0.008939822906665899,0.04394059942232974,289,39.11105294517736,0.5709342560553633,-0.03974146015882596,0.09738762169779425,1
1eRASS J030220.9-042324,2,1,0.362,3.19,1.237870760981377,70.18553510665842,33,0.009803129071872151,0.023361821498883953,0.062465402872300825,222,30.043784615326555,0.7207207207207207,0.11004500450653143,-0.01715724660811513,1
1eRASS J030220.9-042324,2,2,0.362,3.19,1.2074170186962516,113.74381916511247,30,0.023121544355664953,0.05558525620947327,0.05433943289567464,240,32.47976715170438,0.675,0.06432428378581079,0.016701020652852172,1
1eRASS J030220.9-042324,2,3,0.362,3.19,1.2750468858431168,153.31181567456275,29,-0.06645740825724233,-0.0037553142014289296,0.04770891813931788,226,30.58511406785496,0.6238938053097345,0.013218089095545227,-0.009401781911352769,1
1eRASS J030220.9-042324,2,4,0.362,3.19,1.3198264907003452,204.87510252818348,40,0.011187294322018109,-0.02551107685434143,0.04546804910588773,326,44.11835038106512,0.5460122699386503,-0.064663446275539,0.14970737900918518,1
1eRASS J030220.9-042324,2,5,0.362,3.19,1.2695780125306175,251.2135592683032,42,0.016409174988603288,0.021656455957025495,0.03441671752882071,236,31.938437699175974,0.597457627118644,-0.013218089095545227,0.009401781911352769,1
1eRASS J030220.9-042324,2,6,0.362,3.19,1.3806088524315796,294.6719838726988,37,0.08297192680704248,-0.033851677597768776,0.04431146314994961,215,29.09645807340184,0.5767441860465117,-0.03393153016767758,-0.031071761143148358,1
1eRASS J030220.9-042324,2,7,0.362,3.19,1.2274738974809614,340.23149693469895,34,-0.04783812841228627,-0.058277743980536666,0.06113979369152421,190,25.713148995099303,0.6578947368421053,0.04721902062791605,-0.08475662010592466,1
1eRASS J030220.9-042324,3,0,0.362,3.19,2.2361453474912354,22.46593671709771,83,0.03561765957464886,0.07025694288842688,0.031583625794089916,76,3.2734072367623748,0.631578947368421,0.0,-0.42336383237388253,1
1eRASS J030220.9-042324,3,1,0.362,3.19,2.2624891377963614,66.81846005667838,92,-0.005770560738994046,-0.042397412235362496,0.03581381750642314,76,3.2734072367623748,0.6578947368421053,0.026315789473684292,-0.42336383237388253,1
1eRASS J030220.9-042324,3,2,0.362,3.19,2.3261352367473744,113.44003422798282,80,0.06293057196344487,-0.017281773802958842,0.03860314280760822,646,27.823961512480185,0.6300309597523219,-0.001547987616099089,0.5060550933404102,1
1eRASS J030220.9-042324,3,3,0.362,3.19,2.2293206792833424,157.63156130247003,69,-0.02370011780054073,-0.022651057291140794,0.03639648018072284,712,30.666657270721196,0.6418539325842697,0.010274985215848687,0.5483025689821825,1
1eRASS J030220.9-042324,3,4,0.362,3.19,2.1979950028780806,205.83683596579397,95,0.019318627868300565,-0.06083244490535102,0.03379551459075656,721,31.054297601390424,0.6282940360610264,-0.0032849113073946112,0.5537578400647551,1
1eRASS J030220.9-042324,3,5,0.362,3.19,2.310607283157887,248.32757102599405,94,-0.0013718598951855316,-0.07282506735062537,0.03196172198471929,534,22.999992953040895,0.649812734082397,0.01823378671397602,0.4233638323738824,1
