branch,r_kpc,sampled_pressure_acceleration,integrated_pressure_acceleration
common30_gaussian_approximation,0.05,2.4872206906549676,2.4872116477070505
common30_gaussian_approximation,0.05625,2.7977264915066113,2.797716758290955
common30_gaussian_approximation,0.0625,3.108130854440494,3.1081205854629985
common30_gaussian_approximation,0.06875,3.4183155687854256,3.4183049356724986
common30_gaussian_approximation,0.07500000000000001,3.728283074350031,3.728272265327567
common30_gaussian_approximation,0.08125,4.038054994013262,4.038044213706721
common30_gaussian_approximation,0.08750000000000001,4.347633849290822,4.347623318637796
common30_gaussian_approximation,0.09375,4.6570173734641145,4.657007329625736
common30_gaussian_approximation,0.1,4.966066740799782,4.966057437226131
common30_gaussian_approximation,0.10625000000000001,5.274785257113763,5.274776962981727
common30_gaussian_approximation,0.1125,5.583194948361057,5.583187948395208
common30_gaussian_approximation,0.11875000000000001,5.891294176157719,5.891288770451062
common30_gaussian_approximation,0.125,6.199074935666845,6.199071439495901
common30_gaussian_approximation,0.13125,6.506382015611284,6.506380759221393
common30_gaussian_approximation,0.1375,6.8132150270735155,6.813216355245637
common30_gaussian_approximation,0.14375000000000002,7.119591788018536,7.11959605982803
common30_gaussian_approximation,0.15000000000000002,7.425503569449466,7.425511157998136
common30_gaussian_approximation,0.15625,7.7309339152209455,7.730945207345046
common30_gaussian_approximation,0.1625,8.035711817374716,8.035727213037964
common30_gaussian_approximation,0.16875,8.339829590622417,8.33984950269644
common30_gaussian_approximation,0.17500000000000002,8.643297438643675,8.643322292628055
common30_gaussian_approximation,0.18125000000000002,8.946096847577532,8.946127081187631
common30_gaussian_approximation,0.1875,9.24820079461079,9.24823685739668
common30_gaussian_approximation,0.19375,9.549419347239775,9.549461699460538
common30_gaussian_approximation,0.2,9.849735089992752,9.849784202708328
common30_gaussian_approximation,0.20625000000000002,10.149148453045798,10.149204807817807
common30_gaussian_approximation,0.21250000000000002,10.447629261361977,10.44769334967966
common30_gaussian_approximation,0.21875,10.745137636845243,10.74520995962597
common30_gaussian_approximation,0.225,11.041459754499938,11.041540820329441
common30_gaussian_approximation,0.23125,11.336566716470188,11.33665704215311
common30_gaussian_approximation,0.23750000000000002,11.630448493181731,11.630548603413585
common30_gaussian_approximation,0.24375000000000002,11.923061742392543,11.923172169030119
common30_gaussian_approximation,0.25,12.214353069301975,12.214474350747977
common30_gaussian_approximation,0.25625000000000003,12.504077454123953,12.504210132730764
common30_gaussian_approximation,0.2625,12.792194512551088,12.792339135854089
common30_gaussian_approximation,0.26875,13.078684060213659,13.07884118063215
common30_gaussian_approximation,0.275,13.363489519465885,13.363659693371952
common30_gaussian_approximation,0.28125,13.646543079201091,13.6467268661993
common30_gaussian_approximation,0.28750000000000003,13.927562318855111,13.927760278122387
common30_gaussian_approximation,0.29375,14.206496652789385,14.206709345298776
common30_gaussian_approximation,0.30000000000000004,14.483316874122405,14.483544862404308
common30_gaussian_approximation,0.30625,14.757953304408051,14.758197151412483
common30_gaussian_approximation,0.3125,15.030324326019935,15.030584594319452
common30_gaussian_approximation,0.31875000000000003,15.300107389125188,15.300384635906317
common30_gaussian_approximation,0.325,15.567241059689305,15.567535840290383
common30_gaussian_approximation,0.33125000000000004,15.831690737391439,15.832003605283207
common30_gaussian_approximation,0.3375,16.09337470799057,16.093706213362104
common30_gaussian_approximation,0.34375,16.352198660087478,16.35254934898886
common30_gaussian_approximation,0.35000000000000003,16.60779900930923,16.608169417013123
common30_gaussian_approximation,0.35625,16.860107338821276,16.860497995127947
common30_gaussian_approximation,0.36250000000000004,17.10908437995579,17.1094958094109
common30_gaussian_approximation,0.36875,17.354638963434383,17.35507168363126
common30_gaussian_approximation,0.375,17.596666380964386,17.597120901662727
common30_gaussian_approximation,0.38125000000000003,17.834766029715873,17.835242844361176
common30_gaussian_approximation,0.3875,18.06886471051302,18.069364303659103
common30_gaussian_approximation,0.39375000000000004,18.298921367764844,18.299444215586245
common30_gaussian_approximation,0.4,18.52483667904852,18.525383247329913
common30_gaussian_approximation,0.40625,18.74649854228891,18.747069285582377
common30_gaussian_approximation,0.41250000000000003,18.963478223790382,18.96407357499117
common30_gaussian_approximation,0.41875,19.175700704946507,19.1763210850719
common30_gaussian_approximation,0.42500000000000004,19.383123398558233,19.383769217522655
common30_gaussian_approximation,0.43125,19.585642644977323,19.586314299349937
common30_gaussian_approximation,0.4375,19.783142329378805,19.783840201597577
common30_gaussian_approximation,0.44375000000000003,19.97517802377926,19.975902469867204
common30_gaussian_approximation,0.45,20.16167149844292,20.162422860009062
common30_gaussian_approximation,0.45625000000000004,20.342583150760213,20.343361756294236
common30_gaussian_approximation,0.4625,20.51780785392004,20.518614016218766
common30_gaussian_approximation,0.46875,20.6872260019561,20.688060017318993
common30_gaussian_approximation,0.47500000000000003,20.850390772588714,20.851252907044515
common30_gaussian_approximation,0.48125,21.00722704379109,21.008117547240936
common30_gaussian_approximation,0.48750000000000004,21.15769529517518,21.158614402896315
common30_gaussian_approximation,0.49375,21.301691929424287,21.30263985939303
common30_gaussian_approximation,0.5,21.439097840443065,21.440074792498194
common30_gaussian_approximation,0.50625,21.569476543964825,21.57048268486533
