system,probe,r_kpc,g_bar,g_obs,boost,err_boost,geometry,source,assumes
D631-7,rotation_curve,2.25,8.561608835254895e-12,1.7343066376120295e-11,2.0256784337898286,0.21249191639754972,disk,SPARC,none
D631-7,rotation_curve,2.69,7.237429989004344e-12,1.8136798414502323e-11,2.505972208651017,0.23380462359063617,disk,SPARC,none
D631-7,rotation_curve,3.14,5.990463889767301e-12,1.864222162916842e-11,3.111982973641224,0.22992062440549277,disk,SPARC,none
D631-7,rotation_curve,3.59,5.0366882766692035e-12,1.8770882516153305e-11,3.726830306950546,0.25989737666891966,disk,SPARC,none
D631-7,rotation_curve,4.04,4.279295435564272e-12,1.9103270868946504e-11,4.464115917350195,0.3348086938012647,disk,SPARC,none
D631-7,rotation_curve,4.49,3.6160315774113514e-12,1.936701251805946e-11,5.355874832244672,0.3949699200612866,disk,SPARC,none
D631-7,rotation_curve,4.94,3.094118281920297e-12,1.9700789144479764e-11,6.367173892348064,0.5089091541694256,disk,SPARC,none
D631-7,rotation_curve,5.39,2.6453320912270787e-12,1.9261652876609262e-11,7.28137421403089,0.7024081838976795,disk,SPARC,none
D631-7,rotation_curve,5.84,2.27833304451475e-12,1.8926151050355092e-11,8.30701687618549,0.9302720953810462,disk,SPARC,none
D631-7,rotation_curve,6.29,1.9716970752655836e-12,1.7632363948014276e-11,8.942734748257022,1.2076513591663331,disk,SPARC,none
D631-7,rotation_curve,6.74,1.7162609356663562e-12,1.6008151454828236e-11,9.327341269707864,1.3158502241840904,disk,SPARC,none
D631-7,rotation_curve,7.19,1.4993409040832548e-12,1.4798912702697897e-11,9.870278775423944,1.3573786518384063,disk,SPARC,none
DDO064,rotation_curve,0.1,2.086737784473227e-13,1.282185158855058e-11,61.44447895635967,90.26184190091628,disk,SPARC,none
DDO064,rotation_curve,0.3,1.5021606149444357e-12,2.087169888378486e-11,13.894452215122744,9.236312119980875,disk,SPARC,none
DDO064,rotation_curve,0.49,3.0651720418858303e-12,1.6095429548554707e-11,5.2510688889919805,3.1102484957875576,disk,SPARC,none
DDO064,rotation_curve,0.69,4.841597445327253e-12,1.590142371354035e-11,3.28433412589624,1.649306919743547,disk,SPARC,none
DDO064,rotation_curve,0.89,4.311682061003601e-12,1.8434208036867528e-11,4.275409869292803,1.7557683196562444,disk,SPARC,none
DDO064,rotation_curve,1.09,4.73763131961053e-12,2.0879240880846838e-11,4.407105465218697,1.536666207495123,disk,SPARC,none
DDO064,rotation_curve,1.29,5.944993554533057e-12,3.13046718200289e-11,5.265720060564084,1.3783357892241401,disk,SPARC,none
DDO064,rotation_curve,1.48,7.744634789223781e-12,3.591681236156162e-11,4.637637969906318,1.0580685146156639,disk,SPARC,none
DDO064,rotation_curve,1.68,8.626159705960873e-12,3.76864050656553e-11,4.368850838642964,0.9666823801341217,disk,SPARC,none
DDO064,rotation_curve,1.88,8.975776092083998e-12,3.6953330611643565e-11,4.117006733739024,0.8216229421112006,disk,SPARC,none
DDO064,rotation_curve,2.08,8.851917525465187e-12,3.3544558552894904e-11,3.789524524646095,0.7546380734424553,disk,SPARC,none
DDO064,rotation_curve,2.27,8.323025763565968e-12,3.0604520506559424e-11,3.677090685040369,0.733829760902225,disk,SPARC,none
DDO064,rotation_curve,2.37,8.165042914574582e-12,2.94399501223719e-11,3.6056087433198494,1.0459373639026976,disk,SPARC,none
DDO064,rotation_curve,2.98,6.95572319553336e-12,2.39209749424655e-11,3.4390349170056727,1.268556589854971,disk,SPARC,none
DDO154,rotation_curve,0.49,5.936290849604431e-12,1.2595387915954796e-11,2.1217605799746315,0.4920024533274508,disk,SPARC,none
DDO154,rotation_curve,0.99,5.2868191057195954e-12,1.5272908942254174e-11,2.8888654286905773,0.21399003175485756,disk,SPARC,none
DDO154,rotation_curve,1.48,4.4234042487768284e-12,1.828872479957316e-11,4.134536156090732,0.20028894873795933,disk,SPARC,none
DDO154,rotation_curve,1.97,4.014095030530957e-12,1.9354032620499495e-11,4.821518293237685,0.1405690464500783,disk,SPARC,none
DDO154,rotation_curve,2.47,3.5421468342912323e-12,1.9146051701736015e-11,5.405211188984223,0.11319814008343923,disk,SPARC,none
DDO154,rotation_curve,2.96,3.3326685205945295e-12,1.9313292792499527e-11,5.795143643345046,0.05519184422233377,disk,SPARC,none
DDO154,rotation_curve,3.46,3.2294314104035377e-12,1.8631296333500446e-11,5.769218777485151,0.05174187244381302,disk,SPARC,none
DDO154,rotation_curve,3.95,2.8794081953829544e-12,1.7587914316427822e-11,6.10816984706424,0.0527703658493671,disk,SPARC,none
DDO154,rotation_curve,4.44,2.424179183602526e-12,1.639921909088293e-11,6.764854348147799,0.08563106769807341,disk,SPARC,none
DDO154,rotation_curve,4.94,2.036055342130117e-12,1.5241109466414423e-11,7.485606678288619,0.18636365174162534,disk,SPARC,none
DDO154,rotation_curve,5.43,1.7098521627259026e-12,1.3409306217959525e-11,7.842377551859202,0.23163140448529285,disk,SPARC,none
DDO154,rotation_curve,5.92,1.4463258562851105e-12,1.1333147506709792e-11,7.835818918303095,0.4477610810458912,disk,SPARC,none
DDO161,rotation_curve,0.6,6.7930217744490035e-12,1.3827324968295958e-11,2.0355190116283004,0.8981727638809875,disk,SPARC,none
DDO161,rotation_curve,0.73,7.415551170106595e-12,1.2233275904099855e-11,1.649678577286927,0.9599936781079346,disk,SPARC,none
DDO161,rotation_curve,0.85,7.742658274516285e-12,1.3190352976190267e-11,1.7035948776926129,0.45795561228296044,disk,SPARC,none
DDO161,rotation_curve,0.98,8.384653305932656e-12,1.3227670569160675e-11,1.577604951155379,1.1958245529757772,disk,SPARC,none
DDO161,rotation_curve,1.07,8.769892522142388e-12,1.387053535882188e-11,1.5816083633637805,0.5956898789117792,disk,SPARC,none
DDO161,rotation_curve,1.54,1.0173210234775976e-11,1.757617708010927e-11,1.727692308965275,0.32760393955466116,disk,SPARC,none
DDO161,rotation_curve,2.02,1.0615811092355809e-11,1.7365603518254825e-11,1.6358244666542134,0.2635218745673961,disk,SPARC,none
DDO161,rotation_curve,2.49,1.037598157597054e-11,1.612632598712107e-11,1.5541976312359307,0.2543232487476977,disk,SPARC,none
DDO161,rotation_curve,2.96,9.637140955901422e-12,1.5478662595421847e-11,1.6061467468672124,0.26057167967792544,disk,SPARC,none
DDO161,rotation_curve,3.43,8.751359765370244e-12,1.557425932812978e-11,1.7796387927917485,0.3226143230282579,disk,SPARC,none
DDO161,rotation_curve,3.9,8.053207318582195e-12,1.515097556577184e-11,1.881359186024189,0.2863895716430264,disk,SPARC,none
DDO161,rotation_curve,4.37,7.371161393006305e-12,1.53529137848334e-11,2.082835114613026,0.2737440436348549,disk,SPARC,none
DDO161,rotation_curve,4.86,6.762768866392586e-12,1.5945234248379137e-11,2.35779671956831,0.1890094711801181,disk,SPARC,none
DDO161,rotation_curve,5.34,6.255882300723216e-12,1.609617391466071e-11,2.5729662325648133,0.1528791586727831,disk,SPARC,none
DDO161,rotation_curve,5.81,5.798953683387734e-12,1.5668414843458217e-11,2.701938263163497,0.1896454780937398,disk,SPARC,none
DDO161,rotation_curve,6.28,5.456740567845898e-12,1.5610441641033766e-11,2.860763022713418,0.15396106449512215,disk,SPARC,none
DDO161,rotation_curve,6.75,5.168879487352939e-12,1.5929078363476943e-11,3.081727558642398,0.10593438482833241,disk,SPARC,none
DDO161,rotation_curve,7.22,4.963878296849268e-12,1.5997824179661726e-11,3.2228477861385234,0.12848203904538835,disk,SPARC,none
DDO161,rotation_curve,7.69,4.833933745303136e-12,1.5425308705056876e-11,3.191046778422395,0.1329163286218915,disk,SPARC,none
DDO161,rotation_curve,8.16,4.729811729893684e-12,1.5168276830168503e-11,3.2069515017481365,0.13803383486488743,disk,SPARC,none
DDO161,rotation_curve,8.64,4.568486242133701e-12,1.4840106005266876e-11,3.248363947865549,0.13943692621998383,disk,SPARC,none
DDO161,rotation_curve,9.11,4.43860368704203e-12,1.4119267837326769e-11,3.181015660070367,0.2110578644300656,disk,SPARC,none
DDO161,rotation_curve,9.58,4.226413258867808e-12,1.4073540750428937e-11,3.329901712971397,0.24574158377897443,disk,SPARC,none
DDO161,rotation_curve,10.05,4.004715131488247e-12,1.38768556846003e-11,3.465129286098143,0.11409572039591451,disk,SPARC,none
DDO161,rotation_curve,10.52,3.685605666542481e-12,1.4035932164953317e-11,3.8083108815383997,0.363341067808997,disk,SPARC,none
DDO161,rotation_curve,10.99,3.370704755629134e-12,1.3158448568271359e-11,3.903767764381181,0.27700388028692813,disk,SPARC,none
DDO161,rotation_curve,11.46,3.0593987263778023e-12,1.2618791428036844e-11,4.12459850990948,0.11731642468305406,disk,SPARC,none
DDO161,rotation_curve,11.94,2.776051675049069e-12,1.203908792720925e-11,4.33676650741613,0.12502389931289745,disk,SPARC,none
DDO161,rotation_curve,12.41,2.5220867343505574e-12,1.1652808200266096e-11,4.620304306571248,0.13694913962591426,disk,SPARC,none
DDO161,rotation_curve,12.9,2.30915799401821e-12,1.1042993112261785e-11,4.78225965519391,0.10675330753675695,disk,SPARC,none
DDO161,rotation_curve,13.37,2.0984837308604776e-12,1.0590609782522972e-11,5.0467914650833725,0.2000392381016405,disk,SPARC,none
DDO168,rotation_curve,0.41,1.1275327208174567e-11,1.778476439329225e-11,1.577316920825,0.8622665833843333,disk,SPARC,none
DDO168,rotation_curve,0.82,1.6086287776373918e-11,2.1640501313758008e-11,1.3452762759560735,0.14947514177289706,disk,SPARC,none
DDO168,rotation_curve,1.24,1.3531930114006174e-11,2.228401655928906e-11,1.6467729563740556,0.16918900236719753,disk,SPARC,none
DDO168,rotation_curve,1.64,1.058944492479519e-11,2.5895407390606554e-11,2.445397995316303,0.14861534778165375,disk,SPARC,none
DDO168,rotation_curve,2.06,9.858199674073904e-12,3.0457032545457724e-11,3.0895126445406382,0.1544756322270319,disk,SPARC,none
DDO168,rotation_curve,2.47,8.621881402459346e-12,3.561458992332259e-11,4.130721389088432,0.1902827511288337,disk,SPARC,none
DDO168,rotation_curve,2.89,7.524804119664498e-12,3.138072377638064e-11,4.170304406246762,0.2680346877360868,disk,SPARC,none
DDO168,rotation_curve,3.3,6.529243699969914e-12,2.9491484355675776e-11,4.516830081838065,0.3626651890526914,disk,SPARC,none
DDO168,rotation_curve,3.71,5.8031822357444335e-12,2.6424143802073327e-11,4.553388594160465,0.4139444176509513,disk,SPARC,none
DDO168,rotation_curve,4.12,5.1215014424248374e-12,2.126958057926593e-11,4.1529970885248035,0.43127277457757573,disk,SPARC,none
DDO170,rotation_curve,1.87,4.172814415310666e-12,1.3297420005335651e-11,3.1866789849425063,0.6902553757998209,disk,SPARC,none
DDO170,rotation_curve,3.36,4.0715776554933934e-12,1.7339712426760424e-11,4.2587207942271705,0.30132458449720545,disk,SPARC,none
DDO170,rotation_curve,4.86,4.1526645646575096e-12,1.837941958133957e-11,4.425934070804346,0.16860701222111799,disk,SPARC,none
DDO170,rotation_curve,6.35,4.028755890391864e-12,1.5777032227112966e-11,3.9161052832065204,0.14086709651822013,disk,SPARC,none
DDO170,rotation_curve,7.85,3.718827880944682e-12,1.4176696113096016e-11,3.8121409667109294,0.14311792025194617,disk,SPARC,none
DDO170,rotation_curve,9.34,3.169003488221152e-12,1.2078321955627233e-11,3.8113943391104073,0.15503976972652506,disk,SPARC,none
DDO170,rotation_curve,10.83,2.5298850266934445e-12,1.0772673538319219e-11,4.258167238690323,0.18452058034324734,disk,SPARC,none
DDO170,rotation_curve,12.33,1.9257011486157932e-12,1.016874010233085e-11,5.280539043994551,0.1697922522184743,disk,SPARC,none
ESO079-G014,rotation_curve,0.41,3.3509290301057276e-11,8.712479424383313e-11,2.6000190830984025,1.8168808050567147,disk,SPARC,none
ESO079-G014,rotation_curve,0.98,3.8106541235967104e-11,8.400099918239795e-11,2.204372174904005,1.032206018407431,disk,SPARC,none
ESO079-G014,rotation_curve,1.78,3.592433974313821e-11,5.289406966003744e-11,1.4723741629834843,0.5326771090571047,disk,SPARC,none
ESO079-G014,rotation_curve,2.69,3.519941342662835e-11,5.505421399900104e-11,1.5640662340512907,0.23599815957578646,disk,SPARC,none
ESO079-G014,rotation_curve,3.36,3.340620803050979e-11,6.438049187892649e-11,1.9272014297500628,0.2387182187156748,disk,SPARC,none
ESO079-G014,rotation_curve,4.39,2.8491562486555165e-11,7.680425450428059e-11,2.6956841886268474,0.2827825570422281,disk,SPARC,none
ESO079-G014,rotation_curve,5.65,2.491348476491638e-11,7.718217012170508e-11,3.098007799791798,0.3439856936320549,disk,SPARC,none
ESO079-G014,rotation_curve,6.34,2.4181664806941443e-11,8.906520242788426e-11,3.683170829591424,0.5078311295345752,disk,SPARC,none
ESO079-G014,rotation_curve,6.89,2.4430665707518858e-11,8.828183814743293e-11,3.613566621734054,0.2769521863372815,disk,SPARC,none
ESO079-G014,rotation_curve,8.34,2.6319600222282473e-11,9.215626094539877e-11,3.5014308791581956,0.19098713886317434,disk,SPARC,none
ESO079-G014,rotation_curve,10.04,2.8636068406110648e-11,8.576122006100333e-11,2.994867132064217,0.12052962200209365,disk,SPARC,none
ESO079-G014,rotation_curve,11.65,2.738577156611039e-11,8.039358065660271e-11,2.9355967007367045,0.08323280057382892,disk,SPARC,none
ESO079-G014,rotation_curve,13.36,2.462994697839384e-11,7.428807315810905e-11,3.0161686187662875,0.07514568673040581,disk,SPARC,none
ESO079-G014,rotation_curve,15.06,2.111315297259196e-11,6.741724725033368e-11,3.193139714274385,0.08045990466476699,disk,SPARC,none
ESO079-G014,rotation_curve,16.67,1.8188774711193784e-11,6.159619136578e-11,3.3864948213291304,0.07724252232919251,disk,SPARC,none
ESO116-G012,rotation_curve,0.25,1.9459719434127788e-11,5.662419205688772e-11,2.9098154394550084,0.946734209966223,disk,SPARC,none
ESO116-G012,rotation_curve,0.83,2.3734249295241972e-11,6.24728537724215e-11,2.6321815784140052,0.4329938696491039,disk,SPARC,none
ESO116-G012,rotation_curve,1.38,3.0892970460879735e-11,6.22851947132523e-11,2.016160757092784,0.23176061518425792,disk,SPARC,none
ESO116-G012,rotation_curve,1.85,3.3816157619755966e-11,8.076389861539026e-11,2.388322751612875,0.24270142836714048,disk,SPARC,none
ESO116-G012,rotation_curve,2.68,2.402495677677317e-11,7.777918664506617e-11,3.237432948069296,0.23655058697862935,disk,SPARC,none
ESO116-G012,rotation_curve,3.19,2.30963619659327e-11,7.049345142235926e-11,3.052145248084422,0.22570485868187323,disk,SPARC,none
ESO116-G012,rotation_curve,3.68,2.227371665932629e-11,7.356886019795285e-11,3.3029449607885097,0.20453685424576548,disk,SPARC,none
ESO116-G012,rotation_curve,4.13,2.1162424511843393e-11,8.163938917040963e-11,3.8577521741292333,0.4084678772607424,disk,SPARC,none
ESO116-G012,rotation_curve,5.23,1.6968002183011294e-11,6.831661886448207e-11,4.026202856862079,0.3228631243312257,disk,SPARC,none
ESO116-G012,rotation_curve,6.05,1.3657353415333247e-11,6.364247725270827e-11,4.659942180397574,0.17955740511623683,disk,SPARC,none
ESO116-G012,rotation_curve,6.81,1.1279864009005791e-11,5.550726818220129e-11,4.920916434620536,0.1913689724574653,disk,SPARC,none
ESO116-G012,rotation_curve,7.56,1.0200335880883027e-11,5.0930818436360455e-11,4.993053075027904,0.1923928707808917,disk,SPARC,none
ESO116-G012,rotation_curve,8.32,9.559383929035046e-12,4.7131525723890406e-11,4.9303936397759065,0.18825139351871645,disk,SPARC,none
ESO116-G012,rotation_curve,9.09,8.784555811431238e-12,4.392699848761719e-11,5.000480323712613,0.20993007485135834,disk,SPARC,none
ESO116-G012,rotation_curve,9.86,7.270669929819732e-12,4.122954909410762e-11,5.6706671451292054,0.47998146906986494,disk,SPARC,none
ESO444-G084,rotation_curve,0.26,6.929801980493937e-12,4.174248370161629e-11,6.023618541931411,1.184974139396343,disk,SPARC,none
ESO444-G084,rotation_curve,0.77,1.0217905631742538e-11,5.2445489153035435e-11,5.132704395909703,0.8724143449138305,disk,SPARC,none
ESO444-G084,rotation_curve,1.29,9.45373755880633e-12,5.740048179607799e-11,6.0717236372410595,1.1762376753316361,disk,SPARC,none
ESO444-G084,rotation_curve,1.81,8.154565229676605e-12,4.991587919494242e-11,6.121218947796925,0.29214908614485324,disk,SPARC,none
ESO444-G084,rotation_curve,2.32,6.691193695399414e-12,4.69912996969433e-11,7.02285748046011,0.7531409229045151,disk,SPARC,none
ESO444-G084,rotation_curve,3.39,3.3661329191547007e-12,3.806347854467428e-11,11.307776448183969,0.4838509732186485,disk,SPARC,none
ESO444-G084,rotation_curve,4.44,1.7896032128037684e-12,2.8694691920720132e-11,16.0341084076197,3.7643074283917386,disk,SPARC,none
ESO563-G021,rotation_curve,0.45,1.5302729709426741e-10,2.5725305999609366e-11,0.16810926212571173,0.17397974429518104,disk,SPARC,none
ESO563-G021,rotation_curve,1.34,1.7462514634899122e-10,8.22018829783549e-11,0.47073336628204215,0.16956090380656752,disk,SPARC,none
ESO563-G021,rotation_curve,2.23,1.3733892477864865e-10,7.979597905952472e-11,0.5810150267896241,0.0892301080278802,disk,SPARC,none
ESO563-G021,rotation_curve,3.12,1.1097899310015748e-10,1.4709190871096685e-10,1.325403165067625,0.09511716831661779,disk,SPARC,none
ESO563-G021,rotation_curve,4.01,1.0069763793665612e-10,1.6067314975921056e-10,1.595599986767138,0.08509866596091403,disk,SPARC,none
ESO563-G021,rotation_curve,4.9,1.0219077937053018e-10,2.514910866961673e-10,2.460995876979214,0.11459406442549366,disk,SPARC,none
ESO563-G021,rotation_curve,5.79,1.1103910653133543e-10,2.8841816235885787e-10,2.597446713761748,0.09611697090572106,disk,SPARC,none
ESO563-G021,rotation_curve,6.69,1.14970973356202e-10,2.931524655904562e-10,2.5497954573474293,0.08789538812319594,disk,SPARC,none
ESO563-G021,rotation_curve,7.58,1.1176161397962861e-10,3.0707880169531935e-10,2.747623184390414,0.11400585750157238,disk,SPARC,none
ESO563-G021,rotation_curve,8.47,1.1181625504937721e-10,3.064353866733291e-10,2.740526290547019,0.05732832381638993,disk,SPARC,none
ESO563-G021,rotation_curve,10.23,1.0785123970464304e-10,2.682623959036542e-10,2.4873371566085525,0.16770293818783436,disk,SPARC,none
ESO563-G021,rotation_curve,12.06,1.0163982025884685e-10,2.5824120208590673e-10,2.540748315259138,0.07769772267308589,disk,SPARC,none
ESO563-G021,rotation_curve,13.44,9.316420665379618e-11,2.317253643717288e-10,2.4872788884773556,0.3273579956447616,disk,SPARC,none
ESO563-G021,rotation_curve,15.18,8.505914852602827e-11,2.0516395896943576e-10,2.4120151979496383,0.25053835281928505,disk,SPARC,none
ESO563-G021,rotation_curve,16.83,7.773321428637275e-11,1.8985613477246386e-10,2.4424068464868194,0.2100158753348539,disk,SPARC,none
ESO563-G021,rotation_curve,18.56,6.764899519290209e-11,1.7546480065569763e-10,2.5937532428287695,0.20782754690173735,disk,SPARC,none
ESO563-G021,rotation_curve,20.3,6.08830065240725e-11,1.624556360951468e-10,2.668324798167015,0.17398481442593702,disk,SPARC,none
ESO563-G021,rotation_curve,21.94,5.67133486425649e-11,1.4937126930983226e-10,2.63379385779603,0.17889920543520205,disk,SPARC,none
ESO563-G021,rotation_curve,23.68,5.2534574252343074e-11,1.3752646537879003e-10,2.6178277322320977,0.15360124864200955,disk,SPARC,none
ESO563-G021,rotation_curve,25.41,4.6227609100839315e-11,1.281631916635084e-10,2.7724382497034967,0.12646516432401442,disk,SPARC,none
ESO563-G021,rotation_curve,27.06,4.0886603928311486e-11,1.165818252593024e-10,2.851345283254904,0.1533511982468503,disk,SPARC,none
ESO563-G021,rotation_curve,28.8,3.555413598792067e-11,1.0953833998321954e-10,3.0808888175607647,0.16530153463451025,disk,SPARC,none
ESO563-G021,rotation_curve,30.53,3.11818777940097e-11,1.0266996844230215e-10,3.292616599954282,0.24350540771366072,disk,SPARC,none
ESO563-G021,rotation_curve,32.18,2.8203426747033616e-11,9.678026405084011e-11,3.4315072745909956,0.3210119708488351,disk,SPARC,none
ESO563-G021,rotation_curve,33.91,2.574414672062119e-11,9.362899032957094e-11,3.6369040056229034,0.3695001513699947,disk,SPARC,none
ESO563-G021,rotation_curve,35.65,2.3266902692196055e-11,9.308718071223085e-11,4.0008411065153595,0.2207964185658164,disk,SPARC,none
ESO563-G021,rotation_curve,37.3,2.1325022928176216e-11,8.952631066049246e-11,4.198181214717645,0.20611631135186942,disk,SPARC,none
ESO563-G021,rotation_curve,39.03,1.9365942195353174e-11,8.502582609251935e-11,4.390482282494943,0.2195241141247472,disk,SPARC,none
ESO563-G021,rotation_curve,40.76,1.7657974363521223e-11,7.889262144139282e-11,4.4678183248681895,0.27856492666797217,disk,SPARC,none
ESO563-G021,rotation_curve,42.41,1.6302487777106522e-11,7.438585690914226e-11,4.562853101083249,0.2652889591463145,disk,SPARC,none
F561-1,rotation_curve,1.61,8.784527800144775e-12,1.1021870234336377e-11,1.254691257753744,1.0723856903878153,disk,SPARC,none
F561-1,rotation_curve,3.23,8.205824731541397e-12,1.6538609750924192e-11,2.0154719716780436,0.496421667900996,disk,SPARC,none
F561-1,rotation_curve,4.84,6.770879149953877e-12,1.3862031661099582e-11,2.04730159172816,0.4499563937864088,disk,SPARC,none
F561-1,rotation_curve,6.45,7.069037250774377e-12,1.2162418572404046e-11,1.7205198021939572,0.34969914678738967,disk,SPARC,none
F561-1,rotation_curve,8.06,7.444689635903959e-12,1.0213520992400741e-11,1.371920320646192,0.27220641282662544,disk,SPARC,none
F561-1,rotation_curve,9.66,6.9723870151978235e-12,8.521840496765009e-12,1.2222271193767382,0.24250538082871792,disk,SPARC,none
F563-1,rotation_curve,1.07,5.1902564415640136e-12,1.4792794511752546e-11,2.850108598351826,1.8493464841794196,disk,SPARC,none
F563-1,rotation_curve,1.78,5.7644169077039644e-12,3.3195957700286613e-11,5.758771135363448,2.8753395926451684,disk,SPARC,none
F563-1,rotation_curve,2.49,5.4118899167317145e-12,4.7796418599935376e-11,8.831742577055232,2.2414554593252385,disk,SPARC,none
F563-1,rotation_curve,2.97,5.023836413410052e-12,6.435991257970482e-11,12.810909289942215,3.7031534666239216,disk,SPARC,none
F563-1,rotation_curve,3.04,4.922787448544565e-12,7.098330047869299e-11,14.419330759380925,6.1847619678717205,disk,SPARC,none
F563-1,rotation_curve,3.19,4.760317711331929e-12,7.689485404954357e-11,16.153302933225547,3.3160688550276816,disk,SPARC,none
F563-1,rotation_curve,6.95,3.5210313906640006e-12,3.777023344532282e-11,10.727036840816139,5.911789192272005,disk,SPARC,none
F563-1,rotation_curve,8.58,3.5668324695885863e-12,3.612766361171217e-11,10.128780625314675,1.9470457643754184,disk,SPARC,none
F563-1,rotation_curve,9.26,3.6160046600351837e-12,3.07268223755311e-11,8.497450989245165,4.588804909880528,disk,SPARC,none
F563-1,rotation_curve,9.89,3.683809547068325e-12,3.476382960739663e-11,9.43692369630309,4.361141436349778,disk,SPARC,none
F563-1,rotation_curve,10.08,3.7247824424405386e-12,3.050049140072344e-11,8.188529631475339,1.8495652145016166,disk,SPARC,none
F563-1,rotation_curve,11.84,3.662097156797387e-12,3.1045379134882055e-11,8.477486479914193,1.5092313958607804,disk,SPARC,none
F563-1,rotation_curve,14.56,2.799200964448552e-12,2.7920560032136066e-11,9.974474997237817,1.9592718744574282,disk,SPARC,none
F563-1,rotation_curve,15.43,2.6416573883476715e-12,2.611158672792917e-11,9.884547043498964,1.6666321472446686,disk,SPARC,none
F563-1,rotation_curve,17.93,2.50974190201097e-12,2.2269738775930856e-11,8.873318311371731,3.885074503897893,disk,SPARC,none
F563-1,rotation_curve,19.02,2.459164920083441e-12,2.1564728118838195e-11,8.769126439111083,1.2081907538330825,disk,SPARC,none
F563-1,rotation_curve,20.1,2.4063319098529964e-12,1.811611746079447e-11,7.528519813337466,1.519908717032281,disk,SPARC,none
F563-V1,rotation_curve,1.31,2.0502852021602785e-12,3.562383341068615e-12,1.7375062441630647,1.4479218701358871,disk,SPARC,none
F563-V1,rotation_curve,2.63,2.8991648013905272e-12,5.80247361067094e-12,2.001429379898617,0.9223176865892244,disk,SPARC,none
F563-V1,rotation_curve,3.93,3.827732659370482e-12,6.745108976065936e-12,1.7621682537189658,0.6161427460555825,disk,SPARC,none
F563-V1,rotation_curve,5.24,3.483638589028418e-12,5.382229344730837e-12,1.5450022174177183,0.5237295652263452,disk,SPARC,none
F563-V1,rotation_curve,6.55,3.0737156327471154e-12,4.047065385639562e-12,1.3166687713471141,0.4603736962752147,disk,SPARC,none
F563-V1,rotation_curve,7.87,2.795937446969073e-12,3.069022104993636e-12,1.0976719483909054,0.4020776367732254,disk,SPARC,none
F563-V2,rotation_curve,0.28,2.3433959299854716e-12,1.6390241256364873e-11,6.9942262195814635,9.274696617226512,disk,SPARC,none
