scenario,salt,algorithm,group,fractional_mse_gain,kms_mse_gain,chi_square_gain,galaxies_improved,nonpositive_predictions,incremental_fractional_gain_over_local
nominal,A,ridge,local_coverage,0.05674274351440367,-0.05816722407699593,-0.006204846359426197,72,0,0.0
nominal,A,ridge,photometry_multiscale,0.051830735679108564,-0.09657877240173396,-0.11848618231374886,75,0,-0.005207495411799323
nominal,A,ridge,gas_force_proxy,0.0786486726933634,-0.09547523058125429,-0.19695559496095205,80,0,0.02322370597028567
nominal,A,trees,local_coverage,0.004194978016379358,-0.05143061971414231,-0.1300147545689423,73,0,0.0
nominal,A,trees,photometry_multiscale,0.026847449948614432,-0.05222482634945669,0.004428760089214889,70,0,0.022747898867904737
nominal,A,trees,gas_force_proxy,0.04341698824411511,-0.06347947803258225,0.001395109750457979,76,0,0.03938723882874828
nominal,A,gpu_rbf_features,local_coverage,0.043636627537392725,-0.06986709400630908,-0.24655105474657923,74,0,0.0
nominal,A,gpu_rbf_features,photometry_multiscale,0.06104816560199744,-0.010913262662625156,-0.02534851021000306,79,0,0.018205985889830245
nominal,A,gpu_rbf_features,gas_force_proxy,0.0622144270424253,-0.15763820436937315,-0.35114945268142206,73,0,0.019425461116516107
nominal,B,ridge,local_coverage,0.07532297910663666,-0.08253928801308308,-0.03060140406892775,72,0,0.0
nominal,B,ridge,photometry_multiscale,0.06053323550348122,-0.09910272553945676,-0.044382041864399646,72,0,-0.015994496747487652
nominal,B,ridge,gas_force_proxy,0.09639870051976762,-0.1171360784643698,-0.15397319691015854,72,0,0.02279252207735083
nominal,B,trees,local_coverage,0.04404241051384261,-0.11834576280508124,-0.045815482955391174,64,0,0.0
nominal,B,trees,photometry_multiscale,0.04853212846961552,-0.10881711688050988,-0.0048493708862906715,65,0,0.004696566045556794
nominal,B,trees,gas_force_proxy,0.07322199213721803,-0.10689441689388035,-0.01317930795821698,66,0,0.030523929036496256
nominal,B,gpu_rbf_features,local_coverage,0.07935917435606588,-0.04946857116002068,-0.17052465984472276,70,0,0.0
nominal,B,gpu_rbf_features,photometry_multiscale,0.07644585870990295,-0.041012051704484076,0.029478110396401025,71,0,-0.003164443249760618
nominal,B,gpu_rbf_features,gas_force_proxy,0.12985238321743642,-0.03359533790154856,-0.09614234865431426,72,0,0.05484571991042586
lighter_stars,A,ridge,local_coverage,0.10236346039541167,0.24743828457409212,0.5290822667242101,90,0,0.0
lighter_stars,A,ridge,photometry_multiscale,0.09898950841224752,0.22028489422500097,0.48299215403276585,96,0,-0.0037587061514345876
lighter_stars,A,ridge,gas_force_proxy,0.11525060991638736,0.21664593737216942,0.43752416475225286,92,0,0.014356756830167017
lighter_stars,A,trees,local_coverage,0.0576771212000059,0.22062758348254985,0.4402435666950615,77,0,0.0
lighter_stars,A,trees,photometry_multiscale,0.09269248139333774,0.2449184102925539,0.5155772691169735,75,0,0.03715855889854047
lighter_stars,A,trees,gas_force_proxy,0.08175836201635678,0.21609504869725826,0.4824243032129931,78,0,0.02555519064443945
lighter_stars,A,gpu_rbf_features,local_coverage,0.10273344858027988,0.25512888455130733,0.438870037418961,89,0,0.0
lighter_stars,A,gpu_rbf_features,photometry_multiscale,0.0984818848160004,0.2787245177171648,0.4947587034610117,90,0,-0.004738350891998033
lighter_stars,A,gpu_rbf_features,gas_force_proxy,0.135315065773143,0.19175145153385598,0.44242623720068486,88,0,0.03631208267076269
lighter_stars,B,ridge,local_coverage,0.11289339653021879,0.23174028263821378,0.5135488185199075,87,0,0.0
lighter_stars,B,ridge,photometry_multiscale,0.0989875587451039,0.21810621171161337,0.5150717607564633,87,0,-0.01567549799620971
lighter_stars,B,ridge,gas_force_proxy,0.12708997264333954,0.20323004891178387,0.44610364083524634,92,0,0.016003235752719003
lighter_stars,B,trees,local_coverage,0.06880041128668268,0.16804938973938266,0.46255283681282944,76,0,0.0
lighter_stars,B,trees,photometry_multiscale,0.09679607757472797,0.20918342046166294,0.513904041246556,77,0,0.03006408790056303
lighter_stars,B,trees,gas_force_proxy,0.09361292744526828,0.1621816472570382,0.45178834527212397,72,0,0.026645755066183274
lighter_stars,B,gpu_rbf_features,local_coverage,0.12897101420708368,0.2499407900902475,0.42815227561849056,83,0,0.0
lighter_stars,B,gpu_rbf_features,photometry_multiscale,0.12333889128973907,0.26501716837371736,0.5248616272285731,80,0,-0.006466056823835276
lighter_stars,B,gpu_rbf_features,gas_force_proxy,0.1667470528282391,0.26094552108634494,0.47440576100530496,90,0,0.043369439177465496
heavier_stars,A,ridge,local_coverage,0.17681148467285035,0.19670633597140386,0.01439069572109386,87,0,0.0
heavier_stars,A,ridge,photometry_multiscale,0.17236310968012325,0.16525609525433427,-0.098394874326303,87,0,-0.0054038350996179485
heavier_stars,A,ridge,gas_force_proxy,0.19878392410758117,0.17432804781802747,-0.13845316059530544,86,0,0.02669186829701875
heavier_stars,A,trees,local_coverage,0.13059652618004647,0.19826437324883195,-0.037884400331035684,85,0,0.0
heavier_stars,A,trees,photometry_multiscale,0.16392315041022942,0.1966120449513723,0.06991394795628458,89,0,0.03833274795159669
heavier_stars,A,trees,gas_force_proxy,0.17292699238859832,0.21273161723284384,0.0892355639106035,92,0,0.048689092559708436
heavier_stars,A,gpu_rbf_features,local_coverage,0.16845373099123662,0.19320560932382658,-0.18607414440130365,91,0,0.0
heavier_stars,A,gpu_rbf_features,photometry_multiscale,0.18376483169383218,0.23393096311603379,0.03622906574475315,91,0,0.018412806687049477
heavier_stars,A,gpu_rbf_features,gas_force_proxy,0.20724688701370864,0.16124521228095912,-0.18582368540616034,88,0,0.046651831014424494
heavier_stars,B,ridge,local_coverage,0.19540609131252595,0.17669124554957216,-0.007008094785841301,87,0,0.0
heavier_stars,B,ridge,photometry_multiscale,0.18223865611017165,0.16222052639625162,-0.025684091879179638,90,0,-0.016365318032091736
heavier_stars,B,ridge,gas_force_proxy,0.21628819862162718,0.1557624941429796,-0.10547025854217162,87,0,0.025953598559012137
heavier_stars,B,trees,local_coverage,0.15877242261898827,0.13889845186859362,-0.046600578865781284,78,0,0.0
heavier_stars,B,trees,photometry_multiscale,0.1733048966933486,0.16285667634626544,0.05942355156996548,88,0,0.017275318195825395
heavier_stars,B,trees,gas_force_proxy,0.19592075870810444,0.16789546971107194,0.03638437279276496,84,0,0.04415967460882553
heavier_stars,B,gpu_rbf_features,local_coverage,0.2003741956343984,0.20603551333811054,-0.12633603771786217,88,0,0.0
heavier_stars,B,gpu_rbf_features,photometry_multiscale,0.19659046577256978,0.2103071453125902,0.06566520449630919,90,0,-0.004731875636292848
heavier_stars,B,gpu_rbf_features,gas_force_proxy,0.23684154691673032,0.2130062418523968,-0.09011841011818755,85,0,0.04560552083641678
