omitted_western_index,q_per_channel,trace_ratio,relative_matrix_change,mean_change_rms_mJy_beam,minimum_eigenvalue
0,1.3608114947232302,0.9933578652672149,0.03445098067782367,0.0030338519931537374,0.009909695874209434
1,1.7534616525356534,0.9897303930010389,0.02834590523633604,0.002981450400170937,0.010028057994407645
2,1.3601201050916547,0.9932039921103123,0.03364852711422975,0.0031868452675704304,0.00987142851382372
3,1.093798127126124,1.005006868522801,0.018918641864316264,0.002251487367769392,0.010088485442163786
4,0.7908142070073328,1.002966931752289,0.018682765092671586,0.002682255617999867,0.010044207397073996
5,1.2636955790407032,0.9944302835057526,0.022267118501368355,0.002994061364481493,0.009875168956497933
6,1.543258677627455,0.9955944521583225,0.025075956743590005,0.0033373426855729882,0.00997609007430165
7,0.9941080307059321,1.0023433825330281,0.02013426185075703,0.00259665059410956,0.010075567477871087
8,1.331171527067565,1.0060271095063071,0.018463984638938263,0.002312631620470884,0.009784439297890945
9,0.9631300274373663,1.0041320565340568,0.01796312669168315,0.0027089157352267676,0.009736252897671107
10,1.2443822126223654,1.0010399627498954,0.020260347190315203,0.0030508433766771436,0.010032552891352107
11,1.5950502579142556,0.9880872312337431,0.027238759555481645,0.0031374664383639777,0.009945990504379148
12,1.6208391998013543,0.9912526809919228,0.022843292619703814,0.0033147969351999436,0.009976673339821126
13,1.3290218335337722,0.9993249927945523,0.01989283865408702,0.002193887829869296,0.009999389869691929
14,0.7586580771637824,1.0105210786085748,0.021630570232375277,0.0019758602950673307,0.009745223476763386
15,1.3231083097673324,0.9987907084317351,0.02788811323414474,0.002818312081788164,0.009969422483427642
16,1.3152842968236085,1.0029080816539195,0.01987260124020877,0.0022529767148344853,0.010052436211957026
17,1.062564825584479,1.0059435276977662,0.020467930795848056,0.0023758830674222376,0.010071222808621898
18,1.0233821166347472,1.0050681084910513,0.020310611852983215,0.002372163993591626,0.010059425421803074
19,0.6471734317040871,1.0041711089937382,0.018473945839917454,0.0020489997176535734,0.009954043113357087
20,0.9921408353963228,1.0014862184717765,0.018696272154032734,0.0026156063677173756,0.009973485594071805
21,1.7213177320589597,1.0008154953785862,0.022810453519722537,0.0025078636176775458,0.009970094720544212
22,1.2396429425833027,1.0037688328860153,0.022751211540037567,0.0023259555060382293,0.010005264055472864
23,1.4099009586909346,0.9985643725718645,0.02316855477813071,0.0029678628468066265,0.010064034034674162
24,0.9005960409600337,1.0024406657433997,0.02047004537289544,0.0027249251791703123,0.009983880856464495
25,1.04231125645817,1.0023949750712149,0.020971849829077648,0.002763056245522753,0.010000644488965304
26,0.9724516660599398,1.003982629506599,0.019558800243493463,0.002836752664560181,0.009980895119549527
27,1.1930028753073,1.0038589221690197,0.017390347564525125,0.0026123763297559353,0.010031346591726711
28,1.2382289034765088,1.0037493535573272,0.019276719392469666,0.0023810496339197653,0.009980154391049996
