candidate,core,q,logpdf
baseline,validation_r02_c07,0.9502212019688756,-1.9214290193594545
baseline,validation_r02_c08,1.2940529299089396,-2.0933448833294865
baseline,validation_r03_c05,1.4780991792299691,-2.185368007990001
baseline,validation_r03_c06,1.2729320075723698,-2.0827844221612017
baseline,validation_r04_c04,0.8739342596236477,-1.8832855481868407
baseline,validation_r04_c05,1.0074558474960638,-1.9500463421230487
baseline,validation_r05_c03,0.9915722201245346,-1.9421045284372842
baseline,validation_r05_c04,0.9666896650400422,-1.9296632508950378
baseline,validation_r06_c03,1.315250823915968,-2.1039438303330007
baseline,validation_r07_c02,1.5991924312246097,-2.2459146339873217
baseline,validation_r08_c02,0.9693509146361831,-1.9309938756931084
baseline,validation_r09_c02,0.8631309969620294,-1.8778839168560315
baseline,validation_r10_c01,0.7932156077867295,-1.8429262222683813
baseline,validation_r10_c02,1.0918806028436476,-1.9922587197968407
baseline,validation_r11_c02,1.3773803508862978,-2.1350085938181658
baseline,validation_r12_c02,0.8617600107329823,-1.877198423741508
baseline,validation_r13_c02,0.9713953243978517,-1.9320160805739428
baseline,validation_r14_c02,1.0387099272439344,-1.965673381996984
baseline,validation_r14_c03,1.5942689090543387,-2.243452872902186
baseline,validation_r15_c03,1.2934575451759716,-2.0930471909630026
baseline,validation_r16_c04,1.7658065615511984,-2.329221699150616
baseline,validation_r17_c05,0.8949493348156675,-1.8937930857828507
baseline,validation_r17_c06,0.9343205821954731,-1.9134787094727532
baseline,validation_r18_c06,1.757060998389652,-2.324848917569843
baseline,validation_r18_c07,1.4356344814460609,-2.164135659098047
baseline,validation_r18_c08,1.144576690196698,-2.0186067634733655
baseline,validation_r19_c08,0.947932708037406,-1.9202847723937198
constant_w0.0,validation_r02_c07,0.8868731218376172,-1.924251415037301
constant_w0.0,validation_r02_c08,1.2077827345816767,-2.0847062214093306
constant_w0.0,validation_r03_c05,1.3795592339479712,-2.170594471092478
constant_w0.0,validation_r03_c06,1.1880698737342117,-2.0748497909855983
constant_w0.0,validation_r04_c04,0.815671975648738,-1.8886508419428616
constant_w0.0,validation_r04_c05,0.9402921243296595,-1.9509609162833221
constant_w0.0,validation_r05_c03,0.9254674054495654,-1.9435485568432749
constant_w0.0,validation_r05_c04,0.9022436873707061,-1.9319366978038455
constant_w0.0,validation_r06_c03,1.2275674356549036,-2.094598571945944
constant_w0.0,validation_r07_c02,1.4925796024763023,-2.2271046553566434
constant_w0.0,validation_r08_c02,0.904727520327104,-1.9331786142820444
constant_w0.0,validation_r09_c02,0.805588930497894,-1.8836093193674392
constant_w0.0,validation_r10_c01,0.7403345672676142,-1.8509821377522995
constant_w0.0,validation_r10_c02,1.0190885626540713,-1.9903591354455281
