model,core,q,logpdf
baseline,validation_r02_c07,1.008782115378991,2.003342765639501
baseline,validation_r02_c08,0.9850886657783328,2.01518949043983
baseline,validation_r03_c05,0.9880546754098992,2.013706485624047
baseline,validation_r03_c06,0.9629969912812798,2.0262353276883567
baseline,validation_r04_c04,0.9839880142673122,2.0157398161953406
baseline,validation_r04_c05,1.0009297115356652,2.0072689675611644
baseline,validation_r05_c03,1.0092449071111598,2.003111369773417
baseline,validation_r05_c04,0.98181778775298,2.0168249294525067
baseline,validation_r06_c03,0.9917842325516186,2.0118417070531875
baseline,validation_r07_c02,1.032126684734318,1.991670480961838
baseline,validation_r08_c02,1.005558386477357,2.0049546300903183
baseline,validation_r09_c02,0.9876031546803461,2.013932245988824
baseline,validation_r10_c01,1.011887617236002,2.0017900147109957
baseline,validation_r10_c02,1.0227985777131667,1.9963345344724137
baseline,validation_r11_c02,1.0155235880422482,1.999972029307873
baseline,validation_r12_c02,1.0292588357070824,1.9931044054754556
baseline,validation_r13_c02,0.986065545892915,2.01470105038254
baseline,validation_r14_c02,0.9869767156735108,2.0142454654922415
baseline,validation_r14_c03,0.9703105305625767,2.0225785580477087
baseline,validation_r15_c03,1.00131718716575,2.007075229746122
baseline,validation_r16_c04,0.9748156534011944,2.0203259966283995
baseline,validation_r17_c05,0.9794037753668872,2.018031935645553
baseline,validation_r17_c06,1.0334402518530117,1.9910136974024908
baseline,validation_r18_c06,1.0034832372681004,2.0059922046949463
baseline,validation_r18_c07,1.020948657789406,1.9972594944342938
baseline,validation_r18_c08,1.007818519801638,2.0038245634281773
baseline,validation_r19_c08,1.0126600823432625,2.0014037821573654
selected,validation_r02_c07,1.008468203531459,2.003362272336261
selected,validation_r02_c08,0.9848833305886543,2.0151547088076627
selected,validation_r03_c05,0.9876438991163209,2.01377442454383
selected,validation_r03_c06,0.9625695053660855,2.0263116214189476
selected,validation_r04_c04,0.9837126644734924,2.0157400418652442
selected,validation_r04_c05,1.00061340809336,2.007289670055311
selected,validation_r05_c03,1.008926101443036,2.0031333233804727
selected,validation_r05_c04,0.9815284973535731,2.016832125425204
selected,validation_r06_c03,0.9913474226823319,2.0119226627608247
selected,validation_r07_c02,1.0317003331340093,1.991746207534986
selected,validation_r08_c02,1.0052329486163083,2.004979899793836
selected,validation_r09_c02,0.987340305576495,2.0139262213137434
selected,validation_r10_c01,1.0116405924038363,2.0017760779000726
selected,validation_r10_c02,1.022546967847175,1.9963228901784031
selected,validation_r11_c02,1.0150899633492323,2.0000513924273746
selected,validation_r12_c02,1.0290632738001237,1.9930647372019288
selected,validation_r13_c02,0.9858083851065114,2.0146921815487353
selected,validation_r14_c02,0.9867917298930727,2.0142005091554545
selected,validation_r14_c03,0.9698767996689509,2.0226579742675153
selected,validation_r15_c03,1.0010631088456463,2.0070648196791674
selected,validation_r16_c04,0.974178965839871,2.020506891182055
selected,validation_r17_c05,0.9791360302671376,2.018028358968422
selected,validation_r17_c06,1.0331577742665663,1.9910174869687072
selected,validation_r18_c06,1.0029773858629378,2.0061076811705214
selected,validation_r18_c07,1.020460659758464,1.9973660442227585
selected,validation_r18_c08,1.0075316868869313,2.0038305306585245
selected,validation_r19_c08,1.0123385933116253,2.001427077446178
