mode_a,mode_b,normalized_product
0,24,-0.0065909447740842885
0,1,0.021776700745484885
1,25,0.031572876453573914
1,2,-0.007780333585986936
2,26,-0.03533942316854788
2,3,0.03020998256704294
3,27,-0.04140138933332453
3,4,0.014338351199888954
4,28,-0.005316805020210032
4,5,0.004083021432799292
5,29,0.03518177314867396
5,6,-0.015055462344317136
6,30,-0.03533290141861823
6,7,0.024694655490984495
7,31,-0.06044717758700711
7,8,0.0472303511479655
8,32,0.035239982847404955
8,9,-0.047687518357551126
9,33,0.02548653454366689
9,10,0.0025761450646558308
10,34,0.05785149679330784
10,11,-0.004424889057486902
11,35,-0.02087754366564733
11,12,-0.0028513331678327513
12,36,0.009187032796478142
12,13,-0.038961701293563834
13,37,0.06020405397139816
13,14,-0.04379401487772492
14,38,-0.008251851581647488
14,15,-0.00034022421438508973
15,39,-0.0037586179719847905
15,16,-0.05470887713338925
16,40,-0.009480222878794626
16,17,0.02588753155236941
17,41,0.0499990258929643
17,18,-0.018941222181167405
18,42,0.019557234282780885
18,19,-0.050897318507943205
19,43,0.0538810799105751
19,20,-0.04373405739613215
20,44,0.013384960025802434
20,21,-0.044718210325371655
21,45,0.05438868331395484
21,22,-0.04225730682559643
22,46,0.010568975286044606
22,23,-0.04219740734567649
23,47,0.05464960438917725
24,48,-0.023937611956151687
24,25,-0.050567101540221815
25,49,0.009916948913951779
25,26,0.028977586571535797
26,50,0.01152819767794543
26,27,-0.027236311828320335
27,51,-0.004435220521447603
27,28,0.027329776080534666
28,52,-0.009129052546859449
28,29,-0.039878331865271725
29,53,0.01908947009209868
29,30,0.00849190925465926
30,54,0.01659344669724632
30,31,-0.024652748378640368
31,55,-0.01682526504934686
31,32,0.03389769489785102
32,56,0.008294199439755944
32,33,-0.004666611094026767
33,57,0.016147274844963973
33,34,-0.020071393109491117
34,58,-0.007366230215419144
34,35,0.01775767786242878
35,59,0.011250019481845338
35,36,0.009658770392956631
36,60,0.03064034477676573
36,37,0.00584555721894321
37,61,-0.012520649187452505
37,38,0.008797949853037397
38,62,0.034413880916972416
38,39,0.019760878805697876
39,63,0.0006988450479439267
39,40,0.006741940421119068
40,64,0.05422444261771458
40,41,0.01926612721413453
41,65,0.0407950503808571
41,42,0.024570861244021042
42,66,-0.011504765879443754
42,43,0.015680910109273284
43,67,0.03399832624788314
43,44,0.023991391473526514
44,68,-0.008138047985982878
44,45,0.020114824223610474
45,69,0.03400278823121052
45,46,0.02189013786966959
46,70,-0.006282968466562528
46,47,0.020562944321925323
47,71,0.0342511901207575
48,72,0.015978104618870614
48,49,0.016472833231740303
49,73,-0.005104139282248235
49,50,-0.027759133501081744
50,74,0.00922955506039685
50,51,0.04134939937884411
51,75,-0.014652405974603277
51,52,-0.0019711723321577355
52,76,-0.0642978516331869
52,53,0.03234051091657259
53,77,-0.022322559844131222
53,54,-0.0645706318932988
54,78,-0.01360086056796139
54,55,-0.020303802507588536
55,79,-0.011525187278259129
55,56,-0.011554101264929197
56,80,0.022053364561389927
56,57,-0.0173598809567804
57,81,0.05588891456541845
57,58,0.009811613026650562
58,82,0.004510103125214794
58,59,-0.02850622614092805
59,83,0.03086983616872827
59,60,0.04232096414741727
60,84,0.0050029436870150075
60,61,0.017216078824924236
61,85,-0.047744729525468516
61,62,-0.030307600123255313
62,86,0.04093307910359853
62,63,-0.02179582756283102
63,87,-0.005075446681351521
63,64,0.04112595271056132
64,88,0.014832433287813258
64,65,0.028878330943065113
65,89,0.03042181084612668
65,66,-0.014295073462032931
66,90,-0.06416094129902339
66,67,-0.03249551894623704
67,91,0.022110934992726945
67,68,-0.021043126830087987
68,92,-0.06022793251573495
68,69,-0.02594805890275797
69,93,0.021649248360572484
69,70,-0.021515220809989525
70,94,-0.05664506092502038
70,71,-0.02314432158479565
71,95,0.021649727449705086
72,96,-0.02191383096477272
72,73,-0.001950089838875979
73,97,0.030894395033074815
73,74,-0.01062268146648657
74,98,-0.011534443376847243
74,75,0.031152416294733917
75,99,-0.006421315925468157
75,76,-0.054039122985900065
76,100,2.9328247144126146e-05
76,77,0.0009974465347509865
77,101,-0.042164846442928866
77,78,-0.018921458975963912
78,102,0.03616326625916934
78,79,-0.010948648598485477
79,103,0.03934875751003182
79,80,-0.010762863135830683
80,104,0.012153151660724242
80,81,-0.0355776896180112
81,105,0.03600086428815596
81,82,-0.0031433286988143253
82,106,0.04462264753732479
82,83,0.00605996890191943
83,107,0.02785966976145582
83,84,0.0009907244852137163
84,108,0.020781664315327863
84,85,0.0008953119569332801
85,109,0.0042771513473422495
85,86,0.03162649933177764
86,110,-0.03257647331125765
86,87,0.0392229024213633
87,111,-0.004660660749972025
87,88,0.015905009422946374
88,112,-0.001036000788062241
88,89,-0.016899460306544448
89,113,0.0392382194209223
89,90,0.011972363779087778
90,114,0.010871457377276947
90,91,0.02719324052426139
91,115,0.017369277606901115
91,92,0.02517985848178789
92,116,-0.00024167043892855435
92,93,0.02878037385428746
93,117,0.012262331270529808
93,94,0.028491661412819516
94,118,-0.004074062095606019
94,95,0.029509783089496207
95,119,0.010641972580161807
96,120,-0.009658486536095785
96,97,-0.012966692157604704
97,121,-0.011858520918146239
97,98,-0.012070583588004481
98,122,0.01785640401497225
98,99,0.05074979041917953
99,123,0.02223176164222866
99,100,0.008117323044070847
100,124,0.01463505743921916
100,101,-0.024885758616381242
101,125,0.06163259952219895
101,102,0.055893918000479784
102,126,0.009163354067836556
102,103,-0.045918889831397705
103,127,0.023414802700209673
103,104,0.002286061097270521
104,128,0.02671152157470335
104,105,0.043306004612748694
105,129,-0.017799053753090575
105,106,-0.0041457033594059335
106,130,0.023302304956141707
106,107,-0.022766191964088543
107,131,-0.023570013526718434
107,108,-0.017867033661989894
108,132,0.0032859736017132007
108,109,-0.02487445995638021
109,133,0.01595371317991306
109,110,-0.045936165476014104
110,134,0.04367587187100389
110,111,0.05659687364269185
111,135,-0.0104494210469596
111,112,-0.012934570542645069
112,136,0.006860286189963254
112,113,0.00020181485757649008
113,137,-0.030452622536748013
113,114,-0.025771610098390244
114,138,-0.009980237604831734
114,115,-0.026998551532909223
115,139,-0.006462079412167226
115,116,-0.032911264849038446
116,140,-0.0145331598636922
116,117,-0.03244524456363584
117,141,-0.001137376879367248
117,118,-0.03409388850059482
118,142,-0.015782867555674134
118,119,-0.03379581113717297
119,143,0.00030374663456010273
120,144,-0.024616957335795636
120,121,-0.002832304162215739
121,145,0.026444605731857126
121,122,-0.05684360619097603
122,146,-0.01995561821437128
122,123,0.00428097750488376
123,147,-0.013863986169306577
123,124,-0.019006355863649387
124,148,-0.03733976666118242
124,125,0.03887973986018411
125,149,-0.024494903110842077
125,126,0.017540050874934526
126,150,-0.032126267371702
126,127,-0.026532864218039083
127,151,-0.016318041529154094
127,128,0.006721301424308524
128,152,-0.03556390945821932
