fold,candidate,core,q,logpdf
0,baseline,training_r02_c14,1.0056756796900816,-1.8982325179627557
0,baseline,training_r03_c15,1.3146135897614049,-2.052701472998417
0,baseline,training_r04_c16,1.8456280767092368,-2.3182087164723333
0,baseline,training_r05_c17,2.3179104959666756,-2.554349926101053
0,baseline,training_r06_c18,1.1458639528056727,-1.9683266545205513
0,baseline,training_r09_c18,2.3485470976422698,-2.5696682269388496
0,baseline,training_r10_c19,1.0005485323174395,-1.8956689442764345
0,baseline,training_r12_c18,0.8915126710204169,-1.8411510136279232
0,baseline,training_r16_c16,1.3156680612561846,-2.053228708745807
0,baseline,training_r18_c12,1.2360522301505719,-2.0134207931930006
0,constant_w0.0,training_r02_c14,0.9051081117210733,-1.9006289918071646
0,constant_w0.0,training_r03_c15,1.1831522307852647,-2.0396510513392605
0,constant_w0.0,training_r04_c16,1.6610652690383132,-2.2786075704657844
0,constant_w0.0,training_r05_c17,2.086119446370008,-2.491134659131632
0,constant_w0.0,training_r06_c18,1.0312775575251052,-1.9637137147091805
0,constant_w0.0,training_r09_c18,2.113692387878042,-2.5049211298856493
0,constant_w0.0,training_r10_c19,0.9004936790856956,-1.8983217754894757
0,constant_w0.0,training_r12_c18,0.8023614039183752,-1.8492556379058156
0,constant_w0.0,training_r16_c16,1.1841012551305659,-2.040125563511911
0,constant_w0.0,training_r18_c12,1.1124470071355146,-2.0042984395143852
0,constant_w0.25,training_r02_c14,0.8832134940702884,-1.9267545546954186
0,constant_w0.25,training_r03_c15,1.072298878252572,-2.0212972467865606
0,constant_w0.25,training_r04_c16,1.3923364632521544,-2.1813160392863518
0,constant_w0.25,training_r05_c17,1.8792812172664715,-2.4247884162935103
0,constant_w0.25,training_r06_c18,0.9014275285856163,-1.9358615719530825
0,constant_w0.25,training_r09_c18,1.8837494551702159,-2.4270225352453823
0,constant_w0.25,training_r10_c19,0.7518897134388131,-1.861092664379681
0,constant_w0.25,training_r12_c18,0.736747751292298,-1.8535216833064234
0,constant_w0.25,training_r16_c16,1.0474864958665195,-2.0088910555935344
0,constant_w0.25,training_r18_c12,1.029496599880206,-1.9998961076003774
0,constant_w0.5,training_r02_c14,0.9045716372180097,-1.9650820769316886
0,constant_w0.5,training_r03_c15,1.0084955883494922,-2.01704405249743
0,constant_w0.5,training_r04_c16,1.2593897783340342,-2.142491147489701
0,constant_w0.5,training_r05_c17,1.7254821692721252,-2.3755373429587463
0,constant_w0.5,training_r06_c18,0.8149687609140847,-1.9202806387797262
0,constant_w0.5,training_r09_c18,1.7248755992121738,-2.3752340579287705
0,constant_w0.5,training_r10_c19,0.6644998791088051,-1.8450461978770862
0,constant_w0.5,training_r12_c18,0.7017990378760837,-1.8636957772607257
0,constant_w0.5,training_r16_c16,0.9623135468924537,-1.9939530317689105
0,constant_w0.5,training_r18_c12,0.9878630807697816,-2.0067277987075745
0,constant_w0.75,training_r02_c14,0.9997443775315128,-2.032220489006888
0,constant_w0.75,training_r03_c15,0.9858364520853109,-2.025266526283787
0,constant_w0.75,training_r04_c16,1.1966097390581472,-2.130653169770205
0,constant_w0.75,training_r05_c17,1.6073165816765833,-2.3360065910794234
0,constant_w0.75,training_r06_c18,0.7535986314675538,-1.9091476159749086
0,constant_w0.75,training_r09_c18,1.6104836650517338,-2.3375901327669983
0,constant_w0.75,training_r10_c19,0.6069816246024414,-1.8358391125423523
0,constant_w0.75,training_r12_c18,0.6944111843578747,-1.8795538924200688
0,constant_w0.75,training_r16_c16,0.9057830033290863,-1.9852398019056747
0,constant_w0.75,training_r18_c12,0.9852484160259762,-2.0249725082541197
0,constant_w1.0,training_r02_c14,1.402451755430954,-2.242516292032748
0,constant_w1.0,training_r03_c15,1.049844926065607,-2.0662128773500745
0,constant_w1.0,training_r04_c16,1.2259782626125184,-2.15427954562353
0,constant_w1.0,training_r05_c17,1.5216689457698616,-2.302124887202202
0,constant_w1.0,training_r06_c18,0.714174097679013,-1.8983774631567776
0,constant_w1.0,training_r09_c18,1.5317688998125445,-2.3071748642235432
0,constant_w1.0,training_r10_c19,0.5716899105621943,-1.8271353695983683
0,constant_w1.0,training_r12_c18,0.7368301777109695,-1.909705503172756
0,constant_w1.0,training_r16_c16,0.8723174055914963,-1.9774491171130193
0,constant_w1.0,training_r18_c12,1.0640100129169174,-2.0732954207757297
0,low_band_w0.0,training_r02_c14,0.9051081117210733,-1.9006289918071646
0,low_band_w0.0,training_r03_c15,1.1831522307852647,-2.0396510513392605
0,low_band_w0.0,training_r04_c16,1.6610652690383132,-2.2786075704657844
0,low_band_w0.0,training_r05_c17,2.086119446370008,-2.491134659131632
0,low_band_w0.0,training_r06_c18,1.0312775575251052,-1.9637137147091805
0,low_band_w0.0,training_r09_c18,2.113692387878042,-2.5049211298856493
0,low_band_w0.0,training_r10_c19,0.9004936790856956,-1.8983217754894757
0,low_band_w0.0,training_r12_c18,0.8023614039183752,-1.8492556379058156
0,low_band_w0.0,training_r16_c16,1.1841012551305659,-2.040125563511911
0,low_band_w0.0,training_r18_c12,1.1124470071355146,-2.0042984395143852
0,low_band_w0.25,training_r02_c14,0.8974063732653574,-1.9309249690424468
0,low_band_w0.25,training_r03_c15,1.0776965503014657,-2.0210700575605007
0,low_band_w0.25,training_r04_c16,1.4140558096668254,-2.189249687243181
0,low_band_w0.25,training_r05_c17,1.8927926908551946,-2.4286181278373653
0,low_band_w0.25,training_r06_c18,0.9144226088566585,-1.9394330868380971
0,low_band_w0.25,training_r09_c18,1.8955643329422405,-2.430003948880888
0,low_band_w0.25,training_r10_c19,0.778348495715102,-1.871396030267319
0,low_band_w0.25,training_r12_c18,0.7445907407018294,-1.8545171527606827
0,low_band_w0.25,training_r16_c16,1.0657587336981045,-2.0151011492588204
0,low_band_w0.25,training_r18_c12,1.039669132209852,-2.002056348514694
0,low_band_w0.5,training_r02_c14,0.9219175022042996,-1.9689409106977198
0,low_band_w0.5,training_r03_c15,1.0132732812745462,-2.014618800232843
0,low_band_w0.5,training_r04_c16,1.289144783996387,-2.1525545515937634
0,low_band_w0.5,training_r05_c17,1.7464647350578992,-2.3812145271245195
0,low_band_w0.5,training_r06_c18,0.8330303088843559,-1.9244973140377477
0,low_band_w0.5,training_r09_c18,1.7440621287980382,-2.380013223994589
0,low_band_w0.5,training_r10_c19,0.7051462520860461,-1.860555285638593
0,low_band_w0.5,training_r12_c18,0.7123868808251634,-1.8641756000081515
0,low_band_w0.5,training_r16_c16,0.988855754115197,-2.0024100366531683
0,low_band_w0.5,training_r18_c12,0.9998110102207323,-2.007887664705936
0,low_band_w0.75,training_r02_c14,1.0029536261236986,-2.0280137260960025
0,low_band_w0.75,training_r03_c15,0.9826046673885487,-2.0178392467284274
0,low_band_w0.75,training_r04_c16,1.2283677591485085,-2.1407207926084073
0,low_band_w0.75,training_r05_c17,1.6330572626149462,-2.343065544341626
0,low_band_w0.75,training_r06_c18,0.7734164732002624,-1.9132451496342842
0,low_band_w0.75,training_r09_c18,1.6343367411849474,-2.3437052836266266
0,low_band_w0.75,training_r10_c19,0.6571705187029793,-1.8551221723856426
0,low_band_w0.75,training_r12_c18,0.7021683084769771,-1.8776210672726414
0,low_band_w0.75,training_r16_c16,0.937521157967341,-1.9952974920178237
0,low_band_w0.75,training_r18_c12,0.9905892254289929,-2.021831525748649
0,low_band_w1.0,training_r02_c14,1.2673134717120804,-2.1702738931998473
0,low_band_w1.0,training_r03_c15,1.0061297674877818,-2.039682041087698
0,low_band_w1.0,training_r04_c16,1.236006316934592,-2.1546203158111035
0,low_band_w1.0,training_r05_c17,1.5481553975977567,-2.3106948561426854
0,low_band_w1.0,training_r06_c18,0.7317199998627288,-1.9024771572751717
0,low_band_w1.0,training_r09_c18,1.556368464858276,-2.314801389772945
0,low_band_w1.0,training_r10_c19,0.6274315344009447,-1.8503329245442797
0,low_band_w1.0,training_r12_c18,0.7234796277455221,-1.8983569712165684
0,low_band_w1.0,training_r16_c16,0.9078662134492593,-1.990550264068437
0,low_band_w1.0,training_r18_c12,1.0317314952540992,-2.052482904970857
1,baseline,training_r02_c13,1.3348055793927085,-2.1001902676537587
1,baseline,training_r03_c14,0.9630425794371132,-1.914308767675961
1,baseline,training_r06_c17,1.3666174069525456,-2.116096181433677
1,baseline,training_r07_c18,1.1507429076514402,-2.0081589317831243
1,baseline,training_r08_c19,1.3119507241243686,-2.0887628400195886
1,baseline,training_r11_c19,1.1116731285684758,-1.9886240422416424
1,baseline,training_r13_c18,0.9790035488740658,-1.9222892523944373
1,baseline,training_r15_c17,1.2101191956850248,-2.0378470757999168
1,baseline,training_r17_c16,1.3514727883340165,-2.1085238721244126
1,baseline,training_r18_c14,1.2879780112166657,-2.076776483565737
1,baseline,training_r19_c12,1.1689655214875225,-2.017270238701166
1,constant_w0.0,training_r02_c13,1.194299728930318,-2.0855501599776756
1,constant_w0.0,training_r03_c14,0.8616696763384697,-1.9192351336817512
1,constant_w0.0,training_r06_c17,1.222762943062804,-2.0997817670439183
1,constant_w0.0,training_r07_c18,1.0296120752670783,-2.0032063331460557
1,constant_w0.0,training_r08_c19,1.1738506479007509,-2.0753256194628924
1,constant_w0.0,training_r11_c19,0.994654904508636,-1.9857277477668345
1,constant_w0.0,training_r13_c18,0.8759505437294275,-1.9263755673772305
1,constant_w0.0,training_r15_c17,1.08273822771818,-2.0297694093716068
1,constant_w0.0,training_r17_c16,1.2092124948251726,-2.093006542925103
1,constant_w0.0,training_r18_c14,1.1524013784570164,-2.0646009847410247
1,constant_w0.0,training_r19_c12,1.045916519225678,-2.011358555125356
1,constant_w0.25,training_r02_c13,1.093552345514134,-2.0647606376756835
1,constant_w0.25,training_r03_c14,0.7925199070894324,-1.914244418463333
1,constant_w0.25,training_r06_c17,1.1005538550397542,-2.068261392438494
