case,component,radius_kpc,coverage,signed_mean,accepted,conditional_fill
nominal,stellar_luminosity,0.125,0.03334311540719633,636.1071877337081,False,0.0
nominal,stellar_luminosity,0.375,0.6529693433628762,498.33598023558835,True,498.33598023558835
nominal,stellar_luminosity,0.625,0.902869046842471,386.19531645694553,True,386.19531645694553
nominal,stellar_luminosity,0.875,0.9840188463130436,323.58000544167726,True,323.58000544167726
nominal,stellar_luminosity,1.125,1.0017819941059014,264.57230574349705,True,264.57230574349705
nominal,stellar_luminosity,1.375,0.9970096704991036,223.8300807458185,True,223.8300807458185
nominal,stellar_luminosity,1.625,1.000293462167837,196.07412515848168,True,196.07412515848168
nominal,stellar_luminosity,1.875,1.0010183125032122,175.65444324137098,True,175.65444324137098
nominal,stellar_luminosity,2.125,0.9998216256289943,161.22949039018584,True,161.22949039018584
nominal,stellar_luminosity,2.375,0.9984873767505114,148.6329529351059,True,148.6329529351059
nominal,stellar_luminosity,2.625,1.0009155352169903,141.53268611798228,True,141.53268611798228
nominal,stellar_luminosity,2.875,1.0000518453897347,136.37927977857822,True,136.37927977857822
nominal,stellar_luminosity,3.125,0.9999808704612695,132.3474195242845,True,132.3474195242845
nominal,stellar_luminosity,3.375,1.0005876661273891,127.58765543003506,True,127.58765543003506
nominal,stellar_luminosity,3.625,1.0002934621675588,124.82067151901619,True,124.82067151901619
nominal,stellar_luminosity,3.875,0.998946265585887,118.4500370353095,True,118.4500370353095
nominal,stellar_luminosity,4.125,1.000702078778389,110.85883159159475,True,110.85883159159475
nominal,stellar_luminosity,4.375,0.9996051868503701,106.1995629309949,True,106.1995629309949
nominal,stellar_luminosity,4.625,0.9997135818997022,99.02789568005933,True,99.02789568005933
nominal,stellar_luminosity,4.875,0.9999626772937273,96.79218911681636,True,96.79218911681636
nominal,stellar_luminosity,5.125,1.0001621900601836,89.40755387907217,True,89.40755387907217
nominal,stellar_luminosity,5.375,1.0000518453899268,85.01942589946333,True,85.01942589946333
nominal,stellar_luminosity,5.625,1.0007802229766238,80.90066969454266,True,80.90066969454266
nominal,stellar_luminosity,5.875,0.999556284445819,75.25649227751043,True,75.25649227751043
nominal,stellar_luminosity,6.125,0.999968691563242,68.86597762363378,True,68.86597762363378
nominal,stellar_luminosity,6.375,1.000141902553346,64.70900291080842,True,64.70900291080842
nominal,stellar_luminosity,6.625,0.9996835271292487,60.53760903857683,True,60.53760903857683
nominal,stellar_luminosity,6.875,0.9997218659048903,55.482332330720226,True,55.482332330720226
nominal,stellar_luminosity,7.125,1.0001987374081682,49.406915363491606,True,49.406915363491606
nominal,stellar_luminosity,7.375,1.0005212156886327,46.323883422287395,True,46.323883422287395
nominal,stellar_luminosity,7.625,0.9996095008268168,41.68031758095369,True,41.68031758095369
nominal,stellar_luminosity,7.875,0.9999145631295315,38.97880925684994,True,38.97880925684994
nominal,stellar_luminosity,8.125,1.0002527998320052,36.32994800865294,True,36.32994800865294
nominal,stellar_luminosity,8.375,0.9998483477620876,33.98343209923053,True,33.98343209923053
nominal,stellar_luminosity,8.625,1.000062979803886,32.024250341905315,True,32.024250341905315
nominal,stellar_luminosity,8.875,0.9999508959144782,30.800438598433644,True,30.800438598433644
nominal,stellar_luminosity,9.125,0.999940251198882,30.544077511018575,True,30.544077511018575
nominal,stellar_luminosity,9.375,0.9975621644118607,28.360651431032725,True,28.360651431032725
nominal,stellar_luminosity,9.625,0.9934608565350924,26.649803637373818,True,26.649803637373818
nominal,stellar_luminosity,9.875,0.9954909558218461,25.26188290140908,True,25.26188290140908
nominal,stellar_luminosity,10.125,0.9882310998011509,24.23156687655709,True,24.23156687655709
nominal,stellar_luminosity,10.375,0.9890401606913464,22.953335543917888,True,22.953335543917888
nominal,stellar_luminosity,10.625,0.9963562677180012,21.85484208850662,True,21.85484208850662
nominal,stellar_luminosity,10.875,1.0003543072693435,20.556738890214778,True,20.556738890214778
nominal,stellar_luminosity,11.125,0.9996408389118631,19.76457315460177,True,19.76457315460177
nominal,stellar_luminosity,11.375,0.999584034181887,18.682454744802524,True,18.682454744802524
nominal,stellar_luminosity,11.625,0.9978299673851763,17.994020726841065,True,17.994020726841065
nominal,stellar_luminosity,11.875,0.9953256747740172,17.37157049461089,True,17.37157049461089
nominal,stellar_luminosity,12.125,0.9706040161270799,16.618001872697636,True,16.618001872697636
nominal,stellar_luminosity,12.375,0.9491336182470178,15.506046907651072,True,15.506046907651072
nominal,stellar_luminosity,12.625,0.9612620952146789,14.116091696891262,True,14.116091696891262
nominal,stellar_luminosity,12.875,0.9528557806719143,13.073719874976518,True,13.073719874976518
