# DECADE (DELVE DR3) tangential shear profiles around eFEDS X-ray systems.
# See acquire_decade.py for every cut and convention.  g_t and g_x are
# metacalibration-response-corrected reduced shear; err is shape noise.
id	z	bin	R_Mpc	theta_arcmin	n	gt	gx	err	R11	R22	beta	beta2
090146.2-013756	0.2950	0	0.32967	nan	6	nan	nan	nan	nan	nan	nan	nan
090146.2-013756	0.2950	1	0.43892	nan	19	nan	nan	nan	nan	nan	nan	nan
090146.2-013756	0.2950	2	0.59822	2.2646	34	-0.0326946	-0.0543891	0.0427560	0.76983	0.79277	0.53195	0.29411
090146.2-013756	0.2950	3	0.79278	3.0012	72	0.0216277	-0.0341465	0.0416013	0.70706	0.71805	0.57303	0.33854
090146.2-013756	0.2950	4	1.04190	3.9442	107	0.0166527	0.0188439	0.0376784	0.65935	0.63741	0.59859	0.36704
090146.2-013756	0.2950	5	1.40942	5.3355	223	-0.0109395	0.0165372	0.0213473	0.69512	0.72551	0.57476	0.33928
090146.2-013756	0.2950	6	1.88138	7.1221	370	0.0388945	-0.0156499	0.0169143	0.75871	0.68970	0.57587	0.34137
090146.2-013756	0.2950	7	2.47637	9.3746	525	0.0039152	0.0147120	0.0129508	0.74745	0.71069	0.58086	0.34642
090146.2-013756	0.2950	8	3.31138	12.5356	1112	-0.0013027	-0.0180197	0.0092069	0.71421	0.69852	0.58313	0.34890
090146.2-013756	0.2950	9	4.42696	16.7587	2032	0.0047479	0.0009448	0.0067385	0.70423	0.71756	0.57697	0.34219
090153.9-012209	0.2950	0	0.32715	1.2385	21	-0.0033832	0.0010456	0.0515921	0.87795	0.59593	0.55946	0.32568
090153.9-012209	0.2950	1	0.45570	1.7251	28	0.0281916	0.1067812	0.0515216	0.71685	0.69870	0.56379	0.33044
090153.9-012209	0.2950	2	0.60357	2.2849	43	-0.0078396	0.0562092	0.0479980	0.68646	0.78385	0.56828	0.33154
090153.9-012209	0.2950	3	0.79189	2.9978	93	0.0433626	-0.0361188	0.0328635	0.69790	0.75271	0.57269	0.33714
090153.9-012209	0.2950	4	1.04814	3.9678	149	-0.0029136	-0.0674833	0.0240926	0.69097	0.66302	0.59390	0.36167
090153.9-012209	0.2950	5	1.40089	5.3032	213	0.0355902	-0.0003117	0.0204710	0.72534	0.75864	0.56742	0.33096
090153.9-012209	0.2950	6	1.86697	7.0676	375	0.0049190	0.0012604	0.0152484	0.71291	0.72682	0.57121	0.33603
090153.9-012209	0.2950	7	2.48521	9.4080	707	-0.0147036	0.0243795	0.0119407	0.72048	0.75435	0.56965	0.33424
090153.9-012209	0.2950	8	3.30971	12.5293	1249	-0.0050335	0.0225840	0.0088927	0.68831	0.69068	0.58176	0.34717
090153.9-012209	0.2950	9	4.42589	16.7547	1741	0.0070714	0.0070352	0.0070713	0.73528	0.71456	0.57889	0.34456
090200.5+022339	0.2020	0	0.33859	1.6970	49	-0.0411769	-0.0416620	0.0490961	0.63944	0.64436	0.66073	0.44715
090200.5+022339	0.2020	1	0.44732	2.2419	80	-0.0101712	-0.0210142	0.0284077	0.83422	0.75263	0.66768	0.45541
090200.5+022339	0.2020	2	0.59785	2.9963	115	-0.0220094	-0.0134699	0.0229149	0.77100	0.74004	0.68329	0.47602
090200.5+022339	0.2020	3	0.78386	3.9286	212	0.0488006	0.0024568	0.0192949	0.74503	0.77290	0.68954	0.48402
090200.5+022339	0.2020	4	1.04485	5.2366	344	0.0177769	0.0155127	0.0146825	0.77290	0.79655	0.67962	0.47016
090200.5+022339	0.2020	5	1.40779	7.0556	568	0.0048783	-0.0132457	0.0122256	0.72761	0.78915	0.68595	0.47873
090200.5+022339	0.2020	6	1.85751	9.3096	934	0.0014536	-0.0000499	0.0098563	0.75345	0.74665	0.68377	0.47558
090200.5+022339	0.2020	7	2.48107	12.4348	1597	0.0057024	-0.0030555	0.0073114	0.74069	0.75171	0.68677	0.47955
090200.5+022339	0.2020	8	3.31927	16.6357	2650	0.0060755	-0.0024581	0.0055697	0.74807	0.76101	0.68500	0.47673
090200.5+022339	0.2020	9	4.38557	21.9798	5422	0.0007637	0.0050048	0.0037926	0.74848	0.75575	0.68488	0.47661
090210.6+032513	0.5350	0	0.32967	nan	2	nan	nan	nan	nan	nan	nan	nan
090210.6+032513	0.5350	1	0.43892	nan	5	nan	nan	nan	nan	nan	nan	nan
090210.6+032513	0.5350	2	0.58437	nan	4	nan	nan	nan	nan	nan	nan	nan
090210.6+032513	0.5350	3	0.81140	2.1387	20	0.0042213	-0.0220971	0.0542641	0.55391	0.66688	0.36091	0.13867
090210.6+032513	0.5350	4	1.06004	2.7941	27	0.0538508	0.1201522	0.0614176	0.67026	0.56775	0.38685	0.15525
090210.6+032513	0.5350	5	1.39696	3.6822	32	-0.0198484	0.0290072	0.0537627	0.79042	0.55105	0.36099	0.13788
090210.6+032513	0.5350	6	1.86262	4.9096	43	0.0291274	-0.0455561	0.0369435	0.63385	0.68100	0.37594	0.14917
090210.6+032513	0.5350	7	2.49081	6.5654	113	0.0336290	-0.0353445	0.0314445	0.56065	0.59471	0.37068	0.14474
090210.6+032513	0.5350	8	3.27123	8.6225	214	-0.0128350	-0.0209456	0.0214299	0.68118	0.55185	0.38220	0.15276
090210.6+032513	0.5350	9	4.47857	11.8048	548	0.0259626	-0.0098038	0.0136475	0.59095	0.64315	0.37556	0.14689
090223.3+015205	0.5610	0	0.32967	nan	5	nan	nan	nan	nan	nan	nan	nan
090223.3+015205	0.5610	1	0.43892	nan	11	nan	nan	nan	nan	nan	nan	nan
090223.3+015205	0.5610	2	0.59148	1.5226	23	-0.0194378	0.1080386	0.0497938	0.67545	0.75208	0.33797	0.12025
090223.3+015205	0.5610	3	0.77507	1.9952	40	0.0494328	-0.0429859	0.0418675	0.63775	0.78267	0.36311	0.13729
090223.3+015205	0.5610	4	1.04513	2.6903	71	0.0284100	-0.0022335	0.0310865	0.75080	0.69373	0.35589	0.13257
090223.3+015205	0.5610	5	1.40378	3.6135	124	-0.0207200	0.0385907	0.0287270	0.62574	0.66744	0.36492	0.13780
090223.3+015205	0.5610	6	1.84458	4.7482	174	0.0310395	-0.0181873	0.0255694	0.60964	0.62541	0.37217	0.14312
090223.3+015205	0.5610	7	2.49843	6.4313	287	-0.0055550	0.0095696	0.0171184	0.64398	0.66311	0.35772	0.13283
090223.3+015205	0.5610	8	3.30387	8.5047	543	0.0116672	-0.0373479	0.0128622	0.68497	0.66502	0.36793	0.14051
090223.3+015205	0.5610	9	4.40296	11.3339	910	-0.0023759	-0.0048296	0.0098771	0.65520	0.66165	0.36985	0.14199
090224.4-005150	0.4090	0	0.32967	nan	9	nan	nan	nan	nan	nan	nan	nan
090224.4-005150	0.4090	1	0.43892	nan	11	nan	nan	nan	nan	nan	nan	nan
090224.4-005150	0.4090	2	0.58437	nan	12	nan	nan	nan	nan	nan	nan	nan
090224.4-005150	0.4090	3	0.80050	2.4499	33	0.0403059	-0.0093831	0.0518292	0.57801	0.66004	0.48714	0.24419
090224.4-005150	0.4090	4	1.05283	3.2221	60	0.0397663	-0.0585075	0.0345118	0.68075	0.71853	0.48268	0.23937
090224.4-005150	0.4090	5	1.42179	4.3513	129	0.0578850	-0.0166440	0.0329675	0.76447	0.68900	0.49244	0.24991
090224.4-005150	0.4090	6	1.86135	5.6966	221	0.0273413	-0.0543464	0.0208898	0.66334	0.70601	0.49501	0.25168
090224.4-005150	0.4090	7	2.49082	7.6231	318	-0.0027439	-0.0155453	0.0151850	0.72409	0.71472	0.47862	0.23663
090224.4-005150	0.4090	8	3.29779	10.0928	611	0.0180310	0.0021641	0.0114390	0.69961	0.67399	0.48015	0.23741
090224.4-005150	0.4090	9	4.40408	13.4785	1082	-0.0018996	0.0042477	0.0083807	0.65611	0.66320	0.48316	0.24049
090248.5+044005	0.2260	0	0.33455	1.5378	22	0.0014251	-0.0342261	0.0571712	0.83627	0.74337	0.60681	0.37602
090248.5+044005	0.2260	1	0.44739	2.0565	27	0.0530600	0.0407110	0.0522816	0.80006	0.76334	0.58135	0.34960
090248.5+044005	0.2260	2	0.60264	2.7701	55	-0.0018016	-0.0035216	0.0344055	0.72436	0.72717	0.58857	0.35720
090248.5+044005	0.2260	3	0.79518	3.6552	109	0.0108018	-0.0315889	0.0284397	0.73155	0.67299	0.62282	0.39636
090248.5+044005	0.2260	4	1.05237	4.8374	217	0.0181096	0.0299502	0.0182360	0.78456	0.73581	0.60411	0.37454
090248.5+044005	0.2260	5	1.39928	6.4320	373	0.0130576	-0.0004292	0.0144480	0.74112	0.72721	0.62307	0.39847
090248.5+044005	0.2260	6	1.87283	8.6087	520	-0.0105272	0.0195387	0.0130376	0.80442	0.75110	0.61217	0.38503
090248.5+044005	0.2260	7	2.48913	11.4416	913	-0.0043552	-0.0016176	0.0092620	0.73049	0.71613	0.63066	0.40691
090248.5+044005	0.2260	8	3.32347	15.2768	1482	0.0102336	-0.0021122	0.0077935	0.71167	0.72497	0.63455	0.41214
090248.5+044005	0.2260	9	4.39430	20.1990	2659	0.0037724	0.0028281	0.0056080	0.75116	0.71885	0.63740	0.41570
090255.2+030220	0.2000	0	0.34132	1.7240	38	0.0713633	0.0483208	0.0436954	0.67560	0.81225	0.65347	0.43511
090255.2+030220	0.2000	1	0.44574	2.2514	64	-0.0005373	0.0499798	0.0295675	0.68905	0.77997	0.66995	0.45430
090255.2+030220	0.2000	2	0.58396	2.9496	91	-0.0090382	-0.0016177	0.0334534	0.72167	0.69774	0.67724	0.46727
090255.2+030220	0.2000	3	0.78929	3.9867	174	0.0421270	0.0088587	0.0191147	0.73374	0.72982	0.67244	0.46060
090255.2+030220	0.2000	4	1.05198	5.3136	267	0.0294385	-0.0213884	0.0169851	0.71272	0.73357	0.68680	0.47917
090255.2+030220	0.2000	5	1.38943	7.0181	462	0.0192486	0.0135534	0.0141738	0.71603	0.73421	0.67852	0.46829
090255.2+030220	0.2000	6	1.87046	9.4478	820	-0.0060001	-0.0039534	0.0096381	0.75062	0.72700	0.67606	0.46449
090255.2+030220	0.2000	7	2.49293	12.5919	1422	0.0075095	-0.0061640	0.0074141	0.74902	0.74986	0.68212	0.47316
090255.2+030220	0.2000	8	3.30432	16.6902	2611	-0.0028402	0.0014135	0.0055919	0.75029	0.74212	0.68244	0.47326
090255.2+030220	0.2000	9	4.40567	22.2532	4199	0.0024689	0.0019871	0.0043661	0.73669	0.74435	0.67783	0.46753
090255.5+044036	0.4840	0	0.32967	nan	4	nan	nan	nan	nan	nan	nan	nan
090255.5+044036	0.4840	1	0.43892	nan	7	nan	nan	nan	nan	nan	nan	nan
090255.5+044036	0.4840	2	0.58437	nan	11	nan	nan	nan	nan	nan	nan	nan
090255.5+044036	0.4840	3	0.77803	nan	18	nan	nan	nan	nan	nan	nan	nan
090255.5+044036	0.4840	4	1.06406	2.9566	46	0.0448161	0.0240892	0.0442475	0.70156	0.65664	0.41134	0.17444
090255.5+044036	0.4840	5	1.38926	3.8603	60	-0.0246809	0.0778564	0.0336297	0.65223	0.64610	0.41579	0.18070
090255.5+044036	0.4840	6	1.84568	5.1285	157	0.0327903	0.0082799	0.0272432	0.62229	0.57330	0.41065	0.17499
090255.5+044036	0.4840	7	2.51857	6.9982	244	-0.0318125	0.0321433	0.0193123	0.65999	0.65244	0.40242	0.16839
090255.5+044036	0.4840	8	3.29210	9.1476	408	0.0121752	-0.0303370	0.0151911	0.66501	0.63757	0.41007	0.17495
090255.5+044036	0.4840	9	4.39830	12.2213	663	0.0061454	-0.0047163	0.0115214	0.67134	0.64818	0.40817	0.17265
090256.2+014625	0.1180	0	0.34223	2.6753	110	0.0264429	-0.0239466	0.0250764	0.72576	0.76553	0.79671	0.63850
090256.2+014625	0.1180	1	0.44722	3.4960	175	-0.0311551	-0.0052252	0.0201312	0.70599	0.74891	0.80446	0.65186
090256.2+014625	0.1180	2	0.59178	4.6261	293	0.0201077	0.0105318	0.0166998	0.72792	0.75649	0.80463	0.65149
090256.2+014625	0.1180	3	0.78812	6.1610	470	-0.0128799	-0.0024413	0.0116198	0.73158	0.74750	0.79739	0.63968
090256.2+014625	0.1180	4	1.04916	8.2016	630	-0.0312875	-0.0041478	0.0109037	0.75158	0.74425	0.79954	0.64334
090256.2+014625	0.1180	5	1.40059	10.9489	1177	0.0144761	0.0017760	0.0081337	0.76047	0.74113	0.80234	0.64778
090256.2+014625	0.1180	6	1.87065	14.6235	2126	-0.0042355	-0.0073547	0.0062427	0.76160	0.73578	0.80411	0.65068
090256.2+014625	0.1180	7	2.49261	19.4855	4033	-0.0023269	-0.0004688	0.0044926	0.74772	0.74784	0.80553	0.65284
090256.2+014625	0.1180	8	3.32226	25.9712	7161	0.0018047	0.0034428	0.0032385	0.75906	0.75981	0.80459	0.65108
090256.2+014625	0.1180	9	4.40956	34.4710	13413	-0.0038893	0.0007678	0.0023804	0.75971	0.75696	0.80422	0.65073
090257.4+004819	0.5210	0	0.32967	nan	15	nan	nan	nan	nan	nan	nan	nan
090257.4+004819	0.5210	1	0.43189	1.1540	20	0.0521443	0.0991834	0.0522286	0.92977	0.62950	0.39334	0.15834
090257.4+004819	0.5210	2	0.61412	1.6409	27	-0.1077631	-0.0460791	0.0610406	0.57901	0.74809	0.41156	0.17600
090257.4+004819	0.5210	3	0.79786	2.1318	54	-0.0780139	-0.0327240	0.0419084	0.79810	0.76018	0.38309	0.15256
090257.4+004819	0.5210	4	1.03516	2.7659	87	0.0435945	-0.0076595	0.0332414	0.67566	0.73231	0.39628	0.16256
090257.4+004819	0.5210	5	1.38385	3.6976	141	0.0065631	-0.0331191	0.0201305	0.71292	0.72187	0.39366	0.16007
090257.4+004819	0.5210	6	1.90831	5.0989	221	-0.0116578	0.0007625	0.0191068	0.76635	0.70960	0.39843	0.16419
090257.4+004819	0.5210	7	2.48492	6.6396	297	-0.0292139	0.0122179	0.0148077	0.71709	0.80423	0.39239	0.16017
090257.4+004819	0.5210	8	3.33355	8.9071	638	0.0033493	0.0039611	0.0111539	0.74191	0.70229	0.40108	0.16644
090257.4+004819	0.5210	9	4.38936	11.7281	1126	0.0035275	0.0092621	0.0083219	0.72928	0.72363	0.39669	0.16290
090323.7+030738	0.4070	0	0.32967	nan	6	nan	nan	nan	nan	nan	nan	nan
090323.7+030738	0.4070	1	0.43892	nan	11	nan	nan	nan	nan	nan	nan	nan
090323.7+030738	0.4070	2	0.57593	1.7678	24	0.0030481	0.0042749	0.0646354	0.65390	0.64581	0.48147	0.23978
090323.7+030738	0.4070	3	0.80783	2.4797	38	0.0330994	0.0636607	0.0472727	0.68967	0.73270	0.45746	0.21824
090323.7+030738	0.4070	4	1.05070	3.2251	62	0.0404009	0.0114064	0.0355264	0.62991	0.70200	0.48088	0.23674
090323.7+030738	0.4070	5	1.42903	4.3864	127	0.0027036	0.0021991	0.0240981	0.63982	0.66100	0.48710	0.24269
090323.7+030738	0.4070	6	1.86931	5.7379	211	0.0085747	-0.0155343	0.0201265	0.71026	0.60515	0.47202	0.23093
090323.7+030738	0.4070	7	2.50003	7.6739	389	-0.0018958	-0.0017699	0.0149169	0.68863	0.67731	0.48713	0.24362
090323.7+030738	0.4070	8	3.33941	10.2504	682	-0.0005843	0.0230189	0.0113654	0.63903	0.68296	0.47989	0.23719
090323.7+030738	0.4070	9	4.38244	13.4520	1153	-0.0007386	0.0080191	0.0084664	0.66882	0.68266	0.48079	0.23793
090327.2+032545	0.3640	0	0.32967	nan	7	nan	nan	nan	nan	nan	nan	nan
090327.2+032545	0.3640	1	0.43892	nan	12	nan	nan	nan	nan	nan	nan	nan
090327.2+032545	0.3640	2	0.60081	1.9766	20	-0.0474856	0.0870711	0.0708700	0.61117	0.58852	0.50544	0.26060
090327.2+032545	0.3640	3	0.79158	2.6042	32	0.0544986	-0.0104421	0.0559011	0.68781	0.56774	0.51916	0.27872
090327.2+032545	0.3640	4	1.04769	3.4468	51	-0.0102133	-0.0595318	0.0323036	0.70311	0.63207	0.52061	0.27842
090327.2+032545	0.3640	5	1.37047	4.5086	57	-0.0005168	-0.0087595	0.0365347	0.70463	0.75178	0.49905	0.25783
090327.2+032545	0.3640	6	1.88546	6.2029	144	0.0271209	-0.0138702	0.0247181	0.64361	0.68400	0.48425	0.24330
090327.2+032545	0.3640	7	2.48323	8.1695	266	-0.0100922	0.0101608	0.0192659	0.65608	0.67087	0.50581	0.26476
090327.2+032545	0.3640	8	3.34055	10.9899	586	-0.0015007	-0.0115560	0.0132435	0.66181	0.63811	0.51162	0.27023
090327.2+032545	0.3640	9	4.39413	14.4561	1118	-0.0100874	0.0031267	0.0091857	0.63306	0.66228	0.51606	0.27380
090328.7-013622	0.4430	0	0.32967	nan	7	nan	nan	nan	nan	nan	nan	nan
090328.7-013622	0.4430	1	0.43892	nan	12	nan	nan	nan	nan	nan	nan	nan
090328.7-013622	0.4430	2	0.58437	nan	7	nan	nan	nan	nan	nan	nan	nan
090328.7-013622	0.4430	3	0.77803	nan	17	nan	nan	nan	nan	nan	nan	nan
090328.7-013622	0.4430	4	1.08150	3.1579	55	0.0680649	0.0011915	0.0417488	0.73768	0.68529	0.45881	0.21657
090328.7-013622	0.4430	5	1.40190	4.0934	70	0.0282083	-0.0199545	0.0360770	0.70984	0.72459	0.46177	0.21905
090328.7-013622	0.4430	6	1.84905	5.3990	224	0.0160183	0.0148004	0.0192679	0.68358	0.66152	0.45474	0.21341
090328.7-013622	0.4430	7	2.50865	7.3250	355	0.0011971	-0.0113901	0.0149989	0.64907	0.73644	0.45294	0.21270
090328.7-013622	0.4430	8	3.30726	9.6569	625	0.0007652	0.0161057	0.0129621	0.64249	0.67684	0.46231	0.22085
090328.7-013622	0.4430	9	4.43255	12.9426	1034	0.0056280	0.0005134	0.0099781	0.67380	0.67004	0.46465	0.22331
090333.8+043950	0.2220	0	0.32967	nan	11	nan	nan	nan	nan	nan	nan	nan
090333.8+043950	0.2220	1	0.43892	nan	19	nan	nan	nan	nan	nan	nan	nan
090333.8+043950	0.2220	2	0.59009	2.7495	58	0.0092515	-0.0651565	0.0335765	0.72202	0.73743	0.64472	0.42250
090333.8+043950	0.2220	3	0.78707	3.6673	101	0.0431990	-0.0309440	0.0304158	0.72666	0.72077	0.64555	0.42661
090333.8+043950	0.2220	4	1.06216	4.9491	182	0.0042034	-0.0163884	0.0209604	0.73243	0.66768	0.62573	0.40106
090333.8+043950	0.2220	5	1.41346	6.5860	371	-0.0066317	-0.0132158	0.0137117	0.84501	0.74075	0.61753	0.39101
090333.8+043950	0.2220	6	1.87374	8.7307	647	0.0038921	0.0026498	0.0112568	0.74187	0.74243	0.62622	0.40183
090333.8+043950	0.2220	7	2.46030	11.4638	862	0.0061677	0.0031422	0.0096370	0.72282	0.73891	0.64036	0.41970
090333.8+043950	0.2220	8	3.31516	15.4470	1519	0.0091127	-0.0045552	0.0077118	0.72582	0.72802	0.63638	0.41468
090333.8+043950	0.2220	9	4.39664	20.4862	2628	0.0010324	0.0027460	0.0057766	0.74113	0.72049	0.64078	0.42016
090335.0+022006	0.3450	0	0.32967	nan	17	nan	nan	nan	nan	nan	nan	nan
090335.0+022006	0.3450	1	0.45034	1.5337	29	-0.0628155	-0.0344285	0.0544848	0.61784	0.67840	0.49686	0.25728
090335.0+022006	0.3450	2	0.58820	2.0033	32	0.0143013	-0.0540977	0.0378008	0.59810	0.70271	0.55086	0.31245
090335.0+022006	0.3450	3	0.78466	2.6724	51	0.0016287	-0.0305819	0.0344682	0.70315	0.62312	0.53755	0.29534
090335.0+022006	0.3450	4	1.06724	3.6347	104	-0.0030286	0.0147736	0.0265359	0.70835	0.69940	0.54071	0.29987
090335.0+022006	0.3450	5	1.39104	4.7375	186	-0.0045384	0.0003296	0.0226315	0.69856	0.71116	0.52896	0.28905
090335.0+022006	0.3450	6	1.86499	6.3517	303	-0.0002425	0.0016131	0.0178402	0.67252	0.70207	0.53817	0.29807
090335.0+022006	0.3450	7	2.50186	8.5207	577	0.0172244	-0.0022969	0.0122160	0.71311	0.70583	0.53813	0.29767
090335.0+022006	0.3450	8	3.29503	11.2221	993	0.0053204	-0.0052161	0.0092384	0.67696	0.69538	0.53960	0.29846
090335.0+022006	0.3450	9	4.42046	15.0550	1801	0.0000837	0.0031198	0.0067106	0.70874	0.70156	0.53783	0.29782
090336.7+033124	0.6170	0	0.32967	nan	2	nan	nan	nan	nan	nan	nan	nan
090336.7+033124	0.6170	1	0.43892	nan	2	nan	nan	nan	nan	nan	nan	nan
090336.7+033124	0.6170	2	0.58437	nan	4	nan	nan	nan	nan	nan	nan	nan
090336.7+033124	0.6170	3	0.77803	nan	9	nan	nan	nan	nan	nan	nan	nan
090336.7+033124	0.6170	4	1.03586	nan	18	nan	nan	nan	nan	nan	nan	nan
090336.7+033124	0.6170	5	1.38632	3.4121	32	0.0286329	0.0186127	0.0504520	0.56567	0.59620	0.30309	0.09682
090336.7+033124	0.6170	6	1.88186	4.6318	60	-0.0052273	0.0302429	0.0371418	0.73463	0.57590	0.32299	0.11006
090336.7+033124	0.6170	7	2.46449	6.0658	103	0.0030579	-0.0356721	0.0285662	0.67162	0.58038	0.32044	0.10781
090336.7+033124	0.6170	8	3.32512	8.1840	169	-0.0132128	0.0188437	0.0237433	0.52118	0.59687	0.33222	0.11575
090336.7+033124	0.6170	9	4.41341	10.8626	350	-0.0087134	-0.0027964	0.0154265	0.61620	0.62060	0.32678	0.11270
090408.6+012555	0.8410	0	0.32967	nan	3	nan	nan	nan	nan	nan	nan	nan
090408.6+012555	0.8410	1	0.43892	nan	6	nan	nan	nan	nan	nan	nan	nan
090408.6+012555	0.8410	2	0.58437	nan	5	nan	nan	nan	nan	nan	nan	nan
090408.6+012555	0.8410	3	0.77803	nan	11	nan	nan	nan	nan	nan	nan	nan
090408.6+012555	0.8410	4	1.02354	2.2349	20	-0.0849981	0.0168033	0.0616637	0.61641	0.67722	0.22675	0.05362
090408.6+012555	0.8410	5	1.37912	nan	19	nan	nan	nan	nan	nan	nan	nan
090408.6+012555	0.8410	6	1.87381	4.0915	34	0.0349238	0.0367727	0.0417650	0.77808	0.70458	0.21621	0.04935
090408.6+012555	0.8410	7	2.51882	5.4999	109	0.0127771	0.0034150	0.0290608	0.67555	0.62555	0.21595	0.04902
090408.6+012555	0.8410	8	3.28964	7.1829	218	0.0224115	-0.0287517	0.0203110	0.64444	0.62484	0.21874	0.04980
090408.6+012555	0.8410	9	4.39010	9.5858	358	-0.0172879	-0.0092966	0.0171453	0.59559	0.60976	0.22045	0.05084
090409.7+003831	0.3110	0	0.32663	1.1923	33	0.0145503	0.0981248	0.0393099	0.74794	0.76750	0.54987	0.31132
090409.7+003831	0.3110	1	0.45478	1.6601	33	-0.0224752	0.0298708	0.0496957	0.81704	0.68268	0.59041	0.35746
090409.7+003831	0.3110	2	0.58968	2.1525	74	-0.0204270	-0.0147856	0.0285546	0.70654	0.78632	0.58239	0.34672
090409.7+003831	0.3110	3	0.81018	2.9574	119	0.0442675	-0.0232034	0.0248574	0.69572	0.75369	0.59318	0.35809
090409.7+003831	0.3110	4	1.04435	3.8121	170	-0.0599828	0.0332008	0.0219594	0.76189	0.84943	0.57393	0.33645
090409.7+003831	0.3110	5	1.40345	5.1229	242	-0.0026002	0.0120703	0.0170548	0.75727	0.78917	0.57631	0.33895
090409.7+003831	0.3110	6	1.85347	6.7656	483	0.0036523	-0.0089342	0.0121177	0.79463	0.73801	0.58131	0.34608
090409.7+003831	0.3110	7	2.48683	9.0775	862	0.0011217	0.0046468	0.0090796	0.75954	0.75826	0.58053	0.34390
090409.7+003831	0.3110	8	3.31342	12.0948	1468	0.0031160	-0.0045628	0.0070880	0.75220	0.76046	0.58545	0.34946
090409.7+003831	0.3110	9	4.41351	16.1104	2452	0.0036266	-0.0016165	0.0055491	0.76171	0.75779	0.57877	0.34232
090417.0+040439	0.5360	0	0.32967	nan	9	nan	nan	nan	nan	nan	nan	nan
090417.0+040439	0.5360	1	0.43892	nan	7	nan	nan	nan	nan	nan	nan	nan
090417.0+040439	0.5360	2	0.58437	nan	7	nan	nan	nan	nan	nan	nan	nan
090417.0+040439	0.5360	3	0.77803	nan	18	nan	nan	nan	nan	nan	nan	nan
090417.0+040439	0.5360	4	1.06575	2.8065	35	-0.0254067	-0.0744973	0.0502349	0.61107	0.62688	0.36285	0.13844
090417.0+040439	0.5360	5	1.41058	3.7146	68	-0.0375964	0.0462218	0.0397409	0.68197	0.64464	0.39475	0.16219
090417.0+040439	0.5360	6	1.87008	4.9246	100	-0.0336828	0.0305515	0.0329754	0.58412	0.68623	0.37684	0.14718
090417.0+040439	0.5360	7	2.46809	6.4993	189	0.0113123	-0.0113101	0.0212045	0.61648	0.65112	0.37543	0.14683
090417.0+040439	0.5360	8	3.29458	8.6758	332	-0.0163262	-0.0077960	0.0170396	0.63199	0.60249	0.37026	0.14275
090417.0+040439	0.5360	9	4.44476	11.7046	500	0.0022203	-0.0068086	0.0148430	0.65068	0.62124	0.37500	0.14622
090418.6+020642	0.8080	0	0.32967	nan	0	nan	nan	nan	nan	nan	nan	nan
090418.6+020642	0.8080	1	0.43892	nan	3	nan	nan	nan	nan	nan	nan	nan
090418.6+020642	0.8080	2	0.58437	nan	8	nan	nan	nan	nan	nan	nan	nan
090418.6+020642	0.8080	3	0.77803	nan	12	nan	nan	nan	nan	nan	nan	nan
090418.6+020642	0.8080	4	1.06405	2.3540	23	-0.0021191	0.0132126	0.0459049	0.56770	0.66321	0.23127	0.05607
090418.6+020642	0.8080	5	1.41018	3.1197	50	-0.1011360	0.0198407	0.0481221	0.58197	0.65610	0.23514	0.05775
090418.6+020642	0.8080	6	1.83988	4.0703	58	-0.0403819	-0.0514066	0.0435713	0.61085	0.49340	0.22780	0.05407
090418.6+020642	0.8080	7	2.48040	5.4874	111	0.0298776	0.0066328	0.0270263	0.66643	0.56472	0.23854	0.06028
090418.6+020642	0.8080	8	3.30252	7.3061	186	0.0379453	-0.0026204	0.0272954	0.61025	0.52229	0.23177	0.05627
090418.6+020642	0.8080	9	4.39465	9.7222	315	-0.0216661	0.0009982	0.0174742	0.66201	0.58277	0.23337	0.05720
090419.1-010436	0.3060	0	0.32967	nan	17	nan	nan	nan	nan	nan	nan	nan
090419.1-010436	0.3060	1	0.44476	1.6416	26	0.0544222	-0.0374210	0.0622920	0.83117	0.63773	0.58670	0.35269
090419.1-010436	0.3060	2	0.58461	2.1578	54	-0.0716939	-0.0678113	0.0520392	0.69995	0.70297	0.57074	0.33404
090419.1-010436	0.3060	3	0.78621	2.9019	83	-0.0000354	-0.0336606	0.0296562	0.71077	0.74243	0.55853	0.32147
090419.1-010436	0.3060	4	1.05021	3.8763	83	0.0104635	0.0605608	0.0295862	0.72387	0.77380	0.59385	0.36008
090419.1-010436	0.3060	5	1.38914	5.1273	207	-0.0051775	-0.0242260	0.0168184	0.73147	0.77250	0.57302	0.33715
090419.1-010436	0.3060	6	1.86530	6.8848	298	-0.0317439	-0.0167071	0.0165779	0.68883	0.72292	0.57558	0.33995
090419.1-010436	0.3060	7	2.51852	9.2958	599	-0.0021820	0.0272863	0.0111765	0.71255	0.67455	0.57989	0.34453
090419.1-010436	0.3060	8	3.30784	12.2091	1080	-0.0007570	0.0142194	0.0092511	0.68718	0.65978	0.56491	0.32785
090419.1-010436	0.3060	9	4.39930	16.2377	1864	-0.0095321	0.0031935	0.0071184	0.69601	0.69064	0.57363	0.33771
090430.7+042648	0.4570	0	0.32967	nan	7	nan	nan	nan	nan	nan	nan	nan
090430.7+042648	0.4570	1	0.43892	nan	7	nan	nan	nan	nan	nan	nan	nan
090430.7+042648	0.4570	2	0.58437	nan	12	nan	nan	nan	nan	nan	nan	nan
090430.7+042648	0.4570	3	0.79827	2.2899	25	0.0814837	0.0393997	0.0665323	0.69570	0.74393	0.42267	0.18632
