# eFEDS x HSC overlap, SAMPLED from Chiu+2022 Fig. 1.
# Each row is one plotted HSC S19A weak-lensing source from a
# random subset the authors drew for the figure.  This is a
# sampling of the coverage, NOT the survey mask.
RAdeg	DEdeg
137.47112	3.51368
129.27745	3.37559
138.11923	-0.17441
142.77710	0.00866
130.46426	3.45126
128.32210	3.79040
128.99433	2.62938
134.20818	2.03849
136.58752	3.80375
138.88051	-1.16570
145.98726	0.34797
131.12799	3.25534
145.82639	2.88141
135.43737	-0.73867
132.60987	-0.52449
136.11124	3.22269
134.86926	3.00409
135.13039	2.87298
140.46675	-0.91454
145.74293	2.73992
138.46907	2.46828
142.95595	0.92791
134.16619	1.77966
137.29775	4.03255
140.58553	0.02748
137.83915	4.28735
143.96065	2.84530
134.93226	3.91716
139.60042	-1.43619
129.35434	0.35382
137.72206	-0.48079
136.30810	4.26336
145.84092	1.09727
137.82200	-1.15839
141.28683	3.92407
145.17342	1.87200
134.72030	2.67695
141.79805	1.80467
135.05629	1.85404
137.20687	1.33014
137.24520	-0.08401
143.12086	1.28498
133.36798	0.51031
144.69266	1.74907
130.01015	3.03221
140.51992	4.20573
139.04181	2.00714
139.79445	-0.76359
130.60920	2.94528
131.11390	2.44889
142.32248	-0.20026
131.77262	2.30820
141.79369	-1.38512
142.20885	0.00337
143.50742	1.19194
135.84662	0.28811
132.30967	2.72795
140.40423	-0.92837
134.01937	1.60999
137.34071	2.59432
138.46073	0.24895
139.27842	-1.22166
141.71286	-0.56229
133.35228	4.29491
145.45888	-0.52527
138.68542	0.51815
142.10122	-0.01871
136.71760	3.75174
140.59592	2.56810
132.63186	2.17702
138.57591	3.13612
129.78982	4.36386
138.28281	-0.97513
133.66510	-1.26601
132.08765	-0.21066
132.01212	0.72698
139.71656	2.82797
130.76719	1.29949
134.50634	1.04009
135.04515	-1.28958
131.52830	4.14609
142.04880	2.25813
129.48988	-0.11955
140.13505	2.54740
139.70165	3.24680
134.53883	4.54727
135.83130	-0.91054
133.54668	-1.23608
140.57991	0.49798
143.05211	1.07229
144.67912	2.10634
138.47171	1.31174
138.37486	1.92245
132.63549	-1.10244
145.67271	-0.89775
130.80500	0.83606
134.16502	3.67031
128.67995	-1.28862
140.89638	-0.53518
133.34836	4.39250
131.31286	0.91995
145.30588	0.00372
136.83830	4.31535
133.04742	-0.87284
133.00259	2.54113
130.08316	2.37565
131.84282	-1.47572
139.14121	-0.54711
132.73305	3.85471
140.51725	0.54405
133.29888	3.61289
137.36365	-0.12146
133.01845	0.20699
140.88838	-0.05036
132.81669	-0.79519
138.40714	-0.53267
134.41295	3.55257
130.06548	0.14226
136.04409	-0.19516
140.54728	2.77214
141.56020	-0.07110
134.88142	-0.59001
134.55731	4.11286
138.92323	4.22216
142.19061	0.56050
131.78345	2.65988
145.05481	0.18900
129.17924	2.37239
135.64770	0.70636
141.01682	0.02512
140.61343	1.09935
133.58374	4.02529
142.21843	2.78046
137.88782	-0.25180
133.83816	0.18265
140.44522	-0.11740
145.73041	-0.20676
129.67206	-0.03549
137.26812	1.75965
143.30953	-1.39002
142.81136	-0.02072
132.20508	1.12794
131.19996	2.25742
135.64926	2.64742
132.62733	2.20959
135.95861	-1.33274
139.35220	1.42822
131.43783	1.54503
145.26564	1.80003
132.07013	3.31884
129.38359	1.59425
140.41530	0.35775
129.51614	-0.45844
130.66274	0.21907
145.53176	1.01994
144.76170	1.93007
141.31666	0.93539
129.30420	2.90965
133.16151	-0.53080
142.84241	0.57681
141.59118	0.07405
129.51383	1.77143
137.43896	0.90542
132.29789	0.55403
135.88277	0.14392
139.99799	4.52520
133.28581	2.38865
139.21715	0.20100
129.05706	2.30380
141.80070	1.44899
144.82848	1.18250
137.22139	3.15261
135.87061	2.60079
138.03836	3.06875
130.53676	3.04393
143.55012	0.41735
136.16149	4.06518
133.23413	0.67784
145.97196	-1.04379
129.78213	1.59085
129.61691	1.50839
143.85428	2.25623
137.65429	3.49198
139.40656	1.01204
137.28520	-1.28601
131.25669	-0.82479
128.45061	3.73716
144.72134	3.01668
140.89746	3.16401
144.85327	0.37060
135.87256	1.23985
137.20568	0.33997
131.84522	2.54634
129.86538	4.55405
143.53805	1.18736
143.09662	3.33143
132.00880	1.58069
129.08526	0.15353
135.64817	1.35757
139.34292	0.79726
129.04200	-0.02214
132.48436	-1.05192
135.43640	3.49965
138.78936	-1.00983
134.79520	3.92876
138.63089	3.16357
131.12455	-0.59070
145.19716	0.30726
139.29293	1.43176
137.63291	4.41912
132.80358	-0.07945
136.93783	1.55270
141.48186	3.32378
145.54684	-1.47955
140.91723	3.25303
145.25632	-0.35838
131.62371	0.03480
133.15336	3.19769
128.86145	2.17005
130.56347	0.76775
141.80209	-1.44602
133.19197	4.45831
142.08440	0.82452
130.17750	2.28511
142.00757	-1.22575
139.57244	3.44154
132.61084	0.73211
139.85564	4.00628
144.53614	0.62718
137.70680	2.78138
136.13489	2.67108
130.06723	3.28113
130.26911	1.38687
131.91252	4.19188
143.99629	1.72926
138.46010	2.58179
133.29309	4.24982
137.84776	3.90224
142.83401	0.59283
136.40159	3.23899
139.60272	1.73222
137.44746	-0.46833
141.30826	0.01602
129.32524	2.52855
136.87638	1.01598
132.78527	-0.24804
144.98090	0.02393
131.55313	0.92536
134.08979	2.80504
132.26943	2.79428
133.95487	2.61744
129.41076	0.23347
131.03848	3.79950
134.94248	2.71049
141.63233	0.81888
140.41398	-0.24136
129.72536	-0.53083
140.44322	0.81346
135.47746	0.94975
133.01788	0.08928
142.72782	-0.06064
129.45222	3.38250
141.10425	4.15371
131.03625	1.55166
145.30974	2.61346
129.31306	-0.15007
135.85146	2.55737
143.62521	-0.21946
139.66538	-0.27245
130.62981	0.21523
133.72878	2.23031
139.32833	2.85736
133.23651	1.65222
132.86432	2.08809
128.83775	1.62177
132.62202	-0.03007
145.32315	-0.01788
139.04006	1.90216
136.94208	-0.47084
138.33945	1.73814
139.64368	4.56997
131.53973	4.08299
141.98077	0.78881
135.58700	4.23324
144.68960	2.55491
135.32195	1.98659
136.70403	-1.38978
129.37636	-0.23721
143.89845	0.05195
130.98795	1.18464
144.38167	2.06016
131.42583	3.85919
135.97338	-0.32398
137.46152	-0.45873
131.90419	1.34834
136.75344	-0.88207
141.08723	-0.85377
132.46635	1.24899
140.14673	2.71086
140.71433	-1.20479
140.66829	3.57335
141.84999	2.25276
138.44513	1.25098
141.97254	0.09817
135.48079	2.78694
131.10445	1.19254
145.03432	-0.82231
136.36106	0.88058
142.57995	-0.46519
140.33017	2.53513
129.42317	1.40362
131.23259	1.56160
141.49327	1.41732
136.79259	0.96577
139.09412	2.64215
135.21088	-0.92355
130.09063	-0.15178
132.74737	2.18067
139.38135	4.05071
131.21954	1.27179
134.67550	2.43671
141.55709	0.01146
133.27338	1.80185
130.66651	4.33173
144.25294	-1.21265
133.00342	2.73971
130.14615	2.08088
136.07690	0.80603
137.44347	3.13538
138.85600	3.34122
136.80928	-0.96252
141.21150	1.79299
134.33105	3.87814
130.96780	1.11685
129.52771	2.86768
134.17231	1.42908
135.94589	0.35657
139.86061	3.09247
139.03403	4.57173
138.20951	0.47437
142.14550	2.88691
138.54853	0.05399
141.78492	3.21351
133.51772	-0.14360
136.82734	2.84453
133.08320	2.10441
141.37649	-0.74898
130.90461	0.91406
138.45554	0.87447
138.08857	-1.13971
140.23722	0.38959
139.18256	4.42241
142.10517	0.47483
136.04847	4.19490
143.65291	1.54949
139.01681	4.13093
135.42694	3.12653
138.73936	2.51711
132.91887	3.12549
141.23359	3.61464
131.00536	1.23765
128.87245	2.42001
139.93636	3.93531
132.92602	-1.24795
143.75164	1.52060
134.10015	2.59268
142.46786	-0.19805
137.05842	-1.45494
135.15673	1.29191
144.79285	0.53991
140.74496	2.82970
128.62172	3.25570
141.32007	3.12613
131.79409	0.90151
139.82043	-0.10701
131.45359	3.51249
130.05226	0.18068
132.94263	-1.04287
144.62780	3.08924
132.33852	2.17283
130.46415	3.18529
144.19529	3.22272
132.21207	0.63359
141.73426	-0.29792
134.27416	3.46176
132.98164	0.01410
141.05913	3.75816
132.89072	0.42459
131.11716	1.91570
145.32402	0.85718
131.12341	-0.25205
137.81571	-0.08284
142.80719	0.26812
139.97276	0.50137
135.08694	0.04864
132.09956	2.18067
132.50245	-0.04342
145.69348	0.84088
144.27185	2.63252
137.56529	-0.62123
140.84348	0.69651
138.37192	4.39598
145.21386	2.45894
138.40031	0.74354
142.27860	2.99685
133.79255	2.45056
133.77732	0.34103
135.57344	-0.63843
143.11814	0.42075
136.61619	-1.08787
130.30946	2.11487
132.23729	1.93805
139.88330	0.04064
140.57838	0.10437
140.60729	4.04157
141.12810	1.80840
136.97823	4.04836
137.05238	3.54096
136.14309	-0.77237
136.54869	4.03485
134.24578	2.30548
132.13960	-0.06657
138.40638	0.99853
142.44649	2.64952
135.76512	3.31238
142.19901	0.24232
143.84001	0.11751
129.91410	2.39905
142.77144	2.26682
135.99962	-1.13445
145.77269	-1.34938
133.83563	2.32147
141.63739	0.15276
138.14109	0.87492
130.78823	1.14278
129.66598	1.88787
137.36873	3.79236
136.60878	4.28209
136.45082	1.24160
131.66023	-1.49206
139.70570	2.96826
135.69205	2.64417
140.07597	3.57862
136.83411	0.86927
134.90297	-0.88543
132.07144	1.59668
130.58775	1.14420
135.68534	1.94083
140.36547	0.47045
142.55413	1.17308
142.17282	0.97340
140.48585	3.11237
136.79607	2.25542
129.43795	1.19923
135.84570	4.54651
143.48476	3.27920
143.44174	3.37132
135.04158	-0.64595
138.49881	2.00487
130.55058	4.07621
130.90721	0.30780
140.90397	0.52758
141.93933	2.15783
138.63844	1.46655
130.49586	3.39986
137.12172	-0.97508
145.72682	1.15228
129.28985	4.55336
129.94831	2.64020
143.22642	0.02648
135.37778	2.67907
133.02084	0.32523
139.05203	1.55413
132.81560	2.66401
141.57214	3.20660
135.20863	4.01114
129.62008	1.45984
139.78982	3.52109
139.88643	2.79047
135.82163	0.30929
145.81052	2.12098
141.49222	0.70525
136.77634	3.43003
133.45069	-0.72127
141.70766	-0.62920
142.22960	1.67432
143.61789	3.06229
136.49085	1.01740
129.17881	1.80770
129.01047	3.56317
136.97252	3.21168
145.72269	-0.58200
143.35965	3.12569
132.16518	-0.20684
128.59791	-1.03980
138.76404	-0.59505
130.29114	2.10050
131.12318	3.88657
139.96113	2.40094
144.43337	0.89094
132.18537	0.01861
137.00515	-0.14108
142.66580	0.18209
136.37458	0.46508
132.92348	2.40912
137.76357	3.94499
138.05511	3.36108
131.00705	2.13516
142.18675	1.83348
141.37711	2.33465
141.10810	3.87338
133.81517	0.48218
138.74194	1.74076
145.98647	0.66827
139.01780	2.91923
140.05091	2.51387
130.57787	3.97183
141.39751	3.53139
131.92598	4.08710
131.46131	-1.00821
137.80202	-0.61612
138.63234	4.29736
140.11429	4.09153
129.60668	4.50005
138.98057	3.50119
131.83615	-1.48062
139.70780	3.55361
140.83866	0.99192
143.08918	2.79273
138.10287	0.09025
145.96902	0.75132
144.50987	-0.41275
141.98828	2.97897
136.66465	-0.86277
129.37652	3.32258
141.40751	1.43246
145.61279	-0.07639
141.44484	-0.03103
138.02793	0.04755
140.13998	-0.33365
135.93731	1.56664
134.12477	1.71993
138.92594	1.57990
133.81214	4.30781
129.00292	4.12129
130.48649	1.41109
145.92437	-0.95228
139.21871	0.04521
139.97567	3.60055
134.61102	3.93557
130.92122	2.00387
139.41592	2.25340
134.72027	1.12137
141.85182	1.23499
140.49129	1.42979
134.36770	2.32622
129.16869	-0.38691
137.43333	4.23118
139.06104	2.82682
144.86213	1.70804
141.09085	4.15928
130.03074	0.61079
145.17274	-0.01888
140.32845	-1.45147
135.02133	-0.30096
142.10855	3.38139
144.58416	-1.08511
137.21503	-0.99891
136.88373	1.66263
140.88434	-0.55684
133.63335	1.02870
135.36292	1.75877
139.85375	-1.19900
134.77139	-1.18876
144.78141	1.85017
130.07072	3.00472
143.77677	2.94627
129.70013	1.64760
142.41518	1.83174
131.37219	1.93675
133.15033	-0.61781
143.63339	1.98071
144.45519	-0.98503
139.70754	0.55010
142.72343	0.95664
128.49773	-1.31662
135.63707	2.22391
136.89357	4.07106
138.42611	3.63865
140.13784	1.96675
130.05508	2.43790
141.96320	3.23194
132.63486	-0.68064
139.41980	3.98542
140.08882	-1.37372
128.80427	3.61366
141.69926	-1.03127
130.71814	1.24165
138.40114	4.22696
130.85888	1.73297
144.45718	-1.41530
142.54848	0.18505
129.23342	3.26874
140.09285	-1.17932
139.29638	2.10046
141.94091	0.77255
133.54999	-0.20348
145.71332	1.42692
141.56570	1.83501
133.88132	4.19428
129.24855	-0.24000
132.81124	2.05760
144.82920	2.38161
136.51892	2.15122
133.22020	1.21515
137.20140	1.07343
138.17987	1.01020
142.62536	1.48061
137.24273	2.51084
140.09924	1.06185
140.31563	0.49897
144.36779	0.37804
141.86685	-1.37809
129.13620	-0.00326
143.29203	2.46104
141.63971	-0.44934
134.95146	-0.99286
136.86863	1.89024
144.03416	-0.34931
130.24608	1.53264
137.22200	2.32661
137.40382	-1.18865
135.98599	3.93839
133.63823	2.71832
136.88517	4.36086
144.81802	1.11857
136.21473	3.13901
135.98501	3.49056
135.96589	-1.40026
132.04795	2.04377
135.58329	3.71533
143.27195	-1.04663
141.25853	-0.70964
139.87780	3.99771
145.79160	0.01671
135.17624	0.47398
141.99155	1.89861
144.28382	2.11892
132.38047	3.07374
132.19113	0.70587
137.98719	4.02263
131.54325	0.16950
130.82419	4.34894
133.52258	4.40276
130.75531	1.05382
143.94690	-1.20429
132.22261	1.08809
131.54513	-1.39097
145.77253	-1.38913
137.85550	0.66740
141.32597	2.93307
135.02535	2.10120
133.99408	2.88112
143.98430	0.42523
144.25012	2.41537
138.55424	-0.02274
143.76382	1.09375
129.48898	1.17352
144.12637	1.86479
140.78750	2.98781
137.61938	1.93154
138.77736	0.38570
141.92208	3.53424
136.27407	3.68548
140.92822	4.50267
144.81208	1.95155
140.94764	0.14394
145.36724	0.59081
129.42520	2.96023
145.53200	0.29174
132.53112	-0.73366
129.85880	3.97371
134.78908	0.86594
140.65832	3.87634
131.66138	1.82800
137.06518	3.63246
132.93899	-0.78874
140.42623	1.54260
145.66856	3.07936
132.27354	2.10454
136.91806	2.92580
144.46070	-1.06655
142.17205	2.33660
137.44489	2.83991
137.66703	1.42906
130.79423	-0.30083
140.38900	1.72615
129.22995	-1.41790
129.18056	2.85487
136.25122	-0.70869
137.89545	2.80312
129.20415	1.63809
144.59190	1.30665
130.41757	0.49285
132.17783	1.25172
140.99229	3.59897
140.25457	1.50895
130.96603	-0.22451
132.24913	0.20285
136.80980	3.69023
132.21600	1.64621
133.13581	0.54346
132.17295	3.19458
135.95989	0.29644
130.44970	0.04329
145.39012	2.71491
133.36990	2.27016
140.16986	0.43202
140.91295	3.38922
134.28686	0.97191
144.51930	3.28407
140.98103	-0.03466
129.44930	4.00209
135.11456	2.51824
143.13357	0.57816
129.04358	2.45147
130.22940	2.76566
142.85884	2.01189
134.11272	-1.47288
141.87189	3.02169
139.60602	3.08662
142.01618	3.05162
138.10976	0.57556
129.68994	1.88138
142.18188	0.22250
131.48392	2.28937
139.56871	2.60567
141.98434	1.64658
134.28530	3.66261
135.52102	1.10218
135.48929	2.55838
136.56480	3.43242
144.23858	2.00805
139.02761	2.68755
134.39804	-1.02403
145.79303	-0.04277
134.18351	3.52169
132.20253	1.40061
138.82664	0.40135
134.65436	2.08728
132.44330	2.62410
145.43318	0.42399
145.35359	-0.89484
131.12006	0.13136
143.82684	2.24666
137.79280	-0.08358
138.46210	-0.43941
144.67428	2.74345
140.52831	4.11480
138.72025	-1.15017
141.02952	2.21688
135.90887	4.12239
133.86294	3.32503
137.83479	3.83969
143.42739	0.79753
135.92771	-0.08339
130.75086	0.50523
132.30737	-0.73115
130.77436	0.44604
133.55818	-1.30298
132.00860	-0.34890
128.87225	-0.03625
140.90096	-0.91262
128.87696	4.10186
129.27887	-0.38944
142.77753	0.19060
128.98206	2.42586
139.07597	1.24205
141.78747	1.49555
144.00558	-0.98221
137.04146	3.96767
143.89944	2.74629
137.84204	3.81857
128.90848	1.33893
143.39186	-1.17478
139.57435	-0.30766
139.44620	4.28732
145.63133	3.22715
140.51333	2.67493
143.56448	1.32955
131.81650	2.18840
135.65175	0.08760
130.53311	2.04548
143.51107	1.32985
134.48547	0.43180
131.76522	0.34851
137.77657	3.51625
136.67649	4.51700
131.19248	0.63056
134.11061	1.78080
145.12087	-0.82206
135.60790	0.27248
139.04328	3.50096
141.88388	0.86915
143.44835	-0.90392
135.95852	2.04489
141.81274	-0.31232
135.23889	2.14313
145.20839	1.00898
142.63708	1.64009
130.50288	4.03432
131.32542	2.09310
142.53218	2.45335
140.81814	1.64603
134.38201	-0.37872
140.62415	1.18611
133.87393	0.69467
145.37811	1.49851
129.43058	-1.21686
130.71096	1.86855
139.59743	0.52343
130.16649	2.97958
132.05399	1.09658
136.81591	3.83552
141.20961	0.92531
141.61362	0.12437
140.84389	1.63957
131.33838	3.36520
132.85487	4.21097
139.30950	3.28286
138.47406	-0.56524
130.67043	2.99112
138.93458	-0.42990
131.44804	1.86232
129.31024	2.68744
145.05389	0.39034
145.48453	-0.41206
138.22487	2.79925
131.19183	0.02376
134.95223	3.02838
131.17165	2.02174
141.79625	-0.64067
135.84337	1.08645
132.71934	3.75820
134.78441	0.88325
138.99905	1.11318
141.51801	-0.69408
133.64212	2.79219
132.61468	3.12611
132.26322	3.97280
140.11361	2.28981
132.05484	-0.75938
135.80721	1.54872
139.82258	3.17490
136.38945	1.21513
137.77815	0.16639
132.50766	0.47933
129.41074	2.33103
145.56122	1.44847
143.02855	-1.48001
132.38388	-1.20147
130.19032	2.10650
139.15182	4.45953
145.59883	1.49434
137.23177	2.16403
128.96642	1.21151
129.31502	1.63052
129.18121	0.94469
136.73253	0.68873
142.03504	1.17544
137.78469	2.47173
134.40101	0.37059
136.52992	2.77694
134.48239	0.58857
145.95677	-1.33500
142.95580	1.12484
135.34286	-1.33620
144.27410	0.00880
141.24800	2.32428
135.10642	0.70043
139.63447	-1.32744
130.40194	1.69624
138.80017	3.11372
144.77678	2.65203
139.68111	1.71723
144.34221	-0.99666
137.62821	3.65865
136.96996	0.16341
144.33005	0.65504
133.28645	1.43915
131.65353	2.60537
141.16199	3.77848
145.63622	2.48232
132.67834	-0.32702
139.59740	3.10081
129.87079	2.81459
138.72052	-0.17107
138.10644	3.60568
138.22126	-0.29669
128.95340	1.41644
145.77149	2.79922
134.66533	0.81669
141.75504	2.50265
141.12125	1.30184
141.51231	-0.83662
130.23627	1.27476
136.25781	2.26237
139.58328	2.28258
130.48286	-0.17031
142.60738	-0.45870
141.34480	-0.36707
135.61262	0.59035
136.13420	3.92046
143.39674	-1.27791
135.59977	2.78247
134.61222	3.84987
140.94938	4.49446
137.48863	-1.27741
135.03708	0.16186
142.39112	2.02989
145.67308	-0.13046
139.64920	2.58750
137.43637	-1.13982
130.48507	1.98586
131.16187	4.10007
136.23441	-0.16655
129.97520	2.15453
130.29470	1.78791
135.97742	2.00565
141.05839	2.25782
133.51613	-0.20807
145.75466	-0.92172
141.87560	-0.20061
138.89898	-0.13410
145.74440	-1.38333
142.48428	2.98785
136.50016	2.63443
136.23747	4.02149
135.57856	-0.71817
140.50966	-0.97278
141.44635	1.56122
139.08406	3.23425
131.58570	2.97716
129.42589	4.23039
138.72825	0.50369
129.88354	0.31349
145.13077	2.90444
130.30599	2.87668
137.92214	1.92185
129.85944	2.45832
131.29513	2.20452
137.60491	-1.06616
133.58797	2.56260
130.62248	4.33358
135.48764	3.59550
129.96633	1.36703
139.42885	4.09689
134.37572	3.18174
140.80314	-0.85950
142.36717	2.72224
134.31693	2.71375
142.39050	2.71272
138.38595	1.98001
143.79512	0.80936
129.54394	-0.77697
133.33524	1.45289
133.63612	0.35382
145.84042	0.81582
129.49303	2.36101
130.58734	4.35084
139.09399	-0.17794
139.56716	0.21610
132.29613	1.06874
132.62529	-1.22113
132.00233	-0.59115
133.80893	2.14845
136.75507	1.97696
138.80113	1.15895
144.58364	2.71383
145.72786	2.50484
143.66513	2.76218
141.96195	2.27865
142.66318	0.04371
132.26170	2.18008
140.44393	2.73682
135.99889	2.51421
135.17100	0.53293
137.12751	-0.01422
133.83092	-1.20246
131.89713	2.33259
138.59428	-0.29595
135.58840	3.45992
138.76257	3.72858
142.41663	1.91718
141.13067	2.35471
140.53113	-0.69565
129.46188	2.25839
141.98835	3.39290
132.69261	1.97746
137.20672	2.44282
130.70716	3.62967
140.01236	1.68234
142.17737	3.07782
138.82418	-0.96437
131.28641	-1.44657
140.42756	-1.28708
141.78373	0.52453
144.32363	-0.85370
139.95804	3.72754
131.72097	1.81331
134.94206	3.32850
144.36527	1.97452
136.92271	-1.28588
143.94457	-0.11729
138.84937	-0.85533
128.71800	3.24927
129.04546	1.43419
132.91870	3.68305
135.87522	0.84394
138.06446	2.11548
130.96656	2.50161
142.20841	2.34043
145.70285	3.33271
138.89657	3.18946
137.16552	1.72148
143.09681	0.11830
137.97525	-0.10073
138.09722	-1.08506
129.24102	1.95469
138.47110	0.35121
129.74718	2.06600
133.44468	-0.94832
131.13300	1.43141
144.69902	0.23372
129.12209	2.24634
134.24662	-0.62571
141.13238	0.54364
134.44208	-1.13511
139.79768	4.27250
142.97060	0.24157
130.39001	0.18234
132.08853	3.23877
136.41851	2.90156
131.71845	3.78389
135.03123	2.71132
143.13274	1.17448
135.08149	1.23413
132.96057	3.82002
140.32835	-0.58198
136.65497	2.28859
139.52765	4.34721
138.98394	0.04175
144.33557	-0.88454
141.27072	3.14901
129.12571	1.92208
138.53686	3.15926
129.29900	3.24022
142.09568	3.39629
140.78281	3.29664
136.16253	1.57936
140.58524	0.54065
135.09321	1.84346
133.09622	-0.15226
132.82033	2.55151
144.82959	2.37271
145.67324	2.75588
132.41363	3.34061
145.89801	1.77332
143.89628	-1.44538
130.07562	0.45850
137.68643	4.22841
134.30729	1.86967
133.09698	-1.33761
131.09696	0.94777
139.05300	-0.53691
138.36457	0.28223
128.98587	1.89839
145.28699	3.00322
140.29157	1.45842
145.86989	2.39376
141.01542	2.68149
135.16905	-0.98930
137.99349	4.07285
132.56374	4.52243
137.75716	1.37517
140.48382	2.69529
144.16813	1.02473
133.68042	0.25557
136.55580	-0.00971
137.51215	1.52630
133.30331	3.63844
133.14464	2.63971
142.92464	1.66598
138.60356	3.84687
131.15123	-0.40097
143.08259	-0.73801
130.14579	1.65885
144.74111	1.39250
138.51928	3.73352
138.05948	2.03921
141.71580	-0.61866
128.82798	-0.82226
139.22560	2.31547
132.59798	3.81469
136.63897	-0.20373
130.38742	3.28122
137.52570	-0.41219
144.43488	2.56270
138.06998	1.15177
130.92433	0.44777
142.89001	1.24342
140.85267	2.04425
143.34496	-1.00787
139.98875	4.40466
129.93328	2.07154
141.32556	3.20701
142.48989	-1.29010
143.92598	1.72613
144.86257	-0.80510
135.45803	3.51584
143.78896	2.52647
141.33993	0.07808
139.59137	1.85140
130.09226	3.47417
140.20451	3.89553
135.52450	1.28018
132.64908	2.69607
141.93901	0.17208
129.83406	2.19084
140.23730	-1.36256
132.50024	4.00906
129.36122	3.63633
145.25118	3.24589
134.10286	-1.22439
132.78573	2.02215
135.04615	0.93150
129.17918	0.77275
134.25696	0.70828
137.06890	3.53446
145.23872	1.34659
144.78405	1.58277
143.55668	1.32592
145.67176	-1.50151
135.63279	2.97131
135.96806	4.19840
137.24898	4.20029
141.58514	3.52709
133.34256	0.44558
142.84346	2.80919
138.67705	2.45268
143.96271	1.01238
137.04110	3.25245
133.00804	-0.09334
144.08136	-1.07190
129.45181	3.13271
129.12815	3.88675
134.16819	-1.43455
143.13732	0.44301
137.13542	-0.79491
137.03955	0.74001
130.06140	1.65703
138.41595	-1.39951
136.51296	1.54568
130.79399	2.16108
133.74289	0.48232
129.75481	2.45162
144.56533	0.72679
129.92135	3.45945
142.66841	0.14792
142.47260	-0.53311
130.53886	1.20208
135.17936	2.84389
140.94220	1.80526
130.76525	3.85381
137.79222	-0.56812
141.86784	-0.77829
145.29169	0.90155
141.83548	3.50041
128.88429	3.57922
139.54280	2.56762
132.97132	3.96491
138.07240	4.16540
140.38496	-1.27397
141.67423	2.14563
129.84967	0.95292
134.79057	1.25829
130.87064	3.02123
131.83307	1.71299
136.44459	3.66439
143.00751	0.36621
140.05949	3.43873
142.38349	0.21576
139.52737	-0.05009
142.21042	3.02345
135.24000	0.95001
132.14011	1.74291
135.81586	0.04646
145.29351	2.60983
128.71539	3.58577
133.08688	4.09470
143.78910	-0.53573
134.12291	1.57434
134.54884	2.13776
138.83229	3.65534
138.13331	0.25081
134.75144	3.26258
143.30646	2.26226
138.24113	2.15537
140.68878	-0.99499
135.18272	2.16004
128.99621	1.17676
137.21372	4.22894
140.37756	2.53442
139.33549	2.92180
142.35180	1.57570
139.09542	3.57401
138.78697	-0.85855
139.76850	2.54603
133.79100	-0.74783
134.91199	0.79150
135.25557	2.86657
144.07447	1.86266
139.61576	-1.36950
136.26760	-0.68941
133.28643	-0.90984
129.60387	2.85296
144.84487	0.03786
145.28907	-0.92560
138.95303	-0.90804
135.16040	0.43083
133.13836	2.88188
135.19055	4.38778
139.18934	0.89258
133.88996	1.56226
130.25907	2.48189
144.92340	0.81029
131.42955	4.50853
129.44316	2.81422
144.53388	2.13890
139.34178	1.44967
138.66475	2.87203
136.46116	0.84550
140.86255	1.30011
143.92210	2.82581
140.61632	2.17422
135.31258	2.07651
144.26752	0.51544
140.28003	2.68076
132.29676	3.86982
131.28426	-1.45624
133.28946	-0.51469
131.42880	-0.34378
131.08456	-0.26692
140.52744	-1.20209
133.78654	-1.02977
139.14697	3.76191
137.34501	-0.11974
136.70917	-1.49775
130.82415	2.71507
143.16549	-0.83233
133.53684	1.54763
132.83769	1.14705
145.95935	-1.26991
144.65344	1.77437
144.87385	0.12835
142.11797	-0.28662
131.88879	1.16989
138.54538	2.15255
139.25505	3.45129
139.21470	-0.55934
136.20563	4.04378
141.02767	2.15467
133.84110	1.30912
134.12272	3.41924
132.11918	3.60473
138.95990	4.12524
129.35924	3.44269
135.76866	2.31741
144.86778	-0.26625
143.16278	0.20327
140.52340	3.31702
134.13138	-0.87753
130.84145	0.14416
133.71338	-0.29421
144.76837	-0.86276
141.81399	3.63909
137.74805	1.36731
139.10138	-0.44397
141.73493	-0.81582
135.28463	0.19464
131.08494	2.71862
131.02359	1.80571
137.56395	3.07983
138.69845	0.78481
142.39531	1.65169
139.49810	3.62697
145.81600	-1.26368
141.31199	1.43330
135.21984	3.53332
140.76513	1.85304
144.40163	2.66151
136.85169	3.04691
144.44065	-1.42906
134.45459	0.91449
132.01972	-0.83142
134.86566	2.85173
144.02215	1.54236
138.75217	0.16427
131.03671	1.89137
136.60995	-0.73434
141.06366	-0.67884
131.25640	2.66687
143.85538	1.88707
144.41880	1.48815
132.42173	1.40775
131.78843	-1.26654
142.96909	1.05752
137.96062	2.58489
140.07665	3.06472
139.82710	3.90137
129.90650	1.44657
142.95332	0.22529
141.09462	-0.86046
139.51288	2.05595
145.35308	-1.10269
139.70082	-0.72367
137.45811	2.00762
141.86724	0.38753
144.28213	0.14166
131.74401	2.05178
128.74125	-0.15084
133.53320	3.16585
135.89001	0.84152
139.05897	-0.82996
135.48110	1.32816
140.86344	1.16256
145.76482	-0.67520
132.78712	0.07408
144.72126	-1.42903
136.21632	-0.07206
136.18595	1.74015
136.44970	1.39330
141.44256	-0.57085
141.25001	3.41136
137.97438	0.17553
142.35543	-0.87430
136.38705	-0.44150
136.46727	1.64683
133.81419	-1.33929
135.07831	-0.01368
129.88535	0.15127
139.30579	2.46386
134.38098	1.75219
136.25895	2.23362
129.74258	1.64957
143.42439	2.76598
134.37642	1.18240
