# Random-point null for the DECADE shear measurement.  Same estimator,
# same cuts, same binning; positions carry the redshift of a real eFEDS
# system so the background cut is identical.
id	z	bin	R_Mpc	theta_arcmin	n	gt	gx	err	R11	R22	beta	beta2
RND0057	0.8120	3	0.77803	nan	5	nan	nan	nan	nan	nan	nan	nan
RND0057	0.8120	4	1.05438	2.3287	30	-0.0382955	-0.0706947	0.0746443	0.54260	0.55773	0.23292	0.05748
RND0057	0.8120	5	1.39959	3.0912	26	0.0109325	0.0282145	0.0549500	0.58679	0.62196	0.25698	0.06766
RND0057	0.8120	6	1.84007	4.0640	50	-0.0434527	0.0418040	0.0354593	0.55149	0.67583	0.23505	0.05803
RND0057	0.8120	7	2.51798	5.5613	103	-0.0296362	0.0969677	0.0338153	0.59079	0.57649	0.22880	0.05456
RND0057	0.8120	8	3.36928	7.4415	159	-0.0099164	0.0117082	0.0275597	0.53857	0.59593	0.22890	0.05526
RND0057	0.8120	9	4.44428	9.8158	318	-0.0064883	-0.0084994	0.0173870	0.60903	0.56218	0.23470	0.05774
RND0058	1.0770	0	0.32967	nan	0	nan	nan	nan	nan	nan	nan	nan
RND0058	1.0770	1	0.43892	nan	0	nan	nan	nan	nan	nan	nan	nan
RND0058	1.0770	2	0.58437	nan	0	nan	nan	nan	nan	nan	nan	nan
RND0058	1.0770	3	0.77803	nan	0	nan	nan	nan	nan	nan	nan	nan
RND0058	1.0770	4	1.03586	nan	2	nan	nan	nan	nan	nan	nan	nan
RND0058	1.0770	5	1.37912	nan	2	nan	nan	nan	nan	nan	nan	nan
RND0058	1.0770	6	1.83614	nan	3	nan	nan	nan	nan	nan	nan	nan
RND0058	1.0770	7	2.44462	nan	11	nan	nan	nan	nan	nan	nan	nan
RND0058	1.0770	8	3.25472	nan	10	nan	nan	nan	nan	nan	nan	nan
RND0058	1.0770	9	4.47876	9.1709	29	0.0267940	0.0296640	0.0706238	0.38436	0.37109	0.14491	0.02154
RND0059	0.0710	0	0.33455	4.1176	153	-0.0127669	0.0381701	0.0240292	0.68391	0.76981	0.87516	0.76815
RND0059	0.0710	1	0.44531	5.4808	296	0.0037670	-0.0247212	0.0165076	0.71617	0.74131	0.87954	0.77535
RND0059	0.0710	2	0.59880	7.3699	481	-0.0028555	-0.0152459	0.0141235	0.72708	0.72482	0.87738	0.77161
RND0059	0.0710	3	0.78729	9.6897	792	-0.0179644	-0.0144581	0.0099822	0.77435	0.75101	0.87804	0.77278
RND0059	0.0710	4	1.05926	13.0370	1388	-0.0036227	-0.0065777	0.0072705	0.75808	0.74962	0.87492	0.76730
RND0059	0.0710	5	1.40762	17.3245	2526	-0.0067488	0.0021427	0.0055551	0.74534	0.73989	0.87377	0.76538
RND0059	0.0710	6	1.86195	22.9163	5072	-0.0046477	-0.0026203	0.0040505	0.73765	0.74194	0.87491	0.76741
RND0059	0.0710	7	2.49318	30.6852	7848	0.0034020	-0.0022200	0.0032684	0.73853	0.74402	0.87520	0.76786
RND0059	0.0710	8	3.31302	40.7756	14294	-0.0015869	0.0022594	0.0024196	0.74216	0.74680	0.87198	0.76228
RND0059	0.0710	9	4.40484	54.2133	23936	-0.0024414	-0.0002547	0.0018189	0.74932	0.74365	0.87144	0.76135
RND0060	0.4680	0	0.32967	nan	4	nan	nan	nan	nan	nan	nan	nan
RND0060	0.4680	1	0.43892	nan	8	nan	nan	nan	nan	nan	nan	nan
RND0060	0.4680	2	0.58437	nan	17	nan	nan	nan	nan	nan	nan	nan
RND0060	0.4680	3	0.77928	2.2058	33	-0.0118317	0.0105010	0.0710189	0.64952	0.47317	0.43615	0.19478
RND0060	0.4680	4	1.05332	2.9815	73	0.0183016	0.0167871	0.0288609	0.69642	0.74350	0.42203	0.18606
RND0060	0.4680	5	1.39278	3.9424	120	-0.0237406	0.0411700	0.0283580	0.56445	0.64522	0.43022	0.19318
RND0060	0.4680	6	1.89135	5.3536	213	-0.0088901	-0.0199733	0.0188637	0.71147	0.73518	0.43501	0.19663
RND0060	0.4680	7	2.47894	7.0168	415	0.0011180	0.0128897	0.0140230	0.70942	0.70034	0.44005	0.20065
RND0060	0.4680	8	3.30505	9.3551	708	0.0000148	0.0087701	0.0112418	0.65289	0.64368	0.43234	0.19410
RND0060	0.4680	9	4.39513	12.4407	1177	-0.0112033	0.0015018	0.0084827	0.65528	0.66635	0.43565	0.19683
RND0061	0.2260	0	0.33310	1.5311	34	0.0119102	0.0100868	0.0625510	0.74503	0.79290	0.62829	0.40455
RND0061	0.2260	1	0.43535	2.0011	32	0.0809235	0.0055697	0.0570450	0.74085	0.85439	0.65661	0.43980
RND0061	0.2260	2	0.59516	2.7358	59	0.0906485	-0.0064977	0.0462196	0.67946	0.73647	0.68497	0.47419
RND0061	0.2260	3	0.78389	3.6032	95	0.0123940	-0.0221242	0.0269192	0.75713	0.74710	0.63605	0.41407
RND0061	0.2260	4	1.06031	4.8739	190	0.0129610	0.0300574	0.0223084	0.73162	0.63670	0.65858	0.44192
RND0061	0.2260	5	1.40757	6.4701	260	0.0055668	-0.0077872	0.0183741	0.75993	0.75295	0.64785	0.42708
RND0061	0.2260	6	1.86595	8.5771	497	0.0284260	0.0015873	0.0130502	0.72630	0.77302	0.65732	0.44062
RND0061	0.2260	7	2.46653	11.3378	1024	-0.0076028	-0.0075912	0.0086747	0.75761	0.71913	0.65376	0.43626
RND0061	0.2260	8	3.34196	15.3618	1558	0.0010918	-0.0027129	0.0075531	0.71728	0.71806	0.65041	0.43152
RND0061	0.2260	9	4.41802	20.3081	3306	-0.0064739	-0.0030499	0.0048983	0.73681	0.72765	0.64960	0.43106
RND0062	0.6590	0	0.32967	nan	2	nan	nan	nan	nan	nan	nan	nan
RND0062	0.6590	1	0.43892	nan	5	nan	nan	nan	nan	nan	nan	nan
RND0062	0.6590	2	0.58437	nan	8	nan	nan	nan	nan	nan	nan	nan
RND0062	0.6590	3	0.77803	nan	10	nan	nan	nan	nan	nan	nan	nan
RND0062	0.6590	4	1.03586	nan	10	nan	nan	nan	nan	nan	nan	nan
RND0062	0.6590	5	1.37065	3.2774	38	-0.0340208	-0.0840787	0.0528186	0.61389	0.54680	0.30918	0.09986
RND0062	0.6590	6	1.88393	4.5048	65	-0.0010302	0.0130081	0.0374437	0.67724	0.60567	0.30539	0.09820
RND0062	0.6590	7	2.48124	5.9330	169	-0.0154518	-0.0113623	0.0265071	0.56912	0.55455	0.29790	0.09259
RND0062	0.6590	8	3.31122	7.9176	248	0.0093519	-0.0205945	0.0159425	0.66913	0.66791	0.29406	0.09074
RND0062	0.6590	9	4.39991	10.5208	459	0.0236074	-0.0075747	0.0156332	0.56861	0.60825	0.29558	0.09179
RND0063	0.1610	0	0.33107	1.9905	39	-0.0659793	0.0325493	0.0390164	0.85648	0.73223	0.71829	0.52095
RND0063	0.1610	1	0.43963	2.6432	81	-0.0257271	-0.0108077	0.0308729	0.63929	0.74340	0.73931	0.55245
RND0063	0.1610	2	0.60465	3.6354	171	0.0116145	0.0392567	0.0233559	0.70398	0.78496	0.74480	0.55949
RND0063	0.1610	3	0.78624	4.7271	236	-0.0202165	-0.0466637	0.0161805	0.72991	0.74617	0.73698	0.54865
RND0063	0.1610	4	1.05525	6.3445	457	0.0156206	-0.0062400	0.0121512	0.78688	0.78848	0.73441	0.54500
RND0063	0.1610	5	1.40161	8.4270	779	0.0060587	-0.0046009	0.0102559	0.75108	0.74566	0.74304	0.55775
RND0063	0.1610	6	1.86181	11.1939	1355	0.0119118	0.0025709	0.0078323	0.73106	0.74556	0.74012	0.55355
RND0063	0.1610	7	2.49087	14.9760	2344	0.0036473	0.0044671	0.0057980	0.76438	0.74815	0.73949	0.55268
RND0063	0.1610	8	3.30333	19.8608	4065	-0.0092043	0.0066170	0.0045838	0.75128	0.75313	0.73853	0.55124
RND0063	0.1610	9	4.40869	26.5066	6866	-0.0002798	0.0005034	0.0034266	0.73562	0.75728	0.73704	0.54935
RND0064	0.2950	0	0.32967	nan	12	nan	nan	nan	nan	nan	nan	nan
RND0064	0.2950	1	0.45319	1.7156	22	0.0398443	0.1045160	0.0599181	0.73600	0.68359	0.60121	0.36930
RND0064	0.2950	2	0.60539	2.2918	47	0.0655566	0.0465988	0.0325780	0.68995	0.77209	0.59402	0.36063
RND0064	0.2950	3	0.78313	2.9646	84	0.0015313	0.0072578	0.0269599	0.70399	0.72849	0.58078	0.34442
RND0064	0.2950	4	1.03347	3.9123	129	-0.0367660	-0.0527306	0.0261657	0.72400	0.66177	0.58619	0.35092
RND0064	0.2950	5	1.40475	5.3178	217	0.0217763	-0.0062420	0.0199530	0.69304	0.70964	0.58190	0.34752
RND0064	0.2950	6	1.86297	7.0525	394	-0.0112134	-0.0038581	0.0159748	0.69132	0.68901	0.56978	0.33355
RND0064	0.2950	7	2.48039	9.3898	762	0.0014370	0.0007283	0.0102785	0.72035	0.73458	0.57607	0.34051
RND0064	0.2950	8	3.31614	12.5536	1320	-0.0034037	-0.0047616	0.0080363	0.70168	0.70622	0.58729	0.35290
RND0064	0.2950	9	4.39511	16.6382	2274	-0.0019869	-0.0030159	0.0062512	0.70502	0.70062	0.57415	0.33878
RND0065	0.3650	0	0.32967	nan	7	nan	nan	nan	nan	nan	nan	nan
RND0065	0.3650	1	0.43892	nan	13	nan	nan	nan	nan	nan	nan	nan
RND0065	0.3650	2	0.59529	1.9550	29	-0.0976122	-0.0393103	0.0608437	0.68889	0.63780	0.57125	0.33065
RND0065	0.3650	3	0.79624	2.6149	48	0.0227976	-0.0232620	0.0371091	0.76547	0.73880	0.51532	0.27172
RND0065	0.3650	4	1.06461	3.4963	92	0.0186977	-0.0677754	0.0481167	0.45074	0.51013	0.53858	0.29842
RND0065	0.3650	5	1.42725	4.6872	160	-0.0162458	-0.0327705	0.0216733	0.75087	0.72421	0.50866	0.26770
RND0065	0.3650	6	1.85900	6.1051	304	-0.0137390	-0.0231650	0.0168869	0.72518	0.70750	0.51776	0.27512
RND0065	0.3650	7	2.44920	8.0434	359	-0.0197456	-0.0007414	0.0144904	0.67681	0.70804	0.52681	0.28527
RND0065	0.3650	8	3.28253	10.7802	523	-0.0050673	0.0076659	0.0125588	0.69661	0.72361	0.52042	0.27845
RND0065	0.3650	9	4.42691	14.5384	893	0.0096732	-0.0019341	0.0098178	0.71492	0.69818	0.51850	0.27696
RND0066	0.3820	0	0.32967	nan	5	nan	nan	nan	nan	nan	nan	nan
RND0066	0.3820	1	0.43892	nan	19	nan	nan	nan	nan	nan	nan	nan
RND0066	0.3820	2	0.59120	1.8867	24	0.0658975	-0.0741630	0.0607698	0.77327	0.65865	0.49353	0.24910
RND0066	0.3820	3	0.80401	2.5658	66	0.0025438	0.0063075	0.0304435	0.74995	0.67454	0.49120	0.24871
RND0066	0.3820	4	1.08306	3.4563	95	-0.0100206	-0.0111421	0.0280860	0.74260	0.66222	0.47525	0.23478
RND0066	0.3820	5	1.39599	4.4549	164	-0.0403230	-0.0162211	0.0223926	0.70962	0.67104	0.50592	0.26525
RND0066	0.3820	6	1.84161	5.8770	244	-0.0003066	0.0057685	0.0166778	0.70606	0.72242	0.49834	0.25595
RND0066	0.3820	7	2.50742	8.0018	512	0.0265175	-0.0157268	0.0132799	0.70268	0.70731	0.49870	0.25631
RND0066	0.3820	8	3.32251	10.6029	891	-0.0061813	-0.0004460	0.0095330	0.70282	0.71350	0.49985	0.25729
RND0066	0.3820	9	4.39587	14.0282	1433	0.0094129	0.0012851	0.0079125	0.67194	0.69044	0.50621	0.26400
RND0067	0.2700	0	0.32967	nan	0	nan	nan	nan	nan	nan	nan	nan
RND0067	0.2700	1	0.43892	nan	1	nan	nan	nan	nan	nan	nan	nan
RND0067	0.2700	2	0.58437	nan	13	nan	nan	nan	nan	nan	nan	nan
RND0067	0.2700	3	0.80438	3.2419	81	0.0314432	0.0050541	0.0335780	0.69862	0.68371	0.60357	0.37495
RND0067	0.2700	4	1.04620	4.2166	136	-0.0283113	-0.0025373	0.0269332	0.69477	0.73017	0.56437	0.33024
RND0067	0.2700	5	1.40544	5.6645	169	-0.0124032	0.0229294	0.0232390	0.70278	0.74807	0.57121	0.33751
RND0067	0.2700	6	1.84805	7.4483	345	0.0167972	-0.0162501	0.0161443	0.68806	0.66520	0.57524	0.34266
RND0067	0.2700	7	2.49871	10.0707	649	-0.0114553	-0.0168823	0.0122675	0.68690	0.71305	0.58292	0.35143
RND0067	0.2700	8	3.31456	13.3589	1058	-0.0083863	-0.0114099	0.0103161	0.68481	0.72877	0.59424	0.36411
RND0067	0.2700	9	4.42401	17.8304	1790	-0.0049559	-0.0019846	0.0069615	0.71805	0.72504	0.59904	0.36896
RND0068	0.0550	0	0.33399	5.2077	191	-0.0165194	-0.0214200	0.0186994	0.74319	0.75425	0.88903	0.79200
RND0068	0.0550	1	0.44890	6.9994	370	0.0079138	-0.0196010	0.0149302	0.70170	0.71593	0.88694	0.78836
RND0068	0.0550	2	0.59086	9.2129	584	0.0096911	-0.0254820	0.0123483	0.72821	0.71147	0.89355	0.79990
RND0068	0.0550	3	0.79324	12.3684	1133	0.0040932	-0.0108738	0.0085102	0.75773	0.76137	0.89291	0.79867
RND0068	0.0550	4	1.05252	16.4111	2114	-0.0076819	0.0006721	0.0060464	0.74221	0.75040	0.89368	0.80012
RND0068	0.0550	5	1.39898	21.8133	3598	0.0109893	0.0048666	0.0047571	0.73867	0.73109	0.89638	0.80477
RND0068	0.0550	6	1.86153	29.0254	6221	-0.0034516	0.0013873	0.0036236	0.75357	0.73937	0.89465	0.80171
RND0068	0.0550	7	2.48520	38.7500	10141	0.0006284	0.0026291	0.0027897	0.73560	0.74009	0.89714	0.80604
RND0068	0.0550	8	3.31185	51.6393	18518	0.0062617	-0.0022676	0.0020988	0.73788	0.74043	0.89729	0.80635
RND0068	0.0550	9	4.40820	68.7339	34531	-0.0043627	0.0008280	0.0015125	0.74599	0.74150	0.89686	0.80558
RND0069	0.2350	0	0.32967	nan	12	nan	nan	nan	nan	nan	nan	nan
RND0069	0.2350	1	0.44589	1.9901	32	-0.0206835	0.0004274	0.0454126	0.59701	0.70767	0.67156	0.45787
RND0069	0.2350	2	0.60500	2.7002	58	-0.0194313	0.0120695	0.0410382	0.67036	0.69697	0.64933	0.43111
RND0069	0.2350	3	0.80266	3.5824	105	0.0616686	-0.0083970	0.0310396	0.76229	0.72085	0.62419	0.40058
RND0069	0.2350	4	1.03332	4.6119	149	0.0095832	-0.0047081	0.0237623	0.72867	0.78322	0.64836	0.42859
RND0069	0.2350	5	1.42316	6.3518	244	-0.0155704	-0.0041471	0.0178580	0.71388	0.71558	0.64399	0.42368
RND0069	0.2350	6	1.88081	8.3944	606	-0.0030058	0.0211410	0.0121872	0.69578	0.71135	0.65296	0.43427
RND0069	0.2350	7	2.47239	11.0347	981	-0.0178376	-0.0063711	0.0093926	0.70493	0.72434	0.65085	0.43164
RND0069	0.2350	8	3.33378	14.8792	1610	0.0063800	0.0004334	0.0073845	0.72174	0.68728	0.64124	0.41966
RND0069	0.2350	9	4.40575	19.6636	2738	-0.0034908	-0.0017095	0.0056276	0.72494	0.70736	0.63779	0.41572
RND0070	0.2230	0	0.32967	nan	14	nan	nan	nan	nan	nan	nan	nan
RND0070	0.2230	1	0.44926	2.0862	33	0.0253336	0.0429712	0.0462143	0.74281	0.72589	0.64986	0.43299
RND0070	0.2230	2	0.58731	2.7272	66	-0.0434029	-0.0519478	0.0423819	0.72198	0.71380	0.64029	0.42027
RND0070	0.2230	3	0.78626	3.6511	115	0.0061271	0.0358271	0.0258556	0.74512	0.69655	0.64813	0.42767
RND0070	0.2230	4	1.05107	4.8807	167	0.0140226	-0.0283401	0.0215916	0.73361	0.77010	0.64825	0.42745
RND0070	0.2230	5	1.38926	6.4511	302	0.0253221	0.0140866	0.0156908	0.70555	0.77181	0.64581	0.42599
RND0070	0.2230	6	1.84638	8.5738	495	-0.0162707	-0.0024091	0.0140418	0.68777	0.69543	0.64050	0.41974
RND0070	0.2230	7	2.49223	11.5729	779	-0.0072346	-0.0059644	0.0104411	0.72111	0.71722	0.63976	0.41779
RND0070	0.2230	8	3.30227	15.3343	1448	-0.0016327	-0.0018833	0.0077614	0.72087	0.73900	0.63287	0.40990
RND0070	0.2230	9	4.40390	20.4498	2703	0.0010267	0.0041201	0.0055600	0.72686	0.71913	0.62920	0.40529
RND0071	0.3310	0	0.32967	nan	2	nan	nan	nan	nan	nan	nan	nan
RND0071	0.3310	1	0.43892	nan	8	nan	nan	nan	nan	nan	nan	nan
RND0071	0.3310	2	0.59082	2.0679	29	-0.0362432	-0.0364619	0.0565166	0.52565	0.61866	0.54741	0.30755
RND0071	0.3310	3	0.78299	2.7405	44	0.0852886	-0.0300379	0.0409236	0.71102	0.67551	0.49541	0.25622
RND0071	0.3310	4	1.05310	3.6859	78	-0.0125292	0.0248996	0.0271527	0.75908	0.73349	0.52457	0.28694
RND0071	0.3310	5	1.41877	4.9658	135	-0.0237785	0.0038665	0.0254748	0.71052	0.71344	0.53275	0.29322
RND0071	0.3310	6	1.86874	6.5407	277	-0.0183087	0.0106158	0.0168929	0.72222	0.68346	0.54301	0.30311
RND0071	0.3310	7	2.46801	8.6382	513	-0.0113777	0.0022526	0.0125190	0.71544	0.71202	0.53150	0.29236
RND0071	0.3310	8	3.31942	11.6183	750	-0.0161851	-0.0053497	0.0107856	0.73928	0.74062	0.53243	0.29182
RND0071	0.3310	9	4.38728	15.3559	1259	0.0123806	0.0008505	0.0082162	0.71921	0.71263	0.53328	0.29400
RND0072	0.3120	0	0.32967	nan	8	nan	nan	nan	nan	nan	nan	nan
RND0072	0.3120	1	0.44320	1.6142	27	0.0360239	0.0804298	0.0633234	0.64538	0.64915	0.55826	0.32063
RND0072	0.3120	2	0.58002	2.1126	39	-0.0097033	-0.0285418	0.0584472	0.66582	0.68389	0.57467	0.33963
RND0072	0.3120	3	0.77788	2.8333	62	-0.0303069	0.0389087	0.0408325	0.69229	0.65245	0.56884	0.33339
RND0072	0.3120	4	1.05591	3.8459	83	-0.0071216	-0.0304044	0.0268829	0.72367	0.76488	0.56801	0.33180
RND0072	0.3120	5	1.40374	5.1128	173	0.0191623	0.0111965	0.0208892	0.67551	0.79670	0.56151	0.32451
RND0072	0.3120	6	1.88614	6.8698	340	0.0065227	-0.0090419	0.0162561	0.68901	0.71205	0.55643	0.31893
RND0072	0.3120	7	2.49645	9.0927	659	-0.0027830	-0.0068288	0.0108381	0.71784	0.72691	0.55992	0.32281
RND0072	0.3120	8	3.31121	12.0603	1187	-0.0055197	-0.0174047	0.0087888	0.70507	0.70766	0.55928	0.32210
RND0072	0.3120	9	4.40678	16.0506	2242	-0.0099487	-0.0047705	0.0062258	0.70135	0.72712	0.55483	0.31795
RND0073	0.3560	0	0.32967	nan	15	nan	nan	nan	nan	nan	nan	nan
RND0073	0.3560	1	0.44551	1.4867	29	-0.0219568	-0.0399223	0.0422722	0.79570	0.70064	0.55330	0.30898
RND0073	0.3560	2	0.59776	1.9948	44	0.0818576	-0.0081704	0.0493425	0.69018	0.71447	0.55535	0.31174
RND0073	0.3560	3	0.79080	2.6390	86	0.0040112	0.0186921	0.0368934	0.63793	0.71441	0.55283	0.31076
RND0073	0.3560	4	1.03883	3.4667	160	-0.0011088	-0.0545918	0.0219974	0.72239	0.74336	0.54351	0.30292
RND0073	0.3560	5	1.40268	4.6809	271	0.0027985	-0.0188570	0.0175579	0.69003	0.76104	0.54200	0.30029
RND0073	0.3560	6	1.85658	6.1955	406	0.0089506	0.0039535	0.0136339	0.73463	0.72515	0.54827	0.30626
RND0073	0.3560	7	2.48969	8.3083	754	0.0022820	-0.0155718	0.0102670	0.75991	0.72744	0.54714	0.30505
RND0073	0.3560	8	3.31184	11.0518	1295	-0.0019875	0.0073694	0.0076085	0.75875	0.75011	0.53818	0.29653
RND0073	0.3560	9	4.38931	14.6475	2370	-0.0070135	-0.0076472	0.0059905	0.75276	0.72929	0.53877	0.29716
RND0074	0.4540	0	0.32967	nan	3	nan	nan	nan	nan	nan	nan	nan
RND0074	0.4540	1	0.43892	nan	6	nan	nan	nan	nan	nan	nan	nan
RND0074	0.4540	2	0.58437	nan	7	nan	nan	nan	nan	nan	nan	nan
RND0074	0.4540	3	0.77803	nan	16	nan	nan	nan	nan	nan	nan	nan
RND0074	0.4540	4	1.03774	2.9879	30	-0.0545361	-0.0113545	0.0419768	0.49557	0.77826	0.42701	0.18651
RND0074	0.4540	5	1.41054	4.0613	38	-0.0155840	0.0626582	0.0465448	0.73064	0.64976	0.46104	0.22004
RND0074	0.4540	6	1.87741	5.4056	86	-0.0660740	-0.0286272	0.0335120	0.68175	0.57805	0.44138	0.20302
RND0074	0.4540	7	2.50991	7.2267	143	0.0403410	-0.0041616	0.0280494	0.64813	0.64436	0.43790	0.19903
RND0074	0.4540	8	3.31379	9.5413	273	-0.0406120	-0.0078974	0.0186013	0.61012	0.67079	0.43724	0.19878
RND0074	0.4540	9	4.35902	12.5508	475	0.0161698	0.0009172	0.0139424	0.69400	0.61415	0.43745	0.19857
RND0075	0.6840	0	0.32967	nan	3	nan	nan	nan	nan	nan	nan	nan
RND0075	0.6840	1	0.43892	nan	5	nan	nan	nan	nan	nan	nan	nan
RND0075	0.6840	2	0.58437	nan	15	nan	nan	nan	nan	nan	nan	nan
RND0075	0.6840	3	0.77803	nan	17	nan	nan	nan	nan	nan	nan	nan
RND0075	0.6840	4	1.05659	2.4875	22	0.0463679	-0.0578313	0.0615568	0.66124	0.66442	0.27929	0.08294
RND0075	0.6840	5	1.39594	3.2864	41	0.0344341	-0.1508802	0.0615940	0.41411	0.45532	0.28527	0.08550
RND0075	0.6840	6	1.84122	4.3347	67	0.0368818	-0.0176486	0.0402356	0.48248	0.62365	0.28914	0.08815
RND0075	0.6840	7	2.47587	5.8289	138	0.0026978	-0.0229438	0.0252926	0.63711	0.62820	0.27908	0.08220
RND0075	0.6840	8	3.30553	7.7821	184	0.0028450	0.0619012	0.0236433	0.62640	0.58461	0.28481	0.08614
RND0075	0.6840	9	4.43178	10.4336	316	-0.0099868	-0.0026960	0.0186047	0.48451	0.60398	0.29255	0.08962
RND0076	0.4430	0	0.32967	nan	6	nan	nan	nan	nan	nan	nan	nan
RND0076	0.4430	1	0.43892	nan	16	nan	nan	nan	nan	nan	nan	nan
RND0076	0.4430	2	0.57922	1.6913	20	-0.0061403	-0.0034437	0.0616168	0.68873	0.73619	0.43220	0.19457
RND0076	0.4430	3	0.79279	2.3149	37	-0.0221697	0.0768512	0.0533318	0.82425	0.45046	0.46068	0.21819
RND0076	0.4430	4	1.04399	3.0483	64	-0.0616616	0.0374852	0.0394537	0.66197	0.65655	0.43778	0.20140
RND0076	0.4430	5	1.40202	4.0938	146	0.0222225	0.0047643	0.0259996	0.62879	0.66969	0.46036	0.21831
RND0076	0.4430	6	1.86830	5.4553	304	0.0010790	0.0028841	0.0160783	0.69743	0.60237	0.45059	0.21106
RND0076	0.4430	7	2.48531	7.2569	509	0.0096373	0.0054260	0.0124461	0.68637	0.68407	0.45046	0.21012
RND0076	0.4430	8	3.29596	9.6239	871	-0.0167908	0.0071206	0.0098253	0.65802	0.69691	0.45322	0.21227
RND0076	0.4430	9	4.40492	12.8620	1370	-0.0122565	-0.0031262	0.0076923	0.67763	0.67961	0.45459	0.21389
RND0077	0.4690	0	0.32967	nan	9	nan	nan	nan	nan	nan	nan	nan
RND0077	0.4690	1	0.43892	nan	11	nan	nan	nan	nan	nan	nan	nan
RND0077	0.4690	2	0.58624	1.6574	26	0.0415981	-0.0126462	0.0492765	0.63777	0.53357	0.43842	0.19694
RND0077	0.4690	3	0.80396	2.2730	41	0.0266002	-0.0349991	0.0447527	0.74116	0.69215	0.44240	0.20064
RND0077	0.4690	4	1.03445	2.9246	85	-0.0121054	0.0158655	0.0282160	0.70814	0.67556	0.44008	0.20084
RND0077	0.4690	5	1.37851	3.8973	137	0.0049629	0.0194047	0.0254353	0.66474	0.79485	0.43032	0.19043
RND0077	0.4690	6	1.87434	5.2991	231	-0.0292358	-0.0259814	0.0209565	0.62390	0.67073	0.43224	0.19334
RND0077	0.4690	7	2.47626	7.0009	473	0.0085846	0.0000188	0.0129574	0.70214	0.68794	0.43107	0.19187
RND0077	0.4690	8	3.30042	9.3309	662	-0.0065378	-0.0028088	0.0115204	0.67017	0.66142	0.43397	0.19387
RND0077	0.4690	9	4.41087	12.4704	1011	0.0031580	0.0092145	0.0091560	0.67685	0.66885	0.43969	0.19993
RND0078	0.2060	0	0.33399	1.6485	26	-0.0254595	-0.0537323	0.0512798	0.62749	0.74044	0.69524	0.48898
RND0078	0.2060	1	0.45335	2.2377	56	0.0262074	0.0153125	0.0402238	0.67926	0.74092	0.69130	0.48439
RND0078	0.2060	2	0.59200	2.9220	109	0.0295668	-0.0008003	0.0256706	0.73026	0.74437	0.67488	0.46278
RND0078	0.2060	3	0.78501	3.8747	164	-0.0353943	-0.0052772	0.0205857	0.76122	0.70433	0.67886	0.46682
RND0078	0.2060	4	1.06640	5.2635	215	0.0068812	-0.0147992	0.0204407	0.71359	0.72426	0.66602	0.45109
RND0078	0.2060	5	1.40853	6.9523	460	0.0036776	-0.0069092	0.0133332	0.73791	0.71321	0.66354	0.44905
RND0078	0.2060	6	1.85678	9.1648	639	0.0031483	-0.0240769	0.0107371	0.72931	0.71511	0.66326	0.44834
RND0078	0.2060	7	2.49901	12.3347	1228	-0.0022016	-0.0089738	0.0076489	0.73256	0.71892	0.66206	0.44731
RND0078	0.2060	8	3.29920	16.2843	2355	0.0033051	-0.0012432	0.0057989	0.72357	0.71899	0.66249	0.44734
RND0078	0.2060	9	4.39536	21.6947	3977	-0.0009319	-0.0004519	0.0045910	0.70519	0.71778	0.66654	0.45256
RND0079	0.1960	0	0.32967	nan	19	nan	nan	nan	nan	nan	nan	nan
RND0079	0.1960	1	0.43681	2.2416	33	-0.0246872	0.0446989	0.0478382	0.71219	0.63411	0.66370	0.45050
RND0079	0.1960	2	0.59018	3.0287	60	0.0278662	-0.0065421	0.0341786	0.71608	0.69475	0.67545	0.46370
RND0079	0.1960	3	0.79083	4.0584	61	0.0108422	-0.0106320	0.0465362	0.72314	0.75816	0.68006	0.47060
RND0079	0.1960	4	1.05121	5.3946	92	0.0124260	0.0112184	0.0318896	0.64983	0.64949	0.69047	0.48284
RND0079	0.1960	5	1.38261	7.0953	113	-0.0103740	-0.0023993	0.0254466	0.70040	0.68218	0.68128	0.47169
RND0079	0.1960	6	1.88383	9.6675	241	0.0035427	0.0060489	0.0193653	0.61996	0.74840	0.66839	0.45524
RND0079	0.1960	7	2.49233	12.7902	712	-0.0051522	0.0070858	0.0107522	0.74975	0.73445	0.67045	0.45831
RND0079	0.1960	8	3.29026	16.8850	1222	0.0007474	0.0164596	0.0082854	0.74683	0.72444	0.65423	0.43740
RND0079	0.1960	9	4.42989	22.7334	2175	0.0040349	-0.0053106	0.0061663	0.72432	0.71687	0.66558	0.45214
RND0080	0.1090	0	0.33661	2.8196	78	0.0582995	-0.0041463	0.0307889	0.77401	0.76531	0.80012	0.64488
RND0080	0.1090	1	0.44529	3.7300	162	-0.0057709	-0.0187092	0.0191797	0.76838	0.88502	0.80686	0.65539
RND0080	0.1090	2	0.59415	4.9769	228	0.0104453	0.0038809	0.0197197	0.75166	0.65792	0.80211	0.64724
RND0080	0.1090	3	0.79181	6.6327	412	0.0084586	-0.0152081	0.0141583	0.73578	0.72897	0.81328	0.66507
RND0080	0.1090	4	1.05499	8.8371	788	-0.0163884	0.0008726	0.0101512	0.75623	0.72742	0.80821	0.65706
RND0080	0.1090	5	1.39255	11.6648	1233	0.0002962	-0.0115485	0.0085401	0.73836	0.73234	0.81107	0.66142
