CATID	CUBEIDPUB	arm	CUBEFWHM	CUBETEXP	WARNMULT	WARNSK2M	WARNSKER	WARNRE	WARNWCS	WARNEMFT	WARNSKEM	WARNFCAL	WARNZ	RA_OBJ	DEC_OBJ	z_spec	r_petro	M_r	r_e	ellip	PA	mu_within_1re	g_i	Mstar	photometry	ReMGE	mMGE	PAMGE	epsMGE_Re	epsMGE_LW	dist2NNeigh	morph_type	SurfaceDensity	SurfaceDensity_err	SurfaceDensityFlag	SIGMA_RE	SIGMA_RE_ERR	SIGMA_RE_MGE	SIGMA_RE_MGE_ERR	LAMBDAR_RE	LAMBDAR_RE_ERR	VSIGMA_RE	VSIGMA_RE_ERR	PA_STELKIN	PA_STELKIN_ERR	APER_CORR_FLAG	MEAN_K51_RE	PA_GASKIN	PA_GASKIN_ERR	V_GAS_RE	V_GAS_RE_ERR	VDISP_GAS_RE	VDISP_GAS_RE_ERR	HALPHA_RE	HALPHA_RE_ERR	cluster	R_on_rtwo	V_on_sigma	is_mem	R_proj_Mpc_from_cat	v_pec_kms	host_z_clus	host_sigma_200	host_e_sigma_200	host_N_mem_R200	host_R_200	host_M_200_caustic	host_M_200_virial	has_stelkin_sigma_re	has_lambda_re	has_stelkin_pa	has_gaskin_pa	has_gas_vdisp_re	has_resolved_kin_maps	kin_quality_clean	has_struct_full	has_mge	has_morph	has_env_cluster	incl_deg_thin
543491	543491_A	GAMA	2.19595	10135	0	0	0	0	0	0	0	0	0	211.828	-1.01335	0.03525	17.563	-18.4	5.03	0.8202	140.91	21.47	0.55	9.02	GAMA	2.50551	17.7345	140.559	0.70178	0.77085	11.4688	3	0.2	0.0569	1	56.9208	7.22525	49.0761	8.95349					262	29.8333			306	0.166667	0.897918	0.183634	36.9071	0.211446	36.1977	0.146047														True	False	True	True	True	True	True	True	True	True	False	79.6419
543494	543494_A	GAMA	2.19595	10135	0	0	0	0	0	0	0	0	0	211.75	-0.850578	0.02959	16.155	-19.53	6.99	0.6547	171.36	21.31	0.64	9.54	GAMA	4.02837	16.2612	172.345	0.576435	0.627479	13.559	3	0.329	0.034	1	74.5618	3.17017	69.7584	3.07699	0.592412	0.0383909	0.773303	0.0509024	336.5	6.5	1	0.0895017	350.5	0.166667	-17.2788	0.206341	68.4435	0.19484	146.45	0.397587														True	True	True	True	True	True	True	True	True	True	False	69.7999
543498	543498_A	GAMA	2.58754	10800	0	0	0	0	0	0	0	0	0	211.802	-1.013	0.05082	15.214	-21.63	4.89	0.0189	57.72	20.77	0.89	10.56	GAMA	4.81321	15.3748	46.3	0.0219931	0.0357785	14.5914	2	8.576	0.2459	0	86.6212	2.52426	86.5325	2.23742	0.498939	0.0133465	0.596629	0.0180957	103.5	1.66667	0	0.0453388	105	0.166667	36.8861	0.296096	84.1012	0.282294	186.781	0.580015														True	True	True	True	True	True	True	True	True	True	False	11.1572
543499	543499_A	GAMA	2.0602	12600	0	0	0	0	0	0	0	0	0	211.803	-0.97485	0.05351	16.617	-20.34	3.27	0.0233	154.5	21.29	1.18	10.25	GAMA	2.92596	16.8456	138.822	0.237149	0.118418	8.13845	1.5	10.59	1.3449	0	66.0553	2.32262	65.1817	2.2319	0.276519	0.0248367	0.31777	0.0275087	233.5	3.41667	0	0.14774	209.5	1.16667	-11.329	1.03005	49.8195	1.10148	10.4509	0.171336														True	True	True	True	True	True	True	True	True	True	False	12.3926
543501	543501_A	GAMA	1.70055	11550	0	0	0	0	0	0	0	0	0	211.815	-0.925677	0.05154	16.316	-20.64	3.66	0.5936	125.11	20.16	1.3	10.47	GAMA	2.44845	16.3179	124.385	0.338033	0.405352	20.3675	1	13.309	1.6472	0	167.393	1.86933	161.536	1.99294	0.396721	0.0108649	0.473849	0.0130228	307	1.66667	0	0.0297644	311.5	0.166667	-1.7601	7.05434	191.623	5.82543	7.10399	0.235915														True	True	True	True	True	True	True	True	True	True	False	66.0211
543531	543531_A	GAMA	2.19595	10135	1	0	0	0	0	0	0	0	0	211.952	-0.931326	0.0526	16.227	-20.71	2.88	0.2558	27.18	20.19	1.2	10.41	GAMA	2.32334	16.2386	25.63	0.101313	0.153725	6.0916	0.5	98.952	43.3281	0	142.364	1.79796	141.64	1.37625	0.118001	0.0108502	0.131263	0.0100576	23.5	4.66667	0	0.0938233	83	0.166667	193.198	40.7148	18.1933	89.5554																True	True	True	True	True	True	False	True	True	True	False	41.9096
543536	543536_A	GAMA	2.0602	12600	0	0	0	0	0	0	0	0	0	211.896	-0.970779	0.05403	17.546	-19.63	0.53	0.2897	86.45	17.88	1.22	10	GAMA	0.615578	17.5772	99.62	0.00623519	0.224247	12.8437	-9	29.015	24.1913	0	167.734	3.9034	167.734	4.67728					92	6.58333			116.5	1.08333	32.8712	11.8498	2.78012	126.099	0.0397028	0.0145858														True	False	True	True	True	True	True	True	True	True	False	44.7407
543537	543537_A	GAMA	2.58754	10800	0	0	0	0	0	0	0	0	0	211.912	-0.955317	0.05387	14.147	-23.05	9.99	0.2685	37.09	20.72	1.27	11.42	GAMA	8.69991	14.0332	39.0949	0.232476	0.314868	26.2455	0	78.705	73.8937	0					0.094394	0.00596309	0.102006	0.00534022	347.5	6.91667	1		245	0.166667	61.0451	5.29555	185.641	4.51124	32.191	1.29883														False	True	True	True	True	True	True	True	True	True	False	42.9877
543552	543552_A	GAMA	2.0602	12600	0	0	0	0	0	0	0	0	0	211.961	-0.950379	0.05194	17.082	-19.86	2.58	0.6763	142.55	19.97	1.23	10.1	GAMA	1.4896	17.1769	141.794	0.38825	0.586722	16.1573	1.5	79.523	28.0458	0	112.472	2.49134	113.325	2.67994	0.325245	0.0207092	0.371495	0.0230952	145.5	3.08333	0	0.0204517	119	0.166667	124.71	143.134	334.909	114.254	0.0963963	0.130066														True	True	True	True	True	True	True	True	True	True	False	71.1132
543553	543553_A	GAMA	1.70055	11550	0	0	0	0	0	0	0	0	0	211.969	-0.915197	0.05478	16.503	-20.52	3.49	0.2562	34.44	20.87	1.22	10.35	GAMA	2.35278	16.6822	43.9937	0.252766	0.229281	15.6419	0.5	31.054	5.2891	0	99.3006	1.62757	100.293	1.59031	0.314662	0.0140391	0.340782	0.0139857	61.5	2.33333	0	0.0611447	72	0.166667	-5.7985	2.26662	127.607	2.13888	7.76929	0.207171														True	True	True	True	True	True	True	True	True	True	False	41.9439
543554	543554_A	GAMA	2.0602	12600	0	0	0	0	0	0	0	0	0	211.976	-0.856257	0.05522	17.328	-19.74	2.51	0.7121	3.25	20.04	1.21	10.03	GAMA	1.37536	17.3739	2.82797	0.346984	0.551842	8.82296	1.5	13.166	2.3626	0	84.3157	2.93823	83.0667	2.40296	0.406082	0.0301828	0.433845	0.0383432	177	5.33333	0	0.0552048	89	0.166667	359.357	27.7385	70.0178	30.7088																True	True	True	True	True	True	True	True	True	True	False	73.2677
54359	54359_A	GAMA	2.13287	12600	0	0	0	0	0	0	0	0	0	177.743	-0.36795	0.0425	15.47	-21	5.22	0.1328	153.99	20.95	0.87	10.3	GAMA	4.97394	15.5141	160.288	0.119128	0.125438	28.3564	2.5	0.036	0.0063	0	67.7221	1.34982	66.8749	1.52653	0.553154	0.0117803	0.716519	0.0196477	330.5	1.16667	0	0.0405331	328	0.166667	22.7316	0.160749	65.0233	0.147507	178.733	0.389993														True	True	True	True	True	True	True	True	True	True	False	29.8651
543738	543738_A	GAMA	2.0602	12600	0	0	0	0	0	0	0	0	0	212.595	-0.853638	0.02515	18.848	-16.44	2.77	0.6361	105.83	22.05	0.66	8.3	GAMA	1.46603	19.1281	106.904	0.426009	0.619204	6.48337	3	2.626	0.6585	0													297.5	0.25	99.2758	1.07847	21.3567	1.82674	1.56073	0.0391991														False	False	False	True	True	True	True	True	True	True	False	68.6601
543752	543752_A	GAMA	1.91953	12600	0	0	0	0	0	0	0	0	0	212.636	-0.841863	0.02533	17.096	-18.3	9.1	0.4731	133.82	23.16	0.46	8.92	GAMA	4.41369	17.4073	124.033	0.440695	0.462005	13.1448	3	2.305	0.4543	0									86	29.9167			127	0.916667	29.5677	0.143185	23.5661	0.214084	84.6471	0.297001														False	False	True	True	True	True	True	True	True	True	False	58.2038
573915	573915_A	GAMA	1.56065	18000	0	0	0	0	0	0	0	0	0	130.614	-0.145167	0.05191	15.39	-21.52	5.53	0.078	164.37	21.01	0.86	10.49	GAMA	5.25403	15.3759	7.27203	0.0368354	0.0271156	11.9205	2.5	1.44	2.6843	0	88.844	1.79091	88.3682	1.7153	0.445243	0.011898	0.518226	0.0142478	174	2.08333	0	0.0581142	174.5	0.166667	-4.22491	0.356079	74.8216	0.338603	110.386	0.426222														True	True	True	True	True	True	True	True	True	True	False	22.7798
574008	574008_A	GAMA	1.56065	18000	0	0	0	0	0	0	0	0	0	131.027	-0.103498	0.05121	15.756	-21.31	5.44	0.4689	57.3	21.01	0.58	10.18	GAMA	4.74463	15.6527	67.7872	0.507965	0.43553	16.9969	3	0.723	0.105	0	85.7847	2.62707	84.2028	2.33417	0.536349	0.0191646	0.693676	0.029675	67	1.83333	0	0.0523432	76	0.166667	19.829	0.223573	86.4391	0.194679	179.499	0.421515														True	True	True	True	True	True	True	True	True	True	False	57.9202
574029	574029_A	GAMA	1.56065	18000	0	0	0	0	0	0	0	0	0	131.077	-0.0492133	0.05144	16.017	-20.85	2.8	0.2321	62.58	20.09	0.64	10.04	GAMA	2.47763	16.1124	68.2112	0.214241	0.203915	14.1637	3	0.746	0.1457	0	72.8841	2.0728	73.087	1.88189	0.412021	0.0184439	0.475849	0.0224276	63	2.25	0	0.0719549	65	0.166667	3.70559	0.143764	69.2252	0.127188	186.165	0.423683														True	True	True	True	True	True	True	True	True	True	False	39.8343
574193	574193_A	GAMA	2.0187	10500	0	0	0	0	0	0	0	0	0	134.434	-0.0448074	0.04369	18.334	-18.14	5.22	0.1848	49.22	23.69	0.35	8.73	GAMA	4.24522	18.5527	150.352	2.22045e-16	0	5.35045	3	0.195	0.0368	0													31	0.25	-21.0151	0.541118	30.7206	0.713513	15.0111	0.166424														False	False	False	True	True	True	True	True	True	True	False	35.3929
574200	574200_A	GAMA	2.5075	10800	0	0	0	0	0	0	0	0	0	134.523	-0.0211456	0.02856	16.346	-19.21	4.74	0.7916	168.61	20.08	0.59	9.37	GAMA	2.29676	16.3954	169.465	0.608739	0.696599	14.8716	3	0.292	0.0524	0	86.0879	2.99565	70.7548	3.10559	0.536339	0.0249515	0.716385	0.0434702	169	3.83333	0	0.0507222	172	0.166667	-8.552	0.170777	71.978	0.154113	86.4536	0.214604														True	True	True	True	True	True	True	True	True	True	False	77.9714
574285	574285_A	GAMA	2.0187	10500	0	0	0	0	0	0	0	0	0	134.945	-0.00561173	0.05273	15.087	-21.9	6.5	0.5399	64.39	20.17	1.24	10.92	GAMA	3.39728	15.118	62.5831	0.399863	0.496338	14.5057	2	0.705	0.2425	0	190.398	1.35938	187.981	1.25978	0.509835	0.00569187	0.602676	0.00787705	237	0.666667	0	0.0196019	237	0.166667	27.7171	3.92206	185.42	3.20733	27.5185	0.538929														True	True	True	True	True	True	True	True	True	True	False	62.6064
574313	574313_A	GAMA	1.79631	12600	0	0	0	0	0	0	0	0	0	135.222	-0.055228	0.04196	18.731	-17.69	2.06	0.5857	44.61	21.44	0.77	8.89	GAMA	1.54038	18.7713	44.54	0.345878	0.325182	10.1487	3	0.6	0.0742	0									129.5	29.9167			41	0.5	20.919	0.292214	29.0966	0.372133	7.7454	0.0521772														False	False	True	True	True	True	True	True	True	True	False	65.5248
574423	574423_A	GAMA	1.79631	12600	0	0	0	0	0	0	0	0	0	135.76	-0.200388	0.0536	15.643	-21.41	4.38	0.2613	153.81	20.39	1.25	10.74	GAMA	3.10312	15.6729	145.63	0.179016	0.286183	10.9417	0.5	0.836	0.1309	0	174.974	1.44811	177.6	1.34724	0.200678	0.00663761	0.204135	0.00628596	160.5	2.83333	0	0.0485045	229.5	0.25	69.2603	25.9737	214.16	20.4292																True	True	True	True	True	True	True	True	True	True	False	42.3792
574572	574572_A	GAMA	2.33805	10500	0	0	0	0	0	0	0	0	0	136.336	-0.0369969	0.01909	16.706	-17.93	1.88	0.0824	15.62	20.12	0.46	8.76	GAMA	1.83922	16.7904	41.1017	0.0526818	0.0613754	10.9851	3	0.651	0.2533	0	40.6053	3.2271	42.347	3.54786					323	29.8333			152	0.166667	-15.0619	0.170176	31.7316	0.204998	63.9796	0.317373														True	False	True	True	True	True	True	True	True	True	False	23.4223
574617	574617_A	GAMA	2.33805	10500	0	0	0	0	0	0	0	0	0	136.438	-0.193255	0.07642	16.638	-21.12	2.42	0.1477	131.92	20.49	0.9	10.33	GAMA	2.27002	16.7721	133.887	0.0365912	0.0121742	6.86496	2	0.057	0.0178	0	81.3652	2.46307	79.419	2.59179	0.300808	0.0237063	0.350156	0.0274608	75	3.08333	0	0.12928	264.5	0.166667	-1.79137	0.313076	62.7447	0.277935	62.1247	0.300697														True	True	True	True	True	True	True	True	True	True	False	31.5373
574692	574692_A	GAMA	2.33805	10500	0	0	0	0	0	0	0	0	0	136.737	-0.12355	0.01886	15.632	-19.05	4.39	0.3653	156.92	20.51	0.59	9.31	GAMA	3.72244	15.6805	155.516	0.362966	0.237591	12.5979	3	0.291	0.0062	0									188.5	5.66666			166.5	0.166667	-10.034	0.0774938	31.579	0.0900191	306.319	0.768748														False	False	True	True	True	True	True	True	True	True	False	50.6023
574934	574934_A	filler	2.42225	12600	0	0	0	0	0	0	0	0	0																			3												254.5	29.75			246	0.166667																				False	False	True	True	False	True	True	False	False	True	False	
575097	575097_A	GAMA	2.14185	12600	0	0	0	0	0	0	0	0	0	138.475	-0.0440276	0.05498	17.61	-19.48	3.2	0.8212	26.36	20.35	1.14	9.89	GAMA	2.37534	17.5483	25.4343	0.504604	0.470526	11.2592	3	0.715	0.0403	0	82.6773	3.75662	72.9349	3.94757	0.456771	0.0539577	0.563807	0.0741941	212	5.75	0	0.0439231	223.5	0.416667	-4.64036	0.471501	53.9669	0.4829	10.0572	0.0864284														True	True	True	True	True	True	True	True	True	True	False	79.7001
575339	575339_A	GAMA	1.76943	10210	0	0	0	0	0	0	0	0	0	139.485	-0.101366	0.05759	16.391	-20.74	1.66	0.014	70.07	19.41	1.18	10.41	GAMA	1.2713	16.4421	44.6143	0.0529357	0.0148319	10.2988	0	1.661	0.3136	0	85.8896	1.41908	86.099	1.50902	0.0483049	0.0137538	0.052131	0.0122443	321	10.5	0		306.5	0.166667	8.85522	1.99451	80.6277	1.9595	3.42225	0.132653														True	True	True	True	True	True	True	True	True	True	False	9.59864
575532	575532_A	GAMA	2.71701	13440	0	0	0	0	0	0	0	0	0	140.355	-0.0621158	0.08776	16.027	-22.11	4.43	0.4508	13.28	20.5	1.34	11.03	GAMA	2.7079	16.1066	7.98593	0.319545	0.444963	20.3029	2	0.054	0.0092	1	214.51	2.16334	208.911	2.12753	0.335966	0.00860238	0.379957	0.00930404	208	1.16667	0	0.0319482	211.5	0.166667	29.466	9.56867	199.274	7.2244	5.62554	0.253105														True	True	True	True	True	True	True	True	True	True	False	56.6879
575579	575579_A	GAMA	1.79192	12420	0	0	0	0	0	0	0	0	0	140.573	-0.192592	0.05298	18.439	-19.09	1.79	0.6757	73.42	20.6	1.55	10.13	GAMA	1.79622	18.4797	72.8851	2.22045e-16	0	4.97902	3	3.325	0.493	0			48.2579	10.8922					268.5	29.9167			257.5	0.166667	-19.4113	0.957808	55.5626	0.96551	3.13425	0.0438488														False	False	True	True	True	True	True	True	True	True	False	71.0768
575623	575623_A	GAMA	1.57214	12600	0	0	0	0	0	0	0	0	0	140.708	-0.150782	0.02038	18.185	-16.67	1.6	0.4008	68.67	20.62	0.62	8.38	GAMA	1.0935	18.1464	72.5589	0.122613	0.295822	7.65278	3	0.566	0.1104	1									200	29.9167			5.5	0.166667	119.118	0.742609	24.4687	1.12916	2.23727	0.0375227														False	False	True	True	True	True	True	True	True	True	False	53.1874
575625	575625_A	GAMA	1.79192	12420	0	0	0	0	0	0	0	0	0	140.731	-0.0619859	0.05468	16.624	-20.44	4.35	0.5939	85.74	20.84	1.1	10.24	GAMA	2.55011	16.6437	88.4554	0.450598	0.575144	15.4234	2	1.832	0.1925	0	124.701	4.20485	110.155	3.30289	0.538876	0.0258046	0.691496	0.0400286	82.5	2.41667	0	0.0477409	82	0.166667	17.62	1.97413	125.156	1.80977	19.4902	0.271074														True	True	True	True	True	True	True	True	True	True	False	66.0399
575670	575670_A	GAMA	1.79192	12420	0	0	0	0	0	0	0	0	0	140.935	-0.187238	0.05601	16.659	-20.46	5.62	0.7531	173.78	20.99	1.33	10.43	GAMA	3.52555	16.5182	174.086	0.678883	0.522981	11.2201	2.5	2.339	0.3898	1	107.194	5.36515	92.5384	4.48404	0.556867	0.0373938	0.809367	0.0692977	358.5	7.83333	0		355.5	0.166667	-25.4209	1.71614	122.864	1.64037	18.7013	0.223084														True	True	True	True	True	True	True	True	True	True	False	75.7059
583427	583427_A	GAMA	2.36726	16200	0	0	0	0	0	0	0	0	0	174.764	-0.206001	0.01809	13.754	-21.01	16.83	0.815	130.97	20.04	1.19	10.6	GAMA	7.03917	13.6804	130.819	0.775873	0.639243	19.4386	2	0.731	0.2932	1					0.63676	0.00402095	0.801165	0.00492759	129.5	0.583333	1		131.5	0.166667	-8.74019	0.380975	84.5385	0.383513	219.91	0.950643														False	True	True	True	True	True	True	True	True	True	False	79.3389
583443	583443_A	GAMA	2.95003	13800	0	0	0	0	0	0	0	0	0	174.882	-0.159899	0.02845	17.599	-17.96	3.16	0.1535	126.7	21.98	0.66	8.93	GAMA	2.67718	17.763	125.778	0.102961	0.16078	6.206	3	0.892	0.0163	0	38.7934	6.39812	38.4967	6.77771					148	27.9167			124	0.666667	-7.73729	0.302716	35.7327	0.364612	19.3034	0.118158														True	False	True	True	True	True	True	True	True	True	False	32.167
583479	583479_A	filler	2.36726	16200	0	0	0	0	0	0	0	0	0																			3												335.5	10.1667			9.5	0.166667																				False	False	True	True	False	True	True	False	False	True	False	
583508	583508_A	GAMA	2.36726	16200	0	0	0	0	0	0	0	0	0	175.305	-0.201207	0.02795	17.429	-18.08	4.43	0.5041	132.5	21.97	0.59	8.92	GAMA	3.40031	17.392	130.217	0.457838	0.352217	14.2211	3	0.58	0.1033	0	42.4189	4.60384	37.4485	5.47658					273.5	14.4167			124	0.166667	-11.9242	0.219327	29.6422	0.287508	23.616	0.114666														True	False	True	True	True	True	True	True	True	True	False	60.2709
583551	583551_A	GAMA	2.36726	16200	0	0	0	0	0	0	0	0	0	175.472	-0.166053	0.03995	18.107	-18.17	5.11	0.892	31.19	21.3	0.64	8.98	GAMA	2.44072	17.9851	31.3986	0.699742	0.508544	3.18185	3	0.049	0.0091	1	60.7975	7.94237	56.8979	7.5623					198	18.25			210	0.416667	-13.2968	0.939132	66.607	0.970294	4.15963	0.0480863														True	False	True	True	True	True	True	True	True	True	False	83.8
583637	583637_A	GAMA	2.04631	12250	0	0	0	0	0	0	0	0	0	175.825	-0.18161	0.05643	16.605	-20.49	3.28	0.054	141.84	21.15	0.78	10.01	GAMA	3.25635	16.6057	138.019	0.0159225	0.0305834	20.7787	2	0.04	0.0022	0	49.1814	1.52734	48.8682	1.83084	0.259227	0.0206625	0.291625	0.0211678	158	4.33333	0	0.0656835	164.5	0.25	0.10163	0.199616	32.1066	0.234357	39.7315	0.18														True	True	True	True	True	True	True	True	True	True	False	18.9151
583716	583716_A	GAMA	2.04631	12250	0	0	0	0	0	0	0	0	0	176.234	-0.0539731	0.01839	18.709	-16.11	3.47	0.3809	168.14	22.84	0.69	8.23	GAMA	2.3173	19.0742	167.964	0.0134534	0	4.77993	3	0.353	0.0525	0	38.8463	9.83901							169.5	25.9167			2.5	0.166667	17.9511	0.496117	19.8711	0.864806	6.08758	0.0723119														True	False	True	True	True	True	True	True	True	True	False	51.7496
583723	583723_A	GAMA	2.20911	11700	0	0	0	0	0	0	0	0	0	176.317	-0.198826	0.09324	15.722	-22.59	7.1	0.1144	6.70999	21.5	1.33	11.2	GAMA	3.63798	15.7071	179.264	0.0647408	0.103351	22.943	0	0.06	0.3043	0	234.544	4.71733	238.379	3.17146	0.11123	0.0104574	0.117587	0.00952521	6	26.25	1	1.06581	32	0.166667	333.253	47.4485	435.319	44.7836	6.50188	0.954776														True	True	True	True	True	True	True	True	True	True	False	27.6746
583744	583744_A	GAMA	2.04631	12250	0	0	0	0	0	0	0	0	0	176.407	-0.0721298	0.01966	18.508	-16.36	1.11	0.4841	164.74	20.06	0.62	8.26	GAMA	0.773008	18.5785	162.288	0.121453	0.49993	12.8599	3	0.322	0.0598	0									232.5	29.8333			307.5	0.25	-95.3636	0.398105	29.5134	0.520414	3.06185	0.0288537														False	False	True	True	True	True	True	True	True	True	False	58.9424
584013	584013_A	GAMA	1.82137	10500	0	0	0	0	0	0	0	0	0	177.879	-0.0777587	0.0477	15.37	-21.37	3.59	0.2946	5.1	19.81	0.9	10.46	GAMA	3.11711	15.4205	166.504	0.250541	0.167557	20.4031	2	0.476	0.3444	0	79.5542	1.34177	79.904	1.44553	0.268333	0.012037	0.28968	0.0121407	358	3.08333	0	0.0454942	353	0.166667	-7.12192	0.136709	58.5317	0.127822	290.783	0.833882														True	True	True	True	True	True	True	True	True	True	False	45.1381
584682	584682_A	GAMA	1.70467	12420	0	0	0	0	0	0	0	0	0	180.12	-0.123575	0.08127	15.094	-23.04	9.49	0.3967	61.35	21.16	1.33	11.4	GAMA	5.63812	15.0022	63.5296	0.39897	0.350212	11.2223	1	2.943	2.0523	0			292.083	2.31694	0.460838	0.00556888	0.51394	0.00552742	61.5	1.08333	1	0.0393583	51	0.166667	-3.25663	32.9639	430.984	26.4668	14.5346	0.97541														False	True	True	True	True	True	True	True	True	True	False	52.8934
584731	584731_A	GAMA	1.70467	12420	0	0	0	0	0	0	0	0	0	180.199	-0.0233346	0.00644	17.538	-17.67	29.4	0.1947	50.74	24.33	0.64	8.84	GAMA	16.4293	15.1656	43.3194	0.393819	0.136556	11.8992	3	0.479	0.267	1									208.5	29.8333			98	1.33333	12.2531	0.143302	16.628	0.280889	344.755	1.40353														False	False	True	True	True	True	True	True	True	True	False	36.3608
585035	585035_A	GAMA	1.86273	10500	0	0	1	0	0	0	0	0	0	180.896	-0.0403568	0.03663	17.213	-18.93	4.96	0.6835	179.46	21.52	0.37	9.09	GAMA	3.11774	17.212	178.017	0.61881	0.550939	6.39927	3	0.091	0.0173	0													185.5	0.166667	-11.4362	0.161413	33.6693	0.19287	51.8599	0.180984														False	False	False	True	True	True	False	True	True	True	False	71.5486
585121	585121_A	GAMA	1.48519	12600	0	0	0	0	0	0	0	0	0	181.193	-0.0153793	0.04045	16.992	-19.33	3	0.2723	169.93	21.07	0.77	9.55	GAMA	2.51513	17.0973	163.745	0.0342717	0.0389969	16.0391	3	0.208	0.0396	0	59.5562	2.55719	57.631	2.48686					209	2.33333			206	0.166667	-4.49741	0.157969	49.0829	0.153603	81.7772	0.311871														True	False	True	True	True	True	True	True	True	True	False	43.3061
585196	585196_A	GAMA	2.75338	12600	0	0	0	0	0	0	0	0	0	181.622	-0.172404	0.09232	17.248	-21.02	1.98	0.2273	153.8	20.4	1.31	10.55	GAMA	1.66943	17.2809	154.096	0.152124	0.241026	14.7078	0.5	0.113	0.0192	0	139.706	2.48271	140.937	2.87603	0.132047	0.0184761	0.142839	0.0175926	157.5	5.91667	0	0.0800138	329.5	0.25	13.7547	12.4784	142.329	11.1934	0.927375	0.101416														True	True	True	True	True	True	True	True	True	True	False	39.403
585215	585215_A	GAMA	2.75338	12600	0	0	0	0	0	0	0	0	0	181.679	-0.203879	0.09278	16.222	-22.1	3.1	0.1342	116.85	20.38	1.36	11.03	GAMA	2.31071	16.2453	118.844	0.0527944	0.11765	13.3723	0	0.09	0.0147	0	214.428	2.13157	217.028	2.0319	0.074358	0.00832714	0.0814334	0.00792231	91	29.9167	0	0.817892	4.5	2.5	223.55	43.9568	282.472	32.0406	1.45456	0.273221														True	True	True	True	True	True	True	True	True	True	False	30.0258
585226	585226_A	GAMA	1.48519	12600	0	0	0	0	0	0	0	0	0	181.853	-0.158318	0.02125	15.281	-19.6	7.42	0.3394	170.48	21.49	0.69	9.62	GAMA	7.05281	15.323	174.65	0.337577	0.326012	6.50125	3	0.488	0.0421	0	47.006	1.7213			0.454716	0.0243633	0.579823	0.023044	140	2.33333	1		129	0.166667	-2.45755	0.1464	41.6233	0.161622	113.633	0.318601														True	True	True	True	True	True	True	True	True	True	False	48.6544
585231	585231_A	GAMA	1.48519	12600	0	0	0	0	0	0	0	0	0	181.781	-0.0201867	0.02094	17.083	-17.92	4.52	0.4066	87.83	22.01	0.46	8.76	GAMA	3.99344	17.1906	89.71	0.393818	0.450534	6.06597	3	0.65	0.103	0	43.2439	4.8391	43.2869	5.14373					233.5	11			265	0.166667	-5.16191	0.118182	30.0581	0.150989	69.5368	0.206229														True	False	True	True	True	True	True	True	True	True	False	53.6013
585314	585314_A	GAMA	2.63986	18700	0	0	0	0	0	0	0	0	0	182.232	-0.0925008	0.04055	17.44	-18.9	3.11	0.7105	47.1	20.6	0.53	9.18	GAMA	1.9388	17.4437	48.1214	0.485323	0.489487	7.94525	3	0.108	0.0167	0	97.1269	6.24337	87.8608	6.23487	0.186995	0.0549772	0.221504	0.0587221	30.5	17.25	0	0.201224	51.5	0.166667	-2.84788	0.401421	53.62	0.400603	17.4967	0.137933														True	True	True	True	True	True	True	True	True	True	False	73.172
585359	585359_A	GAMA	2.63986	18700	0	0	0	0	0	0	0	0	0	182.471	-0.0160222	0.03526	15.294	-20.77	6.48	0.5596	177.94	20.84	1	10.32	GAMA	5.40803	15.2689	174.267	0.674613	0.566416	15.6081	2.5	0.443	0.2203	0	95.2858	1.89212			0.532834	0.00825616	0.716877	0.0136976	357.5	1.66667	0	0.0413355	0.5	0.166667	-44.0896	0.37649	89.8679	0.352533	77.3218	0.28916														True	True	True	True	True	True	True	True	True	True	False	63.8706
585386	585386_A	GAMA	2.63986	18700	0	0	0	0	0	0	0	0	0	182.648	-0.171495	0.05042	15.008	-21.94	5.87	0.2606	91.05	20.52	0.89	10.68	GAMA	4.95553	15.0081	81.3269	0.25058	0.219907	17.8976	2	0.103	0.0205	0	138.727	1.45892	138.099	1.40462	0.561083	0.00497579	0.697883	0.00733926	78.5	0.666667	0	0.0128253	80	0.166667	30.0613	0.507041	135.075	0.443518	143.338	0.492406														True	True	True	True	True	True	True	True	True	True	False	42.3197
585420	585420_A	GAMA	2.0728	14400	0	0	0	0	0	0	0	0	0	182.822	-0.0964132	0.02037	18.571	-16.53	28.8	0.7732	25.39	24.79	0.81	8.5	GAMA	2.45518	18.7329	15.0429	0.477626	0.567111	7.45137	3	1.007	0.172	0													199.5	3.08333	15.3914	1.6178	28.5912	2.33625	20.671	0.706291														False	False	False	True	True	True	True	True	True	True	False	76.8913
585422	585422_A	GAMA	2.0728	14400	0	0	0	0	0	0	0	0	0	182.676	-0.15892	0.05034	16.324	-20.52	3.87	0.5073	25.09	20.57	0.77	10.02	GAMA	2.81559	16.3809	22.6757	0.468682	0.464764	9.37005	3	0.106	0.0211	0	91.3375	2.77228	83.5582	2.89828	0.496755	0.0236824	0.633137	0.0354037	204.5	2.91667	0	0.0479421	202.5	0.166667	-14.4996	0.245893	76.2072	0.221569	151.985	0.463154														True	True	True	True	True	True	True	True	True	True	False	60.4818
