CATID	cluster	RA_OBJ	DEC_OBJ	z_spec	r_petro	M_r	r_e	ellip	PA	mu_within_1re	g_i	Mstar	R_on_rtwo	V_on_sigma	is_mem	SURV_SAMI	BAD_CLASS	sep_deg	R_proj_Mpc_from_cat	R_proj_Mpc_direct	R_on_R200_recomputed	v_pec_kms	host_RAdeg	host_DEdeg	host_z_clus	host_sigma_200	host_e_sigma_200	host_N_mem_R200	host_N_mem_2R200	host_R_200	host_M_200_caustic	host_e_M_200_caustic	host_M_200_virial	host_e_M_200_virial
9011902870	Abell 119	14.8128	-0.225148	0.0447139	16.2063	-20.5461	7.73199	0.0740375	236.816	21.8186	1.16889	10.3376	1.9566	0.17696	1	2	0	1.27173	3.99147	3.98339	1.95264	148.647	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9016800065	Abell 168	18.8376	0.342957	0.0495209	16.6107	-19.9132	3.11184	0.0999966	151.664	21.0359	0.882921	9.84314	0.315316	2.41299	1	8	0	0.131294	0.416217	0.417412	0.316221	1317.49	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9016800079	Abell 168	18.6001	0.470009	0.0469933	16.4723	-20.0817	3.94588	0.204247	152.442	21.1298	1.14653	10.1385	0.804848	1.08992	1	7	0	0.335129	1.0624	1.06545	0.807158	595.099	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9016800386	Abell 168	19.006	0.198037	0.0456029	17.3103	-19.2117	4.02246	0.538697	107.586	21.4257	0.898539	9.59843	0.458359	0.360768	1	8	0	0.190854	0.605034	0.606769	0.459673	196.979	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9016800428	Abell 168	18.8562	0.0716573	0.0425801	16.0995	-20.4413	3.12006	0.346501	194.446	20.0913	1.15013	10.284	0.354168	-1.22779	1	7	0	0.14747	0.467502	0.468842	0.355183	-670.371	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9016801234	Abell 168	19.5082	0.314487	0.0416388	15.5961	-20.921	6.45588	0.55231	218.412	20.8854	0.680858	10.1129	1.68044	-1.72337	1	2	0	0.699714	2.21818	2.22455	1.68526	-940.959	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9239900035	Abell 2399	329.36	-7.86049	0.0560121	15.8822	-21.2359	5.69148	0.302004	230.578	21.1404	1.13626	10.5764	0.160653	-0.801469	1	7	0	0.0660558	0.266684	0.267104	0.160906	-553.014	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900039	Abell 2399	329.342	-7.85692	0.056103	16.4857	-20.6191	3.56425	0.210455	277.747	20.8635	1.25244	10.4191	0.166624	-0.764075	1	7	0	0.0685073	0.276596	0.277018	0.166878	-527.212	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900112	Abell 2399	329.347	-7.93032	0.0576227	16.7941	-20.348	4.39395	0.44127	310.999	21.3158	1.18609	10.254	0.333296	-0.139191	1	7	0	0.137045	0.553271	0.554156	0.333829	-96.042	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900272	Abell 2399	329.124	-7.76713	0.0561611	17.6548	-19.7205	3.82438	0.68171	256.635	21.0626	0.860897	9.76331	0.603579	-0.740152	1	3	0	0.24817	1.00194	1.00351	0.604522	-510.705	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900293	Abell 2399	329.208	-7.58443	0.0563113	17.5894	-19.5197	2.30699	0.801494	259.274	19.7403	1.31559	10.0436	0.649331	-0.678376	1	7	0	0.266988	1.07789	1.0796	0.650361	-468.079	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900385	Abell 2399	329.113	-7.98274	0.0577219	16.5336	-20.5886	3.79998	0.525107	140.497	20.6532	1.23133	10.3941	0.773018	-0.098435	1	7	0	0.317844	1.28321	1.28524	0.774242	-67.9202	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900501	Abell 2399	329.8	-7.77057	0.052542	17.086	-20.0433	4.08547	0.435049	148.674	21.4944	1.0802	10.0537	1.03075	-2.23183	0	2	0	0.423846	1.71104	1.71387	1.03245	-1539.96	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900540	Abell 2399	329.288	-7.36827	0.0588237	16.5646	-20.6128	3.62974	0.0047837	265.193	21.1785	1.20568	10.3803	1.05934	0.354007	1	2	0	0.435583	1.7585	1.76133	1.06104	244.265	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9011900115	Abell 119	14.0207	-1.13594	0.0449625	17.2741	-19.2486	3.41945	0.151849	192.342	21.7119	1.11983	9.78083	0.197165	0.261927	1	7	0	0.128151	0.402217	0.401403	0.196766	220.019	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900251	Abell 119	13.9399	-1.05483	0.0440326	17.1149	-19.4138	3.87915	0.24107	165.261	21.5405	1.13301	9.85639	0.365362	-0.0559462	1	7	0	0.237474	0.745339	0.74383	0.364623	-46.9948	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900258	Abell 119	14.1681	-1.03454	0.0525931	18.5774	-18.05	8.90329	0.62167	257.831	21.9359	0.935188	9.11658	0.373569	2.85963	0	3	0	0.242808	0.762081	0.760539	0.372813	2402.09	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900422	Abell 119	13.9368	-1.58055	0.0487452	17.3672	-19.1805	1.76179	0.25719	171.894	20.234	1.13449	9.76403	0.539009	1.55208	1	7	0	0.350338	1.09958	1.09735	0.537918	1303.75	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900772	Abell 119	14.6025	-1.39469	0.0516451	15.8144	-20.8167	3.33228	0.193465	164.051	20.2259	0.642103	10.0331	0.850921	2.53797	0	8	0	0.553072	1.73588	1.73237	0.8492	2131.89	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900874	Abell 119	14.4737	-0.814677	0.041878	14.8789	-21.7331	3.63104	0.0231535	183.655	19.4673	1.26115	10.9025	0.922414	-0.79354	1	7	0	0.59954	1.88172	1.87792	0.920548	-666.574	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011901203	Abell 119	14.3639	-0.568421	0.0462045	15.5988	-21.0022	11.3681	0.455951	126.246	21.9529	1.15977	10.5222	1.15124	0.686034	1	2	0	0.748273	2.34854	2.34379	1.14892	576.268	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9008501984	Abell 85	11.4544	-9.74956	0.0553392	15.3377	-21.9701	5.09161	0.351159	126.565	20.0023	1.32253	11.049	1.71101	0.136135	1	2	1	1.07727	4.14065	4.13836	1.71007	136.407	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9091700046	APMCC 0917	355.346	-29.3232	0.0503229	16.72	-20.1588	4.18331	0.159608	124.178	21.2729	1.26067	10.2715	0.294608	-0.350331	1	7	0	0.0979373	0.350583	0.350469	0.294512	-172.363	355.398	-29.2364	0.0509	492	47	86	119	1.19	1.8	0.7	2.1	0.6
9044200030	EDCC 442	6.45842	-33.0778	0.0560034	16.936	-19.9455	5.09584	0.111659	19.8989	22.1535	0.570497	9.66411	0.17976	3.01607	0	3	0	0.0722457	0.253462	0.253274	0.179627	1758.37	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200032	EDCC 442	6.4	-33.1179	0.0521234	15.5639	-21.3229	5.65702	0.190273	72.8075	20.6647	1.22439	10.6925	0.182082	1.1232	1	7	0	0.0731787	0.256736	0.256545	0.181947	654.824	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200220	EDCC 442	6.58245	-33.2987	0.0531735	16.1062	-20.6612	4.47544	0.310091	30.7603	20.9325	0.54296	9.86707	0.755089	1.6362	1	3	0	0.30347	1.06468	1.06389	0.754529	953.906	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200483	EDCC 442	6.87025	-32.7166	0.0493433	16.7164	-20.0188	4.05504	0.569356	11.7877	20.8645	1.12955	10.111	1.31169	-0.237369	1	2	0	0.527168	1.84948	1.84811	1.31072	-138.386	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9403800024	Abell 4038	356.874	-28.1335	0.0267545	15.138	-20.2674	6.39058	0.382468	46.1943	20.9644	1.16717	10.269	0.082874	-1.26734	1	7	1	0.0570729	0.120996	0.120633	0.0826252	-756.603	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403800035	Abell 4038	356.869	-28.1092	0.0274458	12.797	-22.7601	15.9898	0.190995	134.076	20.3935	1.25787	11.34	0.0992204	-0.929424	1	7	0	0.0683288	0.144862	0.144424	0.0989206	-554.866	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403800466	Abell 4038	356.469	-28.0479	0.030148	16.88	-18.7603	5.26709	0.482373	134.051	21.6062	1.13307	9.63084	0.615298	0.389194	1	7	0	0.423711	0.898334	0.895581	0.613411	232.349	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403800992	Abell 4038	356.567	-27.5101	0.028938	15.6448	-20.0024	7.63851	0.218046	171.03	21.698	0.581669	9.67644	1.03199	-0.200812	1	2	0	0.710653	1.50671	1.50208	1.02882	-119.885	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9239900903	Abell 2399	329.725	-7.25884	0.0525209	14.5511	-22.515	10.588	0.379408	184.366	21.3221	1.05513	11.0413	1.55763	-2.24057	0	2	0	0.640487	2.58567	2.58989	1.56017	-1545.99	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9388000256	Abell 3880	337.176	-30.2601	0.0588348	15.7512	-21.3956	4.37931	0.353624	111.292	20.2983	1.18769	10.6829	0.909657	0.456639	1	7	0	0.358854	1.44635	1.4464	0.909688	301.382	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9388000297	Abell 3880	337.427	-30.5835	0.053846	16.6796	-20.4196	6.90832	0.728369	163.561	21.4824	0.588394	9.82302	0.981569	-1.68935	1	3	0	0.387223	1.5607	1.56075	0.981603	-1114.97	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9008500024	Abell 85	10.4172	-9.30427	0.0560149	15.7075	-21.3412	2.93721	0.329558	221.406	19.5348	1.30339	10.7535	0.0673766	0.327622	1	7	0	0.0424203	0.163051	0.162958	0.0673381	328.278	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9008500042	Abell 85	10.4009	-9.32508	0.0545158	16.3122	-20.7363	1.79483	0.0936592	230.986	19.3928	1.31193	10.5226	0.099262	-0.0974093	1	7	0	0.0624956	0.240214	0.240078	0.0992057	-97.6041	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9008500070	Abell 85	10.3886	-9.24905	0.058666	15.8705	-21.1597	3.34184	0.589453	172.704	19.4705	1.24574	10.6278	0.141358	1.07784	1	7	0	0.0890004	0.342087	0.341897	0.14128	1080	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9008500347	Abell 85	10.3293	-9.57331	0.0582797	16.6636	-20.3368	1.81356	0.000566523	137.137	19.9288	1.20092	10.2577	0.475529	0.968652	1	7	0	0.299397	1.15078	1.15014	0.475264	970.589	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9008500356	Abell 85	10.5251	-9.60176	0.0528519	16.3254	-20.6508	3.74252	0.359268	223.11	20.7051	1.18087	10.3819	0.484995	-0.569914	1	7	0	0.305358	1.17369	1.17304	0.484726	-571.054	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9008500761	Abell 85	10.9332	-9.073	0.0501294	16.9047	-20.1406	6.23818	0.397844	246.866	22.32	0.550165	9.68424	0.826852	-1.34459	1	3	0	0.520595	2.00098	1.99988	0.826395	-1347.28	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9008501098	Abell 85	10.7673	-8.66785	0.0566125	16.781	-20.2322	4.34534	0.44328	207.8	21.2612	1.10184	10.1444	1.11818	0.496906	1	2	0	0.704016	2.70599	2.70449	1.11756	497.9	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9011901976	Abell 119	14.335	-0.279925	0.045185	17.2373	-19.2614	2.9637	0.685837	199.511	20.4178	1.12912	9.79285	1.55628	0.337948	1	2	0	1.01153	3.17481	3.16839	1.55313	283.876	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9016800093	Abell 168	18.6828	0.28603	0.0453031	15.3213	-21.2003	7.14614	0.385634	114.79	21.2122	0.926584	10.421	0.363877	0.203438	1	8	0	0.151514	0.480317	0.481696	0.364921	111.077	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9016800125	Abell 168	18.748	0.245757	0.0426721	18.2502	-18.2786	1.16334	0.0732223	259.824	20.5301	0.677154	9.04806	0.18038	-1.17934	1	3	0	0.0751084	0.238102	0.238786	0.180899	-643.92	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9016800138	Abell 168	18.8799	0.299237	0.0467952	14.9371	-21.6318	5.11504	0.199532	215.047	20.014	1.28917	10.8726	0.257179	0.9861	1	7	0	0.107086	0.339477	0.340451	0.257918	538.411	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9016800231	Abell 168	18.7896	0.681427	0.0431807	16.53	-20.0607	9.31784	0.266315	244.165	22.6219	1.07479	10.0742	1.12556	-0.911774	1	7	0	0.46867	1.48574	1.49001	1.12879	-497.828	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9016800276	Abell 168	18.9369	0.233316	0.0445586	15.8749	-20.6541	4.25705	0.727921	180.686	19.6693	1.16084	10.391	0.294684	-0.187492	1	7	0	0.122702	0.388983	0.390098	0.295529	-102.371	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9016800679	Abell 168	18.6994	0.959678	0.0419218	16.6758	-19.8958	2.87342	0.797459	207.288	19.2149	1.10468	10.0344	1.81373	-1.57435	1	2	0	0.755213	2.39412	2.40099	1.81893	-859.594	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9239900416	Abell 2399	329.548	-7.47432	0.0563645	16.1503	-21.0089	4.56636	0.1984	285.9	21.2934	0.59323	10.0635	0.88824	-0.656475	1	8	0	0.365241	1.47448	1.4769	0.889696	-452.968	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900588	Abell 2399	329.863	-7.78306	0.0512089	15.7414	-21.3545	3.54303	0.320967	160.721	20.1656	1.1884	10.6707	1.18125	-2.7826	0	2	0	0.48573	1.96087	1.96411	1.1832	-1919.99	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9091700022	APMCC 0917	355.473	-29.2593	0.0527793	16.0081	-20.8314	4.07566	0.658326	146.368	19.7892	1.27654	10.5323	0.20778	1.07157	1	7	0	0.0690821	0.247259	0.247211	0.20774	527.214	355.398	-29.2364	0.0509	492	47	86	119	1.19	1.8	0.7	2.1	0.6
9091700577	APMCC 0917	354.861	-28.9239	0.0514831	17.1858	-21.3227	3.74403	0.19528	125.17	21.0124	0.964931	10.4752	1.69591	0.321688	1	2	1	0.563789	2.01813	2.01752	1.6954	158.271	355.398	-29.2364	0.0509	492	47	86	119	1.19	1.8	0.7	2.1	0.6
9044200148	EDCC 442	6.348	-32.8363	0.0502731	15.0968	-21.725	4.40199	0.0607355	74.6739	19.9928	1.26814	10.8923	0.527669	0.218095	1	7	0	0.21207	0.744013	0.743462	0.527278	127.15	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200170	EDCC 442	6.66097	-33.1045	0.050575	15.5922	-21.2016	3.54904	0.439707	125.302	19.5923	1.25166	10.6662	0.601939	0.365865	1	7	0	0.241919	0.848734	0.848104	0.601492	213.299	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200205	EDCC 442	6.71568	-33.0157	0.0493191	16.3888	-20.3884	3.32268	0.530311	141.791	19.9276	1.18515	10.2964	0.703037	-0.249212	1	7	0	0.28255	0.991282	0.990547	0.702515	-145.29	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200531	EDCC 442	6.40364	-33.6003	0.0510707	16.647	-20.1191	7.16584	0.828341	175.504	21.0251	1.1376	10.1579	1.37862	0.608465	1	2	0	0.554066	1.94385	1.94241	1.37759	354.735	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200609	EDCC 442	5.70076	-33.2305	0.0480874	15.6095	-21.2474	4.64071	0.486007	163.021	20.1555	1.09706	10.5619	1.4887	-0.853217	1	2	0	0.598307	2.09906	2.0975	1.48759	-497.425	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200637	EDCC 442	6.07551	-33.6033	0.0492224	16.4458	-20.3054	2.96459	0.444234	96.5832	20.0837	1.14778	10.2261	1.52369	-0.296642	1	2	0	0.61237	2.1484	2.14681	1.52256	-172.942	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200653	EDCC 442	6.27236	-33.658	0.0502827	16.4927	-20.2833	3.95919	0.453995	140.097	20.6566	1.17756	10.2371	1.53801	0.222794	1	2	0	0.618127	2.1686	2.16699	1.53687	129.889	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200723	EDCC 442	7.15819	-33.0602	0.0476297	15.9625	-20.8078	7.05239	0.342251	-0.0719266	21.7385	0.828641	10.1944	1.62186	-1.07782	1	2	0	0.651825	2.28682	2.28512	1.62066	-628.367	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9403800301	Abell 4038	357.276	-28.141	0.0318254	16.9678	-18.9514	14.1253	0.147883	58.0608	23.1725	1.11285	9.60637	0.433262	1.20596	1	7	0	0.298348	0.632562	0.630608	0.431923	719.961	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403800318	Abell 4038	357.216	-28.3278	0.0313543	15.98	-19.5502	3.62988	0.119019	127.638	20.729	0.504365	9.39876	0.448245	0.976706	1	3	0	0.308667	0.654438	0.652418	0.446862	583.093	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403800462	Abell 4038	357.402	-28.2403	0.0313213	16.6125	-19.1278	4.32602	0.162902	119.027	21.4361	1.13964	9.76629	0.610942	0.960661	1	7	0	0.420703	0.891976	0.889224	0.609058	573.515	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403801002	Abell 4038	356.13	-28.1093	0.0267909	15.1227	-20.4392	4.39999	0.24108	50.433	19.8341	1.19862	10.3614	1.03532	-1.24954	1	2	0	0.712949	1.51157	1.50693	1.03215	-745.978	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403801709	Abell 4038	358.029	-28.4764	0.0289001	16.7348	-18.972	3.89161	0.112836	132.121	21.3667	1.13649	9.70534	1.47818	-0.21934	1	2	0	1.0179	2.15814	2.15149	1.47363	-130.946	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403802053	Abell 4038	358.061	-27.572	0.0295117	15.9947	-21.1447	8.08605	0.599286	18.0228	21.3549	1.48223	10.8909	1.66181	0.0789948	1	2	0	1.14435	2.42624	2.41877	1.65669	47.1599	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9011900054	Abell 119	13.9901	-1.29054	0.0507097	16.4892	-20.003	13.4027	0.0837913	191.92	23.3923	1.07967	10.0415	0.1303	2.22026	1	7	0	0.0846905	0.265811	0.265273	0.130036	1865.02	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900121	Abell 119	14.0712	-1.38525	0.0428931	16.8873	-19.5909	2.32265	0.674639	118.253	19.5739	1.13486	9.92896	0.199925	-0.445871	1	7	0	0.129945	0.407847	0.407022	0.199521	-374.532	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900245	Abell 119	14.2935	-1.29229	0.0398019	17.5968	-18.8869	2.24656	0.292483	250.263	21.0459	1.05912	9.59843	0.352728	-1.50572	1	7	0	0.229262	0.719565	0.71811	0.352014	-1264.81	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900302	Abell 119	13.965	-1.50647	0.0446171	16.8723	-19.7364	3.41381	0.338351	98.9939	20.9135	1.14011	10.0032	0.417052	0.143898	1	7	0	0.271071	0.850786	0.849065	0.416208	120.875	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900356	Abell 119	14.2332	-0.996758	0.0459446	16.9452	-19.5562	2.12898	0.358657	124.502	20.1476	1.16849	9.942	0.472799	0.597337	1	7	0	0.307305	0.964511	0.962559	0.471843	501.763	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900468	Abell 119	14.2868	-0.946793	0.0410138	18.5226	-17.9925	4.36108	0.416216	121.869	23.0893	0.94364	9.13159	0.582692	-1.08984	1	3	0	0.378732	1.18869	1.18629	0.581513	-915.466	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900609	Abell 119	14.4531	-1.00405	0.0430041	15.9922	-20.5054	3.07352	0.271842	80.4569	19.9554	1.17517	10.3263	0.708467	-0.407857	1	7	0	0.460481	1.44527	1.44235	0.707034	-342.6	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900957	Abell 119	14.405	-0.70858	0.0421892	16.5331	-20.0037	2.76736	0.107681	114.522	20.5399	1.09477	10.0654	0.988812	-0.686928	1	7	0	0.642697	2.01718	2.0131	0.986812	-577.02	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011901004	Abell 119	13.4277	-1.08519	0.0466005	14.654	-21.8645	10.4018	0.35097	111.049	21.208	1.12922	10.8424	1.01792	0.821166	1	2	0	0.661617	2.07656	2.07236	1.01586	689.779	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011901087	Abell 119	13.7444	-1.88108	0.0455782	15.6534	-20.9398	4.1904	0.361962	171.731	20.161	1.16748	10.4973	1.08312	0.47224	1	2	0	0.703997	2.20957	2.2051	1.08093	396.682	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011901139	Abell 119	14.5214	-0.689243	0.0422108	16.5293	-19.9791	4.93926	0.572704	103.139	21.1238	1.09061	10.0526	1.11662	-0.67953	1	2	0	0.725769	2.27791	2.2733	1.11436	-570.805	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011901395	Abell 119	14.3767	-0.488057	0.0439945	17.3455	-19.1778	2.95021	0.619655	250.569	20.6749	1.19222	9.80944	1.27295	-0.0689604	1	2	0	0.827377	2.59682	2.59156	1.27037	-57.9267	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011901539	Abell 119	14.3423	-0.428801	0.0446653	16.0188	-20.4794	4.80627	0.651033	105.744	20.3213	1.2132	10.3545	1.34029	0.160368	1	2	0	0.871145	2.73419	2.72866	1.33758	134.709	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011901660	Abell 119	14.0945	-0.345181	0.0447457	15.5522	-21.0233	4.22568	0.657853	91.3046	19.4784	1.19668	10.5505	1.40099	0.187849	1	2	0	0.910599	2.85802	2.85223	1.39815	157.793	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9239900630	Abell 2399	329.793	-8.07534	0.0526139	15.0946	-21.9785	6.82149	0.406082	127.594	20.9463	0.942137	10.7281	1.22003	-2.20215	0	2	0	0.501672	2.02524	2.02857	1.22203	-1519.49	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900643	Abell 2399	329.875	-7.6723	0.0527147	17.3276	-19.9455	5.32239	0.820494	222.413	21.0286	1.2597	10.1938	1.24646	-2.16057	0	2	0	0.512545	2.06913	2.07254	1.24852	-1490.79	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900827	Abell 2399	329.017	-7.32725	0.0579607	16.0155	-21.0842	4.70419	0.281992	201.676	21.0029	0.683944	10.1714	1.42578	-0.000335119	1	2	0	0.586254	2.36679	2.37059	1.42806	-0.231232	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9388000041	Abell 3880	336.94	-30.6522	0.0535625	16.2174	-20.8774	2.01311	0.6925	76.2094	18.5139	1.31794	10.5912	0.211275	-1.81163	1	7	0	0.0833459	0.335927	0.335936	0.211281	-1195.68	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9388000088	Abell 3880	337.016	-30.4149	0.0608191	17.215	-20.1571	5.85452	0.485119	15.5475	22.2187	0.861429	9.94648	0.415623	1.3074	1	3	0	0.163961	0.660841	0.660864	0.415638	862.883	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9388000253	Abell 3880	337.368	-30.6941	0.0552619	17.3926	-19.7078	2.23849	0.634236	134.722	20.027	1.18451	10.0125	0.904549	-1.07927	1	7	0	0.356839	1.43823	1.43828	0.904581	-712.315	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9388000437	Abell 3880	336.413	-30.6591	0.0517815	14.8797	-22.2199	5.80592	0.775012	32.1052	19.2075	1.25959	11.0731	1.24862	-2.58039	0	2	0	0.492569	1.9853	1.98536	1.24865	-1703.06	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9388000487	Abell 3880	336.955	-30.0524	0.0556806	17.2489	-19.842	2.56263	0.415634	46.0107	20.8778	1.17547	10.0635	1.32657	-0.899006	1	2	0	0.523322	2.10924	2.10931	1.32661	-593.344	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9388000903	Abell 3880	336.214	-30.2778	0.0581159	16.0587	-21.0996	2.81929	0.523418	126.846	19.4426	1.34179	10.6839	1.83118	0.148024	1	2	0	0.722386	2.91157	2.91167	1.83124	97.6956	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9388000914	Abell 3880	336.372	-31.0837	0.0572834	16.0221	-21.072	3.22872	0.208404	95.5617	20.1705	1.30092	10.6318	1.8421	-0.209641	1	2	0	0.726696	2.92894	2.92904	1.84216	-138.363	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
