CATID	cluster	RA_OBJ	DEC_OBJ	z_spec	r_petro	M_r	r_e	ellip	PA	mu_within_1re	g_i	Mstar	R_on_rtwo	V_on_sigma	is_mem	SURV_SAMI	BAD_CLASS	sep_deg	R_proj_Mpc_from_cat	R_proj_Mpc_direct	R_on_R200_recomputed	v_pec_kms	host_RAdeg	host_DEdeg	host_z_clus	host_sigma_200	host_e_sigma_200	host_N_mem_R200	host_N_mem_2R200	host_R_200	host_M_200_caustic	host_e_M_200_caustic	host_M_200_virial	host_e_M_200_virial
9011900161	Abell 119	13.9722	-1.11654	0.0454544	17.3669	-19.1616	2.77814	0.0184629	107.625	21.5634	1.09698	9.72266	0.258785	0.429959	1	7	0	0.168202	0.527921	0.526852	0.258261	361.165	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900183	Abell 119	14.1165	-1.4353	0.0450612	15.7881	-20.7709	2.60136	0.167516	94.3756	19.5395	1.17411	10.4396	0.28702	0.295641	1	7	0	0.186554	0.585521	0.584337	0.28644	248.339	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900233	Abell 119	13.8553	-1.30889	0.041512	14.8141	-21.7047	13.3031	0.085126	258.564	21.8681	1.23751	10.8689	0.336058	-0.919016	1	7	0	0.218427	0.685559	0.684171	0.335378	-771.973	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900383	Abell 119	14.2945	-1.01878	0.0412244	15.228	-21.3096	6.15242	0.463441	240.111	20.3404	1.18944	10.6681	0.504762	-1.0176	1	7	0	0.32808	1.02972	1.02763	0.503741	-854.783	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900503	Abell 119	14.1681	-0.866049	0.0461346	18.4323	-18.0694	2.705	0.271596	125.269	22.2716	0.888344	9.13028	0.618806	0.662188	1	3	0	0.402204	1.26236	1.25981	0.617554	556.238	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900752	Abell 119	13.9269	-1.77984	0.043982	17.6373	-18.8835	2.03326	0.484787	164.235	20.4948	1.10974	9.63245	0.835252	-0.0732387	1	7	0	0.542888	1.70391	1.70047	0.833562	-61.5205	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900982	Abell 119	14.3077	-0.647314	0.0422483	15.1574	-21.6592	4.98414	0.267499	127.982	19.9474	1.2793	10.885	1.00604	-0.666671	1	2	0	0.653892	2.05231	2.04816	1.004	-560.003	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011901148	Abell 119	14.1495	-0.531122	0.0432866	15.0023	-21.4901	7.47939	0.332522	125.682	20.9579	1.25643	10.7946	1.12146	-0.311144	1	2	0	0.728911	2.28777	2.28314	1.11919	-261.361	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011901390	Abell 119	14.0736	-0.429767	0.0451641	18.8121	-20.0842	5.05941	0.435109	168.012	21.8711	0.489021	9.61862	1.27026	0.330799	1	2	3	0.825628	2.59133	2.58608	1.26769	277.872	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9008501601	Abell 85	11.3268	-8.93741	0.0563066	16.2893	-20.7337	1.80557	0.258844	241.119	19.1601	1.26392	10.4758	1.47792	0.410267	1	2	0	0.930517	3.57658	3.5746	1.47711	411.088	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9091700242	APMCC 0917	355.507	-28.95	0.0534172	16.8386	-20.0099	2.4432	0.552777	126.582	19.7159	1.19031	10.1189	0.908128	1.44034	1	7	0	0.301904	1.08067	1.08036	0.907869	708.648	355.398	-29.2364	0.0509	492	47	86	119	1.19	1.8	0.7	2.1	0.6
9044200004	EDCC 442	6.38437	-33.0308	0.0500023	14.801	-22.2004	5.67025	0.145468	187.67	20.13	1.20426	11.0168	0.0399476	0.0854824	1	7	0	0.0160551	0.0563262	0.0562851	0.0399185	49.8362	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200062	EDCC 442	6.24946	-33.052	0.0524975	16.5673	-20.2325	1.08375	0.419638	98.9937	18.0924	1.21886	10.2531	0.274001	1.30601	1	7	0	0.110121	0.386342	0.386055	0.273798	761.406	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200155	EDCC 442	6.20805	-33.2189	0.0491039	15.4737	-21.3413	2.74797	0.512658	2.5498	18.7703	1.25638	10.7325	0.559678	-0.354704	1	7	0	0.224934	0.789146	0.78856	0.559262	-206.792	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200158	EDCC 442	6.51199	-32.8477	0.0518299	13.9634	-22.8535	11.7553	0.386074	170.422	20.4948	1.23668	11.3052	0.565639	0.979738	1	7	0	0.227331	0.797552	0.796961	0.56522	571.187	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9403800001	Abell 4038	356.938	-28.1407	0.028922	12.8471	-22.5273	29.2092	0.495963	120.119	21.541	1.32302	11.2981	1.23983e-06	-0.208627	1	7	0	4.23733e-06	1.81016e-06	8.95627e-06	6.13443e-06	-124.55	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403800032	Abell 4038	356.956	-28.2036	0.0319219	15.7067	-19.8705	4.39474	0.299726	99.2771	20.4389	1.21084	10.1388	0.094538	1.25292	1	7	0	0.0650999	0.138025	0.137599	0.094246	747.996	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403800184	Abell 4038	356.811	-27.9578	0.0286519	13.4811	-22.1739	9.08342	0.149297	47.587	19.8421	1.27356	11.1169	0.311265	-0.340422	1	7	0	0.214345	0.454447	0.453054	0.310311	-203.232	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403800215	Abell 4038	356.8	-27.93	0.0293593	14.582	-21.0111	6.77355	0.206374	34.1556	20.2931	1.24471	10.6241	0.352904	0.00467665	1	7	0	0.243019	0.51524	0.51366	0.351822	2.79196	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403800456	Abell 4038	357.228	-27.8176	0.0343276	16.207	-19.4059	2.69734	0.12172	31.8863	20.1395	0.68974	9.52469	0.598808	2.42193	0	8	0	0.412349	0.87426	0.871566	0.596963	1445.89	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403800673	Abell 4038	356.717	-28.6584	0.0340037	17.0291	-18.5723	9.5957	0.879168	108.45	21.6709	0.907734	9.37303	0.803263	2.26469	0	3	0	0.553145	1.17276	1.16916	0.800796	1352.02	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403801272	Abell 4038	357.879	-28.0197	0.0350572	14.7749	-20.7641	12.7742	0.390061	126.885	21.7464	0.961225	10.2891	1.21881	2.77595	0	2	0	0.83929	1.77946	1.77398	1.21505	1657.24	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403801642	Abell 4038	356.266	-27.3448	0.0275622	15.9069	-19.7288	6.26787	0.315721	186.608	21.2763	1.10401	10.0014	1.44247	-0.872559	1	2	0	0.99332	2.10601	2.09954	1.43804	-520.918	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403801686	Abell 4038	355.8	-28.0281	0.0282294	15.856	-19.6081	2.8257	0.000107386	175.391	20.0464	1.19806	10.0226	1.46678	-0.5467	1	2	0	1.01006	2.1415	2.13492	1.46228	-326.38	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9239900659	Abell 2399	329.035	-8.1572	0.0556363	16.9394	-20.2045	2.794	0.303439	138.15	20.8465	0.966226	10.0359	1.19756	-0.956161	1	2	0	0.492411	1.98794	1.99112	1.19947	-659.751	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239901253	Abell 2399	329.057	-8.51216	0.0593669	17.187	-19.966	1.23863	0.531244	243.5	18.8378	1.1346	10.0568	1.90075	0.576894	1	2	0	0.781562	3.15525	3.16034	1.90382	398.057	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9388000044	Abell 3880	337.028	-30.6523	0.0580189	17.1427	-19.9398	2.31108	0.382307	154.87	20.4619	1.22738	10.1215	0.224732	0.106358	1	7	0	0.0886554	0.357324	0.357337	0.22474	70.1966	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9388000068	Abell 3880	336.849	-30.4958	0.056168	14.6547	-22.4863	5.45684	0.196417	97.494	20.0122	1.2838	11.2072	0.34511	-0.689266	1	7	0	0.136143	0.548726	0.548742	0.345121	-454.916	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9388000113	Abell 3880	337.129	-30.4426	0.0531728	16.689	-20.5497	6.35966	0.313599	137.841	22.2432	0.547413	9.83866	0.472947	-1.9797	1	3	0	0.186575	0.751986	0.752014	0.472965	-1306.6	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9388000139	Abell 3880	336.814	-30.4002	0.0583094	15.433	-21.865	12.0444	0.536675	105.54	21.8323	1.38788	11.0592	0.569361	0.231112	1	7	0	0.224608	0.905283	0.905312	0.569379	152.534	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9388000153	Abell 3880	337.089	-30.7933	0.0541991	17.5076	-19.8585	3.88164	0.22391	120.403	21.9471	0.584576	9.58401	0.60344	-1.53714	1	3	0	0.238053	0.95947	0.959502	0.60346	-1014.51	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9388000827	Abell 3880	336.385	-31.0413	0.0592989	17.1274	-20.0402	1.13378	0.444727	40.1511	18.7751	1.19532	10.1257	1.74771	0.655731	1	2	0	0.689457	2.77885	2.77894	1.74776	432.783	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9388000921	Abell 3880	336.918	-29.8455	0.0530272	15.4881	-21.6228	2.84246	0.54322	121.963	18.8421	1.22209	10.7903	1.85469	-2.04254	0	2	0	0.731661	2.94895	2.94905	1.85475	-1348.08	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9388001003	Abell 3880	336.132	-30.3336	0.0573073	16.1858	-21.5462	1.95701	0.557627	44.1457	20.222	0.237335	10.0266	1.94612	-0.199381	1	2	1	0.767728	3.09432	3.09442	1.94618	-131.592	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9008500296	Abell 85	10.4822	-9.04299	0.0579997	16.6258	-20.5455	3.84559	0.494513	158.728	20.6388	1.29373	10.4617	0.414701	0.889467	1	7	0	0.261101	1.00358	1.00302	0.414472	891.246	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9008500586	Abell 85	10.1679	-8.98893	0.058627	17.2953	-19.7752	3.24968	0.642686	175.695	20.5146	1.22594	10.0636	0.677658	1.06681	1	7	0	0.42666	1.63993	1.63902	0.677282	1068.95	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9008500683	Abell 85	10.7444	-8.91822	0.0569761	17.8303	-19.159	2.21927	0.102023	180.8	21.5004	0.83844	9.50037	0.756633	0.599847	1	3	0	0.476385	1.83105	1.83004	0.756215	601.047	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9008500794	Abell 85	10.1936	-8.83475	0.0537809	15.1025	-21.8611	5.17197	0.109119	176.466	20.4845	1.26518	10.9348	0.853434	-0.306026	1	7	0	0.537331	2.06531	2.06417	0.852961	-306.638	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9011901741	Abell 119	13.6669	-0.407081	0.0430603	16.5916	-19.9067	3.41913	0.842042	269.251	19.3354	1.04641	9.98316	1.44307	-0.388623	1	2	0	0.937951	2.94387	2.93791	1.44015	-326.443	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011902364	Abell 119	14.0817	-0.12579	0.0432793	14.7226	-21.8011	6.55106	0.710073	167.997	19.4774	1.24189	10.9036	1.73804	-0.313644	1	2	0	1.12967	3.54561	3.53843	1.73453	-263.461	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011902438	Abell 119	15.1421	-1.68475	0.0428602	14.7873	-21.7711	12.4834	0.328131	268.343	21.507	1.09233	10.7095	1.78035	-0.457104	1	2	1	1.15717	3.6319	3.62456	1.77674	-383.967	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011902698	Abell 119	15.2946	-1.16645	0.0433108	15.4911	-21.0125	5.61785	0.0774943	186.627	21.0702	1.20442	10.5649	1.89306	-0.30287	1	2	0	1.23043	3.86184	3.85402	1.88923	-254.411	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9016800009	Abell 168	18.775	0.41536	0.045188	17.1218	-19.5065	0.977258	0.166341	85.5943	18.7734	1.25676	9.99785	0.494598	0.143014	1	7	0	0.205944	0.652869	0.654743	0.496018	78.0859	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9016800163	Abell 168	18.6968	0.632109	0.0471885	17.3246	-19.2591	7.35262	0.266888	143.075	23.107	0.925163	9.62191	1.0452	1.19223	1	8	0	0.435206	1.37966	1.38362	1.0482	650.958	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9016800246	Abell 168	18.6324	0.667177	0.0465881	17.5506	-19.05	4.38241	0.712176	215.409	21.4524	1.13636	9.72153	1.1752	0.877521	1	7	0	0.48934	1.55127	1.55572	1.17858	479.126	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9016800361	Abell 168	18.4025	0.406945	0.0458059	16.9346	-19.6026	1.93219	0.360595	170.565	19.8975	1.03945	9.84795	1.09592	0.467327	1	7	0	0.456329	1.44662	1.45077	1.09907	255.161	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9016800416	Abell 168	18.4452	0.202037	0.0451066	15.2797	-21.3819	4.52097	0.447681	155.761	19.63	1.21472	10.7181	0.890347	0.10026	1	7	0	0.370729	1.17526	1.17863	0.892902	54.7417	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9016801112	Abell 168	19.0938	-0.20927	0.0421575	16.2521	-20.3816	4.02697	0.636219	128.176	20.16	0.997143	10.1517	1.21522	-1.45025	1	2	0	0.506003	1.6041	1.6087	1.21871	-791.835	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9239900002	Abell 2399	329.391	-7.78957	0.0607473	16.8295	-20.8211	3.29897	0.15184	318.668	21.3701	1.05757	10.3626	0.0467907	1.1428	1	8	0	0.0192535	0.0776725	0.0778539	0.0469	788.529	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900208	Abell 2399	329.465	-7.5788	0.0600362	17.5757	-19.5565	3.12789	0.773354	183.819	20.5354	1.32065	10.0424	0.572411	0.851391	1	7	0	0.235374	0.950202	0.951764	0.573352	587.46	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900354	Abell 2399	329.076	-7.82395	0.0596376	16.5682	-20.5631	4.15153	0.323714	115.922	21.0179	1.2228	10.3728	0.718848	0.687949	1	7	0	0.295568	1.19329	1.19516	0.719978	474.685	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900390	Abell 2399	329.391	-7.45815	0.0578687	14.9543	-22.208	5.37224	0.584321	165.655	19.5972	1.28393	11.084	0.822021	-0.0381394	1	7	0	0.338006	1.36456	1.36677	0.823355	-26.3162	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900536	Abell 2399	329.145	-8.15463	0.0580298	17.0172	-20.1074					1.00172	10.0318	1.03069	0.0280389	1	2	0	0.423802	1.71095	1.71369	1.03235	19.3468	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900645	Abell 2399	329.748	-7.44553	0.0606095	16.8363	-20.4975	20.6677	0.228182	213.749	24.166	1.21155	10.3403	1.24185	1.08636	1	2	0	0.510647	2.06148	2.06486	1.24389	749.592	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9388000716	Abell 3880	336.502	-31.0746	0.0563917	15.2494	-21.8892	5.2392	0.357883	146.779	20.4454	0.650324	10.4651	1.63491	-0.593037	1	2	0	0.64496	2.59951	2.59959	1.63496	-391.404	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9388000785	Abell 3880	336.507	-31.1154	0.0565494	16.7853	-20.3276	2.89705	0.598629	18.7969	20.0159	1.21516	10.2762	1.70825	-0.525206	1	2	0	0.673893	2.71612	2.71621	1.70831	-346.636	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9388000918	Abell 3880	337.814	-30.6976	0.0550595	15.1957	-21.9337	6.78128	0.702589	5.92929	20.0346	1.22795	10.9422	1.85167	-1.16642	1	2	0	0.730472	2.94416	2.94426	1.85174	-769.84	336.977	-30.5754	0.0578	660	46	160	307	1.59	4.4	1.3	4.6	1.1
9008500117	Abell 85	10.3661	-9.39155	0.0493145	17.3751	-19.6181	3.06253	0.560006	126.863	20.8434	0.899014	9.7467	0.203598	-1.57687	1	3	0	0.128187	0.492708	0.492432	0.203484	-1580.03	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9008500318	Abell 85	10.1843	-9.37308	0.0572436	16.7614	-20.2125	3.10083	0.769034	114.796	19.7284	1.05862	10.0967	0.446387	0.675571	1	8	0	0.281049	1.08026	1.07966	0.446138	676.923	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9008500365	Abell 85	10.686	-9.51743	0.0568731	15.904	-21.1033	3.32913	0.0554937	112.229	20.2716	1.24689	10.6069	0.490904	0.570686	1	7	0	0.309078	1.18799	1.18733	0.490632	571.828	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9008500673	Abell 85	10.7984	-9.63779	0.0542768	14.968	-21.9833	6.90946	0.196836	203.947	21.0537	1.00043	10.7712	0.750381	-0.16523	1	8	0	0.472448	1.81592	1.81492	0.749966	-165.56	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9008501131	Abell 85	10.0559	-8.70262	0.0579568	16.2071	-20.769	4.43195	0.304044	101.03	20.8901	1.26135	10.481	1.14545	0.877328	1	2	0	0.721186	2.77198	2.77045	1.14481	879.082	10.4602	-9.30318	0.0549	1002	28	590	772	2.42	15.5	3.7	17	1.3
9044200009	EDCC 442	6.38646	-33.0672	0.0499106	16.9366	-19.9643	0.667008	0.390349	88.0831	17.4341	1.19875	10.1452	0.0526232	0.0405607	1	7	0	0.0211491	0.0741988	0.0741432	0.0525838	23.6469	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200107	EDCC 442	6.3732	-33.2028	0.0489915	16.8376	-19.9502	2.11586	0.410223	110.711	19.8004	1.15066	10.0886	0.389006	-0.409825	1	7	0	0.156341	0.548498	0.548091	0.388717	-238.928	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200126	EDCC 442	6.30344	-33.2113	0.0509583	16.8917	-19.8632	2.52227	0.168026	181.629	20.5163	1.1157	10.0215	0.440401	0.553431	1	7	0	0.176997	0.620965	0.620504	0.440074	322.65	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200146	EDCC 442	6.54496	-32.8887	0.0557406	17.1314	-19.6222	2.02584	0.425894	146.736	20.1066	0.751436	9.63376	0.521417	2.88809	0	3	0	0.209558	0.735198	0.734653	0.521031	1683.75	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200188	EDCC 442	6.59928	-33.2288	0.0545813	17.0414	-19.73	1.65554	0.340388	11.7642	19.6732	0.758615	9.67707	0.642709	2.32313	1	3	0	0.258305	0.90622	0.905547	0.642232	1354.38	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200217	EDCC 442	6.68995	-32.9043	0.048223	15.4072	-21.355	2.70203	0.749005	122.02	18.0397	1.27837	10.759	0.736249	-0.786688	1	7	0	0.295899	1.03811	1.03734	0.735704	-458.639	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200321	EDCC 442	6.26213	-33.4413	0.0507316	17.0749	-19.7203	4.00295	0.767664	98.618	20.4875	1.20739	10.0553	1.01269	0.442515	1	2	0	0.407002	1.4279	1.42684	1.01194	257.987	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9044200446	EDCC 442	5.99211	-33.432	0.0512732	15.9435	-20.8532	5.83427	0.000100663	7.20732	21.6787	0.690281	10.0825	1.2544	0.707488	1	2	0	0.504143	1.7687	1.76739	1.25347	412.465	6.38068	-33.0466	0.0498	583	39	123	243	1.41	2.8	1.7	3.6	0.7
9403800011	Abell 4038	356.93	-28.1732	0.0230002	17.1392	-18.8774					1.21098	9.74625	0.0483007	-3.1063	0	7	1	0.033262	0.070519	0.0703045	0.0481538	-1854.46	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403800022	Abell 4038	356.876	-28.1364	0.0326027	16.9616	-18.9645	3.59156	0.168243	116.947	21.8557	1.17045	9.76678	0.0798418	1.58405	1	7	0	0.0549849	0.116569	0.116219	0.0796023	945.675	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403800473	Abell 4038	357.006	-28.5641	0.0286276	16.2419	-19.334	3.0717	0.429878	123.228	20.0327	1.20196	9.91444	0.621002	-0.352326	1	7	0	0.427634	0.906663	0.903874	0.619092	-210.339	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403800690	Abell 4038	357.211	-28.65	0.035252	15.2569	-20.3289	8.39398	0.573932	97.7923	20.9101	0.956389	10.0943	0.817619	2.87039	0	8	0	0.563027	1.19372	1.19005	0.815102	1713.62	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403801088	Abell 4038	357.765	-28.35	0.027637	15.3353	-20.2529	7.61546	0.545398	43.6194	20.8554	1.15242	10.2519	1.10132	-0.836009	1	2	0	0.758389	1.60793	1.60298	1.09793	-499.097	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403801230	Abell 4038	357.862	-28.0521	0.0322548	16.0166	-19.5639	4.39061	0.649343	175.318	20.0804	1.11277	9.91315	1.19109	1.41485	1	2	0	0.820204	1.73899	1.73363	1.18742	844.663	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403801322	Abell 4038	357.906	-28.0519	0.0330851	16.4883	-19.1427	4.22322	0.109764	120.579	21.274	1.11081	9.74273	1.24692	1.81852	0	2	0	0.85865	1.8205	1.8149	1.24308	1085.66	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9403802461	Abell 4038	357.929	-29.0963	0.0273682	15.57	-20.0293	3.85649	0.296175	51.8428	20.0508	1.01818	10.0336	1.8769	-0.967356	1	2	0	1.29247	2.74027	2.73184	1.87112	-577.512	356.938	-28.1407	0.0293	597	29	164	263	1.46	2.3	1.4	2.9	0.5
9011902547	Abell 119	13.9365	-0.0715138	0.0434	16.086	-20.4157	6.44064	0.734968	215.102	20.6778	1.07984	10.2146	1.83246	-0.272348	1	2	0	1.19104	3.73822	3.73065	1.82875	-228.772	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9016800054	Abell 168	18.7134	0.550888	0.0480041	16.6337	-19.9883	3.78919	0.278298	248.589	21.0155	1.11934	10.0681	0.846817	1.61942	1	7	0	0.352604	1.1178	1.12101	0.849247	884.204	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9016800131	Abell 168	18.7473	0.618418	0.0425518	17.0395	-19.5057	1.71716	0.352782	277.97	19.7936	0.970968	9.77758	0.986295	-1.24268	1	8	0	0.410681	1.30191	1.30565	0.989126	-678.503	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9016800160	Abell 168	18.703	0.229974	0.0462492	15.5852	-20.9664	3.16712	0.165094	172.049	19.8226	1.16704	10.5054	0.273714	0.699816	1	7	0	0.113971	0.361302	0.362339	0.2745	382.1	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9016800219	Abell 168	18.5217	0.542556	0.0447919	17.7215	-18.8021	3.53348	0.780635	264.42	20.9156	1.07068	9.56137	1.05994	-0.0649867	1	7	0	0.441347	1.39913	1.40314	1.06299	-35.4827	18.8158	0.213486	0.0449	546	29	192	276	1.32	1.9	1.1	3	0.4
9239900028	Abell 2399	329.33	-7.77886	0.0551248	16.9054	-20.2332	5.70583	0.131278	215.398	22.4455	0.364031	9.56078	0.110484	-1.16677	1	3	0	0.0454165	0.183404	0.183647	0.110631	-805.073	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900063	Abell 2399	329.461	-7.8705	0.0590654	16.3119	-20.7946	4.27827	0.506067	263.578	20.7844	0.862067	10.1911	0.280143	0.453191	1	8	0	0.115203	0.465037	0.465835	0.280624	312.702	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900100	Abell 2399	329.256	-7.78147	0.0602433	15.8164	-21.4283	2.55965	0.470873	154.645	19.0552	1.24596	10.7337	0.28397	0.936273	1	7	0	0.116751	0.47139	0.472095	0.284395	646.028	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9239900256	Abell 2399	329.155	-7.67865	0.0553585	14.8203	-22.3748	5.8125	0.0771878	143.109	20.4314	1.11638	11.0236	0.595864	-1.07054	1	8	0	0.244999	0.989134	0.990685	0.596798	-738.674	329.373	-7.79569	0.058	690	32	254	343	1.66	4.7	1.5	6.1	0.8
9011900020	Abell 119	14.0874	-1.22586	0.0365991	17.9374	-18.6177	4.10255	0.636581	205.794	21.5395	1.08497	9.50163	0.0550439	-2.60715	1	7	0	0.0357768	0.112289	0.112062	0.0549326	-2190.01	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900030	Abell 119	14.0952	-1.20975	0.0497863	13.803	-22.6749	7.16552	0.45159	116.531	19.4713	1.15355	11.1783	0.0823675	1.90633	1	8	0	0.0535363	0.16803	0.16769	0.0822009	1601.32	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
9011900057	Abell 119	13.982	-1.2472	0.0406931	14.3696	-22.3024	4.26128	0.569702	272.057	18.55	1.25202	11.1202	0.131625	-1.19984	1	7	0	0.0855519	0.268515	0.267971	0.131358	-1007.86	14.0671	-1.25537	0.0442	840	36	372	578	2.04	8.6	3.1	9.7	1.1
