CATAID	GALMAG_r	GALRE_r	GALINDEX_r	GALELLIP_r	GALPA_r	GALREERR_r	GALINDEXERR_r	GALELLIPERR_r	GALPAERR_r	GALMAGERR_r	GALMU0_r	GALMUE_r	GALMUEAVG_r	GALR90_r	GALCHI2_r	GALPLAN_r	PSFFWHM_r
7623	16.940900802612305	5.176665782928467	1.240399956703186	0.5612000226974487	-83.72429656982422	0.0565452016890049	0.01720000058412552	0.00279999990016222	0.32690000534057617	0.007199999876320362	20.07065200805664	22.412160873413086	21.612266540527344	13.214033126831055	1.127349019050598	1	1.125480055809021
371788	16.518800735473633	1.8851790428161619	2.30679988861084	0.7598999738693237	31.27599906921387	0.008678399957716465	0.02590000070631504	0.0017000000225380065	0.12290000170469285	0.002899999963119626	14.79786491394043	19.450124740600586	18.34199333190918	6.838134288787843	1.3414770364761353	1	1.1458200216293335
8913	17.9197998046875	2.764511108398437	1.437199950218201	0.4517000019550324	-32.775001525878906	0.042951300740242	0.034299999475479126	0.007199999876320362	0.8100000023841858	0.00989999994635582	19.574901580810547	22.342248916625977	21.47088623046875	7.5912413597106925	1.0378530025482178	1	1.1356500387191772
9062	14.670900344848633	4.456358432769775	4.980500221252441	0.6807000041007996	75.97219848632812	0.02437409944832325	0.02669999934732914	0.000699999975040555	0.060199998319149024	0.0024000001139938827	9.724634170532227	20.179973602294922	18.6717472076416	30.395082473754886	0.9909319877624512	1	1.484820008277893
179111	15.480199813842773	5.5570573806762695	1.7747000455856323	0.298799991607666	23.216899871826172	0.03617129847407341	0.01119999960064888	0.002600000007078052	0.3831000030040741	0.004100000020116568	18.291730880737305	21.790203094482425	20.81447982788086	17.12568473815918	1.1914429664611816	1	1.3865100145339966
611629	16.994600296020508	1.8415497541427608	1.6979000568389893	0.3294000029563904	50.19779968261719	0.01494990009814501	0.019600000232458115	0.004600000102072954	0.586899995803833	0.0044999998062849045	17.503753662109375	20.835786819458008	19.882125854492188	5.53346061706543	1.0301990509033203	1	1.0102200508117676
15898	15.302300453186035	9.32826328277588	1.7202999591827393	0.6988000273704529	54.81840133666992	0.002372999908402562	0.0005000000237487257	9.999999747378753e-05	0.004000000189989804	0.0003999999898951501	18.423503875732425	21.804079055786133	20.843891143798828	28.238569259643555	1.1386100053787231	1	1.322100043296814
184232	16.463600158691403	4.4319167137146	6.0776000022888175	0.15960000455379486	38.15370178222656	0.2276045978069305	0.2140000015497208	0.010499999858438969	2.1670000553131104	0.023499999195337296	10.27952480316162	23.11677169799805	21.503223419189453	37.240684509277344	1.011489987373352	1	1.830600023269653
184368	13.643099784851074	16.256067276000973	1.6928000450134275	0.4650999903678894	-17.513799667358402	0.04993470013141632	0.004800000227987765	0.0007999999797903001	0.10119999945163727	0.002000000094994902	18.645490646362305	21.966472625732425	21.01430892944336	48.7630729675293	1.7247589826583862	1	1.5153299570083618
618133	15.557600021362305	6.225633144378662	6.064099788665772	0.12219999730587006	57.87689971923828	0.8839424848556519	0.4896000027656555	0.027799999341368675	7.40850019454956	0.06530000269412994	10.1868896484375	22.99482536315918	21.382455825805664	52.18499374389648	35.29063034057617	1	1.166159987449646
373374	13.484299659729006	9.589734077453613	3.392899990081787	0.1923000067472458	-66.12210083007811	0.03681540116667748	0.009399999864399431	0.0012000000569969413	0.2338999956846237	0.002000000094994902	14.454894065856935	21.463903427124023	20.15690803527832	46.2537727355957	1.4578759670257568	1	1.2305699586868286
16426	17.62779998779297	6.092507839202881	1.8366999626159668	0.1468999981880188	12.395500183105467	0.2425545006990433	0.06340000033378601	0.016599999740719795	4.537700176239014	0.02759999968111515	20.73478126525879	24.367637634277344	23.37472915649414	19.156320571899414	1.0803920030593872	1	1.3492200374603271
376015	18.896299362182614	2.7223055362701416	0.7520999908447266	0.1972000002861023	-60.86640167236328	0.0877671018242836	0.04930000007152557	0.01979999989271164	5.026000022888184	0.0210999995470047	22.10752296447754	23.39643669128418	22.82795333862305	5.6473631858825675	1.0173790454864502	1	1.0407299995422363
376163	18.35759925842285	1.287386417388916	0.8748999834060669	0.211899995803833	-13.915800094604492	0.0185432992875576	0.03799999877810478	0.011699999682605268	2.4017999172210693	0.007400000002235173	19.726606369018555	21.27931404113769	20.643047332763672	2.826052188873291	0.8686457872390747	1	1.1153099536895752
619258	17.167400360107422	1.60374116897583	4.904200077056885	0.0771000012755394	-3.392800092697144	0.04471410065889359	0.1624000072479248	0.011800000444054605	5.069900035858153	0.01360000018030405	11.311798095703125	21.601490020751953	20.101408004760746	10.77237033843994	1.0977439880371094	1	1.227180004119873
17359	18.10269927978516	1.5678750276565552	1.3666000366210938	0.3664000034332275	-81.62120056152344	0.01932300068438053	0.03290000185370445	0.008500000461935997	0.9724000096321106	0.007300000172108413	18.811494827270508	21.4260196685791	20.57924461364746	4.196324825286865	0.9741936922073364	1	1.2034499645233154
