CATID	RA_OBJ	DEC_OBJ	z_spec	FILLFLAG
377957	139.661397187	1.64803223399	0.09331	30
383021	139.593565332	2.15112100767	0.08982	30
383148	140.079139572	2.18171564557	0.09085	30
485887	217.758934202	-1.78660627955	0.05113	30
485891	217.79341596	-1.75828982533	0.05715	30
485927	217.819158968	-1.75596689285	0.05587	30
487114	222.997021976	-1.57378930765	0.09846	30
508160	216.145126446	-1.63732354673	0.05765	30
508681	217.912442146	-1.47917005824	0.09333	30
32035	182.940694178	-1.19873969795	0.06369	30
38995	174.468737793	-0.798978895843	0.04556	30
40843	183.168941855	-0.747288452142	0.0403	30
62300	212.297752861	-0.412247420569	0.08307	30
69903	177.449321046	0.12855342943	0.07839	30
549178	130.659547084	-0.576394532937	0.03062	40
371883	133.245645961	1.02694942417	0.05056	40
14581	212.039885615	0.690458833056	0.02478	40
227921	215.306245618	1.20188622607	0.05475	40
511911	216.571638184	-1.19368637964	0.05517	40
106055	214.52259	0.88846	0.1199	50
32493	185.11197	-1.1798	0.1199	50
92963	218.22314	0.54944	0.11961	50
47612	213.46605	-0.6308	0.12109	50
512193	217.96988	-1.24571	0.12166	50
561792	184.91467	-0.49534	0.12219	50
586375	184.71257	-0.08482	0.11704	50
561446	183.64839	-0.56203	0.12371	50
417930	134.06605	2.42283	0.11596	50
144492	180.29231	-1.29281	0.12567	50
55801	183.56558	-0.31778	0.12614	50
367325	221.36682	2.99552	0.11359	50
15333	215.17817	0.78271	0.12668	50
99116	181.077512444	0.893675335027	0.08743	30
543649	212.202819045	-0.890041500771	0.0834	30
545978	222.162518782	-0.91247222057	0.05618	30
551275	139.620299653	-0.535917016481	0.08521	30
560365	180.122441775	-0.552415917828	0.08253	30
560438	180.145106397	-0.612876170934	0.08385	30
594975	222.690824277	-0.0995433857923	0.12978	30
143786	177.452449812	-1.3870393251	0.08022	30
144456	180.123318922	-1.2932933667	0.07332	30
179110	183.348013508	-1.98960967909	0.06757	30
208557	129.500796526	0.0981351201595	0.08331	30
219728	178.888742966	1.59543725484	0.07944	30
231837	185.659519974	1.94399720787	0.09168	30
239880	219.465946846	1.5412968491	0.07818	30
573703	129.744116035	-0.146285686427	0.0404	30
9388001101	336.6871033	-31.3417625	0.05327543	90
9091700469	355.9588928	-29.1907043	0.051383972	90
231234	182.83852	1.95129	0.12704	50
106565	216.64317	1.02239	0.12716	50
345528	129.92966	1.88575	0.11284	50
568557	215.54968	-0.59789	0.12765	50
69823	176.76344	0.18009	0.11162	50
425733	129.60757	2.90394	0.11101	50
271388	174.13181	1.37791	0.11083	50
170383	174.3227	-2.3183	0.11065	50
3626193	133.75224	-0.89889	0.11054	50
273122	182.14335	1.44422	0.12964	50
165987	184.3391	-2.80037	0.11026	50
593798	217.856528131	-0.141719266802	0.08754	30
593875	218.122791787	-0.0262057987001	0.0861	30
600781	137.348241057	0.334167716391	0.07039	30
16050	217.428721348	0.714466833696	0.05388	30
16594	219.287817608	0.82863428275	0.07844	30
23499	181.888364984	1.11559140228	0.04902	30
251388	218.377337079	1.91854348606	0.08832	30
273887	185.523273187	1.34952530566	0.07791	30
287630	174.233888362	1.62323256259	0.07413	30
296858	213.687973717	1.53948819074	0.05253	30
297409	215.668101777	1.40838363701	0.0782	30
298517	220.171926919	1.32985709113	0.04996	30
301765	135.14284268	1.31228460283	0.07051	30
320446	218.295651593	1.87201774888	0.07105	30
347373	137.55958277	2.22266784889	0.09708	30
347900	139.545185953	2.19949961977	0.08678	30
371112	130.121178768	0.948546144091	0.05963	30
371207	130.503217433	1.01836450638	0.07615	30
372142	134.538917278	1.09627782833	0.07118	30
372574	136.479667841	1.1280285612	0.0516	30
373171	139.741069023	1.15889287266	0.08815	30
376115	132.088816451	1.40261297136	0.06643	30
386264	131.117946149	2.11458274645	0.07895	30
386494	132.555129952	2.27329049617	0.06765	30
396753	174.921229627	1.48149599568	0.07533	30
417448	131.095907411	2.27778137237	0.05012	30
418104	134.957994532	2.56980957033	0.09121	30
521767	131.033062082	2.9453702959	0.07716	30
485309	214.841874017	-1.78510630264	0.05576	30
485909	217.688528551	-1.75988125621	0.07283	30
491746	213.153210298	-1.44275106209	0.07083	30
492616	217.213840411	-1.4312278465	0.05474	30
508734	218.062694652	-1.63760976639	0.08177	30
508752	218.157380918	-1.57046924996	0.0905	30
512555	219.243563895	-1.05850440148	0.07213	30
32334	184.440564982	-1.19925012824	0.07011	30
36864	211.693029473	-1.06493004931	0.05539	30
36958	213.241407646	-1.0970826897	0.07618	30
41181	184.56015411	-0.733246412864	0.08458	30
49262	220.350716074	-0.751852215496	0.08005	30
54252	177.283182526	-0.38578779316	0.08393	30
54262	177.335001968	-0.283435064326	0.08258	30
54656	178.95644093	-0.297460291974	0.07662	30
62327	212.418635037	-0.408220684254	0.08383	30
70908	182.050052979	0.0649117049542	0.09962	30
77787	214.872706551	0.106380879184	0.06	30
216403	138.046132714	0.466812081446	0.05405	40
137883	179.835283783	-1.75498666347	0.01894	40
543854	213.08988602	-0.864463118361	0.03207	40
484940	213.36384	-1.81785	0.11992	50
31501	179.89017	-1.05072	0.12041	50
107086	218.39104	0.98159	0.1194	50
125135	182.73344	-2.58455	0.12064	50
208983	131.17357	0.10867	0.11914	50
31362	179.5368	-1.07168	0.12142	50
422657	131.81645	2.66035	0.11855	50
619175	218.50535	0.22774	0.12164	50
367441	222.23637	2.86228	0.12213	50
618384	215.52644	0.41713	0.12247	50
64160	218.38332	-0.27818	0.1227	50
186622	185.28446	-1.51725	0.11644	50
107017	218.10258	0.84476	0.12423	50
209387	133.22895	0.02368	0.12425	50
491595	212.48097	-1.47461	0.11487	50
230423	179.81115	1.9373	0.12574	50
518059	134.85133	2.72897	0.11415	50
107154	218.70093	0.88133	0.12613	50
179588	185.63902	-2.02551	0.11379	50
77336	212.97703	0.06012	0.12672	50
63020	214.19412	-0.21573	0.12675	50
560030	178.96329	-0.42488	0.12689	50
78675	218.151184842	0.0535944510796	0.09262	30
85213	181.436673062	0.519956459547	0.05055	30
92055	214.619957207	0.496223149096	0.05023	30
92056	214.629523652	0.525480616888	0.05042	30
99046	180.879461914	0.858204422209	0.07771	30
99935	185.070845079	0.941715811276	0.08908	30
535229	176.979202125	-0.893293562065	0.09381	30
543623	212.061193415	-1.0434254093	0.08753	30
544309	215.003331007	-0.987333188456	0.08295	30
551596	140.758647644	-0.458778129621	0.05579	30
560204	179.657912546	-0.48402289815	0.08417	30
560408	180.162831474	-0.494817238665	0.08208	30
567837	213.219903352	-0.432731543436	0.0839	30
569204	218.285649887	-0.579214787461	0.08893	30
584776	180.157768699	-0.0258239361965	0.09368	30
137207	177.481277798	-1.68698307355	0.08461	30
143800	177.440972457	-1.37184613021	0.081	30
144336	179.761262488	-1.31901433389	0.08285	30
177391	176.609930155	-1.92293046442	0.04864	30
186015	182.704688495	-1.56540435072	0.09806	30
186104	182.964125764	-1.55389275694	0.08218	30
186289	183.802896094	-1.63981102373	0.06858	30
230259	178.981237234	1.88761394414	0.06679	30
239399	217.467289287	1.64306364501	0.3634	30
583407	174.666040766	-0.145085349133	0.07194	30
583550	175.469992913	-0.193175898763	0.06098	30
279388	136.95797	1.02853	0.12716	50
249679	212.53609	2.03614	0.12722	50
319183	213.68869	1.83342	0.1273	50
86221	185.80614	0.42328	0.12736	50
220373	181.31778	1.58561	0.11194	50
208979	131.10886	0.12953	0.12807	50
3586649	135.25366	-1.82457	0.12854	50
549984	133.86638	-0.422	0.12872	50
362055	213.49231	2.68245	0.12918	50
15919	217.17349	0.65253	0.1293	50
559910	178.76492	-0.58073	0.12935	50
319750	215.72232	1.73209	0.11041	50
509926	223.45997	-1.45799	0.11005	50
598930	129.526938498	0.406412534498	0.08013	30
600981	138.198109361	0.373540837124	0.05397	30
610065	178.482134055	0.341513805631	0.05049	30
6975	175.172489484	0.812952452591	0.0753	30
8278	181.555398214	0.668033468584	0.08151	30
15973	217.340873439	0.752764732752	0.02988	30
16209	217.934802543	0.811971736493	0.09501	30
230195	178.80822542	1.99511149191	0.07925	30
251864	220.884880381	1.92805041544	0.07816	30
251884	220.899263848	1.9414755799	0.07959	30
289199	181.33961235	1.80658532289	0.07605	30
301576	134.352985778	1.35826037927	0.06981	30
301916	135.582644729	1.23445842234	0.09349	30
302006	135.875331769	1.35368850918	0.0708	30
318894	212.8139309	1.90430512138	0.07974	30
321451	223.232288947	1.70768195684	0.09847	30
321467	223.271690475	1.69254596402	0.09665	30
322875	129.32140545	1.48730146357	0.07865	30
345804	131.069029478	2.090359352	0.07869	30
372189	134.601808474	1.11168832777	0.07356	30
380735	129.745280344	1.74037790873	0.07284	30
386601	133.054195988	2.26779247603	0.09587	30
396634	174.240068614	1.43407037831	0.07376	30
417515	131.535889514	2.29014020581	0.07514	30
422532	131.463921333	2.57160759402	0.07837	30
423523	135.3804626	2.90311911969	0.07074	30
517214	131.364770379	2.46581333606	0.07777	30
517801	133.768985429	2.54453208088	0.07051	30
484818	212.813526279	-1.90407497637	0.04992	30
485479	215.757834792	-1.93752275022	0.08258	30
509511	221.605626025	-1.388462838	0.07603	30
38994	174.438739742	-0.801841344148	0.04589	30
40334	180.654968984	-0.704693548064	0.0988	30
41102	184.322692964	-0.797490997145	0.07112	30
48045	215.591144391	-0.801350505438	0.07466	30
48378	216.934798488	-0.79164383089	0.0731	30
55297	181.46160904	-0.324252364824	0.06271	30
62381	212.522046351	-0.310271261789	0.05398	30
63035	214.278684104	-0.411534851684	0.04682	30
71081	182.937409574	0.0973265216126	0.07784	30
77712	214.404806872	0.064005272593	0.05294	30
130253	176.56696	-2.24861	0.11985	50
278660	132.99465	0.82328	0.11962	50
543899	213.21567	-1.04318	0.12058	50
535800	179.40526	-1.02902	0.12061	50
343741	221.95624	2.03595	0.11933	50
47498	213.2257	-0.75794	0.11927	50
170760	176.00783	-2.42394	0.12084	50
32486	185.04766	-1.05491	0.11888	50
39425	177.01176	-0.68452	0.12115	50
536491	182.66852	-0.87995	0.12199	50
343778	222.10389	2.07974	0.12234	50
343508	220.44978	2.14339	0.11746	50
611363	184.58369	0.25595	0.11737	50
561119	182.8569	-0.42031	0.11655	50
164226	176.91158	-2.82146	0.12346	50
402501	175.51075	1.87646	0.12357	50
184318	176.04479	-1.47475	0.12387	50
84936	180.20744	0.45685	0.12464	50
64004	217.78348	-0.26937	0.12469	50
750130	185.08001	0.71982	0.11509	50
560075	179.16325	-0.5267	0.12529	50
227147	212.37901	1.19758	0.11447	50
47940	215.196	-0.83757	0.12553	50
3589554	136.88281	-1.73079	0.12581	50
568086	213.94762	-0.56156	0.12704	50
516921	129.92329	2.27582	0.11261	50
77339	213.01292	0.13181	0.12833	50
508097	215.95863	-1.70503	0.12847	50
346835	135.18531	2.04465	0.12868	50
179059	183.04969	-1.97593	0.11114	50
164110	176.3883	-2.80107	0.11083	50
346319	133.28649	2.15678	0.12927	50
342892	217.80232	2.17672	0.1105	50
371293	130.84168	0.999	0.11038	50
622536	133.7743	0.76443	0.11008	50
196830	132.97631	-0.75655	0.12997	50
600597	136.522682216	0.213367896225	0.01643	30
610132	178.928020511	0.372651491566	0.06588	30
611350	184.445254068	0.217876230875	0.07245	30
8224	181.104764769	0.695511012391	0.08826	30
8394	182.226479786	0.671779562711	0.09287	30
8951	184.423218516	0.6902588298	0.08262	30
23276	180.963305256	1.17402977098	0.08366	30
28864	216.92799724	1.05136173173	0.4256	30
272965	181.521149437	1.28793635095	0.04869	30
279579	138.180960929	1.07155007285	0.08593	30
287660	174.432611529	1.70998560928	0.09387	30
287882	175.553105739	1.78326624831	0.07569	30
289817	183.477720067	1.85047221282	0.0708	30
298226	219.03253293	1.3858641434	0.08782	30
215662	134.569375706	0.439600469075	0.01139	20
183930	174.231423582	-1.59325022374	0.02178	40
567452	211.67991537	-0.590523746354	0.05252	40
28736	213.143649812	1.05442821756	0.04625	40
238122	213.302392561	1.72233591881	0.02569	40
594691	221.012265645	-0.0183592937104	0.03457	40
106046	214.5477	0.86638	0.12018	50
3898205	130.96497	-0.89024	0.11958	50
84047	175.78869	0.4491	0.11951	50
376900	135.62798	1.4958	0.12062	50
561538	183.97199	-0.60201	0.11914	50
508756	218.19625	-1.59531	0.12102	50
521927	131.75344	2.80678	0.11883	50
70744	181.2673	0.05125	0.11851	50
559362	176.6924	-0.45888	0.1217	50
363923	221.96913	2.5681	0.12171	50
78670	218.09544	0.03266	0.12176	50
15214	214.56174	0.69672	0.11803	50
569431	219.15348	-0.54285	0.12236	50
376904	135.66299	1.53318	0.11758	50
543909	213.28783	-0.89201	0.12266	50
586631	185.72062	-0.19344	0.12266	50
228044	215.7677	1.25477	0.11649	50
91810	213.66018	0.47743	0.12352	50
252085	222.17326	1.86819	0.11607	50
423576	135.67293	2.92392	0.12416	50
346679	134.67063	2.07824	0.12498	50
55330	181.64649	-0.41403	0.11417	50
289448	182.35694	1.85009	0.12602	50
15343	215.27163	0.79904	0.12606	50
611106	183.31861	0.21675	0.12607	50
521582	129.97438	2.85162	0.11358	50
79700	222.765064004	0.0375447986695	0.36628	30
79862	223.371876132	0.178097162946	0.04504	30
83823	174.448270253	0.425211201833	0.0937	30
107281	219.293688647	0.841410989439	0.07774	30
543438	211.537349867	-1.03691028287	0.07016	30
544342	215.128539515	-0.887874854425	0.0854	30
560414	180.227809582	-0.476755207301	0.08392	30
561684	184.480592538	-0.567939999439	0.08043	30
567562	212.146473377	-0.430805956871	0.05439	30
567770	213.164002898	-0.439248635237	0.09722	30
574021	131.021778517	-0.0639297167135	0.07799	30
583573	175.493247953	-0.181600691433	0.06075	30
136901	176.217217269	-1.79411638138	0.07172	30
137084	177.048091857	-1.68189212978	0.09244	30
143604	176.739521713	-1.32681199752	0.0838	30
185296	179.713431762	-1.49395856856	0.05217	30
185596	180.957901253	-1.62324558625	0.09578	30
186484	184.61545269	-1.5477281261	0.08076	30
202397	129.447900064	-0.244077186653	0.05224	30
208908	130.734125059	0.0159214150797	0.01019	30
221341	185.644648123	1.58731044823	0.07907	30
239169	216.559657229	1.61599241869	0.08622	30
583724	176.319155669	-0.183191942617	0.09399	30
585298	182.218695613	-0.0254552906138	0.09994	30
9091700404	355.8114014	-28.984375	0.050935276	90
320318	217.844112011	1.83337726802	0.0989	30
322892	129.334204701	1.50393567789	0.07824	30
371669	132.356898883	0.913311327715	0.06551	30
372595	136.492410763	1.22232931265	0.07694	30
376107	132.018361698	1.35567173112	0.06755	30
381107	131.511679167	1.90625151376	0.07615	30
386295	131.325529081	2.20837989704	0.07589	30
388479	140.330962903	2.51288314406	0.08821	30
388496	140.313436201	2.5259254127	0.0883	30
397036	176.374668172	1.54799062959	0.07484	30
402422	175.110369021	1.9864528422	0.07734	30
417395	130.574497999	2.20645043699	0.09602	30
417481	131.26584619	2.30397934668	0.07736	30
423727	136.709461672	2.95654250999	0.05662	30
521892	131.624388768	2.95602911756	0.09779	30
485988	218.034721034	-1.84927442521	0.05471	30
491787	213.236273431	-1.45194207438	0.07699	30
492410	216.475602532	-1.48237938145	0.09068	30
492485	216.897558204	-1.39036632123	0.09889	30
508182	216.159417038	-1.58717894412	0.05739	30
513148	221.861657224	-1.00562380241	0.08036	30
39396	176.852608671	-0.795739372294	0.07849	30
48328	216.720458104	-0.734439450746	0.07288	30
55713	183.224892058	-0.220486592765	0.07434	30
64302	218.924736762	-0.292666238358	0.05669	30
69445	174.598739752	0.0738357765392	0.08876	30
166245	185.59896	-2.8738	0.11262	50
485459	215.78639	-1.85698	0.12797	50
24276	185.1877	1.15925	0.11173	50
228854	219.1931	1.07425	0.12934	50
164543	177.94517	-2.85373	0.12958	50
570098	222.00231	-0.48142	0.12987	50
9071	184.890900648	0.735852636343	0.07936	30
9324	185.925691112	0.718520367281	0.0742	30
23077	180.155474608	1.14702409038	0.07765	30
23393	181.471219585	1.05450381226	0.07777	30
23587	182.348917744	1.24286151126	0.08258	30
28759	213.556366847	1.06953769357	0.07744	30
272594	179.994311719	1.29857017624	0.0766	30
288777	180.00971206	1.80588076595	0.07867	30
288910	180.722822478	1.66477457068	0.08159	30
300337	129.167662468	1.16559889732	0.09293	30
302525	138.292201719	1.49173543392	0.05577	30
318895	212.816651626	1.90419579045	0.08007	30
325344	139.845301374	1.76650194718	0.08799	30
371165	130.437909837	0.832671021342	0.07497	30
371720	132.590459056	1.0840238064	0.06994	30
376122	132.11521628	1.4943005355	0.09457	30
381355	132.344438998	1.76890782614	0.06902	30
386318	131.452193533	2.22527369184	0.07492	30
396734	174.844201598	1.48874720044	0.07707	30
419412	140.172011379	2.8511600834	0.05634	30
422527	131.439419537	2.57198435543	0.07664	30
517800	133.771954974	2.54239168805	0.07035	30
521766	131.028530465	2.9387828162	0.07687	30
521862	131.448259144	2.85356557642	0.07701	30
485870	217.657654091	-1.79872012674	0.05277	30
486432	219.920639744	-1.79228576225	0.07997	30
492435	216.475130505	-1.49201426568	0.09076	30
30394	174.96896492	-1.13706321061	0.07969	30
31103	178.391837679	-1.13106506107	0.08143	30
48013	215.47185983	-0.671387582169	0.07241	30
48403	216.903171348	-0.743219137772	0.09837	30
48844	218.723931146	-0.787569878596	0.08088	30
54851	179.675300589	-0.214200305449	0.09488	30
56141	184.676312212	-0.289256040495	0.08016	30
62504	213.218238544	-0.378859175619	0.09619	30
63036	214.283060063	-0.41403927147	0.04722	30
65473	223.345313153	-0.279469002125	0.0759	30
70189	179.071258087	0.0556756165362	0.06501	30
71180	183.456866484	0.0216607709022	0.08122	30
79754	222.924579511	0.148677681488	0.06936	30
535641	178.921226906	-0.883980447848	0.07619	30
536233	181.200167634	-0.958843413139	0.08302	30
543666	212.358846797	-0.869725725037	0.07128	30
548937	129.604012296	-0.466863561788	0.08539	30
136361	174.649640669	-1.636209702	0.07784	30
137076	176.987277435	-1.7043054103	0.08259	30
145518	185.026885478	-1.32617403093	0.08523	30
186440	184.603813442	-1.51743517301	0.06934	30
204132	136.666113245	-0.413763767375	0.06992	30
208591	129.649398063	0.0367583178428	0.07817	30
210853	139.926674616	0.0114936822071	0.06946	30
216592	138.926638533	0.420451064155	0.06891	30
220308	180.908650304	1.45252225324	0.01952	30
231834	185.646265062	1.90190725222	0.0899	30
239611	218.473405679	1.54226224607	0.09404	30
99232	181.824169832	0.885202990639	0.04933	20
345785	131.039370192	1.9015807642	0.07891	40
551623	140.90888214	-0.559578782003	0.05556	40
560339	180.008456782	-0.493880838116	0.08046	40
536236	181.215797087	-0.983033788097	0.08238	40
544758	216.845091168	-0.938963719567	0.05455	40
485705	216.912651727	-1.75253972263	0.05417	40
229004	219.708674378	1.10633765675	0.08265	40
570213	222.707760119	-0.513249129828	0.04229	40
543893	213.25328	-0.90082	0.12055	50
118401	182.24514	-2.95436	0.12127	50
228007	215.7381	1.13444	0.1187	50
609642	176.60072	0.40163	0.12158	50
227875	215.13446	1.30643	0.11829	50
559815	178.39006	-0.54677	0.12189	50
584987	180.76848	-0.12429	0.12224	50
39432	176.93644	-0.71188	0.1177	50
47442	212.95392	-0.70686	0.11756	50
463598	213.7631	-1.32366	0.12258	50
561826	184.96658	-0.42821	0.12293	50
71703	185.96044	0.07627	0.11697	50
561728	184.64437	-0.42957	0.12341	50
105614	212.78858	0.96996	0.12382	50
600135	133.9704	0.39226	0.12384	50
106630	216.75707	0.91022	0.12393	50
54463	178.20554	-0.37983	0.1248	50
288711	179.81308	1.81358	0.12499	50
130263	176.57741	-2.2151	0.11492	50
118949	184.85492	-2.97789	0.12531	50
367326	221.36744	2.99885	0.11416	50
567569	212.16476	-0.43414	0.11311	50
78548	217.604377321	0.121269080961	0.05606	40
240441	222.482839348	1.49047158457	0.04992	40
506120	223.26448955	-1.77023064721	0.08431	40
513244	222.57996	-1.11318	0.11945	50
583511	175.32308	-0.0865	0.11856	50
85447	182.46229	0.61896	0.12193	50
63965	217.71504	-0.23468	0.12205	50
537427	185.24317	-0.83988	0.12205	50
30688	176.55439	-1.08987	0.11757	50
56188	184.90713	-0.32561	0.11722	50
367601	223.03346	2.9203	0.12363	50
184275	175.9171	-1.441	0.12371	50
376893	135.66137	1.548	0.11607	50
49184	219.93315	-0.81799	0.11589	50
53775	175.07214	-0.26207	0.12453	50
23743	182.83851	1.06385	0.12491	50
28853	216.24427	1.05345	0.12555	50
511431	214.17404	-1.65904	0.12598	50
99609	183.60204	0.989	0.12605	50
493208	219.96672	-1.26624	0.11364	50
518041	134.77428	2.60201	0.1135	50
3586923	135.34469	-1.73372	0.11315	50
585433	182.75428	-0.2045	0.12697	50
517170	131.21968	2.38034	0.11293	50
568556	215.55258	-0.59854	0.12772	50
7377	177.20034	0.77424	0.12794	50
85450	182.52481	0.44453	0.128	50
204044	136.25842	-0.24671	0.1286	50
250885	216.38191	1.96719	0.12861	50
319229	213.89572	1.82534	0.12867	50
106083	214.71827	0.88852	0.12893	50
617636	212.54545	0.34966	0.12897	50
131880	182.98765	-2.14568	0.11074	50
77396	213.11425	0.10693	0.12935	50
278818	133.78523	0.85318	0.11059	50
251354	218.31991	1.97911	0.12952	50
599579	132.151083003	0.258916079739	0.0517	30
599819	132.624600775	0.290182639983	0.05229	30
610389	180.006332527	0.404278632328	0.08465	30
610967	182.780472734	0.406075078719	0.09713	30
618156	214.543526883	0.295568066902	0.05425	30
7968	180.024220865	0.68877231094	0.08365	30
8455	182.465846892	0.735711317406	0.07865	30
8686	183.572592883	0.732734833235	0.09999	30
15516	215.856780912	0.686331894163	0.05472	30
22880	179.4983906	1.11481569214	0.06462	30
238502	214.519326053	1.6816740271	0.08223	30
251889	220.955611896	1.89294185356	0.07893	30
272546	179.933518947	1.31957066889	0.07724	30
279500	137.610701889	0.982265343635	0.09473	30
288750	180.033852921	1.8470250345	0.07761	30
289821	183.488404179	1.86763614298	0.07036	30
302004	135.86887434	1.34162834462	0.09348	30
98986	180.677300074	0.88771497477	0.09472	30
107142	218.662547642	0.983817717031	0.07836	30
536202	181.118094927	-0.888753713528	0.09435	30
537030	183.807059337	-0.859718127256	0.07487	30
560915	182.244490879	-0.602746242628	0.09948	30
572410	134.459381662	-0.0878113331884	0.07106	30
136965	176.639266798	-1.72951592932	0.08622	30
205131	140.619799992	-0.376783095649	0.05417	30
209394	133.182371707	0.100690642881	0.06694	30
214285	129.623750326	0.423534845842	0.08264	30
219746	178.939926054	1.60794185482	0.07888	30
227095	212.158707561	1.34524665457	0.09559	30
229375	222.292396128	0.997949487414	0.07518	30
230279	178.970051687	1.86457561317	0.06796	30
536540	132.081835777	-0.0171335215507	0.07229	30
583726	176.33527611	-0.197890483863	0.09302	30
9388001133	336.277832	-31.1356239	0.05798995	90
323042	130.03122563	1.44203900063	0.09572	30
324847	137.575176137	1.87531623236	0.09771	30
347398	137.581169939	2.18756644137	0.09682	30
371185	130.486210743	0.835671273641	0.07875	30
396707	174.685021223	1.54182909415	0.0761	30
417471	131.262222361	2.27421547131	0.07751	30
423522	135.380208488	2.89861095214	0.07118	30
485897	217.743522801	-1.8599557673	0.05332	30
486587	220.359823071	-1.73435530096	0.07789	30
486888	221.860026676	-1.77772131328	0.08293	30
30959	177.625681169	-1.11426538364	0.0809	30
31742	181.305722553	-1.22789684718	0.09567	30
37016	214.64923963	-1.05335753551	0.08235	30
39522	177.256767945	-0.805012088891	0.08334	30
40346	180.645517487	-0.686271856611	0.09856	30
54267	177.352741768	-0.290686246208	0.07907	30
54655	178.943692123	-0.285383840372	0.07638	30
62332	212.475604867	-0.401556971853	0.0827	30
78674	218.143370581	0.0515396811361	0.09427	30
84771	179.633724763	0.627909433396	0.06108	30
535457	177.915689508	-0.848107387895	0.08046	30
535765	179.281494908	-0.97618054065	0.07594	30
536201	181.099822512	-0.897477929019	0.09446	30
537001	183.681047576	-1.042408976	0.08296	30
544421	215.489412779	-0.97090634709	0.09882	30
545477	219.623632038	-0.960805531594	0.0714	30
561091	182.719963295	-0.420042353966	0.09626	30
568290	214.519261278	-0.569582739559	0.05043	30
569192	218.03047099	-0.502426516878	0.02523	30
570232	222.823779292	-0.454779689336	0.38487	30
584665	180.06957532	-0.181094623034	0.08289	30
136998	176.768092271	-1.76888381858	0.09441	30
137817	179.774870006	-1.79210745077	0.01883	30
143785	177.449568487	-1.37348400345	0.08088	30
144245	179.420155704	-1.31175918122	0.0774	30
177435	176.801056497	-1.89769916935	0.09551	30
220285	181.005622255	1.45001359023	0.08422	30
230462	179.958212126	1.86900644027	0.07745	30
544174	214.29534	-0.9875	0.12705	50
559913	178.77107	-0.58545	0.12745	50
550394	135.5226	-0.61289	0.12766	50
77268	212.71306	0.1248	0.12824	50
99828	184.4909	1.04094	0.11162	50
16489	219.03894	0.78177	0.12842	50
599411	131.4239	0.26922	0.12849	50
544362	215.2158	-0.97404	0.12851	50
107196	218.93325	1.00042	0.12867	50
92836	217.68987	0.48503	0.12892	50
251348	218.26687	1.94588	0.11098	50
622533	133.76064	0.70522	0.11092	50
289335	182.01107	1.7393	0.11082	50
3589157	136.67695	-1.8702	0.12937	50
511643	215.28063	-1.12385	0.12947	50
609971	177.99584	0.24393	0.12962	50
40494	181.65586	-0.80331	0.12988	50
593837	217.896853835	-0.18777661939	0.09266	30
609969	178.03013436	0.419060787396	0.05881	30
617584	212.308054861	0.367762931716	0.05323	30
22457	177.596776878	1.08211498994	0.07824	30
230575	180.32567284	1.86967597344	0.08467	30
251891	220.97199976	1.91274876316	0.07792	30
273851	185.513626063	1.4470882608	0.07962	30
288880	180.492115821	1.70881223072	0.07814	30
296438	211.838033311	1.40861918455	0.03498	30
71380	184.602180042	0.0969705739532	0.03399	20
381266	131.822255835	1.89719459535	0.04979	40
376136	132.094628823	1.42688859434	0.05068	40
228071	215.851633994	1.13988540961	0.03974	40
492401	216.403887225	-1.37959536683	0.05562	40
422043	129.20995	2.40824	0.11989	50
535224	176.91927	-0.88645	0.11968	50
251760	220.28034	1.86899	0.12109	50
84073	175.92862	0.51131	0.1215	50
163612	174.35697	-2.87565	0.12156	50
39618	177.70655	-0.71339	0.11828	50
30668	176.42861	-1.06836	0.11827	50
518795	138.1013	2.99157	0.12173	50
170824	176.24387	-2.3251	0.12174	50
619777	221.30472	0.41413	0.11817	50
47615	213.47282	-0.75755	0.11817	50
31276	179.25989	-1.06229	0.12187	50
534714	174.63043	-1.03411	0.11808	50
535112	176.51841	-0.99467	0.11807	50
23496	181.86572	1.16716	0.12223	50
594061	218.9476	-0.06219	0.12238	50
463328	212.50861	-1.23221	0.11745	50
568216	214.365	-0.42672	0.12263	50
381870	134.30364	1.81342	0.1173	50
593969	218.69452	-0.17665	0.12319	50
559683	177.89694	-0.5538	0.12335	50
586492	185.15021	-0.14278	0.12364	50
131662	182.31375	-2.15147	0.11603	50
511424	214.13133	-1.71034	0.12405	50
323709	132.92924	1.67797	0.12448	50
492148	215.02809	-1.44057	0.12487	50
592543	213.39272	-0.02842	0.12546	50
55686	183.1466	-0.25168	0.12546	50
92630	217.00529	0.59663	0.12556	50
219871	179.50737	1.61335	0.1264	50
319999	216.67418466	1.72880206758	0.08601	30
323587	132.387237561	1.69311372192	0.06959	30
371229	130.588614334	0.851833011623	0.09589	30
373162	139.712190759	1.14286926496	0.08613	30
386317	131.447927977	2.18742940251	0.07882	30
518715	137.716089053	2.87515461112	0.09803	30
484691	212.083545592	-1.97354179254	0.08335	30
492713	217.913504314	-1.30019624376	0.09247	30
496920	211.81285618	-1.13880384766	0.05142	30
497008	213.352230602	-1.1046899547	0.06995	30
507899	214.842031822	-1.68231131305	0.08228	30
508600	217.612001895	-1.57908811149	0.07682	30
508704	217.967578064	-1.47929289605	0.09159	30
508754	218.168128663	-1.57940306194	0.09031	30
512321	218.501142401	-1.22396484847	0.07254	30
31086	178.363726736	-1.17411521471	0.08034	30
31740	181.312843066	-1.21955768099	0.09639	30
32379	184.548487311	-1.22154567441	0.07002	30
