branch,case_index,spatial_fwhm_arcsec,spectral_fwhm_stored_channels,subchannel_phase,peak_detector_sigma,position,y,x,peak_selected,true_flux_fraction_retained,reference_flux_jy_kms,post_continuum_flux_over_reference,selected_noisy_flux_over_reference,paired_selected_flux_difference_over_reference,selected_voxel_fraction
boxcar_independent,0,6,1,0,2,0,96,352,False,0.0,0.016566471225813277,0.9999999999999997,0.0,0.0,0.0
boxcar_independent,1,6,1,0,5,0,96,352,False,0.0,0.04141617806453318,0.9999999999999999,0.0,0.0,0.0
boxcar_independent,2,6,1,0.5,2,0,96,352,False,0.0,0.025689176080952437,1.0,0.0,0.0,0.0
boxcar_independent,3,6,1,0.5,5,0,96,352,False,0.0,0.06422294020238109,0.9999999999999998,0.0,0.0,0.0
boxcar_independent,4,6,3,0,2,0,96,352,False,0.0,0.04129383944041109,0.9999999999999999,0.0,0.0,0.0
boxcar_independent,5,6,3,0,5,0,96,352,False,0.0,0.10323459860102767,1.0000000000000004,0.0,0.0,0.0
boxcar_independent,6,6,3,0.5,2,0,96,352,False,0.0,0.044427510597597704,1.0000000000000002,0.0,0.0,0.0
boxcar_independent,7,6,3,0.5,5,0,96,352,True,0.38587990588013094,0.11106877649399426,1.0,0.38695452740655645,0.38695452740655645,0.0003701526335271191
boxcar_independent,8,6,6,0,2,0,96,352,False,0.0,0.0810326599700814,0.9999999999999684,0.0,0.0,0.0
boxcar_independent,9,6,6,0,5,0,96,352,True,0.28693382002934914,0.20258164992520347,0.9999999999999685,0.29108428768771355,0.29108428768771355,0.0008600605308424239
boxcar_independent,10,6,6,0.5,2,0,96,352,False,0.0,0.08258767888082215,0.9999999999999848,0.0,0.0,0.0
boxcar_independent,11,6,6,0.5,5,0,96,352,True,0.37509736156450346,0.20646919720205534,0.9999999999999849,0.42600649136632107,0.42600649136632107,0.0015931079031216205
boxcar_independent,12,30,1,0,2,0,96,352,False,0.0,0.03185835624898194,1.0,0.0,0.0,0.0
boxcar_independent,13,30,1,0,5,0,96,352,False,0.0,0.07964589062245483,1.0000000000000002,0.0,0.0,0.0
boxcar_independent,14,30,1,0.5,2,0,96,352,False,0.0,0.04940188602474281,0.9999999999999998,0.0,0.0,0.0
boxcar_independent,15,30,1,0.5,5,0,96,352,False,0.0,0.12350471506185697,1.0000000000000002,0.0,0.0,0.0
boxcar_independent,16,30,3,0,2,0,96,352,False,0.0,0.07941062582664128,1.0,0.0,0.0,0.0
boxcar_independent,17,30,3,0,5,0,96,352,False,0.0,0.19852656456660317,1.0000000000000002,0.0,0.0,0.0
boxcar_independent,18,30,3,0.5,2,0,96,352,False,0.0,0.08543687068784347,0.9999999999999999,0.0,0.0,0.0
boxcar_independent,19,30,3,0.5,5,0,96,352,True,0.12337790354957193,0.2135921767196086,1.0000000000000004,0.11141191262566875,0.11141191262566875,0.001085055268868712
