name,row,r,v,ev,gas,disk,bul,sd,sb,inc,q,x,y,z,b2,flexible,flexible_density,rar,rar_density,prediction_support
NGC7331,11,10.66,247.0,6.0,28.21,299.93,68.49,79.7,0.0,75.0,1,-9.826394169728484,-9.73171384339336,1.6004283257321312,49058.42262,-9.657050959643719,-9.661294812710375,-9.665709793090885,-9.669994109786696,True
NGC7331,12,11.74,246.0,6.0,33.77,288.64,65.26,68.87,0.0,75.0,1,-9.898360451521288,-9.777148427926976,1.537000087321339,45778.14502,-9.714656098170652,-9.718855382423524,-9.718228835566345,-9.72245608765755,True
NGC7331,13,12.83,244.0,6.0,38.94,280.42,62.43,55.08,0.0,75.0,1,-9.95846674669077,-9.822797548919608,1.4399639359209049,43562.265230000005,-9.762767955186515,-9.767392931116628,-9.76128473905246,-9.765931957266776,True
NGC7331,14,13.91,242.0,4.0,43.31,272.13,59.96,43.42,0.0,75.0,1,-10.015470037646462,-9.865046943253322,1.33665982345442,41419.76567,-9.805447703116034,-9.81048622101106,-9.801463852448748,-9.806523826663677,True
NGC7331,15,15.0,238.0,3.0,45.59,263.74,57.74,35.37,0.0,75.0,1,-10.072249062765538,-9.912287890164796,1.2476050641507703,39191.57722000001,-9.840075161175253,-9.845089584951827,-9.840875450488364,-9.845918261929105,True
NGC7331,16,16.08,236.0,3.0,47.38,256.44,55.77,30.67,0.0,75.0,1,-10.1238950853229,-9.949812583694358,1.1856837803185043,37302.806229999995,-9.871572188048823,-9.8763642082378,-9.876215630432117,-9.881040303214334,True
NGC7331,17,17.07,233.0,3.0,49.66,250.86,54.12,27.32,0.0,75.0,1,-10.165501573587552,-9.986872224284834,1.1354506993455138,35981.76748,-9.896946468856818,-9.901562982856085,-9.904346206883506,-9.908998846846604,True
NGC7331,18,18.15,234.0,3.0,53.93,245.89,52.49,23.83,0.0,75.0,1,-10.203315792549517,-10.009795459773985,1.0760940466824749,35068.031019999995,-9.920007982829656,-9.92460894569794,-9.929658281584437,-9.934299992262414,True
NGC7331,19,19.24,236.0,3.0,57.71,242.0,50.98,19.98,0.0,75.0,1,-10.236596940617646,-10.02773160698372,0.9995654882259823,34431.71638,-9.94030494207605,-9.945147388615402,-9.951741237620684,-9.956631096454046,True
NGC7331,20,20.32,237.0,3.0,60.09,237.62,49.61,14.17,0.0,75.0,1,-10.271384404390234,-10.047777556813813,0.8503398545834792,33565.246770000005,-9.96152054837161,-9.967342793509268,-9.974634131582558,-9.980518156979809,True
NGC7331,21,21.41,238.0,3.0,61.78,231.06,48.33,9.38,0.0,75.0,1,-10.312837807512247,-10.066813298403552,0.6711728427150833,32146.18243,-9.98680146813043,-9.993805410921121,-10.00166812655677,-10.008751114922699,True
NGC7331,22,22.49,240.0,3.0,63.67,224.49,47.15,7.57,0.0,75.0,1,-10.352677415565678,-10.080917517234559,0.5780658838360916,30807.934700000005,-10.011098193093087,-10.018406940103475,-10.027405911121347,-10.03480184211069,True
NGC7331,23,23.48,238.0,3.0,64.56,219.56,46.15,6.48,0.0,75.0,1,-10.38638410095222,-10.106894723684691,0.5105450102066121,29762.16615,-10.031654672040904,-10.039103072641012,-10.049000962323298,-10.056542229541437,True
NGC7331,24,24.57,237.0,3.0,62.97,214.35,45.11,5.34,0.0,75.0,1,-10.427009345846194,-10.130259009682012,0.42651126136457523,28362.62062,-10.05643052827939,-10.064075127875634,-10.074815588278865,-10.082560187405711,True
NGC7331,25,25.65,236.0,3.0,61.48,209.72,44.15,4.39,0.0,75.0,1,-10.46490032081854,-10.15261390872976,0.34143452457814016,27135.48535,-10.079538852945518,-10.087436826476054,-10.098689688559846,-10.106695030784342,True
NGC7331,26,26.74,238.0,3.0,60.79,205.21,43.24,3.53,0.0,75.0,1,-10.500541128631736,-10.16335803403508,0.24674470972384135,26059.784470000002,-10.101305809231748,-10.109597597473606,-10.120973065212478,-10.129380582518378,True
NGC7331,27,27.82,239.0,3.0,59.4,200.95,42.4,2.83,0.0,75.0,1,-10.536163167479785,-10.176911868981891,0.15075643986030904,24977.24325,-10.125066261739292,-10.133857153898829,-10.143082577687851,-10.151988676169363,True
NGC7331,28,28.91,239.0,3.0,57.31,196.85,41.59,2.28,0.0,75.0,1,-10.572542451348388,-10.19360283499652,0.05690485133647256,23870.207019999998,-10.149331808422499,-10.15858852772738,-10.165500182422841,-10.174871127745895,True
NGC7331,29,29.89,241.0,4.0,55.13,193.34,40.9,1.87,0.0,75.0,1,-10.605032221950308,-10.200842375111682,-0.0291883891274822,22900.461700000003,-10.17100298941977,-10.180699642416776,-10.18538706510575,-10.195197312046808,True
NGC7331,30,30.98,236.0,4.0,52.84,189.65,40.18,1.51,0.0,75.0,1,-10.639874237511977,-10.234607952705112,-0.12205304837081175,21905.729530000004,-10.19424315429499,-10.204417247587093,-10.20657778622313,-10.216864853285795,True
NGC7331,31,32.06,236.0,5.0,51.55,186.2,39.49,1.22,0.0,75.0,1,-10.671356018001205,-10.24949005730005,-0.21467016498923297,21084.24457,-10.215241990250393,-10.225938972633307,-10.22560751896019,-10.236417845872573,True
NGC7331,32,33.15,239.0,5.0,51.35,182.89,38.84,0.98,0.0,75.0,1,-10.699838310381791,-10.253038276066654,-0.3098039199714863,20417.18047,-10.234240121107014,-10.245529324155065,-10.24273104155255,-10.254135137095131,True
NGC7331,33,34.23,237.0,5.0,50.86,179.88,38.22,0.79,0.0,75.0,1,-10.727362463166514,-10.274260752339808,-0.40340290437353976,19787.68468,-10.25259915798981,-10.264478157849378,-10.25919680604955,-10.271192372424071,True
UGC00128,1,3.75,78.4,6.54,4.27,49.15,0.0,28.11,0.0,57.0,1,-10.974857992640597,-10.27474968758098,1.1478308499434595,1226.09415,-10.417531469353356,-10.412739830485242,-10.404887899974499,-10.39981623295973,True
UGC00128,2,6.25,96.9,2.44,7.23,50.52,0.0,15.91,0.0,57.0,1,-11.161899047510854,-10.312583008464683,0.9006401839826004,1328.4081,-10.52627679459557,-10.519946458434902,-10.510978289470055,-10.504336038801618,True
UGC00128,3,8.76,108.0,1.26,11.57,51.47,0.0,10.69,0.0,57.0,1,-11.267964491253077,-10.365007140416319,0.7279477095447968,1458.44535,-10.586593834910783,-10.579460137315145,-10.570071504969428,-10.562617526047239,True
UGC00128,4,11.25,113.0,1.0,13.37,53.63,0.0,8.58,0.0,57.0,1,-11.331834585705975,-10.434346180702681,0.6324572921847242,1616.84535,-10.622915325927353,-10.615243626213816,-10.60532749385581,-10.597327768240106,True
UGC00128,5,13.74,114.0,0.86,16.66,57.25,0.0,6.03,0.0,57.0,1,-11.344865427045523,-10.513527575272725,0.4792873164761701,1916.3368500000001,-10.630325673300517,-10.623397157816452,-10.6124920370971,-10.605276478474897,True
UGC00128,6,16.22,121.0,0.68,23.15,57.75,0.0,3.5,0.0,57.0,1,-11.356297455899437,-10.533830654464376,0.24303804868629444,2203.4537499999997,-10.63682681185175,-10.631200256412953,-10.61876984513235,-10.612924634523297,True
UGC00128,7,18.71,126.0,0.55,30.33,55.23,0.0,2.13,0.0,57.0,1,-11.373130309185996,-10.560683242487022,0.027349607774756507,2445.08535,-10.646399278194068,-10.641846491353714,-10.62800058921246,-10.62328776351627,True
UGC00128,8,21.3,128.0,0.63,35.52,52.6,0.0,1.35,0.0,57.0,1,-11.395296196965154,-10.603310209365139,-0.17069622716897506,2645.0504,-10.65900452170813,-10.655317148337218,-10.640132853012524,-10.636335255029,True
UGC00128,9,23.79,129.0,0.61,39.51,50.52,0.0,0.8,0.0,57.0,1,-11.412858816965612,-10.644565566660907,-0.3979400086720376,2837.1753,-10.668991990022343,-10.66643900178295,-10.649727379953976,-10.647126026511648,True
UGC00128,10,26.28,129.0,0.65,42.0,47.75,0.0,0.59,0.0,57.0,1,-11.445974620655676,-10.687796485511383,-0.530177984021837,2904.03125,-10.687824205263894,-10.685520082900911,-10.667776050403006,-10.665445885809012,True
UGC00128,11,28.77,131.0,0.73,44.9,45.88,0.0,0.38,0.0,57.0,1,-11.461364675785525,-10.713747815800936,-0.721246399047171,3068.4972,-10.696576184635955,-10.695214667369891,-10.676145375192528,-10.674809455371966,True
UGC00128,12,31.25,131.0,0.83,45.1,43.92,0.0,0.25,0.0,57.0,1,-11.507297498622822,-10.749657975590704,-0.9030899869919435,2998.4932000000003,-10.716469950131085,-10.715723564819028,-10.701056749213729,-10.700365778087244,True
UGC00128,13,33.74,131.0,0.75,43.0,42.1,0.0,0.17,0.0,57.0,1,-11.580505741788482,-10.782953032163716,-1.0705810742857071,2735.205,-10.695630778683608,-10.697446947329212,-10.740561514547279,-10.742436232966519,True
UGC00128,14,36.23,127.0,1.24,42.3,40.43,0.0,0.11,0.0,57.0,1,-11.632347412409251,-10.840811437344762,-1.2596373105057561,2606.58245,-10.680873731997687,-10.684954022564108,-10.768397189091543,-10.772560679144654,True
UGC00128,15,38.82,126.0,1.4,42.4,38.83,0.0,0.07,0.0,57.0,1,-11.67158591726009,-10.877664986039356,-1.4559319556497243,2551.64445,-10.669704253062386,-10.675837658889474,-10.789393474428781,-10.795645674337461,True
UGC00128,16,41.31,130.0,1.62,41.7,37.43,0.0,0.05,0.0,57.0,1,-11.718124064871231,-10.87751903558505,-1.6020599913279623,2439.3924500000003,-10.656456886441088,-10.664472298881783,-10.814218957834667,-10.822367782850964,True
UGC00128,17,43.8,132.0,2.01,40.21,36.18,0.0,0.03,0.0,57.0,1,-11.774542449141727,-10.889676793314537,-1.8239087409443189,2271.3403,-10.64039705039309,-10.650979201172353,-10.844208895509487,-10.854956411410406,False
UGC00128,18,46.28,134.0,2.1,38.81,35.02,0.0,0.02,0.0,57.0,1,-11.828527625418984,-10.900534298772236,-2.0,2119.4163000000003,-10.625029841791754,-10.637837137922368,-10.87280264786972,-10.88579436183904,False
UGC00128,19,48.77,129.0,2.66,37.11,33.97,0.0,0.01,0.0,57.0,1,-11.886549281972828,-10.956323880215207,-2.3010299956639813,1954.1325499999998,-10.608513624542066,-10.624425564081085,-10.903429016985703,-10.919581437171193,False
UGC00128,20,51.26,132.0,4.67,35.72,33.04,0.0,0.01,0.0,57.0,1,-11.938642943537625,-10.957981284658663,-2.3010299956639813,1821.7392,-10.593684847102082,-10.610659845188543,-10.930838807641248,-10.948018573016695,False
UGC00191,0,0.62,29.9,1.42,1.81,21.8,0.0,93.29,0.0,45.0,1,-10.899912465698346,-10.330399858071534,1.6688050974118163,240.89610000000002,-10.369567314578697,-10.35740746878811,-10.361888918527368,-10.349597903026096,False
UGC00191,1,0.87,34.4,2.31,2.95,28.35,0.0,79.29,0.0,45.0,1,-10.815489196376463,-10.355752912697696,1.5981884221873917,410.56375,-10.313354140156486,-10.303054596082761,-10.312547992915432,-10.302145529033702,True
UGC00191,2,1.12,46.3,2.05,4.13,31.91,0.0,60.27,0.0,45.0,1,-10.817433447175025,-10.207406585856415,1.4790711958039304,526.18095,-10.314648718181454,-10.305528134896843,-10.313691703740076,-10.30447769650894,True
UGC00191,3,1.37,49.8,1.87,5.34,34.28,0.0,48.3,0.0,45.0,1,-10.836437667657158,-10.23161242685911,1.382917135087531,616.0748,-10.327302665005607,-10.31889715269411,-10.324852231736937,-10.316356352123474,True
UGC00191,4,1.62,57.6,2.76,6.6,35.59,0.0,40.48,0.0,45.0,1,-10.868351279200676,-10.178020592918346,1.3062105081677615,676.8840500000001,-10.348552320776442,-10.34048989396523,-10.343518768063163,-10.335363984048538,True
UGC00191,6,4.97,76.65,1.09,23.98,41.54,0.0,5.25,0.0,45.0,1,-11.028000540914649,-10.416682615574683,0.4191293077419757,1437.8262,-10.451626891421634,-10.450015951657596,-10.435578083891546,-10.433916227421374,True
UGC00191,7,7.45,81.0,0.63,33.08,37.03,0.0,1.18,0.0,45.0,1,-11.111111983512016,-10.544536780213132,-0.22914798835785583,1779.89685,-10.49738586945334,-10.500143587350827,-10.482708646940651,-10.485474953902433,True
UGC00731,0,0.91,29.6,2.38,0.8,7.82,0.0,8.65,0.0,57.0,1,-11.954011902989645,-10.505808515425354,0.6359861118008331,31.216200000000004,-10.853357181748487,-10.840088399150183,-10.940766054990629,-10.927204079789936,False
UGC00731,1,1.81,44.6,2.4,5.58,11.42,0.0,3.94,0.0,57.0,1,-11.763201742105805,-10.44835940266704,0.2944662261615929,96.34460000000001,-10.793102536961673,-10.782902089184432,-10.840021882612902,-10.829674680946981,True
UGC00731,2,2.73,50.4,2.86,7.79,12.3,0.0,2.74,0.0,57.0,1,-11.790924624612268,-10.520652119371844,0.1367205671564068,136.3291,-10.801856957743858,-10.792770999426772,-10.854732199262552,-10.845477335935312,False
UGC00731,3,3.64,56.8,3.43,14.0,13.66,0.0,2.16,0.0,57.0,1,-11.589106797855404,-10.541755257449157,0.03342375548694973,289.2978,-10.738126276911382,-10.730344943854904,-10.746993548148758,-10.739199285690221,True
UGC00731,4,4.55,60.7,2.98,16.12,14.46,0.0,1.44,0.0,57.0,1,-11.585783335216949,-10.580984559728735,-0.14266750356873156,364.40020000000004,-10.737076783216628,-10.730629107659672,-10.74520588690822,-10.738747114699178,True
UGC00731,5,5.45,64.7,2.46,18.25,14.91,0.0,0.97,0.0,57.0,1,-11.578152312647466,-10.60393848616138,-0.3142582613977364,444.21655,-10.73466703442676,-10.729530409382885,-10.741099446316111,-10.735956914785797,True
UGC00731,6,6.36,68.0,2.38,23.38,14.47,0.0,0.68,0.0,57.0,1,-11.479016680655116,-10.62778983545808,-0.46852108295774486,651.31485,-10.698422767168218,-10.69506977569897,-10.687517392337949,-10.684214929081392,True
UGC00731,7,7.28,71.5,2.52,30.0,14.77,0.0,0.58,0.0,57.0,1,-11.34755785388262,-10.642869840933015,-0.5376020021010439,1009.07645,-10.625968465616976,-10.625758264510416,-10.615731648898254,-10.615549859303806,True
UGC00731,8,8.19,73.4,2.68,33.62,14.75,0.0,0.24,0.0,57.0,1,-11.309533119592176,-10.671242327150416,-0.9208187539523752,1239.0856499999998,-10.60501091082719,-10.608442876162814,-10.594795933841676,-10.598248380884952,True
UGC00731,9,9.09,74.0,2.83,34.88,13.66,0.0,0.15,0.0,57.0,1,-11.330672241439789,-10.709450988982153,-1.1249387366083,1309.9122000000002,-10.616661861520111,-10.621207908183479,-10.606444753000073,-10.61101392964903,True
UGC00731,10,10.0,73.8,3.22,36.0,13.17,0.0,0.13,0.0,57.0,1,-11.348614902905762,-10.753237821576056,-1.1870866433571443,1382.72445,-10.626551064370956,-10.631206723443283,-10.616312489383965,-10.620993995078965,True
UGC02259,0,1.02,56.1,3.4,4.05,24.58,0.0,54.4,0.0,41.0,2,-10.99485396162399,-10.000024994471733,1.4345689040341987,318.49069999999995,-10.442055580458653,-10.433953018543974,-10.418975837471631,-10.41073866616455,True
UGC02259,1,2.04,71.1,3.0,7.98,36.06,0.0,30.79,0.0,41.0,2,-10.945378494209955,-10.095241511188505,1.1873796932392169,713.8422,-10.407821718663767,-10.402052493211524,-10.390517712194036,-10.38464870955238,True
UGC02259,2,3.05,80.7,1.5,14.47,40.35,0.0,17.94,0.0,41.0,2,-10.96358708534356,-10.159903315124783,0.9527924430440922,1023.4421500000001,-10.420420900135484,-10.416202887499761,-10.401014557752518,-10.396714342784897,True
UGC02259,3,4.07,82.8,1.5,19.07,42.21,0.0,8.16,0.0,41.0,2,-11.00047188278773,-10.262884280877598,0.6106601630898799,1254.50695,-10.445864064248951,-10.443798973312312,-10.422194724438887,-10.420070703165367,True
UGC02259,4,5.09,83.7,1.5,21.9,39.32,0.0,4.45,0.0,41.0,2,-11.098241635794441,-10.350617411572378,0.3473300153169504,1252.6412,-10.497196420982668,-10.49519094520282,-10.477825340130062,-10.475781758096355,True
UGC02259,5,6.11,86.0,1.5,24.6,37.93,0.0,2.49,0.0,41.0,2,-11.15333898949396,-10.406394852977558,0.09516935143175519,1324.50245,-10.52612435552489,-10.524920579072067,-10.508869063264408,-10.507648603212902,True
UGC02259,6,7.13,88.3,2.3,26.68,36.09,0.0,1.32,0.0,41.0,2,-11.207923046704575,-10.450518667918868,-0.1804560644581313,1363.0664500000003,-10.554782792419138,-10.554564333458433,-10.539420893591782,-10.539209384173523,True
UGC02487,0,9.93,377.0,10.3,-13.26,255.96,207.88,296.2,20.38,36.0,1,-9.688120297169068,-9.333617093305934,2.2104950916643697,62831.79927999999,-9.55376744937471,-9.55259375000803,-9.56314856586196,-9.561994176240994,True
UGC02487,1,10.05,377.0,19.7,-13.37,257.66,206.72,291.07,19.35,36.0,1,-9.692667213516813,-9.33883390656706,2.2016155823139427,62928.79178000001,-9.557368229866746,-9.556259395937989,-9.566642443514377,-9.565552337160879,True
UGC02487,2,10.35,378.0,10.8,-13.47,261.62,204.38,276.87,17.03,36.0,1,-9.703018245206811,-9.349307295340624,2.1771207634302097,63280.90038,-9.565565388145297,-9.564664072040962,-9.574578880737054,-9.573695413071327,True
UGC02487,3,15.07,367.0,10.7,-11.85,272.35,172.87,136.01,2.35,36.0,1,-9.905042852230672,-9.538131669032591,1.8429211207599823,57865.664580000004,-9.725552115027481,-9.72668935505688,-9.724796778455818,-9.725919715572838,True
UGC02487,4,20.09,364.0,6.67,13.97,269.96,151.39,75.01,0.29,36.0,1,-10.070704384934015,-9.670127714672276,1.5764334984093857,52677.614169999986,-9.843821686364363,-9.84583350740189,-9.841756405345073,-9.843750956092284,True
UGC02487,5,25.12,375.0,6.19,27.34,262.34,134.72,44.66,0.03,36.0,1,-10.209368011245795,-9.74130764483186,1.3492969585537018,47863.24827999999,-9.928292189486546,-9.930315887652153,-9.935783252238156,-9.937814806925036,True
UGC02487,6,30.14,383.0,3.82,34.12,253.37,123.32,22.26,0.0,36.0,1,-10.325951833681373,-9.802096245263506,1.0464951643347082,43907.82853,-9.999312213980192,-10.002909539219953,-10.012376449184716,-10.016014415240939,True
UGC02487,7,35.17,378.0,2.21,36.15,235.34,114.11,10.73,0.0,36.0,1,-10.454437873765091,-9.880539313864631,0.7295697263019699,38114.04477,-10.077582779511525,-10.082679631010665,-10.09444082290451,-10.099612699044876,True
UGC02487,8,40.19,364.0,4.0,36.15,219.18,106.71,6.11,0.0,36.0,1,-10.57105463389454,-9.971265784116062,0.48501121457857305,33297.67557,-10.15239226025767,-10.158590185864469,-10.167003204054422,-10.173276693192435,True
UGC02487,9,45.21,349.0,3.0,35.84,206.41,100.63,3.48,0.0,36.0,1,-10.672186605013382,-10.058934198338072,0.24054924828259971,29675.52748,-10.219364363415378,-10.227160337160065,-10.22859745592503,-10.23645827863042,True
UGC02487,10,50.24,338.0,3.08,37.87,194.11,95.47,1.63,0.0,36.0,1,-10.7646435248601,-10.132566775395969,-0.08884239126002341,26653.647580000004,-10.2805916321526,-10.291329255620202,-10.283925049428493,-10.294728765213744,True
UGC02487,11,55.26,332.0,2.19,41.62,183.23,91.03,1.27,0.0,36.0,1,-10.845809222008727,-10.189485258394559,-0.1972262747080243,24319.363479999996,-10.334341572771452,-10.345133927714699,-10.331787250501652,-10.342627947775549,True
UGC02487,12,60.28,330.0,1.61,44.55,174.98,87.16,0.47,0.0,36.0,1,-10.915194249806232,-10.232495909108957,-0.6289321377282637,22611.508619999997,-10.38029006154158,-10.395869828282228,-10.37221764028813,-10.387865914972584,True
UGC02487,13,65.31,329.0,2.2,46.17,166.27,83.74,0.25,0.0,36.0,1,-10.984949376964373,-10.269938433082947,-0.9030899869919435,20863.19667,-10.426483639300725,-10.444641329190679,-10.412445043528262,-10.430674854216948,True
UGC02487,14,70.33,330.0,3.53,46.48,159.17,80.69,0.13,0.0,36.0,1,-11.049013077585013,-10.299463282879769,-1.1870866433571443,19385.548119999996,-10.463449687546806,-10.483432187762665,-10.449044979768916,-10.469130049747402,True
UGC02487,15,75.35,332.0,13.4,44.86,152.96,77.96,0.07,0.0,36.0,1,-11.112000935144907,-10.324157634464717,-1.4559319556497243,17965.233519999998,-10.49814693192981,-10.519478601288823,-10.484728943571598,-10.506199216231108,True
UGC02916,2,1.11,205.0,14.1,-4.87,30.05,218.87,188.92,3807.55,50.0,2,-9.0036976812046,-8.911165801897287,3.4408689551778475,33960.63818,-8.986437212294366,-8.982918935729627,-8.982109866118755,-8.978494925182883,True
UGC02916,3,1.48,211.0,7.89,-5.72,38.06,240.05,177.89,2861.06,50.0,2,-9.046528048560718,-9.01104735002171,3.320496697239729,41028.36515,-9.0214784000689,-9.018514976965076,-9.02145700029538,-9.01841193968535,True
UGC02916,4,1.84,214.0,1.48,-6.31,45.23,258.74,167.77,2139.16,50.0,2,-9.074326983311607,-9.093340821533292,3.199013447001981,47845.53167,-9.04422178875942,-9.04207090662379,-9.046797633900388,-9.044579419078243,True
UGC02916,5,2.21,214.0,1.5,-6.65,51.92,273.65,157.98,1447.96,50.0,2,-9.103585420451855,-9.172915272208867,3.038446091403436,53722.64644999999,-9.06815925306591,-9.067204855418453,-9.07329560948414,-9.072292368596816,True
UGC02916,6,2.6,213.0,2.64,-6.69,58.41,280.2,148.27,808.78,50.0,2,-9.151357587598351,-9.247564686315481,2.8063706145563465,56619.53594999999,-9.107243519270265,-9.107928679186458,-9.11616831689656,-9.116831662786948,True
UGC02916,7,2.96,211.0,4.5,-6.41,63.99,275.3,139.85,573.6,50.0,2,-9.21981129494279,-9.312077345685692,2.6734310341046017,55059.334950000004,-9.163248157123945,-9.164199804179898,-9.176725604457571,-9.177673211464144,True
UGC02916,8,3.17,210.0,8.68,-6.08,66.97,274.94,135.15,462.34,50.0,2,-9.249101177101007,-9.345971217972052,2.592413277952114,55119.926569999996,-9.187211347821481,-9.188528872955446,-9.202313212695401,-9.203636836702373,True
UGC02916,9,3.33,209.0,3.0,-5.72,69.15,273.2,131.68,390.24,50.0,2,-9.274563076332333,-9.37150220650635,2.5302099469194848,54604.910849999986,-9.208042716944298,-9.20959246532236,-9.224396330031393,-9.225960127434325,True
UGC02916,10,3.7,207.0,1.6,-4.34,74.09,268.56,123.99,254.51,50.0,2,-9.331534852069279,-9.425611578375298,2.380486207820065,53212.959969999996,-9.254653540401591,-9.256832898862646,-9.273261192816273,-9.275473495632948,True
UGC02916,11,4.07,206.0,1.73,0.84,78.64,262.81,116.75,150.84,50.0,2,-9.387633883033972,-9.471210513709051,2.2147458559211555,51441.197669999994,-9.30055033744885,-9.303540726206764,-9.320631138735205,-9.323674999944926,True
UGC02916,12,4.44,205.0,3.45,5.14,83.02,255.92,109.94,84.07,50.0,2,-9.443718264431864,-9.51322579322525,2.056214765630154,49319.112279999994,-9.346435149116276,-9.350161580136971,-9.367243049762132,-9.37104272357758,True
UGC02916,13,4.81,205.0,2.77,7.67,87.31,248.41,103.48,50.43,50.0,2,-9.498791868719398,-9.547987899484461,1.9397238719219714,47065.61661999999,-9.391493004754404,-9.395533341496535,-9.41228852656086,-9.416417406400164,True
UGC02916,14,5.18,206.0,7.48,9.9,90.63,241.01,89.73,30.04,50.0,2,-9.551772802087305,-9.575945864229064,1.8188392807116918,44864.98252,-9.434434911428042,-9.43920245110094,-9.454945900400668,-9.45980121816977,True
UGC02916,15,5.55,207.0,5.02,12.08,91.17,233.88,79.83,17.93,50.0,2,-9.60431744282298,-9.60170283743098,1.7198779549140426,42591.80892999999,-9.477013849421606,-9.482291935297518,-9.49660242410969,-9.501964952560572,False
UGC02916,16,5.92,208.0,7.7,14.21,91.98,227.13,78.76,10.75,50.0,2,-9.653748763748407,-9.625545582019535,1.6712191402986145,40543.71013,-9.51706994494639,-9.52236461087971,-9.53520744065114,-9.540578745867393,False
UGC02916,17,6.28,210.0,1.95,16.44,93.75,220.9,77.91,6.52,50.0,2,-9.69822588657093,-9.642871599491496,1.6386789073824126,38822.57185,-9.55311146370601,-9.55830374091953,-9.569467113397398,-9.574727828575474,True
UGC02916,18,6.34,210.0,4.78,16.75,94.14,219.93,77.94,6.01,50.0,2,-9.705188185539477,-9.647001213636033,1.6352524636418486,38570.17573,-9.558753281633088,-9.563912133218878,-9.574789657278368,-9.580015487990531,True
UGC02916,19,6.65,212.0,1.96,18.67,96.53,214.9,75.88,3.89,50.0,2,-9.740056077319116,-9.65950046866774,1.6091994164904855,37334.99635,-9.58700807186983,-9.592092322828483,-9.601283009372178,-9.606427867177773,True
UGC02916,20,7.03,214.0,0.76,20.8,99.17,209.22,70.88,2.31,50.0,2,-9.780110866680749,-9.675478323543581,1.5688702575035847,35991.09033,-9.619466004185966,-9.624573085122389,-9.63138703191076,-9.63654849154792,True
UGC02916,21,7.39,215.0,2.22,22.73,101.39,204.19,67.18,1.39,50.0,2,-9.815890558274107,-9.693118063785754,1.5386114313444779,34842.108219999995,-9.648459660788285,-9.653526967943609,-9.657984257801711,-9.663099775026838,True
UGC02916,22,7.77,216.0,1.76,24.56,103.08,199.24,63.61,0.82,50.0,2,-9.8520960308644,-9.71086406172119,1.510263431780287,33703.54112,-9.677798344065323,-9.682801707436415,-9.684620997354925,-9.689666090474397,True
UGC02916,23,8.14,217.0,1.53,26.28,105.18,194.76,60.05,0.49,50.0,2,-9.8844445079585,-9.727055482414281,1.4824161907471987,32774.07492,-9.704011555937962,-9.708984074821574,-9.708188712318723,-9.713197435585162,True
UGC02916,24,8.51,218.0,7.7,27.91,106.86,190.42,56.59,0.29,50.0,2,-9.915893389851313,-9.742367118097517,1.454814382133351,31870.341379999998,-9.729495791310642,-9.734443843385403,-9.730895538167461,-9.735874478566057,True
UGC02916,25,8.88,218.0,6.86,29.33,108.2,186.31,53.33,0.18,50.0,2,-9.946235693897979,-9.76085052379153,1.4279889243725452,31011.86017,-9.754083324206414,-9.759009803736486,-9.752614873966259,-9.757567133380245,True
UGC02916,26,9.25,218.0,8.37,30.55,109.65,182.7,50.25,0.11,50.0,2,-9.973901086676438,-9.778579290751962,1.40143500722987,30310.366749999994,-9.776501653215593,-9.78143032557067,-9.772259604066656,-9.777209618605278,True
UGC02916,27,9.52,218.0,3.93,31.16,110.49,180.08,48.1,0.07,50.0,2,-9.994133825395796,-9.791074506397402,1.381999021683067,29775.13013,-9.792897017525062,-9.797827461687872,-9.786532415048674,-9.791480957687138,True
UGC02916,28,9.62,218.0,4.05,31.36,110.78,179.14,47.33,0.06,50.0,2,-10.001478243265444,-9.795612630050742,1.3748765997024033,29583.351519999997,-9.798548910097749,-9.803469738925525,-9.791693962435255,-9.796632040051177,True
UGC02916,29,9.99,217.0,20.2,32.17,111.77,175.79,44.58,0.04,50.0,2,-10.027827950970673,-9.815996565751062,1.3486552732457648,28912.66222,-9.814561232339718,-9.819298495187066,-9.810127953152064,-9.814884052415287,True
UGC02916,30,10.4,217.0,4.2,33.08,112.69,172.23,41.71,0.02,50.0,2,-10.056011197272053,-9.83346441682386,1.3195016390564942,28208.025479999997,-9.831687768491502,-9.836240250717902,-9.829700943792224,-9.834274076925306,True
UGC02916,31,10.71,216.0,3.16,34.0,113.45,169.76,39.66,0.01,50.0,2,-10.075652168130874,-9.850232513752132,1.2974759933242115,27764.371569999996,-9.843623291953655,-9.848064827197852,-9.843255053375701,-9.847718683469047,True
UGC02916,32,11.12,215.0,6.72,35.01,114.16,166.6,37.11,0.01,50.0,2,-10.101352189092516,-9.870578412636966,1.268624768335871,27170.844899999996,-9.85924080930401,-9.863537493720909,-9.86088518721146,-9.865205859175566,True
UGC02916,33,12.67,212.0,1.82,39.99,115.88,156.1,28.84,0.0,50.0,2,-10.187800970231553,-9.939455438248077,1.1589652603834102,25370.3343,-9.91177443724817,-9.91571547039836,-9.91934032085511,-9.92331303271958,True
UGC02916,34,12.98,211.0,16.6,41.0,116.15,154.24,27.43,0.0,50.0,2,-10.203308172185581,-9.954060327091103,1.1371958119405483,25079.39557,-9.921197931335353,-9.925097067402541,-9.929692008554873,-9.933624423414926,True
