plateifu,ok,why,mangaid,dapqual,drp3qual,reff_arcsec,ecoo_ell,ecoo_pa,frac_good_1Re,n_spx_1Re,sigma_e_tot_1Re,sigma_e_1Re,v_e_1Re,n_bins_1Re,sigma_e_tot_0p5Re,sigma_e_0p5Re,v_e_0p5Re,n_bins_0p5Re,sigma_e_tot_3kpc,sigma_e_3kpc,v_e_3kpc,n_bins_3kpc,sigma_e_tot_5kpc,sigma_e_5kpc,v_e_5kpc,n_bins_5kpc,Rmax_kpc,Rmax_Re,sigma_e,v_e,sigma_e_tot,vsigma_e,vsys_offset,dlogS_dlogAp,e_sigma_e_tot,med_sigma_astro,med_sigmacorr,frac_sigma_gt50,med_snr_1Re,A_kin,n_asym_pairs,pa_kin_star,n_gas_1Re,pa_kin_gas,v_e_gas
8321-12705,1,,1-624536,0,20800,11.3424,0.339375,20.5286,0.9663551401869159,1070,65.67922506632132,52.99756201705568,38.794574692356505,450,61.9348635159491,54.952271340914116,28.568780044198466,239.0,61.22971496013075,51.69434343841714,32.81421720184467,360.0,66.53882806514856,52.80679958712769,40.48280570375938,459.0,7.841753959655763,1.750077724456787,52.99756201705568,38.794574692356505,65.67922506632132,0.7320067794792453,8.41396126410301,0.08468536518397327,0.9305339829834396,48.12623488159784,13.604255676269531,0.4222222222222222,12.54790735244751,0.05965924472364017,449.0,202.0,1070.0,205.0,42.698206770653506
8321-6101,1,,1-404179,0,4096,6.10165,0.235456,109.373,1.0,355,68.74365070334639,55.30222691508159,40.83323658806047,201,68.22889890098304,65.09620673451198,20.436891006663437,86.0,68.16128358482314,54.70084431233653,40.66667199867971,208.0,72.0774011412841,51.397508631183214,50.53165207856389,222.0,3.798104354313442,1.543380618095398,55.30222691508159,40.83323658806047,68.74365070334639,0.7383651412584392,11.735696461930562,0.010843535742027599,0.5815315455642419,58.38631294317826,37.573822021484375,0.6865671641791045,13.039727210998535,0.04193542615848096,201.0,286.0,4.0,,
8322-6104,1,,1-418974,0,0,3.28266,0.473913,57.2911,1.0,71,122.32611361730939,113.82487062830305,44.80599177749514,67,126.54363000308732,124.25071954046537,23.98017906594688,17.0,122.32205817598833,114.24714922470972,43.70669068274082,66.0,123.13226433800064,105.08796927583367,64.17221544005398,105.0,17.572860717773438,5.8133087158203125,113.82487062830305,44.80599177749514,122.32611361730939,0.39363973383119255,2.1956878754828013,-0.04890246973659265,0.5334378622264491,109.23376651178977,53.759918212890625,1.0,20.020601272583008,0.026790020202157958,67.0,58.00000000000001,71.0,69.0,53.566061595372084
8322-9102,1,,1-419231,0,0,4.36521,0.24042,177.126,1.0,180,82.27905874562786,68.15642677485495,46.09278682560124,180,79.38026883289571,74.54022136995789,27.294367149660523,48.0,80.97610123731086,70.60496869540209,39.64930474947207,111.0,84.023261572212,67.37879379768576,50.199667644331065,270.0,9.366414887564524,2.4062533378601074,68.15642677485495,46.09278682560124,82.27905874562786,0.6762793914924883,0.920353112953329,0.0517448415987676,0.42905639713307786,64.51216506958008,0.0,0.95,17.7537202835083,0.027810029307603734,180.0,0.0,180.0,355.0,55.59440970588391
8323-3704,1,,1-415513,0,0,3.10249,0.331699,15.7327,1.0,83,60.90531941325739,52.54379970275776,30.799465021772377,54,58.573274846408175,56.74766185325381,14.509700218186252,19.0,64.52870862716564,54.38914535046665,34.724272564525435,62.0,71.88151245488872,56.446435113911846,44.505637797174224,75.0,4.1765901020595,1.9670158624649048,52.54379970275776,30.799465021772377,60.90531941325739,0.5861674487952165,12.533118674824989,0.056325679119031365,1.2799552594736399,51.01484048109813,49.67880630493164,0.5925925925925926,13.236161231994629,0.08276329932645295,54.0,22.0,83.0,14.999999999999998,31.66272060092898
8326-3703,1,,1-320655,0,0,3.03766,0.189076,102.087,1.0,92,239.27411768935195,237.7508604444893,26.95610791495721,92,242.91222320715167,242.28765114287597,17.408109808623916,23.0,241.212047820867,240.14380368300718,22.67610122118732,51.0,237.5870957952479,235.83077427299534,28.835290777445255,130.0,11.837265832083567,2.8423523902893066,237.7508604444893,26.95610791495721,239.27411768935195,0.11337964398766497,6.897895522987804,-0.021770738590864043,0.4106002906206262,236.3513383587179,20.952226638793945,1.0,29.360822677612305,0.009917447059199122,92.0,104.0,2.0,,
8329-6103,1,,1-265988,0,0,6.41402,0.358193,28.8381,1.0,331,112.21174548917566,79.30902951241528,79.38232588886757,331,108.20878699938329,94.76608334624504,52.235342739283745,79.0,110.17200468536505,85.17767113505529,69.87585388673591,187.0,114.04445324049136,75.42696174790926,85.53894292310406,510.0,8.513092313494,2.1233808994293213,79.30902951241528,79.38232588886757,112.21174548917566,1.0009241870301895,9.512610581284383,0.05240603771106449,0.15151721642079913,69.03238765940884,30.416641235351562,0.972809667673716,28.568819046020508,0.0260963520622566,331.0,208.0,331.0,207.0,106.81412569084631
8331-3703,1,,1-250652,0,0,4.87765,0.379782,63.6177,1.0,185,97.86321855387156,91.65158584524777,34.310295215489035,129,103.35550719072816,99.99254028898245,26.150578448838974,47.0,102.46100325983251,98.40538975640217,28.541836939867505,70.0,97.86321855387156,91.65158584524777,34.310295215489035,129.0,9.139891351972308,1.8293862342834473,91.65158584524777,34.310295215489035,97.86321855387156,0.37435571789692124,-0.9361182633744253,-0.07877662688042548,0.5176115956183646,89.20752950439874,20.46458625793457,1.0,17.731950759887695,0.033640684361050895,129.0,80.0,179.0,161.0,17.646716114768086
8333-1901,1,,1-266298,0,0,2.15212,0.09265,136.105,0.9636363636363636,55,45.39491649520283,44.229437508088225,10.220337632610576,47,45.47350550593854,45.17108506211344,5.235721278862604,13.0,50.3059581252934,47.58486708993644,16.320840877137975,85.0,50.3059581252934,47.58486708993644,16.320840877137975,85.0,2.5739353043692454,2.3239247798919678,44.229437508088225,10.220337632610576,45.39491649520283,0.2310754603366047,4.515883191274455,-0.002495476466500254,0.545808837167003,42.434061758537624,52.2100830078125,0.2978723404255319,21.421171188354492,0.014968391479444662,47.0,138.0,0.0,,
8334-6102,1,,1-261199,0,2,6.0038,0.13782,157.83,0.7551020408163265,392,49.701178824971116,42.20556780473139,26.246851675429166,99,41.801863445081445,39.46488105184777,13.781108483889941,63.0,50.89187209122498,43.120479944660744,27.029740181727888,100.0,60.543538508374354,51.389439726680735,32.01008496853541,106.0,3.5249662399291997,1.3137255907058716,42.20556780473139,26.246851675429166,49.701178824971116,0.6218812597632393,13.720668986135284,0.24971281413976812,2.1316253309810387,33.65711677188027,38.14979934692383,0.21212121212121213,11.188514709472656,0.17549211166634004,98.0,208.0,392.0,205.0,25.83963656239119
8335-12701,1,,1-251762,0,0,5.98158,0.479655,93.3516,1.0,231,151.27784263693965,117.43722706394173,95.35975761514325,214,147.43698991975512,136.08252846060694,56.738095177456145,59.0,146.67472649564525,138.26506525842984,48.95147721626463,39.0,149.48338391802406,129.64021738430816,74.42241667758913,113.0,20.713084084647043,2.8415744304656982,117.43722706394173,95.35975761514325,151.27784263693965,0.8120062096086633,3.7835679659262884,0.037102172116002946,0.38108318399248103,110.38419996073125,22.138975143432617,1.0,15.766772270202637,0.025777961222160264,214.0,73.0,231.0,75.0,90.69888538550087
8337-6101,1,,1-313335,0,0,6.26103,0.216814,16.6771,0.9947780678851175,383,76.99495691227298,59.40923908297673,48.97719572928286,381,75.11300540010865,68.98949164054731,29.70544770602866,96.0,76.17591717877417,61.28709899906731,45.24004701927248,282.0,79.9914235014816,57.53777926543997,55.57006200279867,679.0,6.664976392473494,1.8894466161727905,59.40923908297673,48.97719572928286,76.99495691227298,0.8244036867881196,-92.83660962405823,0.03570122990381022,0.27335346410016387,56.34789831686336,43.0847053527832,0.6194225721784777,23.448333740234375,0.03814996949976255,381.0,25.0,383.0,23.0,59.03933649258723
8341-3702,1,,1-259058,0,0,4.59382,0.57742,164.781,1.0,112,75.22486493885087,64.09849347095955,39.372115003155606,112,68.96421153732338,64.8923527228806,23.34619949914631,29.0,79.36786030023113,63.266237757518375,47.92327627203883,195.0,85.13757384346782,63.676405825778616,56.51302346417755,369.0,6.629302842276437,2.954702138900757,64.09849347095955,39.372115003155606,75.22486493885087,0.6142439996814204,-7.043383651207032,0.12536173103624984,0.3370429923776051,63.94652143336697,20.703842163085938,1.0,36.63596725463867,0.06881970971729262,112.0,165.0,112.0,168.0,49.87246491738477
8341-6101,1,,1-258876,1,0,9.7557,0.420676,39.5318,1.0,697,141.5808276738138,127.41147842953852,61.736908970253744,689,149.45859129827235,140.7738252128333,50.20558383099107,175.0,149.74331219323298,141.09698159512388,50.14679781746098,164.0,144.14779389453824,133.03103503979338,55.50973068664221,462.0,10.187255995614189,1.6532924175262451,127.41147842953852,61.736908970253744,141.5808276738138,0.484547465669631,2.7716729724401254,-0.07811991506540923,0.15781701233703455,110.88344235135021,32.75515365600586,1.0,14.921134948730469,0.014795460161325331,689.0,25.0,623.0,21.0,89.23387627941626
8341-6104,1,,1-283286,0,0,5.45931,0.239083,104.831,1.0,285,136.4044574148629,130.92349874684126,38.27810703952061,285,142.53639760384408,140.94593619821427,21.233645732422925,77.0,137.7907563690572,133.17955528754567,35.34824739882365,224.0,133.0584989493578,124.9266759161751,45.80272685322577,471.0,7.142280851091658,2.0867865085601807,130.92349874684126,38.27810703952061,136.4044574148629,0.29237002834408393,10.012212114868069,-0.06343957854657033,0.19925465559300876,120.76722684471925,39.477569580078125,1.0,23.67154312133789,0.02376096880162585,285.0,108.0,27.0,330.0,184.0657951091871
8438-12704,1,,1-474826,0,0,6.23096,0.100079,64.3273,0.950561797752809,445,65.26770734240826,50.986863868628916,40.74571553643592,296,65.26294681360895,58.5733683974906,28.782160123378517,109.0,65.0050200109248,59.31426999921811,26.598308237190327,89.0,65.31506328403285,54.11392666738069,36.575134072680605,231.0,12.467966079711914,1.8688994646072388,50.986863868628916,40.74571553643592,65.26770734240826,0.7991414345745992,-3.570474323390516,0.00010523185282700405,0.5293389144773721,51.21058074934954,11.422080993652344,0.5371621621621622,12.652265548706055,0.039910833716075705,296.0,235.0,445.0,237.0,47.20574457001571
8439-12703,1,,1-605884,0,0,11.8238,0.392795,167.809,1.0,1065,100.23780950900289,65.47051024080076,75.90277164881631,1054,93.53059945769051,75.50969730337228,55.19292208307174,266.0,93.72159887069303,75.40980654391728,55.65158732586214,270.0,98.35551425472678,67.81368725286977,71.23981334536,742.0,10.993195261274066,1.8386836051940918,65.47051024080076,75.90277164881631,100.23780950900289,1.1593429067475671,7.424070272143829,0.09991645374271854,0.11823589500733281,61.21993992649563,22.18398666381836,0.9117647058823529,21.252223014831543,0.036704848810005,1054.0,169.0,1065.0,172.0,77.50121514329321
8440-12701,1,,1-216540,0,0,15.1579,0.487386,114.69,0.9809911744738629,1473,106.50173998758119,84.20494054684733,65.20850104000442,1286,106.80583845477324,98.89498993223098,40.33941117977616,371.0,111.53463213368248,106.2039326934337,34.069030594434004,171.0,105.54336346592885,96.07291404635141,43.69664470349567,479.0,14.10383769444057,1.6056023836135864,84.20494054684733,65.20850104000442,106.50173998758119,0.7744023167349159,-3.356971805775662,-0.004113512056041485,0.17511408663098044,72.64415464701324,30.284568786621094,0.9657853810264385,15.259055137634277,0.026760290328465542,1286.0,287.0,1445.0,300.0,66.47599092881961
8442-3704,1,,1-419195,0,0,2.76601,0.210003,118.472,1.0,77,120.0418814164309,110.36909814454418,47.20927312251726,77,124.61653502132359,121.76610505644409,26.50087659123349,19.0,117.44829062557115,105.75463330145882,51.08873169440205,106.0,113.58340788491961,97.51492297363971,58.24113961966345,145.0,6.096916198730469,2.4756104946136475,110.36909814454418,47.20927312251726,120.0418814164309,0.4277399554419657,6.416366589183452,-0.05395767266842238,0.5519225952264728,109.2178333633429,43.851646423339844,1.0,23.077512741088867,0.010920337132719997,77.0,285.0,77.0,294.0,44.81107995801105
8443-12702,1,,1-568615,0,0,5.35984,0.131679,51.0826,1.0,314,96.39800199159127,74.79144896279468,60.817875250755975,231,94.57949419035462,86.6142657975178,37.99012610745403,77.0,95.18918942442048,84.84609270892952,43.1523155265849,101.0,96.14599608489644,75.71442561134,59.25688413595321,226.0,9.971509660993304,1.8673840761184692,74.79144896279468,60.817875250755975,96.39800199159127,0.8131661586207547,2.171561017096889,0.027475818212573444,0.41643278783226356,73.0035672099047,35.68245315551758,0.961038961038961,13.265860557556152,0.03794801421622878,231.0,48.0,314.0,48.00000000000001,75.09847751588278
8443-12705,1,,1-424415,0,0,10.7269,0.524315,52.8444,1.0,690,111.14910107947914,70.76608662531702,85.71046408994876,690,99.16616081004332,80.91182987312534,57.334136745797366,175.0,98.63235315468492,81.53039780909263,55.507975300145716,161.0,107.47519837297554,73.86076538983798,78.07371901823146,441.0,11.785824639456614,1.8857507705688477,70.76608662531702,85.71046408994876,111.14910107947914,1.2111799334582012,-19.038482243947982,0.16457647220305774,0.16161686061160146,65.59711149516068,24.668977737426758,0.8840579710144928,16.575432777404785,0.02436555530440936,690.0,50.0,690.0,46.0,95.19193666846135
8443-3703,1,,1-422430,0,0,5.15417,0.346361,41.3387,1.0,219,235.56092153286747,215.72738943688506,94.60782842957697,219,236.83011191701826,228.16514072448277,63.4757470913448,56.0,236.56038408829428,229.64997323434588,56.76006618623278,47.0,236.0671110694205,221.4147752054998,81.87293966482511,127.0,12.828610283987864,1.9501972198486328,215.72738943688506,94.60782842957697,235.56092153286747,0.43855269688532617,13.39780551222683,-0.007752302433266239,0.26307438974316316,203.77701086113154,23.149940490722656,1.0,23.624757766723633,0.010545263562991895,219.0,38.0,9.0,,
8444-12703,1,,1-422040,0,0,10.0822,0.16919,10.0165,1.0,1062,104.7122934665713,73.02771978215223,75.04409734581928,923,101.70460840284431,87.473542350445,51.886479539864844,269.0,102.79835539101033,93.2231288431327,43.32378238096418,159.0,101.76578115963663,81.55892055449907,60.863919468072076,437.0,12.736146109444755,1.6365346908569336,73.02771978215223,75.04409734581928,104.7122934665713,1.0276111258804475,-0.6088549351055612,0.04204577640397772,0.1836591761183776,62.97084523428408,26.828968048095703,0.856988082340195,15.443824768066406,0.026731345292177626,923.0,5.0,1062.0,6.000000000000001,87.33387545612241
8444-3702,1,,1-421756,0,0,4.1337,0.494816,31.1138,1.0,113,67.73162459588477,61.518980784830255,28.337042428481276,93,59.56494381228285,58.452911735467495,11.455987124908063,27.0,71.2181081197456,61.785814175121594,35.41937451273126,125.0,75.36080395311298,63.77825720103575,40.144547336569396,149.0,4.504953793116979,2.203657865524292,61.518980784830255,28.337042428481276,67.73162459588477,0.46062275523701146,-13.020620580327186,0.1853660996518067,0.9511806682887215,58.833372235519924,8.380101203918457,0.8172043010752689,15.157404899597168,0.03183943036566786,93.0,31.0,113.0,34.0,38.025898851496976
8444-6103,1,,1-625602,1,0,5.74475,0.430285,101.756,0.9743589743589743,234,134.62564675882,114.90098764348136,70.1557396353508,226,133.68587461677268,128.83939863429723,35.66962898046632,59.0,132.87021654167086,123.11328642045983,49.976125806071906,113.0,136.1867569763682,110.71900114642594,79.29776516950594,284.0,9.649628911699567,2.26399827003479,114.90098764348136,70.1557396353508,134.62564675882,0.6105756014302713,16.046819880601742,0.010106238794600457,0.2390451650873267,103.66080506032344,28.702709197998047,1.0,18.764490127563477,0.010028902170812376,226.0,92.0,3.0,,
8445-6101,1,,1-399541,0,0,6.61727,0.298049,156.915,1.0,382,165.90285674377554,152.06758309819358,66.3265259637477,382,168.13570054621562,161.24396154948624,47.64450295673672,95.0,165.84795745205196,152.80781028852098,64.46175692490095,323.0,163.88978547928775,147.15771353893294,72.14200669818041,615.0,6.3133021763392865,1.9256595373153687,152.06758309819358,66.3265259637477,165.90285674377554,0.43616479339267933,19.650956363896352,-0.019287358234957596,0.19292404647227332,139.9422552785963,27.107505798339844,1.0,19.873809814453125,0.015205731665153772,382.0,338.0,7.0,,
8445-9101,1,,1-409168,0,0,7.45953,0.175875,143.158,0.9464594127806563,579,69.12854984598606,53.41347393127563,43.88345025635425,542,62.7874522408346,57.651710862554296,24.870552738439976,130.0,65.64842950009698,54.35017667349218,36.82084452303328,343.0,72.14206720562427,53.02369645233109,48.91794635133267,693.0,6.461610794067383,1.716269612312317,53.41347393127563,43.88345025635425,69.12854984598606,0.8215801562133336,3.247103047668928,0.13880538910746937,0.2376119420848242,52.95738720885879,23.333587646484375,0.6217712177121771,14.653666019439697,0.032267319983898424,542.0,146.0,548.0,146.0,56.670941568046835
8446-3703,1,,1-418242,0,0,4.41633,0.353634,74.7348,1.0,156,70.05424497481872,60.64657482748566,35.06551298193277,156,67.78524880128852,64.78548752431283,19.94192972833105,37.0,72.01348489858991,56.414207333733884,44.75912441219023,380.0,73.00965450195318,55.57965551949059,47.34249193725791,514.0,4.735618659428188,2.469777822494507,60.64657482748566,35.06551298193277,70.05424497481872,0.578194450085262,15.677094830044883,0.04750112113336743,0.3235930750133321,60.08312082951703,12.570842742919922,0.9166666666666666,38.44359588623047,0.07116654854832315,156.0,246.0,156.0,249.0,31.41403996551331
8446-6102,1,,1-418134,0,0,3.53052,0.227522,151.073,1.0,117,182.60470232823482,182.39580102267902,8.732072015193935,115,193.23589902959208,193.08642692402873,7.598974370690532,27.0,187.54554731840852,187.34413763175914,8.689442673376655,69.0,178.31605370842422,178.0859556342559,9.05579460784525,149.0,9.890298162187849,2.4757699966430664,182.39580102267902,8.732072015193935,182.60470232823482,0.04787430393810543,15.556209076155254,-0.08163922322174258,0.504380486021494,177.54298477614844,36.43256759643555,1.0,20.913869857788086,0.01631411676184459,115.0,330.0,5.0,,
8448-12701,1,,1-487185,0,0,6.05656,0.210262,107.541,1.0,364,185.89101173960964,185.5908318556807,10.559894729216785,101,186.44540074223843,186.30886186709859,7.13410454929502,71.0,187.03440468106058,186.99534906353398,3.822036499800587,31.0,186.44540074223843,186.30886186709859,7.13410454929502,71.0,30.15845435006278,2.940945863723755,185.5908318556807,10.559894729216785,185.89101173960964,0.05689879518094072,8.731344215016726,-0.004296194672650598,1.5457619487815364,186.14023065410152,20.723785400390625,1.0,14.550376892089844,0.018411269506005037,101.0,352.0,39.0,323.0,115.23353401698301
8448-3701,1,,1-487046,0,0,4.03402,0.538475,141.675,1.0,93,53.35893459183891,52.58505217285773,9.054732947689487,73,53.94859678715804,53.89978819394021,2.294325162600575,23.0,54.510250923579655,52.135857489286835,15.91288219048927,95.0,55.36814471885784,51.03376110354997,21.475257326378546,99.0,3.177351951599121,1.8489612340927124,52.58505217285773,9.054732947689487,53.35893459183891,0.17219214536337712,5.744752513753145,-0.015855574660075995,0.8111753799210564,51.46101475034752,19.967178344726562,0.589041095890411,20.294509887695312,0.024162482737331997,73.0,349.0,93.0,142.0,12.634253851449776
8449-3701,1,,1-488526,0,2,4.75521,0.270029,59.1739,1.0,205,159.30047339173962,144.73736823082575,66.54122827575922,205,161.39213813619548,157.41181026506905,35.62224363016319,51.0,159.30047339173962,144.73736823082575,66.54122827575922,205.0,157.00477937315733,132.36845897767301,84.43394941544487,435.0,6.522907529558455,2.171086072921753,144.73736823082575,66.54122827575922,159.30047339173962,0.45973772419047937,21.98275191747071,-0.018819748491625526,0.22060213336969867,135.13846139618707,32.4767951965332,1.0,25.513822555541992,0.009152302748156765,205.0,54.0,204.0,45.0,50.94829361006999
8452-1901,1,,1-167688,0,0,3.74878,0.131096,160.796,1.0,155,55.46375290021313,54.773710472110885,8.72172728840284,145,59.39583128469713,59.27134314091024,3.843521337612033,39.0,55.31194738624093,54.11529187657526,11.44319486731536,193.0,55.280540815469,54.034878363624706,11.669195048460578,195.0,3.131742477416992,1.6107782125473022,54.773710472110885,8.72172728840284,55.46375290021313,0.15923199675953448,-4.752124997997579,-0.09881644034989889,0.3139979244675595,51.6995334352991,46.857913970947266,0.5517241379310345,19.74017906188965,0.01739802632515987,145.0,29.999999999999996,155.0,37.0,22.95832995123211
8452-3704,1,,1-173030,0,0,5.64002,0.407321,72.1128,1.0,237,83.77804069258279,57.12240676540708,61.28450658702764,237,75.18245910616656,63.34542375026706,40.49394333909096,61.0,85.27789312103104,56.896184953920596,63.522776961112555,264.0,91.4140588094103,61.07094381697652,68.02109944211445,403.0,5.652858189174108,1.9857679605484009,57.12240676540708,61.28450658702764,83.77804069258279,1.0728628231424784,-2.4600289590849065,0.15617603989880582,0.30261437506255884,56.05843180477469,57.21089553833008,0.6582278481012658,19.419023513793945,0.03111125793672008,237.0,252.0,237.0,256.0,76.89010407345262
8453-12705,1,,1-167564,0,0,14.6814,0.600593,152.622,1.0,1082,105.2043315666935,68.90658561155594,79.49738259686349,881,96.93094526854571,74.26908181928957,62.287331267068076,272.0,94.36360894728553,76.06000833883964,55.851283110165596,191.0,100.76385473124873,71.10689696639538,71.39442292021575,525.0,12.674849373953684,1.7660884857177734,68.90658561155594,79.49738259686349,105.2043315666935,1.1536978924628567,-11.472668201717132,0.11816488014426614,0.24811423291556764,66.5303959427711,30.935970306396484,0.8842224744608399,14.634367942810059,0.027586563773472118,881.0,153.0,1082.0,150.0,88.08325704613596
8453-3701,1,,1-167380,0,0,5.1699,0.521806,95.6454,1.0,159,194.3212847262917,165.23133658997307,102.27104725369517,159,193.82907219195388,182.0635804562803,66.50234505814981,41.0,193.5003657790432,171.72283651079792,89.1832886661469,91.0,195.84155900607334,160.16861011855173,112.69397750820886,259.0,10.43928486960275,2.665294885635376,165.23133658997307,102.27104725369517,194.3212847262917,0.6189567267587025,11.13510164455858,0.003658958186349732,0.1717741613266597,153.03968333070833,28.198341369628906,1.0,39.821685791015625,0.010467431981163962,159.0,274.0,9.0,,
8455-12703,1,,1-255090,0,0,8.88453,0.320236,9.40408,1.0,675,215.28785246177966,215.02361963809992,10.66313346698556,244,222.21434165041887,222.13032548034596,6.110003038022654,166.0,221.53282497885039,221.5079017457006,3.322951598655846,27.0,223.68205076127606,223.62457540583142,5.070414907253565,72.0,22.98482622419085,1.5090458393096924,215.02361963809992,10.66313346698556,215.28785246177966,0.049590521659584996,9.923633438771239,-0.045685012597110414,1.0214628434627404,219.14039003659218,16.930177688598633,1.0,14.190072536468506,0.02115849457331037,243.0,50.0,56.0,71.0,23.37149432386647
8461-6103,1,,1-217400,0,0,6.44366,0.491643,145.42,1.0,265,88.41111223719881,76.27821074563134,44.70077552418543,265,87.9022496404003,85.0652629630571,22.15189673299335,66.0,87.8728401285117,77.2524359008074,41.877167760518596,234.0,93.98291846851785,69.09608697008753,63.70651245580921,552.0,7.643160138811385,2.3855412006378174,76.27821074563134,44.70077552418543,88.41111223719881,0.5860228640293004,9.66099705719775,0.008327622767371926,0.22730571552775525,69.89590563961416,34.126678466796875,0.9773584905660377,20.578880310058594,0.015635527795081608,265.0,341.0,265.0,343.0,50.46023136341079
8466-6102,1,,1-256647,0,2,2.17529,0.246394,179.711,1.0,47,185.61155815523097,177.9397120741528,52.81201934957885,47,190.4319106642566,187.96524820916898,30.551236716455602,11.0,181.45598901481952,170.59505044456427,61.83530312986977,82.0,178.8832079493469,160.2572692840114,79.47836012325085,108.0,6.308842386518206,3.037837505340576,177.9397120741528,52.81201934957885,185.61155815523097,0.2967972620275484,8.315137668708815,-0.03698870038501591,0.5901164993016335,174.92502681224508,38.987579345703125,1.0,25.785572052001953,0.007632753447959122,47.0,354.0,46.0,21.0,101.36401976390609
8481-1902,1,,1-91339,0,0,4.93658,0.459432,106.16,1.0,165,159.2813689658667,134.41304235196455,85.46162030601539,164,159.1101271421272,152.59369640477547,45.068796042396066,39.0,159.1101271421272,152.59369640477547,45.068796042396066,39.0,159.0857694782323,141.83517835998876,72.04904045212152,109.0,11.272084372384208,1.8272193670272827,134.41304235196455,85.46162030601539,159.2813689658667,0.6358134509167019,4.871964352291808,0.0015518615085060162,0.33987846903827246,124.25756019172407,16.284259796142578,1.0,18.802438735961914,0.014407933059205702,164.0,117.0,165.0,128.0,113.03151853389053
8482-6101,1,,1-92771,0,0,3.37071,0.156162,168.867,1.0,119,201.10966279001067,199.81786583223564,22.757789035020156,112,205.21638981594447,205.02682514752917,8.81859507031498,31.0,205.50450269498285,205.28931233555366,9.402067257135544,38.0,202.32925084435067,201.3725017458984,19.653022358770233,97.0,13.274758202689036,2.461865186691284,199.81786583223564,22.757789035020156,201.10966279001067,0.11389266390287286,15.114341195052342,-0.029163556846551024,0.5095595986535298,199.34281234661518,29.940528869628906,1.0,19.009272575378418,0.018803110889728865,112.0,206.0,4.0,,
8482-6102,1,,1-92832,0,0,5.43201,0.318488,56.1563,1.0,251,227.08296877483744,225.9108835237831,23.042296176759415,232,234.15675100270656,233.51953251949104,17.26302325845268,65.0,234.45307575208824,233.8186209835878,17.236508084520462,63.0,229.0211577657082,227.91415488935107,22.490635949619303,169.0,12.814419610159739,2.106051206588745,225.9108835237831,23.042296176759415,227.08296877483744,0.10199728236791038,8.491584824262837,-0.04425512520037422,0.34482934199265036,219.04613175596316,34.36720275878906,1.0,19.654455184936523,0.015919415995896812,232.0,235.0,6.0,,
8483-6101,1,,1-93557,0,0,5.36011,0.388594,80.0657,1.0,223,124.83250080545596,100.73534680043971,73.72613622277588,223,126.04914674949593,117.11424211280176,46.6116046775909,57.0,124.20704035280406,92.99799511726766,82.33323616481836,429.0,123.95912493787034,85.99256983993196,89.28125552257302,817.0,5.308386938912529,2.468249559402466,100.73534680043971,73.72613622277588,124.83250080545596,0.7318795096703242,8.237061824240357,-0.013992755922631175,0.1615835386855665,92.08294882015382,35.29127883911133,1.0,42.84846496582031,0.02139783388317863,223.0,75.0,223.0,77.0,88.82048382943519
8484-12702,1,,1-93215,0,0,5.68551,0.394771,20.2803,1.0,247,131.4033768950341,99.10597547488943,86.28356207638275,204,128.47460602380218,115.34441080642586,56.58083852939671,61.0,128.44230507526825,115.95136824412727,55.25129804233629,59.0,129.38759154484407,104.95620059871837,75.66600823128569,153.0,14.003639221191408,2.234539747238159,99.10597547488943,86.28356207638275,131.4033768950341,0.87061916966091,11.383666313241287,0.03251912348702502,0.39734923125129784,89.68950616856698,31.577133178710938,0.9950980392156863,13.15478801727295,0.017969723491345437,204.0,201.0,247.0,203.0,103.20581024272
8485-9102,1,,1-209199,0,0,7.93118,0.28306,2.60486,1.0,569,110.91056769210086,79.58311637064337,77.2507709639245,569,106.55261619348511,91.40321430831976,54.762326756480256,138.0,109.06797459848093,84.81368391903044,68.57450038533041,295.0,112.01718103983578,77.52946275572573,80.85190939563444,744.0,8.362235341753278,2.0011069774627686,79.58311637064337,77.2507709639245,110.91056769210086,0.9706929621120086,8.98468329813282,0.057830817622111806,0.1598209388474611,70.88780117039818,23.434429168701172,0.9771528998242531,18.35051727294922,0.026976237125325642,569.0,182.0,569.0,182.0,94.53013371719433
8486-6102,1,,1-134020,0,0,6.70244,0.547024,156.27,0.9725490196078431,255,57.19059444634816,44.58655877600411,35.81623751373948,237,46.93128814199739,42.91417768007708,18.99787253115356,61.0,59.18911734645568,44.88474236410525,38.58382452738966,272.0,67.84707984951314,50.45423718300876,45.36073405917179,329.0,4.840012618473598,1.8423500061035156,44.58655877600411,35.81623751373948,57.19059444634816,0.8032967445116059,-14.718969095823104,0.2852278420333971,0.40606230041096925,41.65182339540579,30.804885864257812,0.26582278481012656,15.005297660827637,0.03948407857815347,237.0,152.0,255.0,151.0,42.3416916690108
8487-6101,1,,1-209926,0,2,6.39755,0.350232,70.0986,1.0,333,290.60845175104333,289.01501109028806,30.390715582544903,102,307.9055126968148,307.659637457145,12.302529367024217,73.0,319.62719433398775,319.5741269851542,5.824149679851545,25.0,312.35896237049013,312.2495306609134,8.267525337642287,57.0,20.77112742832729,1.8304848670959473,289.01501109028806,30.390715582544903,290.60845175104333,0.10515272361770464,-13.639861886015979,-0.08341103601373245,1.8081860643493892,289.5052337287581,28.07083511352539,1.0,14.54465913772583,0.02758706434647507,102.0,145.0,209.0,53.0,118.21492194917236
