tier,match_cost,cl_CATID,cl_RA_OBJ,cl_DEC_OBJ,cl_z_spec,cl_logMstar,cl_logRd,cl_logSigma_b,cl_log_gbar_2p2Rd,cl_incl_deg,cl_morph_type,cl_Re_kpc,cl_cluster,cl_R_on_rtwo,cl_R_proj_Mpc_from_cat,cl_v_pec_kms,cl_host_sigma_200,cl_host_e_sigma_200,cl_host_N_mem_R200,cl_gext_over_a0,cl_host_M_200_caustic,cl_host_M_200_virial,cl_host_R_200,fi_CATID,fi_RA_OBJ,fi_DEC_OBJ,fi_z_spec,fi_logMstar,fi_logRd,fi_logSigma_b,fi_log_gbar_2p2Rd,fi_incl_deg,fi_morph_type,fi_Re_kpc,fi_SurfaceDensity,d_logMstar,d_logRd,d_logSigma_b,d_log_gbar_2p2Rd,d_incl_deg,d_z_spec,cl_Y,cl_eY,cl_sigma_e_tot,cl_SIGMA_RE_MGE,cl_VSIGMA_RE_MGE,cl_k51,cl_aper_flag,cl_LAMBDAR_RE_MGE,cl_misalign_deg,cl_e_sigma_e_tot,fi_Y,fi_eY,fi_sigma_e_tot,fi_SIGMA_RE_MGE,fi_VSIGMA_RE_MGE,fi_k51,fi_aper_flag,fi_LAMBDAR_RE_MGE,fi_misalign_deg,fi_e_sigma_e_tot,sysid,depth_sigma_v,radius_norm,radius_mpc,cl_mu_within_1re,cl_g_i,fi_mu_within_1re,fi_g_i,dc_gi,dc_k51,dc_lambda
S2_diskbearing,1.5707193003702364,9011900163,13.8982,-1.23554,0.0410629,9.89993,-0.0030163976534502,3.107782926948785,-9.70463788737385,47.38995675488815,1.5,1.6663858103461522,Abell 119,0.261634,0.533732,-901.308,840.0,36.0,372.0,0.3570290374557431,8.6,9.7,2.04,619097,218.047,0.400488,0.03464,9.97,-0.013724717501353,3.199269566644592,-9.613151247678044,53.248314089928506,2.0,1.6258004483802722,1.555,-0.0700700000000011,0.0107083198479027,-0.0914866396958067,-0.0914866396958071,-5.85835733504036,0.0064229,1.937245252054928,0.014988986636555963,86.54565159775073,78.41609,0.46700335,0.06287416,0.0,0.3881714,156.5,2.9869861794368817,2.06676645343445,0.008209531282255477,116.61823212234422,103.085945,0.52893865,0.031694725,0.0,0.4372033,0.5,2.204451275765903,Abell 119,840.0,0.261634,0.533732,21.066,1.12252,20.15,1.01,0.11251999999999995,0.031179435,-0.04903190000000002
S2_diskbearing,1.034714448408439,9011900165,13.9093,-1.18341,0.0403973,9.86995,-0.0933010268667484,3.2583721853753813,-9.554048628947257,47.80407689988519,1.0,1.3536018199851605,Abell 119,0.26681,0.544292,-1093.13,840.0,36.0,372.0,0.350102191873716,8.6,9.7,2.04,144498,180.251,-1.38946,0.03537,9.86,-0.0813846050361088,3.224589341714102,-9.587831472608531,39.87347449899509,1.0,1.3912569647290776,0.58,0.0099499999999999,-0.0119164218306396,0.0337828436612794,0.0337828436612781,7.930602400890102,0.0050272999999999,1.9307038920733741,0.008328488706741057,85.25186569195188,82.82105,0.244053,0.04027339,0.0,0.22748287,129.0,1.634879627142484,1.9139880415454846,0.010202184947105897,82.0328955966446,77.115715,0.36275768,0.02342392,0.0,0.3120283,9.5,1.927067479549596,Abell 119,840.0,0.26681,0.544292,20.607,1.14791,20.14,1.06,0.08790999999999993,0.01684947,-0.08454542999999998
S2_diskbearing,0.6079210401067812,9011900186,13.8846,-1.21108,0.0458995,10.1424,0.1417288824454262,3.0607623667510326,-9.751658447571604,54.932703630249314,1.0,2.3255240698135937,Abell 119,0.288943,0.589445,488.83,840.0,36.0,372.0,0.3232834653264149,8.6,9.7,2.04,301346,133.525,1.19186,0.04407,10.16,0.1284633208752307,3.104893489891424,-9.707527324431211,54.14466001454254,2.5,2.255564638644886,1.019,-0.0175999999999998,0.0132655615701955,-0.0441311231403909,-0.0441311231403922,0.7880436157067763,0.0018295,2.010468976770886,0.008345107770931368,102.43986011912675,87.4828,0.6092406,0.029254368,0.0,0.49686998,108.0,1.968414770058459,2.1066286303124016,0.010005581716680478,127.8287759635429,111.315704,0.56453085,0.030321382,0.0,0.46782115,1.5,2.9450092435929087,Abell 119,840.0,0.288943,0.589445,20.704,1.12129,19.87,0.76,0.3612899999999999,-0.0010670140000000015,0.02904882999999997
S2_diskbearing,0.5933831677822562,9011900211,14.025,-1.05712,0.0431769,10.1621,0.060693718679246,3.242532694283393,-9.569888120039243,62.630344887727134,1.5,1.929681686257567,Abell 119,0.311818,0.636109,-292.899,840.0,36.0,372.0,0.2995678762905864,8.6,9.7,2.04,3894635,129.076,-0.842743,0.04328,10.15,0.0643911404232963,3.2230378507952926,-9.589382963527344,67.93216758809737,2.0,1.9461804110094496,0.087,0.0121000000000002,-0.0036974217440502,0.0194948434881006,0.0194948434881006,-5.301822700370238,-0.0001031,2.0696522503364916,0.00497042035331556,117.39571637666567,107.88213,0.42912307,0.015807228,0.0,0.3625638,86.5,1.3435723509851736,2.023033773265287,0.00722197784536896,105.44688948381904,91.57362,0.57091933,0.030263085,0.0,0.44771653,1.0,1.7534993683959774,Abell 119,840.0,0.311818,0.636109,20.2916,1.13998,,0.97,0.16998000000000002,-0.014455856999999999,-0.08515273000000001
S2_diskbearing,1.3391104086168637,9011900218,13.8625,-1.22312,0.0434719,9.75882,-0.1651893709538925,3.29101887354967,-9.521401940772966,44.1375250499799,1.5,1.1471034489453675,Abell 119,0.318686,0.650119,-208.106,840.0,36.0,372.0,0.2931122182543944,8.6,9.7,2.04,594906,222.362,-0.164201,0.04096,9.77,-0.1207378377511198,3.2132958071441244,-9.599125007178513,36.09105806633509,3.0,1.2707324451345363,2.192,-0.0111799999999995,-0.0444515332027726,0.0777230664055457,0.0777230664055448,8.046466983644805,0.0025118999999999,1.963061094440186,0.01057629255995266,91.84617921439003,85.46836,0.3934621,0.05885602,0.0,0.33517906,158.5,2.2367128811496846,1.9728985073839147,0.010904224163846904,93.9503727222732,85.87464,0.443763,0.02615043,0.0,0.36143535,6.0,2.3588969400464395,Abell 119,840.0,0.318686,0.650119,19.4585,1.13936,19.47,0.71,0.42935999999999996,0.03270559000000001,-0.026256290000000015
S2_diskbearing,1.1084747385093776,9011900225,13.9402,-1.08428,0.0422569,9.82376,0.0141666354999421,2.997246860642001,-9.815173953680636,71.2926783188476,3.0,1.7336386952940734,Abell 119,0.327718,0.668546,-557.541,840.0,36.0,372.0,0.285033224668652,8.6,9.7,2.04,218681,139.251,0.844073,0.03801,9.91,0.057200742716137,2.997418646209611,-9.815002168113026,74.74844435299629,3.0,1.9142237453230009,0.096,-0.0862400000000001,-0.0430341072161949,-0.0001717855676099,-0.0001717855676091,-3.455766034148681,0.0042468999999999,1.9497769814655772,0.02301633610906279,89.07933811992216,73.37183,0.6884711,0.05841507,0.0,0.5399544,3.0,4.720944133473288,1.898956936403473,0.017529317167585323,79.24227518500776,62.193996,0.7895365,0.030597767,0.0,0.57478446,1.5,3.198435699002318,Abell 119,840.0,0.327718,0.668546,20.6048,0.99877,20.41,0.88,0.11877000000000004,0.027817302999999998,-0.03483006000000011
S2_diskbearing,0.7547606287430246,9011900232,14.2377,-1.38889,0.0434968,10.4192,0.1807459641124969,3.259528203416891,-9.552892610905744,71.12141563384942,1.5,2.544121924506791,Abell 119,0.333194,0.679715,-200.965,840.0,36.0,372.0,0.2803495909599298,8.6,9.7,2.04,396607,174.348,1.56165,0.04606,10.41,0.1702417083710389,3.271336714899808,-9.541084099422829,64.30728138345447,2.0,2.4833255958316345,0.039,0.0091999999999998,0.010504255741458,-0.0118085114829167,-0.0118085114829167,6.814134250394957,-0.0025631999999999,2.0988928967991147,0.006472877822988125,125.57202470196256,109.21427,0.56743854,0.025761869,0.0,0.46757635,136.0,1.87156965549961,2.134086026770875,0.005466467500365769,136.17143895317074,116.22515,0.61048174,0.036030523,0.0,0.48389184,2.0,1.713990797795526,Abell 119,840.0,0.333194,0.679715,20.2875,1.14576,20.06,1.08,0.06575999999999982,-0.010268654000000002,-0.016315490000000044
S2_diskbearing,1.4653459090775511,9011900264,13.8227,-1.23234,0.0439618,9.56054,-0.0340225683844798,2.8304052684108445,-9.982015545911793,44.5385666671833,1.5,1.5515629058361826,Abell 119,0.37766,0.770426,-67.3329,840.0,36.0,372.0,0.2473408506713541,8.6,9.7,2.04,535417,177.765,-0.937495,0.03978,9.49,-0.1078183467224807,2.9074568250868467,-9.904963989235789,41.843479912985,3.0,1.309102371995327,0.113,0.0705399999999993,0.0737957783380009,-0.0770515566760021,-0.0770515566760021,2.695086754198293,0.0041817999999999,1.8194192220154664,0.021053274224405952,65.98104992956651,62.11088,0.35847446,0.014223956,0.0,0.30448192,94.5,3.198560413877973,1.873387301452994,0.014522267011130355,74.71147342589622,67.60259,0.47050178,0.022926003,0.0,0.4166437,7.0,2.498258695645912,Abell 119,840.0,0.37766,0.770426,21.0296,1.13688,19.15,0.71,0.4268799999999999,-0.008702047000000001,-0.11216177999999999
S2_diskbearing,0.7286061664350115,9011900271,14.0097,-1.49619,0.0411749,9.56272,0.1098786323884553,2.5447828668649746,-10.26763794745766,61.843226615961946,3.0,2.1610787298980423,Abell 119,0.380899,0.777034,-869.046,840.0,36.0,372.0,0.245237431334187,8.6,9.7,2.04,107395,219.801,0.945334,0.03434,9.58,0.1115240941484432,2.5587719433449987,-10.253648870977637,62.57198051473361,3.0,2.169282189846792,0.767,-0.0172799999999995,-0.0016454617599878,-0.0139890764800241,-0.0139890764800245,-0.7287538987716644,0.0068348999999999,1.9262239907930214,0.02291697175471089,84.37698264804399,69.35795,0.692805,0.06431781,1.0,0.47340685,10.0,4.452428038272242,1.9236990300177919,0.0173898874407377,83.88784347318253,69.71841,0.669165,0.07656907,0.0,0.51364964,4.5,3.3590114920452643,Abell 119,840.0,0.380899,0.777034,21.0422,0.550289,20.99,0.65,-0.099711,-0.01225126,-0.04024279000000003
S2_diskbearing,0.9897746439804044,9011900273,13.8391,-1.35238,0.0412902,10.7761,0.0957172501847507,3.786485631272383,-9.025935183050253,53.67126825873211,1.5,2.091747249913724,Abell 119,0.381238,0.777726,-835.825,840.0,36.0,372.0,0.2450192255618671,8.6,9.7,2.04,545903,221.643,-0.849565,0.04166,10.75,0.1186022913179058,3.714615549006073,-9.097805265316564,57.0133135238077,1.0,2.204927163724105,0.85,0.0260999999999995,-0.022885041133155,0.0718700822663098,0.0718700822663098,-3.3420452650755905,-0.0003698,2.2463492545063377,0.003000658988457336,176.33935766961775,165.88327,0.36060885,0.01946288,0.0,0.33566028,39.5,1.2183767021198473,2.292219062248302,0.003051189334758379,195.983298253969,174.24458,0.51486367,0.03099849,0.0,0.42554805,7.5,1.376904783138584,Abell 119,840.0,0.381238,0.777726,19.2184,1.24499,19.04,1.2,0.044990000000000085,-0.011535610000000002,-0.08988777000000003
