tier,match_cost,cl_CATID,cl_RA_OBJ,cl_DEC_OBJ,cl_z_spec,cl_logMstar,cl_logRd,cl_logSigma_b,cl_log_gbar_2p2Rd,cl_incl_deg,cl_morph_type,cl_Re_kpc,cl_cluster,cl_R_on_rtwo,cl_R_proj_Mpc_from_cat,cl_v_pec_kms,cl_host_sigma_200,cl_host_e_sigma_200,cl_host_N_mem_R200,cl_gext_over_a0,cl_host_M_200_caustic,cl_host_M_200_virial,cl_host_R_200,fi_CATID,fi_RA_OBJ,fi_DEC_OBJ,fi_z_spec,fi_logMstar,fi_logRd,fi_logSigma_b,fi_log_gbar_2p2Rd,fi_incl_deg,fi_morph_type,fi_Re_kpc,fi_SurfaceDensity,d_logMstar,d_logRd,d_logSigma_b,d_log_gbar_2p2Rd,d_incl_deg,d_z_spec,cl_Y,cl_eY,cl_sigma_e_tot,cl_SIGMA_RE_MGE,cl_VSIGMA_RE_MGE,cl_k51,cl_aper_flag,cl_LAMBDAR_RE_MGE,cl_misalign_deg,cl_e_sigma_e_tot,fi_Y,fi_eY,fi_sigma_e_tot,fi_SIGMA_RE_MGE,fi_VSIGMA_RE_MGE,fi_k51,fi_aper_flag,fi_LAMBDAR_RE_MGE,fi_misalign_deg,fi_e_sigma_e_tot,sysid,depth_sigma_v,radius_norm,radius_mpc,cl_mu_within_1re,cl_g_i,fi_mu_within_1re,fi_g_i,dc_gi,dc_k51,dc_lambda
S1_latetype,1.0098465013168991,9011900776,13.8576,-0.742156,0.0447723,10.3883,0.1488558576984281,3.292408416245028,-9.520012398077608,35.48920369924603,2.0,2.364001861514581,Abell 119,0.852839,1.73979,165.424,840.0,36.0,372.0,0.1095292088236676,8.6,9.7,2.04,548946,129.829,-0.612086,0.05048,10.42,0.1686233802407204,3.284573371160444,-9.527847443162193,42.87554191867599,2.0,2.4740891045633147,1.484,-0.0317000000000007,-0.0197675225422923,0.0078350450845841,0.0078350450845849,-7.386338219429959,-0.0057076999999999,2.1075937090773627,0.004181764228325282,128.11314984614003,119.28175,0.3918647,0.0344783,0.0,0.36113515,9.5,1.2335846056731896,1.9835343686130613,0.007228332897454446,96.27962024305585,95.33141,0.14139256,0.0892628,0.0,0.13545713,5.5,1.6024637092035101,Abell 119,840.0,0.852839,1.73979,20.3129,1.21017,19.75,0.97,0.24017,-0.0547845,0.22567802
S1_latetype,0.9148739083848826,9016800008,18.7652,0.405231,0.0446384,10.9096,0.3969706279240249,3.3174788757938347,-9.494941938528802,64.29056896405693,2.0,4.185646859806702,Abell 168,0.476269,0.628675,-79.4887,546.0,29.0,192.0,0.1280640710823022,1.9,3.0,1.32,599310,130.972,0.352432,0.05011,10.88,0.4088568279619368,3.264106475718012,-9.548314338604625,62.72852887787969,2.0,4.301785827824143,1.588,0.0295999999999985,-0.0118862000379119,0.0533724000758226,0.0533724000758208,1.562040086177241,-0.0054716,2.1888246068283306,0.002830299070550087,154.46305026300288,142.33914,0.42143497,0.025966795,0.0,0.41231114,5.5,1.0066363857026825,2.2660969799096495,0.003475634049343591,184.54274654187662,162.3484,0.54046774,0.02426792,0.0,0.48392013,0.5,1.4768851094525686,Abell 168,546.0,0.476269,0.628675,20.6581,1.11103,20.2,1.12,-0.008970000000000145,0.0016988750000000025,-0.07160898999999998
S1_latetype,1.1957539667893913,9016800093,18.6828,0.28603,0.0453031,10.421,0.4574386300961865,2.7079428714495117,-10.104477942873125,54.443419685193305,2.0,4.810947156010249,Abell 168,0.363877,0.480317,111.077,546.0,29.0,192.0,0.167619884134158,1.9,3.0,1.32,77754,214.648,0.157717,0.05311,10.48,0.5036200880894826,2.6745799554629204,-10.137840858859716,57.577093937423776,2.0,5.350717774743232,3.276,-0.059000000000001,-0.0461814579932959,0.0333629159865909,0.03336291598659,-3.1336742522304704,-0.0078068999999999,2.193859841472863,0.009228474205656013,156.2643254187163,109.578316,1.0166725,0.032550823,0.0,0.69406563,3.0,3.3205148959551245,2.1483348797759043,0.007555196201746763,140.71321302725454,111.620575,0.76760006,0.03586797,0.0,0.5839683,3.0,2.4479148985271424,Abell 168,546.0,0.363877,0.480317,21.2122,0.926584,20.95,0.78,0.14658399999999994,-0.0033171469999999995,0.11009733
S1_latetype,0.9583536388728144,9016800110,18.7866,0.265813,0.0428794,10.448,0.1863059877678143,3.2772081561062567,-9.53521265821638,56.29420535583981,2.0,2.576902247339202,Abell 168,0.143853,0.189885,-584.378,546.0,29.0,192.0,0.4239970502549773,1.9,3.0,1.32,396607,174.348,1.56165,0.04606,10.41,0.1702417083710389,3.271336714899808,-9.541084099422829,64.30728138345447,2.0,2.4833255958316345,0.039,0.0380000000000002,0.0160642793967754,0.0058714412064491,0.00587144120645,-8.013076027614652,-0.0031805999999999,2.153012521086144,0.00650052200401125,142.23697946850592,115.31523,0.72210044,0.018716566,0.0,0.5412772,12.5,2.1290038288469355,2.134086026770875,0.005466467500365769,136.17143895317074,116.22515,0.61048174,0.036030523,0.0,0.48389184,2.0,1.713990797795526,Abell 168,546.0,0.143853,0.189885,20.0646,1.03417,20.06,1.08,-0.04583000000000004,-0.017313957,0.057385359999999996
S1_latetype,1.0306038299452216,9016800147,18.8369,0.259305,0.0432671,10.7304,0.2627672359568259,3.4066856597282325,-9.405735154594405,55.02940784039633,2.0,3.072976170016388,Abell 168,0.121207,0.159994,-473.014,546.0,29.0,192.0,0.5032106196961533,1.9,3.0,1.32,491960,214.198,-1.34912,0.04927,10.71,0.2767321215264523,3.358355888588981,-9.454064925733654,49.522232224468496,2.0,3.173394597312005,1.927,0.0203999999999986,-0.0139648855696264,0.0483297711392509,0.0483297711392509,5.507175615927835,-0.0060028999999999,2.2586268481006293,0.002727320921566287,181.3956416255949,157.49161,0.57148623,0.017444931,0.0,0.48177367,3.5,1.1391444033973142,2.1450301307256354,0.00407722650676375,139.64652424423304,135.22961,0.25766546,0.037657443,0.0,0.24647933,9.0,1.3110240492368328,Abell 168,546.0,0.121207,0.159994,20.161,1.1411,20.91,1.07,0.07109999999999994,-0.020212512,0.23529434
S1_latetype,0.4738562703889036,9016800185,18.9363,0.332404,0.0447033,10.1554,0.3571551692538745,2.642909793134136,-10.1695110211885,56.15683566416642,3.0,3.818977729227967,Abell 168,0.406645,0.536772,-60.8869,546.0,29.0,192.0,0.1499904612902058,1.9,3.0,1.32,209743,134.677,0.191433,0.04059,10.16,0.3572986561156018,2.6472228194106817,-10.165197994911956,58.40499832334088,3.0,3.820239692446005,0.228,-0.0045999999999999,-0.0001434868617273,-0.0043130262765456,-0.0043130262765451,-2.248162659174461,0.0041133,2.0907486923731704,0.0089112022049347,123.23914946537649,82.061,1.1204468,0.027662931,0.0,0.7103556,0.5,2.528719627376682,2.1233645454178567,0.00978793058537439,132.85091362128162,97.80819,0.91919786,0.028730785,0.0,0.63858813,1.0,2.9941331859204934,Abell 168,546.0,0.406645,0.536772,20.9977,0.767789,21.08,0.8,-0.03221099999999999,-0.0010678539999999966,0.07176746999999994
S1_latetype,1.2624760036095817,9016800216,18.6244,0.215202,0.0463062,10.4483,0.2204320883337497,3.209255954974385,-9.60316485934825,71.06786586452948,2.5,2.787558849968919,Abell 168,0.459627,0.606708,398.431,546.0,29.0,192.0,0.1327008707445202,1.9,3.0,1.32,496966,212.592,-1.11499,0.05417,10.38,0.2128572080243932,3.156105715593099,-9.656315098729536,74.15294669708301,3.0,2.7393603443483783,1.892,0.0682999999999989,0.0075748803093564,0.0531502393812859,0.053150239381285,-3.0850808325535297,-0.0078638,2.145488130991702,0.007090659664203398,139.79387099723354,112.01456,0.74665743,0.020631736,0.0,0.573278,6.0,2.2823931771800745,2.201345677776655,0.01289737872845922,158.98116596843397,109.40719,1.0542967,0.02187297,0.0,0.662039,4.5,4.721313287705331,Abell 168,546.0,0.459627,0.606708,20.0144,1.14188,20.52,1.16,-0.018119999999999914,-0.0012412339999999973,-0.08876100000000009
S1_latetype,1.0490473935835056,9016800274,19.016,0.400583,0.0471599,9.78453,0.1626294448417957,2.6610912419582937,-10.15132957236434,55.81844769597165,3.0,2.4401774044883693,Abell 168,0.658114,0.86871,642.785,546.0,29.0,192.0,0.0926784311078108,1.9,3.0,1.32,595088,223.427,-0.0127279,0.04304,9.72,0.1572705456445144,2.6072790403528567,-10.205141773969778,52.76549233308188,3.0,2.4102522787737723,55.866,0.0645299999999995,0.0053588991972812,0.0538122016054369,0.0538122016054369,3.0529553628897688,0.0041198999999999,1.8126856176223902,0.022392634071308388,64.96592368460931,56.981632,0.5476081,0.0765417,1.0,0.43324444,14.5,3.3497044443177635,1.861804776121026,0.0190190202690967,72.74527267743541,60.677887,0.6612897,0.06715279,0.0,0.5061167,2.5,3.1857273651506444,Abell 168,546.0,0.658114,0.86871,21.6692,1.08275,20.69,0.6,0.4827500000000001,0.00938891,-0.07287225999999997
S1_latetype,1.1972704277477566,9016800287,18.9498,0.241045,0.0451878,10.3391,0.4452380795520594,2.6504439725377664,-10.16197684178487,48.18090933216509,3.0,4.677674912249536,Abell 168,0.328621,0.433779,78.0218,546.0,29.0,192.0,0.1856029911260489,1.9,3.0,1.32,278548,132.306,0.851876,0.04329,10.25,0.4047651377840084,2.642289856073868,-10.170130958248768,54.739484418866255,3.0,4.261447027710607,0.423,0.0891000000000001,0.0404729417680509,0.0081541164638982,0.0081541164638974,-6.558575086701161,0.0018977999999999,1.8850459629539578,0.009208759886222682,76.74427062980836,63.571915,0.6762703,0.04205988,1.0,0.5531233,0.5,1.6272819257939208,1.919741586999015,0.01239601900971087,83.1269003962667,69.19541,0.66573787,0.07137647,0.0,0.5021219,9.0,2.372681856363114,Abell 168,546.0,0.328621,0.433779,21.3154,0.877932,21.25,0.79,0.08793200000000001,-0.029316589999999997,0.051001399999999975
S1_latetype,0.7782533706647606,9016800321,18.542,0.201719,0.0439576,10.4108,0.1384179058160639,3.335784320009757,-9.476636494312878,58.65661832131727,2.0,2.307862137894823,Abell 168,0.658199,0.868823,-274.782,546.0,29.0,192.0,0.0926663772571241,1.9,3.0,1.32,550328,135.167,-0.486753,0.04051,10.41,0.1359043211169027,3.34001148940808,-9.472409324914556,65.6103365237252,2.0,2.2945434056265643,0.891,0.0007999999999999,0.0025135846991611,-0.0042271693983226,-0.0042271693983213,-6.953718202407927,0.0034476,2.029279861241721,0.004447777615295371,106.97440048225782,102.07498,0.31352884,0.02380018,0.0,0.29202062,36.5,1.0955661738769749,2.271118045552568,0.0031523821395895964,186.68870603180204,158.32637,0.6247939,0.014139515,0.0,0.51200265,3.0,1.3551038916696372,Abell 168,546.0,0.658199,0.868823,20.3839,1.14448,19.61,0.94,0.20448,0.009660665,-0.21998203
S1_latetype,1.352369117161516,9016800323,18.6761,0.132734,0.0411852,10.1673,0.087258682229054,3.194602767183776,-9.61781804713886,42.80340939973583,2.0,2.0514013582093424,Abell 168,0.387444,0.511426,-1071.45,546.0,29.0,192.0,0.1574239086156479,1.9,3.0,1.32,144402,179.961,-1.38195,0.03554,10.25,0.1540995989677703,3.143620933706344,-9.668799880616293,43.44272069852479,2.5,2.3927182134143417,0.291,-0.0827000000000008,-0.0668409167387163,0.0509818334774316,0.0509818334774312,-0.6393112987889609,0.0056451999999999,1.9717108056378614,0.007000834949571162,93.69378972414701,91.94437,0.19599974,0.044951588,0.0,0.18665133,18.0,1.5103455949613078,2.169907644761013,0.005363004341779768,147.87938806378455,112.23763,0.85787785,0.020363148,0.0,0.5727643,5.0,1.8261291204305157,Abell 168,546.0,0.387444,0.511426,21.2143,1.1702,19.66,0.74,0.4301999999999999,0.02458844,-0.38611297
S1_latetype,1.3619507410064422,9016800386,19.006,0.198037,0.0456029,9.59843,0.0518739226601949,2.696502286321496,-10.11591852800114,58.95743783354355,3.0,1.8908883197056252,Abell 168,0.458359,0.605034,196.979,546.0,29.0,192.0,0.1330680257434563,1.9,3.0,1.32,228428,217.307,1.07186,0.03691,9.52,0.0182823773582004,2.6852553769254834,-10.127165437397151,64.89888402393893,3.0,1.7501462180465333,0.323,0.0784300000000008,0.0335915453019944,0.0112469093960121,0.0112469093960125,-5.941446190395382,0.0086929,1.7867551779564976,0.021751545537083715,61.20052926443413,55.631668,0.45850322,0.07157378,0.0,0.37650168,16.5,3.0652153196952607,1.8068017759341588,0.025897546735433714,64.09169775024515,55.547993,0.57556236,0.08413608,1.0,0.4573523,3.5,3.8218715802380943,Abell 168,546.0,0.458359,0.605034,21.4257,0.898539,20.49,0.63,0.26853899999999997,-0.012562299999999998,-0.08085061999999998
S1_latetype,0.9295658994902524,9011900100,14.0436,-1.14018,0.0482771,10.3759,0.0342023821649837,3.5093153673119173,-9.30310544701072,43.214445552631744,2.0,1.8154919963690768,Abell 119,0.180885,0.369006,1169.84,840.0,36.0,372.0,0.5164084654973867,8.6,9.7,2.04,40164,180.018,-0.759573,0.04712,10.45,0.0557249928708853,3.5403701459001136,-9.272050668422525,39.80858937538562,2.0,1.90773017619411,0.093,-0.0740999999999996,-0.0215226107059016,-0.0310547785881962,-0.0310547785881958,3.4058561772461218,0.0011571,2.120784511028437,0.003563157280974978,132.0640194103156,127.61358,0.26639238,0.025473151,0.0,0.24749248,55.5,1.0835156602830498,2.2294406954065162,0.004556609856240143,169.6057983159933,146.72491,0.57983345,0.043245066,0.0,0.47754407,1.5,1.7795009710814065,Abell 119,840.0,0.180885,0.369006,19.4409,1.16686,19.42,0.98,0.18686000000000003,-0.017771915,-0.23005159
S1_latetype,1.2610164829924977,9011900113,14.1575,-1.34477,0.0413537,9.5995,-0.1412887853047506,3.083897702251387,-9.72852311207125,42.674000913703,2.5,1.212001538693076,Abell 119,0.195533,0.398887,-817.548,840.0,36.0,372.0,0.4777238220832683,8.6,9.7,2.04,107503,220.443,0.920497,0.03337,9.64,-0.1215078505193572,3.0848358326806,-9.727584981642035,34.01670773709914,2.5,1.2684814073514556,1.57,-0.0404999999999997,-0.0197809347853934,-0.0009381304292128,-0.0009381304292137,8.657293176603858,0.0079837,1.8593748824085645,0.020267348876955166,72.33939668673969,67.60549,0.38072062,0.024413174,0.0,0.33490992,16.0,3.375883994135617,1.8308551459185223,0.014097643937180564,67.7415525531412,66.939026,0.15531121,0.06976307,0.0,0.14510784,20.5,2.1989602157983095,Abell 119,840.0,0.195533,0.398887,20.126,1.1627,19.56,0.75,0.41270000000000007,-0.045349896,0.18980208000000004
S1_latetype,1.6074588579522648,9011900144,13.9404,-1.16331,0.0427665,9.97203,0.1170119277430629,2.939826276155759,-9.872594538166876,50.6528020763954,2.5,2.1968676021496805,Abell 119,0.241009,0.491658,-410.932,840.0,36.0,372.0,0.387582063587552,8.6,9.7,2.04,298862,222.148,1.35415,0.04906,10.02,0.1779732417924922,2.8658736480569003,-9.946547166265736,59.57545241413839,2.5,2.52793089873087,0.09,-0.0479699999999994,-0.0609613140494292,0.0739526280988589,0.0739526280988602,-8.922650337742994,-0.0062935,1.9063932222085707,0.010926450281798205,80.61079832886314,70.156296,0.5658982,0.044230986,0.0,0.46320286,149.5,2.028093648016001,2.0101045193864118,0.011654539422352577,102.3539292501428,86.89717,0.6224046,0.034618173,0.0,0.47925633,5.5,2.7467259041624588,Abell 119,840.0,0.241009,0.491658,21.0684,1.08973,20.05,0.65,0.43973000000000007,0.009612812999999998,-0.016053470000000014
S1_latetype,1.058997653534407,9011900150,14.1601,-1.12599,0.0452826,10.2839,0.0096116318292272,3.46649686798343,-9.345923946339209,59.28982233777839,2.0,1.715550822265271,Abell 119,0.245091,0.499987,311.869,840.0,36.0,372.0,0.3811255537030535,8.6,9.7,2.04,323329,131.406,1.60664,0.04927,10.34,0.0045714561499605,3.532677219341964,-9.279743594980673,60.41132614869726,2.0,1.6957561962566177,1.358,-0.0561000000000007,0.0050401756792666,-0.0661803513585339,-0.0661803513585344,-1.121503810918874,-0.0039874,2.047715608654458,0.005434725471812749,111.61321257393735,108.24408,0.25143477,0.034026675,0.0,0.2266932,32.0,1.3967185737845924,2.122456761619493,0.0064545424958940825,132.5735120934405,122.0733,0.42359173,0.022279844,0.0,0.3653213,0.5,1.9703252131756657,Abell 119,840.0,0.245091,0.499987,19.8294,1.18544,19.47,1.06,0.12544,0.011746831,-0.1386281
S1_latetype,1.2046223911854907,9044200042,6.32546,-33.1197,0.0547024,10.6156,0.3304977296968231,3.156424672248239,-9.655996142074397,33.37703610387723,2.0,3.591614251672268,EDCC 442,0.215228,0.303471,1388.81,583.0,39.0,123.0,0.3024740507632129,2.8,3.6,1.41,600977,138.151,0.309503,0.05446,10.62,0.3627424022323413,3.0963353271772016,-9.716085487145437,42.449355741772365,2.0,3.868426580492011,6.011,-0.0043999999999986,-0.0322446725355181,0.0600893450710375,0.060089345071038,-9.072319637895134,0.0002423999999999,2.173828145816249,0.0047290574294583535,149.22038144321922,140.26656,0.36296484,0.046265226,0.0,0.3330654,8.0,1.6248692601345749,2.1545596399653473,0.005292024653549424,142.74458422693615,134.85365,0.34706423,0.05484768,0.0,0.32023233,4.0,1.739390875009762,EDCC 442,583.0,0.215228,0.303471,20.9587,1.28477,20.54,1.06,0.22476999999999991,-0.008582454000000003,0.012833070000000002
