seed,family,galaxy,radial_index,candidate_index,log10_predicted_speed,log10_predicted_over_observed
9062301,mond_fixed,CamB,0,0,0.9628028423859241,0.6639497659762175
9062301,mond_fixed,CamB,1,0,1.2668976991224885,0.582052337478076
9062301,mond_fixed,CamB,2,0,1.3554332431891625,0.5235634689086608
9062301,mond_fixed,CamB,3,0,1.4191106341011597,0.4711870142694333
9062301,mond_fixed,CamB,4,0,1.4627002042496036,0.42527370630898
9062301,mond_fixed,CamB,5,0,1.4903048428269499,0.37971513252770084
9062301,mond_fixed,CamB,6,0,1.5048847552025983,0.33756742045442234
9062301,mond_fixed,CamB,7,0,1.52495832061855,0.2996490388926871
9062301,mond_fixed,CamB,8,0,1.5224230266611332,0.21922696924064433
9062301,mond_fixed,D564-8,0,0,1.2103926897269157,0.27893481903791073
9062301,mond_fixed,D564-8,1,0,1.3633474172984448,0.1843704700052753
9062301,mond_fixed,D564-8,2,0,1.429123453461977,0.13245826320044585
9062301,mond_fixed,D564-8,3,0,1.4638647305558616,0.12342061571574336
9062301,mond_fixed,D564-8,4,0,1.4842236960463748,0.10401245433476891
9062301,mond_fixed,D564-8,5,0,1.497118940777721,0.09917893210568329
9062301,mond_fixed,D631-7,0,0,1.3547522699278571,0.42995627412994497
9062301,mond_fixed,D631-7,1,0,1.5336515286631565,0.2832315263542624
9062301,mond_fixed,D631-7,2,0,1.6322367443659307,0.21726339639511272
9062301,mond_fixed,D631-7,3,0,1.6784588929062567,0.1885004134814221
9062301,mond_fixed,D631-7,4,0,1.7026160541878723,0.16228657939699853
9062301,mond_fixed,D631-7,5,0,1.7208402978700976,0.13200857227589036
9062301,mond_fixed,D631-7,6,0,1.7315088438252795,0.10311991377496788
9062301,mond_fixed,D631-7,7,0,1.7397590176220343,0.08079417495759933
9062301,mond_fixed,D631-7,8,0,1.7459771052609288,0.05755728325821807
9062301,mond_fixed,D631-7,9,0,1.7489755526719353,0.034645792926702335
9062301,mond_fixed,D631-7,10,0,1.7513838154841408,0.012603256999771606
9062301,mond_fixed,D631-7,11,0,1.7519905717774045,-0.0008258594108669914
9062301,mond_fixed,D631-7,12,0,1.752029869061955,-0.014382978050444528
9062301,mond_fixed,D631-7,13,0,1.7514137061534178,-0.0157421599287626
9062301,mond_fixed,D631-7,14,0,1.750423140146792,-0.01075267300893934
9062301,mond_fixed,D631-7,15,0,1.7489400499328895,-0.00921457203450049
9062301,mond_fixed,DDO064,0,0,0.5988648217825485,-0.19978582366272046
9062301,mond_fixed,DDO064,1,0,1.0593516162912628,-0.08366318396283234
9062301,mond_fixed,DDO064,2,0,1.248516385662177,0.055391787307715434
9062301,mond_fixed,DDO064,3,0,1.3769144140073424,0.112096590997806
9062301,mond_fixed,DDO064,4,0,1.4183771361820998,0.06619461807073734
9062301,mond_fixed,DDO064,5,0,1.473612004907282,0.050366130970474154
9062301,mond_fixed,DDO064,6,0,1.5374199345576482,-0.010354770830174331
9062301,mond_fixed,DDO064,7,0,1.599360572859305,-0.008094450355363492
9062301,mond_fixed,DDO064,8,0,1.6401031221095517,-0.0053191472395401895
9062301,mond_fixed,DDO064,9,0,1.6694198055148213,0.0038388144968681814
9062301,mond_fixed,DDO064,10,0,1.689660179320423,0.02314219876554202
9062301,mond_fixed,DDO064,11,0,1.7010657865878807,0.03548479556992756
9062301,mond_fixed,DDO064,12,0,1.7080759738841018,0.041557993329220944
9062301,mond_fixed,DDO064,13,0,1.7382415197071175,0.06706867699203434
9062301,mond_fixed,DDO161,0,0,1.3873338415216694,0.1832138588657446
9062301,mond_fixed,DDO161,1,0,1.4405890137442503,0.22048092570419509
9062301,mond_fixed,DDO161,2,0,1.4789079734664679,0.20939502924855158
9062301,mond_fixed,DDO161,3,0,1.5195716221167836,0.2185416264528024
9062301,mond_fixed,DDO161,4,0,1.5441739251986513,0.2137601518494605
9062301,mond_fixed,DDO161,5,0,1.6415976146124291,0.18069977185588137
9062301,mond_fixed,DDO161,6,0,1.705809840503067,0.18861394255309283
9062301,mond_fixed,DDO161,7,0,1.7483899154104157,0.2018472519322847
9062301,mond_fixed,DDO161,8,0,1.7767700575978693,0.20158221267020826
9062301,mond_fixed,DDO161,9,0,1.7968686628530828,0.18834262927588874
9062301,mond_fixed,DDO161,10,0,1.8145437044841497,0.18411582945912586
9062301,mond_fixed,DDO161,11,0,1.8284361358681758,0.17042473921106338
9062301,mond_fixed,DDO161,12,0,1.8410345508779946,0.15172569175437434
9062301,mond_fixed,DDO161,13,0,1.8520499028189037,0.1402426737777127
9062301,mond_fixed,DDO161,14,0,1.8612158488783008,0.1369399792775119
9062301,mond_fixed,DDO161,15,0,1.8707927191760332,0.1304300296817893
9062301,mond_fixed,DDO161,16,0,1.8799649931073357,0.11954250968412361
