case,level,component,r,theta,z,phi,gx,gy,gz
f1-stars-h0p1,2,atomic_helium,6.0,3.141592653589793,0.0,-101.68051286046581,6.617057429436783,-0.26097019723880543,0.0
f1-stars-h0p1,2,atomic_helium,6.0,3.665191429188092,0.0,-102.59707055411774,5.952615556977718,3.0858366552897243,0.0
f1-stars-h0p1,2,atomic_helium,6.0,4.1887902047863905,0.0,-103.67997213402427,3.726464230058073,5.719518684552936,0.0
f1-stars-h0p1,2,atomic_helium,6.0,4.71238898038469,0.0,-104.17332969532893,-0.06604767953513706,6.8660753593615995,0.0
f1-stars-h0p1,2,atomic_helium,6.0,5.235987755982989,0.0,-103.66099812535806,-3.5754212122600926,5.756820768441685,0.0
f1-stars-h0p1,2,atomic_helium,6.0,5.759586531581287,0.0,-102.93148210812794,-5.943873089771706,3.136540612389824,0.0
f1-stars-h0p1,2,atomic_helium,6.0,0.0,0.4,-102.02884031584843,-6.597799258205878,-0.2649064757698657,-0.5195636950540343
f1-stars-h0p1,2,atomic_helium,6.0,0.5235987755982988,0.4,-101.41052825155508,-5.604939706207039,-3.375899526075757,-0.4968802568495056
f1-stars-h0p1,2,atomic_helium,6.0,1.0471975511965976,0.4,-101.15334659216458,-3.2142440682070275,-5.717038211481556,-0.5157268500310389
f1-stars-h0p1,2,atomic_helium,6.0,1.5707963267948966,0.4,-100.91419531652184,0.04265969243588963,-6.508923035145561,-0.5025869894488787
f1-stars-h0p1,2,atomic_helium,6.0,2.0943951023931953,0.4,-100.81096119993215,3.279483068740068,-5.610548337973578,-0.4947672027538988
f1-stars-h0p1,2,atomic_helium,6.0,2.6179938779914944,0.4,-100.94295784641409,5.563379483818355,-3.364367688928262,-0.4764446679834867
f1-stars-h0p1,2,atomic_helium,6.0,3.141592653589793,0.4,-101.58164174060195,6.584388885620007,-0.2594116879967708,-0.49291238802884063
f1-stars-h0p1,2,atomic_helium,6.0,3.665191429188092,0.4,-102.49160275584795,5.920112619258606,3.0685947839627934,-0.5251524964252574
f1-stars-h0p1,2,atomic_helium,6.0,4.1887902047863905,0.4,-103.56031984134977,3.6945259748911545,5.684304235648642,-0.5940936835945899
f1-stars-h0p1,2,atomic_helium,6.0,4.71238898038469,0.4,-104.04628831334367,-0.06287886019245584,6.8151272376868475,-0.6298396612899929
f1-stars-h0p1,2,atomic_helium,6.0,5.235987755982989,0.4,-103.5447176594472,-3.5506862603094933,5.720886857462638,-0.5778990641109655
f1-stars-h0p1,2,atomic_helium,6.0,5.759586531581287,0.4,-102.82189288232345,-5.908585605187049,3.11930422876996,-0.54541559140681
f1-stars-h0p1,2,co21,1.0,0.0,0.0,-93.15114682357552,-2.9281601773797057,-1.1075635586294124,0.0
f1-stars-h0p1,2,co21,1.0,0.5235987755982988,0.0,-92.40787903155777,-2.5697059586727233,-3.2370676271510113,0.0
f1-stars-h0p1,2,co21,1.0,1.0471975511965976,0.0,-91.77209852965899,-1.6162837385192628,-4.423637234121085,0.0
f1-stars-h0p1,2,co21,1.0,1.5707963267948966,0.0,-91.64256437395665,-0.3506369663776657,-4.86906360188258,0.0
f1-stars-h0p1,2,co21,1.0,2.0943951023931953,0.0,-92.10435873918682,1.166801158098529,-4.580184669525782,0.0
f1-stars-h0p1,2,co21,1.0,2.6179938779914944,0.0,-92.77098975440776,2.803085183824898,-2.832631527467507,0.0
f1-stars-h0p1,2,co21,1.0,3.141592653589793,0.0,-92.91936247257293,3.37788867144625,0.7267833061236756,0.0
f1-stars-h0p1,2,co21,1.0,3.665191429188092,0.0,-92.38416525259424,3.2249037012390813,2.8867780836754204,0.0
f1-stars-h0p1,2,co21,1.0,4.1887902047863905,0.0,-92.11282438534441,2.1425607978713614,3.980439449381021,0.0
f1-stars-h0p1,2,co21,1.0,4.71238898038469,0.0,-92.23404984997126,0.6136672965457103,4.58125887988681,0.0
f1-stars-h0p1,2,co21,1.0,5.235987755982989,0.0,-92.7466153192162,-1.0631834737068053,4.294928887813008,0.0
f1-stars-h0p1,2,co21,1.0,5.759586531581287,0.0,-93.28585454740823,-2.488128317344227,2.140132310026102,0.0
f1-stars-h0p1,2,co21,1.0,0.0,0.4,-92.52686230294383,-2.9132339560689764,-0.9139355271203183,-2.933846210598898
f1-stars-h0p1,2,co21,1.0,0.5235987755982988,0.4,-91.87619767223622,-2.541016746677107,-3.031097835205334,-2.53582577037194
f1-stars-h0p1,2,co21,1.0,1.0471975511965976,0.4,-91.29703104321197,-1.5618140929295259,-4.202182404476723,-2.2873105748505673
f1-stars-h0p1,2,co21,1.0,1.5707963267948966,0.4,-91.16566359337126,-0.2695839885938933,-4.644418672493909,-2.303267614538289
f1-stars-h0p1,2,co21,1.0,2.0943951023931953,0.4,-91.54277181173448,1.2646926556934586,-4.320443065427136,-2.6476621384616563
f1-stars-h0p1,2,co21,1.0,2.6179938779914944,0.4,-92.10692951639153,2.7819566555621713,-2.6370158644544857,-3.075590007319336
f1-stars-h0p1,2,co21,1.0,3.141592653589793,0.4,-92.24728376849151,3.400971056461071,0.48366677821730814,-3.097557189196736
f1-stars-h0p1,2,co21,1.0,3.665191429188092,0.4,-91.84485988259223,3.118490166652195,2.654017855412541,-2.584921042744235
f1-stars-h0p1,2,co21,1.0,4.1887902047863905,0.4,-91.60924222444244,2.0467543982955774,3.8036342738805144,-2.4189289768410416
f1-stars-h0p1,2,co21,1.0,4.71238898038469,0.4,-91.71768017899255,0.5515788644980041,4.346713709044623,-2.469755610057517
f1-stars-h0p1,2,co21,1.0,5.235987755982989,0.4,-92.16162148142708,-1.0821557224765743,3.962755740025194,-2.743546815084026
f1-stars-h0p1,2,co21,1.0,5.759586531581287,0.4,-92.62573243147267,-2.4516765845884705,2.0241120845582574,-3.0528763622050032
f1-stars-h0p1,2,co21,3.0,0.0,0.0,-82.62616932186862,-5.782012989512952,-0.4267863942361366,0.0
f1-stars-h0p1,2,co21,3.0,0.5235987755982988,0.0,-81.68566282932981,-4.595126314417767,-3.3707403751527227,0.0
f1-stars-h0p1,2,co21,3.0,1.0471975511965976,0.0,-80.96787090653754,-2.4348949904889894,-4.773013458901994,0.0
f1-stars-h0p1,2,co21,3.0,1.5707963267948966,0.0,-80.43136330791484,0.4474954551934372,-5.4835023478226,0.0
f1-stars-h0p1,2,co21,3.0,2.0943951023931953,0.0,-80.15695479593887,2.886933390506432,-5.2288592928812765,0.0
f1-stars-h0p1,2,co21,3.0,2.6179938779914944,0.0,-80.64602065185943,5.126700801759375,-3.4889256121701617,0.0
f1-stars-h0p1,2,co21,3.0,3.141592653589793,0.0,-81.30610526936162,6.015363288940012,-0.2597686661853976,0.0
f1-stars-h0p1,2,co21,3.0,3.665191429188092,0.0,-81.39242394138901,4.795970018464319,2.8938032373036897,0.0
f1-stars-h0p1,2,co21,3.0,4.1887902047863905,0.0,-81.13000412358278,2.593404291388731,4.8611032976115975,0.0
f1-stars-h0p1,2,co21,3.0,4.71238898038469,0.0,-80.99275504230532,0.11196307296926644,5.686991588398426,0.0
f1-stars-h0p1,2,co21,3.0,5.235987755982989,0.0,-81.61194403254315,-2.27640396473728,5.258018647080496,0.0
f1-stars-h0p1,2,co21,3.0,5.759586531581287,0.0,-82.62899021927969,-4.499821024506862,3.108484939752269,0.0
f1-stars-h0p1,2,co21,3.0,0.0,0.4,-82.37433373925752,-5.66480626311556,-0.4124426197615855,-1.225727053124287
f1-stars-h0p1,2,co21,3.0,0.5235987755982988,0.4,-81.46771255026786,-4.534787403997101,-3.30940893537643,-1.0685862359562963
f1-stars-h0p1,2,co21,3.0,1.0471975511965976,0.4,-80.76455328507834,-2.3995970076283735,-4.730755835093418,-1.0018345479819109
f1-stars-h0p1,2,co21,3.0,1.5707963267948966,0.4,-80.23474054392996,0.41747211355848923,-5.426098597746916,-0.9686946094067698
f1-stars-h0p1,2,co21,3.0,2.0943951023931953,0.4,-79.97193776443572,2.846397884914089,-5.1444714192980765,-0.9154696124726578
f1-stars-h0p1,2,co21,3.0,2.6179938779914944,0.4,-80.4425648142747,5.040365040749821,-3.4175429342860277,-1.0046204431738956
f1-stars-h0p1,2,co21,3.0,3.141592653589793,0.4,-81.07420927140497,5.907265063767754,-0.2571479068142731,-1.1327250192362974
f1-stars-h0p1,2,co21,3.0,3.665191429188092,0.4,-81.16934744955425,4.731734182812732,2.8523029336591184,-1.0946003256900452
f1-stars-h0p1,2,co21,3.0,4.1887902047863905,0.4,-80.91711931889294,2.5690298492018786,4.803673664483771,-1.0390380028842912
f1-stars-h0p1,2,co21,3.0,4.71238898038469,0.4,-80.79555155960782,0.11800409615444886,5.6095064878962635,-0.9651807051183593
f1-stars-h0p1,2,co21,3.0,5.235987755982989,0.4,-81.4056013616591,-2.24765052413573,5.165144591117516,-1.016244762192707
f1-stars-h0p1,2,co21,3.0,5.759586531581287,0.4,-82.38622155011119,-4.442390095222761,3.0523795649150083,-1.1898454528060294
f1-stars-h0p1,2,co21,6.0,0.0,0.0,-67.12458542195313,-4.444578413203543,-0.2622553368795779,0.0
f1-stars-h0p1,2,co21,6.0,0.5235987755982988,0.0,-66.42023207074922,-3.6578087848812535,-2.3047819132202294,0.0
f1-stars-h0p1,2,co21,6.0,1.0471975511965976,0.0,-66.02400354331074,-2.0589360172036666,-3.822125030397233,0.0
f1-stars-h0p1,2,co21,6.0,1.5707963267948966,0.0,-65.4781815079786,0.20841549033617185,-4.262824469303082,0.0
f1-stars-h0p1,2,co21,6.0,2.0943951023931953,0.0,-65.02973575624304,2.1279514446900234,-3.5872210482844125,0.0
f1-stars-h0p1,2,co21,6.0,2.6179938779914944,0.0,-65.16378571130386,3.5946716728389188,-2.2150171869278217,0.0
f1-stars-h0p1,2,co21,6.0,3.141592653589793,0.0,-65.67578160594525,4.327058290550871,-0.18286860146578854,0.0
f1-stars-h0p1,2,co21,6.0,3.665191429188092,0.0,-66.09282873596491,3.8336798993082843,2.158324545938232,0.0
f1-stars-h0p1,2,co21,6.0,4.1887902047863905,0.0,-66.07806950896929,2.1243967818091547,3.7867584660591516,0.0
f1-stars-h0p1,2,co21,6.0,4.71238898038469,0.0,-65.97117701175723,0.049207735375399936,4.225992010534105,0.0
f1-stars-h0p1,2,co21,6.0,5.235987755982989,0.0,-66.49589586780712,-1.9074161843339659,3.8603371007867056,0.0
f1-stars-h0p1,2,co21,6.0,5.759586531581287,0.0,-67.45690579983327,-3.8790703830531696,2.4774281683977972,0.0
f1-stars-h0p1,2,co21,6.0,0.0,0.4,-67.05035861801588,-4.4187275618269455,-0.25699639979654154,-0.3696533830376964
f1-stars-h0p1,2,co21,6.0,0.5235987755982988,0.4,-66.35365915737557,-3.639315754089808,-2.293621369850823,-0.33188815217753775
f1-stars-h0p1,2,co21,6.0,1.0471975511965976,0.4,-65.9551897507473,-2.0460525560882497,-3.800041385395233,-0.34247639989091166
f1-stars-h0p1,2,co21,6.0,1.5707963267948966,0.4,-65.41372335923161,0.20536020827228016,-4.2404741951687015,-0.3211124807957233
f1-stars-h0p1,2,co21,6.0,2.0943951023931953,0.4,-64.97112818572975,2.118575856011809,-3.571946904024777,-0.29235665175635733
f1-stars-h0p1,2,co21,6.0,2.6179938779914944,0.4,-65.10382622704128,3.5789156832784172,-2.2045755492775316,-0.29906611860557825
f1-stars-h0p1,2,co21,6.0,3.141592653589793,0.4,-65.61032749139306,4.304799136799556,-0.18051217953403062,-0.32621936303468435
f1-stars-h0p1,2,co21,6.0,3.665191429188092,0.4,-66.02199249574096,3.8106845350364114,2.1446544877523275,-0.35254987770265844
f1-stars-h0p1,2,co21,6.0,4.1887902047863905,0.4,-66.00848529760528,2.1122161695157002,3.762700828251088,-0.34592748542982993
f1-stars-h0p1,2,co21,6.0,4.71238898038469,0.4,-65.90882033435689,0.04976776802377786,4.206711902879543,-0.3109799032438356
f1-stars-h0p1,2,co21,6.0,5.235987755982989,0.4,-66.42959973193145,-1.8997394113132104,3.84041634462609,-0.33051378250595265
f1-stars-h0p1,2,co21,6.0,5.759586531581287,0.4,-67.37041116982293,-3.847338328634644,2.4511825318027998,-0.42837076807720603
f1-stars-h0p1,2,total,1.0,0.0,0.0,-1933.7934765303455,-92.24229164165077,-1.084144992388048,0.0
f1-stars-h0p1,2,total,1.0,0.5235987755982988,0.0,-1931.6440568685553,-80.6513684039638,-52.81049988070634,0.0
f1-stars-h0p1,2,total,1.0,1.0471975511965976,0.0,-1929.8165296587076,-49.782412976647294,-86.6753850606142,0.0
f1-stars-h0p1,2,total,1.0,1.5707963267948966,0.0,-1931.8550924441818,-7.065873456448983,-97.84161401769444,0.0
f1-stars-h0p1,2,total,1.0,2.0943951023931953,0.0,-1936.3411296687914,39.19391603336163,-87.31022420189034,0.0
f1-stars-h0p1,2,total,1.0,2.6179938779914944,0.0,-1940.5901988676678,75.07353846137838,-48.86392724680635,0.0
f1-stars-h0p1,2,total,1.0,3.141592653589793,0.0,-1939.5945312247268,88.94798893196398,8.219963554034248,0.0
f1-stars-h0p1,2,total,1.0,3.665191429188092,0.0,-1932.9243281953527,75.33700815278868,61.523164152984606,0.0
f1-stars-h0p1,2,total,1.0,4.1887902047863905,0.0,-1925.414159853265,41.88046693784899,94.83467401812328,0.0
f1-stars-h0p1,2,total,1.0,4.71238898038469,0.0,-1922.1743459700238,-1.0025372721383263,106.24683401257246,0.0
f1-stars-h0p1,2,total,1.0,5.235987755982989,0.0,-1924.626936323892,-43.40744811301593,94.85149046260173,0.0
f1-stars-h0p1,2,total,1.0,5.759586531581287,0.0,-1930.8442416271923,-77.38296396308169,57.939879217870164,0.0
f1-stars-h0p1,2,total,1.0,0.0,0.4,-1919.6155367416723,-87.68597218347091,0.31977067209521437,-65.08941308821001
f1-stars-h0p1,2,total,1.0,0.5235987755982988,0.4,-1918.2654227121245,-76.76464695662277,-48.86441085551307,-62.134676709822024
f1-stars-h0p1,2,total,1.0,1.0471975511965976,0.4,-1917.0516124018993,-47.21902438902996,-80.96909682766332,-59.79908250562692
f1-stars-h0p1,2,total,1.0,1.5707963267948966,0.4,-1918.934431801434,-6.091010326916628,-91.82651888626037,-60.45458615642175
f1-stars-h0p1,2,total,1.0,2.0943951023931953,0.4,-1922.7630704262615,37.57119704959781,-81.19176873435921,-62.9344829172338
f1-stars-h0p1,2,total,1.0,2.6179938779914944,0.4,-1926.2309348995577,71.19263420913268,-45.34339162286882,-65.9020144053726
f1-stars-h0p1,2,total,1.0,3.141592653589793,0.4,-1925.299133390462,83.90198845206736,7.408089754578593,-65.70509124981142
f1-stars-h0p1,2,total,1.0,3.665191429188092,0.4,-1919.4048139141669,71.33899565600822,56.938703374318,-62.50530521895323
f1-stars-h0p1,2,total,1.0,4.1887902047863905,0.4,-1912.79928245379,39.7863456859487,89.0425319199893,-59.02820048538227
f1-stars-h0p1,2,total,1.0,4.71238898038469,0.4,-1909.787744459559,-1.0187637035621884,99.91295728155643,-58.00109142063975
f1-stars-h0p1,2,total,1.0,5.235987755982989,0.4,-1911.7940441729618,-41.78191735761457,88.61030182642462,-59.84601902440609
f1-stars-h0p1,2,total,1.0,5.759586531581287,0.4,-1916.8984007313943,-74.14347227576599,53.663528120109284,-64.04580710957707
f1-stars-h0p1,2,total,3.0,0.0,0.0,-1682.9989948702716,-127.77459970116459,-0.20960156609289232,0.0
f1-stars-h0p1,2,total,3.0,0.5235987755982988,0.0,-1681.1158356942076,-109.6110736750866,-64.98126771313613,0.0
f1-stars-h0p1,2,total,3.0,1.0471975511965976,0.0,-1680.351448922865,-63.71351295723951,-108.95213310961182,0.0
f1-stars-h0p1,2,total,3.0,1.5707963267948966,0.0,-1683.237554140899,-2.534750485607555,-126.75283915485547,0.0
f1-stars-h0p1,2,total,3.0,2.0943951023931953,0.0,-1687.2546984381204,61.394224757067896,-111.80902891641364,0.0
f1-stars-h0p1,2,total,3.0,2.6179938779914944,0.0,-1692.1618570893252,110.39097387371659,-67.20336803590267,0.0
f1-stars-h0p1,2,total,3.0,3.141592653589793,0.0,-1693.162657985153,128.43078329524184,2.2722457233625155,0.0
f1-stars-h0p1,2,total,3.0,3.665191429188092,0.0,-1685.1953036421723,106.42243422454176,69.0831031329309,0.0
f1-stars-h0p1,2,total,3.0,4.1887902047863905,0.0,-1675.8442692629253,58.39866165124367,110.29314488491828,0.0
f1-stars-h0p1,2,total,3.0,4.71238898038469,0.0,-1671.7948611070424,-0.9415867343876743,123.82452412317554,0.0
f1-stars-h0p1,2,total,3.0,5.235987755982989,0.0,-1672.7012355165728,-60.23302655440401,109.92167073182712,0.0
f1-stars-h0p1,2,total,3.0,5.759586531581287,0.0,-1679.4681933010602,-106.91740708371948,67.17583668121907,0.0
f1-stars-h0p1,2,total,3.0,0.0,0.4,-1678.2550739827523,-125.41228312554531,-0.12494466510019919,-23.20114484289657
f1-stars-h0p1,2,total,3.0,0.5235987755982988,0.4,-1676.5475601309956,-107.73019728395134,-63.72679113968873,-22.37668467374065
f1-stars-h0p1,2,total,3.0,1.0471975511965976,0.4,-1675.8678603532185,-62.65987051854267,-107.1192613363695,-21.978561515707117
f1-stars-h0p1,2,total,3.0,1.5707963267948966,0.4,-1678.6417950441355,-2.437065315032095,-124.55557761573633,-22.485885858034347
f1-stars-h0p1,2,total,3.0,2.0943951023931953,0.4,-1682.6021877432859,60.30982022683668,-109.82273412083835,-22.785443077687194
f1-stars-h0p1,2,total,3.0,2.6179938779914944,0.4,-1687.2915778383835,108.27237994632891,-65.6834812588884,-23.763443375426988
f1-stars-h0p1,2,total,3.0,3.141592653589793,0.4,-1688.1640726776411,125.9187777664635,2.248006151302399,-24.36526038669384
f1-stars-h0p1,2,total,3.0,3.665191429188092,0.4,-1680.50756184612,104.53993796233156,67.72295241107291,-22.92890905525785
f1-stars-h0p1,2,total,3.0,4.1887902047863905,0.4,-1671.449582404971,57.466906962695546,108.47103300610148,-21.538282463591433
f1-stars-h0p1,2,total,3.0,4.71238898038469,0.4,-1667.4000698065802,-0.9545761752346624,121.90243270515423,-21.450032623639423
f1-stars-h0p1,2,total,3.0,5.235987755982989,0.4,-1668.3672380219673,-59.27432699793977,108.08256078114573,-21.271874824690023
f1-stars-h0p1,2,total,3.0,5.759586531581287,0.4,-1674.8154085843057,-105.19956957468222,65.87548551754567,-22.751753481792324
f1-stars-h0p1,2,total,6.0,0.0,0.0,-1356.3718493488786,-89.86804192031643,-0.030541250679537557,0.0
f1-stars-h0p1,2,total,6.0,0.5235987755982988,0.0,-1356.2001461042385,-77.5817003837321,-44.80798410335312,0.0
f1-stars-h0p1,2,total,6.0,1.0471975511965976,0.0,-1356.4841603569812,-44.93125888193569,-77.41435996800504,0.0
f1-stars-h0p1,2,total,6.0,1.5707963267948966,0.0,-1357.9414575010758,-0.6712045043665988,-89.67194530978153,0.0
f1-stars-h0p1,2,total,6.0,2.0943951023931953,0.0,-1360.3354692804066,44.39591818663483,-78.34927948192302,0.0
f1-stars-h0p1,2,total,6.0,2.6179938779914944,0.0,-1362.8908933450255,77.977245349382,-45.95414128366094,0.0
f1-stars-h0p1,2,total,6.0,3.141592653589793,0.0,-1364.0190753313307,91.12687749382974,0.7468002613185141,0.0
f1-stars-h0p1,2,total,6.0,3.665191429188092,0.0,-1359.5207608766473,77.0750881610641,46.399892065413,0.0
f1-stars-h0p1,2,total,6.0,4.1887902047863905,0.0,-1354.938074028311,43.57016148652166,77.6489224624807,0.0
f1-stars-h0p1,2,total,6.0,4.71238898038469,0.0,-1352.5573634488082,-0.35695395740774283,88.72031593294315,0.0
f1-stars-h0p1,2,total,6.0,5.235987755982989,0.0,-1352.259685140909,-44.0035663541386,76.99453148143702,0.0
f1-stars-h0p1,2,total,6.0,5.759586531581287,0.0,-1354.9527606178965,-77.1141393461182,45.695543182450855,0.0
f1-stars-h0p1,2,total,6.0,0.0,0.4,-1355.0150627354506,-89.40236997284443,-0.023600644579720997,-6.759345908865309
f1-stars-h0p1,2,total,6.0,0.5235987755982988,0.4,-1354.8503785724977,-77.17624002073428,-44.56855845263392,-6.718941385469341
f1-stars-h0p1,2,total,6.0,1.0471975511965976,0.4,-1355.1452931092776,-44.70687305841954,-77.01601653670436,-6.670559761329074
f1-stars-h0p1,2,total,6.0,1.5707963267948966,0.4,-1356.5984859966663,-0.6714214924196167,-89.21335724579573,-6.690429024343164
f1-stars-h0p1,2,total,6.0,2.0943951023931953,0.4,-1358.9796699468566,44.160857551861206,-77.94892956534855,-6.7544835494510815
f1-stars-h0p1,2,total,6.0,2.6179938779914944,0.4,-1361.5118390420137,77.5675673568432,-45.704961205046004,-6.8671566250006215
f1-stars-h0p1,2,total,6.0,3.141592653589793,0.4,-1362.5770275055468,90.56835848244087,0.7222417367094128,-7.1608254815298515
f1-stars-h0p1,2,total,6.0,3.665191429188092,0.4,-1358.1609935322504,76.68061824040036,46.15641101897674,-6.775590217140461
f1-stars-h0p1,2,total,6.0,4.1887902047863905,0.4,-1353.6021542528479,43.339117115728904,77.25866952644829,-6.655036787718057
f1-stars-h0p1,2,total,6.0,4.71238898038469,0.4,-1351.2191861590118,-0.3679653339050935,88.25536574265914,-6.6618830595103935
f1-stars-h0p1,2,total,6.0,5.235987755982989,0.4,-1350.939085017113,-43.78018338779186,76.61293816891346,-6.579898733513522
f1-stars-h0p1,2,total,6.0,5.759586531581287,0.4,-1353.597153616363,-76.71661792542544,45.443737097061096,-6.752259663477664
f1-stars-h0p4,0,stellar_luminosity,1.0,0.0,0.0,-1724.1974662891505,-87.00127244641652,-2.1735800281406576,0.0
f1-stars-h0p4,0,stellar_luminosity,1.0,0.5235987755982988,0.0,-1720.3411447924748,-75.29106596194728,-55.04369030155467,0.0
f1-stars-h0p4,0,stellar_luminosity,1.0,1.0471975511965976,0.0,-1716.02712758955,-45.65466558460136,-87.5610283632533,0.0
f1-stars-h0p4,0,stellar_luminosity,1.0,1.5707963267948966,0.0,-1716.9638892923176,-7.265886114035617,-96.802043896237,0.0
f1-stars-h0p4,0,stellar_luminosity,1.0,2.0943951023931953,0.0,-1723.1129179555533,33.783471283601884,-89.88266828222439,0.0
f1-stars-h0p4,0,stellar_luminosity,1.0,2.6179938779914944,0.0,-1730.7697846267029,67.91955605898201,-50.31364179599604,0.0
f1-stars-h0p4,0,stellar_luminosity,1.0,3.141592653589793,0.0,-1730.3620913250234,82.16621838305615,10.028937101706747,0.0
f1-stars-h0p4,0,stellar_luminosity,1.0,3.665191429188092,0.0,-1721.2507798615181,68.18470521213035,67.0892889992152,0.0
f1-stars-h0p4,0,stellar_luminosity,1.0,4.1887902047863905,0.0,-1709.1881309075027,36.42505464414614,99.39409725999562,0.0
f1-stars-h0p4,0,stellar_luminosity,1.0,4.71238898038469,0.0,-1703.953231685649,-1.2508217011006013,109.1211892370259,0.0
f1-stars-h0p4,0,stellar_luminosity,1.0,5.235987755982989,0.0,-1708.0888114170184,-38.962996716935535,99.73991516188966,0.0
f1-stars-h0p4,0,stellar_luminosity,1.0,5.759586531581287,0.0,-1718.74667515776,-71.07964159115386,65.37972355906713,0.0
f1-stars-h0p4,0,stellar_luminosity,1.0,0.0,0.4,-1713.6152195711018,-83.47676849096898,-0.5911265478600194,-50.540814020802856
f1-stars-h0p4,0,stellar_luminosity,1.0,0.5235987755982988,0.4,-1710.5530035565782,-72.45366021755063,-51.78388729436846,-47.18121670861416
f1-stars-h0p4,0,stellar_luminosity,1.0,1.0471975511965976,0.4,-1706.8967506953543,-44.03982238898926,-83.0579113177113,-44.30854519560584
f1-stars-h0p4,0,stellar_luminosity,1.0,1.5707963267948966,0.4,-1707.89159578006,-6.75008914460064,-92.4858881607497,-44.10932663239677
f1-stars-h0p4,0,stellar_luminosity,1.0,2.0943951023931953,0.4,-1713.4572849634933,32.81879567022043,-84.63323274776306,-46.61997757485006
f1-stars-h0p4,0,stellar_luminosity,1.0,2.6179938779914944,0.4,-1720.1723460032517,65.27190965371285,-47.38804307624106,-50.57554512495776
f1-stars-h0p4,0,stellar_luminosity,1.0,3.141592653589793,0.4,-1719.8185319705094,78.50502018379561,9.408279294393717,-50.54182136610836
f1-stars-h0p4,0,stellar_luminosity,1.0,3.665191429188092,0.4,-1711.3026781386309,65.46953000380768,63.10458459373485,-47.73786222842431
f1-stars-h0p4,0,stellar_luminosity,1.0,4.1887902047863905,0.4,-1700.2739459039415,35.17158476831059,94.66836022146606,-43.28283128950156
f1-stars-h0p4,0,stellar_luminosity,1.0,4.71238898038469,0.4,-1695.3370463831354,-1.300478231494002,104.25712979657584,-41.903021494684175
f1-stars-h0p4,0,stellar_luminosity,1.0,5.235987755982989,0.4,-1699.0244742027903,-37.90668183828706,94.70989217239485,-43.90967789364904
f1-stars-h0p4,0,stellar_luminosity,1.0,5.759586531581287,0.4,-1708.5195657237907,-68.81351055749045,61.032641631443404,-48.9209094418255
f1-stars-h0p4,0,stellar_luminosity,3.0,0.0,0.0,-1494.862362932138,-115.35459409078467,0.5750663552492147,0.0
f1-stars-h0p4,0,stellar_luminosity,3.0,0.5235987755982988,0.0,-1491.4826751027483,-96.87874413975273,-60.10544267998358,0.0
f1-stars-h0p4,0,stellar_luminosity,3.0,1.0471975511965976,0.0,-1487.5185604269611,-55.27018566065408,-97.64304703749121,0.0
f1-stars-h0p4,0,stellar_luminosity,3.0,1.5707963267948966,0.0,-1489.4946513465748,-3.264805962109077,-112.2182594613299,0.0
f1-stars-h0p4,0,stellar_luminosity,3.0,2.0943951023931953,0.0,-1496.0260316471995,51.55455627267814,-99.81663184225016,0.0
f1-stars-h0p4,0,stellar_luminosity,3.0,2.6179938779914944,0.0,-1505.5654485477849,96.28525434755515,-62.23692591976374,0.0
f1-stars-h0p4,0,stellar_luminosity,3.0,3.141592653589793,0.0,-1508.3848078028723,114.58375759975013,3.7208046894369766,0.0
f1-stars-h0p4,0,stellar_luminosity,3.0,3.665191429188092,0.0,-1494.9402003312798,91.9831907700011,66.0103360500983,0.0
f1-stars-h0p4,0,stellar_luminosity,3.0,4.1887902047863905,0.0,-1479.0615888967982,48.36695910710494,99.5372879167618,0.0
f1-stars-h0p4,0,stellar_luminosity,3.0,4.71238898038469,0.0,-1472.1079779084562,-1.211421687464178,109.14325438415011,0.0
f1-stars-h0p4,0,stellar_luminosity,3.0,5.235987755982989,0.0,-1474.8881417406496,-50.78474524234443,98.6477750719919,0.0
f1-stars-h0p4,0,stellar_luminosity,3.0,5.759586531581287,0.0,-1487.1791713457064,-93.70720726174885,64.00794231234758,0.0
f1-stars-h0p4,0,stellar_luminosity,3.0,0.0,0.4,-1490.9925047611837,-113.52426669366164,0.6426639425165043,-19.094428263633326
f1-stars-h0p4,0,stellar_luminosity,3.0,0.5235987755982988,0.4,-1487.851169626471,-95.56436974347986,-59.100009334385796,-17.954238315020334
f1-stars-h0p4,0,stellar_luminosity,3.0,1.0471975511965976,0.4,-1484.078617603742,-54.59214377189609,-96.31467517844057,-17.029303984080332
f1-stars-h0p4,0,stellar_luminosity,3.0,1.5707963267948966,0.4,-1486.0303696777814,-3.167464256900881,-110.70350335684152,-17.14966221613027
f1-stars-h0p4,0,stellar_luminosity,3.0,2.0943951023931953,0.4,-1492.4644954884022,50.890543634133195,-98.44653250989388,-17.634193845722255
f1-stars-h0p4,0,stellar_luminosity,3.0,2.6179938779914944,0.4,-1501.7002237462466,94.83436262565542,-61.10064665239114,-19.092431733926986
f1-stars-h0p4,0,stellar_luminosity,3.0,3.141592653589793,0.4,-1504.3012439990457,112.66254036421849,3.641470563516004,-20.11418943332261
f1-stars-h0p4,0,stellar_luminosity,3.0,3.665191429188092,0.4,-1491.264560912217,90.70594124304675,64.91467778045447,-18.16987256578485
f1-stars-h0p4,0,stellar_luminosity,3.0,4.1887902047863905,0.4,-1475.768297015153,47.79545830186411,98.24607395382651,-16.312522941189737
