galaxy	team_release_kin	point_index	outer_fold	radius_kpc	radius_over_source	local_hi_surface_density	enclosed_gas_mass_msun	gbar_m_s2	u	vbar_km_s	h_lane0_feedback0	h_lane0_feedback1	h_lane0_feedback2	h_lane0_feedback3	h_lane0_feedback4	h_lane0_feedback5	h_lane0_feedback6	h_lane0_feedback7	h_lane0_feedback8	h_lane0_feedback9	h_lane0_feedback10	h_lane0_feedback11	h_lane0_feedback12	h_lane0_feedback13	h_lane0_feedback14	h_lane0_feedback15	h_lane1_feedback0	h_lane1_feedback1	h_lane1_feedback2	h_lane1_feedback3	h_lane1_feedback4	h_lane1_feedback5	h_lane1_feedback6	h_lane1_feedback7	h_lane1_feedback8	h_lane1_feedback9	h_lane1_feedback10	h_lane1_feedback11	h_lane1_feedback12	h_lane1_feedback13	h_lane1_feedback14	h_lane1_feedback15	h_lane2_feedback0	h_lane2_feedback1	h_lane2_feedback2	h_lane2_feedback3	h_lane2_feedback4	h_lane2_feedback5	h_lane2_feedback6	h_lane2_feedback7	h_lane2_feedback8	h_lane2_feedback9	h_lane2_feedback10	h_lane2_feedback11	h_lane2_feedback12	h_lane2_feedback13	h_lane2_feedback14	h_lane2_feedback15	h_lane3_feedback0	h_lane3_feedback1	h_lane3_feedback2	h_lane3_feedback3	h_lane3_feedback4	h_lane3_feedback5	h_lane3_feedback6	h_lane3_feedback7	h_lane3_feedback8	h_lane3_feedback9	h_lane3_feedback10	h_lane3_feedback11	h_lane3_feedback12	h_lane3_feedback13	h_lane3_feedback14	h_lane3_feedback15	total_hi_mass_msun	half_hi_mass_radius_fraction	distance_mpc	inclination_degrees	missing_stellar_counterpart
WALLABY J125939-145813	NGC5044 Kin TR3	4	1	2.305614386972e+01	6.000177967610e-01	5.619999999999e+00	6.493233007497e+09	1.702543372028e-12	1.418786143357e-02	3.480308173858e+01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999998e-01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.999999998385e-01	9.999999996841e-01	9.999999996452e-01	9.999999996426e-01	9.999999996083e-01	9.999999996639e-01	9.999999996008e-01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.999999999895e-01	9.999999998692e-01	9.999999998950e-01	9.995089700314e-01	9.987769676758e-01	9.985082682903e-01	9.983255494688e-01	9.980929381018e-01	9.977595470033e-01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	nan	9.999999999998e-01	9.982435602890e-01	9.971318554118e-01	9.966940271373e-01	9.963444399693e-01	9.961459530295e-01	9.959583858959e-01	7.762075105417e+09	6.000177967609e-01	7.052752555381e+01	7.720000000000e+01	True
WALLABY J125939-145813	NGC5044 Kin TR3	5	1	2.818163099129e+01	7.334045203773e-01	4.090000000001e+00	8.105666763812e+09	1.422548365211e-12	1.185456971009e-02	3.517157810807e+01	9.556347368292e-01	9.549494873980e-01	9.542462795582e-01	9.527834034486e-01	9.512406147458e-01	9.487631579381e-01	9.451178613651e-01	9.399146882544e-01	9.324922201957e-01	9.233990934833e-01	9.030010858078e-01	8.735807639457e-01	8.345941214100e-01	7.330582624611e-01	6.423088509694e-01	5.917447993506e-01	9.556347368292e-01	9.563026374956e-01	9.569537718185e-01	9.582079445726e-01	9.594014300204e-01	9.610861720964e-01	9.631534113805e-01	9.654829988366e-01	9.679570453924e-01	9.701334904366e-01	9.732210155206e-01	9.757720221941e-01	9.779068955918e-01	9.812612845548e-01	9.837623361137e-01	9.856903820863e-01	9.556347368292e-01	9.560902396417e-01	9.565384647197e-01	9.574171886584e-01	9.582783748926e-01	9.595506508481e-01	9.612342973387e-01	9.633480570709e-01	9.659108432556e-01	9.684750043544e-01	9.721092688942e-01	9.750704461534e-01	9.778902563936e-01	9.820421152332e-01	9.842455316283e-01	9.852038866207e-01	9.556347368292e-01	9.493702584362e-01	9.423056398625e-01	9.258538249802e-01	9.069628504740e-01	8.772550014213e-01	8.434170096749e-01	8.190171560572e-01	nan	6.210553539945e-01	5.680802595767e-01	5.467023576270e-01	5.374622666232e-01	5.313432094386e-01	5.299356404699e-01	5.295367515953e-01	7.762075105417e+09	6.000177967609e-01	7.052752555381e+01	7.720000000000e+01	True
WALLABY J125939-145813	NGC5044 Kin TR3	6	1	3.330369884192e+01	8.667022601887e-01	2.880000000001e+00	9.447027678480e+09	1.187191531486e-12	9.893262762383e-03	3.492865824935e+01	8.757880001434e-01	8.737473793931e-01	8.716523387789e-01	8.672921674212e-01	8.626933694899e-01	8.553151108363e-01	8.444981627772e-01	8.292140548939e-01	8.079279320905e-01	7.830070865576e-01	7.326456694963e-01	6.722473817775e-01	6.072870913872e-01	4.815948602328e-01	3.919189425583e-01	3.465271617166e-01	8.757880001434e-01	8.777758519774e-01	8.797125402441e-01	8.834386204218e-01	8.869781844990e-01	8.919622246368e-01	8.980541541328e-01	9.048826084659e-01	9.120862216471e-01	9.183782240126e-01	9.272266737189e-01	9.344662348695e-01	9.404743965255e-01	9.498219997411e-01	9.567191201755e-01	9.619947337006e-01	8.757880001434e-01	8.767217576660e-01	8.776525067714e-01	8.795094672936e-01	8.813671548066e-01	8.841701625213e-01	8.879651323555e-01	8.928330114600e-01	8.988573915305e-01	9.050157065680e-01	9.147744445590e-01	9.237015312832e-01	9.320213938356e-01	9.452638040544e-01	9.540534678554e-01	9.596671861399e-01	8.757880001434e-01	8.606779225484e-01	8.437393468152e-01	8.046888831853e-01	7.605780793981e-01	6.930329608991e-01	6.168710115718e-01	5.528795579343e-01	nan	3.818439227175e-01	3.326094279256e-01	3.127643185453e-01	3.044918375786e-01	2.993803615918e-01	2.983350221971e-01	2.980721222091e-01	7.762075105417e+09	6.000177967609e-01	7.052752555381e+01	7.720000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	0	0	1.157287767972e+00	6.127457664095e-02	4.831000000000e+01	1.248330208732e+08	1.299144018698e-11	1.082620015582e-01	2.153895372004e+01	7.336881512481e-01	7.314963102128e-01	7.292876026582e-01	7.248224045614e-01	7.202989670215e-01	7.134220745967e-01	7.041358066687e-01	6.924989841228e-01	6.789288548904e-01	6.656233277609e-01	6.489510630517e-01	6.524295747241e-01	7.015289478194e-01	8.647166169724e-01	9.680504683342e-01	1.000000000000e+00	7.336881512481e-01	7.358625098514e-01	7.380188348842e-01	7.422754762962e-01	7.464548009091e-01	7.525735634298e-01	7.604435487591e-01	7.698107001379e-01	7.803666141862e-01	7.900380439682e-01	8.046599285355e-01	8.176757370976e-01	8.292713186911e-01	8.489064096960e-01	8.645871132948e-01	8.773873829216e-01	7.336881512481e-01	7.357143072397e-01	7.377657934099e-01	7.419429572839e-01	7.462153492750e-01	7.527902894270e-01	7.618298565929e-01	7.732349259566e-01	7.871437480339e-01	8.005775690305e-01	8.212909241195e-01	8.401117149214e-01	8.557333080875e-01	8.815998900460e-01	9.014206611355e-01	9.165584219842e-01	7.336881512481e-01	7.185783455179e-01	7.026990131758e-01	6.690372239672e-01	6.337453891964e-01	5.794948063921e-01	5.118113447714e-01	4.410773027583e-01	3.776903821484e-01	3.328684104301e-01	2.846142104158e-01	2.565222182295e-01	2.389441774481e-01	2.210658577890e-01	2.071644318374e-01	1.983779311918e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	1	0	1.927782872950e+00	1.020697553926e-01	4.380000000000e+01	2.643073145108e+08	9.912963123083e-12	8.260802602569e-02	2.428320893978e+01	7.822967336402e-01	7.802104854286e-01	7.781063065711e-01	7.738469405731e-01	7.695250190043e-01	7.629424341967e-01	7.540347309853e-01	7.428538498492e-01	7.298249291508e-01	7.170105169565e-01	7.013423964676e-01	7.068702317918e-01	7.600540340555e-01	9.246319403487e-01	1.000000000000e+00	9.732800337525e-01	7.822967336402e-01	7.843644476655e-01	7.864130916126e-01	7.904513347958e-01	7.944083562797e-01	8.001867751226e-01	8.075912779848e-01	8.163604831685e-01	8.261803098524e-01	8.350934721002e-01	8.484374700085e-01	8.601795668957e-01	8.705198997469e-01	8.877377793029e-01	9.011543193549e-01	9.118643563095e-01	7.822967336402e-01	7.843879571337e-01	7.865015683879e-01	7.907935908843e-01	7.951673487212e-01	8.018664076669e-01	8.110128737744e-01	8.224298169316e-01	8.361713725262e-01	8.492165960736e-01	8.687840736794e-01	8.859435781894e-01	8.995190361879e-01	9.206671660916e-01	9.356093819916e-01	9.462186468967e-01	7.822967336402e-01	7.675080094998e-01	7.518287722728e-01	7.181926061147e-01	6.824498910535e-01	6.267250154762e-01	5.562891976127e-01	4.818743855938e-01	4.146014490904e-01	3.666720294929e-01	3.146334100949e-01	2.840703643487e-01	2.648121380568e-01	2.451165106479e-01	2.297212818164e-01	2.199810445239e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	2	0	2.698793014763e+00	1.428922036487e-01	4.068000000000e+01	4.457036616636e+08	8.529382500310e-12	7.107818750258e-02	2.665132815317e+01	8.325921141116e-01	8.307574699945e-01	8.289054067811e-01	8.251516797344e-01	8.213370790369e-01	8.155182040112e-01	8.076333021185e-01	7.977390200243e-01	7.862761224484e-01	7.749751742395e-01	7.619415595940e-01	7.708156325109e-01	8.277383838966e-01	9.771867047993e-01	9.843800437020e-01	8.745359301327e-01	8.325921141116e-01	8.344087687362e-01	8.362069318721e-01	8.397460870826e-01	8.432067496515e-01	8.482463454335e-01	8.546777916248e-01	8.622527009984e-01	8.706758076996e-01	8.782288916158e-01	8.894129285493e-01	8.991353185020e-01	9.075934482508e-01	9.214343023921e-01	9.319321142513e-01	9.401179072660e-01	8.325921141116e-01	8.346209315287e-01	8.366652947649e-01	8.407976253820e-01	8.449823510040e-01	8.513402055623e-01	8.599186747823e-01	8.704231592039e-01	8.827888003233e-01	8.941828673057e-01	9.105021913322e-01	9.240817328038e-01	9.340799300905e-01	9.486809030559e-01	9.583922992366e-01	9.650887716934e-01	8.325921141116e-01	8.190861795392e-01	8.045795334231e-01	7.728723756479e-01	7.384152566236e-01	6.833005809786e-01	6.118898044170e-01	5.348264338651e-01	4.639612459764e-01	4.127491961419e-01	3.562807576239e-01	3.225972471316e-01	3.011166544832e-01	2.789425805041e-01	2.614577428685e-01	2.503774597894e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	3	0	3.469803156575e+00	1.837146519048e-01	3.688000000000e+01	6.571371454709e+08	7.607761425098e-12	6.339801187581e-02	2.854014228706e+01	8.786209411653e-01	8.771482980225e-01	8.756611651006e-01	8.726459766286e-01	8.695812855447e-01	8.649080272876e-01	8.585879300095e-01	8.507069356047e-01	8.417425850320e-01	8.329202949405e-01	8.240335710946e-01	8.369807030589e-01	8.948368821149e-01	1.000000000000e+00	9.109151995384e-01	7.452529682775e-01	8.786209411653e-01	8.800785492684e-01	8.815206434844e-01	8.843566761138e-01	8.871263525296e-01	8.911524546127e-01	8.962757909287e-01	9.022850597127e-01	9.089301376116e-01	9.148066662233e-01	9.234245651807e-01	9.308454034160e-01	9.372377446786e-01	9.475477646774e-01	9.551615463399e-01	9.609669925318e-01	8.786209411653e-01	8.804289182181e-01	8.822434224613e-01	8.858887782124e-01	8.895500005375e-01	8.950542121828e-01	9.023693092480e-01	9.110958099410e-01	9.210923487679e-01	9.299652581646e-01	9.419661350599e-01	9.514340893374e-01	9.578465606448e-01	9.668328440376e-01	9.727232200127e-01	9.768345506645e-01	8.786209411653e-01	8.672446919789e-01	8.548590940649e-01	8.272184443984e-01	7.963450491443e-01	7.451054378931e-01	6.760530749670e-01	5.987602325227e-01	5.255437733663e-01	4.713658911195e-01	4.101678885835e-01	3.728188353110e-01	3.485937573281e-01	3.232646023204e-01	3.030554585778e-01	2.902209528861e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	4	0	4.240813298388e+00	2.245371001609e-01	3.348000000000e+01	8.916433580614e+08	6.910403652024e-12	5.758669710020e-02	3.007125526653e+01	9.177946845271e-01	9.167330204962e-01	9.156618864624e-01	9.134937424072e-01	9.112960904568e-01	9.079605307054e-01	9.034919087095e-01	8.980294965269e-01	8.921074558509e-01	8.863407134895e-01	8.823899653152e-01	8.989020018899e-01	9.517572416221e-01	9.796756706623e-01	8.040609520760e-01	6.202005763588e-01	9.177946845271e-01	9.188463309335e-01	9.198874743379e-01	9.219365924299e-01	9.239392244624e-01	9.268516053411e-01	9.305574432009e-01	9.348997320322e-01	9.396906079471e-01	9.438578614910e-01	9.499287376971e-01	9.551347111677e-01	9.595943193002e-01	9.667199397673e-01	9.718428868634e-01	9.756656302506e-01	9.177946845271e-01	9.192518877773e-01	9.207074954976e-01	9.236113053896e-01	9.265005394247e-01	9.307936456777e-01	9.364067167822e-01	9.428906349840e-01	9.501106515332e-01	9.562580757241e-01	9.640244815143e-01	9.698740469489e-01	9.734379669713e-01	9.783888412412e-01	9.817620164213e-01	9.842352734764e-01	9.177946845271e-01	9.089823705047e-01	8.992826044725e-01	8.772575032893e-01	8.520477278268e-01	8.084161825991e-01	7.465401176514e-01	6.731912985883e-01	6.000876288539e-01	5.438290572754e-01	4.779172865449e-01	4.364041022882e-01	4.088833345500e-01	3.796484483053e-01	3.559899423165e-01	3.409257917289e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	5	0	5.011308403366e+00	2.653322789125e-01	2.941000000000e+01	1.135082411188e+09	6.299929308324e-12	5.249941090270e-02	3.121178999003e+01	9.486345400871e-01	9.479715687507e-01	9.473050425176e-01	9.459639002346e-01	9.446169590178e-01	9.426016060324e-01	9.399737241862e-01	9.369333288468e-01	9.340670482102e-01	9.313506851001e-01	9.319665148787e-01	9.497705506714e-01	9.886135332381e-01	9.182489843327e-01	6.900705902483e-01	5.115334227160e-01	9.486345400871e-01	9.492933903467e-01	9.499476095580e-01	9.512403696247e-01	9.525097063045e-01	9.543645652037e-01	9.567372080839e-01	9.595307113672e-01	9.626240660234e-01	9.652518157237e-01	9.690737802625e-01	9.723695761618e-01	9.751984780379e-01	9.797145608714e-01	9.828675080189e-01	9.851693005754e-01	9.486345400871e-01	9.496699777875e-01	9.506991552243e-01	9.527373459203e-01	9.547461536563e-01	9.576971196617e-01	9.614969147240e-01	9.657094023328e-01	9.702756661788e-01	9.739875326466e-01	9.782532577107e-01	9.813565573977e-01	9.829399267015e-01	9.852719772939e-01	9.870949227606e-01	9.885794716635e-01	9.486345400871e-01	9.423965610209e-01	9.354766504620e-01	9.195770492614e-01	9.010791735144e-01	8.677806129047e-01	8.183192732511e-01	7.554665338325e-01	6.875115731581e-01	6.314493131117e-01	5.616717730034e-01	5.156750222494e-01	4.843029279985e-01	4.503243992284e-01	4.223658641576e-01	4.045097968009e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	6	0	5.782318545179e+00	3.061547271687e-01	2.667000000000e+01	1.389884535455e+09	5.794090044844e-12	4.828408370704e-02	3.215280741582e+01	9.720461403288e-01	9.717194414821e-01	9.713943986768e-01	9.707517948860e-01	9.701239461311e-01	9.692247849813e-01	9.681510861925e-01	9.671437804020e-01	9.667977813227e-01	9.664873638993e-01	9.699931012099e-01	9.851163174627e-01	1.000000000000e+00	8.323364171792e-01	5.842038923834e-01	4.210818238890e-01	9.720461403288e-01	9.723739326052e-01	9.727023035362e-01	9.733589396944e-01	9.740127562869e-01	9.749823555740e-01	9.762436591273e-01	9.777537340932e-01	9.794512929411e-01	9.808247355138e-01	9.828362098389e-01	9.846171602381e-01	9.861717307564e-01	9.886897639061e-01	9.903728383285e-01	9.915656575240e-01	9.720461403288e-01	9.726590803691e-01	9.732653775974e-01	9.744579174139e-01	9.756233530619e-01	9.773192198406e-01	9.794778370891e-01	9.817165501593e-01	9.840807294510e-01	9.858863723539e-01	9.875783362090e-01	9.887957021707e-01	9.891310210025e-01	9.898839992838e-01	9.907902905852e-01	9.916871468319e-01	9.720461403288e-01	9.680995249999e-01	9.636944562939e-01	9.534861206207e-01	9.414815647792e-01	9.188886092815e-01	8.841944134578e-01	8.377621751520e-01	7.832363379456e-01	7.332264522717e-01	6.634210659727e-01	6.135264070505e-01	5.779634407743e-01	5.383889718357e-01	5.051227291399e-01	4.837938946664e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	7	0	6.553328686992e+00	3.469771754248e-01	2.346000000000e+01	1.643814739714e+09	5.335062508286e-12	4.445885423571e-02	3.284550958355e+01	9.876133834969e-01	9.875223052684e-01	9.874358528085e-01	9.872789708952e-01	9.871474680464e-01	9.870101163862e-01	9.869755513110e-01	9.872760940315e-01	9.884255871193e-01	9.892881683126e-01	9.927929160343e-01	1.000000000000e+00	9.827093478311e-01	7.368265432070e-01	4.913735640824e-01	3.469089360888e-01	9.876133834969e-01	9.877086002331e-01	9.878075041103e-01	9.880147317506e-01	9.882320794277e-01	9.885715820228e-01	9.890387686919e-01	9.896288060365e-01	9.903239768528e-01	9.907968803722e-01	9.915115631785e-01	9.922131070562e-01	9.928658952331e-01	9.939865590090e-01	9.946595635530e-01	9.951037313163e-01	9.876133834969e-01	9.878713393172e-01	9.881256388195e-01	9.886238268974e-01	9.891088903147e-01	9.898132729378e-01	9.907106923270e-01	9.914817136249e-01	9.922654910261e-01	9.927806211796e-01	9.928226091742e-01	9.929008238823e-01	9.925661480036e-01	9.924863205796e-01	9.928961457130e-01	9.934612345084e-01	9.876133834969e-01	9.855083426608e-01	9.831443291133e-01	9.776206518524e-01	9.710607964054e-01	9.577070245677e-01	9.364989748260e-01	9.070360450025e-01	8.707683895532e-01	8.351243068589e-01	7.779434794060e-01	7.302602708117e-01	6.924115063099e-01	6.474255306221e-01	6.078490122798e-01	5.822503792552e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	8	0	7.323823791970e+00	3.877723541764e-01	2.118000000000e+01	1.900029658588e+09	4.937364044906e-12	4.114470037421e-02	3.340348590408e+01	9.968252844200e-01	9.968476468812e-01	9.968742881952e-01	9.969417329538e-01	9.970305089861e-01	9.972110578602e-01	9.975618315907e-01	9.982373381413e-01	9.995543828220e-01	1.000000000000e+00	1.000000000000e+00	9.942112579353e-01	9.413724455257e-01	6.433813474958e-01	4.125830017166e-01	2.865464050964e-01	9.968252844200e-01	9.968068963524e-01	9.967921979927e-01	9.967728224789e-01	9.967652270748e-01	9.967722823035e-01	9.968088364955e-01	9.968857500989e-01	9.970069812561e-01	9.969529581971e-01	9.968935034328e-01	9.969396051503e-01	9.970388730913e-01	9.972943487569e-01	9.973387151131e-01	9.973165108805e-01	9.968252844200e-01	9.968594072196e-01	9.968934855172e-01	9.969619693760e-01	9.970315156313e-01	9.971389958287e-01	9.972895828648e-01	9.972053380722e-01	9.970804147306e-01	9.969047431701e-01	9.961036565603e-01	9.956288820020e-01	9.950437867699e-01	9.946278432928e-01	9.947981448529e-01	9.951792738910e-01	9.968252844200e-01	9.960462184650e-01	9.951632562284e-01	9.930739827325e-01	9.905541750239e-01	9.841709808119e-01	9.734183674808e-01	9.577532958695e-01	9.376665229812e-01	9.168847844499e-01	8.793756781267e-01	8.459688486930e-01	8.171371678446e-01	7.773715880432e-01	7.341506488633e-01	7.040861750320e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	9	0	8.094833933783e+00	4.285948024325e-01	1.908000000000e+01	2.155220056777e+09	4.584439822942e-12	3.820366519119e-02	3.383937885003e+01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.982880988034e-01	9.912362760968e-01	9.686326765474e-01	8.821844321427e-01	5.572820983788e-01	3.465236874519e-01	2.374001709643e-01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.999999999455e-01	9.999999998020e-01	9.998073126657e-01	9.995052320000e-01	9.993154420731e-01	9.991967283745e-01	9.990809024508e-01	9.988335891367e-01	9.985830576235e-01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.999999999918e-01	9.997155819279e-01	9.993396881165e-01	9.990132821686e-01	9.980279519938e-01	9.974283458819e-01	9.968727381285e-01	9.964066236786e-01	9.964541082338e-01	9.967010791010e-01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.981100080570e-01	9.944018247030e-01	9.885243007386e-01	9.805403226539e-01	9.715059884650e-01	9.509857294068e-01	9.321506222238e-01	9.155122259894e-01	8.921305687073e-01	8.640468863704e-01	8.425031566231e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	10	0	8.865844075596e+00	4.694172506887e-01	1.760000000000e+01	2.413036594856e+09	4.278921052764e-12	3.565767543970e-02	3.421388993948e+01	9.976736012478e-01	9.975104528207e-01	9.973390831581e-01	9.969699376644e-01	9.965624322787e-01	9.958699998083e-01	9.947692079778e-01	9.930387071620e-01	9.902702006425e-01	9.847774909679e-01	9.677766477516e-01	9.267205280365e-01	8.127032898980e-01	4.808311496066e-01	2.915779278381e-01	1.973918585515e-01	9.976736012478e-01	9.978289357675e-01	9.979768426489e-01	9.982518204892e-01	9.985012478515e-01	9.988327644091e-01	9.992062370354e-01	9.995826799558e-01	9.999307015509e-01	9.999999997670e-01	9.999999997093e-01	9.999999996168e-01	9.999999996267e-01	9.999999996358e-01	9.997849111597e-01	9.995286710593e-01	9.976736012478e-01	9.978903458964e-01	9.980978281374e-01	9.984854550160e-01	9.988375226386e-01	9.993017412223e-01	9.998094260024e-01	9.999999999589e-01	9.999999999808e-01	9.999999999114e-01	9.993604363939e-01	9.989436495591e-01	9.986010420926e-01	9.982437287359e-01	9.982170903986e-01	9.983441070484e-01	9.976736012478e-01	9.978897613956e-01	9.981586402978e-01	9.988752136023e-01	9.998606378600e-01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.992066045769e-01	9.911704971407e-01	9.835652569127e-01	9.767544428081e-01	9.673414427359e-01	9.552084760688e-01	9.456669894869e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	11	0	9.636854217409e+00	5.102396989448e-01	1.694000000000e+01	2.682671324011e+09	4.026312062076e-12	3.355260051730e-02	3.460163601010e+01	9.892905779473e-01	9.888221377440e-01	9.883338215712e-01	9.872938798241e-01	9.861629349343e-01	9.842768151796e-01	9.813552773810e-01	9.769134953438e-01	9.700973605592e-01	9.595171405038e-01	9.307744564057e-01	8.719955607120e-01	7.386239560611e-01	4.141593044684e-01	2.459628173651e-01	1.647464516011e-01	9.892905779473e-01	9.897400100890e-01	9.901712626537e-01	9.909823576959e-01	9.917297752356e-01	9.927431800754e-01	9.939180536684e-01	9.951485659715e-01	9.963438332121e-01	9.971052942802e-01	9.979981829850e-01	9.986549149369e-01	9.991468151142e-01	9.998105990041e-01	9.999999996528e-01	9.999999996013e-01	9.892905779473e-01	9.899283232819e-01	9.905481661659e-01	9.917333925088e-01	9.928451502054e-01	9.943741798002e-01	9.961566000797e-01	9.977038257072e-01	9.989972442760e-01	9.998458478032e-01	9.999999999699e-01	9.999999998157e-01	9.999999999266e-01	9.998487059481e-01	9.997714802994e-01	9.997842272822e-01	9.892905779473e-01	9.891319729169e-01	9.890307595199e-01	9.890541257247e-01	9.894743862371e-01	9.891972132045e-01	9.896578085991e-01	9.917960933843e-01	9.958822796372e-01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.997040970374e-01	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
WALLABY J130314-172514	NGC5044 Kin TR3	12	0	1.040734932239e+01	5.510348776964e-01	1.579000000000e+01	2.954103026912e+09	3.801508075890e-12	3.167923396575e-02	3.494003190949e+01	9.720999059221e-01	9.711862194866e-01	9.702386683481e-01	9.682365138640e-01	9.660819662007e-01	9.625369119839e-01	9.571513619616e-01	9.491743867270e-01	9.373448205691e-01	9.208764090048e-01	8.800522762033e-01	8.065487810621e-01	6.629593168817e-01	3.562545736256e-01	2.079754623494e-01	1.379904424165e-01	9.720999059221e-01	9.729810267610e-01	9.738308313361e-01	9.754412521970e-01	9.769402425474e-01	9.789979886624e-01	9.814248521728e-01	9.840226657619e-01	9.866135125398e-01	9.885502647028e-01	9.910164567754e-01	9.928834025772e-01	9.943217099096e-01	9.963426831756e-01	9.974337206742e-01	9.980596470892e-01	9.720999059221e-01	9.732973489311e-01	9.744735658473e-01	9.767588848260e-01	9.789495147935e-01	9.820462966207e-01	9.858017415312e-01	9.895879861592e-01	9.931891209233e-01	9.958146822420e-01	9.980234095716e-01	9.992242086695e-01	9.997438768527e-01	9.999999999682e-01	9.999999999964e-01	9.999999999919e-01	9.720999059221e-01	9.709222928924e-01	9.697625063329e-01	9.675959382353e-01	9.658281410077e-01	9.626052233913e-01	9.601933434965e-01	9.606602196280e-01	9.649048710546e-01	9.706190735369e-01	9.742631275059e-01	9.782709359482e-01	9.820382875679e-01	9.866560478477e-01	9.945089839666e-01	1.000000000000e+00	3.336974697493e+09	4.694172506887e-01	1.062339729563e+01	7.820000000000e+01	True
