galaxy	team_release_kin	point_index	outer_fold	radius_kpc	radius_over_source	local_hi_surface_density	enclosed_gas_mass_msun	gbar_m_s2	u	vbar_km_s	h_lane0_feedback0	h_lane0_feedback1	h_lane0_feedback2	h_lane0_feedback3	h_lane0_feedback4	h_lane0_feedback5	h_lane0_feedback6	h_lane0_feedback7	h_lane0_feedback8	h_lane0_feedback9	h_lane0_feedback10	h_lane0_feedback11	h_lane0_feedback12	h_lane0_feedback13	h_lane0_feedback14	h_lane0_feedback15	h_lane1_feedback0	h_lane1_feedback1	h_lane1_feedback2	h_lane1_feedback3	h_lane1_feedback4	h_lane1_feedback5	h_lane1_feedback6	h_lane1_feedback7	h_lane1_feedback8	h_lane1_feedback9	h_lane1_feedback10	h_lane1_feedback11	h_lane1_feedback12	h_lane1_feedback13	h_lane1_feedback14	h_lane1_feedback15	h_lane2_feedback0	h_lane2_feedback1	h_lane2_feedback2	h_lane2_feedback3	h_lane2_feedback4	h_lane2_feedback5	h_lane2_feedback6	h_lane2_feedback7	h_lane2_feedback8	h_lane2_feedback9	h_lane2_feedback10	h_lane2_feedback11	h_lane2_feedback12	h_lane2_feedback13	h_lane2_feedback14	h_lane2_feedback15	h_lane3_feedback0	h_lane3_feedback1	h_lane3_feedback2	h_lane3_feedback3	h_lane3_feedback4	h_lane3_feedback5	h_lane3_feedback6	h_lane3_feedback7	h_lane3_feedback8	h_lane3_feedback9	h_lane3_feedback10	h_lane3_feedback11	h_lane3_feedback12	h_lane3_feedback13	h_lane3_feedback14	h_lane3_feedback15	total_hi_mass_msun	half_hi_mass_radius_fraction	distance_mpc	inclination_degrees	missing_stellar_counterpart
WALLABY J100123-434533	Vela Kin TR1	5	0	2.023800976894e+01	8.461617511049e-01	1.050000000000e+00	5.708596433248e+09	1.942693481680e-12	1.618911234733e-02	3.483062878633e+01	7.479573995663e-01	7.438607738600e-01	7.396699196479e-01	7.310005423047e-01	7.219405936069e-01	7.076054487638e-01	6.870925271537e-01	6.592621603251e-01	6.229868311192e-01	5.843455997136e-01	5.183445536606e-01	4.578306721260e-01	4.086006634033e-01	3.312614673442e-01	2.847835177052e-01	2.616906348017e-01	7.479573995663e-01	7.519611791214e-01	7.558735870453e-01	7.634305684305e-01	7.706415088465e-01	7.808396068040e-01	7.933584842416e-01	8.074353365729e-01	8.223049021270e-01	8.352847418718e-01	8.534901171241e-01	8.683192333706e-01	8.805695774399e-01	8.995171114416e-01	9.134108152488e-01	9.239930629243e-01	7.479573995663e-01	7.498855903053e-01	7.518199150807e-01	7.557074936545e-01	7.596209368983e-01	7.655402721602e-01	7.735226297473e-01	7.836308598013e-01	7.959013437107e-01	8.082304783037e-01	8.285507979998e-01	8.480063296369e-01	8.660135811077e-01	8.964378591458e-01	9.193791215736e-01	9.362299677727e-01	7.479573995663e-01	7.300588583469e-01	7.114055247577e-01	6.727567383045e-01	6.340374020274e-01	5.795672985644e-01	5.169807080306e-01	4.426369433747e-01	3.432134791800e-01	2.972561531750e-01	2.617895115154e-01	2.477205138316e-01	2.419749536008e-01	2.385791879028e-01	2.393528661961e-01	2.383047716980e-01	4.594241384255e+09	5.385880176755e-01	5.069697794289e+01	3.180000000000e+01	True
WALLABY J100239-452950	Vela Kin TR1	0	1	1.825293099454e+00	7.707327098963e-02	9.760000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	6.213378571477e-01	6.178571612478e-01	6.143517630585e-01	6.072706139585e-01	6.001025264209e-01	5.892076639566e-01	5.744715304679e-01	5.558614291838e-01	5.335943220549e-01	5.119766344806e-01	4.761414640179e-01	4.457953378801e-01	4.310160554311e-01	3.847475906217e-01	1.783935544258e-01	1.567858916374e-01	6.213378571477e-01	6.247929856612e-01	6.282217382514e-01	6.349971531314e-01	6.416587039471e-01	6.514277094749e-01	6.640179960517e-01	6.790309749267e-01	6.959633941652e-01	7.117212008914e-01	7.354783923757e-01	7.563462566684e-01	7.746554914003e-01	8.049179935870e-01	8.286005876638e-01	8.474607762940e-01	6.213378571477e-01	6.237442518483e-01	6.261713086594e-01	6.310869676750e-01	6.360836201319e-01	6.437264062308e-01	6.541784721930e-01	6.676203975268e-01	6.841906609734e-01	7.010564924382e-01	7.291687286209e-01	7.562569457415e-01	7.813151349672e-01	8.233501067768e-01	8.547759988028e-01	8.732942425049e-01	6.213378571477e-01	6.053926932788e-01	5.891796001401e-01	5.559552164699e-01	5.218444974965e-01	4.712363517909e-01	4.142891862330e-01	3.734805475647e-01	3.455451356293e-01	3.226603828971e-01	3.030106136510e-01	2.950493754700e-01	2.918308705256e-01	2.899912503749e-01	2.896834395485e-01	2.896313268496e-01	4.684060303087e+09	5.385880176758e-01	5.019916366707e+01	5.720000000000e+01	True
WALLABY J100239-452950	Vela Kin TR1	1	1	5.468578125964e+00	2.309115198849e-01	8.940000000000e+00	1.399996841695e+09	6.525123825336e-12	5.437603187780e-02	3.318232876150e+01	8.437283839767e-01	8.414259776085e-01	8.390847651838e-01	8.342860987428e-01	8.293334926493e-01	8.216217760150e-01	8.108379098403e-01	7.966516879020e-01	7.789143699911e-01	7.610984165016e-01	7.282433316894e-01	6.978702149667e-01	6.851905772429e-01	6.315275950286e-01	3.017987645508e-01	2.688257250820e-01	8.437283839767e-01	8.459920240940e-01	8.482169979942e-01	8.525516163661e-01	8.567340526002e-01	8.627279339948e-01	8.702144816479e-01	8.788036318316e-01	8.880705285352e-01	8.963155613571e-01	9.081002316393e-01	9.178557095877e-01	9.259890026015e-01	9.386245877368e-01	9.478615753383e-01	9.548353285629e-01	8.437283839767e-01	8.460293838354e-01	8.483320232886e-01	8.529408320671e-01	8.575517631140e-01	8.644643799289e-01	8.736522438004e-01	8.850348031645e-01	8.984231582940e-01	9.113478528884e-01	9.313621839141e-01	9.488566407816e-01	9.634457685549e-01	9.842532630423e-01	9.964509479584e-01	9.999999999998e-01	8.437283839767e-01	8.319395101243e-01	8.191180345600e-01	7.900954539043e-01	7.565811346606e-01	7.015449444878e-01	6.364136428147e-01	5.938262090189e-01	5.670890233086e-01	5.411011605041e-01	5.183096014544e-01	5.089011284289e-01	5.050091698517e-01	5.027112486033e-01	5.023072515992e-01	5.022357374210e-01	4.684060303087e+09	5.385880176758e-01	5.019916366707e+01	5.720000000000e+01	True
WALLABY J100239-452950	Vela Kin TR1	2	1	9.111863152474e+00	3.847497687802e-01	7.170000000000e+00	2.771199787664e+09	4.652260271272e-12	3.876883559394e-02	3.616686529522e+01	9.882954352760e-01	9.882143688781e-01	9.881401244740e-01	9.880153566508e-01	9.879283383663e-01	9.878874682341e-01	9.880568897330e-01	9.887899487651e-01	9.908674047946e-01	9.951205046149e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	5.622847991000e-01	5.188395635284e-01	9.882954352760e-01	9.883825881048e-01	9.884751489193e-01	9.886740416103e-01	9.888876780508e-01	9.892277231996e-01	9.897023488155e-01	9.903054996317e-01	9.910143838286e-01	9.916858066597e-01	9.926949222595e-01	9.935596214138e-01	9.942910193310e-01	9.954280335260e-01	9.962456835169e-01	9.968474336506e-01	9.882954352760e-01	9.887751665450e-01	9.892400406509e-01	9.901267520896e-01	9.909585035595e-01	9.921089627832e-01	9.934740910994e-01	9.949320721788e-01	9.963507920995e-01	9.974404803793e-01	9.985977069030e-01	9.990347363950e-01	9.988918959671e-01	9.975038901683e-01	9.955397935596e-01	9.927429286946e-01	9.882954352760e-01	9.866901598666e-01	9.848815741201e-01	9.805349487287e-01	9.751386059479e-01	9.660221358673e-01	9.579856107194e-01	9.736791976062e-01	9.986798920940e-01	9.999999999999e-01	9.999999999985e-01	9.999999999972e-01	9.999999999987e-01	9.999999999997e-01	9.999999999998e-01	9.999999999999e-01	4.684060303087e+09	5.385880176758e-01	5.019916366707e+01	5.720000000000e+01	True
WALLABY J100239-452950	Vela Kin TR1	3	1	1.275514817898e+01	5.385880176755e-01	5.200000000003e+00	4.162748614071e+09	3.566315096257e-12	2.971929246881e-02	3.746518510919e+01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.884816652245e-01	9.407636388254e-01	8.113483870766e-01	6.122644287412e-01	9.999999999993e-01	9.999999999992e-01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.999999996634e-01	9.999999996594e-01	9.999999996429e-01	9.999999996370e-01	9.999999996721e-01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.999999999910e-01	9.999999999699e-01	9.999999999474e-01	9.999999999517e-01	9.999999998371e-01	9.999999996328e-01	9.969093092547e-01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.999999999999e-01	9.999999999999e-01	1.000000000000e+00	1.000000000000e+00	9.937594917574e-01	9.892046968847e-01	9.877341858584e-01	9.873620089362e-01	9.878305940920e-01	9.889416371132e-01	9.904237727950e-01	4.684060303087e+09	5.385880176758e-01	5.019916366707e+01	5.720000000000e+01	True
WALLABY J100239-452950	Vela Kin TR1	4	1	1.639599948136e+01	6.923235022095e-01	3.339999999999e+00	5.311777092257e+09	2.754067583404e-12	2.295056319503e-02	3.732772459908e+01	8.865656142814e-01	8.842343095648e-01	8.818331331298e-01	8.768126352291e-01	8.714867637873e-01	8.628865249657e-01	8.501840746531e-01	8.321246696798e-01	8.069448137109e-01	7.777112808672e-01	7.146720580246e-01	6.293310100234e-01	5.037900700328e-01	3.353240865196e-01	5.390759868924e-01	5.090910603467e-01	8.865656142814e-01	8.888291368567e-01	8.910269288597e-01	8.952333231773e-01	8.992003707385e-01	9.047344592342e-01	9.114078997276e-01	9.187557805320e-01	9.263380197572e-01	9.328037372782e-01	9.416244723505e-01	9.485856619117e-01	9.541769509807e-01	9.625253509588e-01	9.684039934554e-01	9.727376766357e-01	8.865656142814e-01	8.883438185631e-01	8.901220628327e-01	8.936763986829e-01	8.972237448186e-01	9.025197462916e-01	9.095025561896e-01	9.180297517006e-01	9.278205588809e-01	9.369512201168e-01	9.502816313981e-01	9.609214421472e-01	9.689113508638e-01	9.786138670080e-01	9.831588781401e-01	9.804369156867e-01	8.865656142814e-01	8.793538716038e-01	8.717688107239e-01	8.557833237489e-01	8.392945050577e-01	8.145350878077e-01	7.781302656963e-01	6.889779114603e-01	5.817832691725e-01	5.311703780589e-01	4.932255155796e-01	4.782768817910e-01	4.721251610942e-01	4.686494888735e-01	4.684573661092e-01	4.690161639063e-01	4.684060303087e+09	5.385880176758e-01	5.019916366707e+01	5.720000000000e+01	True
WALLABY J100239-452950	Vela Kin TR1	5	1	2.003928450787e+01	8.461617511048e-01	1.720000000000e+00	6.035189663415e+09	2.094773368960e-12	1.745644474134e-02	3.599025305169e+01	6.934863983022e-01	6.888579512323e-01	6.841474637302e-01	6.744800408291e-01	6.644846984886e-01	6.488832386646e-01	6.269773766141e-01	5.979369117804e-01	5.609831341150e-01	5.222897090591e-01	4.535660954625e-01	3.807880758421e-01	2.950164059025e-01	1.847566313311e-01	2.833609104764e-01	2.612993141924e-01	6.934863983022e-01	6.980330295414e-01	7.024981758705e-01	7.111858283372e-01	7.195538799964e-01	7.315197111201e-01	7.464182618556e-01	7.634407598127e-01	7.817150173490e-01	7.978894006971e-01	8.208647029935e-01	8.397591365984e-01	8.554323745414e-01	8.796662724423e-01	8.973277272169e-01	9.106592214542e-01	6.934863983022e-01	6.958950235325e-01	6.983352513386e-01	7.033097966319e-01	7.084080249596e-01	7.162805029924e-01	7.271737032875e-01	7.413554241405e-01	7.590196168554e-01	7.770963304962e-01	8.071388604835e-01	8.355814678030e-01	8.610815963918e-01	9.012257303593e-01	9.283467731638e-01	9.395007619285e-01	6.934863983022e-01	6.770251570549e-01	6.600485537899e-01	6.253648541283e-01	5.911496302071e-01	5.434604279611e-01	4.872249813728e-01	4.095786167042e-01	3.302179942020e-01	2.888115153894e-01	2.564583362556e-01	2.436580774585e-01	2.384796519373e-01	2.355870555372e-01	2.353126245868e-01	2.355656739873e-01	4.684060303087e+09	5.385880176758e-01	5.019916366707e+01	5.720000000000e+01	True
WALLABY J125907-121329	NGC5044 Kin TR3	0	0	6.796857310258e-01	9.099733074497e-02	1.249000000000e+01	1.128517303886e+08	3.404885099412e-11	2.837404249510e-01	2.672271496737e+01	6.458620311459e-01	6.425085190984e-01	6.391404696095e-01	6.323676704970e-01	6.255580161155e-01	6.153075619210e-01	6.016541397626e-01	5.847703532965e-01	5.649662412834e-01	5.455262551578e-01	5.104545073218e-01	4.587077373369e-01	3.898662015647e-01	2.940834763416e-01	2.516527374625e-01	2.325214836815e-01	6.458620311459e-01	6.491993590484e-01	6.525189267360e-01	6.590988511403e-01	6.655907279781e-01	6.751423898627e-01	6.874891948162e-01	7.022335899564e-01	7.188482365079e-01	7.342602432092e-01	7.573477226902e-01	7.774405631755e-01	7.949086245905e-01	8.234412137068e-01	8.454855305077e-01	8.628769384035e-01	6.458620311459e-01	6.490874252631e-01	6.522915341580e-01	6.586337031156e-01	6.648844646269e-01	6.740814864764e-01	6.859944850916e-01	7.002987444423e-01	7.165731811539e-01	7.318583273241e-01	7.551405446600e-01	7.757665011095e-01	7.915670515229e-01	8.142680170234e-01	8.331716867676e-01	8.488871528908e-01	6.458620311459e-01	6.310740901021e-01	6.165296345993e-01	5.886832932626e-01	5.631613237298e-01	5.305132566418e-01	5.042509959615e-01	5.054936232198e-01	4.979528768722e-01	4.900755174339e-01	2.449084195621e-01	2.273174439476e-01	2.197307209682e-01	2.149527921722e-01	2.139961935605e-01	2.137972831193e-01	1.032808556656e+09	4.546226644018e-01	1.869269941586e+01	4.140000000000e+01	True
WALLABY J125907-121329	NGC5044 Kin TR3	1	0	2.037244697795e+00	2.727493326863e-01	1.168000000000e+01	4.293101875080e+08	1.441767878780e-11	1.201473232316e-01	3.010540981619e+01	9.188700178308e-01	9.176191082271e-01	9.163505366997e-01	9.137621441089e-01	9.111087578930e-01	9.070168714811e-01	9.013784559630e-01	8.940828415058e-01	8.849335523312e-01	8.748365075484e-01	8.496220184997e-01	7.903566022531e-01	6.943039207263e-01	5.537320338376e-01	4.899491701482e-01	4.603717768281e-01	9.188700178308e-01	9.201028910212e-01	9.213174018179e-01	9.236902733366e-01	9.259869759693e-01	9.292873346760e-01	9.334176884348e-01	9.381562335627e-01	9.432540189893e-01	9.477650779002e-01	9.541540821064e-01	9.593771877230e-01	9.636789594424e-01	9.702570681065e-01	9.749797138243e-01	9.784947050384e-01	9.188700178308e-01	9.215790656549e-01	9.242285974784e-01	9.293509380103e-01	9.342412809723e-01	9.411531166966e-01	9.496098582763e-01	9.590378157415e-01	9.688265699130e-01	9.771413689189e-01	9.882375590961e-01	9.965491399105e-01	9.999999996242e-01	9.999999996242e-01	9.999999996994e-01	9.999999996994e-01	9.188700178308e-01	9.138660669643e-01	9.087681840276e-01	8.985350919511e-01	8.886860219284e-01	8.761439579451e-01	8.775112150226e-01	9.266341977325e-01	9.485181620014e-01	9.547440865859e-01	4.765988800790e-01	4.504208559111e-01	4.389344776744e-01	4.314310988819e-01	4.298354988676e-01	4.294862379549e-01	1.032808556656e+09	4.546226644018e-01	1.869269941586e+01	4.140000000000e+01	True
WALLABY J125907-121329	NGC5044 Kin TR3	2	0	3.395709912205e+00	4.546226644019e-01	8.019999999998e+00	7.914350520592e+08	9.566755170581e-12	7.972295975485e-02	3.166087358216e+01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999998e-01	9.999999999998e-01	9.999999999998e-01	9.999999999997e-01	9.999999999997e-01	9.999999999997e-01	9.999999999996e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	1.000000000000e+00	1.000000000000e+00	1.000000000000e+00	9.999999996546e-01	9.999999996488e-01	9.999999996325e-01	9.999999996324e-01	9.999999996232e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999754e-01	9.999999996444e-01	9.999999996759e-01	9.973728127210e-01	9.897863788473e-01	9.858102128092e-01	9.838641261092e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999999e-01	9.999999999998e-01	9.999999999997e-01	9.999999999997e-01	9.999999999997e-01	9.999999999997e-01	9.999999999997e-01	9.999999999996e-01	9.999999999996e-01	9.999999999996e-01	9.999999999996e-01	1.032808556656e+09	4.546226644018e-01	1.869269941586e+01	4.140000000000e+01	True
WALLABY J125907-121329	NGC5044 Kin TR3	3	0	4.753268878974e+00	6.363746663432e-01	4.419999999999e+00	1.070722932081e+09	6.605457219781e-12	5.504547683151e-02	3.112597079401e+01	8.828397618404e-01	8.802702322786e-01	8.776026504722e-01	8.719566306273e-01	8.658674434832e-01	8.558255173685e-01	8.405566166211e-01	8.180948633038e-01	7.858047050653e-01	7.480077835621e-01	6.784887708811e-01	6.153380391455e-01	5.642166733301e-01	4.868487471465e-01	4.450542924013e-01	4.244850718681e-01	8.828397618404e-01	8.853152847018e-01	8.877007312418e-01	8.922165020515e-01	8.964160009696e-01	9.021803375038e-01	9.089919643547e-01	9.163294018372e-01	9.237454519537e-01	9.299690980157e-01	9.383604292611e-01	9.449513628588e-01	9.502620898472e-01	9.582927289655e-01	9.640802756259e-01	9.684522004642e-01	8.828397618404e-01	8.844228033114e-01	8.859764459382e-01	8.889980171733e-01	8.919093472816e-01	8.960798010444e-01	9.012960243361e-01	9.073051761695e-01	9.138304535162e-01	9.196703143316e-01	9.280230375369e-01	9.348390082506e-01	9.377932377362e-01	9.383613324942e-01	9.397019945570e-01	9.414216602765e-01	8.828397618404e-01	8.739332400177e-01	8.644780931498e-01	8.441770005705e-01	8.224136259060e-01	7.868618117884e-01	7.181740048553e-01	5.817506246598e-01	5.002026416974e-01	4.585162319277e-01	4.635034916859e-01	4.296651308630e-01	4.153836205507e-01	4.058563501911e-01	4.036862569973e-01	4.031663227207e-01	1.032808556656e+09	4.546226644018e-01	1.869269941586e+01	4.140000000000e+01	True
WALLABY J125907-121329	NGC5044 Kin TR3	4	0	6.110827845743e+00	8.181266682845e-01	2.380000000000e+00	1.264131397741e+09	4.718485924792e-12	3.932071603993e-02	2.982817133411e+01	7.116801760074e-01	7.063131053574e-01	7.008031298163e-01	6.893463438792e-01	6.772965656946e-01	6.580953200885e-01	6.304094253385e-01	5.926778525848e-01	5.437488277787e-01	4.927804749695e-01	4.113294779468e-01	3.459924023870e-01	2.977188786339e-01	2.327486617304e-01	2.009752687011e-01	1.864622553086e-01	7.116801760074e-01	7.169066806577e-01	7.219951624311e-01	7.317690580598e-01	7.410251159380e-01	7.539924604961e-01	7.697046607360e-01	7.870909205498e-01	8.051268312036e-01	8.205948396081e-01	8.418688918252e-01	8.588522520351e-01	8.726644458805e-01	8.936745102300e-01	9.088367103705e-01	9.202627327242e-01	7.116801760074e-01	7.135769870061e-01	7.154677826094e-01	7.192320629364e-01	7.229743599717e-01	7.285488969591e-01	7.359122341928e-01	7.450047456229e-01	7.557346277538e-01	7.662242919275e-01	7.830045062639e-01	7.986520143279e-01	8.106049813150e-01	8.278409058327e-01	8.430127412078e-01	8.559749742061e-01	7.116801760074e-01	6.920737558798e-01	6.715520881015e-01	6.286999617497e-01	5.852260413946e-01	5.226287630166e-01	4.421262703419e-01	3.385485422372e-01	2.673218503459e-01	2.276367526496e-01	2.162997615556e-01	1.918991542082e-01	1.815257437076e-01	1.749065793957e-01	1.735359686465e-01	1.732369670880e-01	1.032808556656e+09	4.546226644018e-01	1.869269941586e+01	4.140000000000e+01	True
WALLABY J125939-145813	NGC5044 Kin TR3	0	1	2.564453196247e+00	6.673785371063e-02	9.750000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	5.268730172006e-01	5.223055944315e-01	5.176918439888e-01	5.083281535692e-01	4.987885140936e-01	4.841676971196e-01	4.641502185588e-01	4.384532321866e-01	4.070312637738e-01	3.756046519201e-01	3.252878203860e-01	2.800063168181e-01	2.401844787056e-01	1.754335056453e-01	1.357902121611e-01	1.165684647191e-01	5.268730172006e-01	5.313935290458e-01	5.358666321902e-01	5.446690175794e-01	5.532777174001e-01	5.658248369619e-01	5.818709999529e-01	6.008437122936e-01	6.220675069017e-01	6.416889794803e-01	6.711082132154e-01	6.968575578382e-01	7.194256704922e-01	7.567561852170e-01	7.860407825172e-01	8.094218844939e-01	5.268730172006e-01	5.298207974418e-01	5.327877830223e-01	5.387786396292e-01	5.448437713470e-01	5.540752168567e-01	5.666150978836e-01	5.826068767177e-01	6.021239490013e-01	6.217784598293e-01	6.537180261119e-01	6.837735430427e-01	7.115711014768e-01	7.581022994273e-01	7.929037379144e-01	8.186367330828e-01	5.268730172006e-01	5.127406957613e-01	4.983322713232e-01	4.690692161347e-01	4.399986001996e-01	3.983502065412e-01	3.463227556851e-01	2.868108949595e-01	nan	2.369266814660e-01	2.112372511195e-01	2.000157582359e-01	1.952483474582e-01	1.922834296638e-01	1.916924631166e-01	1.915670787413e-01	7.762075105417e+09	6.000177967609e-01	7.052752555381e+01	7.720000000000e+01	True
WALLABY J125939-145813	NGC5044 Kin TR3	1	1	7.686521046883e+00	2.000355935220e-01	9.280000000000e+00	1.347674228422e+09	3.179331592908e-12	2.649442994090e-02	2.746047819686e+01	7.002613415545e-01	6.957154887390e-01	6.910875152585e-01	6.815845122127e-01	6.717523277563e-01	6.563929194534e-01	6.348084154805e-01	6.061936409780e-01	5.698950242619e-01	5.322511646819e-01	4.694498308716e-01	4.104960903011e-01	3.567262003410e-01	2.656993842929e-01	2.086227848038e-01	1.806966866738e-01	7.002613415545e-01	7.047254039492e-01	7.091081191382e-01	7.176317882806e-01	7.258378072932e-01	7.375661916718e-01	7.521626340703e-01	7.688371565741e-01	7.867436288220e-01	8.026058561120e-01	8.251732989343e-01	8.437728772647e-01	8.592318618591e-01	8.831812670368e-01	9.006536469034e-01	9.138355057870e-01	7.002613415545e-01	7.037961415475e-01	7.073365944423e-01	7.144315237433e-01	7.215398906267e-01	7.322124430814e-01	7.464199207167e-01	7.640415032883e-01	7.847728373319e-01	8.047665040700e-01	8.351901896107e-01	8.614098733874e-01	8.836769757971e-01	9.163646907871e-01	9.367072319360e-01	9.492433606763e-01	7.002613415545e-01	6.860517071723e-01	6.711706198350e-01	6.398985467811e-01	6.076771975741e-01	5.597409447610e-01	4.962978653752e-01	4.189763223521e-01	nan	3.594118815924e-01	3.257144132800e-01	3.108210800788e-01	3.044135113461e-01	3.003424203038e-01	2.995026102906e-01	2.993190701007e-01	7.762075105417e+09	6.000177967609e-01	7.052752555381e+01	7.720000000000e+01	True
WALLABY J125939-145813	NGC5044 Kin TR3	2	1	1.281200816845e+01	3.334223171383e-01	8.380000000000e+00	2.849563349042e+09	2.419660562586e-12	2.016383802155e-02	3.092865962371e+01	8.664346792887e-01	8.635890458279e-01	8.606618324172e-01	8.545547404647e-01	8.480978980801e-01	8.377250290585e-01	8.225448270083e-01	8.013026411241e-01	7.724654524726e-01	7.402629178551e-01	6.811904490437e-01	6.193360179753e-01	5.566663188422e-01	4.367935901927e-01	3.557886712731e-01	3.149388865123e-01	8.664346792887e-01	8.692007405180e-01	8.718892471830e-01	8.770416706565e-01	8.819080149462e-01	8.887056063700e-01	8.969116530521e-01	9.059501977023e-01	9.152693106625e-01	9.231995694666e-01	9.339734308448e-01	9.424190542632e-01	9.491502493019e-01	9.590795725948e-01	9.659548261098e-01	9.709437073961e-01	8.664346792887e-01	8.695187548907e-01	8.725640437074e-01	8.785344897308e-01	8.843388057571e-01	8.927193497876e-01	9.032545464931e-01	9.153441229047e-01	9.282057628350e-01	9.392501795087e-01	9.532848409237e-01	9.627908795171e-01	9.693906454404e-01	9.764046232753e-01	9.788391569732e-01	9.793485663615e-01	8.664346792887e-01	8.595512427402e-01	8.521269056445e-01	8.357085710921e-01	8.173814501763e-01	7.861656838113e-01	7.324460518035e-01	6.482135052520e-01	nan	6.029130447390e-01	5.644301524500e-01	5.466969754145e-01	5.387666184779e-01	5.334171958080e-01	5.322123729197e-01	5.319299961307e-01	7.762075105417e+09	6.000177967609e-01	7.052752555381e+01	7.720000000000e+01	True
WALLABY J125939-145813	NGC5044 Kin TR3	3	1	1.793407601909e+01	4.667200569496e-01	7.300000000001e+00	4.680454625754e+09	2.028339136157e-12	1.690282613464e-02	3.350310519198e+01	9.767261012394e-01	9.759298542700e-01	9.751015668173e-01	9.733436054465e-01	9.714413070470e-01	9.682919652062e-01	9.634765037326e-01	9.563242156446e-01	9.458239065793e-01	9.329633896390e-01	9.058548036618e-01	8.712920275611e-01	8.269669769845e-01	7.132212982360e-01	6.212455696143e-01	5.711916086138e-01	9.767261012394e-01	9.774915750067e-01	9.782275027876e-01	9.796154276208e-01	9.808988888255e-01	9.826463684798e-01	9.846838006031e-01	9.868333234963e-01	9.889406105464e-01	9.906415001931e-01	9.928054280493e-01	9.943721966699e-01	9.955304520844e-01	9.970731981017e-01	9.980082529571e-01	9.986073109691e-01	9.767261012394e-01	9.781177785060e-01	9.794513013786e-01	9.819486844822e-01	9.842283528041e-01	9.872633465591e-01	9.906522372156e-01	9.939633408632e-01	9.968189374564e-01	9.987307209013e-01	9.999999997887e-01	9.999999999063e-01	9.999999998692e-01	9.999999998160e-01	9.999999998175e-01	9.999999997947e-01	9.767261012394e-01	9.766647890127e-01	9.766417813826e-01	9.766806368831e-01	9.767014820351e-01	9.758443061600e-01	9.692861780864e-01	9.507644478350e-01	nan	9.974760209320e-01	9.999999999996e-01	9.999999999990e-01	9.999999999961e-01	9.999999999922e-01	9.999999999983e-01	9.999999999993e-01	7.762075105417e+09	6.000177967609e-01	7.052752555381e+01	7.720000000000e+01	True
