ell_kpc,grid,x,y,z,gx,gy,gz
0.25,base,0.5,0.0,0.0,-1855.8746067002648,-1045.4354694691501,0.0
0.25,base,0.46193976625564337,0.1913417161825449,0.0,-1833.834487181744,-2133.4820268641947,-5.198055862298127e-13
0.25,base,0.3535533905932738,0.3535533905932738,0.0,-1423.2575477803784,-2941.2552446342293,0.0
0.25,base,0.19134171618254492,0.46193976625564337,0.0,-794.0433112174909,-3563.617038105287,0.0
0.25,base,3.061616997868383e-17,0.5,0.0,-958.9091924940367,-3881.6558678148867,0.0
0.25,base,-0.19134171618254486,0.46193976625564337,0.0,-801.1054070511492,-2940.8404444385596,0.0
0.25,base,-0.35355339059327373,0.3535533905932738,0.0,472.09078338015445,-1872.2214679030217,-3.5308867099125203e-12
0.25,base,-0.46193976625564337,0.19134171618254495,0.0,1407.8356549158484,-841.9795772648115,-9.441962140305487e-12
0.25,base,-0.5,6.123233995736766e-17,0.0,2374.2105921707844,-713.2515768478335,-3.564191281176618e-27
0.25,base,-0.4619397662556434,-0.19134171618254484,0.0,2431.509771283139,1779.7103379980647,-9.441962140305484e-12
0.25,base,-0.35355339059327384,-0.35355339059327373,0.0,1494.8288510748814,3705.1132580611484,-3.5308867099125256e-12
0.25,base,-0.19134171618254517,-0.46193976625564326,0.0,955.410334395289,4862.998304740833,0.0
0.25,base,-9.184850993605148e-17,-0.5,0.0,423.0913533030983,4774.533105573682,0.0
0.25,base,0.191341716182545,-0.4619397662556433,0.0,-452.68501901909525,4028.6709558853795,0.0
0.25,base,0.3535533905932737,-0.35355339059327384,0.0,-899.2406623223501,2916.345090579627,0.0
0.25,base,0.46193976625564326,-0.1913417161825452,0.0,-1114.4516670254884,1268.6569737091627,-5.198055862298115e-13
0.25,base,1.0,0.0,0.0,-3417.780028565787,-3010.873394178212,0.0
0.25,base,0.9238795325112867,0.3826834323650898,0.0,-2585.767150156214,-2500.856430208929,0.0
0.25,base,0.7071067811865476,0.7071067811865476,0.0,-1854.1866296366659,-3696.7808304259306,0.0
0.25,base,0.38268343236508984,0.9238795325112867,0.0,-1021.3064642283603,-4205.1352217242365,0.0
0.25,base,6.123233995736766e-17,1.0,0.0,-599.2550880553537,-3845.2055168569495,0.0
0.25,base,-0.3826834323650897,0.9238795325112867,0.0,190.36414826631625,-4817.318636244865,0.0
0.25,base,-0.7071067811865475,0.7071067811865476,0.0,1679.3063537240953,-4348.359162265775,2.0683455474638364e-12
0.25,base,-0.9238795325112867,0.3826834323650899,0.0,2509.608030062333,-1324.7998949617427,1.185057330224932e-11
0.25,base,-1.0,1.2246467991473532e-16,0.0,3353.547457845685,1170.8112885169608,1.4256765124706472e-26
0.25,base,-0.9238795325112868,-0.38268343236508967,0.0,2990.339185095994,2542.448627018522,0.0
0.25,base,-0.7071067811865477,-0.7071067811865475,0.0,1693.4618612178986,4362.968640516317,0.0
0.25,base,-0.38268343236509034,-0.9238795325112865,0.0,1083.0144491821009,3930.794485912488,0.0
0.25,base,-1.8369701987210297e-16,-1.0,0.0,188.87645631659734,4125.564169432298,0.0
0.25,base,0.38268343236509,-0.9238795325112866,0.0,-506.0408478978268,4404.465223746389,0.0
0.25,base,0.7071067811865474,-0.7071067811865477,0.0,-1492.611051245796,4272.959756962338,0.0
0.25,base,0.9238795325112865,-0.3826834323650904,0.0,-2114.616497832259,2907.513007954542,0.0
0.25,base,1.5,0.0,0.0,-3765.362386328685,-590.2499603880642,0.0
0.25,base,1.38581929876693,0.5740251485476346,0.0,-3242.636492019349,-2939.547272752621,0.0
0.25,base,1.0606601717798214,1.0606601717798214,0.0,-2058.327185378125,-3543.5484565639886,0.0
0.25,base,0.5740251485476348,1.38581929876693,0.0,-1375.282552257712,-3246.4214246637553,0.0
0.25,base,9.184850993605148e-17,1.5,0.0,-249.11836355738407,-1913.9194907133863,0.0
0.25,base,-0.5740251485476346,1.38581929876693,0.0,1041.3039972140646,-3777.2760354109505,0.0
0.25,base,-1.0606601717798212,1.0606601717798214,0.0,2070.171798086888,-3937.0172842285756,0.0
0.25,base,-1.38581929876693,0.5740251485476349,0.0,3979.151138874375,-3151.4397110349773,0.0
0.25,base,-1.5,1.8369701987210297e-16,0.0,3758.154760840109,2290.818656129666,0.0
0.25,base,-1.3858192987669302,-0.5740251485476345,0.0,3436.4015361133597,2611.318642919552,0.0
0.25,base,-1.0606601717798214,-1.0606601717798212,0.0,2116.0884339144163,3537.9665591792245,0.0
0.25,base,-0.5740251485476355,-1.3858192987669298,0.0,1218.0761335679808,4076.8987221449115,4.678250276068305e-12
0.25,base,-2.755455298081545e-16,-1.5,0.0,53.36359506963397,4379.61658463176,0.0
0.25,base,0.574025148547635,-1.38581929876693,0.0,-1006.5464583311322,4419.669820597595,0.0
0.25,base,1.060660171779821,-1.0606601717798214,0.0,-2309.0584056487914,4018.311961841469,0.0
0.25,base,1.3858192987669298,-0.5740251485476355,0.0,-4035.360395980745,3663.135144143513,0.0
0.25,base,2.0,0.0,0.0,-4493.767824480201,-48.14293283171719,0.0
0.25,base,1.8477590650225735,0.7653668647301796,0.0,-3081.8056167094355,-2278.4821305731407,0.0
0.25,base,1.4142135623730951,1.4142135623730951,0.0,-2103.0624002608492,-3060.3560652707984,0.0
0.25,base,0.7653668647301797,1.8477590650225735,0.0,-1659.144714100072,-3217.364770191308,0.0
0.25,base,1.2246467991473532e-16,2.0,0.0,-39.22550359572099,-4809.492450648329,0.0
0.25,base,-0.7653668647301795,1.8477590650225735,0.0,1386.8207014154889,-3429.3407871753707,0.0
0.25,base,-1.414213562373095,1.4142135623730951,0.0,2178.2881484413274,-3346.3491837010533,0.0
0.25,base,-1.8477590650225735,0.7653668647301798,0.0,3337.3898801172527,-2212.9807482673937,0.0
0.25,base,-2.0,2.4492935982947064e-16,0.0,3852.984231518073,664.6752398931774,0.0
0.25,base,-1.8477590650225737,-0.7653668647301793,0.0,3051.003821163955,2427.083935555683,0.0
0.25,base,-1.4142135623730954,-1.414213562373095,0.0,1980.9882623914361,3212.452715960738,0.0
0.25,base,-0.7653668647301807,-1.847759065022573,0.0,997.9020071765669,3826.2809981534997,0.0
0.25,base,-3.6739403974420594e-16,-2.0,0.0,-62.95630021414357,4369.997148549504,0.0
0.25,base,0.76536686473018,-1.8477590650225733,0.0,-1111.726895389462,4192.432360399336,0.0
0.25,base,1.4142135623730947,-1.4142135623730954,0.0,-2181.6542242518285,3582.723514142617,0.0
0.25,base,1.847759065022573,-0.7653668647301808,0.0,-3453.3198765079733,2346.304304763554,0.0
0.25,base,2.5,0.0,0.0,-3652.3332280181858,52.04431367672805,0.0
0.25,base,2.309698831278217,0.9567085809127245,0.0,-2922.335034511523,-1836.6470581938056,0.0
0.25,base,1.7677669529663689,1.7677669529663689,0.0,-2073.1636664624934,-2757.8387610889677,0.0
0.25,base,0.9567085809127246,2.309698831278217,0.0,-1396.7303773918295,-3175.8374686853717,0.0
0.25,base,1.5308084989341916e-16,2.5,0.0,59.23892000467419,-3958.562788591938,0.0
0.25,base,-0.9567085809127243,2.309698831278217,0.0,1220.2176002980032,-3424.249609404609,0.0
0.25,base,-1.7677669529663687,1.7677669529663689,0.0,1927.8385926876308,-2853.4888337298808,0.0
0.25,base,-2.309698831278217,0.9567085809127247,0.0,3029.232414349418,-1716.5226645382488,0.0
0.25,base,-2.5,3.061616997868383e-16,0.0,3636.3366189443477,274.8526593412745,0.0
0.25,base,-2.309698831278217,-0.9567085809127241,0.0,2867.914468386218,1943.635659810149,0.0
0.25,base,-1.7677669529663693,-1.7677669529663687,0.0,1824.4271193207055,2893.0561635981812,0.0
0.25,base,-0.9567085809127258,-2.309698831278216,0.0,829.651153629274,3219.8358512344407,0.0
0.25,base,-4.592425496802574e-16,-2.5,0.0,-92.16149898844726,2909.509293867545,0.0
0.25,base,0.956708580912725,-2.3096988312782165,0.0,-840.1852088365954,3167.328110761658,0.0
0.25,base,1.7677669529663684,-1.7677669529663693,0.0,-1813.5968446281945,2951.5649243229172,0.0
0.25,base,2.309698831278216,-0.956708580912726,0.0,-3188.664625012471,1974.524848559738,0.0
0.25,base,3.0,0.0,0.0,-3443.4842998190725,32.32151126751705,0.0
0.25,base,2.77163859753386,1.1480502970952693,0.0,-2819.008777792863,-1606.1865887972715,0.0
0.25,base,2.121320343559643,2.121320343559643,0.0,-2018.1345298312046,-2340.137522516427,0.0
0.25,base,1.1480502970952695,2.77163859753386,0.0,-1075.6633226613314,-2815.692608823759,0.0
0.25,base,1.8369701987210297e-16,3.0,0.0,-104.35309658463319,-3177.457031591359,0.0
0.25,base,-1.1480502970952693,2.77163859753386,0.0,1036.6533650513152,-3127.956819474569,0.0
0.25,base,-2.1213203435596424,2.121320343559643,0.0,1884.7204721779246,-2645.591126263405,0.0
0.25,base,-2.77163859753386,1.1480502970952697,0.0,2888.542992670813,-1510.2482324726682,0.0
0.25,base,-3.0,3.6739403974420594e-16,0.0,3268.840896255781,160.85913238597928,0.0
0.25,base,-2.7716385975338604,-1.148050297095269,0.0,2724.0825248422852,1752.2034764367995,0.0
0.25,base,-2.121320343559643,-2.1213203435596424,0.0,1771.8811174256643,2590.152806258664,0.0
0.25,base,-1.148050297095271,-2.7716385975338595,0.0,845.3789796888577,2855.3849698487966,0.0
0.25,base,-5.51091059616309e-16,-3.0,0.0,-88.5328839376956,2607.745562766729,0.0
0.25,base,1.14805029709527,-2.77163859753386,0.0,-833.6360371280424,2676.6419639926817,0.0
0.25,base,2.121320343559642,-2.121320343559643,0.0,-1710.8487773887048,2610.8844068835288,0.0
0.25,base,2.7716385975338595,-1.148050297095271,0.0,-2587.794985985481,1515.0154997670431,0.0
0.25,base,0.5,0.0,0.2,-1764.6470419327902,-895.7234060990916,-2642.1236223981336
0.25,base,0.46193976625564337,0.1913417161825449,0.2,-1731.5024860588583,-1951.014778494066,-2285.079245788227
0.25,base,0.3535533905932738,0.3535533905932738,0.2,-1349.3829158295077,-2724.878764015524,-2141.192962857909
0.25,base,0.19134171618254492,0.46193976625564337,0.2,-779.0018112055069,-3292.3628611369995,-2051.714485241139
0.25,base,3.061616997868383e-17,0.5,0.2,-832.5522614199841,-3565.5965785995836,-1871.0499691054429
0.25,base,-0.19134171618254486,0.46193976625564337,0.2,-607.2192939575563,-2764.0993131982173,-2329.590387099158
0.25,base,-0.35355339059327373,0.3535533905932738,0.2,514.2288165428752,-1801.7743476893347,-2400.338043440448
0.25,base,-0.46193976625564337,0.19134171618254495,0.2,1358.2795134111554,-819.0399187523585,-2331.856893114674
0.25,base,-0.5,6.123233995736766e-17,0.2,2183.7381500702563,-530.7109555088202,-2635.143450947522
0.25,base,-0.4619397662556434,-0.19134171618254484,0.2,2204.524994390875,1649.1900632491559,-2776.5555661715043
0.25,base,-0.35355339059327384,-0.35355339059327373,0.2,1399.2056896324068,3338.757809485713,-2527.575867925031
0.25,base,-0.19134171618254517,-0.46193976625564326,0.2,881.0068666192614,4363.1581120816245,-2161.3941942662814
0.25,base,-9.184850993605148e-17,-0.5,0.2,351.77980251902216,4328.859900263051,-2166.4557716747686
0.25,base,0.191341716182545,-0.4619397662556433,0.2,-439.51181684239975,3683.993318099049,-2258.9641699066888
0.25,base,0.3535533905932737,-0.35355339059327384,0.2,-876.3014232061312,2680.9473881160416,-2464.102208090997
0.25,base,0.46193976625564326,-0.1913417161825452,0.2,-1116.3840080327507,1183.9271176692416,-2660.289099167385
0.25,base,1.0,0.0,0.2,-3219.046419550653,-2480.2845273933476,-2062.3085996899376
0.25,base,0.9238795325112867,0.3826834323650898,0.2,-2510.2268403476787,-2360.835534896576,-1573.7955212843792
0.25,base,0.7071067811865476,0.7071067811865476,0.2,-1810.1766086069283,-3465.4132049851205,-1348.7509460003225
0.25,base,0.38268343236508984,0.9238795325112867,0.2,-998.0176609793472,-3966.829879504073,-945.9387419432956
0.25,base,6.123233995736766e-17,1.0,0.2,-548.6254175031617,-3717.2375803657546,-912.5090090986545
0.25,base,-0.3826834323650897,0.9238795325112867,0.2,234.09087040793062,-4473.813910395674,-1250.4743895139165
0.25,base,-0.7071067811865475,0.7071067811865476,0.2,1616.68545473596,-3975.4965297895847,-1945.0211332824306
0.25,base,-0.9238795325112867,0.3826834323650899,0.2,2440.273219170143,-1279.0573328421615,-2372.77300788936
0.25,base,-1.0,1.2246467991473532e-16,0.2,3203.6451210690807,1007.5812590227604,-2125.620465046069
0.25,base,-0.9238795325112868,-0.38268343236508967,0.2,2844.6755952772273,2379.35129568369,-1841.3392674270817
0.25,base,-0.7071067811865477,-0.7071067811865475,0.2,1671.7521200141082,4054.0396896815228,-1194.3803273505644
0.25,base,-0.38268343236509034,-0.9238795325112865,0.2,1044.5795598357672,3794.071173893263,-978.8764580539905
0.25,base,-1.8369701987210297e-16,-1.0,0.2,197.43782924869782,3966.5916329471193,-974.9342552092014
0.25,base,0.38268343236509,-0.9238795325112866,0.2,-518.42918364219,4146.2420497796,-1132.98102676212
0.25,base,0.7071067811865474,-0.7071067811865477,0.2,-1463.497430853538,3958.420925192251,-1648.7656376999194
0.25,base,0.9238795325112865,-0.3826834323650904,0.2,-2123.043405531759,2620.257053458388,-2546.0260987163697
0.25,base,1.5,0.0,0.2,-3667.567834150406,-515.6529724879729,-1541.6155829143217
0.25,base,1.38581929876693,0.5740251485476346,0.2,-3112.7343937672654,-2708.023713098232,-1117.7652166819523
0.25,base,1.0606601717798214,1.0606601717798214,0.2,-2038.0808548569153,-3393.2058889275413,-594.0360768028766
0.25,base,0.5740251485476348,1.38581929876693,0.2,-1330.4272689799402,-3217.8553494747575,-512.4281513352687
0.25,base,9.184850993605148e-17,1.5,0.2,-239.51853981024524,-2124.3689938911384,-1355.6664578786117
0.25,base,-0.5740251485476346,1.38581929876693,0.2,979.6688296496844,-3687.848838213308,-541.0770013095473
0.25,base,-1.0606601717798212,1.0606601717798214,0.2,2029.8205275338642,-3724.533147871411,-794.5919328114068
0.25,base,-1.38581929876693,0.5740251485476349,0.2,3729.8036887719927,-2807.2964721632266,-1470.9778551969405
