cells,column,column_error,transmission
8,1.33203125,0.0013020833333332593,0.26394058710706114
16,1.3330078125,0.0003255208333332593,0.2636829584431849
32,1.333251953125,8.138020833325932e-05,0.2636185905786338
64,1.33331298828125,2.034505208325932e-05,0.2636025010677853
