tau,eta,forward_fraction,relays,passive,forward_after_n,one_step_balance_error,direct,forward,backward,retained,external_input
0,0.5,0,10,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,0.5,0,100,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,0.5,0.25,1,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,0.5,0.25,2,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,0.5,0.25,10,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,0.5,0.25,100,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,0.5,0.5,1,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,0.5,0.5,2,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,0.5,0.5,10,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,0.5,0.5,100,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,0.5,1,1,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,0.5,1,2,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,0.5,1,10,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,0.5,1,100,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1,0,1,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1,0,2,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1,0,10,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1,0,100,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1,0.25,1,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1,0.25,2,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1,0.25,10,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1,0.25,100,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1,0.5,1,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1,0.5,2,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1,0.5,10,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1,0.5,100,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1,1,1,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1,1,2,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1,1,10,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1,1,100,True,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1.2,0,1,False,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1.2,0,2,False,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1.2,0,10,False,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1.2,0,100,False,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1.2,0.25,1,False,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1.2,0.25,2,False,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1.2,0.25,10,False,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1.2,0.25,100,False,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1.2,0.5,1,False,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1.2,0.5,2,False,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1.2,0.5,10,False,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1.2,0.5,100,False,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1.2,1,1,False,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1.2,1,2,False,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1.2,1,10,False,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0,1.2,1,100,False,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0
0.001,0,0,1,True,0.999000499833375,0.0,0.999000499833375,0.0,0.0,0.0009995001666250082,0.0
0.001,0,0,2,True,0.9980019986673331,0.0,0.999000499833375,0.0,0.0,0.0009995001666250082,0.0
0.001,0,0,10,True,0.9900498337491683,0.0,0.999000499833375,0.0,0.0,0.0009995001666250082,0.0
0.001,0,0,100,True,0.9048374180359623,0.0,0.999000499833375,0.0,0.0,0.0009995001666250082,0.0
0.001,0,0.25,1,True,0.999000499833375,0.0,0.999000499833375,0.0,0.0,0.0009995001666250082,0.0
0.001,0,0.25,2,True,0.9980019986673331,0.0,0.999000499833375,0.0,0.0,0.0009995001666250082,0.0
0.001,0,0.25,10,True,0.9900498337491683,0.0,0.999000499833375,0.0,0.0,0.0009995001666250082,0.0
0.001,0,0.25,100,True,0.9048374180359623,0.0,0.999000499833375,0.0,0.0,0.0009995001666250082,0.0
0.001,0,0.5,1,True,0.999000499833375,0.0,0.999000499833375,0.0,0.0,0.0009995001666250082,0.0
0.001,0,0.5,2,True,0.9980019986673331,0.0,0.999000499833375,0.0,0.0,0.0009995001666250082,0.0
0.001,0,0.5,10,True,0.9900498337491683,0.0,0.999000499833375,0.0,0.0,0.0009995001666250082,0.0
0.001,0,0.5,100,True,0.9048374180359623,0.0,0.999000499833375,0.0,0.0,0.0009995001666250082,0.0
0.001,0,1,1,True,0.999000499833375,0.0,0.999000499833375,0.0,0.0,0.0009995001666250082,0.0
0.001,0,1,2,True,0.9980019986673331,0.0,0.999000499833375,0.0,0.0,0.0009995001666250082,0.0
0.001,0,1,10,True,0.9900498337491683,0.0,0.999000499833375,0.0,0.0,0.0009995001666250082,0.0
0.001,0,1,100,True,0.9048374180359623,0.0,0.999000499833375,0.0,0.0,0.0009995001666250082,0.0
0.001,0.25,0,1,True,0.999000499833375,0.0,0.999000499833375,0.0,0.00024987504165625206,0.0007496251249687561,0.0
0.001,0.25,0,2,True,0.9980019986673331,0.0,0.999000499833375,0.0,0.00024987504165625206,0.0007496251249687561,0.0
0.001,0.25,0,10,True,0.9900498337491683,0.0,0.999000499833375,0.0,0.00024987504165625206,0.0007496251249687561,0.0
0.001,0.25,0,100,True,0.9048374180359623,0.0,0.999000499833375,0.0,0.00024987504165625206,0.0007496251249687561,0.0
0.001,0.25,0.25,1,True,0.9990629685937891,0.0,0.999000499833375,6.246876041406301e-05,0.00018740628124218903,0.0007496251249687561,0.0
0.001,0.25,0.25,2,True,0.9981268152154343,0.0,0.999000499833375,6.246876041406301e-05,0.00018740628124218903,0.0007496251249687561,0.0
0.001,0.25,0.25,10,True,0.9906690986243737,0.0,0.999000499833375,6.246876041406301e-05,0.00018740628124218903,0.0007496251249687561,0.0
0.001,0.25,0.25,100,True,0.9105130296729377,0.0,0.999000499833375,6.246876041406301e-05,0.00018740628124218903,0.0007496251249687561,0.0
0.001,0.25,0.5,1,True,0.9991254373542031,0.0,0.999000499833375,0.00012493752082812603,0.00012493752082812603,0.0007496251249687561,0.0
0.001,0.25,0.5,2,True,0.9982516395682277,0.0,0.999000499833375,0.00012493752082812603,0.00012493752082812603,0.0007496251249687561,0.0
0.001,0.25,0.5,10,True,0.9912887120865791,0.0,0.999000499833375,0.00012493752082812603,0.00012493752082812603,0.0007496251249687561,0.0
0.001,0.25,0.5,100,True,0.916223883489326,0.0,0.999000499833375,0.00012493752082812603,0.00012493752082812603,0.0007496251249687561,0.0
0.001,0.25,1,1,True,0.9992503748750313,0.0,0.999000499833375,0.00024987504165625206,0.0,0.0007496251249687561,0.0
0.001,0.25,1,2,True,0.9985013116878906,0.0,0.999000499833375,0.00024987504165625206,0.0,0.0007496251249687561,0.0
0.001,0.25,1,10,True,0.9925289854696997,0.0,0.999000499833375,0.00024987504165625206,0.0,0.0007496251249687561,0.0
0.001,0.25,1,100,True,0.9277521854140367,0.0,0.999000499833375,0.00024987504165625206,0.0,0.0007496251249687561,0.0
0.001,0.5,0,1,True,0.999000499833375,0.0,0.999000499833375,0.0,0.0004997500833125041,0.0004997500833125041,0.0
0.001,0.5,0,2,True,0.9980019986673331,0.0,0.999000499833375,0.0,0.0004997500833125041,0.0004997500833125041,0.0
0.001,0.5,0,10,True,0.9900498337491683,0.0,0.999000499833375,0.0,0.0004997500833125041,0.0004997500833125041,0.0
0.001,0.5,0,100,True,0.9048374180359623,0.0,0.999000499833375,0.0,0.0004997500833125041,0.0004997500833125041,0.0
0.001,0.5,0.25,1,True,0.9991254373542031,0.0,0.999000499833375,0.00012493752082812603,0.00037481256248437806,0.0004997500833125041,0.0
0.001,0.5,0.25,2,True,0.9982516395682277,0.0,0.999000499833375,0.00012493752082812603,0.00037481256248437806,0.0004997500833125041,0.0
0.001,0.5,0.25,10,True,0.9912887120865791,0.0,0.999000499833375,0.00012493752082812603,0.00037481256248437806,0.0004997500833125041,0.0
0.001,0.5,0.25,100,True,0.916223883489326,0.0,0.999000499833375,0.00012493752082812603,0.00037481256248437806,0.0004997500833125041,0.0
0.001,0.5,0.5,1,True,0.9992503748750313,2.220446049250313e-16,0.999000499833375,0.00024987504165625206,0.00024987504165625206,0.0004997500833125041,0.0
0.001,0.5,0.5,2,True,0.9985013116878906,2.220446049250313e-16,0.999000499833375,0.00024987504165625206,0.00024987504165625206,0.0004997500833125041,0.0
0.001,0.5,0.5,10,True,0.9925289854696997,2.220446049250313e-16,0.999000499833375,0.00024987504165625206,0.00024987504165625206,0.0004997500833125041,0.0
0.001,0.5,0.5,100,True,0.9277521854140367,2.220446049250313e-16,0.999000499833375,0.00024987504165625206,0.00024987504165625206,0.0004997500833125041,0.0
0.001,0.5,1,1,True,0.9995002499166875,0.0,0.999000499833375,0.0004997500833125041,0.0,0.0004997500833125041,0.0
0.001,0.5,1,2,True,0.9990007495835208,0.0,0.999000499833375,0.0004997500833125041,0.0,0.0004997500833125041,0.0
0.001,0.5,1,10,True,0.995013722959007,0.0,0.999000499833375,0.0004997500833125041,0.0,0.0004997500833125041,0.0
0.001,0.5,1,100,True,0.9512413149423414,0.0,0.999000499833375,0.0004997500833125041,0.0,0.0004997500833125041,0.0
0.001,1,0,1,True,0.999000499833375,0.0,0.999000499833375,0.0,0.0009995001666250082,0.0,0.0
0.001,1,0,2,True,0.9980019986673331,0.0,0.999000499833375,0.0,0.0009995001666250082,0.0,0.0
0.001,1,0,10,True,0.9900498337491683,0.0,0.999000499833375,0.0,0.0009995001666250082,0.0,0.0
0.001,1,0,100,True,0.9048374180359623,0.0,0.999000499833375,0.0,0.0009995001666250082,0.0,0.0
0.001,1,0.25,1,True,0.9992503748750313,0.0,0.999000499833375,0.00024987504165625206,0.0007496251249687561,0.0,0.0
0.001,1,0.25,2,True,0.9985013116878906,0.0,0.999000499833375,0.00024987504165625206,0.0007496251249687561,0.0,0.0
0.001,1,0.25,10,True,0.9925289854696997,0.0,0.999000499833375,0.00024987504165625206,0.0007496251249687561,0.0,0.0
0.001,1,0.25,100,True,0.9277521854140367,0.0,0.999000499833375,0.00024987504165625206,0.0007496251249687561,0.0,0.0
0.001,1,0.5,1,True,0.9995002499166875,0.0,0.999000499833375,0.0004997500833125041,0.0004997500833125041,0.0,0.0
0.001,1,0.5,2,True,0.9990007495835208,0.0,0.999000499833375,0.0004997500833125041,0.0004997500833125041,0.0,0.0
0.001,1,0.5,10,True,0.995013722959007,0.0,0.999000499833375,0.0004997500833125041,0.0004997500833125041,0.0,0.0
0.001,1,0.5,100,True,0.9512413149423414,0.0,0.999000499833375,0.0004997500833125041,0.0004997500833125041,0.0,0.0
0.001,1,1,1,True,1.0,0.0,0.999000499833375,0.0009995001666250082,0.0,0.0,0.0
0.001,1,1,2,True,1.0,0.0,0.999000499833375,0.0009995001666250082,0.0,0.0,0.0
0.001,1,1,10,True,1.0,0.0,0.999000499833375,0.0009995001666250082,0.0,0.0,0.0
0.001,1,1,100,True,1.0,0.0,0.999000499833375,0.0009995001666250082,0.0,0.0,0.0
0.001,1.2,0,1,False,0.999000499833375,3.843496701461113e-17,0.999000499833375,0.0,0.0011994001999500099,0.0,0.0001999000333250016
0.001,1.2,0,2,False,0.9980019986673331,3.843496701461113e-17,0.999000499833375,0.0,0.0011994001999500099,0.0,0.0001999000333250016
0.001,1.2,0,10,False,0.9900498337491683,3.843496701461113e-17,0.999000499833375,0.0,0.0011994001999500099,0.0,0.0001999000333250016
0.001,1.2,0,100,False,0.9048374180359623,3.843496701461113e-17,0.999000499833375,0.0,0.0011994001999500099,0.0,0.0001999000333250016
0.001,1.2,0.25,1,False,0.9993003498833625,3.843496701461113e-17,0.999000499833375,0.00029985004998750247,0.0008995501499625073,0.0,0.0001999000333250016
0.001,1.2,0.25,2,False,0.9986011892770107,3.843496701461113e-17,0.999000499833375,0.00029985004998750247,0.0008995501499625073,0.0,0.0001999000333250016
0.001,1.2,0.25,10,False,0.9930254857484483,3.843496701461113e-17,0.999000499833375,0.00029985004998750247,0.0008995501499625073,0.0,0.0001999000333250016
0.001,1.2,0.25,100,False,0.9324036113976063,3.843496701461113e-17,0.999000499833375,0.00029985004998750247,0.0008995501499625073,0.0,0.0001999000333250016
0.001,1.2,0.5,1,False,0.99960019993335,3.843496701461113e-17,0.999000499833375,0.0005997000999750049,0.0005997000999750049,0.0,0.0001999000333250016
0.001,1.2,0.5,2,False,0.9992005597067933,3.843496701461113e-17,0.999000499833375,0.0005997000999750049,0.0005997000999750049,0.0,0.0001999000333250016
0.001,1.2,0.5,10,False,0.9960091844745717,3.843496701461113e-17,0.999000499833375,0.0005997000999750049,0.0005997000999750049,0.0,0.0001999000333250016
0.001,1.2,0.5,100,False,0.96080096792571,3.843496701461113e-17,0.999000499833375,0.0005997000999750049,0.0005997000999750049,0.0,0.0001999000333250016
0.001,1.2,1,1,False,1.000199900033325,3.843496701461113e-17,0.999000499833375,0.0011994001999500099,0.0,0.0,0.0001999000333250016
0.001,1.2,1,2,False,1.0003998400266734,3.843496701461113e-17,0.999000499833375,0.0011994001999500099,0.0,0.0,0.0001999000333250016
0.001,1.2,1,10,False,1.0020007994931965,3.843496701461113e-17,0.999000499833375,0.0011994001999500099,0.0,0.0,0.0001999000333250016
0.001,1.2,1,100,False,1.0201891033947044,3.843496701461113e-17,0.999000499833375,0.0011994001999500099,0.0,0.0,0.0001999000333250016
0.01,0,0,1,True,0.9900498337491681,0.0,0.9900498337491681,0.0,0.0,0.009950166250831947,0.0
0.01,0,0,2,True,0.9801986733067554,0.0,0.9900498337491681,0.0,0.0,0.009950166250831947,0.0
0.01,0,0,10,True,0.9048374180359601,0.0,0.9900498337491681,0.0,0.0,0.009950166250831947,0.0
0.01,0,0,100,True,0.3678794411714443,0.0,0.9900498337491681,0.0,0.0,0.009950166250831947,0.0
0.01,0,0.25,1,True,0.9900498337491681,0.0,0.9900498337491681,0.0,0.0,0.009950166250831947,0.0
0.01,0,0.25,2,True,0.9801986733067554,0.0,0.9900498337491681,0.0,0.0,0.009950166250831947,0.0
0.01,0,0.25,10,True,0.9048374180359601,0.0,0.9900498337491681,0.0,0.0,0.009950166250831947,0.0
0.01,0,0.25,100,True,0.3678794411714443,0.0,0.9900498337491681,0.0,0.0,0.009950166250831947,0.0
0.01,0,0.5,1,True,0.9900498337491681,0.0,0.9900498337491681,0.0,0.0,0.009950166250831947,0.0
0.01,0,0.5,2,True,0.9801986733067554,0.0,0.9900498337491681,0.0,0.0,0.009950166250831947,0.0
0.01,0,0.5,10,True,0.9048374180359601,0.0,0.9900498337491681,0.0,0.0,0.009950166250831947,0.0
0.01,0,0.5,100,True,0.3678794411714443,0.0,0.9900498337491681,0.0,0.0,0.009950166250831947,0.0
0.01,0,1,1,True,0.9900498337491681,0.0,0.9900498337491681,0.0,0.0,0.009950166250831947,0.0
0.01,0,1,2,True,0.9801986733067554,0.0,0.9900498337491681,0.0,0.0,0.009950166250831947,0.0
0.01,0,1,10,True,0.9048374180359601,0.0,0.9900498337491681,0.0,0.0,0.009950166250831947,0.0
0.01,0,1,100,True,0.3678794411714443,0.0,0.9900498337491681,0.0,0.0,0.009950166250831947,0.0
0.01,0.25,0,1,True,0.9900498337491681,0.0,0.9900498337491681,0.0,0.0024875415627079868,0.00746262468812396,0.0
0.01,0.25,0,2,True,0.9801986733067554,0.0,0.9900498337491681,0.0,0.0024875415627079868,0.00746262468812396,0.0
0.01,0.25,0,10,True,0.9048374180359601,0.0,0.9900498337491681,0.0,0.0024875415627079868,0.00746262468812396,0.0
0.01,0.25,0,100,True,0.3678794411714443,0.0,0.9900498337491681,0.0,0.0024875415627079868,0.00746262468812396,0.0
0.01,0.25,0.25,1,True,0.9906717191398451,0.0,0.9900498337491681,0.0006218853906769967,0.00186565617203099,0.00746262468812396,0.0
0.01,0.25,0.25,2,True,0.9814304551034961,0.0,0.9900498337491681,0.0006218853906769967,0.00186565617203099,0.00746262468812396,0.0
0.01,0.25,0.25,10,True,0.9105371148279746,0.0,0.9900498337491681,0.0006218853906769967,0.00186565617203099,0.00746262468812396,0.0
0.01,0.25,0.25,100,True,0.39172070703804135,0.0,0.9900498337491681,0.0006218853906769967,0.00186565617203099,0.00746262468812396,0.0
0.01,0.25,0.5,1,True,0.9912936045305221,0.0,0.9900498337491681,0.0012437707813539934,0.0012437707813539934,0.00746262468812396,0.0
0.01,0.25,0.5,2,True,0.9826630103831151,0.0,0.9900498337491681,0.0012437707813539934,0.0012437707813539934,0.00746262468812396,0.0
0.01,0.25,0.5,10,True,0.9162691041550254,0.0,0.9900498337491681,0.0012437707813539934,0.0012437707813539934,0.00746262468812396,0.0
0.01,0.25,0.5,100,True,0.41709062433602223,0.0,0.9900498337491681,0.0012437707813539934,0.0012437707813539934,0.00746262468812396,0.0
0.01,0.25,1,1,True,0.9925373753118761,0.0,0.9900498337491681,0.0024875415627079868,0.0,0.00746262468812396,0.0
0.01,0.25,1,2,True,0.985130441390988,0.0,0.9900498337491681,0.0024875415627079868,0.0,0.00746262468812396,0.0
0.01,0.25,1,10,True,0.9278306112395284,0.0,0.9900498337491681,0.0024875415627079868,0.0,0.00746262468812396,0.0
0.01,0.25,1,100,True,0.47281034233128894,0.0,0.9900498337491681,0.0024875415627079868,0.0,0.00746262468812396,0.0
0.01,0.5,0,1,True,0.9900498337491681,0.0,0.9900498337491681,0.0,0.0049750831254159735,0.0049750831254159735,0.0
0.01,0.5,0,2,True,0.9801986733067554,0.0,0.9900498337491681,0.0,0.0049750831254159735,0.0049750831254159735,0.0
0.01,0.5,0,10,True,0.9048374180359601,0.0,0.9900498337491681,0.0,0.0049750831254159735,0.0049750831254159735,0.0
0.01,0.5,0,100,True,0.3678794411714443,0.0,0.9900498337491681,0.0,0.0049750831254159735,0.0049750831254159735,0.0
0.01,0.5,0.25,1,True,0.9912936045305221,0.0,0.9900498337491681,0.0012437707813539934,0.00373131234406198,0.0049750831254159735,0.0
0.01,0.5,0.25,2,True,0.9826630103831151,0.0,0.9900498337491681,0.0012437707813539934,0.00373131234406198,0.0049750831254159735,0.0
0.01,0.5,0.25,10,True,0.9162691041550254,0.0,0.9900498337491681,0.0012437707813539934,0.00373131234406198,0.0049750831254159735,0.0
0.01,0.5,0.25,100,True,0.41709062433602223,0.0,0.9900498337491681,0.0012437707813539934,0.00373131234406198,0.0049750831254159735,0.0
0.01,0.5,0.5,1,True,0.9925373753118761,2.220446049250313e-16,0.9900498337491681,0.0024875415627079868,0.0024875415627079868,0.0049750831254159735,0.0
0.01,0.5,0.5,2,True,0.985130441390988,2.220446049250313e-16,0.9900498337491681,0.0024875415627079868,0.0024875415627079868,0.0049750831254159735,0.0
0.01,0.5,0.5,10,True,0.9278306112395284,2.220446049250313e-16,0.9900498337491681,0.0024875415627079868,0.0024875415627079868,0.0049750831254159735,0.0
0.01,0.5,0.5,100,True,0.47281034233128894,2.220446049250313e-16,0.9900498337491681,0.0024875415627079868,0.0024875415627079868,0.0049750831254159735,0.0
0.01,0.5,1,1,True,0.995024916874584,0.0,0.9900498337491681,0.0049750831254159735,0.0,0.0049750831254159735,0.0
0.01,0.5,1,2,True,0.9900745852012729,0.0,0.9900498337491681,0.0049750831254159735,0.0,0.0049750831254159735,0.0
0.01,0.5,1,10,True,0.9513483351150758,0.0,0.9900498337491681,0.0049750831254159735,0.0,0.0049750831254159735,0.0
0.01,0.5,1,100,True,0.6072892939239098,0.0,0.9900498337491681,0.0049750831254159735,0.0,0.0049750831254159735,0.0
0.01,1,0,1,True,0.9900498337491681,0.0,0.9900498337491681,0.0,0.009950166250831947,0.0,0.0
0.01,1,0,2,True,0.9801986733067554,0.0,0.9900498337491681,0.0,0.009950166250831947,0.0,0.0
0.01,1,0,10,True,0.9048374180359601,0.0,0.9900498337491681,0.0,0.009950166250831947,0.0,0.0
0.01,1,0,100,True,0.3678794411714443,0.0,0.9900498337491681,0.0,0.009950166250831947,0.0,0.0
0.01,1,0.25,1,True,0.9925373753118761,0.0,0.9900498337491681,0.0024875415627079868,0.00746262468812396,0.0,0.0
0.01,1,0.25,2,True,0.985130441390988,0.0,0.9900498337491681,0.0024875415627079868,0.00746262468812396,0.0,0.0
0.01,1,0.25,10,True,0.9278306112395284,0.0,0.9900498337491681,0.0024875415627079868,0.00746262468812396,0.0,0.0
0.01,1,0.25,100,True,0.47281034233128894,0.0,0.9900498337491681,0.0024875415627079868,0.00746262468812396,0.0,0.0
0.01,1,0.5,1,True,0.995024916874584,0.0,0.9900498337491681,0.0049750831254159735,0.0049750831254159735,0.0,0.0
0.01,1,0.5,2,True,0.9900745852012729,0.0,0.9900498337491681,0.0049750831254159735,0.0049750831254159735,0.0,0.0
0.01,1,0.5,10,True,0.9513483351150758,0.0,0.9900498337491681,0.0049750831254159735,0.0049750831254159735,0.0,0.0
0.01,1,0.5,100,True,0.6072892939239098,0.0,0.9900498337491681,0.0049750831254159735,0.0049750831254159735,0.0,0.0
0.01,1,1,1,True,1.0,0.0,0.9900498337491681,0.009950166250831947,0.0,0.0,0.0
0.01,1,1,2,True,1.0,0.0,0.9900498337491681,0.009950166250831947,0.0,0.0,0.0
0.01,1,1,10,True,1.0,0.0,0.9900498337491681,0.009950166250831947,0.0,0.0,0.0
0.01,1,1,100,True,1.0,0.0,0.9900498337491681,0.009950166250831947,0.0,0.0,0.0
0.01,1.2,0,1,False,0.9900498337491681,-5.4643789493269423e-17,0.9900498337491681,0.0,0.011940199500998337,0.0,0.001990033250166389
0.01,1.2,0,2,False,0.9801986733067554,-5.4643789493269423e-17,0.9900498337491681,0.0,0.011940199500998337,0.0,0.001990033250166389
0.01,1.2,0,10,False,0.9048374180359601,-5.4643789493269423e-17,0.9900498337491681,0.0,0.011940199500998337,0.0,0.001990033250166389
0.01,1.2,0,100,False,0.3678794411714443,-5.4643789493269423e-17,0.9900498337491681,0.0,0.011940199500998337,0.0,0.001990033250166389
0.01,1.2,0.25,1,False,0.9930348836244177,1.6740081543176188e-16,0.9900498337491681,0.002985049875249584,0.008955149625748752,0.0,0.001990033250166389
0.01,1.2,0.25,2,False,0.9861182800949608,1.6740081543176188e-16,0.9900498337491681,0.002985049875249584,0.008955149625748752,0.0,0.001990033250166389
0.01,1.2,0.25,10,False,0.9324918567327567,1.6740081543176188e-16,0.9900498337491681,0.002985049875249584,0.008955149625748752,0.0,0.001990033250166389
0.01,1.2,0.25,100,False,0.49710768701294533,1.6740081543176188e-16,0.9900498337491681,0.002985049875249584,0.008955149625748752,0.0,0.001990033250166389
0.01,1.2,0.5,1,False,0.9960199334996672,-5.4643789493269423e-17,0.9900498337491681,0.005970099750499168,0.005970099750499168,0.0,0.001990033250166389
0.01,1.2,0.5,2,False,0.9920557079286815,-5.4643789493269423e-17,0.9900498337491681,0.005970099750499168,0.005970099750499168,0.0,0.001990033250166389
0.01,1.2,0.5,10,False,0.9609046635085328,-5.4643789493269423e-17,0.9900498337491681,0.005970099750499168,0.005970099750499168,0.0,0.001990033250166389
0.01,1.2,0.5,100,False,0.6711243730668252,-5.4643789493269423e-17,0.9900498337491681,0.005970099750499168,0.005970099750499168,0.0,0.001990033250166389
0.01,1.2,1,1,False,1.0019900332501663,-5.4643789493269423e-17,0.9900498337491681,0.011940199500998337,0.0,0.0,0.001990033250166389
0.01,1.2,1,2,False,1.0039840267326694,-5.4643789493269423e-17,0.9900498337491681,0.011940199500998337,0.0,0.0,0.001990033250166389
0.01,1.2,1,10,False,1.0200794919775018,-5.4643789493269423e-17,0.9900498337491681,0.011940199500998337,0.0,0.0,0.001990033250166389
0.01,1.2,1,100,False,1.2199447559456396,-5.4643789493269423e-17,0.9900498337491681,0.011940199500998337,0.0,0.0,0.001990033250166389
