kind	value	source
plateifu	11012-9101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11013-12703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11013-12704	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11013-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11013-3701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11013-6101	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11013-6102	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11014-12704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11014-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11014-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11014-3701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11016-12701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11016-12702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11016-12703	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11016-6102	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11017-12701	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11017-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11017-6101	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11017-6102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11018-1901	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11018-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11018-3702	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11018-6104	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11019-12701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11019-12702	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11019-1901	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11019-1902	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	11019-3701	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11019-3703	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11019-9102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11020-6104	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11020-9102	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11021-12704	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11021-12705	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11021-1901	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11021-3701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11021-6103	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11021-6104	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11022-12702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11022-12703	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11022-3702	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11022-3703	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11022-6101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11022-6102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11022-6104	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11025-12701	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11025-12703	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11025-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11025-3704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11742-12701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11742-12704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11742-3703	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11743-12702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11743-12703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11743-12705	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11743-6101	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11743-6102	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11743-6104	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11744-12702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11744-1902	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11744-6101	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11744-6104	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11745-12703	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11745-1902	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11745-6104	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11746-12704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11746-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11746-1902	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11746-6101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11748-3703	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	11750-12701	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11750-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11750-3701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11750-3702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11750-3704	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11750-9101	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11751-1901	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11751-3701	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11751-3702	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11751-6102	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11751-6103	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11751-6104	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11751-9102	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11757-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11757-3702	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11757-3704	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11757-6103	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11757-9101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11758-12701	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11758-12702	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11758-3701	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11758-6103	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11758-9101	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11760-12701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11760-1902	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11760-3702	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11760-6104	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11760-9102	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11761-12701	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11761-12702	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11761-12704	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11761-3704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11823-12704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11823-3702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11823-3703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11823-6101	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11823-9101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11824-3701	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11824-3702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11824-6101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11824-6102	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11826-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11826-3703	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11826-6102	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11826-6103	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11826-9101	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11827-12704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11827-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11827-6101	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11828-3702	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	11830-12702	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11830-12703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11830-12704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11830-1902	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11830-3701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11830-3702	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11830-6102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11830-6104	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11831-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11831-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11831-3701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11831-6101	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11831-6103	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11832-12703	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11832-3704	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11832-9101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11833-12702	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11833-12704	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11833-6104	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11833-9102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11834-12702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11834-1901	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11834-3701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11834-6102	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11835-12701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11835-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11835-1902	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11835-6102	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11835-9101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11835-9102	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11863-12704	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11863-3702	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11863-3704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11863-6102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11863-6103	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11868-12705	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11868-9101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11871-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11871-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11871-3703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11871-3704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11871-6103	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11871-9102	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	11872-6102	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	11872-6104	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11941-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11941-3704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11941-6103	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11942-1902	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11942-3701	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11942-3703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11942-6101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11942-9102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11943-12702	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11943-12704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11943-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11943-3703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11943-3704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11943-6102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11943-6104	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11944-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11944-6101	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11944-6102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11944-6103	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11944-9102	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11945-12703	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11945-12705	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11945-3702	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11945-6101	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11946-12702	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11946-12703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11946-1901	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11946-3701	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11946-6103	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11951-3702	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	11952-12702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11952-12704	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11957-3702	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	11963-3701	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11963-9102	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11967-3701	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	11975-12705	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11975-3701	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11975-3702	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	11975-3703	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11975-3704	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11975-6103	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11977-12703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11977-12705	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11977-6101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11977-6102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11978-12703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11978-12705	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11978-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11978-3702	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11978-3704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11979-6101	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	11979-6103	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11979-9102	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11982-12704	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11982-9102	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11983-12701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11983-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11983-3703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11983-6104	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	11984-12702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11984-12704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11984-6101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	11984-6102	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	11984-6104	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	12066-12701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	12066-12703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	12066-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	12066-1901	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	12066-3701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	12066-3703	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	12066-9101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	12073-3703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	12073-9102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	12078-6102	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	12083-3703	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	12089-6102	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	12506-3702	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	12674-1901	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	12682-3701	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	7443-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	7443-1901	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	7443-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	7443-6102	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	7495-12701	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	7495-12704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	7495-9102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	7815-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	7815-6102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	7815-9102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	7957-3702	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	7957-3703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	7958-6102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	7960-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	7960-3702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	7961-12701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	7961-3704	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	7962-12701	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	7962-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	7962-9101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	7962-9102	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	7963-12703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	7963-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
