ra_deg	dec_deg	source	identity
2.236544952393e+02	5.131950855255e+00	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-368851
2.236683333333e+02	-1.740555555556e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.236694000000e+02	-1.740570000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4495
2.236824798584e+02	3.687105560303e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-262177
2.237157916667e+02	2.422275833333e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J145451.78+241321.8
2.237792053223e+02	3.372444534302e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-593543
2.237802581787e+02	3.484333038330e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-262307
2.237877000000e+02	4.381860000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5295
2.238041666667e+02	-1.966500000000e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.238380833333e+02	5.297819444444e+00	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J145521.13+051752.0
2.238927000000e+02	-3.827830000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3267
2.239224243164e+02	4.554075241089e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-593544
2.240080900000e+02	-1.387660000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2515
2.240177000000e+02	-2.776800000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3638
2.240181884766e+02	4.540526580811e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-576436
2.241389000000e+02	-2.450210000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5594
2.241400000000e+02	-2.450250000000e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.241609300000e+02	-1.648786000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2259
2.241609300000e+02	-1.648786000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2260
2.241717200000e+02	-1.724397000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1893
2.241717200000e+02	-1.724397000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1894
2.241717200000e+02	-1.724397000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1895
2.242778000000e+02	-3.180360000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3639
2.242890777588e+02	4.863396835327e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-198153
2.243089599609e+02	5.315203094482e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-631680
2.243744000000e+02	-1.845330000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4067
2.244143333333e+02	2.666473888889e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J145739.42+263953.0
2.244370416667e+02	6.626950000000e+00	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J145744.89+063736.9
2.244377899170e+02	3.316563415527e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-314332
2.244412500000e+02	7.168153000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1906
2.244451000000e+02	-4.414650000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3143
2.244569000000e+02	-3.787680000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3268
2.244850921631e+02	4.934438323975e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-246633
2.245129000000e+02	-1.938970000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4068
2.245191802979e+02	3.412234115601e+01	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json	1-314639
2.245675506592e+02	5.607032775879e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-131087
2.245824000000e+02	-3.755620000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3450
2.245946200000e+02	-1.091080000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1896
2.245946200000e+02	-1.091080000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1897
2.245946200000e+02	-1.091080000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1898
2.245946200000e+02	-1.091080000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1899
2.246418914795e+02	5.509570121765e+00	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-368816
2.246577500000e+02	6.775188888889e+00	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J145837.85+064630.5
2.247371978760e+02	3.178664970398e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-314817
2.247488400000e+02	5.392317000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1905
2.247496490479e+02	4.840985488892e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-198182
2.248438000000e+02	-2.001930000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4069
2.248643750000e+02	2.558410555556e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J145927.44+253502.7
2.248979797363e+02	4.932744598389e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-246614
2.249054166667e+02	-1.872583333333e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.249092000000e+02	-1.873160000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4070
2.249200000000e+02	-6.990280000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2261
2.249411315918e+02	4.950392913818e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-246570
2.250017000000e+02	1.891300000000e+00	item12_legacy_predecessor_coordinate_union	legacy-4920
2.250018000000e+02	1.891270000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1900
2.250018000000e+02	1.891270000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1901
2.250018000000e+02	1.891270000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1902
2.250018000000e+02	1.891270000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1903
2.250079193115e+02	4.974681091309e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-246565
2.250106250000e+02	5.567594444444e+00	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J150002.53+053403.3
2.250387916667e+02	1.332939166667e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J150009.30+131945.7
2.250605316162e+02	5.310086822510e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-576335
2.250745000000e+02	1.134335000000e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J150017.87+112036.0
2.250889166667e+02	1.472075555556e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J150021.34+144314.6
2.250992000000e+02	-3.736210000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3451
2.251513000000e+02	-2.189160000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4071
2.251609000000e+02	-2.171800000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4072
2.252009735107e+02	4.766323852539e+01	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json	1-198461
2.252179500000e+02	-1.416529000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1904
2.252362213135e+02	4.156626510620e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-236099
2.252500000000e+02	-1.512167000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2262
2.252503000000e+02	-1.512180000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4483
2.252504166667e+02	-1.512194444444e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.252854166700e+02	-4.829250000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5835
2.252854166700e+02	-4.829250000000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	ESO223-009
2.253360595703e+02	5.461584854126e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-131263
2.253384000000e+02	-3.974920000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3269
2.253889770508e+02	4.911243057251e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-246549
2.254124298096e+02	3.805582046509e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-252619
2.254173431396e+02	4.937379837036e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-246543
2.254417083333e+02	1.511314444444e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J150146.01+150647.3
2.255147200000e+02	1.841110000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2516
2.256229553223e+02	5.357573318481e+01	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json	1-208472
2.256913452148e+02	5.351216888428e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-576292
2.256987915039e+02	3.804224014282e+01	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json	1-252863
2.257915191650e+02	4.181631851196e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-236141
2.258042144775e+02	4.985115432739e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-246542
2.258709000000e+02	-8.279630000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2769
2.258960833333e+02	1.164786944444e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J150335.07+113852.3
2.259028000000e+02	2.847590000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2736
2.259185000000e+02	2.847570000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2737
2.260123700000e+02	7.763428000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2520
2.260562500000e+02	-7.222780000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2263
2.260562500000e+02	-7.222780000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2264
2.260602722168e+02	5.249415969849e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-593597
2.261130800000e+02	-1.443986000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2265
2.261256200000e+02	-8.513300000000e-01	item12_legacy_predecessor_coordinate_union	legacy-2517
2.261271514893e+02	4.306941986084e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-321982
2.261355743408e+02	4.387765884399e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-321979
2.261659545898e+02	5.471400451660e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-593604
2.261929000000e+02	2.835400000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2620
2.262318115234e+02	3.112498092651e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-314719
2.262404000000e+02	2.861250000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2621
2.262475738525e+02	4.864662551880e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-246947
2.262481000000e+02	2.844690000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5595
2.262543750000e+02	5.796769444444e+00	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J150501.04+054748.3
2.262554000000e+02	2.838410000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2622
2.262902000000e+02	2.881340000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2623
2.263116666667e+02	3.260333333333e+01	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC258694
2.263594700000e+02	4.656531000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2518
2.263594700000e+02	4.656531000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2519
2.263663750000e+02	1.442797500000e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J150527.92+142540.6
2.264042000000e+02	3.116380000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5296
2.264209000000e+02	-4.244950000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4305
2.264361114502e+02	4.678859329224e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-198238
2.264806000000e+02	2.854020000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5596
2.265340000000e+02	-3.991790000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3270
2.265466666667e+02	2.095277777778e+00	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC252399
2.265751000000e+02	2.872830000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5597
2.265820000000e+02	-4.103030000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3271
2.266429166667e+02	3.173472222222e+01	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC250082
2.266450000000e+02	2.048805555556e+01	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC746156
2.267672000000e+02	2.121070000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5297
2.267819800000e+02	1.544280000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1907
2.267819800000e+02	1.544280000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1908
2.267819800000e+02	1.544280000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1909
2.267819800000e+02	1.544280000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1910
2.267819800000e+02	1.544280000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1911
2.267819800000e+02	1.544280000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1912
2.268027496338e+02	4.630830764771e+01	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json	1-198226
2.268298333333e+02	8.585358333333e+00	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J150719.14+083507.3
2.268564166667e+02	1.388928611111e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J150725.50+135321.2
2.268662000000e+02	-3.632740000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4922
2.268966369629e+02	5.352524948120e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-208539
2.269119262695e+02	4.455625915527e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-322020
2.269374542236e+02	5.145283126831e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-631871
2.269487500000e+02	2.568630000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1913
2.269487500000e+02	2.568630000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1914
2.269708750000e+02	8.436872222222e+00	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J150752.99+082612.6
2.270695953369e+02	4.291637420654e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-321963
2.270952000000e+02	-2.884450000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3640
2.273048000000e+02	5.252840000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4923
2.273175000000e+02	-1.132222222222e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.273898700000e+02	3.052770000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1915
2.273898700000e+02	3.052770000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1916
2.274058685303e+02	4.513456726074e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-322028
2.274445830000e+02	5.700027800000e+01	runs/gravity/roadmap/item-28-periodic-gravity-v1-source/sample-manifest.json	UGC 9753
2.274447000000e+02	5.700015000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1920
2.274447000000e+02	5.700015000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1921
2.274447000000e+02	5.700020000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4924
2.274508333333e+02	1.546632222222e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J150948.20+152758.8
2.274511000000e+02	5.768800000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5598
2.274811859131e+02	2.838217735291e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-436574
2.274920000000e+02	5.723200000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5599
2.274979166667e+02	3.148083333333e+01	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC254358
2.275228000000e+02	5.782700000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5600
2.275366821289e+02	4.610467910767e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-198664
2.275519000000e+02	5.771300000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5601
2.275703400000e+02	1.933300000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2521
2.275703400000e+02	1.933300000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2522
2.275950000000e+02	5.550400000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5602
2.276264000000e+02	5.501900000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2624
2.276617000000e+02	5.674400000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5603
2.276904000000e+02	5.723100000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5064
2.276938000000e+02	5.591400000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5604
2.277098000000e+02	5.610800000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5065
2.277401000000e+02	5.981400000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2697
2.277560000000e+02	5.659400000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5066
2.277582000000e+02	-3.125950000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3641
2.277612915039e+02	5.205004119873e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-576340
2.277714000000e+02	5.520200000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2723
2.277999000000e+02	5.653800000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5605
2.278119000000e+02	5.653900000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5606
2.278166000000e+02	5.696600000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2625
2.278552000000e+02	5.809700000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5607
2.278638000488e+02	4.108999252319e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-236268
2.278709000000e+02	5.771400000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5608
2.279014129639e+02	3.171314430237e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-315206
2.279056000000e+02	5.397600000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5298
2.279120000000e+02	5.769800000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5609
2.279290000000e+02	6.068400000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2626
2.279298000000e+02	5.667900000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2627
2.279468000000e+02	5.931100000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2628
2.279478000000e+02	5.929900000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2698
2.279735000000e+02	-7.285940000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4921
2.279897916667e+02	1.155398333333e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J151157.55+113314.2
2.280090900000e+02	1.697610000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2523
2.280108000000e+02	6.931700000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5610
2.280189000000e+02	7.025800000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5611
2.280300000000e+02	5.578509000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1917
2.280463714600e+02	5.631110000610e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-89622
2.280469000000e+02	7.564300000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2680
2.280501708984e+02	5.554378890991e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-131338
2.280684204102e+02	3.051890945435e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-631986
2.280745416667e+02	2.614062777778e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J151217.89+260826.2
2.281025000000e+02	1.048763333333e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J151224.60+102915.4
2.281165000000e+02	-4.263240000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3272
2.281175000000e+02	-4.201780000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3273
2.281329583333e+02	1.282510277778e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J151231.91+124930.3
2.281695833333e+02	2.563361111111e+01	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC733593
2.281697083333e+02	1.499862222222e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J151240.72+145955.0
2.281763763428e+02	2.779955863953e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-436646
2.282807312012e+02	4.126461791992e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-593698
2.282950744629e+02	4.326171112061e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-321932
2.283210000000e+02	-1.813669000000e+01	item12_legacy_predecessor_coordinate_union	legacy-487
2.283210000000e+02	-1.813669000000e+01	item12_legacy_predecessor_coordinate_union	legacy-488
2.283345416667e+02	6.618061111111e+00	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J151320.28+063704.9
2.283697000000e+02	6.991200000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2629
2.283721618652e+02	4.233025360107e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-593702
2.283788900000e+02	-2.067509000000e+01	item12_legacy_predecessor_coordinate_union	legacy-360
2.284104000000e+02	7.327500000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2696
2.284148559570e+02	2.824446105957e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-373878
2.284373000000e+02	-2.366170000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3842
2.284395833333e+02	-1.427027777778e+01	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
2.284403800000e+02	-1.426978000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1918
2.284403800000e+02	-1.426978000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1919
2.284508300000e+02	-1.546377000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1923
2.284508300000e+02	-1.546377000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1924
2.284531000000e+02	7.154500000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5612
2.285028750000e+02	1.911500833333e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J151400.72+190654.1
2.285212916667e+02	5.064961111111e+00	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J151405.10+050353.9
2.285471000000e+02	7.197600000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2630
2.285677000000e+02	7.339900000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5613
2.285940246582e+02	3.088335227966e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-315103
2.286030000000e+02	7.614600000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5614
2.286054534912e+02	4.825087738037e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-246857
2.286194458008e+02	3.424981307983e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-262831
2.286195416667e+02	9.954886111111e+00	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J151428.68+095717.5
2.286327209473e+02	3.103095245361e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-315099
2.286386666667e+02	2.577265000000e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J151433.28+254621.5
2.286869166667e+02	1.436002500000e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J151444.83+142136.1
2.287078000000e+02	7.590300000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5615
2.287540435791e+02	5.543201065063e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-131378
2.287635500000e+02	4.204985000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1925
2.287673100000e+02	-1.008602000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1922
2.287815000000e+02	7.021300000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2631
2.287863464355e+02	2.838498115540e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-373827
2.288042083333e+02	2.500385833333e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J151512.99+250014.1
2.289688000000e+02	-4.010440000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3274
2.289737000000e+02	5.632885000000e+01	item12_legacy_predecessor_coordinate_union	legacy-84
2.289740000000e+02	5.632880000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4925
2.290039000000e+02	5.448230000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5299
2.290409000000e+02	-4.182410000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3275
2.290599583333e+02	1.569413888889e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J151614.38+154138.8
2.292464583333e+02	2.448821388889e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J151659.15+242917.4
2.293258000000e+02	-2.229760000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4073
2.293747000000e+02	8.177600000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2566
2.294290000000e+02	8.016100000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2681
2.294373931885e+02	3.100438499451e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-315063
2.294408000000e+02	-3.308790000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3452
