model,core,q,logpdf
cap4_floor1e-06,validation_r02_c07,0.40153592249791026,0.9293675787847222
cap4_floor1e-06,validation_r02_c08,0.4050041066252858,0.9276334867210345
cap4_floor1e-06,validation_r03_c05,0.39088241813575325,0.9346943309658007
cap4_floor1e-06,validation_r03_c06,0.3968004718946847,0.931735304086335
cap4_floor1e-06,validation_r04_c04,0.3966067702057634,0.9318321549307957
cap4_floor1e-06,validation_r04_c05,0.4080237905384879,0.9261236447644332
cap4_floor1e-06,validation_r05_c03,0.3956103385310423,0.9323303707681563
cap4_floor1e-06,validation_r05_c04,0.3964020943635916,0.9319344928518817
cap4_floor1e-06,validation_r06_c03,0.4068552131337908,0.9267079334667819
cap4_floor1e-06,validation_r07_c02,0.40698942531182214,0.9266408273777663
cap4_floor1e-06,validation_r08_c02,0.4014011852334884,0.9294349474169332
cap4_floor1e-06,validation_r09_c02,0.39675308713882956,0.9317589964642624
cap4_floor1e-06,validation_r10_c01,0.3956438407607372,0.9323136196533086
cap4_floor1e-06,validation_r10_c02,0.4004838803376497,0.9298935998648525
cap4_floor1e-06,validation_r11_c02,0.39539902385962994,0.9324360281038624
cap4_floor1e-06,validation_r12_c02,0.4076575406519716,0.9263067697076915
cap4_floor1e-06,validation_r13_c02,0.4002387302602182,0.9300161749035681
cap4_floor1e-06,validation_r14_c02,0.3980617266617292,0.9311046767028128
cap4_floor1e-06,validation_r14_c03,0.3932206648205531,0.9335252076234007
cap4_floor1e-06,validation_r15_c03,0.4061116057476214,0.9270797371598666
cap4_floor1e-06,validation_r16_c04,0.39171080926105,0.9342801354031522
cap4_floor1e-06,validation_r17_c05,0.3910862743253343,0.9345924028710101
cap4_floor1e-06,validation_r17_c06,0.4017110962230596,0.9292799919221476
cap4_floor1e-06,validation_r18_c06,0.4045870801383642,0.9278419999644953
cap4_floor1e-06,validation_r18_c07,0.4139130946788893,0.9231789926942326
cap4_floor1e-06,validation_r18_c08,0.40177722502970087,0.9292469275188268
cap4_floor1e-06,validation_r19_c08,0.4166358371045942,0.9218176214813804
cap4_floor0.0001,validation_r02_c07,0.4015133242487664,0.9268151589546898
cap4_floor0.0001,validation_r02_c08,0.4049820454213277,0.9250807983684092
cap4_floor0.0001,validation_r03_c05,0.39085969960088507,0.9321419712786304
cap4_floor0.0001,validation_r03_c06,0.39677866364981,0.9291824892541678
cap4_floor0.0001,validation_r04_c04,0.3965841556513037,0.9292797432534212
cap4_floor0.0001,validation_r04_c05,0.40800038461370436,0.9235716287722209
cap4_floor0.0001,validation_r05_c03,0.39558706378307495,0.9297782891875355
cap4_floor0.0001,validation_r05_c04,0.3963810735136993,0.9293812843222234
cap4_floor0.0001,validation_r06_c03,0.40683413227446125,0.9241547549418424
cap4_floor0.0001,validation_r07_c02,0.40696542932120566,0.9240891064184703
cap4_floor0.0001,validation_r08_c02,0.4013806881671982,0.9268814769954737
cap4_floor0.0001,validation_r09_c02,0.3967305331180633,0.9292065545200413
cap4_floor0.0001,validation_r10_c01,0.39561878968863434,0.9297624262347558
cap4_floor0.0001,validation_r10_c02,0.4004623623738524,0.9273406398921467
cap4_floor0.0001,validation_r11_c02,0.3953761537093625,0.9298837442243918
cap4_floor0.0001,validation_r12_c02,0.40763522486622245,0.9237542086459618
cap4_floor0.0001,validation_r13_c02,0.4002159363883109,0.9274638528849176
cap4_floor0.0001,validation_r14_c02,0.3980398721901622,0.9285518849839919
cap4_floor0.0001,validation_r14_c03,0.39319827471365726,0.9309726837222443
cap4_floor0.0001,validation_r15_c03,0.40608879212264776,0.924527425017749
cap4_floor0.0001,validation_r16_c04,0.39168853631921374,0.9317275529194661
cap4_floor0.0001,validation_r17_c05,0.39106372402590167,0.932039959066122
cap4_floor0.0001,validation_r17_c06,0.4016871256533731,0.9267282582523865
cap4_floor0.0001,validation_r18_c06,0.40456264536225806,0.925290498397944
cap4_floor0.0001,validation_r18_c07,0.4138906238817029,0.9206265091382214
cap4_floor0.0001,validation_r18_c08,0.4017538647523784,0.9266948887028837
cap4_floor0.0001,validation_r19_c08,0.4166137767821156,0.9192649326880151
cap4_floor0.01,validation_r02_c07,0.39982922116336383,0.8063870872675628
cap4_floor0.01,validation_r02_c08,0.403335367103196,0.8046340142976467
cap4_floor0.01,validation_r03_c05,0.38913790334536624,0.8117327461765618
cap4_floor0.01,validation_r03_c06,0.39512158059627345,0.8087409075511081
cap4_floor0.01,validation_r04_c04,0.39486899338150977,0.8088672011584899
cap4_floor0.01,validation_r04_c05,0.4062315872352405,0.8031859042316245
cap4_floor0.01,validation_r05_c03,0.3938094923027127,0.8093969516978886
cap4_floor0.01,validation_r05_c04,0.39480220408422384,0.8089005958071328
cap4_floor0.01,validation_r06_c03,0.405263409262931,0.8036699932177792
cap4_floor0.01,validation_r07_c02,0.4051409115379809,0.8037312420802544
cap4_floor0.01,validation_r08_c02,0.39986354917959993,0.8063699232594448
cap4_floor0.01,validation_r09_c02,0.3950264302209803,0.8087884827387548
cap4_floor0.01,validation_r10_c01,0.39371275105888626,0.8094453223198016
cap4_floor0.01,validation_r10_c02,0.3988453211160739,0.8068790372912078
cap4_floor0.01,validation_r11_c02,0.3936375046995568,0.8094829454994663
cap4_floor0.01,validation_r12_c02,0.4059670512014905,0.8033181722484996
cap4_floor0.01,validation_r13_c02,0.39849407323418845,0.8070546612321507
cap4_floor0.01,validation_r14_c02,0.39637003794650816,0.8081166788759909
cap4_floor0.01,validation_r14_c03,0.3914803487983767,0.8105615234500566
cap4_floor0.01,validation_r15_c03,0.40437106160112746,0.804116167048681
cap4_floor0.01,validation_r16_c04,0.3900133419107204,0.8112950268938847
cap4_floor0.01,validation_r17_c05,0.38936466044616114,0.8116193676261642
cap4_floor0.01,validation_r17_c06,0.39986807437472033,0.8063676606618846
cap4_floor0.01,validation_r18_c06,0.40270561698410934,0.80494888935719
cap4_floor0.01,validation_r18_c07,0.41219136949761814,0.8002060131004357
cap4_floor0.01,validation_r18_c08,0.4000013232612695,0.8063010362186102
cap4_floor0.01,validation_r19_c08,0.41496178603604195,0.7988208048312239
cap8_floor1e-06,validation_r02_c07,0.38623784962118096,0.8997681846240495
cap8_floor1e-06,validation_r02_c08,0.3894247702980297,0.8981747242856252
cap8_floor1e-06,validation_r03_c05,0.3759714323334789,0.9049013932679003
cap8_floor1e-06,validation_r03_c06,0.3816026009697912,0.9020858089497443
cap8_floor1e-06,validation_r04_c04,0.3815386388878864,0.9021177899906967
cap8_floor1e-06,validation_r04_c05,0.3923451617086843,0.8967145285802979
cap8_floor1e-06,validation_r05_c03,0.37965013559424626,0.9030620416375169
cap8_floor1e-06,validation_r05_c04,0.38118317378422806,0.9022955225425258
cap8_floor1e-06,validation_r06_c03,0.3911730133740224,0.8973006027476289
cap8_floor1e-06,validation_r07_c02,0.3915920497457775,0.8970910845617511
cap8_floor1e-06,validation_r08_c02,0.38647793449977064,0.8996481421847545
cap8_floor1e-06,validation_r09_c02,0.3811843728754491,0.9022949229969154
cap8_floor1e-06,validation_r10_c01,0.3803822531156554,0.9026959828768121
cap8_floor1e-06,validation_r10_c02,0.38550812204323454,0.9001330484130227
cap8_floor1e-06,validation_r11_c02,0.37972597690528614,0.9030241209819968
cap8_floor1e-06,validation_r12_c02,0.3920448801362157,0.896864669366532
cap8_floor1e-06,validation_r13_c02,0.3849220569959411,0.9004260809366694
cap8_floor1e-06,validation_r14_c02,0.3826017497629743,0.9015862345531529
cap8_floor1e-06,validation_r14_c03,0.3781278421566919,0.9038231883562938
cap8_floor1e-06,validation_r15_c03,0.3908746170857571,0.8974498008917613
cap8_floor1e-06,validation_r16_c04,0.3767431392613847,0.9045155398039475
cap8_floor1e-06,validation_r17_c05,0.3758873653169845,0.9049434267761476
cap8_floor1e-06,validation_r17_c06,0.38605511091441297,0.8998595539774333
cap8_floor1e-06,validation_r18_c06,0.38872408416746457,0.8985250673509076
cap8_floor1e-06,validation_r18_c07,0.3978918006195192,0.8939412091248802
cap8_floor1e-06,validation_r18_c08,0.3860439557233204,0.8998651315729799
cap8_floor1e-06,validation_r19_c08,0.4007759189771393,0.8924991499460703
cap8_floor0.0001,validation_r02_c07,0.38622022431561526,0.8974454851461049
cap8_floor0.0001,validation_r02_c08,0.38940764522279175,0.8958517746925166
cap8_floor0.0001,validation_r03_c05,0.37595366223665133,0.9025787661855866
cap8_floor0.0001,validation_r03_c06,0.3815856486398995,0.8997627729839627
cap8_floor0.0001,validation_r04_c04,0.3815210292131198,0.8997950826973525
cap8_floor0.0001,validation_r04_c05,0.39232693493216886,0.8943921298378281
cap8_floor0.0001,validation_r05_c03,0.37963204226395514,0.9007395761719347
cap8_floor0.0001,validation_r05_c04,0.38116693302245547,0.8999721307926848
cap8_floor0.0001,validation_r06_c03,0.3911567508776322,0.8949772218650961
cap8_floor0.0001,validation_r07_c02,0.3915732229823119,0.8947689858127564
cap8_floor0.0001,validation_r08_c02,0.3864620623188967,0.8973245661444641
cap8_floor0.0001,validation_r09_c02,0.3811668444400188,0.8999721750839028
cap8_floor0.0001,validation_r10_c01,0.3803626123987113,0.9003742911045567
cap8_floor0.0001,validation_r10_c02,0.385491447719398,0.8978098734442135
cap8_floor0.0001,validation_r11_c02,0.3797081681518996,0.9007015132279625
cap8_floor0.0001,validation_r12_c02,0.39202758939086013,0.8945418026084823
cap8_floor0.0001,validation_r13_c02,0.3849043014055036,0.8981034466011607
cap8_floor0.0001,validation_r14_c02,0.3825847884879875,0.8992632030599186
cap8_floor0.0001,validation_r14_c03,0.37811031446277454,0.9015004400725252
cap8_floor0.0001,validation_r15_c03,0.39085680444414717,0.8951271950818387
cap8_floor0.0001,validation_r16_c04,0.3767257613757495,0.9021927166160376
cap8_floor0.0001,validation_r17_c05,0.37586982196614543,0.9026206863208398
cap8_floor0.0001,validation_r17_c06,0.38603638210697283,0.8975374062504259
cap8_floor0.0001,validation_r18_c06,0.38870486353553824,0.8962031655361433
cap8_floor0.0001,validation_r18_c07,0.3978743654725961,0.8916184145676145
cap8_floor0.0001,validation_r18_c08,0.38602574469900935,0.8975427249544077
cap8_floor0.0001,validation_r19_c08,0.40075881279026576,0.8901761909087794
cap8_floor0.01,validation_r02_c07,0.3849123724358228,0.7842388657363232
cap8_floor0.01,validation_r02_c08,0.38813672009708206,0.7826266919056938
cap8_floor0.01,validation_r03_c05,0.37461138325415155,0.7893893603271589
cap8_floor0.01,validation_r03_c06,0.3803038601367325,0.7865431218858683
cap8_floor0.01,validation_r04_c04,0.3801914768226082,0.7865993135429307
