branch,center,kind,shift,reference,full_capture,core_capture,GLS_standard_error
boxcar_independent,10,rotation,0,1029.2459597300879,0.9999915764317683,0.8002769748506264,0.09268144517849895
boxcar_independent,10,rotation,-4,1029.2459593960878,0.9999629696180815,0.7591015692375969,0.09456779662800915
boxcar_independent,10,rotation,4,1029.2459595792695,0.9999763951697743,0.7591015691024945,0.0951040921233076
boxcar_independent,10,warp,0,1029.2459597300879,0.9999915764317683,0.8002769748506265,0.09361265300780601
boxcar_independent,10,warp,-4,1029.2459593960878,0.9999629696180815,0.7591015692375969,0.09561924960416657
boxcar_independent,10,warp,4,1029.2459595792698,0.9999763951697743,0.7591015691024944,0.09608532916599294
boxcar_independent,10,streaming,0,1029.2459597300858,0.9999915764317683,0.8002769748506279,0.0964129174441847
boxcar_independent,10,streaming,-4,1029.2459593960864,0.9999629696180806,0.759101569237598,0.09851510736688779
boxcar_independent,10,streaming,4,1029.2459595792673,0.999976395169775,0.7591015691024958,0.09903871242896879
boxcar_independent,36,rotation,0,1029.245959730088,0.9999915764317678,0.8002769748506264,0.09336907656337964
boxcar_independent,36,rotation,-4,1029.2459593960875,0.9999629696180817,0.7591015692375973,0.0958573510128562
boxcar_independent,36,rotation,4,1029.24595957927,0.9999763951697745,0.7591015691024945,0.0957708840826269
boxcar_independent,36,warp,0,1029.245959730088,0.9999915764317683,0.8002769748506265,0.09432447840025386
boxcar_independent,36,warp,-4,1029.245959396088,0.9999629696180815,0.759101569237597,0.09689062958598088
boxcar_independent,36,warp,4,1029.2459595792695,0.9999763951697748,0.7591015691024947,0.09679098413115775
boxcar_independent,36,streaming,0,1029.2459597300879,0.9999915764317685,0.8002769748506267,0.09685455081892351
boxcar_independent,36,streaming,-4,1029.2459593960875,0.9999629696180817,0.7591015692375973,0.09951528978820227
boxcar_independent,36,streaming,4,1029.2459595792698,0.9999763951697745,0.7591015691024945,0.09944215461021724
boxcar_independent,61,rotation,0,1029.2459597300872,0.9999915764317681,0.8002769748506265,0.09463737538230405
boxcar_independent,61,rotation,-4,1029.245959396087,0.9999629696180815,0.7591015692375969,0.09654010774790808
boxcar_independent,61,rotation,4,1029.2459595792686,0.9999763951697748,0.7591015691024948,0.09727052369956993
boxcar_independent,61,warp,0,1029.2459597300876,0.9999915764317678,0.8002769748506262,0.09565376993719114
boxcar_independent,61,warp,-4,1029.245959396087,0.9999629696180815,0.759101569237597,0.09765421009123898
boxcar_independent,61,warp,4,1029.2459595792684,0.999976395169775,0.7591015691024948,0.09839999807951372
boxcar_independent,61,streaming,0,1029.2459597300856,0.9999915764317681,0.8002769748506274,0.09838850893538315
boxcar_independent,61,streaming,-4,1029.2459593960853,0.9999629696180815,0.7591015692375976,0.10052886382309982
boxcar_independent,61,streaming,4,1029.245959579267,0.9999763951697745,0.7591015691024958,0.10129894007323556
boxcar_hanning_full,10,rotation,0,1149.7286071380129,0.9999915764317684,0.8002769748506632,0.09309044465446933
boxcar_hanning_full,10,rotation,-4,1149.7286067649145,0.999962969618082,0.7591015692376336,0.09502117518626733
boxcar_hanning_full,10,rotation,4,1149.728606969539,0.9999763951697754,0.759101569102523,0.09555696859192882
boxcar_hanning_full,10,warp,0,1149.7286071380126,0.9999915764317684,0.8002769748506621,0.09367453199129934
boxcar_hanning_full,10,warp,-4,1149.7286067649147,0.9999629696180815,0.7591015692376333,0.0957108046928365
boxcar_hanning_full,10,warp,4,1149.7286069695394,0.9999763951697745,0.7591015691025192,0.09618020485533492
boxcar_hanning_full,10,streaming,0,1149.7286071362707,0.999991576431769,0.8002769748517347,0.0952656947033797
boxcar_hanning_full,10,streaming,-4,1149.7286067631733,0.9999629696180838,0.759101569238762,0.09735707679669474
boxcar_hanning_full,10,streaming,4,1149.7286069677973,0.999976395169775,0.7591015691032015,0.09788390241345815
