group,draw,branch,center,kind,shift,amplitude,estimated_amplitude,injected_amplitude,standard_error,standardized_error
empirical,0,boxcar_independent,10,rotation,0,5,1.69447116174369,1.6234543670179211,0.09268144517849895,0.7662460872183715
empirical,1,boxcar_independent,10,rotation,0,5,1.5455527229628028,1.6234543670179211,0.09268144517849895,-0.8405311754157965
empirical,2,boxcar_independent,10,rotation,0,5,1.5183411398345346,1.6234543670179211,0.09268144517849895,-1.134134529095275
empirical,3,boxcar_independent,10,rotation,0,5,1.5169492093533772,1.6234543670179211,0.09268144517849895,-1.1491529664801992
empirical,4,boxcar_independent,10,rotation,0,5,1.6300737148312359,1.6234543670179211,0.09268144517849895,0.0714204207818121
empirical,5,boxcar_independent,10,rotation,0,5,1.6147013870852072,1.6234543670179211,0.09268144517849895,-0.09444155640707076
empirical,6,boxcar_independent,10,rotation,0,5,1.4031928973618055,1.6234543670179211,0.09268144517849895,-2.376543322473069
empirical,7,boxcar_independent,10,rotation,0,5,1.5384069583920597,1.6234543670179211,0.09268144517849895,-0.9176314467482166
empirical,8,boxcar_independent,10,rotation,0,5,1.5877527946260084,1.6234543670179211,0.09268144517849895,-0.3852073338212794
empirical,9,boxcar_independent,10,rotation,0,5,1.672861967852132,1.6234543670179211,0.09268144517849895,0.5330905311095944
empirical,10,boxcar_independent,10,rotation,0,5,1.4348200318343896,1.6234543670179211,0.09268144517849895,-2.035297732142966
empirical,11,boxcar_independent,10,rotation,0,5,1.701384776641911,1.6234543670179211,0.09268144517849895,0.840841545725798
empirical,12,boxcar_independent,10,rotation,0,5,1.723274714439856,1.6234543670179211,0.09268144517849895,1.0770262292488728
empirical,13,boxcar_independent,10,rotation,0,5,1.5540995958680384,1.6234543670179211,0.09268144517849895,-0.748313440908367
empirical,14,boxcar_independent,10,rotation,0,5,1.9627684806083554,1.6234543670179211,0.09268144517849895,3.6610792261270353
empirical,15,boxcar_independent,10,rotation,0,5,1.6371661988589215,1.6234543670179211,0.09268144517849895,0.14794581390689446
empirical,16,boxcar_independent,10,rotation,0,5,1.743372576991438,1.6234543670179211,0.09268144517849895,1.293875054953683
empirical,17,boxcar_independent,10,rotation,0,5,1.8437744656103632,1.6234543670179211,0.09268144517849895,2.377175907951356
gaussian,0,boxcar_independent,10,rotation,0,5,1.6755282182007856,1.6234543670179211,0.09268144517849895,0.5618584289722005
gaussian,1,boxcar_independent,10,rotation,0,5,1.7866310544124013,1.6234543670179211,0.09268144517849895,1.7606187201786887
gaussian,2,boxcar_independent,10,rotation,0,5,1.5713691570721815,1.6234543670179211,0.09268144517849895,-0.561980986004551
gaussian,3,boxcar_independent,10,rotation,0,5,1.609378919551501,1.6234543670179211,0.09268144517849895,-0.15186909784705724
gaussian,4,boxcar_independent,10,rotation,0,5,1.678931641410907,1.6234543670179211,0.09268144517849895,0.5985801611761652
gaussian,5,boxcar_independent,10,rotation,0,5,1.3461779895383839,1.6234543670179211,0.09268144517849895,-2.991714004302797
gaussian,6,boxcar_independent,10,rotation,0,5,1.4869416198664667,1.6234543670179211,0.09268144517849895,-1.4729242394584923
gaussian,7,boxcar_independent,10,rotation,0,5,1.6485868922855738,1.6234543670179211,0.09268144517849895,0.2711710549964867
gaussian,8,boxcar_independent,10,rotation,0,5,1.5769852810881004,1.6234543670179211,0.09268144517849895,-0.5013849950259629
gaussian,9,boxcar_independent,10,rotation,0,5,1.6955231747249797,1.6234543670179211,0.09268144517849895,0.777596935052731
gaussian,10,boxcar_independent,10,rotation,0,5,1.5015692679318995,1.6234543670179211,0.09268144517849895,-1.3150970925332268
gaussian,11,boxcar_independent,10,rotation,0,5,1.614970791908148,1.6234543670179211,0.09268144517849895,-0.09153477369104851
gaussian,12,boxcar_independent,10,rotation,0,5,1.4947600313734004,1.6234543670179211,0.09268144517849895,-1.388566345687242
gaussian,13,boxcar_independent,10,rotation,0,5,1.7804561018126637,1.6234543670179211,0.09268144517849895,1.6939931665110157
gaussian,14,boxcar_independent,10,rotation,0,5,1.6008241966321026,1.6234543670179211,0.09268144517849895,-0.24417153122973148
gaussian,15,boxcar_independent,10,rotation,0,5,1.6641808141803194,1.6234543670179211,0.09268144517849895,0.4394239546433657
gaussian,16,boxcar_independent,10,rotation,0,5,1.5942056045962243,1.6234543670179211,0.09268144517849895,-0.31558379744041914
gaussian,17,boxcar_independent,10,rotation,0,5,1.5705355848113045,1.6234543670179211,0.09268144517849895,-0.5709749357565391
gaussian,18,boxcar_independent,10,rotation,0,5,1.5714435284572084,1.6234543670179211,0.09268144517849895,-0.5611785450749396
gaussian,19,boxcar_independent,10,rotation,0,5,1.623794142892349,1.6234543670179211,0.09268144517849895,0.0036660614621789453
gaussian,20,boxcar_independent,10,rotation,0,5,1.6514359921408268,1.6234543670179211,0.09268144517849895,0.3019118343376583
gaussian,21,boxcar_independent,10,rotation,0,5,1.5647427774662257,1.6234543670179211,0.09268144517849895,-0.6334772773409006
gaussian,22,boxcar_independent,10,rotation,0,5,1.565854286682338,1.6234543670179211,0.09268144517849895,-0.6214844861843589
gaussian,23,boxcar_independent,10,rotation,0,5,1.3089554180670357,1.6234543670179211,0.09268144517849895,-3.3933323800160773
gaussian,24,boxcar_independent,10,rotation,0,5,1.6575785723913095,1.6234543670179211,0.09268144517849895,0.3681881018111794
gaussian,25,boxcar_independent,10,rotation,0,5,1.4260364871805347,1.6234543670179211,0.09268144517849895,-2.130069071076431
gaussian,26,boxcar_independent,10,rotation,0,5,1.6425796270846746,1.6234543670179211,0.09268144517849895,0.20635478902944918
gaussian,27,boxcar_independent,10,rotation,0,5,1.5979648645982323,1.6234543670179211,0.09268144517849895,-0.27502271215773205
gaussian,28,boxcar_independent,10,rotation,0,5,1.6181995498948962,1.6234543670179211,0.09268144517849895,-0.05669761744548063
gaussian,29,boxcar_independent,10,rotation,0,5,1.621459109989784,1.6234543670179211,0.09268144517849895,-0.021528117351800713
gaussian,30,boxcar_independent,10,rotation,0,5,1.6612995895983265,1.6234543670179211,0.09268144517849895,0.40833656086736414
gaussian,31,boxcar_independent,10,rotation,0,5,1.6428390726597792,1.6234543670179211,0.09268144517849895,0.20915411498519784
noiseless,0,boxcar_independent,10,rotation,0,5,1.6234543670179211,1.6234543670179211,0.09268144517849895,0.0
empirical,0,boxcar_independent,10,rotation,0,10,3.317925528761611,3.2469087340358422,0.09268144517849895,0.7662460872183715
empirical,1,boxcar_independent,10,rotation,0,10,3.169007089980724,3.2469087340358422,0.09268144517849895,-0.8405311754157965
empirical,2,boxcar_independent,10,rotation,0,10,3.1417955068524557,3.2469087340358422,0.09268144517849895,-1.134134529095275
empirical,3,boxcar_independent,10,rotation,0,10,3.1404035763712983,3.2469087340358422,0.09268144517849895,-1.1491529664801992
empirical,4,boxcar_independent,10,rotation,0,10,3.253528081849157,3.2469087340358422,0.09268144517849895,0.0714204207818121
empirical,5,boxcar_independent,10,rotation,0,10,3.2381557541031283,3.2469087340358422,0.09268144517849895,-0.09444155640707076
empirical,6,boxcar_independent,10,rotation,0,10,3.0266472643797266,3.2469087340358422,0.09268144517849895,-2.376543322473069
empirical,7,boxcar_independent,10,rotation,0,10,3.1618613254099808,3.2469087340358422,0.09268144517849895,-0.9176314467482166
empirical,8,boxcar_independent,10,rotation,0,10,3.2112071616439297,3.2469087340358422,0.09268144517849895,-0.3852073338212794
empirical,9,boxcar_independent,10,rotation,0,10,3.296316334870053,3.2469087340358422,0.09268144517849895,0.5330905311095944
empirical,10,boxcar_independent,10,rotation,0,10,3.0582743988523107,3.2469087340358422,0.09268144517849895,-2.035297732142966
empirical,11,boxcar_independent,10,rotation,0,10,3.324839143659832,3.2469087340358422,0.09268144517849895,0.840841545725798
empirical,12,boxcar_independent,10,rotation,0,10,3.3467290814577773,3.2469087340358422,0.09268144517849895,1.0770262292488728
empirical,13,boxcar_independent,10,rotation,0,10,3.1775539628859595,3.2469087340358422,0.09268144517849895,-0.748313440908367
empirical,14,boxcar_independent,10,rotation,0,10,3.5862228476262765,3.2469087340358422,0.09268144517849895,3.6610792261270353
empirical,15,boxcar_independent,10,rotation,0,10,3.2606205658768426,3.2469087340358422,0.09268144517849895,0.14794581390689446
empirical,16,boxcar_independent,10,rotation,0,10,3.3668269440093592,3.2469087340358422,0.09268144517849895,1.293875054953683
empirical,17,boxcar_independent,10,rotation,0,10,3.4672288326282845,3.2469087340358422,0.09268144517849895,2.377175907951356
gaussian,0,boxcar_independent,10,rotation,0,10,3.298982585218707,3.2469087340358422,0.09268144517849895,0.5618584289722005
gaussian,1,boxcar_independent,10,rotation,0,10,3.4100854214303222,3.2469087340358422,0.09268144517849895,1.7606187201786887
gaussian,2,boxcar_independent,10,rotation,0,10,3.194823524090103,3.2469087340358422,0.09268144517849895,-0.561980986004551
gaussian,3,boxcar_independent,10,rotation,0,10,3.2328332865694223,3.2469087340358422,0.09268144517849895,-0.15186909784705724
gaussian,4,boxcar_independent,10,rotation,0,10,3.302386008428828,3.2469087340358422,0.09268144517849895,0.5985801611761652
gaussian,5,boxcar_independent,10,rotation,0,10,2.969632356556305,3.2469087340358422,0.09268144517849895,-2.991714004302797
gaussian,6,boxcar_independent,10,rotation,0,10,3.1103959868843876,3.2469087340358422,0.09268144517849895,-1.4729242394584923
gaussian,7,boxcar_independent,10,rotation,0,10,3.272041259303495,3.2469087340358422,0.09268144517849895,0.2711710549964867
gaussian,8,boxcar_independent,10,rotation,0,10,3.2004396481060216,3.2469087340358422,0.09268144517849895,-0.5013849950259629
gaussian,9,boxcar_independent,10,rotation,0,10,3.3189775417429006,3.2469087340358422,0.09268144517849895,0.777596935052731
gaussian,10,boxcar_independent,10,rotation,0,10,3.125023634949821,3.2469087340358422,0.09268144517849895,-1.3150970925332268
