detector,group,draw,branch,center,kind,shift,amplitude,captured_positive_fraction,true_full_retained,true_core_retained,selected_noisy_full,paired_selected_full,post_continuum_core_fraction,peak_selected,selected_voxel_fraction
native_core,empirical,0,boxcar_independent,10,rotation,0,5,0.8002769748506264,0.3717657877206276,0.46454640006357617,0.4773336736976145,0.45221756662054374,0.8002769748027093,True,0.016927083333333332
native_core,empirical,1,boxcar_independent,10,rotation,0,5,0.8002769748506264,0.28968676678759275,0.3619831332041803,0.32295762523796473,0.32295762523796473,0.8002769748027093,True,0.012297453703703705
native_core,empirical,2,boxcar_independent,10,rotation,0,5,0.8002769748506264,0.19098867149278675,0.23865321319338875,0.19158002322076884,0.19158002322076884,0.8002769748027093,True,0.007161458333333333
native_core,empirical,3,boxcar_independent,10,rotation,0,5,0.8002769748506264,0.34691512068824804,0.43349381725370834,0.41844440935931065,0.41024352288441085,0.8002769748027093,True,0.015070408950617283
native_core,empirical,4,boxcar_independent,10,rotation,0,5,0.8002769748506264,0.2761316207175103,0.34504506489025366,0.31230749980254074,0.30810714677356976,0.8002769748027093,True,0.01130883487654321
native_core,empirical,5,boxcar_independent,10,rotation,0,5,0.8002769748506264,0.36269673513743406,0.45321400781914567,0.49150131150137655,0.4761971793511395,0.8002769748027093,True,0.01765046296296296
native_core,empirical,6,boxcar_independent,10,rotation,0,5,0.8002769748506264,0.2984959854843057,0.37299084550073514,0.3149650057761531,0.3149650057761531,0.8002769748027093,True,0.01212866512345679
native_core,empirical,7,boxcar_independent,10,rotation,0,5,0.8002769748506264,0.20439211940891752,0.2554017244430502,0.2524221468607606,0.2406745497639206,0.8002769748027093,True,0.008994020061728395
native_core,empirical,8,boxcar_independent,10,rotation,0,5,0.8002769748506264,0.21357856293202554,0.2668808045763037,0.22682935822095843,0.2211817647432199,0.8002769748027093,True,0.008463541666666666
native_core,empirical,9,boxcar_independent,10,rotation,0,5,0.8002769748506264,0.41084767926592014,0.5133818567535394,0.5065477405021388,0.5065477405021388,0.8002769748027093,True,0.01890432098765432
native_core,empirical,10,boxcar_independent,10,rotation,0,5,0.8002769748506264,0.2518116066282614,0.31465556868640715,0.27571445828025065,0.2629536691530255,0.8002769748027093,True,0.011284722222222222
native_core,empirical,11,boxcar_independent,10,rotation,0,5,0.8002769748506264,0.3474702220340264,0.43418745378608764,0.43715534554863983,0.4276330302027818,0.8002769748027093,True,0.01569733796296296
native_core,empirical,12,boxcar_independent,10,rotation,0,5,0.8002769748506264,0.36700037340471303,0.4585916937985308,0.4644607643418144,0.45846182530325913,0.8002769748027093,True,0.01644483024691358
native_core,empirical,13,boxcar_independent,10,rotation,0,5,0.8002769748506264,0.3268220307336226,0.4083861475517581,0.37980578091616934,0.36905244025857986,0.8002769748027093,True,0.014009452160493827
