detector,group,branch,center,kind,shift,amplitude,n,true_full_retained,true_core_retained,paired_selected_full,peak_selected,recovery_flag
native_core,empirical,boxcar_independent,10,rotation,0,5,18,0.33331509807200016,0.41649967267171994,0.40852488322952857,1.0,False
native_core,empirical,boxcar_independent,10,rotation,0,10,18,0.5845516138768763,0.7304366266266552,0.6345609975129303,1.0,False
native_core,empirical,boxcar_independent,10,rotation,-4,5,18,0.3169154614256844,0.4174875593314584,0.39190910479857743,1.0,False
native_core,empirical,boxcar_independent,10,rotation,-4,10,18,0.5490691998895656,0.7233145367371892,0.5997973878105798,1.0,False
native_core,empirical,boxcar_independent,10,rotation,4,5,18,0.30610918332895953,0.40325194386158414,0.3725555633828859,0.9444444444444444,False
native_core,empirical,boxcar_independent,10,rotation,4,10,18,0.5486331675985681,0.7227401311358519,0.5930639705162264,1.0,False
native_core,empirical,boxcar_independent,10,warp,0,5,18,0.32350752739289734,0.4042444523076286,0.3981514226008106,1.0,False
native_core,empirical,boxcar_independent,10,warp,0,10,18,0.5813538980464029,0.7264408652453282,0.6307449037412737,1.0,False
native_core,empirical,boxcar_independent,10,warp,-4,5,18,0.3136153989408796,0.4131402326777679,0.3892804209117786,0.9444444444444444,False
native_core,empirical,boxcar_independent,10,warp,-4,10,18,0.5434808581535625,0.7159527528040904,0.5930628250360664,1.0,False
native_core,empirical,boxcar_independent,10,warp,4,5,18,0.3036365064379378,0.39999457094646124,0.3711065796604174,0.9444444444444444,False
native_core,empirical,boxcar_independent,10,warp,4,10,18,0.5438150784503989,0.7163930369599493,0.5895286381853888,1.0,False
native_core,empirical,boxcar_independent,10,streaming,0,5,18,0.2957943219273902,0.36961493485752267,0.375060201698789,0.9444444444444444,False
native_core,empirical,boxcar_independent,10,streaming,0,10,18,0.5741964280790529,0.7174971242752883,0.6265695016140937,1.0,False
native_core,empirical,boxcar_independent,10,streaming,-4,5,18,0.2817666045975486,0.3711843263353287,0.36003089876181904,0.8888888888888888,False
native_core,empirical,boxcar_independent,10,streaming,-4,10,18,0.5322646553232409,0.7011771242388813,0.5831606015509992,1.0,False
native_core,empirical,boxcar_independent,10,streaming,4,5,18,0.276346521752844,0.36404419777392266,0.34857848925675583,0.9444444444444444,False
native_core,empirical,boxcar_independent,10,streaming,4,10,18,0.531175170648145,0.6997418952462007,0.5805009589380435,1.0,False
native_core,empirical,boxcar_independent,36,rotation,0,5,18,0.30304769543419735,0.3786785137617657,0.35110776199388877,0.8888888888888888,False
native_core,empirical,boxcar_independent,36,rotation,0,10,18,0.576285998751775,0.7201081836189775,0.6045314147838323,1.0,False
native_core,empirical,boxcar_independent,36,rotation,-4,5,18,0.2954563673859185,0.3892184911205754,0.3435971109226325,0.9444444444444444,False
native_core,empirical,boxcar_independent,36,rotation,-4,10,18,0.5391014479572936,0.710183550929475,0.567468573767607,1.0,False
native_core,empirical,boxcar_independent,36,rotation,4,5,18,0.28641389280235235,0.3773064165062745,0.3316219512487237,0.9444444444444444,False
native_core,empirical,boxcar_independent,36,rotation,4,10,18,0.538289497709733,0.709113931020017,0.5634031944141483,1.0,False
native_core,empirical,boxcar_independent,36,warp,0,5,18,0.3036762000725053,0.3794638726538236,0.3554486870293641,0.8888888888888888,False
native_core,empirical,boxcar_independent,36,warp,0,10,18,0.5756314171544462,0.7192902398096472,0.6052043328356371,1.0,False
native_core,empirical,boxcar_independent,36,warp,-4,5,18,0.2870858614758535,0.3781916322004023,0.3368061727096398,0.9444444444444444,False
native_core,empirical,boxcar_independent,36,warp,-4,10,18,0.5317238019747582,0.700464632827455,0.5619923262397206,1.0,False
native_core,empirical,boxcar_independent,36,warp,4,5,18,0.2793845190306199,0.36804629367443326,0.3255572910378115,0.9444444444444444,False
native_core,empirical,boxcar_independent,36,warp,4,10,18,0.5329978288000063,0.702142968074988,0.559274529521147,1.0,False
native_core,empirical,boxcar_independent,36,streaming,0,5,18,0.27267519656826106,0.3407260300337349,0.3285855360288686,0.8888888888888888,False
native_core,empirical,boxcar_independent,36,streaming,0,10,18,0.5602216999085495,0.7000347598568811,0.5931479383858695,1.0,False
native_core,empirical,boxcar_independent,36,streaming,-4,5,18,0.2566359897354783,0.33807859202982593,0.31262877903350467,0.9444444444444444,False
native_core,empirical,boxcar_independent,36,streaming,-4,10,18,0.5247330551589747,0.6912553950928986,0.5589512070452343,1.0,False
native_core,empirical,boxcar_independent,36,streaming,4,5,18,0.25231066765096904,0.3323806430136648,0.30343239236610375,0.9444444444444444,False
native_core,empirical,boxcar_independent,36,streaming,4,10,18,0.5193316581851949,0.6841398823601617,0.5483462433115653,1.0,False
native_core,empirical,boxcar_independent,61,rotation,0,5,18,0.33263300602689916,0.4156473527043382,0.41321709415632774,0.9444444444444444,False
native_core,empirical,boxcar_independent,61,rotation,0,10,18,0.5860064800067666,0.7322545798798547,0.6372492278185131,1.0,False
native_core,empirical,boxcar_independent,61,rotation,-4,5,18,0.31621379395268234,0.4165632199525967,0.3902344025647078,1.0,False
native_core,empirical,boxcar_independent,61,rotation,-4,10,18,0.5491272101098978,0.7233909563135449,0.5965539427874378,1.0,False
native_core,empirical,boxcar_independent,61,rotation,4,5,18,0.3206050708422784,0.4223480544524996,0.3944015632230267,0.9444444444444444,False
native_core,empirical,boxcar_independent,61,rotation,4,10,18,0.5483455207268808,0.7223612004585944,0.5966965769052475,1.0,False
native_core,empirical,boxcar_independent,61,warp,0,5,18,0.3295227593792383,0.4117608899603098,0.40993462399085817,1.0,False
native_core,empirical,boxcar_independent,61,warp,0,10,18,0.5796782701444259,0.7243470552837338,0.630935739611761,1.0,False
native_core,empirical,boxcar_independent,61,warp,-4,5,18,0.3108459689304593,0.40949193300002956,0.38472591310184134,1.0,False
native_core,empirical,boxcar_independent,61,warp,-4,10,18,0.5454459647530474,0.7185414796347552,0.59324901830315,1.0,False
native_core,empirical,boxcar_independent,61,warp,4,5,18,0.31306465453857546,0.4124147113919416,0.38803279210626584,0.9444444444444444,False
native_core,empirical,boxcar_independent,61,warp,4,10,18,0.5442943065323068,0.7170243465256434,0.5942371241916344,1.0,False
native_core,empirical,boxcar_independent,61,streaming,0,5,18,0.30195701671136627,0.37731563721138767,0.3842462892889141,1.0,False
native_core,empirical,boxcar_independent,61,streaming,0,10,18,0.571541740558057,0.7141799133540431,0.6253715973249157,1.0,False
native_core,empirical,boxcar_independent,61,streaming,-4,5,18,0.2912626730225276,0.38369394139845703,0.3685360047450722,0.9444444444444444,False
native_core,empirical,boxcar_independent,61,streaming,-4,10,18,0.5298030848851503,0.6979343823742282,0.5788212027177152,1.0,False
native_core,empirical,boxcar_independent,61,streaming,4,5,18,0.2802643244523559,0.36920530250480077,0.35839686146334165,0.8333333333333334,False
native_core,empirical,boxcar_independent,61,streaming,4,10,18,0.5356882387407903,0.7056871709198907,0.5878421853701705,1.0,False
native_core,empirical,boxcar_hanning_full,10,rotation,0,5,18,0.34909985028729723,0.43622378408730494,0.4255691882869248,1.0,False
native_core,empirical,boxcar_hanning_full,10,rotation,0,10,18,0.5951236384643629,0.7436470836555268,0.6455621117268802,1.0,False
native_core,empirical,boxcar_hanning_full,10,rotation,-4,5,18,0.33107728799846703,0.4361435958181041,0.4069971679670148,1.0,False
native_core,empirical,boxcar_hanning_full,10,rotation,-4,10,18,0.5572092715813232,0.7340378338842444,0.6079427642973754,1.0,False
native_core,empirical,boxcar_hanning_full,10,rotation,4,5,18,0.3238790403282347,0.42666100757920067,0.39239981201719604,0.9444444444444444,False
native_core,empirical,boxcar_hanning_full,10,rotation,4,10,18,0.5554995128883209,0.7317854889235461,0.6013319985878142,1.0,False
native_core,empirical,boxcar_hanning_full,10,warp,0,5,18,0.33947531067233633,0.4241972733698669,0.41645001148618677,1.0,False
native_core,empirical,boxcar_hanning_full,10,warp,0,10,18,0.5915331824314483,0.7391605669297595,0.6414086132343235,1.0,False
native_core,empirical,boxcar_hanning_full,10,warp,-4,5,18,0.324457464901769,0.4274229932466377,0.4006059298629438,0.9444444444444444,False
native_core,empirical,boxcar_hanning_full,10,warp,-4,10,18,0.5497330325122736,0.7241890344982045,0.5998478305374864,1.0,False
native_core,empirical,boxcar_hanning_full,10,warp,4,5,18,0.3184401565365927,0.41949611158501804,0.3877397591931269,0.9444444444444444,False
native_core,empirical,boxcar_hanning_full,10,warp,4,10,18,0.550554019295893,0.7252705589145462,0.5974157097193206,1.0,False
native_core,empirical,boxcar_hanning_full,10,streaming,0,5,18,0.31269862481803357,0.390738000272926,0.3917124344942263,1.0,False
native_core,empirical,boxcar_hanning_full,10,streaming,0,10,18,0.5832316877744168,0.7287872900285186,0.6357065921015791,1.0,False
native_core,empirical,boxcar_hanning_full,10,streaming,-4,5,18,0.2967674278508354,0.39094561238812614,0.374970792850097,0.9444444444444444,False
native_core,empirical,boxcar_hanning_full,10,streaming,-4,10,18,0.5400172509808917,0.7113899810830699,0.5901639755778756,1.0,False
native_core,empirical,boxcar_hanning_full,10,streaming,4,5,18,0.2956765660396197,0.38950856917465,0.3681917470342388,0.9444444444444444,False
native_core,empirical,boxcar_hanning_full,10,streaming,4,10,18,0.5388162309228531,0.7098078213162012,0.5884094111529,1.0,False
native_core,empirical,boxcar_hanning_full,36,rotation,0,5,18,0.32295993676847967,0.40356020092763606,0.37326703737468125,0.9444444444444444,False
native_core,empirical,boxcar_hanning_full,36,rotation,0,10,18,0.586417554667396,0.7327682453651149,0.6164345533129344,1.0,False
native_core,empirical,boxcar_hanning_full,36,rotation,-4,5,18,0.311504871490521,0.4103599361589788,0.36121427606367135,1.0,False
native_core,empirical,boxcar_hanning_full,36,rotation,-4,10,18,0.5469007761488117,0.7204579707272785,0.5770671487522532,1.0,False
native_core,empirical,boxcar_hanning_full,36,rotation,4,5,18,0.30397098115049925,0.4004351901286306,0.3505788641299643,0.9444444444444444,False
native_core,empirical,boxcar_hanning_full,36,rotation,4,10,18,0.544180895176324,0.7168749444421821,0.5715546863302063,1.0,False
native_core,empirical,boxcar_hanning_full,36,warp,0,5,18,0.3181561735561467,0.39755757513269874,0.3712572836181167,1.0,False
native_core,empirical,boxcar_hanning_full,36,warp,0,10,18,0.5838812185248574,0.729598922465363,0.6144339904496932,1.0,False
native_core,empirical,boxcar_hanning_full,36,warp,-4,5,18,0.3046001662663447,0.40126404503717406,0.35706454171619834,1.0,False
native_core,empirical,boxcar_hanning_full,36,warp,-4,10,18,0.5406510993701884,0.7122249792121899,0.5721042810977734,1.0,False
native_core,empirical,boxcar_hanning_full,36,warp,4,5,18,0.2971785441654339,0.3914871952073496,0.3440701494518058,1.0,False
native_core,empirical,boxcar_hanning_full,36,warp,4,10,18,0.5404093288373374,0.7119064837084673,0.5677172710763596,1.0,False
native_core,empirical,boxcar_hanning_full,36,streaming,0,5,18,0.2925160122434074,0.36551846602609817,0.349068502260689,1.0,False
native_core,empirical,boxcar_hanning_full,36,streaming,0,10,18,0.5698041177187054,0.7120086365411931,0.6039052049880074,1.0,False
native_core,empirical,boxcar_hanning_full,36,streaming,-4,5,18,0.27525409585928856,0.36260509398727725,0.3325258380158516,1.0,False
native_core,empirical,boxcar_hanning_full,36,streaming,-4,10,18,0.534460366684242,0.7040696375071743,0.5694676788921896,1.0,False
native_core,empirical,boxcar_hanning_full,36,streaming,4,5,18,0.27109485675053363,0.35712593384710833,0.3219564211027989,0.9444444444444444,False
native_core,empirical,boxcar_hanning_full,36,streaming,4,10,18,0.5258014246320807,0.692662808290265,0.5562775376533533,1.0,False
native_core,empirical,boxcar_hanning_full,61,rotation,0,5,18,0.3511484861406261,0.43878369261611294,0.4325424587985416,1.0,False
native_core,empirical,boxcar_hanning_full,61,rotation,0,10,18,0.5941725471226761,0.742458630942809,0.6451615004199757,1.0,False
