name	normalized_identity	califa_id	ra_deg	dec_deg	redshift	distance_Mpc_proxy	log_stellar_mass	log_SFR	mean_log_age_year	mean_metallicity_ZH	disk_scale_arcsec	disk_scale_kpc	disk_axis_ratio	disk_position_angle_deg	bulge_component	bulge_fraction_r	disk_fraction_r	history_valid_spaxels	history_inner_spaxels	history_outer_spaxels	fossil_mean_age_gyr	fossil_recent_1gyr_fraction	history_ages_gyr	history_global	history_inner	history_outer	kinematic_filename
IC0944	IC0944	663	2.078785833333e+02	1.409220000000e+01	2.300000000000e-02	9.850323620000e+01	1.125000000000e+01	4.130000000000e-01	9.510000000000e+00	-2.400000000000e-01	1.348815000000e+01	6.441356630311e+00	2.991300000000e-01	1.077308600000e+02	1	1.481700000000e-01	8.518300000000e-01	3028	577	1580	6.669073706528e+00	1.599424990399e-01	[0.001,0.003,0.004,0.0056,0.0089,0.01,0.0126,0.0141,0.0178,0.0199,0.0251,0.0316,0.0398,0.0562,0.063,0.0631,0.0708,0.1,0.1122,0.1259,0.1585,0.1995,0.2818,0.3548,0.5012,0.7079,0.8913,1.122,1.2589,1.4125,1.9953,2.5119,3.5481,4.4668,6.3096,7.9433,10.0,12.5893,14.1254]	[0.007114783458489251,0.0016719187860781309,0.004912727562509347,0.001356177912524356,0.0025177042029157124,0.001304775326098239,0.0018803261087767572,0.002192781891675165,0.0012510723222396633,0.001372060135330674,0.0012961571443611006,0.0031861327452409527,0.009606805423979875,0.004996333708065332,0.0072183996288614025,0.0018779662994187543,0.00033961559912914493,0.0009016045794951125,0.003614047290747192,0.00891916393244245,0.0062577845324661065,0.008333069771108372,0.014433266343156148,0.005448660870122851,0.010741603783501748,0.02758848697625362,0.019609072704879067,0.008761680922796073,0.02421193726197597,0.05266422026012991,0.061885386204317286,0.06046462644852296,0.048892140688887246,0.04957769941699915,0.08618199099485399,0.07545388251794713,0.09692310879169795,0.10908866344729544,0.16595216400471058]	[0.00615730506987663,0.002530982954301429,0.002305362277192167,0.0020168645318386653,0.006284662783067911,0.0034963981292178317,0.002104837304051661,0.002102897387658623,0.0028568802045081695,0.0023817943962783053,0.0031059797139579536,0.005050506981679642,0.006003338644587501,0.006564253475151496,0.008035458688616116,0.0004853333269927143,0.0009412042244620886,0.0003762683606166851,0.0008127066958499191,0.00921123529697817,0.005931404349373431,0.00523603766074178,0.0033448752746520964,0.003778056919714641,0.0048953876630139555,0.005396221127968162,0.0024951649172646876,0.002140273598800931,0.004859498958758232,0.0244386640975423,0.02992140377698392,0.031664084869408984,0.053859939934909194,0.04383200377835944,0.12086286442808972,0.13243178237285314,0.14960107611815832,0.10577578808383191,0.19671120162269132]	[0.00561790473365821,0.001780436997338646,0.0027401620529881117,0.0017966341790979874,0.001988514674872974,0.0011929972003213547,0.00196371369063789,0.0016386850358650223,0.001269638147863612,0.0008784352558591587,0.0011589450157891298,0.002055428737692077,0.0046417109096552975,0.005294268132018766,0.00848680207494029,0.0016194732170040553,0.00028625601032813687,0.001178491212788621,0.0044556950155305005,0.008710737778271251,0.007192792707107518,0.007314974403380355,0.02336374349032267,0.007499190436839533,0.01629448373584248,0.042063869844296504,0.02296784867140947,0.006145082012716006,0.0267301919757462,0.055530612662808496,0.06297921174850425,0.07249158481553997,0.04434583481618395,0.04989692766794724,0.08205229707366676,0.07077361750174042,0.08641692593442327,0.11754289995139454,0.1396429804776093]	IC0944.CALIFA.V1200.stekin.fits
IC1199	IC1199	824	2.426430833333e+02	1.004027777778e+01	1.560000000000e-02	6.681089064000e+01	1.077000000000e+01	1.620000000000e-01	9.030000000000e+00	-2.800000000000e-01	1.794221000000e+01	5.811625967323e+00	3.915200000000e-01	1.584168100000e+02	1	9.029000000000e-02	9.097100000000e-01	2378	999	1351	4.591291328127e+00	3.724810407008e-01	[0.001,0.003,0.004,0.0056,0.0089,0.01,0.0126,0.0141,0.0178,0.0199,0.0251,0.0316,0.0398,0.0562,0.063,0.0631,0.0708,0.1,0.1122,0.1259,0.1585,0.1995,0.2818,0.3548,0.5012,0.7079,0.8913,1.122,1.2589,1.4125,1.9953,2.5119,3.5481,4.4668,6.3096,7.9433,10.0,12.5893,14.1254]	[0.007340926004576949,0.020640690631606447,0.017530681418955023,0.014772022378064818,0.01257055605230443,0.00503095098152511,0.0038563068415633566,0.019336788366033055,0.005932888612858193,0.007407529600212827,0.009099997720696888,0.004571297893040786,0.011247218465634092,0.011000256988758065,0.012771045001390712,0.0040953825269195825,0.004331347652697545,0.015971044807410423,0.008694939616315858,0.026843916754780442,0.014366639912691655,0.009161601974212966,0.015430423498964818,0.024628364389037524,0.032743994546878576,0.03249794499488586,0.020606283068791965,0.01611611448878355,0.02882968617843107,0.027734690533904503,0.056582623992321286,0.04968511495686627,0.046941167329450174,0.03937790263154423,0.05874571911147073,0.0757179018897676,0.054736385947977674,0.08528193740811885,0.08776971483055604]	[0.006767672202291749,0.014459185855452163,0.01038482667025232,0.010248458709231778,0.01643027051024173,0.010202415844614775,0.0046862109566088725,0.012829945814871584,0.006218576677097502,0.006423807373019352,0.007070819168848346,0.006569256000539714,0.011489860231478903,0.013227184050618285,0.013040896407013551,0.0025425349281849494,0.002418298753370634,0.007806624534745343,0.002989909704232736,0.018972418373545595,0.008590589409807572,0.008391152068158663,0.01797691302095581,0.026071741778318447,0.03385640579217286,0.031413356332524955,0.01419168279966314,0.011498860756679748,0.021870543685957113,0.029688324367773168,0.05183449175311545,0.0484657683006222,0.047821839842507326,0.04004855243041579,0.07526201047897164,0.08823459108755093,0.06274638569093412,0.09846661977491634,0.09879099786269477]	[0.007191441692651922,0.025639404627952483,0.023178030030120568,0.018397381527881264,0.00997701114185673,0.0013111680276066265,0.002617004384593177,0.024108953473310192,0.005219303729181836,0.008129047639900805,0.01065719026525235,0.0023172906329472992,0.011226295498906401,0.009581535346187274,0.012643904870542726,0.005328517583832731,0.005835724843447445,0.022339249919919577,0.013093742866817606,0.0332208646096933,0.015864301178373817,0.009794630404795009,0.013867217596301459,0.024071488142554238,0.0324601691666969,0.03397347906857606,0.02530060276409537,0.019864365920358396,0.03433213959292245,0.02663897708824512,0.06057181082382885,0.0516165069097755,0.047018586901160155,0.039461842027998954,0.04550129937098304,0.06243141509596189,0.049086543978981746,0.07635257604570046,0.07977898521008824]	IC1199.CALIFA.V1200.stekin.fits
IC1528	IC1528	5	1.272375000000e+00	-7.093397222222e+00	1.250000000000e-02	5.353436750000e+01	1.054000000000e+01	1.970000000000e-01	8.750000000000e+00	-3.400000000000e-01	1.597456000000e+01	4.146064362305e+00	3.962200000000e-01	7.343706000000e+01	1	2.104000000000e-02	9.789600000000e-01	3521	793	2221	2.850444885591e+00	5.119087086903e-01	[0.001,0.003,0.004,0.0056,0.0089,0.01,0.0126,0.0141,0.0178,0.0199,0.0251,0.0316,0.0398,0.0562,0.063,0.0631,0.0708,0.1,0.1122,0.1259,0.1585,0.1995,0.2818,0.3548,0.5012,0.7079,0.8913,1.122,1.2589,1.4125,1.9953,2.5119,3.5481,4.4668,6.3096,7.9433,10.0,12.5893,14.1254]	[0.013901115556334182,0.013378399001451099,0.0080463589773437,0.02004658804141479,0.01756657330120808,0.01038293630467901,0.007902261933561729,0.011262294295382324,0.0077471689370590515,0.011213781892552677,0.008912046474093688,0.011532471597276078,0.02211841783206902,0.01847286839354189,0.03056023391281953,0.011305200520701842,0.0070562110042033015,0.013475262920535186,0.009026115918942895,0.0214404852523759,0.01735001025507796,0.02086070958856471,0.0336336242330563,0.037456970360341464,0.03597212959954001,0.06069304845691027,0.030595424129299085,0.02339109855102793,0.04350592460624632,0.06296381608849161,0.04193093426173924,0.04258565003434974,0.044108323036838364,0.034069718455280666,0.04036253194825185,0.029348499758304607,0.03680380372579811,0.04025840124355221,0.04876258959978373]	[0.0057755482463015895,0.00907621902153728,0.00856917482103193,0.007867635661806304,0.024142622280834594,0.00911865220464783,0.005879701549087196,0.009263071001840652,0.008238486120227368,0.005344519918192631,0.005552686203757821,0.01311741818810585,0.02244134835710905,0.029665961069511648,0.03673034203936441,0.00541524556358018,0.0018286657615810792,0.0031404470341550254,0.004847609703861822,0.012131635551400694,0.00449884599157184,0.014130378637897434,0.023493318410036414,0.031083061865874475,0.02696657905532087,0.044197370373481294,0.020097706817586554,0.013201140538550765,0.02147518899262907,0.06978610679307079,0.048049688745262456,0.07274207410525162,0.0595397829039367,0.03496659670756534,0.04965310318300088,0.0377131444394221,0.04937270204469267,0.06984331005068302,0.08104291004623085]	[0.014022357388699317,0.014434573891999527,0.007363724040365594,0.024457260604363696,0.01203716763906525,0.006174211856558505,0.008255465443319591,0.013490901360237713,0.004683595051866541,0.010070904923166436,0.009509317033928514,0.008825851513118751,0.02271833563788132,0.01640017183259561,0.03038480923250016,0.012442030364935876,0.00969469651420681,0.018797171911391648,0.011970270826285935,0.023324401607207727,0.017322131123158155,0.022398362405694865,0.03585169372888076,0.03943030632705277,0.03970021585335533,0.06974920041979185,0.03196923209129626,0.022555207111507356,0.04798738567968166,0.06552309442638808,0.04322258738645525,0.036984336386126984,0.042729926162029766,0.03498221533945072,0.04004299639859607,0.024271098934451188,0.03336112885486244,0.03118310971180678,0.04167855298571912]	IC1528.CALIFA.V1200.stekin.fits
IC1683	IC1683	43	2.066216666667e+01	3.443710000000e+01	1.600000000000e-02	6.852399040000e+01	1.076000000000e+01	5.370000000000e-01	9.310000000000e+00	-2.400000000000e-01	1.469563000000e+01	4.882084740707e+00	5.828800000000e-01	1.348996000000e+01	1	1.439600000000e-01	5.119800000000e-01	3261	673	1847	5.336317453922e+00	1.948476235195e-01	[0.001,0.003,0.004,0.0056,0.0089,0.01,0.0126,0.0141,0.0178,0.0199,0.0251,0.0316,0.0398,0.0562,0.063,0.0631,0.0708,0.1,0.1122,0.1259,0.1585,0.1995,0.2818,0.3548,0.5012,0.7079,0.8913,1.122,1.2589,1.4125,1.9953,2.5119,3.5481,4.4668,6.3096,7.9433,10.0,12.5893,14.1254]	[0.015978167734603976,0.0029716429245282903,0.006287001550232172,0.010392843083649005,0.00684223427360293,0.0033757046099298664,0.009150138623111146,0.004493901650182813,0.003157975078640943,0.0009911814538380538,0.002256180179084581,0.005679234366696622,0.01309978829563854,0.0023457261172286094,0.008390182040319253,0.006460185272150001,0.0017756790853808374,0.00042977523466513473,0.0007277288766932349,0.0070760315041288905,0.008009662643826113,0.00805705595926181,0.005467944816007985,0.006010213327754542,0.01126219206949396,0.024207298017197093,0.01995195473168932,0.021173284722803408,0.033468787574994885,0.06256525658592,0.08341714083794627,0.09183997371399541,0.06941659498400467,0.05470552848135611,0.056256818596645844,0.05417305771701027,0.08208811957500219,0.08572449284966124,0.11032332084112423]	[0.007381185935906163,0.0017423262861416806,0.0018850113276318763,0.001979558094388181,0.01217940391227434,0.005852903059766525,0.004710117626180786,0.003967394488541635,0.004202292733967791,0.0023268187803835143,0.0022879503164805006,0.004270295553246878,0.007055961141140349,0.004712141778033519,0.006441011498808629,0.0012557334177185613,0.001557361621907729,0.0014796394059658307,0.0009713584797290559,0.00849227788474354,0.0039934383802571,0.004418000238996847,0.01376669098571621,0.013165244693733376,0.014471318719302783,0.016028599340055853,0.009144993321493333,0.0039187400819011,0.011601866062440756,0.04590817981306281,0.059704634294326715,0.07206234634484855,0.09020483518493512,0.08235408091516859,0.0864385479081685,0.07328211022948392,0.09254285658391963,0.10929338129771195,0.11294939226151983]	[0.024520312084921538,0.003043210273475672,0.01021970326492179,0.01672555350254953,0.006549407031403817,0.003819689297883215,0.013944867734131882,0.005687900632678737,0.0027155587986498054,0.0009021622532581477,0.00292066540675036,0.003483058964166786,0.018871690435065747,0.0012109541540762914,0.00806818448697074,0.008714249398086469,0.0007647815879401808,4.017310234325778e-05,0.00022355149433621866,0.00491584469298811,0.006690507283885059,0.004722315917357607,0.0016757784966446706,0.0027778768584350933,0.010921367116379147,0.03203734554641541,0.023047052084973367,0.02659995996390489,0.03626367315593094,0.06857351194956293,0.08398869742234223,0.09780546501882052,0.0684326988054999,0.05744059220394578,0.05333867821757801,0.0413550570419197,0.07545374991895382,0.07298825944417568,0.0985458949566768]	IC1683.CALIFA.V1200.stekin.fits
IC4566	IC4566	807	2.341756666667e+02	4.353929722222e+01	1.840000000000e-02	7.880258896000e+01	1.101000000000e+01	1.490000000000e-01	9.300000000000e+00	-2.600000000000e-01	1.258356000000e+01	4.807490879856e+00	6.943500000000e-01	1.502877600000e+02	1	8.646000000000e-02	8.446900000000e-01	3694	497	1496	5.512245767390e+00	2.593688384548e-01	[0.001,0.003,0.004,0.0056,0.0089,0.01,0.0126,0.0141,0.0178,0.0199,0.0251,0.0316,0.0398,0.0562,0.063,0.0631,0.0708,0.1,0.1122,0.1259,0.1585,0.1995,0.2818,0.3548,0.5012,0.7079,0.8913,1.122,1.2589,1.4125,1.9953,2.5119,3.5481,4.4668,6.3096,7.9433,10.0,12.5893,14.1254]	[0.00975211287156211,0.0033878444597998277,0.00481282056798816,0.006734807853148002,0.005433932775803231,0.0021779744620619513,0.0038776768138577733,0.0025048242641474393,0.002799078675019587,0.0028632520377214862,0.002302565666582762,0.0033678497224771545,0.006061941235035721,0.007737849892420213,0.009186972844237064,0.007887674080074786,0.0052613925531164955,0.002944318774071288,0.003936328827451987,0.040278777295171486,0.027388051935225796,0.015924314371901505,0.008392760523001355,0.016932414612673283,0.014019092376391325,0.022581550730283863,0.020820658233615952,0.01547192603323138,0.021520179222047985,0.0370498634396268,0.06872545338957112,0.05589405787432034,0.05296643193691165,0.05341716215471104,0.07710644946226695,0.07452259849164024,0.07564552564112033,0.0858667725538849,0.12244474134582564]	[0.0024567608394130817,0.0011840614231468552,0.001433359418047243,0.0005698081392835909,0.007153467277232152,0.001957375322267073,0.0011331903211638948,0.003319477548160113,0.0021760146745392742,0.0031617673912320786,0.0026992070974307556,0.0047345542019388304,0.00555201498083917,0.005315279986090947,0.009844945200701585,0.0009970458826004842,0.0005768658657193816,0.0008232982988583766,0.0015213403776458507,0.011291456958993116,0.005669805096498299,0.0061340054784572795,0.007967599375548237,0.02203620139645967,0.008001122565641963,0.00695556005714653,0.003704893929129576,0.001828565240074128,0.013813212012044492,0.01639745378646452,0.040241919394234736,0.04353179880772075,0.056042887313964486,0.052475192302821105,0.13123825130287664,0.14027607880900156,0.09331013781871765,0.10360921498917795,0.17886480911871658]	[0.007959429563477593,0.0021895919690026393,0.00250364375451682,0.005470096107329866,0.005545697924199061,0.0025858503442862603,0.002058493656350837,0.002545922803291447,0.0034153115098917233,0.0034915831935597645,0.0023416569779189196,0.003775977947045746,0.004207158333687199,0.006414026391555479,0.007877522286142026,0.002880793130843587,0.003801205809716079,0.0017810786171670537,0.003180028515100826,0.015727358423421246,0.00878171705612644,0.006627202332368324,0.008840357614217687,0.012731054278695919,0.016303773350804046,0.025069542701595917,0.024090207456189058,0.01697181661397624,0.02819404078970895,0.04553413864429243,0.08465344771325675,0.06752717249542337,0.07364588655218973,0.0736087621419914,0.07533077616916642,0.07601074271880492,0.07467304227953955,0.07288233551485769,0.11877155631829116]	IC4566.CALIFA.V1200.stekin.fits
MCG-02-02-030	MCG0202030	13	7.530458333333e+00	-1.111359722222e+01	1.150000000000e-02	4.925161810000e+01	1.068000000000e+01	-1.700000000000e-02	9.110000000000e+00	-3.300000000000e-01	1.849674000000e+01	4.416621213366e+00	3.638400000000e-01	1.674510300000e+02	1	8.013000000000e-02	9.198700000000e-01	3318	1085	2175	4.514517130524e+00	3.003118046315e-01	[0.001,0.003,0.004,0.0056,0.0089,0.01,0.0126,0.0141,0.0178,0.0199,0.0251,0.0316,0.0398,0.0562,0.063,0.0631,0.0708,0.1,0.1122,0.1259,0.1585,0.1995,0.2818,0.3548,0.5012,0.7079,0.8913,1.122,1.2589,1.4125,1.9953,2.5119,3.5481,4.4668,6.3096,7.9433,10.0,12.5893,14.1254]	[0.027791124495128227,0.007648727730132216,0.007094268832719492,0.004000624460078674,0.025138335035034574,0.011739443131095378,0.0032442511137632697,0.004258614344196642,0.00544008549235439,0.003217460203499227,0.0063810132385729666,0.007783402611594282,0.011829891653110729,0.00717533073397037,0.00882600006997924,0.0020159813584853642,0.0044521265204107855,0.0019320660377941787,0.0015140554323673943,0.00651413899906157,0.004156172088850978,0.0063574050855313285,0.01512139746021428,0.010844070559016946,0.021753949577885515,0.04246582653281066,0.041616041833853964,0.01633271264506578,0.03727405476973532,0.07874440853630442,0.05519331517840233,0.06447534960139635,0.06589653150306944,0.03407917630975523,0.056050619435671745,0.09012711807777112,0.048392242366034434,0.08380853219802126,0.0693141347472597]	[0.008733622419975932,0.006750511858460518,0.004341360651710791,0.0044086282739787515,0.019639656950922464,0.007675300235139766,0.002807615317173691,0.003425532829470268,0.003825141702542004,0.0026739424279917986,0.004931653265214021,0.0043971056381753295,0.009379607892687018,0.004423314091114116,0.005084660565535421,0.0011606739545349098,0.0008746763900596455,0.0017856598323808931,0.000898665738764903,0.0018364878165190578,0.0025306630379443454,0.003932006644901372,0.006736914542871724,0.008530218471767017,0.021202637656842768,0.0412976661721741,0.03385197568823445,0.011966959726096274,0.013077452351026756,0.09432984296766957,0.06542487637388622,0.06322328077612008,0.08086180592142596,0.04697979341723219,0.06988995199209633,0.11959249409022557,0.04781929733621693,0.10125971135691908,0.06843863362399799]	[0.03625301769391829,0.007825548189766445,0.007278118404538895,0.0038356898566633286,0.025034671829956657,0.013992630599470217,0.0034949253224519886,0.004549829551296159,0.00639077007649367,0.0035743932969376094,0.007212171075878805,0.00867729733917379,0.01280331307653157,0.008415104177680412,0.010813674552854416,0.0024871700720846177,0.005319513788324875,0.002008999959137761,0.0018614177462230159,0.008338585709408299,0.005077889468799051,0.007732571431758597,0.019338733100678164,0.01224227083813834,0.022609077168620182,0.04395646936267263,0.0463885987536415,0.018795335558802785,0.04754271980292109,0.07251978935574656,0.049224414477707916,0.06515617851932978,0.0586975965969602,0.028199416615204656,0.05018991143730379,0.07652768813524168,0.04853844715434761,0.0762316887405874,0.07086436116274729]	MCG-02-02-030.CALIFA.V1200.stekin.fits
MCG-02-51-004	MCG0251004	868	3.039160833333e+02	-1.362199722222e+01	1.870000000000e-02	8.008741378000e+01	1.092000000000e+01	5.780000000000e-01	8.420000000000e+00	-2.400000000000e-01	2.009603000000e+01	7.802773470755e+00	3.723400000000e-01	1.598040300000e+02	1	4.944000000000e-02	9.505600000000e-01	2433	1241	1179	4.335411565542e+00	5.543582526472e-01	[0.001,0.003,0.004,0.0056,0.0089,0.01,0.0126,0.0141,0.0178,0.0199,0.0251,0.0316,0.0398,0.0562,0.063,0.0631,0.0708,0.1,0.1122,0.1259,0.1585,0.1995,0.2818,0.3548,0.5012,0.7079,0.8913,1.122,1.2589,1.4125,1.9953,2.5119,3.5481,4.4668,6.3096,7.9433,10.0,12.5893,14.1254]	[0.09842645386440863,0.015595164351150072,0.011910426566314603,0.007781663181288263,0.07479064708333168,0.051467966265677546,0.02721338144695327,0.03902731470657532,0.008423388183948215,0.010454008547942248,0.0109822108155606,0.013046716387484366,0.012406897024185995,0.0029568341332004188,0.0024666335575500922,0.011343508195715805,0.009161192907875109,0.0046584668773748195,0.007438269937249209,0.053263181802439725,0.03225605532677333,0.008027023595135737,0.01443958993772422,0.004963001268729541,0.00872586955695371,0.009961920098470661,0.003170467027177352,0.005280867533357083,0.004187599036025903,0.010269770379899347,0.005640545697285497,0.005207420325144624,0.014856321289945384,0.022654507995190188,0.04638100236398247,0.083979568972052,0.05349070776320833,0.09080998694887277,0.10288344904784583]	[0.08028620096696025,0.009889188063509309,0.004240490834384674,0.0034678786335931634,0.09500244089881746,0.049016377687082446,0.0316120336513584,0.03039697603260942,0.009590252539835474,0.010760193482239923,0.009064820005616335,0.012285047075587864,0.009429805262461038,0.0038399886451476,0.0038491569037463723,0.012227001470953944,0.008413460401248208,0.003566212785378059,0.00820902089265964,0.05100884516849116,0.027148574328430743,0.005448814147849283,0.013383252330361464,0.004390422443213222,0.006942625678635903,0.008745813580574335,0.000743433246822742,0.005532683501756385,0.001221699133199553,0.006000400579287998,0.006876189327229235,0.004676297572728664,0.020315693239844473,0.03349215295535132,0.06478548258043358,0.11901822508521553,0.04585758373952693,0.07714612120724221,0.10211914392061555]	[0.11688683740614099,0.021611087012402486,0.01970701493262211,0.012253407441867181,0.05379860160468535,0.05302560957249698,0.0227567754347816,0.04762909398971081,0.007288040754546349,0.01024699125164016,0.012930958231587958,0.013821321211135718,0.015415032278233907,0.002059840150507599,0.00103860536723506,0.010538631564650264,0.010049260379059453,0.0058595248905841685,0.006709004096299199,0.056081297387245474,0.03798778784432293,0.01070465203393929,0.015710692261666194,0.0056204137699672144,0.010699102769195322,0.011351820989046994,0.005760089582540687,0.005074037729413152,0.007355640229304807,0.014876890767937828,0.004402117664464926,0.0058238917415781065,0.009170624712956014,0.011496739724093886,0.02752009742939021,0.04802432059223949,0.06035636155758837,0.10554517682847846,0.10281260681444324]	MCG-02-51-004.CALIFA.V1200.stekin.fits
NGC0001	NGC0001	8	1.816083333333e+00	2.770810000000e+01	1.490000000000e-02	6.381296606000e+01	1.082000000000e+01	6.490000000000e-01	8.890000000000e+00	-3.500000000000e-01	1.488851000000e+01	4.606113413880e+00	6.245700000000e-01	9.651444000000e+01	1	4.601200000000e-01	5.398800000000e-01	3895	697	2088	3.956986412969e+00	4.078111064232e-01	[0.001,0.003,0.004,0.0056,0.0089,0.01,0.0126,0.0141,0.0178,0.0199,0.0251,0.0316,0.0398,0.0562,0.063,0.0631,0.0708,0.1,0.1122,0.1259,0.1585,0.1995,0.2818,0.3548,0.5012,0.7079,0.8913,1.122,1.2589,1.4125,1.9953,2.5119,3.5481,4.4668,6.3096,7.9433,10.0,12.5893,14.1254]	[0.023857294724946767,0.020089071216004947,0.01733448812344924,0.02133052529011575,0.012053795927564484,0.00766520761681925,0.00965117283963149,0.006904479022701092,0.009742829137857142,0.010833688832050518,0.010851140618662996,0.008906136291271998,0.016582891949941166,0.013794658812190674,0.022800133947843675,0.004360923620050685,0.005316078124573301,0.003953028746093048,0.004935911175230737,0.01723939791514411,0.009423426496125348,0.012137576873898718,0.02148167623718632,0.02602043215975642,0.028007361027162104,0.039251514585011,0.023286265111920456,0.01214720734367935,0.02330731594918721,0.05836506812689455,0.061938267710254666,0.06086997372272548,0.055364552603082366,0.03874871635224957,0.04767489950508833,0.04164810368907936,0.041247313588255105,0.051938483221669496,0.09893899176463096]	[0.005014621746227226,0.00847911320021281,0.012735578848954682,0.009603655649967773,0.026383270366987194,0.007613868623277214,0.004273004030063231,0.006150722980901781,0.01002154886367919,0.006467589116179999,0.005973817983496787,0.00837855525426083,0.010928679362965096,0.009203001861421135,0.00910448653280877,0.000768725464691801,0.0011177633856546054,0.0012407559605394749,0.0024327665170642875,0.009453038622555168,0.0038970985491804167,0.004390916615292321,0.018085392694179372,0.02008159266652503,0.024500323698798426,0.0309627752809342,0.013347137213151802,0.004358353016799915,0.017339331049405517,0.08570331549860576,0.06811141591299284,0.0749246198659741,0.08559572660541334,0.04819011299702559,0.06356778366292946,0.06039208654498902,0.048975215189450874,0.07089008441623672,0.10134215415020625]	[0.01948817993616284,0.017063166213387097,0.014311240844094379,0.01907318422333146,0.00914195365902181,0.005990009992339022,0.008624357886775626,0.004896195568393574,0.007392668213603817,0.009279803822650924,0.0068797816037601996,0.007386054217313316,0.01743682401174652,0.011454294719996956,0.021581793053854954,0.0028999784563458774,0.005863213427535323,0.0033887354469863172,0.005550925197147951,0.016332003339062155,0.010707833841584528,0.01395175914575734,0.02264572276302512,0.027370293835226763,0.024192452147743952,0.03931126069568369,0.022108063933711102,0.013874392221637019,0.02242410969145871,0.06220137164002979,0.07520679452914766,0.06589452211131921,0.06622158087103013,0.04716107661423864,0.04721414343484841,0.037374953013273655,0.03904759622621457,0.04880536143086214,0.10025234801969757]	NGC0001.CALIFA.V1200.stekin.fits
NGC0036	NGC0036	10	2.842875000000e+00	6.389400000000e+00	1.970000000000e-02	8.437016318000e+01	1.122000000000e+01	5.350000000000e-01	9.300000000000e+00	-3.400000000000e-01	2.303671000000e+01	9.422883096164e+00	4.983300000000e-01	1.873785000000e+01	1	2.434900000000e-01	6.850900000000e-01	3844	1634	2210	5.210040887693e+00	2.545227269551e-01	[0.001,0.003,0.004,0.0056,0.0089,0.01,0.0126,0.0141,0.0178,0.0199,0.0251,0.0316,0.0398,0.0562,0.063,0.0631,0.0708,0.1,0.1122,0.1259,0.1585,0.1995,0.2818,0.3548,0.5012,0.7079,0.8913,1.122,1.2589,1.4125,1.9953,2.5119,3.5481,4.4668,6.3096,7.9433,10.0,12.5893,14.1254]	[0.003529707960224539,0.00472602779202857,0.003789694726268322,0.008721794401625042,0.006681902681336136,0.004027204365123536,0.004524763770051239,0.005073873956348114,0.0057426866400590824,0.0012677035602221573,0.0008668211505027137,0.005427691322403927,0.005669809372072901,0.009957582616228292,0.011126423678269808,0.0023726268042838076,0.001668246065985206,0.004010803292566427,0.004489393451996054,0.008843713459795115,0.006151178697706612,0.010867470567883062,0.015618480598707981,0.021546029989298585,0.025278365444841577,0.048839029054414715,0.023703701534890893,0.024943156633309493,0.040875479282429225,0.05101537394799142,0.07806340867468299,0.06346951602397315,0.05121672253337727,0.049696164437140145,0.06657809715126896,0.044227861060404106,0.06729843319511017,0.0859947645391178,0.12209829556606096]	[0.0008444095656145338,0.001844305765703347,0.0010311814867415355,0.002002906127420497,0.002901142552800702,0.001895707544431026,0.0008423184399388999,0.0012285679047885942,0.002186109444917733,0.0015576499752182663,0.001088742823100558,0.003460493291271665,0.004703406871565111,0.005927967855775854,0.009594825671812185,0.00036192290085486616,0.00026395955677693556,0.002005310252577048,0.0014266912633684931,0.00537445956426232,0.003483576524313924,0.0036671320660658854,0.01114499076073532,0.014271812906412377,0.015151031877657182,0.019784752628038485,0.012292232521895591,0.008971363281481941,0.023934122038799473,0.05323575395666053,0.07660571148069113,0.07159889189153094,0.06649458447666161,0.07258085524664525,0.09105132524810902,0.057075392994310685,0.09209191581855727,0.10818346369428414,0.14783901172820915]	[0.005515127678230295,0.006856676566243693,0.005829247049067738,0.0136895154152224,0.009477270124787196,0.005603161742956799,0.007247440543536999,0.007916964494016994,0.008372300729136398,0.0010533268895870258,0.0007027396966453041,0.006882171676643757,0.0063843350217695155,0.012936944841829789,0.012258835959967523,0.0038592739437421143,0.0027065284895355646,0.005493597694078919,0.006753852898248214,0.01140876362508952,0.00812351442228738,0.016191159758819337,0.01892602919384254,0.02692434252931492,0.03276617677913106,0.07032078818595251,0.03214095961961216,0.036752165835520455,0.05340135156120379,0.04937369931714797,0.07914118117015001,0.05745892771284657,0.039920782978931174,0.03277599032730739,0.04848341176202106,0.034728826137325454,0.0489669623323439,0.06958918335380462,0.10306647194210183]	NGC0036.CALIFA.V1200.stekin.fits
