plateifu,y,baseline,asymmetry,clumpiness,tidal_bar,all_disturbance
10514-6103,1.939607101007604,1.9323094895455077,1.9314194694967477,1.9321330803348915,1.930370632850096,1.9475796073878924
10516-6104,1.927347364329845,1.9642018230454725,1.9704841362856391,1.96794127183801,1.972826337634332,2.005082849489423
10516-9102,1.8300338673126635,1.664413593809122,1.6655280573923603,1.6642750968273519,1.702992914417809,1.6731473663939798
10518-6104,1.9430963455774701,1.9290607456045856,1.9278390023227896,1.9289106596164318,1.9202079884247032,1.9452833852967717
10518-9102,1.9404664784229824,2.0118807543476387,2.006765537799231,2.001436171189691,2.0171885953728683,2.0166448778995965
10519-9102,2.097128147764901,2.108505995113635,2.1077896061821186,2.108457781403272,2.136718387963788,2.133355310560807
10837-3702,2.3550392524182486,2.32257299583354,2.321698940922732,2.3221478028312403,2.341546921763305,2.312785981995203
11004-1901,2.0459528357084866,2.1153743252417314,2.1131741647530773,2.114585085581121,2.104703057586648,2.0955643345593353
11007-9101,1.6920314776645282,1.8970114589247875,1.9056203296869267,1.8963525451347283,1.8841435540781524,1.8748405806785147
11010-9102,1.9530552641755674,2.032957770858225,2.0326287102336065,2.032793925280216,2.017510664257114,2.0252785976805097
11013-6102,1.7920792353377881,1.7139371751836068,1.7153632835890251,1.71399562653854,1.697860573954752,1.6537062374055371
11017-6101,1.824301664793917,1.9070011446697934,1.9088663661553507,1.9153302865220307,1.890297638354241,1.8927866945957845
11019-1901,2.0451030370680368,2.0306291166948225,2.0300395298914227,2.0306685504508346,2.050465432636419,2.0396849439688896
11742-3703,2.3858892770324513,2.2969596420016334,2.2975006560018527,2.2968806297172852,2.3174308430325867,2.288158618553791
11743-6101,1.8595940972658402,1.950101296571887,1.9500369255475982,1.949736278316409,1.9531251934843576,1.955369631775383
11743-6104,1.896482620512642,1.969081199994011,1.9650661695439058,1.969580312610594,1.9491861633229444,1.9378881018437981
11744-6101,2.3314862107969203,2.2427709003599574,2.2420459963839052,2.2425554295365284,2.255990949668509,2.264759560197286
11744-6104,2.37472708888233,2.381291004667905,2.374366959792624,2.391279640549109,2.39419912531743,2.386220697342921
11750-3704,2.306170595872537,2.2489689627912473,2.2488087401271466,2.2490316554373706,2.268365827375753,2.2624751252645896
11751-3702,1.8033776925873493,1.8911477175382236,1.8854634938829784,1.8999901078213475,1.8855159054422679,1.8846703609012652
11758-12701,2.252455676034925,2.2413923839401453,2.240696868799832,2.2459050635381264,2.269986278936755,2.260886607112899
11824-3701,1.9887278708216556,2.013778645870457,2.013098241258805,2.013559555079675,1.9829426897522977,2.018326433662582
11826-6103,1.893991051160008,1.9550831985726895,1.9551396854179177,1.955053958382667,1.9657040321738586,1.9659919789978455
11831-6103,1.6795929516603627,1.7729522465870144,1.7692453818075713,1.7725347432583067,1.7629442872246917,1.7884306324450416
11832-3704,1.9255199048074465,1.949098863785431,1.948569556520876,1.9491550282072643,1.9219523947930415,1.9164921385979163
11833-12702,1.8014081009662226,1.8804375729154186,1.8804501226049015,1.8804970400991772,1.8867585362636423,1.8612841515800154
11834-1901,1.8346375424355663,1.903759728982566,1.9020769032263238,1.9037858267109917,1.9321993261279928,1.9832705562623203
11835-6102,2.1156368015023705,2.197370963877254,2.1945674814126757,2.197116330365864,2.1944181894161905,2.1730845834280763
11835-9102,2.084705653396597,2.1063320249623745,2.1049324169297923,2.108802412896393,2.0979100621059614,2.092889952210367
11942-3701,1.99567015608948,2.080040966265678,2.0854419556540185,2.0918545325039575,2.076239798468701,2.0720162029090203
11943-12702,1.8888598984391416,1.8102449336766981,1.8020417787082406,1.8083222731028548,1.815595567986659,1.8114060436996597
11944-6101,2.2919038398169196,2.2720751642048147,2.2686543046202035,2.2687217174217533,2.2964131090419686,2.2867566297589415
11944-6103,1.7246280788695834,1.7635668643375981,1.7609054445689976,1.7531205670634655,1.7560370568065546,1.7615475437033306
11944-9102,2.462928411672052,2.263408096591673,2.2640600766783026,2.263657808915152,2.2861608552545993,2.3126978304724974
11978-3702,1.7246616467025233,1.7902776543365295,1.7803086164679882,1.79290775218439,1.7796806386617907,1.7817694226933483
11984-6104,2.258338872109107,2.1903789699869693,2.185895688435063,2.1923663429037616,2.2144191215733633,2.21680597973922
12066-1901,1.6680171690553296,1.7870317613808315,1.7970355590939882,1.7918472892377988,1.7778340851665873,1.8116676832758183
12066-3703,2.032151582666284,1.9724176959660185,1.9733784634362983,1.972345421699669,2.003768214203789,1.9851440840559778
7979-1901,2.4077201974888593,2.4462627782308646,2.444094374772094,2.4460419981273693,2.423941340158481,2.441132903475622
7990-12705,2.109465487394109,1.9791716146159588,1.9771572353352471,1.9783178898383535,1.9989298835717701,2.0505863523220516
8082-12701,1.8245938643781088,1.8723012344796686,1.8706911265053756,1.8723017556943486,1.8510866482718247,1.8764724584383148
8082-3702,1.6632388767492325,1.5890188727215167,1.58670133151598,1.5888109989082226,1.5810050834087088,1.5767887959839273
8082-3703,1.940097377853944,2.054745771636243,2.1504271313336325,2.0816782410360175,2.0911904454303545,2.1501912287487737
8084-12703,1.9326883728531727,1.9405029505983828,1.939453171677066,1.9218019073038528,1.9627562350643226,1.9561431435426797
8084-6104,2.1037558433347274,2.0982537625757973,2.097583496298501,2.098330092782242,2.1091250280459417,2.115381868807745
8091-6103,1.7809638070521678,1.7016169694369638,1.7038149049452507,1.701409348272765,1.7145980072613551,1.7398580490034103
8097-3703,1.6909628631118472,1.6168598338247142,1.6158640543900251,1.6293301988652145,1.6542351649154787,1.6421010128331175
8135-12702,1.7911587863218918,1.8074814145186742,1.807054597299234,1.8074270959241614,1.8227757737524033,1.7983600943244165
8135-6102,2.2980474663325614,2.290444469472001,2.2881018052518765,2.293623904051148,2.3076755732129444,2.2754461557709176
8140-3704,2.272654392856773,2.2485266865842792,2.2471814346310217,2.2501287211529832,2.269023050232707,2.296420726581961
8148-9101,1.823858207841529,1.7744065416888883,1.7757793810699478,1.7745198417079797,1.782436038762565,1.7660394669492596
8149-3702,2.195850411135135,2.045333347355028,2.0447243549622414,2.0453138738569745,2.0417008191683728,2.0172223111515324
8150-6101,1.9616609102797533,1.9585025009830725,1.9545351629830816,1.9638417390128091,1.9817169597477995,1.9801266308030712
8150-6102,2.192959200887528,2.2294983504239085,2.227453783716266,2.2335894120775635,2.2547274864265856,2.2439001696131236
8150-9101,2.161832897685653,2.114270361208609,2.1124911030438427,2.1141805864685312,2.1338623936289225,2.112645579238076
8154-1901,2.297643443660965,2.290326574887391,2.288575365097701,2.290103118488779,2.300226123342683,2.2910600965436942
8158-6104,2.1786590194262283,2.05812293700345,2.058222659254683,2.0582746833074057,2.056013635913494,2.0216545745211443
8239-3703,2.2851838352324494,2.1973824456579916,2.1965306063141243,2.1972684401843408,2.191437363286078,2.1997000319232556
8241-9101,2.1221332725233215,2.136107980047054,2.1342588338717428,2.1361673403216175,2.111643604621082,2.1076580147478947
8243-9102,2.260756888802261,2.263899865129091,2.2627763650161747,2.2638229392773526,2.282530019400096,2.2809013390283064
8247-12704,1.7422055520667574,1.8163000116365822,1.8102755104191774,1.8192335625183391,1.7943311287396657,1.7875704169085158
8253-3704,2.209007773459247,2.030203029850527,2.027414006407181,2.030029907729651,2.014623746766688,2.047993894265569
8254-12704,1.7759234058426805,1.8284429287043373,1.8291016436679515,1.8283338239905895,1.8123037315279984,1.8138368459892944
8256-6103,2.440589065391809,2.287556069596338,2.286477173023096,2.287472791956593,2.30788336424776,2.3204091193335437
8257-1902,2.178597708828488,2.1473119909868554,2.141534789488125,2.1495480554621347,2.1234682719865585,2.1279965589202514
8260-3704,2.021880311299188,2.147546680455776,2.1471320802025082,2.1475069823528092,2.0917447850752957,2.0957395713680302
8262-1902,1.7300045315990555,1.8066526764208781,1.8035895859558395,1.7973363585063762,1.8183059744465608,1.8133027780714572
8262-3702,2.0006795731916225,2.0330784686146472,2.0428338302456206,2.037667265212591,2.043234447089405,2.0560306712049132
8309-3704,2.3693153254382993,2.334447612342744,2.3343025237767776,2.3354574159150245,2.321493456046266,2.2974383969841505
8310-6104,2.2615442956013223,2.2286462353992578,2.226979693967594,2.22856447981279,2.246379103057622,2.2501633715779716
8314-3704,1.977112145563652,2.131467194379055,2.1214741520719724,2.120715196491606,2.0984509483642624,2.084129770053508
8314-6102,1.6835503298742296,1.797666102176341,1.79720568980721,1.7978303045373458,1.787754391495507,1.7974459615175151
8315-1902,2.2240184412817223,2.0736347269273874,2.0741377441621034,2.073550009378449,2.097223066020699,2.0930515854767315
8317-12702,2.29131822421775,2.2866693663658237,2.2854242855355436,2.2864699573480682,2.2766488057523104,2.2500058870727155
8317-9101,1.9500049029831426,1.909477064581451,1.9087044205510173,1.9092548366680446,1.8903623115905361,1.9124635198092002
8318-6104,1.7284881895685784,1.7217817020578092,1.723182784647661,1.7216722163135465,1.7173476597610322,1.731597081215805
8320-3702,1.935965300607934,1.862317953785691,1.8625515882528627,1.8623425180330904,1.8386932500652833,1.8633242450008372
8322-3701,2.040826944379654,2.0097957217351734,2.0114219795231936,2.0099041347320448,2.029509561006672,2.041293378883971
8323-6103,1.992982960966765,1.9281922164133876,1.9245175487757369,1.928136125230321,1.949765062675894,1.9615268880016659
8324-6103,1.9012149502243954,1.9276332882829348,1.9277259281633325,1.9278135916791423,1.9343118492265448,1.961792021871464
8324-6104,2.1414005401163196,2.1187002454451886,2.117503132616505,2.118777664800713,2.0916955338253875,2.067600117507116
8324-9101,1.8332797396068494,1.864926783227901,1.86717429364648,1.8650598890450236,1.8407902557605729,1.8223873153582093
8328-9101,2.0208586958472856,2.0271212100040317,2.030100418732476,2.0402427351190324,2.0362653826009782,2.0325919043610488
8330-12703,1.8080333013625673,1.8350359398570908,1.8349901679142142,1.8352306608934732,1.794072972763054,1.7804635053904734
8330-6102,1.787181246068547,1.8383561227575174,1.8390798954124326,1.8381846090129688,1.7995937384042415,1.814854426276539
8331-6104,1.7020686459795307,1.8448343414582435,1.843097936368518,1.8442536471125943,1.8206903563841519,1.8547587655355944
8332-9102,2.0691732224578434,1.9271796803117132,1.927551922325432,1.92709993927748,1.8927321731820297,1.8932453474622088
8336-12702,2.0978026992530365,2.062425836357561,2.0608410588965924,2.062238606753071,2.053736454105535,2.0661265627677414
8336-12704,1.8932598981224806,1.9338385992491194,1.9234446099187168,1.9312602228648492,1.945783660203946,1.949183943467778
8338-1901,1.7114901204906035,1.721395313626756,1.7215555184389584,1.721471697311494,1.7166850617107228,1.7096175975580015
8338-3701,2.1312965126504717,2.1815155351215987,2.1811958925008494,2.190013539899229,2.1514043769446096,2.1623740760036676
8341-12702,2.333057342873407,2.235709162965806,2.2347072770916214,2.2355878462507106,2.2583843276429523,2.261829214553121
8341-9101,1.9582643604298178,1.909421322083635,1.9087028470160545,1.909422957805533,1.9188054319857066,1.9464248522527106
8439-6101,1.7826952326089596,1.744724224152699,1.7424217978723415,1.7448035231761665,1.7732848335415305,1.7828193801034375
8440-3704,1.7619844132379887,1.836642714899743,1.8470190077962256,1.8331226111304597,1.8501000399172773,1.8581948647574937
8441-12704,2.187726820799251,2.2328089664436837,2.2382118320591786,2.2385879980529486,2.2270828717797686,2.239620267630077
8441-9101,1.7790737970489463,1.722072360992157,1.719455461777586,1.72136656493726,1.704440333082852,1.7202602405641794
8442-1901,2.0793798903366785,1.8639193724751264,1.8730091968004299,1.878629460005709,1.8659325356074128,1.8718175320611732
8443-3704,1.832234709703605,1.8438531220246743,1.8445978257642852,1.8438179505487005,1.89685211478764,1.9131434670281764
8444-1901,1.6653179897077341,1.715095272200858,1.714484575219156,1.7150848037807287,1.7228221286891434,1.7150224825481053
8444-3702,1.7827633464761556,1.6595175440802938,1.6593736855926442,1.659592906556873,1.6719071450093381,1.685277423263095
8447-12702,1.8948059739937888,1.923977312349661,1.9279247441499916,1.9240290277754664,1.9247587891032012,1.903989905899697
8449-3703,1.8225854947116824,1.7973590107272115,1.7978382882231743,1.7973167690610385,1.7635271916442645,1.7696508850193948
8449-6101,1.8426627119465628,1.660454647751874,1.6642131809318994,1.658084322771932,1.6573390801680266,1.6509775954707344
8450-6102,1.688894527561912,1.8357522986824086,1.8390851988402792,1.83601985283347,1.8592642483390407,1.8509833059339287
8454-6104,1.9045555353475863,1.9944200372423326,1.9947914172066294,1.9945373237757578,1.97138243382921,1.9722676699302295
8455-3701,1.940531176985904,1.8908386551115395,1.8902917304566529,1.8909169798691219,1.8481290017369223,1.8411837027793143
8461-3702,2.407678582382823,2.40116403283296,2.3919761017886443,2.421460118500396,2.3764869107255246,2.375269948178349
8464-3701,1.7870530526920874,1.8595871600910485,1.8552858429046377,1.8530130093059227,1.8846335723915169,1.8858302973848808
8466-12702,1.7702962008486065,1.843216928475186,1.8432287602908264,1.8433380418971659,1.8759613538275774,1.8653724759458017
8482-9101,2.1867453492575377,2.123890939504697,2.123105977911654,2.1238761106923465,2.0770326367104444,2.080483804789191
8483-3702,2.1799875903102257,2.174367611686629,2.1744542813137238,2.174655390482456,2.192899670637866,2.1873946126830495
8486-12705,2.182113509497849,2.0430026901782967,2.045830658800259,2.0430498890492514,2.0735152798959975,2.063508806528643
8488-12705,2.0764649430510835,2.125622674301909,2.1259454985532957,2.125772943588913,2.127726089683076,2.137062506750834
8547-3703,2.0621109611934774,2.167125146405474,2.1575271246443806,2.1643614131189324,2.153431160224291,2.1306806345144538
8554-3701,1.80576869243079,1.857138736233674,1.854792314189098,1.8568942679325318,1.851331233235534,1.8543161059051614
8562-6104,1.8344046160477083,1.9281789572955397,1.9267190795739153,1.927624061264545,1.9577976348069717,1.9945449126703922
8563-3701,1.6207115043051916,1.74287619127358,1.7387424868013812,1.7424437680885474,1.7636025914668734,1.7601024998719945
8595-3703,2.1978749278500223,2.134572803660684,2.1371169086390447,2.134418299782041,2.1493739513451704,2.154028222769297
8595-3704,1.630697826670403,1.8682813821480535,1.862507654666543,1.8706476616760737,1.8701329546439565,1.8613326668853833
8596-3703,2.3175464676358706,2.298839062160703,2.3013971899832595,2.2989532326637767,2.3169827838137094,2.3498557777276132
8597-3703,2.3178143794752253,2.3613719116752403,2.364084433972949,2.364049301810559,2.3775690645858547,2.366541406211724
8602-9102,2.0716633328366183,2.1811651584533562,2.1792863730059984,2.183741685215893,2.1464908844392303,2.1563507813693232
8603-6102,2.049280448015241,2.1058169879103836,2.1046459985789157,2.1056139412340045,2.090195338716125,2.0929863239333972
8609-3702,2.341596143063178,2.340268204970925,2.3404305135373322,2.3406958954747386,2.358373834616132,2.323892285338377
8609-6103,1.8929033073735526,2.0474605773454386,2.0813000333568956,2.0513400472919665,2.0527355259426776,2.0806518641635208
8610-3703,1.9071868456032375,1.8584592287287416,1.8598110026938128,1.8586678175770128,1.874004747574102,1.8628123434785957
8611-9101,1.934330912560167,1.9959945460626765,1.9906401238646776,1.988578000435802,2.00071856889551,1.9989230385693098
8612-6104,1.9883771304636535,2.0321731239399776,2.0325219022322005,2.0354148908869867,2.030956321917106,2.0420793358471037
8614-3703,2.3395931353359245,2.215910192468998,2.2130214614674246,2.209348804739441,2.249923588047254,2.2522213939703146
8616-3704,1.9125466726368925,1.921559567094894,1.913667112886806,1.9192475105575955,1.8955913994150335,1.911006954881888
8616-6104,1.9845176372449538,1.9286766457034243,1.929517114194429,1.9288628414647078,1.8966334244548528,1.8814562185924157
8624-6104,2.2977279104409054,2.1791081696466486,2.188900138901885,2.1726710257731843,2.1688846821631342,2.179862737941431
8657-3701,1.7249129954935192,1.8448034064989614,1.8444805626194454,1.8448659915363808,1.8497448882914527,1.8592583822003648
8718-6103,2.330424123234544,2.31184419182015,2.306733415284521,2.3218313797697387,2.3390807677969505,2.3324654873117354
8719-6104,1.6859763733189563,1.7084636721602906,1.6999083438357618,1.7105475851257896,1.7323759488320964,1.7680361044278876
8723-12704,1.9759116111135373,1.9879249053116503,1.9865265314692062,1.9877881044529606,1.9961588555390473,1.9984012613712605
8727-3703,1.9817616787093422,1.9614063727689095,1.957500499848442,1.960913071727769,1.9801100886540504,2.003210153309397
8931-1902,1.8429332172360966,1.950296723321777,1.9542253097755982,1.9608137672801662,1.910414939041991,1.9206703238767435
8932-9102,1.9521020587208866,1.8817154540311272,1.8822844418111946,1.8818412563305422,1.9304550274223533,1.9203171976664681
8934-3701,1.9400034954516763,1.8161223803269355,1.8181655651416606,1.816269508614306,1.834497754997551,1.8508265516777047
8937-3704,2.1001847238412528,2.093623630306738,2.090757341807314,2.093306621064851,2.0861630825712574,2.102283605554577
8941-6101,1.9041445839754572,1.8526839662737298,1.8540703959449976,1.852306344880073,1.8859487572673674,1.897443837527628
8944-12702,2.0766826697481524,1.9484958792285392,1.9481219056648869,1.948159313393054,2.001084926239204,2.0022040838251396
8944-6103,2.0105276470765716,1.9154725944295827,1.9149275458626982,1.9155281664297488,1.939024704509858,1.928845355564122
8946-6102,1.938668050436764,2.004142305202913,2.0042201473935553,2.004158945620081,1.961763421459434,1.9544948848764006
8948-1901,2.276561749338529,2.226488726976501,2.2259527825873824,2.2261278039899937,2.2450299045701367,2.215208092376943
8948-9101,1.6869089134489748,1.6876033373683597,1.6892912767760038,1.6874789563759964,1.6687199300028488,1.6694097575161126
8977-12704,1.9440332904065227,1.7109175555035405,1.7260556998936407,1.7098168867652448,1.7372687112515999,1.7498454388531064
8982-12704,2.1873971831487293,2.026122680570651,2.0152843517861943,2.021932882095001,2.0536315582940374,2.028808935643998
8982-3701,2.3085612123616137,2.345309119868203,2.3478028575700742,2.3463898000668393,2.3670709824579665,2.3957203847817303
8985-1901,1.7884524793687067,1.7570734871873466,1.7582319688221566,1.7573114345197722,1.760967909683466,1.7336307399996962
8991-12705,1.811442552665862,1.9133336581202383,1.9141698847227029,1.913422767158016,1.922637361006363,1.904131373803204
8993-3701,2.19784546275177,2.2609133950369222,2.259125921914223,2.260921861176966,2.279391444677155,2.255142197399815
8994-9101,1.8128409904718907,1.9351416695717198,1.934272061209418,1.9351001028803245,1.9455147616050859,1.9288906319085255
8999-1902,2.045141397913413,2.088469810741043,2.0896322339916957,2.091146577489791,2.07881924176165,2.065944363692427
9024-1902,1.9034460167793972,1.902040542175,1.8996017056223706,1.9172925706511703,1.8676660080069938,1.8639419099976497
9024-6102,1.875402889795013,1.9000147637172018,1.9037689242443694,1.9001621153166564,1.889788337861091,1.8906708525844598
9027-12702,1.778541216459671,1.8076726787863548,1.8049207141247634,1.8019588592456108,1.840072545376512,1.8128115139664553
9028-3702,2.0904866059610376,2.058343658008152,2.057269836574057,2.0577284547281085,2.06202757712735,2.0854024398867614
9029-3702,2.1590306104612655,2.161483373625935,2.1579610974334464,2.1629521657373383,2.1879805392920297,2.170174617883763
9030-6103,2.0798094327696446,2.1623544826330616,2.161086512697685,2.162443002481029,2.161128611173875,2.1522907874785715
9036-12705,1.6181438402421857,1.722931839610787,1.7296703713110584,1.729385426837484,1.7098452795210641,1.699517939563345
9036-3702,2.3190177333692197,2.2552293848530693,2.255306330601705,2.2554379993646667,2.2672557059111456,2.273619774177688
9037-6104,2.3133202131189834,2.30656967695127,2.2912392251401217,2.30584514977966,2.291572633788005,2.26655445739722
9038-6101,2.385442890953452,2.341877940384437,2.3381380174403588,2.3412823468089554,2.3313773260507356,2.2952900211785354
9039-6102,2.176750885478996,2.11518077317501,2.108527261995776,2.1114454693663807,2.1336357675142796,2.11814304590909
9040-3702,1.994385261600037,2.031075174598086,2.030847076000251,2.019031304519458,2.0580896181684714,2.0625106579677968
9043-3703,2.4407021134650853,2.3613317611393376,2.3586985402325897,2.3609274643597096,2.352355457461177,2.3174354119041203
9043-6101,2.2340612374151974,2.3501417372185704,2.3642487875107365,2.3485237860309893,2.369542767103834,2.388531616555646
9044-12704,2.290361656700602,2.2567984381996467,2.255555597041419,2.2567702522623643,2.2515364075517454,2.2503787378279094
9045-12704,1.8159609403919705,1.917370636694565,1.9027835067136403,1.9115757526143922,1.8908029568484033,1.866215546815082
9045-3704,2.3120260042633136,2.276225012028413,2.278280916277572,2.2766108592733576,2.2696620997950694,2.248031698922142
9046-3702,2.2141455027572627,2.256465185539891,2.254656347496564,2.2588877448399933,2.2273632714289073,2.2263134647552874
9047-3703,2.315669592071778,2.361886426879574,2.35730105549258,2.3612171476316433,2.3693053057640263,2.34021646448362
9048-9101,1.9731715118611046,1.9127007661721986,1.9116330856774335,1.9126957765723103,1.8754264148078326,1.88042939614067
9049-3704,1.7411531752354283,1.6782296798913605,1.6755948453144236,1.690535842816508,1.6389168600245958,1.6505556848264427
9050-9102,2.0465369139088296,2.0365340666132954,2.0310025213976024,2.027644827491578,2.0343154496999305,2.0323213376481704
9085-1902,2.223496979322138,2.1749722531900044,2.1607447354665767,2.1776714618794117,2.175587358691566,2.160237153107735
9085-6101,2.2206587172502066,2.143453826224039,2.1490879349771532,2.1455261700387007,2.137596292666889,2.156971556735293
9087-3704,2.1634148382999467,2.1307588537268938,2.1301954831451533,2.130634410171193,2.1055053687943976,2.0931408779872225
9092-3703,2.3564266771223723,2.255753499811507,2.2533888999023306,2.255561350064669,2.2755573336415558,2.2760626062773683
9093-12701,2.0780400869932016,1.9801356649423127,1.9821281619221092,1.980257536691621,2.0165962732374343,2.0245397393593385
9182-12703,2.054801054944762,2.1433795506044464,2.1427445659511064,2.143038690419691,2.1069696938919424,2.0916631780526083
9183-3704,2.176070701963683,2.089069397492343,2.089133511867847,2.088980000988689,2.0742751567573965,2.08251986835612
9186-3701,1.821007867334791,1.9262070076207138,1.925243267737877,1.9261018970325114,1.957775304214225,1.9428576776271522
9190-9101,2.0602160728336085,2.056535573134134,2.0546986124431394,2.0565371409396636,2.0140643414454877,2.0080222367489577
9193-12701,2.167872699177792,2.129013104901341,2.132257810039048,2.1130159155118293,2.148337996264155,2.145717349397473
9193-1901,1.9462284277734607,1.8724969256792843,1.8725482472788877,1.8724113403826395,1.861978532149543,1.8565480615040633
9193-6101,1.9965972092358977,2.102933399522457,2.090390816483949,2.106497645998704,2.1226722537713196,2.116712108895807
9194-6104,1.7682395808947302,1.7203868952160088,1.6974956890327502,1.7307180094989203,1.695452839770549,1.675164411271275
9194-9101,2.2928707389709473,2.3735929124384203,2.3739698535160056,2.3732857338638356,2.368796868126841,2.354063695228088
9196-6104,2.0451457035110865,2.031124073941887,2.0275449542521526,2.031209958867543,2.0378910173574254,2.008150238242438
9484-6104,2.331751731976151,2.281715848140118,2.2960504999066487,2.0808227039663874,2.3035669624458546,1.831451509662561
9489-3703,1.7795630161073366,1.7478089477753551,1.7463319228778678,1.7477160827442242,1.7400077079066614,1.754207518296612
9491-3703,2.324664301864861,2.2643303820952254,2.266189069943295,2.2648481544444987,2.2362133187626596,2.231593853930439
9491-9102,1.700177400257274,1.6498256342584559,1.6537951412085552,1.6591255439945347,1.6373022000196378,1.667132004487811
9493-3702,1.527509518892977,1.7034290718862743,1.7007392741973844,1.7034330358310297,1.7112448527919235,1.6991280281730496
9500-3704,2.2322228353545452,2.3038978295692205,2.3024553775214054,2.303762998904292,2.3136104516470706,2.294079508206364
9502-3703,1.9034962422677548,2.0006916811970092,1.9998617826908105,2.0004296469017095,2.0324997687277935,2.034910300825212
9508-12704,2.0726586260187045,2.1305205749752965,2.135045785325515,2.131220438958185,2.085104272428268,2.0721236405533134
9510-1902,2.22037277002813,2.266909177832604,2.2676390774932034,2.2641018301525047,2.2130604493390273,2.215964234288068
9512-1901,2.2843449945228933,2.235487452189822,2.2334648245251176,2.2384404624041947,2.2256323062533228,2.208188889716642
9513-1901,2.033212991104309,2.075664470383075,2.074856282354119,2.0756399058530097,2.0484911512504764,2.0291910493473897
9862-9101,1.7862009671066479,1.7624447697373569,1.758605418644346,1.7680991730880213,1.7676633031794444,1.7715795488673678
9865-12705,1.6266445749545602,1.7275638027235036,1.7216254157219326,1.7266331855823853,1.6946413971116008,1.668268995547313
9871-12705,1.8639371009652246,1.9178871030495988,1.919182373697711,1.9180224449389853,1.8947084117600168,1.8968624037658994
9871-6101,1.8756748063862736,1.9229058475163694,1.9235158180094682,1.9229596429523717,1.931013124207062,1.9151658250161105
9874-1902,2.1447074330787648,2.288883931699295,2.2889720999416108,2.288891328032989,2.2744591290110283,2.2753696396002345
9876-3702,1.8901867607965623,1.724066399255034,1.7262644085120638,1.7310521553106972,1.759900382627941,1.7606822668211295
9876-3703,1.6946529248359823,1.6419941076819717,1.6422583268424649,1.641872960823529,1.6175225093188736,1.6234292066694316
9877-3701,1.7072716024765056,1.5470153207541832,1.5426673504432435,1.5458295146874121,1.534197875784176,1.6421112584493107
9878-1902,2.106510463931446,2.0125906016975113,2.010973944302982,2.012465507607253,2.0170408403673523,2.0459008191070884
9878-3701,2.3840733535797116,2.3296695975681097,2.328847442825851,2.3290065113866283,2.3486269291662354,2.328522684096367
9881-12705,1.9061751963337878,1.9700259742306927,1.955922480618647,1.9674513143448848,1.9379505919113735,1.9123607906951923
9881-6101,2.1839203707770927,2.286735288284511,2.2863969883590562,2.286776612400558,2.228987461939158,2.238588563588566
9884-3701,2.2623359745717506,2.2002329094571778,2.199306627283578,2.2001340044141604,2.147149675196851,2.1597975662819304
9885-1901,1.8452306657046371,1.8995313419519588,1.8984712031029936,1.899450650470406,1.897698327061497,1.9383792595316154
9886-3702,1.6003856025675682,1.5764655479425707,1.5783612101676587,1.5938987164016567,1.5693714669586742,1.5800231251229369
9890-9102,2.4072569409341025,2.384857244262781,2.3804464469281807,2.3994883481398035,2.370573065161462,2.379209215574018
